0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
"127.1852246,36.5610113","128.3493967,35.2920561","126.657701,35.2551048","128.834874,35.9741993","127.2150254,37.8771937",,"128.2976366,37.0656909","129.3465989,36.1585075","127.6016084,36.6226335","126.9756609,37.7213184","126.9375745,37.6521328","127.4720345,36.3462888","127.9264872,35.0542083","127.5797749,34.9874833","127.6204617,36.789383","127.0755568,37.7992943","128.7107535,35.1938861","128.45129,34.8844819","127.1522059,35.9519924","127.3109677,35.6298626","128.7017149,38.0193589","126.6826639,34.6978469","128.7017149,38.0193589","127.2940823,35.6204884","127.2862174,35.612698","128.699837,35.1693247",,"127.2720075,36.5565093","127.3142966,35.6307144","126.7684525,35.2944583","127.291316,35.6171169","127.6540305,36.7828726","126.7864356,35.2879024",,"128.7017149,38.0193589","128.7564459,35.2617863","127.404762,36.6080832","126.7636562,35.6140161","127.0445916,37.9270891","126.8177433,37.7634155","126.8177433,37.7634155","128.3260743,35.2756062","126.7869982,37.753165","128.699837,35.1693247","126.8947012,37.6608302","126.6826639,34.6978469","126.6706853,35.1647892","128.834874,35.9741993","126.9485909,37.6972269","128.7564459,35.2617863","127.0445916,37.9270891","127.0766959,37.7831946","127.3077726,37.6432255","128.834874,35.9741993"
"127.1856192,36.5607185","128.3491186,35.292068","126.6578284,35.2553257","128.8355234,35.9745635","127.2153962,37.8774623",,"128.2977989,37.0656159","129.3463871,36.1589993","127.6016396,36.6225695","126.9756562,37.7216582","126.9378309,37.6524161","127.4728392,36.3461565","127.9232526,35.053629","127.5797959,34.9876438","127.620502,36.7893865","127.0755436,37.7998099","128.710735,35.1937447","128.4512677,34.8842593","127.1519195,35.9523179","127.3096797,35.6299688","128.6971864,38.0231345","126.6833336,34.69758","128.6971864,38.0231345","127.2940615,35.6203919","127.2860017,35.6124478","128.6998078,35.1692078",,"127.2719458,36.5565696","127.3142351,35.6305646","126.7680576,35.2944677","127.2910979,35.6169281","127.6541257,36.7828688","126.7864002,35.2879274",,"128.6971864,38.0231345","128.7567042,35.2622074","127.4078369,36.6062826","126.7639633,35.6138701","127.0450416,37.9288456","126.8193494,37.7634509","126.8193494,37.7634509","128.326194,35.2755855","126.7875489,37.7529132","128.6998078,35.1692078","126.8945699,37.6610828","126.6833336,34.69758","126.6699973,35.1651813","128.8355234,35.9745635","126.949071,37.6974977","128.7567042,35.2622074","127.0450416,37.9288456","127.0766757,37.7835488","127.3079102,37.6430211","128.8355234,35.9745635"
"127.1862088,36.5602819","128.3486375,35.2921236","126.6578489,35.255361","128.8358246,35.9747332","127.2156979,37.8776659",,"128.2980494,37.0654753","129.3460864,36.1594998","127.6017579,36.6223386","126.9756769,37.7217836","126.9378927,37.6524813","127.4738444,36.3460097","127.9228497,35.0535483","127.5797992,34.9876745","127.6214526,36.7894784","127.0754946,37.8004307","128.7106842,35.1935802","128.4512695,34.8840321","127.1518416,35.9523808","127.3092025,35.6300086","128.6965571,38.0236699","126.6838871,34.6973609","128.6965571,38.0236699","127.294052,35.620253","127.2862594,35.6122635","128.6995999,35.1684326",,"127.27179,36.5567387","127.3141537,35.6304076","126.7677244,35.2944611","127.2908344,35.6167536","127.6542243,36.7828669","126.7862563,35.288042",,"128.6965571,38.0236699","128.7570045,35.2625767","127.4079521,36.6062205","126.767705,35.6120851","127.045328,37.9300022","126.8199633,37.7634851","126.8199633,37.7634851","128.3266136,35.2755439","126.7881058,37.7527228","128.6995999,35.1684326","126.8944743,37.6612662","126.6838871,34.6973609","126.6693474,35.1655979","128.8358246,35.9747332","126.953495,37.6999537","128.7570045,35.2625767","127.045328,37.9300022","127.0766542,37.7839408","127.3080595,37.6427058","128.8358246,35.9747332"
"127.1864475,36.5601103","128.3480875,35.2922186","126.6585995,35.2565492","128.836799,35.9752326","127.2161412,37.8779968",,"128.2982391,37.0653262","129.3456778,36.1600857","127.601845,36.6222232","126.975709,37.7218964","126.9379433,37.6525356","127.4738923,36.3460025","127.9227684,35.0535288","127.5798995,34.9883074","127.6221275,36.7895444","127.0754845,37.8006055","128.7106313,35.193496","128.4512965,34.8838073","127.1514165,35.952724","127.3088866,35.630036","128.6961682,38.0239992","126.6848516,34.6969878","128.6961682,38.0239992","127.2940466,35.6201791","127.2867872,35.6118388","128.6995744,35.1683409",,"127.2713693,36.5573185","127.3139785,35.6302288","126.766114,35.294381","127.2907638,35.6167174","127.6544004,36.7829162","126.7861698,35.2881154",,"128.6961682,38.0239992","128.7572245,35.2629413","127.4085764,36.6058874","126.7695934,35.6111986","127.0454779,37.9306202","126.8207867,37.7635854","126.8207867,37.7635854","128.3266828,35.275538","126.7903301,37.7519593","128.6995744,35.1683409","126.8943168,37.6615322","126.6848516,34.6969878","126.668821,35.1659649","128.836799,35.9752326","126.9598012,37.7033591","128.7572245,35.2629413","127.0454779,37.9306202","127.0767318,37.7840726","127.3082072,37.6416975","128.836799,35.9752326"
"127.1874035,36.559425","128.3464322,35.2925187","126.6586946,35.2567067","128.8375989,35.9756411","127.2164177,37.878239",,"128.298474,37.0650993","129.3441861,36.1622243","127.6020885,36.6220165","126.9757223,37.7219433","126.9380187,37.6526171","127.4743872,36.3459486","127.9211326,35.0531431","127.5799391,34.98844","127.6228047,36.7896907","127.0754199,37.8019654","128.7106223,35.1934808","128.4513218,34.883634","127.1507915,35.9531405","127.3082724,35.6300873","128.6957015,38.0245816","126.68521,34.696845","128.6957015,38.0245816","127.2940216,35.6200528","127.2872188,35.6114961","128.6992992,35.1671742",,"127.2705782,36.5584249","127.3136918,35.6300463","126.7660073,35.2943786","127.2898387,35.616228","127.6550218,36.7831814","126.7861244,35.288162",,"128.6957015,38.0245816","128.7575622,35.2633832","127.4091616,36.6055741","126.7698961,35.6110562","127.0456086,37.9311858","126.8214009,37.7637106","126.8214009,37.7637106","128.3271178,35.2754989","126.790862,37.751775","128.6992992,35.1671742","126.8940131,37.6619299","126.68521,34.696845","126.6680382,35.1665961","128.8375989,35.9756411","126.9630827,37.7051416","128.7575622,35.2633832","127.0456086,37.9311858","127.0767812,37.7841657","127.3082753,37.6412469","128.8375989,35.9756411"
"127.1885322,36.5585733","128.3445398,35.2928619","126.658927,35.2570925","128.8384115,35.976008","127.2172258,37.8789467",,"128.2986231,37.0649442","129.3441624,36.162258","127.6022193,36.621938","126.9757902,37.722132","126.9383436,37.6529729","127.4786154,36.3454815","127.9187457,35.0525788","127.5800027,34.9885599","127.6229617,36.7897248","127.0754018,37.8023547","128.7104908,35.193281","128.4513564,34.8835012","127.1498991,35.9535932","127.3079377,35.6301103","128.6955827,38.0248433","126.6858005,34.6966433","128.6955827,38.0248433","127.2939599,35.6199779","127.2873416,35.6114052","128.6992933,35.1671436",,"127.2704918,36.5585474","127.3133918,35.6298907","126.7637887,35.2942912","127.2891991,35.6158906","127.6556366,36.7835159","126.7860789,35.2882086",,"128.6955827,38.0248433","128.7577124,35.2636413","127.41055,36.6049243","126.770496,35.6107749","127.0456352,37.9313012","126.8216898,37.7637781","126.8216898,37.7637781","128.3274134,35.2754861","126.7913073,37.75162","128.6992933,35.1671436","126.8937831,37.6621901","126.6858005,34.6966433","126.6679607,35.1666659","128.8384115,35.976008","126.9653745,37.706376","128.7577124,35.2636413","127.0456352,37.9313012","127.0768667,37.7843165","127.3083818,37.6408181","128.8384115,35.976008"
"127.1888796,36.5583137","128.3439809,35.2929488","126.6592163,35.2575038","128.8392241,35.976383","127.2173708,37.8790831",,"128.3009983,37.0619075","129.3440837,36.1623638","127.6023601,36.6218693","126.9758359,37.7222467","126.9385336,37.6531811","127.4795972,36.3453861","127.9178124,35.0523331","127.580096,34.9886608","127.6236625,36.7899161","127.0752712,37.8045273","128.7100846,35.1927747","128.4515246,34.8830003","127.1490638,35.9539226","127.3076053,35.6301133","128.6955241,38.0250908","126.6863721,34.6964668","128.6955241,38.0250908","127.2938762,35.619893","127.2878969,35.6109959","128.6992603,35.1669888",,"127.2704166,36.5586518","127.3128651,35.6298124","126.7635732,35.2942827","127.2890745,35.6158245","127.6561618,36.7838659","126.7857267,35.2886078",,"128.6955241,38.0250908","128.7578742,35.2639408","127.4116933,36.6044338","126.7723455,35.6099106","127.0459367,37.9326057","126.8219695,37.7638554","126.8219695,37.7638554","128.3274398,35.2754859","126.7916615,37.7514977","128.6992603,35.1669888","126.8937213,37.6622601","126.6863721,34.6964668","126.6674687,35.1671007","128.8392241,35.976383","126.9672055,37.707328","128.7578742,35.2639408","127.0459367,37.9326057","127.0770329,37.7844424","127.308448,37.6406073","128.8392241,35.976383"
"127.1913318,36.5565224","128.3435227,35.2929871","126.6593204,35.2576416","128.8400741,35.9767332","127.2178466,37.8795584",,"128.3010194,37.0618803","129.3437615,36.1627997","127.6027994,36.6217139","126.9759184,37.7224579","126.9385348,37.653182","127.4811619,36.3452331","127.9165124,35.051783","127.5802243,34.9887915","127.623963,36.7900077","127.0752261,37.8052752","128.709603,35.1921475","128.4515675,34.882825","127.1480331,35.9542946","127.3070354,35.6301214","128.6954993,38.0253912","126.6869108,34.6963198","128.6954993,38.0253912","127.2935403,35.6195516","127.2883705,35.6106352","128.6991929,35.1666658",,"127.2703123,36.5587976","127.3123936,35.6297846","126.7635172,35.2942805","127.2890117,35.6157911","127.6583692,36.7852675","126.78545,35.2889344",,"128.6954993,38.0253912","128.7580368,35.2643575","127.412124,36.6042493","126.7727934,35.6096996","127.046001,37.9328862","126.8223363,37.7639702","126.8223363,37.7639702","128.3276685,35.2754844","126.7925384,37.7511966","128.6991929,35.1666658","126.8936183,37.6623731","126.6869108,34.6963198","126.6670884,35.1674606","128.8400741,35.9767332","126.9673513,37.7074098","128.7580368,35.2643575","127.046001,37.9328862","127.0771552,37.7845005","127.3086579,37.6401191","128.8400741,35.9767332"
"127.191631,36.5563032","128.3431326,35.2930115","126.659354,35.2576842","128.841499,35.9773078","127.2184128,37.8801753",,"128.3012436,37.061594","129.3426869,36.1640494","127.6035048,36.6215168","126.9759853,37.7226223","126.9386247,37.6532744","127.4816222,36.3451701","127.9158868,35.0514659","127.5804579,34.9890023","127.6243274,36.7901146","127.0751407,37.8066944","128.7095359,35.1919922","128.4515995,34.8826661","127.1478477,35.9543437","127.306534,35.6301035","128.6955994,38.0258742","126.6873879,34.6962048","128.6955994,38.0258742","127.2934379,35.6194477","127.2888097,35.6102952","128.6989622,35.1656078",,"127.2701529,36.559011","127.311953,35.6297821","126.7632786,35.2942709","127.2888518,35.615697","127.6585241,36.7853664","126.7851892,35.2893314",,"128.6955994,38.0258742","128.7581049,35.2648545","127.4130123,36.603783","126.7734543,35.6093853","127.0460309,37.9330179","126.8227199,37.7641076","126.8227199,37.7641076","128.3277664,35.2754882","126.7926546,37.7511585","128.6989622,35.1656078","126.892251,37.6638993","126.6873879,34.6962048","126.6669041,35.1676523","128.841499,35.9773078","126.9675275,37.7075088","128.7581049,35.2648545","127.0460309,37.9330179","127.0772857,37.7845262","127.3090097,37.6395058","128.841499,35.9773078"
"127.1919225,36.5560606","128.3425881,35.2930072","126.6594721,35.2578501","128.8422327,35.9776025","127.2193271,37.8813771",,"128.3016841,37.0610204","129.3419244,36.1650491","127.6036133,36.6214842","126.976098,37.7228968","126.9391227,37.6538383","127.4818941,36.3451403","127.9147623,35.0506988","127.5804886,34.9890302","127.624942,36.7903069","127.0750492,37.8077865","128.7093447,35.1917633","128.451618,34.8824613","127.1475546,35.9544176","127.3058759,35.6300601","128.6956366,38.0261991","126.6880759,34.6960778","128.6956366,38.0261991","127.2933035,35.6193005","127.2890177,35.610135","128.6987372,35.1646416",,"127.2701931,36.5590291","127.3111356,35.6298457","126.7628487,35.2942539","127.2886346,35.6155695","127.6592614,36.7858577","126.7851491,35.2893916",,"128.6956366,38.0261991","128.7581669,35.2653046","127.4139746,36.6030832","126.7742006,35.6090246","127.0461996,37.9337216","126.8231871,37.7642995","126.8231871,37.7642995","128.3279414,35.2755041","126.7947923,37.7504178","128.6987372,35.1646416","126.8913207,37.6649463","126.6880759,34.6960778","126.666235,35.1683393","128.8422327,35.9776025","126.9677488,37.7076586","128.7581669,35.2653046","127.0461996,37.9337216","127.0774219,37.7845339","127.3094283,37.6389269","128.8422327,35.9776025"
"127.1923901,36.555648","128.3421305,35.2929959","126.6595859,35.2580086","128.8427241,35.9777998","127.2197163,37.8818999",,"128.3018049,37.0608483","129.3418974,36.1650837","127.6036904,36.6214661","126.9761293,37.7229591","126.9393958,37.6541523","127.4823377,36.3450935","127.914704,35.0506593","127.5806049,34.9891474","127.6249823,36.7903194","127.074842,37.809053","128.7091377,35.1915066","128.4516134,34.882161","127.1462803,35.9547087","127.3051571,35.6299832","128.6956116,38.0264833","126.6886182,34.6959966","128.6956116,38.0264833","127.2930932,35.6190666","127.289042,35.6101161","128.6985373,35.1638159",,"127.2710357,36.559404","127.3109677,35.6298626","126.7627959,35.2942554","127.2883866,35.6154185","127.660001,36.7863426","126.7851323,35.2894212",,"128.6956116,38.0264833","128.7581992,35.265545","127.4141549,36.6029094","126.7747861,35.6087523","127.0465857,37.9353337","126.8234268,37.7644091","126.8234268,37.7644091","128.3279843,35.2755083","126.7959915,37.7499996","128.6985373,35.1638159","126.8899188,37.6665245","126.6886182,34.6959966","126.6655574,35.168991","128.8427241,35.9777998","126.9688027,37.7084646","128.7581992,35.265545","127.0465857,37.9353337","127.077556,37.78452","127.3099095,37.6382283","128.8427241,35.9777998"
"127.1930821,36.5549944","128.3414611,35.2929195","126.6595571,35.2580328","128.8429688,35.9779089","127.2209202,37.8834918",,"128.3019151,37.0606367","129.3418301,36.165201","127.6040325,36.6213874","126.9761909,37.7230829","126.9394734,37.6542374","127.4833418,36.3450252","127.9140372,35.0499998","127.5806828,34.9892592","127.6249992,36.7903248","127.0747941,37.8092836","128.7088539,35.1911064","128.4515848,34.881953","127.1459362,35.954787","127.3046935,35.6299184","128.6955373,38.0268166","126.6891254,34.6959423","128.6955373,38.0268166","127.292884,35.6188363","127.2890553,35.6101053","128.6983745,35.1631241",,"127.2710334,36.5594346","127.3096797,35.6299688","126.7626442,35.2942517","127.2882268,35.6153037","127.6600246,36.7863579","126.7848744,35.289866",,"128.6955373,38.0268166","128.7583871,35.2666079","127.4147873,36.6022995","126.7750754,35.6086179","127.0468488,37.9364063","126.8237105,37.7645468","126.8237105,37.7645468","128.3282529,35.2755372","126.7961896,37.7499413","128.6983745,35.1631241","126.889764,37.6665931","126.6891254,34.6959423","126.665082,35.1694152","128.8429688,35.9779089","126.9698103,37.7092352","128.7583871,35.2666079","127.0468488,37.9364063","127.0776732,37.7844861","127.3108799,37.6368174","128.8429688,35.9779089"
"127.1935702,36.5544971","128.3412793,35.2928874","126.6595249,35.2580659","128.8441993,35.9784576","127.2211543,37.8838249",,"128.3019961,37.0603161","129.341449,36.1658749","127.604434,36.6213266","126.9763386,37.7233746","126.9395859,37.6543605","127.4841196,36.3450361","127.9139612,35.0499143","127.5807773,34.9895071","127.6250406,36.7903374","127.0747346,37.8095646","128.7076332,35.1893694","128.4515622,34.88189","127.1455643,35.954868","127.3044285,35.629881","128.6953871,38.0271083","126.6893581,34.6959195","128.6953871,38.0271083","127.2926858,35.618616","127.2892633,35.6099335","128.6982802,35.1627563",,"127.2710478,36.5594662","127.3092025,35.6300086","126.7616998,35.2942135","127.2881067,35.6151971","127.6602479,36.7864991","126.784763,35.2901548",,"128.6953871,38.0271083","128.7584122,35.2668078","127.4153369,36.6017076","126.7750865,35.6086125","127.0470087,37.9370469","126.8239997,37.7647008","126.8239997,37.7647008","128.328472,35.2755609","126.7964104,37.7498777","128.6982802,35.1627563","126.8896897,37.6666666","126.6893581,34.6959195","126.6646813,35.1697244","128.8441993,35.9784576","126.9720642,37.7110408","128.7584122,35.2668078","127.0470087,37.9370469","127.0777723,37.784436","127.3109379,37.6367337","128.8441993,35.9784576"
"127.1939137,36.5540977","128.3411471,35.2928639","126.65948,35.2581486","128.8452118,35.9789746","127.2217097,37.8846176",,"128.3020156,37.0602394","129.3410684,36.166619","127.6044709,36.6213212","126.9765285,37.7237937","126.9399367,37.6547416","127.4850345,36.3450885","127.910481,35.0460172","127.5808256,34.9896008","127.6253759,36.7904389","127.0743074,37.8113422","128.7070501,35.1886367","128.4515124,34.8817515","127.1454589,35.9548911","127.3042154,35.6298527","128.6951493,38.0274081","126.6900497,34.6958718","128.6951493,38.0274081","127.2916365,35.6174493","127.2894879,35.6097553","128.6982123,35.1623909",,"127.2719116,36.5610076","127.3088866,35.630036","126.7612492,35.2941801","127.288034,35.615123","127.6605375,36.7866826","126.7847245,35.2902826",,"128.6951493,38.0274081","128.7584414,35.2670636","127.4156805,36.6013509","126.7751419,35.6085885","127.0470687,37.9372905","126.8243836,37.7649409","126.8243836,37.7649409","128.3286602,35.2755795","126.7967018,37.749792","128.6982123,35.1623909","126.8895651,37.6667949","126.6900497,34.6958718","126.6643649,35.1699593","128.8452118,35.9789746","126.9720981,37.7110671","128.7584414,35.2670636","127.0470687,37.9372905","127.0778498,37.7843903","127.3109913,37.6366671","128.8452118,35.9789746"
"127.1940776,36.5539034","128.340273,35.2926752","126.6594474,35.2582205","128.846124,35.9794575","127.2220436,37.8850483",,"128.3020325,37.0599283","129.341044,36.1666662","127.6050513,36.6212945","126.9765598,37.7238614","126.940708,37.6555962","127.4859049,36.3452031","127.9095072,35.0448942","127.5808925,34.9896765","127.6270143,36.7909366","127.0742388,37.8116268","128.7069662,35.1884545","128.451448,34.881578","127.1454267,35.9548982","127.3036458,35.6297643","128.6949947,38.0275701","126.69016,34.6958662","128.6949947,38.0275701","127.291316,35.6171169","127.2896826,35.6096222","128.6981121,35.1618464",,"127.2723175,36.5616881","127.3082724,35.6300873","126.7607483,35.2941184","127.2878743,35.6149568","127.6606867,36.7867743","126.7847192,35.2903782",,"128.6949947,38.0275701","128.7584528,35.2671581","127.4162122,36.6007995","126.7754559,35.6084245","127.0471463,37.9376251","126.824704,37.7651609","126.824704,37.7651609","128.3288856,35.2755851","126.7973595,37.749622","128.6981121,35.1618464","126.889137,37.6672848","126.69016,34.6958662","126.6630874,35.1708549","128.846124,35.9794575","126.9726251,37.7114687","128.7584528,35.2671581","127.0471463,37.9376251","127.077901,37.7843599","127.3111802,37.6363916","128.846124,35.9794575"
"127.1944706,36.5534122","128.3398571,35.2925465","126.6594271,35.2582708","128.8475871,35.9803164","127.223218,37.88665",,"128.3020267,37.0597994","129.3404562,36.1678201","127.6053722,36.6212951","126.9765866,37.7239319","126.9407496,37.6556414","127.4866147,36.345342","127.9091841,35.0445265","127.5809978,34.989782","127.6274427,36.7910669","127.0739754,37.8125893","128.7059891,35.1872939","128.4513458,34.8813498","127.1452469,35.9549374","127.3030485,35.6296894","128.6947773,38.0277237","126.6908906,34.695853","128.6947773,38.0277237","127.2910979,35.6169281","127.289749,35.6095764","128.6980795,35.1616465",,"127.2723621,36.5617162","127.3079377,35.6301103","126.7604068,35.2940605","127.2877114,35.6147591","127.6608348,36.7868679","126.7846756,35.2905844",,"128.6947773,38.0277237","128.7586491,35.2688331","127.4171993,36.599933","126.7756156,35.6083371","127.0473414,37.9384722","126.8248833,37.7652944","126.8248833,37.7652944","128.3292615,35.2755663","126.7974983,37.7495849","128.6980795,35.1616465","126.8890293,37.6674185","126.6908906,34.695853","126.6620809,35.1715549","128.8475871,35.9803164","126.9736169,37.712233","128.7586491,35.2688331","127.0473414,37.9384722","127.0779832,37.7842862","127.311336,37.6361647","128.8475871,35.9803164"
"127.1948829,36.5528435","128.3393836,35.2923812","126.659364,35.258522","128.8480693,35.9806211","127.2234443,37.8869587",,"128.3019793,37.0595735","129.3403414,36.1680454","127.6056843,36.6213183","126.976621,37.7240375","126.9408272,37.6557265","127.4872042,36.3454845","127.9089526,35.044264","127.5817873,34.9904163","127.6283835,36.7913543","127.0734572,37.8145848","128.7058975,35.1871884","128.4512456,34.8811982","127.1450837,35.9549721","127.3026245,35.6296545","128.694209,38.02809","126.6914025,34.6958681","128.694209,38.02809","127.2908344,35.6167536","127.2897667,35.6095629","128.6980768,35.161615",,"127.2725193,36.5618463","127.3076053,35.6301133","126.7596121,35.293887","127.2875012,35.6145","127.6608775,36.7868958","126.7845499,35.2913744",,"128.694209,38.02809","128.7586615,35.2694245","127.4178998,36.5993916","126.7760416,35.6081134","127.0474418,37.9388079","126.825138,37.7655059","126.825138,37.7655059","128.329492,35.2755278","126.7976816,37.7495356","128.6980768,35.161615","126.8889927,37.6674634","126.6914025,34.6958681","126.6619847,35.1716227","128.8480693,35.9806211","126.9738013,37.7123041","128.7586615,35.2694245","127.0474418,37.9388079","127.0780599,37.7841784","127.3113929,37.6360818","128.8480693,35.9806211"
"127.1954888,36.5519102","128.3389273,35.2921797","126.6593023,35.2589633","128.8482991,35.9807664","127.2237576,37.887402",,"128.3019169,37.0594098","129.3400977,36.1685576","127.6058219,36.6213281","126.9766432,37.7241088","126.9409812,37.6558976","127.4873045,36.3455089","127.9088291,35.0441336","127.5819189,34.9905091","127.630771,36.7920801","127.0733933,37.8148342","128.7058617,35.1871491","128.4511265,34.8810188","127.1450349,35.9549818","127.3025958,35.6296517","128.6937456,38.0284633","126.6924076,34.6959172","128.6937456,38.0284633","127.2907638,35.6167174","127.2899216,35.609445","128.6980373,35.1610915",,"127.2726663,36.5620052","127.3070354,35.6301214","126.7595067,35.2938629","127.2873351,35.6142652","127.6610245,36.7869659","126.78455,35.2919912",,"128.6937456,38.0284633","128.7586122,35.2697162","127.4185991,36.5989161","126.776489,35.6078419","127.0474664,37.9388665","126.8253665,37.7657271","126.8253665,37.7657271","128.3296489,35.2754933","126.7977442,37.7495188","128.6980373,35.1610915","126.8888495,37.6676411","126.6924076,34.6959172","126.6617645,35.171779","128.8482991,35.9807664","126.9739132,37.7123731","128.7586122,35.2697162","127.0474664,37.9388665","127.0781059,37.784083","127.3116375,37.6357298","128.8482991,35.9807664"
"127.1956441,36.5516519","128.3383524,35.2918843","126.6591901,35.2596091","128.8491997,35.9813495","127.2244589,37.888423",,"128.3017857,37.0591277","129.33985,36.1690914","127.6074327,36.6215818","126.9766511,37.7242819","126.9413624,37.6563158","127.488011,36.3457235","127.9084753,35.0437615","127.581999,34.9905658","127.6323624,36.7925642","127.0731864,37.8156374","128.7057354,35.1869998","128.4500389,34.8794105","127.145038,35.9550251","127.3010267,35.6295517","128.6933319,38.0288749","126.6944585,34.6960949","128.6933319,38.0288749","127.2898387,35.616228","127.2899968,35.6093766","128.6980115,35.1609827",,"127.2728745,36.5622725","127.306534,35.6301035","126.758191,35.2935392","127.2872779,35.614184","127.6607098,36.7876542","126.7845873,35.2922493",,"128.6933319,38.0288749","128.7584137,35.270179","127.4198991,36.598084","126.7767678,35.6076615","127.0476212,37.9392385","126.8256826,37.7660462","126.8256826,37.7660462","128.3298868,35.275425","126.7978945,37.7495864","128.6980115,35.1609827","126.8888151,37.6676824","126.6944585,34.6960949","126.6604647,35.1727024","128.8491997,35.9813495","126.9743017,37.712629","128.7584137,35.270179","127.0476212,37.9392385","127.0781156,37.7839677","127.3118991,37.6353643","128.8491997,35.9813495"
"127.1960392,36.5509118","128.3381842,35.2917863","126.6589626,35.261198","128.8503622,35.9821991","127.2252172,37.8897182",,"128.3017019,37.0589705","129.3397442,36.1693202","127.6074875,36.6215899","126.9766404,37.7243494","126.9415389,37.6565231","127.4887499,36.3459661","127.9081512,35.043419","127.5821261,34.9906397","127.6333492,36.7928642","127.0731759,37.8156779","128.7048411,35.1859366","128.449725,34.878953","127.1450206,35.9551946","127.3008379,35.6295226","128.6930119,38.029308","126.6945425,34.6961018","128.6930119,38.029308","127.2891991,35.6158906","127.290153,35.6091966","128.6979643,35.1606784",,"127.272938,36.5623456","127.3058759,35.6300601","126.7564197,35.2931388","127.287115,35.6139781","127.6606864,36.7876957","126.784687,35.2924167",,"128.6930119,38.029308","128.7584113,35.2705171","127.4200971,36.597957","126.7770099,35.6074961","127.0476537,37.9393143","126.8257893,37.7661721","126.8257893,37.7661721","128.3299953,35.2753891","126.7979328,37.749611","128.6979643,35.1606784","126.8883605,37.6682281","126.6945425,34.6961018","126.6604183,35.1727345","128.8503622,35.9821991","126.97447,37.7127316","128.7584113,35.2705171","127.0476537,37.9393143","127.0780945,37.7838838","127.3120335,37.6351004","128.8503622,35.9821991"
"127.1963977,36.5503682","128.3378067,35.2915472","126.6589447,35.2613359","128.8508243,35.9825663","127.2253199,37.8899501",,"128.3009469,37.0576613","129.339637,36.1696328","127.608049,36.6216786","126.9766094,37.7245539","126.941774,37.6567666","127.4888346,36.3460031","127.908106,35.0433669","127.5822873,34.9907324","127.6335062,36.7929118","127.0731143,37.8159184","128.7046175,35.1856675","128.4495324,34.878666","127.145016,35.955236","127.3006745,35.6295061","128.6926274,38.0300455","126.6971672,34.6963238","128.6926274,38.0300455","127.2890745,35.6158245","127.2902638,35.6090164","128.6979022,35.1598143",,"127.2729658,36.5624015","127.3051571,35.6299832","126.7563549,35.293124","127.2870688,35.6139194","127.6606304,36.7877426","126.7847993,35.2925246",,"128.6926274,38.0300455","128.7584396,35.2707143","127.4206297,36.5975337","126.777458,35.6071472","127.0488803,37.9421509","126.8259531,37.7663911","126.8259531,37.7663911","128.3301649,35.2753149","126.7981202,37.7497274","128.6979022,35.1598143","126.8882426,37.6683663","126.6971672,34.6963238","126.659206,35.1735782","128.8508243,35.9825663","126.9746644,37.7128379","128.7584396,35.2707143","127.0488803,37.9421509","127.0780621,37.7837908","127.3121588,37.6348347","128.8508243,35.9825663"
"127.1970726,36.5495","128.3374422,35.2912892","126.6589165,35.261516","128.8513992,35.9830412","127.2257865,37.8910832",,"128.300751,37.057321","129.3395743,36.1700412","127.608275,36.621719","126.9766023,37.7246007","126.9420682,37.6569889","127.4890964,36.346114","127.907074,35.0424244","127.5827115,34.9909161","127.6341242,36.7930995","127.0728889,37.8167954","128.7046041,35.1856523","128.4492631,34.8782732","127.144853,35.9562336","127.3005343,35.6294824","128.6926098,38.0300863","126.6995443,34.6965252","128.6926098,38.0300863","127.2890117,35.6157911","127.2903038,35.6089462","128.6977459,35.1596373",,"127.2729757,36.5624466","127.3046935,35.6299184","126.7562583,35.2931018","127.2867091,35.6134003","127.660018,36.78804","126.784923,35.2925903",,"128.6926098,38.0300863","128.758525,35.2709037","127.4210114,36.5971499","126.7778698,35.6067809","127.0491148,37.9426953","126.8261122,37.7666219","126.8261122,37.7666219","128.3303236,35.2752416","126.7984249,37.7499176","128.6977459,35.1596373","126.8882094,37.6684039","126.6995443,34.6965252","126.6584261,35.1741336","128.8513992,35.9830412","126.9752125,37.7131378","128.758525,35.2709037","127.0491148,37.9426953","127.0779775,37.7836968","127.3122514,37.6345221","128.8513992,35.9830412"
