0,1,2,3,4,5,6,7,8,9,10
"127.4605614,37.649994","127.1430697,37.5666207","127.1870239,37.5804658","126.8815757,37.2421091","127.5215476,37.2429675","127.0660559,37.5182764","127.1052165,37.4122644","128.5165095,36.0457737","127.1430697,37.5666207","127.1619514,37.6527692","127.44305,37.6489657"
"127.4619999,37.6500576","127.1443373,37.5665091","127.188825,37.5809492","126.8814455,37.2420363","127.5224359,37.2426834","127.0664114,37.518239","127.1062901,37.4137706","128.516558,36.0461844","127.1443373,37.5665091","127.1618883,37.6529331","127.4435,37.6489361"
"127.4733756,37.6506727","127.1459085,37.566366","127.1890693,37.5810282","126.8812914,37.2419932","127.5229241,37.2425193","127.0669151,37.5182102","127.107192,37.4150355","128.5166729,36.0466531","127.1459085,37.566366","127.1617283,37.6532337","127.444721,37.6488322"
"127.4738256,37.6506927","127.1467218,37.566309","127.1896472,37.5812163","126.881111,37.2419904","127.5236253,37.2422523","127.0673985,37.5181885","127.1079927,37.4162253","128.5166868,36.0467035","127.1467218,37.566309","127.1614671,37.6535718","127.4452992,37.6487829"
"127.4758491,37.6508022","127.1471783,37.566286","127.1903608,37.5814697","126.8809597,37.2420185","127.5238587,37.2421612","127.0683074,37.5181468","127.1082684,37.4166661","128.5167464,36.0469293","127.1471783,37.566286","127.1613041,37.6537832","127.4464533,37.6486833"
"127.4764352,37.6508266","127.1474444,37.5662814","127.1907238,37.5816166","126.880833,37.2420692","127.5241247,37.2420395","127.069231,37.518115","127.1085421,37.4172709","128.5169152,36.0473669","127.1474444,37.5662814","127.1608455,37.6543921","127.4474123,37.6485999"
"127.4771924,37.6508718","127.1479336,37.5662874","127.1912269,37.5818415","126.8805244,37.2423082","127.5247369,37.2417816","127.0698829,37.5180921","127.1086012,37.4174207","128.5169244,36.0473902","127.1479336,37.5662874","127.1597572,37.6558842","127.4485097,37.6484887"
"127.4772922,37.6508827","127.1482981,37.5663011","127.1916292,37.5820472","126.8804867,37.2424991","127.5252295,37.2415309","127.0699904,37.5180889","127.1086938,37.4176608","128.5171257,36.047769","127.1482981,37.5663011","127.1593111,37.6564959","127.4486537,37.6484743"
"127.4775881,37.6509152","127.1484758,37.5663079","127.1921761,37.5823451","126.8805124,37.242666","127.5257232,37.2412937","127.070167,37.5180842","127.1088176,37.4179785","128.5172145,36.047935","127.1484758,37.5663079","127.1586574,37.6573926","127.4490392,37.6484501"
"127.4782954,37.6509937","127.1488086,37.5663369","127.1927151,37.5826647","126.8806122,37.2428658","127.526456,37.2409158","127.0705166,37.5180944","127.1088743,37.4181571","128.5172577,36.0480158","127.1488086,37.5663369","127.1584099,37.6577281","127.4496989,37.6484162"
"127.4790164,37.6511038","127.1492047,37.5663948","127.1932563,37.5829861","126.8807248,37.2430241","127.5272146,37.2405245","127.0710538,37.5181424","127.1089299,37.4183322","128.5172622,36.0480248","127.1492047,37.5663948","127.1581418,37.6580852","127.4501252,37.6484227"
"127.479599,37.6512166","127.1494943,37.5664425","127.1935105,37.5831373","126.8808625,37.2431492","127.5274389,37.2404216","127.0714803,37.5181782","127.1089475,37.4184152","128.5172804,36.0480535","127.1494943,37.5664425","127.1581247,37.6581076","127.4505537,37.6484345"
"127.480235,37.6513591","127.1496572,37.5664746","127.1937974,37.5833327","126.8810497,37.2432827","127.527732,37.2402756","127.0718276,37.5181866","127.108952,37.4184332","128.5176089,36.0485664","127.1496572,37.5664746","127.157916,37.658381","127.4508665,37.6484545"
"127.4804005,37.6513961","127.1498213,37.5665066","127.1948694,37.5840241","126.8813123,37.2434328","127.5286688,37.2398715","127.0721514,37.5181689","127.1090194,37.4187282","128.5176213,36.0485816","127.1498213,37.5665066","127.1575955,37.6587983","127.4512814,37.6485025"
"127.4807201,37.6514755","127.1498937,37.5665212","127.1965188,37.5850631","126.8815744,37.2435081","127.5291062,37.2397109","127.0723665,37.5181462","127.1090591,37.4189005","128.5177928,36.0487902","127.1498937,37.5665212","127.1573411,37.6591365","127.4517937,37.6485775"
"127.4813289,37.651627","127.1499582,37.5665341","127.1983219,37.5862034","126.8819887,37.2435842","127.529512,37.2395738","127.0727483,37.5180746","127.1090658,37.4189284","128.5180747,36.0491331","127.1499582,37.5665341","127.1569453,37.6596527","127.4523865,37.6486832"
"127.4824511,37.6519634","127.150242,37.5666088","127.1996278,37.5870414","126.8824493,37.2436415","127.5299731,37.239443","127.073087,37.5180046","127.1091732,37.4195607","128.5183939,36.0494351","127.150242,37.5666088","127.1562677,37.6605386","127.4526789,37.6487482"
"127.4830043,37.6521861","127.1507079,37.5667598","127.2014184,37.5882258","126.8826689,37.2436742","127.5305773,37.2392959","127.0735889,37.517901","127.1092279,37.4199106","128.518662,36.0496492","127.1507079,37.5667598","127.1560921,37.6607679","127.4527923,37.6487744"
"127.4835733,37.6524151","127.151151,37.5669243","127.2027718,37.5891153","126.8852038,37.244057","127.5311895,37.2391696","127.0749642,37.5176382","127.1092866,37.4201505","128.5192248,36.0500744","127.151151,37.5669243","127.1549663,37.6622338","127.4529374,37.6488078"
"127.4837853,37.6525116","127.1520742,37.5673326","127.2039884,37.5899422","126.8866238,37.2442717","127.5317407,37.2390847","127.0754037,37.5175488","127.1093431,37.4203589","128.5199994,36.0505664","127.1520742,37.5673326","127.15434,37.6630504","127.4530802,37.6488448"
"127.4845119,37.6528415","127.1521115,37.5673498","127.204028,37.5899693","126.8868198,37.2442979","127.5319955,37.2390459","127.0761027,37.5174098","127.1094011,37.4205133","128.5211949,36.0510719","127.1521115,37.5673498","127.1542682,37.6631439","127.4536741,37.6489992"
"127.4853246,37.6532409","127.1533647,37.567916","127.2046696,37.5904171","126.8882804,37.2445155","127.5325265,37.238988","127.0772119,37.5171785","127.1095815,37.4208221","128.5222336,36.0514687","127.1533647,37.567916","127.1541142,37.6633444","127.4547463,37.6492754"
"127.4860649,37.6536782","127.1538856,37.5681527","127.2059926,37.5912695","126.8883131,37.2445202","127.5326923,37.2389772","127.0774283,37.5171333","127.1099025,37.4212351","128.5230169,36.0517686","127.1538856,37.5681527","127.1539349,37.6636116","127.4555443,37.6494496"
"127.4861555,37.653735","127.1561434,37.5691707","127.2064762,37.5915924","126.8887174,37.2445701","127.5332413,37.2389428","127.077605,37.5170961","127.1101849,37.4214857","128.5243735,36.0522781","127.1561434,37.5691707","127.1538469,37.6637601","127.456264,37.6495725"
"127.4869468,37.654229","127.1562406,37.5692151","127.2080963,37.5926655","126.8888201,37.244567","127.5338794,37.2389245","127.0777489,37.5170659","127.1104721,37.4216805","128.5258372,36.0528245","127.1562406,37.5692151","127.1537725,37.6639131","127.4563196,37.6495815"
"127.4875271,37.6546437","127.1564903,37.5693276","127.2090613,37.5932826","126.8889341,37.244545","127.5346472,37.2389424","127.0786119,37.516941","127.1106467,37.4217856","128.5283022,36.0537031","127.1564903,37.5693276","127.1537611,37.6639383","127.456994,37.6496981"
"127.488061,37.6550241","127.1566124,37.5693829","127.2101583,37.5940244","126.888977,37.2445353","127.5357375,37.2389952","127.0810415,37.5167144","127.1108428,37.4218908","128.5283424,36.0537181","127.1566124,37.5693829","127.1536544,37.6641967","127.4576458,37.6497803"
"127.4885893,37.6554577","127.1566519,37.5694011","127.2107957,37.5943982","126.8890268,37.244514","127.5377962,37.2391226","127.0819369,37.5166581","127.1112048,37.4220416","128.5301186,36.0543862","127.1566519,37.5694011","127.1535922,37.6643984","127.4581831,37.649831"
"127.4898532,37.6566936","127.1576373,37.5698402","127.2112365,37.5946498","126.8891977,37.2444319","127.5398471,37.2392616","127.0829249,37.5166408","127.1114599,37.4221146","128.5303295,36.0544656","127.1576373,37.5698402","127.1535564,37.6645542","127.4586207,37.6498726"
"127.4900028,37.6568486","127.1576385,37.5698402","127.2118244,37.5949496","126.889226,37.2444176","127.5409532,37.239337","127.0836116,37.5166676","127.1118628,37.4222132","128.5315757,36.0549345","127.1576385,37.5698402","127.1535101,37.6647478","127.4594176,37.6499369"
"127.4900119,37.6568576","127.1582182,37.5701024","127.2123637,37.5952132","126.8892782,37.2443864","127.5427121,37.2394562","127.0840121,37.5166825","127.1121497,37.4222502","128.5323253,36.0552832","127.1582182,37.5701024","127.1534797,37.6649587","127.4599367,37.6499659"
"127.4907226,37.657695","127.1587516,37.5703437","127.2126249,37.595341","126.8894957,37.2442505","127.5445126,37.2395727","127.0852123,37.5167742","127.112335,37.4222626","128.5330706,36.0557348","127.1587516,37.5703437","127.1534646,37.6652696","127.4603256,37.6499831"
"127.4909969,37.6580574","127.1588115,37.5703745","127.2129936,37.595514","126.8896045,37.2441888","127.5465376,37.2397063","127.0864916,37.5168571","127.1150062,37.4221316","128.5334673,36.056019","127.1588115,37.5703745","127.1535722,37.6657765","127.4605614,37.649994"
"127.4915739,37.6589417","127.1589493,37.5704425","127.2132367,37.5956246","126.8896673,37.2440819","127.5469604,37.2397322","127.0875356,37.5169491","127.11601,37.4220934","128.5339254,36.0564072","127.1589493,37.5704425","127.1536238,37.6661462","127.4619999,37.6500576"
"127.4919242,37.659533","127.1603359,37.5710847","127.2133973,37.5956899","126.8897109,37.2439938","127.552846,37.240093","127.0882005,37.517037","127.1163423,37.4221017","128.53446,36.0569543","127.1603359,37.5710847","127.1536962,37.6666664","127.4733756,37.6506727"
"127.4921996,37.6600828","127.1621887,37.5718011","127.2138248,37.5958748","126.8897443,37.2439047","127.5539712,37.2401619","127.0889556,37.5171767","127.1163717,37.4220991","128.5348089,36.0574039","127.1621887,37.5718011","127.1539415,37.668304","127.4738256,37.6506927"
"127.4925363,37.6609139","127.1631655,37.5721428","127.2138825,37.5958947","126.8897611,37.2437822","127.5576018,37.240418","127.0894891,37.5172885","127.1182438,37.4219934","128.5348452,36.0574604","127.1631655,37.5721428","127.1540946,37.6690246","127.4758491,37.6508022"
"127.4927505,37.6614114","127.1632243,37.5721637","127.2144741,37.5960999","126.889745,37.2436749","127.5589807,37.2404525","127.0895061,37.5172922","127.1183353,37.4219873","128.5351002,36.0578548","127.1632243,37.5721637","127.1542426,37.6693901","127.4764352,37.6508266"
"127.4928797,37.6618495","127.1633374,37.572201","127.2151123,37.5962997","126.8897018,37.2435791","127.5592738,37.2404596","127.0901038,37.5174529","127.1199022,37.4218905","128.5353437,36.0583062","127.1633374,37.572201","127.1544585,37.6697693","127.4771924,37.6508718"
"127.4930849,37.6625354","127.1641751,37.5725207","127.2157981,37.5964735","126.889623,37.2434345","127.5601611,37.2403789","127.0911442,37.5177828","127.1201419,37.421876","128.5353874,36.0584212","127.1641751,37.5725207","127.154799,37.6701876","127.4772922,37.6508827"
"127.4934657,37.6639749","127.1641762,37.5725207","127.2158241,37.5964799","126.8895652,37.2433251","127.5612625,37.2402296","127.0924614,37.5181992","127.1205478,37.4218493","128.5355885,36.0589433","127.1641762,37.5725207","127.1549933,37.6703585","127.4775881,37.6509152"
"127.4935791,37.6644264","127.1649923,37.5728655","127.2165033,37.5966086","126.8894349,37.2431207","127.5621711,37.2401056","127.0942495,37.5187994","127.1208937,37.4218306","128.5356281,36.0590863","127.1649923,37.5728655","127.155095,37.670439","127.4782954,37.6509937"
"127.4935825,37.6644418","127.1656873,37.5731956","127.2169935,37.5967017","126.8893268,37.2429741","127.5636299,37.2399075","127.0951991,37.519183","127.1213334,37.4218068","128.5356911,36.0593147","127.1656873,37.5731956","127.1552531,37.6705639","127.4790164,37.6511038"
"127.4937343,37.6650448","127.1663934,37.5735761","127.2177429,37.5968162","126.8891505,37.2427362","127.5636829,37.2399002","127.0952556,37.5192057","127.1225001,37.4217438","128.5357609,36.0596423","127.1663934,37.5735761","127.1555301,37.6707386","127.479599,37.6512166"
"127.4941334,37.6664644","127.1666079,37.5737101","127.2182513,37.5968778","126.8889931,37.2425442","127.565384,37.2396505","127.0957059,37.5194272","127.1228415,37.421726","128.5358282,36.060115","127.1666079,37.5737101","127.1556636,37.6708066","127.480235,37.6513591"
"127.4941708,37.6666663","127.1671443,37.5740551","127.2191867,37.596972","126.8887058,37.2422471","127.5698368,37.2390395","127.0961933,37.519702","127.1230744,37.4217105","128.5358448,36.0604557","127.1671443,37.5740551","127.1561072,37.670999","127.4804005,37.6513961"
"127.4942886,37.667062","127.1684226,37.5748771","127.2201189,37.5969958","126.8885704,37.2421103","127.5703193,37.2389707","127.0979624,37.5206995","127.1231106,37.4217079","128.5358558,36.0607846","127.1684226,37.5748771","127.157399,37.6714543","127.4807201,37.6514755"
"127.4943929,37.6673793","127.1693975,37.5754251","127.2205244,37.5970076","126.8882862,37.241851","127.5704895,37.2389463","127.0983854,37.5209533","127.1236136,37.4216798","128.5358327,36.062074","127.1693975,37.5754251","127.1578347,37.6716359","127.4813289,37.651627"
"127.4946616,37.6679498","127.1699523,37.5757133","127.2213866,37.5969664","126.8877948,37.2414005","127.5723202,37.2386838","127.0984768,37.5210077","127.1244185,37.4216337","128.5357875,36.0635331","127.1699523,37.5757133","127.1581187,37.6717647","127.4824511,37.6519634"
"127.4947206,37.6680697","127.1707421,37.576122","127.2222864,37.596891","126.8873134,37.2411204","127.5737248,37.2384819","127.098937,37.5212833","127.124717,37.4216166","128.5357373,36.0659749","127.1707421,37.576122","127.1590014,37.6721656","127.4830043,37.6521861"
"127.4949371,37.6685159","127.1719131,37.5766337","127.2231749,37.596775","126.8868566,37.2408692","127.5748002,37.2383063","127.0997313,37.5217367","127.1247181,37.4216166","128.5357496,36.066916","127.1719131,37.5766337","127.1595511,37.6724665","127.4835733,37.6524151"
"127.4951616,37.6688999","127.1727498,37.5769506","127.2233189,37.596751","126.8865007,37.2406862","127.5754866,37.2381563","127.0999998,37.5218908","127.1249996,37.4215994","128.5358098,36.067863","127.1727498,37.5769506","127.1602591,37.6728768","127.4837853,37.6525116"
"127.4954122,37.6692992","127.1733231,37.5771559","127.2242982,37.5965928","126.8857736,37.2402597","127.5758868,37.2380397","127.1009047,37.5223996","127.1252562,37.4215831","128.5358364,36.0682829","127.1733231,37.5771559","127.1623146,37.6739634","127.4845119,37.6528415"
"127.4955766,37.6695281","127.1737867,37.5773158","127.2244116,37.5965742","126.8853846,37.2399764","127.5764931,37.2378068","127.1013739,37.5226914","127.1257335,37.4215134","128.5358893,36.0686782","127.1737867,37.5773158","127.1635601,37.674624","127.4853246,37.6532409"
"127.4957773,37.6697616","127.1744281,37.5774933","127.2245861,37.5965421","126.8850866,37.2397414","127.5769619,37.2376064","127.1020371,37.5231082","127.1273353,37.4214437","128.5359239,36.0689412","127.1744281,37.5774933","127.1640374,37.6748967","127.4860649,37.6536782"
"127.4959621,37.6699743","127.1747358,37.577578","127.2257435,37.5963303","126.88475,37.239408","127.577292,37.237434","127.1022515,37.5232324","127.1278722,37.4214282","128.536012,36.0696499","127.1747358,37.577578","127.1645891,37.6752696","127.4861555,37.653735"
"127.4963,37.6703249","127.1759303,37.5779076","127.2264939,37.5961923","126.8843869,37.2389996","127.5775456,37.2373013","127.1023248,37.5232742","127.1280123,37.4214287","128.536274,36.071","127.1759303,37.5779076","127.165207,37.675814","127.4869468,37.654229"
"127.496749,37.6707495","127.1760615,37.5779413","127.2266832,37.5961576","126.8839646,37.2383835","127.5786374,37.2367318","127.1024636,37.5233539","127.1281163,37.421429","128.5364746,36.0719854","127.1760615,37.5779413","127.1659525,37.6767129","127.4875271,37.6546437"
"127.4972116,37.6711416","127.1773739,37.5782495","127.2267739,37.5961416","126.8837887,37.2381131","127.5798892,37.2360261","127.1028886,37.5236618","127.1284621,37.4214328","128.5365364,36.0722914","127.1773739,37.5782495","127.1666885,37.6777317","127.488061,37.6550241"
"127.4977491,37.6715499","127.1795179,37.5787349","127.2279369,37.5959325","126.8836618,37.2379159","127.5809867,37.2354565","127.103558,37.5242058","127.1288372,37.4214547","128.5366867,36.0730825","127.1795179,37.5787349","127.1671495,37.6783703","127.4885893,37.6554577"
"127.4977502,37.6715499","127.1802941,37.5789109","127.2289819,37.5957745","126.8826712,37.2363432","127.5820176,37.2348636","127.1051396,37.5255812","127.1299293,37.4216195","128.5368617,36.0739745","127.1802941,37.5789109","127.1678281,37.6792879","127.4898532,37.6566936"
"127.497765,37.6715607","127.1810499,37.5790824","127.2298739,37.5956494","126.8818621,37.2350581","127.5830092,37.2343572","127.106026,37.5264053","127.1306303,37.4217776","128.5369775,36.0749282","127.1810499,37.5790824","127.1681933,37.6797847","127.4900028,37.6568486"
"127.4981244,37.6717996","127.1834746,37.5796325","127.2303623,37.5956082","126.8809872,37.2336916","127.5836762,37.234034","127.1060721,37.5264496","127.1321242,37.422278","128.5369937,36.0757448","127.1834746,37.5796325","127.1684748,37.6802335","127.4900119,37.6568576"
"127.4984748,37.6719997","127.1846264,37.5799033","127.2308495,37.595566","126.8805121,37.2329247","127.5839624,37.2338815","127.1064922,37.5268476","127.1323825,37.4223852","128.5369248,36.0766659","127.1846264,37.5799033","127.1686031,37.6804646","127.4907226,37.657695"
"127.4989375,37.6722494","127.1860509,37.5802379","127.2312744,37.5955498","126.8801751,37.2323641","127.5848119,37.2334311","127.1065868,37.5269371","127.132484,37.422427","128.5368168,36.0772411","127.1860509,37.5802379","127.1686953,37.6806298","127.4909969,37.6580574"
"127.4992266,37.6723764","127.1866211,37.5803719","127.2317514,37.5955203","126.8801373,37.2322999","127.5853843,37.2331972","127.1069179,37.5272519","127.1337292,37.4229401","128.5361875,36.0803163","127.1866211,37.5803719","127.1689444,37.6812317","127.4915739,37.6589417"
"127.4998707,37.6726595","127.1870239,37.5804658","127.2318239,37.5955159","126.8800762,37.2321923","127.5862025,37.232891","127.1070406,37.5273686","127.1379124,37.4247377","128.5357915,36.082304","127.1870239,37.5804658","127.1690983,37.681827","127.4919242,37.659533"
"127.5,37.6727163","127.188825,37.5809492","127.2323869,37.5955163","126.8798428,37.2317827","127.5874116,37.232498","127.107687,37.5279827","127.1393653,37.4253326","128.5355873,36.0833326","127.188825,37.5809492","127.1691315,37.6820001","127.4921996,37.6600828"
"127.5003141,37.6728469","127.1890693,37.5810282","127.2329374,37.5955329","126.879725,37.2315748","127.5882141,37.2323","127.1078806,37.5281826","127.1401519,37.4255675","128.5352839,36.0848363","127.1890693,37.5810282","127.1691907,37.6824654","127.4925363,37.6609139"
"127.5006917,37.6730047","127.1896472,37.5812163","127.233412,37.5955412","126.8796929,37.2315034","127.5882873,37.232282","127.1081024,37.5284114","127.140555,37.4256598","128.5347875,36.0873018","127.1896472,37.5812163","127.1692034,37.6826781","127.4927505,37.6614114"
"127.5021364,37.6735995","127.1903608,37.5814697","127.2339952,37.5955912","126.8793426,37.2307823","127.5889974,37.2321552","127.1081418,37.5284521","127.1414968,37.4258294","128.534515,36.0886312","127.1903608,37.5814697","127.1691976,37.6832036","127.4928797,37.6618495"
"127.5031842,37.6740394","127.1907238,37.5816166","127.2339997,37.5955912","126.8792882,37.2306702","127.5900468,37.2319931","127.108439,37.5287595","127.1418888,37.4258675","128.5342409,36.0900066","127.1907238,37.5816166","127.1691469,37.683637","127.4930849,37.6625354"
"127.5047027,37.6746631","127.1912269,37.5818415","127.2349249,37.5956915","126.8788426,37.2297584","127.59152,37.2318549","127.1086968,37.5290254","127.1423169,37.4259112","128.5340754,36.0908555","127.1912269,37.5818415","127.1691235,37.6838127","127.4934657,37.6639749"
"127.5047118,37.6746667","127.1916292,37.5820472","127.2358103,37.5958179","126.8785363,37.229169","127.5919968,37.2318275","127.1090322,37.5293825","127.1428457,37.4259407","128.5338308,36.0921044","127.1916292,37.5820472","127.1690657,37.6840514","127.4935791,37.6644264"
"127.5072248,37.6756832","127.1921761,37.5823451","127.2363016,37.5959046","126.8782248,37.2285247","127.5928164,37.2318296","127.1093594,37.5297874","127.1432854,37.4259331","128.5336867,36.092725","127.1921761,37.5823451","127.1688068,37.6848844","127.4935825,37.6644418"
"127.5072599,37.6756977","127.1927151,37.5826647","127.236914,37.5960286","126.8777366,37.2275748","127.5934771,37.2318561","127.1094066,37.5298452","127.143585,37.4259177","128.5336244,36.0931411","127.1927151,37.5826647","127.1687381,37.6850419","127.4937343,37.6650448"
"127.5095984,37.6766547","127.1932563,37.5829861","127.2379927,37.5962824","126.8766949,37.2253924","127.5941749,37.2318898","127.1095157,37.5299808","127.1444025,37.4258364","128.5335244,36.0939912","127.1932563,37.5829861","127.1686717,37.6851805","127.4941334,37.6664644"
"127.5097492,37.676716","127.1935105,37.5831373","127.2387,37.5964742","126.8765529,37.2252592","127.5946913,37.2319426","127.1095976,37.5301154","127.1452371,37.4257406","128.5335283,36.0943681","127.1935105,37.5831373","127.1680623,37.686264","127.4941708,37.6666663"
"127.5102788,37.6769043","127.1937974,37.5833327","127.2391753,37.5966194","126.8763496,37.2248913","127.5948367,37.2319569","127.1097285,37.5304124","127.1464156,37.4255711","128.5335375,36.0953245","127.1937974,37.5833327","127.1674248,37.6873087","127.4942886,37.667062"
"127.5108992,37.6771242","127.1948694,37.5840241","127.2412789,37.597264","126.8761372,37.2245413","127.5957376,37.2320815","127.109889,37.5308978","127.1467628,37.4255144","128.5335466,36.0954272","127.1948694,37.5840241","127.1669504,37.688151","127.4943929,37.6673793"
"127.5123497,37.6776495","127.1965188,37.5850631","127.24146,37.5973212","126.8756996,37.2238954","127.5958605,37.2321057","127.1099388,37.5311008","127.147774,37.425348","128.5336009,36.09601","127.1965188,37.5850631","127.1666755,37.6887424","127.4946616,37.6679498"
"127.5136108,37.6780316","127.1983219,37.5862034","127.2416048,37.5973702","126.8755726,37.2237072","127.5963375,37.2321982","127.1099654,37.5312144","127.149003,37.4250218","128.5336009,36.0960136","127.1983219,37.5862034","127.1664264,37.689415","127.4947206,37.6680697"
"127.5145329,37.6783001","127.1996278,37.5870414","127.2451227,37.5985496","126.8754627,37.2234975","127.5970874,37.2323562","127.1099879,37.5314516","127.1495272,37.4248232","128.5337438,36.0969139","127.1996278,37.5870414","127.1663701,37.6895699","127.4949371,37.6685159"
"127.5159097,37.6786514","127.2014184,37.5882258","127.2463877,37.5989886","126.8754473,37.2234623","127.597587,37.232482","127.1100631,37.5322243","127.1502951,37.4244676","128.5337741,36.0971075","127.2014184,37.5882258","127.166309,37.6897914","127.4951616,37.6688999"
"127.517257,37.6789946","127.2027718,37.5891153","127.2472498,37.5993339","126.8756244,37.2234416","127.5978554,37.2325611","127.1101187,37.5326346","127.150797,37.4242158","128.5339392,36.0980094","127.2027718,37.5891153","127.1662136,37.6900832","127.4954122,37.6692992"
"127.5206617,37.679863","127.2039884,37.5899422","127.2476818,37.5995448","126.8758749,37.2234078","127.5983133,37.2326968","127.1101331,37.5327013","127.1515463,37.4237187","128.5342241,36.0995747","127.2039884,37.5899422","127.1661707,37.6902904","127.4955766,37.6695281"
"127.5240506,37.6807267","127.204028,37.5899693","127.2480539,37.5997376","126.8761028,37.2233828","127.5997626,37.2331959","127.1101519,37.5327942","127.1518139,37.4235347","128.5342499,36.0996746","127.204028,37.5899693","127.166014,37.6910858","127.4957773,37.6697616"
"127.5271447,37.6815399","127.2046696,37.5904171","127.248332,37.5999013","126.8761885,37.2233851","127.6001799,37.2333488","127.1102347,37.5331947","127.1521543,37.4232572","128.5346264,36.1015375","127.2046696,37.5904171","127.1659661,37.6916364","127.4959621,37.6699743"
"127.5278286,37.6817345","127.2059926,37.5912695","127.248479,37.5999873","126.8764951,37.223384","127.6002002,37.2333569","127.1104424,37.53372","127.1522847,37.4231485","128.5348368,36.1026698","127.2059926,37.5912695","127.1659398,37.6919355","127.4963,37.6703249"
"127.5282063,37.6818471","127.2064762,37.5915924","127.2491831,37.6004899","126.8765762,37.2233835","127.6020501,37.2341566","127.1107204,37.5342554","127.1525582,37.4229005","128.5348846,36.1029263","127.2064762,37.5915924","127.1659296,37.6921942","127.496749,37.6707495"
"127.5299293,37.6824658","127.2080963,37.5926655","127.2499999,37.6011658","126.8766753,37.2233921","127.6034996,37.2347485","127.1112261,37.534952","127.1527274,37.4227469","128.5350495,36.1038075","127.2080963,37.5926655","127.1659583,37.6933786","127.4972116,37.6711416"
"127.5305361,37.6826919","127.2090613,37.5932826","127.2504041,37.6015579","126.8767969,37.2234153","127.6046118,37.2351811","127.1117981,37.5355344","127.1535281,37.4218848","128.5354105,36.1055867","127.2090613,37.5932826","127.1659818,37.6939655","127.4977491,37.6715499"
"127.5310012,37.6828955","127.2101583,37.5940244","127.2509089,37.6020403","126.8774011,37.2235492","127.6052762,37.2354654","127.1119671,37.5356801","127.1536996,37.4217005","128.5354545,36.1058018","127.2101583,37.5940244","127.1660184,37.6948993","127.4977502,37.6715499"
"127.531059,37.6829216","127.2107957,37.5943982","127.251564,37.6026483","126.8781459,37.2237145","127.6056552,37.2356273","127.1127559,37.5363487","127.1545787,37.4207594","128.5355602,36.1063256","127.2107957,37.5943982","127.1660299,37.6956186","127.497765,37.6715607"
"127.5314368,37.6830901","127.2112365,37.5946498","127.2520995,37.6030856","126.8783979,37.2237789","127.6064246,37.2359565","127.1137051,37.5371045","127.1548172,37.420505","128.5362792,36.110058","127.2112365,37.5946498","127.1660604,37.6961595","127.4981244,37.6717996"
"127.5316739,37.6831955","127.2118244,37.5949496","127.2524951,37.6033812","126.8787228,37.2238788","127.6083998,37.236748","127.1140534,37.5373895","127.1564141,37.4187637","128.5368837,36.1131937","127.2118244,37.5949496","127.1661308,37.6974018","127.4984748,37.6719997"
"127.5322592,37.6835117","127.2123637,37.5952132","127.2528614,37.6036046","126.8792231,37.2240374","127.6104597,37.2376096","127.1159097,37.5389288","127.1566243,37.4185299","128.5370703,36.1139521","127.2123637,37.5952132","127.1661634,37.697976","127.4989375,37.6722494"
"127.5328309,37.6838198","127.2126249,37.595341","127.2531667,37.6037783","126.8797605,37.2242124","127.6120119,37.2382626","127.1168825,37.539736","127.1575846,37.4175835","128.5371772,36.1143884","127.2126249,37.595341","127.1662108,37.6985305","127.4992266,37.6723764"
"127.5340108,37.6845622","127.2129936,37.595514","127.2536847,37.6040408","126.8801574,37.2243335","127.612734,37.2385972","127.1174618,37.5402165","127.158343,37.4168349","128.5371772,36.1143902","127.2129936,37.595514","127.1663505,37.6992537","127.4998707,37.6726595"
"127.534333,37.6847721","127.2132367,37.5956246","127.2541542,37.6042464","126.8802913,37.2243603","127.6135283,37.2390102","127.1180657,37.5407719","127.1585189,37.4166659","128.5374217,36.114984","127.2132367,37.5956246","127.1665849,37.6998574","127.5,37.6727163"
"127.5354947,37.6855992","127.2133973,37.5956899","127.2548671,37.6045038","126.8804096,37.224369","127.6151283,37.2398415","127.1182854,37.5409736","127.1590701,37.4162304","128.5374917,36.1151529","127.2133973,37.5956899","127.1669587,37.7004794","127.5003141,37.6728469"
"127.5366192,37.6865497","127.2138248,37.5958748","127.2551059,37.6045809","126.8805595,37.2243725","127.616022,37.240313","127.1185603,37.5412268","127.1597404,37.4157005","128.5377831,36.1156823","127.2138248,37.5958748","127.1674146,37.7010305","127.5006917,37.6730047"
"127.5370935,37.6869903","127.2138825,37.5958947","127.2553085,37.6046409","126.8807106,37.2243616","127.6162454,37.2404309","127.1191591,37.5419084","127.160577,37.4151224","128.5400866,36.1192333","127.2138825,37.5958947","127.1676845,37.7012864","127.5021364,37.6735995"
"127.5373624,37.6872408","127.2144741,37.5960999","127.2555473,37.6047089","126.8807761,37.2243556","127.617446,37.2410643","127.1197,37.5426078","127.1612546,37.4147079","128.5403119,36.1197244","127.2144741,37.5960999","127.1690759,37.7024359","127.5031842,37.6740394"
"127.5376415,37.6875003","127.2151123,37.5962997","127.2562945,37.6048817","126.8810694,37.2243202","127.6191262,37.2419469","127.1198495,37.5428246","127.162707,37.4139026","128.5405989,36.1205072","127.2151123,37.5962997","127.1695314,37.7028085","127.5047027,37.6746631"
