0,1,2,3,4,5,6,7,8,9,10
"128.1791571,38.0743044","128.2689009,37.8942171","128.0616668,37.9343026",,,"128.1394107,37.4639836",,,,,
"128.1791621,38.0743503","128.2684696,37.8936467","128.0618004,37.9348157",,,"128.139738,37.4640458",,,,,
"128.1790649,38.0744464","128.2677841,37.8926931","128.0619537,37.935371",,,"128.1404292,37.4642079",,,,,
"128.1790005,38.074509","128.2676845,37.892518","128.0621991,37.9360575",,,"128.1410174,37.4643679",,,,,
"128.1789905,38.0745333","128.2675347,37.8921098","128.0622292,37.9361259",,,"128.1412487,37.4644351",,,,,
"128.1789998,38.0745558","128.2674214,37.8916103","128.0623427,37.9363885",,,"128.1415015,37.4645176",,,,,
"128.1790286,38.074589","128.2673738,37.8914042","128.0625012,37.9367285",,,"128.1418213,37.4646213",,,,,
"128.179251,38.0747238","128.2670746,37.8900768","128.0625511,37.9368589",,,"128.1438776,37.4653438",,,,,
,"128.267075,37.8899019","128.0625801,37.9369255",,,"128.1454048,37.4659358",,,,,
,"128.2670871,37.8897522","128.0625905,37.9369488",,,"128.1461936,37.4662758",,,,,
,"128.2671498,37.8895436","128.0626068,37.9369911",,,"128.1475361,37.4669472",,,,,
,"128.2671885,37.8894406","128.0627809,37.9374373",,,"128.1483648,37.4674546",,,,,
,"128.2672029,37.8894009","128.0629942,37.9379555",,,"128.1489253,37.4677985",,,,,
,"128.2672774,37.8892427","128.0631793,37.9385035",,,"128.1495091,37.4682271",,,,,
,"128.267653,37.8887229","128.0632458,37.9387068",,,"128.15001,37.4686083",,,,,
,"128.2677269,37.8886043","128.0638473,37.9408797",,,"128.1500442,37.4686343",,,,,
,"128.2677733,37.8884733","128.0638848,37.9410174",,,"128.1505473,37.4690173",,,,,
,"128.2677915,37.8883678","128.0640445,37.9413654",,,"128.1508458,37.4692698",,,,,
,"128.2677962,37.8881604","128.0641075,37.9415724",,,"128.1512835,37.4696703",,,,,
,"128.2677822,37.888019","128.0642051,37.9418279",,,"128.1521836,37.4705748",,,,,
,"128.2677763,37.8880001","128.0642468,37.9419232",,,"128.1523837,37.4708189",,,,,
,"128.2677681,37.8879741","128.0643443,37.942021",,,"128.1534116,37.4721166",,,,,
,"128.267721,37.8878185","128.0644346,37.9420783",,,"128.154374,37.4735408",,,,,
,"128.2676396,37.8876441","128.0645751,37.9421416",,,"128.1549991,37.4744161",,,,,
,"128.267499,37.8874657","128.0646869,37.9421771",,,"128.155597,37.4751483",,,,,
,"128.267368,37.8873422","128.0648122,37.9421936",,,"128.1560868,37.4756702",,,,,
,"128.2672556,37.8872465","128.0649067,37.9421986",,,"128.1562795,37.4758539",,,,,
,"128.2669783,37.8870446","128.0650011,37.94219",,,"128.1571239,37.4765829",,,,,
,"128.2662986,37.8865308","128.0651295,37.9421651",,,"128.1582102,37.4774151",,,,,
,"128.2658053,37.8861149","128.0652919,37.9421138",,,"128.1587034,37.4778099",,,,,
,"128.2655778,37.8858946","128.0654933,37.941965",,,"128.1592715,37.4782439",,,,,
,"128.2651987,37.8855258","128.0662816,37.9414754",,,"128.1603954,37.4791029",,,,,
,"128.2649385,37.8852165","128.0669322,37.9411298",,,"128.1605719,37.479238",,,,,
,"128.2646366,37.8848327","128.0674445,37.9408552",,,"128.1617364,37.4800914",,,,,
,"128.2641936,37.8842155","128.0676806,37.9407684",,,"128.162395,37.4805077",,,,,
,"128.2637646,37.8836388","128.0679441,37.9407022",,,"128.1624496,37.4805417",,,,,
,"128.263655,37.8834917","128.0687194,37.9405939",,,"128.1634245,37.48105",,,,,
,"128.2634936,37.8832773","128.0692504,37.9405301",,,"128.1640374,37.4812908",,,,,
,"128.2634463,37.8832145","128.0693129,37.9405199",,,"128.1641792,37.4813369",,,,,
,"128.2628341,37.882401","128.0695243,37.9404864",,,"128.1644673,37.4814299",,,,,
,"128.2623359,37.8817265","128.0697208,37.9404377",,,"128.1651375,37.4816244",,,,,
,"128.2623278,37.8817148","128.0702771,37.9402565",,,"128.1659366,37.4818245",,,,,
,"128.262186,37.8815229","128.0705676,37.9401506",,,"128.166612,37.4819658",,,,,
,"128.2620119,37.881287","128.0707765,37.9400892",,,"128.168448,37.4822511",,,,,
,"128.26138,37.8804438","128.0709744,37.9400666",,,"128.1691561,37.4823832",,,,,
,"128.2599364,37.8785001","128.0711486,37.940082",,,"128.1696876,37.4825037",,,,,
,"128.2595886,37.8780715","128.0713026,37.940129",,,"128.1699246,37.4825681",,,,,
,"128.2586323,37.8769592","128.0716533,37.940303",,,"128.170444,37.4827256",,,,,
,"128.2581654,37.8764484","128.0718166,37.9403689",,,"128.1707481,37.4828321",,,,,
,"128.2572391,37.8754936","128.0719659,37.9404024",,,"128.1713871,37.4830826",,,,,
,"128.2572345,37.8754891","128.0720536,37.9404029",,,"128.1723381,37.4835576",,,,,
,"128.257069,37.8753181","128.0723118,37.9403827",,,"128.1725382,37.4836701",,,,,
,"128.2570449,37.875293","128.0728097,37.9403172",,,"128.1728792,37.483861",,,,,
,"128.2569804,37.875215","128.0728915,37.9402925",,,"128.1731511,37.4840379",,,,,
,"128.2569045,37.8751235","128.0729788,37.9402587",,,"128.1735679,37.4843465",,,,,
,"128.2568446,37.8750509","128.0730536,37.9402088",,,"128.174026,37.4847297",,,,,
,"128.256814,37.8750583","128.0730909,37.940178",,,"128.1742848,37.4849544",,,,,
,"128.2567776,37.875064","128.0731495,37.9401083",,,"128.176237,37.4868325",,,,,
,"128.2567401,37.8750615","128.0732868,37.9397597",,,"128.1768929,37.4874417",,,,,
,"128.2567093,37.8750509","128.073381,37.939579",,,"128.1769374,37.4874829",,,,,
,"128.2566796,37.8750358","128.0735186,37.9394278",,,"128.1776248,37.4880666",,,,,
,"128.2566601,37.8750179","128.0737422,37.9392032",,,"128.1782498,37.4885164",,,,,
,"128.256645,37.8749927","128.0738075,37.9391146",,,"128.1790116,37.4889411",,,,,
,"128.2566357,37.8749721","128.0740181,37.938826",,,"128.1794739,37.4891575",,,,,
,"128.2566332,37.8749504","128.0742313,37.9385843",,,"128.1804616,37.4895583",,,,,
,"128.2566318,37.8749216","128.074519,37.938409",,,"128.1812364,37.4897999",,,,,
,"128.2566383,37.8748918","128.0748232,37.9383029",,,"128.1818009,37.4899273",,,,,
,"128.2566517,37.8748656","128.0751608,37.9382616",,,"128.1821183,37.4899967",,,,,
,"128.2566709,37.8748511","128.07536,37.9382616",,,"128.1827323,37.4900995",,,,,
,"128.2567025,37.8748337","128.0755982,37.9383037",,,"128.1831546,37.4901367",,,,,
,"128.2566572,37.8746294","128.075799,37.9383667",,,"128.1835654,37.4901641",,,,,
,"128.2566576,37.8745582","128.0762177,37.9385088",,,"128.1843371,37.4901831",,,,,
,"128.2566592,37.8744861","128.0762759,37.9385284",,,"128.1844298,37.4901834",,,,,
,"128.2566922,37.874385","128.076603,37.9385935",,,"128.1854241,37.4901831",,,,,
,"128.2567023,37.8743651","128.0769001,37.9385947",,,"128.1868989,37.4901493",,,,,
,"128.2567602,37.8742502","128.0771695,37.9385591",,,"128.1898499,37.4901249",,,,,
,"128.2568116,37.8741607","128.0775451,37.9384257",,,"128.1911052,37.4902104",,,,,
,"128.2569251,37.8740247","128.0777953,37.9382586",,,"128.1915196,37.4902575",,,,,
,"128.2570535,37.8739067","128.0780245,37.938016",,,"128.1950105,37.4908698",,,,,
,"128.2572192,37.8737669","128.0782215,37.9377518",,,"128.1958897,37.4910196",,,,,
,"128.2576573,37.8734666","128.0783465,37.9375845",,,"128.1961548,37.491064",,,,,
,"128.2579564,37.8732556","128.0784719,37.9374676",,,"128.1966043,37.4911128",,,,,
,"128.2580501,37.8731883","128.078599,37.9374165",,,"128.1970367,37.4911409",,,,,
,"128.2581596,37.8731119","128.0787365,37.9373915",,,"128.1998185,37.4912858",,,,,
,"128.2589039,37.8726222","128.0788995,37.9374249",,,"128.2004265,37.491348",,,,,
,"128.2589411,37.8725949","128.0790675,37.9375124",,,"128.2004379,37.4913488",,,,,
,"128.2593466,37.8723336","128.0792164,37.937637",,,"128.2007267,37.4913885",,,,,
,"128.2593647,37.8723227","128.0793953,37.9378164",,,"128.2015898,37.4915069",,,,,
,"128.2594053,37.8722891","128.0796272,37.9380676",,,"128.2019456,37.4915715",,,,,
,"128.259465,37.8722401","128.0798083,37.9382289",,,"128.2029621,37.4917664",,,,,
,"128.2595011,37.8722101","128.0799157,37.9382879",,,"128.2035687,37.4919143",,,,,
,"128.2595202,37.8721865","128.0800264,37.9383315",,,"128.2049743,37.4923493",,,,,
,"128.2595359,37.8721666","128.0801917,37.9383685",,,"128.2052105,37.4924426",,,,,
,"128.2595741,37.8721249","128.0803022,37.9383824",,,"128.205408,37.4925198",,,,,
,"128.2596624,37.8719747","128.0804309,37.938389",,,"128.2058861,37.4927089",,,,,
,"128.2596936,37.8719114","128.0805422,37.938365",,,"128.2060745,37.4927826",,,,,
,"128.2597404,37.8718183","128.0806578,37.9383058",,,"128.2068536,37.4931106",,,,,
,"128.2598905,37.871491","128.0807675,37.9382206",,,"128.2074999,37.4933825",,,,,
,"128.260044,37.8711557","128.0810467,37.9379722",,,"128.2087248,37.4939574",,,,,
,"128.2600906,37.8710445","128.0811735,37.9378896",,,"128.2093494,37.494216",,,,,
,"128.2601073,37.8710065","128.0812982,37.9378313",,,"128.2101369,37.4944745",,,,,
,"128.2601792,37.8708177","128.081473,37.9377764",,,"128.2107355,37.4946124",,,,,
,"128.2602467,37.8706397","128.0818084,37.9377332",,,"128.2110847,37.4946932",,,,,
,"128.2602939,37.8704754","128.0821455,37.9377667",,,"128.2114509,37.4947775",,,,,
,"128.2603234,37.8703544","128.0826616,37.9378408",,,"128.2120219,37.4948723",,,,,
,"128.2603749,37.8700567","128.0829372,37.9378665",,,"128.2123424,37.4949001",,,,,
,"128.2604439,37.8696867","128.083292,37.9378368",,,"128.2130465,37.4949554",,,,,
,"128.2604945,37.8694169","128.0835864,37.9377911",,,"128.2134053,37.4949739",,,,,
,"128.2605316,37.8690417","128.0839456,37.9377344",,,"128.2141035,37.4949941",,,,,
,"128.2605626,37.8677445","128.0842354,37.9376915",,,"128.2144338,37.4949912",,,,,
,"128.2605518,37.8671335","128.084581,37.9376456",,,"128.2166252,37.4948941",,,,,
,"128.2605434,37.8670867","128.0849255,37.9376051",,,"128.2174997,37.4949005",,,,,
,"128.2604893,37.8668086","128.0852578,37.9375999",,,"128.2181811,37.4949396",,,,,
,"128.2604692,37.866733","128.0856849,37.9376464",,,"128.2186544,37.494989",,,,,
,"128.2602703,37.865961","128.0858103,37.9376728",,,"128.2190894,37.495044",,,,,
,"128.2601648,37.8656543","128.0859199,37.9375722",,,"128.219435,37.4951077",,,,,
,"128.2600407,37.8654127","128.0859679,37.9374494",,,"128.2195891,37.4951365",,,,,
,"128.2595514,37.8647092","128.0859952,37.9373114",,,"128.2203499,37.4953077",,,,,
,"128.2589446,37.8639578","128.0859713,37.9371619",,,"128.2207196,37.4954091",,,,,
,"128.2589273,37.8639354","128.0859157,37.9370459",,,"128.2213142,37.4955938",,,,,
,"128.2583659,37.8632856","128.0859012,37.9369378",,,"128.2216773,37.4957151",,,,,
,"128.2582154,37.8631361","128.085912,37.936863",,,"128.2233041,37.4962991",,,,,
,"128.258009,37.8629607",,,,"128.2233994,37.4963328",,,,,
,"128.2578339,37.8628528",,,,"128.2245871,37.4967825",,,,,
,"128.2575335,37.8627114",,,,"128.2271483,37.497715",,,,,
,"128.2566298,37.8623892",,,,"128.2285368,37.4982247",,,,,
,"128.2564106,37.8622968",,,,"128.2293125,37.4985327",,,,,
,"128.2561282,37.8621355",,,,"128.2301519,37.4988763",,,,,
,"128.2553394,37.8616025",,,,"128.231511,37.4995043",,,,,
,"128.2549949,37.8613695",,,,"128.2325123,37.4999749",,,,,
,,,,,"128.2325499,37.4999999",,,,,
,,,,,"128.2328865,37.5001771",,,,,
,,,,,"128.2333314,37.5004439",,,,,
,,,,,"128.2338999,37.5008415",,,,,
,,,,,"128.2340982,37.5009916",,,,,
,,,,,"128.2344542,37.5012977",,,,,
,,,,,"128.2348492,37.5016666",,,,,
,,,,,"128.2352997,37.5021496",,,,,
,,,,,"128.2356297,37.5025676",,,,,
,,,,,"128.2358119,37.502808",,,,,
,,,,,"128.2363869,37.5035246",,,,,
,,,,,"128.2368622,37.5041165",,,,,
,,,,,"128.2374624,37.5047491",,,,,
,,,,,"128.2378096,37.5050823",,,,,
,,,,,"128.2378622,37.5051333",,,,,
,,,,,"128.2381827,37.5053918",,,,,
,,,,,"128.2384743,37.5055937",,,,,
,,,,,"128.2390492,37.5059578",,,,,
,,,,,"128.2399866,37.5064666",,,,,
,,,,,"128.2408465,37.5069318",,,,,
,,,,,"128.241016,37.5070235",,,,,
,,,,,"128.2411423,37.5070939",,,,,
,,,,,"128.2415189,37.5073115",,,,,
,,,,,"128.2417444,37.5074606",,,,,
,,,,,"128.242271,37.5078512",,,,,
,,,,,"128.2424661,37.5080176",,,,,
,,,,,"128.2428611,37.5083712",,,,,
,,,,,"128.2430463,37.5085575",,,,,
,,,,,"128.2432624,37.5087914",,,,,
,,,,,"128.2434804,37.5090874",,,,,
,,,,,"128.2434953,37.5091081",,,,,
,,,,,"128.243587,37.5092328",,,,,
,,,,,"128.2444257,37.5105092",,,,,
,,,,,"128.2453677,37.5119373",,,,,
,,,,,"128.2456794,37.5123338",,,,,
,,,,,"128.245882,37.5125659",,,,,
,,,,,"128.2463861,37.5130837",,,,,
,,,,,"128.2467048,37.51338",,,,,
,,,,,"128.2469901,37.513627",,,,,
,,,,,"128.247419,37.5139659",,,,,
,,,,,"128.2477312,37.5141902",,,,,
,,,,,"128.2499995,37.5157297",,,,,
,,,,,"128.2503628,37.515959",,,,,
,,,,,"128.2512855,37.5165715",,,,,
,,,,,"128.2528493,37.5175828",,,,,
,,,,,"128.2533501,37.5178671",,,,,
,,,,,"128.2536995,37.5180659",,,,,
,,,,,"128.2543558,37.5183997",,,,,
,,,,,"128.2549333,37.5186664",,,,,
,,,,,"128.2549936,37.5186949",,,,,
,,,,,"128.2550629,37.5187242",,,,,
,,,,,"128.2553936,37.5188636",,,,,
,,,,,"128.2563456,37.5192288",,,,,
,,,,,"128.2569043,37.5194235",,,,,
,,,,,"128.25712,37.5194906",,,,,
,,,,,"128.260096,37.5203657",,,,,
,,,,,"128.2611799,37.5206841",,,,,
,,,,,"128.2626498,37.5211162",,,,,
,,,,,"128.2633806,37.5213224",,,,,
,,,,,"128.2637265,37.5213896",,,,,
,,,,,"128.2639409,37.5214387",,,,,
,,,,,"128.264392,37.5215151",,,,,
,,,,,"128.2649382,37.5215873",,,,,
,,,,,"128.2652226,37.5216188",,,,,
,,,,,"128.2654559,37.5216416",,,,,
,,,,,"128.2658737,37.5216641",,,,,
,,,,,"128.2665247,37.5216842",,,,,
,,,,,"128.2689368,37.5217416",,,,,
,,,,,"128.2714693,37.5218422",,,,,
,,,,,"128.2719461,37.5218779",,,,,
,,,,,"128.2723495,37.5219239",,,,,
,,,,,"128.2727709,37.5219707",,,,,
,,,,,"128.2728321,37.5219811",,,,,
,,,,,"128.2732765,37.5220548",,,,,
,,,,,"128.2737211,37.5221538",,,,,
,,,,,"128.2741465,37.5222492",,,,,
,,,,,"128.274856,37.5224645",,,,,
,,,,,"128.2754125,37.5226601",,,,,
,,,,,"128.2759922,37.5228987",,,,,
,,,,,"128.2771571,37.5233778",,,,,
,,,,,"128.2783941,37.5239321",,,,,
,,,,,"128.2786034,37.5240307",,,,,
,,,,,"128.2815364,37.5253075",,,,,
,,,,,"128.2819996,37.5255496",,,,,
,,,,,"128.2825623,37.5258992",,,,,
,,,,,"128.283312,37.5263827",,,,,
,,,,,"128.2853488,37.52787",,,,,
,,,,,"128.2864631,37.5286837",,,,,
,,,,,"128.2888593,37.5304334",,,,,
,,,,,"128.2909306,37.5319446",,,,,
,,,,,"128.2930624,37.5334995",,,,,
,,,,,"128.2934239,37.5337576",,,,,
,,,,,"128.2942372,37.5343497",,,,,
,,,,,"128.2978872,37.5369832",,,,,
,,,,,"128.3078713,37.544308",,,,,
,,,,,"128.3088366,37.5450162",,,,,
,,,,,"128.3149409,37.5494358",,,,,
,,,,,"128.3168339,37.5508063",,,,,
,,,,,"128.3169983,37.5509278",,,,,
,,,,,"128.319032,37.5524216",,,,,
,,,,,"128.3199998,37.5531323",,,,,
,,,,,"128.3207302,37.5536645",,,,,
,,,,,"128.3210894,37.5538936",,,,,
,,,,,"128.3212843,37.5540175",,,,,
,,,,,"128.3217368,37.5542911",,,,,
,,,,,"128.3228745,37.5548997",,,,,
,,,,,"128.3235366,37.5551916",,,,,
,,,,,"128.3242619,37.555466",,,,,
,,,,,"128.3251246,37.5557664",,,,,
,,,,,"128.3259117,37.5559997",,,,,
,,,,,"128.32689,37.5562146",,,,,
,,,,,"128.3291064,37.5565912",,,,,
,,,,,"128.3335246,37.5573415",,,,,
,,,,,"128.3363776,37.5578387",,,,,
,,,,,"128.3375563,37.5580494",,,,,
,,,,,"128.338519,37.5582787",,,,,
,,,,,"128.3390083,37.5583996",,,,,
,,,,,"128.339699,37.5586083",,,,,
,,,,,"128.3400956,37.5587326",,,,,
,,,,,"128.3403035,37.5587942",,,,,
,,,,,"128.3407106,37.558958",,,,,
,,,,,"128.3416158,37.5593067",,,,,
,,,,,"128.3422778,37.5595769",,,,,
,,,,,"128.3424075,37.55963",,,,,
,,,,,"128.3451119,37.5607914",,,,,
,,,,,"128.3466822,37.5613823",,,,,
,,,,,"128.3474218,37.5616032",,,,,
,,,,,"128.3482224,37.5618147",,,,,
,,,,,"128.3491498,37.5620207",,,,,
,,,,,"128.3497521,37.5621164",,,,,
,,,,,"128.3502011,37.5621763",,,,,
,,,,,"128.3510708,37.5622845",,,,,
,,,,,"128.3514618,37.5623177",,,,,
,,,,,"128.3516375,37.5623327",,,,,
,,,,,"128.3524486,37.5623674",,,,,
,,,,,"128.3532988,37.5623559",,,,,
,,,,,"128.3540876,37.5623258",,,,,
,,,,,"128.3557756,37.562209",,,,,
,,,,,"128.3563786,37.5621668",,,,,
,,,,,"128.3564997,37.5621578",,,,,
,,,,,"128.3567225,37.5621418",,,,,
,,,,,"128.3596956,37.5619273",,,,,
,,,,,"128.3605441,37.5618625",,,,,
,,,,,"128.3611469,37.5618076",,,,,
,,,,,"128.361803,37.5617506",,,,,
,,,,,"128.3628253,37.5616395",,,,,
,,,,,"128.3641493,37.5614829",,,,,
,,,,,"128.3652617,37.5613332",,,,,
,,,,,"128.3657081,37.5612632",,,,,
,,,,,"128.3673866,37.5610166",,,,,
,,,,,"128.3674262,37.5610109",,,,,
,,,,,"128.3683881,37.5608695",,,,,
,,,,,"128.3685249,37.5608496",,,,,
,,,,,"128.3702438,37.5605755",,,,,
,,,,,"128.3710892,37.5604458",,,,,
,,,,,"128.371729,37.5603582",,,,,
,,,,,"128.3720525,37.5603287",,,,,
,,,,,"128.3727279,37.5602832",,,,,
,,,,,"128.3734331,37.5602635",,,,,
,,,,,"128.3740118,37.5602746",,,,,
,,,,,"128.374899,37.5603329",,,,,
,,,,,"128.3749998,37.5603412",,,,,
,,,,,"128.3756735,37.560438",,,,,
,,,,,"128.376158,37.5605282",,,,,
,,,,,"128.3766871,37.5606495",,,,,
,,,,,"128.3773073,37.5608207",,,,,
,,,,,"128.3777926,37.5609757",,,,,
,,,,,"128.3783621,37.5611743",,,,,
,,,,,"128.3788365,37.5613663",,,,,
,,,,,"128.3790904,37.5614861",,,,,
,,,,,"128.3791872,37.5615314",,,,,
,,,,,"128.379292,37.5615811",,,,,
,,,,,"128.3796917,37.5617809",,,,,
,,,,,"128.3800301,37.5619595",,,,,
,,,,,"128.3802946,37.5621135",,,,,
,,,,,"128.3809233,37.5625261",,,,,
,,,,,"128.381203,37.5627223",,,,,
,,,,,"128.3814866,37.5629554",,,,,
,,,,,"128.3818423,37.5632592",,,,,
,,,,,"128.3824953,37.5638114",,,,,
,,,,,"128.3827447,37.564024",,,,,
,,,,,"128.3836369,37.5647916",,,,,
,,,,,"128.3853242,37.5662409",,,,,
,,,,,"128.3862864,37.5670746",,,,,
,,,,,"128.3883624,37.5688328",,,,,
,,,,,"128.3890489,37.5694243",,,,,
,,,,,"128.391037,37.5711075",,,,,
,,,,,"128.3939437,37.5735641",,,,,
,,,,,"128.3949653,37.5744226",,,,,
,,,,,"128.3951369,37.5745673",,,,,
,,,,,"128.3952833,37.5746924",,,,,
,,,,,"128.3955007,37.5748782",,,,,
,,,,,"128.3966769,37.5758805",,,,,
,,,,,"128.3976956,37.5766858",,,,,
,,,,,"128.3982269,37.5770801",,,,,
,,,,,"128.3987187,37.5773901",,,,,
,,,,,"128.4018803,37.5792443",,,,,
,,,,,"128.4024998,37.5796181",,,,,
,,,,,"128.4031125,37.5799911",,,,,
,,,,,"128.405537,37.5816589",,,,,
,,,,,"128.4063125,37.5821919",,,,,
,,,,,"128.4065615,37.5823658",,,,,
,,,,,"128.4075391,37.5830406",,,,,
,,,,,"128.4079617,37.583333",,,,,
,,,,,"128.408076,37.5834123",,,,,
,,,,,"128.4083615,37.5836075",,,,,
,,,,,"128.4089055,37.5840089",,,,,
,,,,,"128.4090117,37.5840874",,,,,
,,,,,"128.4095,37.5844658",,,,,
,,,,,"128.4097368,37.5846659",,,,,
,,,,,"128.4098596,37.5847911",,,,,
,,,,,"128.4101428,37.5850765",,,,,
,,,,,"128.4108968,37.5859828",,,,,
,,,,,"128.4110267,37.5861395",,,,,
