0,1,2,3,4,5,6,7,8,9,10,11
"126.8601493,37.3490742","127.2588305,37.4514376","127.3105175,37.373019","126.7196482,37.620288","126.8377999,37.3932265","127.1175495,37.4102741","128.5937493,35.9116082","127.1175495,37.4102741","127.1587516,37.5703437","127.1625848,37.5718392","127.3105175,37.373019","127.8157662,38.0283145"
"126.8602366,37.3493","127.258937,37.4513909","127.3111991,37.3728118","126.7196125,37.6202409","126.8385147,37.393399","127.1181742,37.4109747","128.5950476,35.9118885","127.1181742,37.4109747","127.1588115,37.5703745","127.1627874,37.5718632","127.3111991,37.3728118","127.8163662,38.0287256"
"126.8602577,37.3493416","127.260112,37.4509408","127.3122671,37.3725467","126.7194325,37.6203316","126.8405105,37.3938284","127.1187489,37.411741","128.5963748,35.9121748","127.1187489,37.411741","127.1589493,37.5704425","127.1630615,37.5718577","127.3122671,37.3725467","127.8164748,38.028811"
"126.8610494,37.3509079","127.26116,37.4505968","127.3126705,37.3724518","126.7192217,37.6204384","126.8417148,37.3940857","127.1188814,37.4119153","128.5993612,35.9127155","127.1188814,37.4119153","127.1603359,37.5710847","127.1634365,37.5718326","127.3126705,37.3724518","127.8165259,38.0287847"
"126.861166,37.3511429","127.2618085,37.4503845","127.3139485,37.3721996","126.718487,37.620804","126.843206,37.3943518","127.1200623,37.4134749","128.6046243,35.9136661","127.1200623,37.4134749","127.1621887,37.5718011","127.1636494,37.5718242","127.3139485,37.3721996","127.816625,38.0287709"
"126.8613558,37.3515342","127.2623767,37.4502009","127.3145824,37.3720889","126.7172485,37.6214474","126.8440669,37.3944801","127.1202778,37.4137586","128.6047498,35.9136911","127.1202778,37.4137586","127.1624219,37.5718099","127.1638114,37.5718076","127.3145824,37.3720889","127.816698,38.028786"
"126.8613868,37.3515993","127.2626868,37.4500996","127.3153856,37.3719928","126.7168258,37.6215582","126.8450293,37.394626","127.1213533,37.4151628","128.6080873,35.9142833","127.1213533,37.4151628","127.1625848,37.5718392","127.1642116,37.5717078","127.3153856,37.3719928","127.8167151,38.0287977"
"126.8622337,37.3530641","127.2651901,37.4493213","127.315511,37.3719776","126.7165728,37.6216953","126.8460131,37.3947793","127.1220077,37.4160573","128.6087461,35.9143962","127.1220077,37.4160573","127.1627874,37.5718632","127.1645246,37.5716158","127.315511,37.3719776","127.8167597,38.0288282"
"126.8637405,37.3556718","127.2658069,37.449127","127.316007,37.371918","126.7164646,37.6217523","126.8504077,37.3954507","127.12239,37.416666","128.6109491,35.914777","127.12239,37.416666","127.1630615,37.5718577","127.1660734,37.5711794","127.316007,37.371918","127.8167953,38.028884"
"126.8637561,37.3556998","127.2675655,37.4485806","127.318813,37.371715","126.716287,37.6218322","126.8512515,37.3955941","127.1224415,37.4167617","128.6125778,35.9150595","127.1224415,37.4167617","127.1634365,37.5718326","127.1663672,37.5710757","127.318813,37.371715","127.8167933,38.0289534"
"126.8637705,37.355726","127.2692822,37.4480477","127.3191428,37.3716903","126.7156023,37.6221783","126.8533193,37.3959516","127.1225501,37.4169541","128.6130656,35.9151469","127.1225501,37.4169541","127.1636494,37.5718242","127.1666781,37.5709279","127.3191428,37.3716903","127.8167877,38.0289714"
"126.8639195,37.3560053","127.2699363,37.4478281","127.3193247,37.3716762","126.7153285,37.6223522","126.854964,37.3962355","127.1227741,37.4173523","128.6131112,35.9151555","127.1227741,37.4173523","127.1638114,37.5718076","127.1669746,37.5707151","127.3193247,37.3716762","127.8167673,38.0290085"
"126.8644642,37.3572927","127.2702023,37.4477439","127.3202781,37.3716208","126.7153045,37.6223728","126.8551276,37.3962634","127.1229115,37.4176772","128.6133434,35.9152002","127.1229115,37.4176772","127.1642116,37.5717078","127.167624,37.5700815","127.3202781,37.3716208","127.8167344,38.029041"
"126.8654052,37.3595197","127.2736662,37.4466536","127.3210823,37.3715743","126.7148676,37.6227547","126.8556743,37.396279","127.1230869,37.4180924","128.6135123,35.9152329","127.1230869,37.4180924","127.1645246,37.5716158","127.1698754,37.5674748","127.3210823,37.3715743","127.816681,38.0290709"
"126.865575,37.3598748","127.2741302,37.446494","127.3220978,37.37151","126.7148504,37.6227754","126.8561623,37.396288","127.1232004,37.4184353","128.6176544,35.9159725","127.1232004,37.4184353","127.1660734,37.5711794","127.1722929,37.5646594","127.3220978,37.37151","127.8166115,38.0290801"
"126.8662521,37.3612747","127.2749722,37.4462036","127.3233076,37.3714334","126.7148309,37.6227987","126.856447,37.3962823","127.1233204,37.4188575","128.6199033,35.9163735","127.1233204,37.4188575","127.1663672,37.5710757","127.1725565,37.5644555","127.3233076,37.3714334","127.8165306,38.0290641"
"126.866312,37.3613994","127.275709,37.4459148","127.3258616,37.3712713","126.7146293,37.6227865","126.8568203,37.3962285","127.1234125,37.4194221","128.6215499,35.9166664","127.1234125,37.4194221","127.1666781,37.5709279","127.1727684,37.5641523","127.3258616,37.3712713","127.8164906,38.0290434"
"126.8674396,37.3641438","127.2764537,37.4456349","127.3262682,37.3712368","126.7145115,37.6227875","126.8570173,37.3961791","127.1234611,37.4198702","128.6234499,35.9169272","127.1234611,37.4198702","127.1669746,37.5707151","127.1729473,37.5638977","127.3262682,37.3712368","127.8163705,38.0291961"
"126.8675846,37.3644979","127.2765228,37.4456062","127.3298918,37.3710536","126.7143889,37.622802","126.8573993,37.3960252","127.1234839,37.4214135","128.625,35.9170497","127.1234839,37.4214135","127.167624,37.5700815","127.1734271,37.5631852","127.3298918,37.3710536","127.8162537,38.0293433"
"126.8677717,37.3649505","127.2766337,37.4455605","127.3307164,37.3710043","126.7142539,37.622821","126.8577037,37.3958376","127.1234993,37.4219309","128.6262563,35.9170912","127.1234993,37.4219309","127.1698754,37.5674748","127.1737999,37.5623579","127.3307164,37.3710043","127.8160452,38.0296052"
"126.8678691,37.3651881","127.2781484,37.444863","127.3322187,37.3709281","126.7141971,37.6228296","126.8581091,37.3954684","127.1235033,37.4220472","128.6300106,35.9169702","127.1235033,37.4220472","127.1722929,37.5646594","127.1739747,37.5619825","127.3322187,37.3709281","127.8155919,38.0301743"
"126.8680673,37.3655136","127.2790235,37.4444491","127.3333098,37.3708503","126.7140541,37.6228539","126.8584461,37.3950313","127.1235058,37.4226646","128.6344223,35.9168619","127.1235058,37.4226646","127.1725565,37.5644555","127.1741373,37.5615827","127.3333098,37.3708503","127.8155545,38.0302203"
"126.8681614,37.3657413","127.2805498,37.4436407","127.3340419,37.3707603","126.7137883,37.6229161","126.858524,37.3948956","127.1235205,37.4256104","128.634696,35.9168539","127.1235205,37.4256104","127.1727684,37.5641523","127.1745498,37.5604581","127.3340419,37.3707603","127.8154152,38.0304253"
"126.8683995,37.3661662","127.2807196,37.4435517","127.3350767,37.3706373","126.7137712,37.6229232","126.8586905,37.394718","127.1235157,37.4263378","128.6350394,35.9168453","127.1235157,37.4263378","127.1729473,37.5638977","127.1748239,37.5596413","127.3350767,37.3706373","127.8153238,38.0306328"
"126.8689123,37.3666998","127.282425,37.4425913","127.3361715,37.3704505","126.7137439,37.6229347","126.8587487,37.3946453","127.1235213,37.4270255","128.6372397,35.9167839","127.1235213,37.4270255","127.1734271,37.5631852","127.1748446,37.5595828","127.3361715,37.3704505","127.8152553,38.03088"
"126.8693121,37.3669661","127.2829549,37.442275","127.337977,37.3700951","126.7135127,37.6230414","126.8589096,37.3944623","127.1235251,37.4274005","128.641495,35.916666","127.1235251,37.4274005","127.1737999,37.5623579","127.1755404,37.5576089","127.337977,37.3700951","127.8152543,38.0308935"
"126.869637,37.3671409","127.2830885,37.4422005","127.3390098,37.3698631","126.7132256,37.62319","126.8590133,37.3943592","127.1235256,37.4275222","128.6463315,35.9165081","127.1235256,37.4275222","127.1739747,37.5619825","127.1756674,37.557301","127.3390098,37.3698631","127.8152489,38.0309827"
"126.8701491,37.3673491","127.2852048,37.4410109","127.3392166,37.3698029","126.7129953,37.6233173","126.85933,37.3940518","127.1235275,37.4278106","128.6478981,35.9163948","127.1235275,37.4278106","127.1741373,37.5615827","127.1759804,37.5564014","127.3392166,37.3698029","127.8152458,38.0310431"
"126.8705494,37.3675576","127.2867277,37.4401628","127.3400596,37.3695697","126.7128516,37.6234137","126.8596984,37.3937734","127.1235324,37.4288734","128.6493169,35.9161748","127.1235324,37.4288734","127.1745498,37.5604581","127.1764715,37.5551652","127.3400596,37.3695697","127.8152556,38.031208"
"126.8707373,37.3676416","127.2877898,37.4395274","127.3427268,37.3686945","126.712839,37.6234217","126.8601205,37.3935549","127.1235501,37.4321157","128.6506248,35.9158747","127.1235501,37.4321157","127.1748239,37.5596413","127.1766785,37.5546854","127.3427268,37.3686945","127.8152906,38.0319398"
"126.8708993,37.3677163","127.2882882,37.4391885","127.3500101,37.3664297","126.7127246,37.6235264","126.8602282,37.3935068","127.1235552,37.4324411","128.6526754,35.9152834","127.1235552,37.4324411","127.1748446,37.5595828","127.1768215,37.5543369","127.3500101,37.3664297","127.8152959,38.0321074"
"126.8710614,37.367783","127.2891977,37.4385375","127.3518204,37.365865","126.7126342,37.623606","126.8606328,37.3933521","127.1235546,37.4325646","128.6551521,35.9145727","127.1235546,37.4325646","127.1755404,37.5576089","127.1778491,37.5523333","127.3518204,37.365865","127.8152996,38.0321705"
"126.8711874,37.3678414","127.2901347,37.4377784","127.3523142,37.3657331","126.7125161,37.6235259","126.8607167,37.393321","127.1235522,37.4330378","128.6553621,35.9144597","127.1235522,37.4330378","127.1756674,37.557301","127.1783366,37.5513747","127.3523142,37.3657331","127.8153182,38.0325147"
"126.8713619,37.3679081","127.29075,37.4372576","127.3523278,37.3657286","126.7122088,37.623331","126.8610171,37.3932001","127.1235456,37.4334614","128.655667,35.9143126","127.1235456,37.4334614","127.1759804,37.5564014","127.1788499,37.5502079","127.3523278,37.3657286","127.8153638,38.0333258"
"126.8716999,37.3680009","127.2915095,37.4364883","127.3542239,37.3651451","126.7120027,37.6232124","126.8614382,37.3931041","127.1234353,37.4340334","128.6569295,35.9139479","127.1234353,37.4340334","127.1764715,37.5551652","127.1791475,37.5494597","127.3542239,37.3651451","127.8154018,38.0339448"
"126.872187,37.3681","127.2921125,37.4358764","127.3547177,37.3649925","126.7119193,37.6231659","126.8616994,37.3930704","127.1231352,37.4355035","128.6574551,35.9137409","127.1231352,37.4355035","127.1766785,37.5546854","127.1792219,37.5492751","127.3547177,37.3649925","127.815403,38.0339557"
"126.8729734,37.3681907","127.2922374,37.4356999","127.3548499,37.3649404","126.7114608,37.6229123","126.8621135,37.3929978","127.1231235,37.4355837","128.657816,35.9135589","127.1231235,37.4355837","127.1768215,37.5543369","127.1796121,37.5482982","127.3548499,37.3649404","127.8154222,38.0341935"
"126.8736129,37.3682878","127.2932311,37.4344353","127.356455,37.3641987","126.7113616,37.6228575","126.8629463,37.3929824","127.1231082,37.4357008","128.6581805,35.9133219","127.1231082,37.4357008","127.1778491,37.5523333","127.1807367,37.545791","127.356455,37.3641987","127.8154694,38.0345557"
"126.8739398,37.3683652","127.293677,37.4338276","127.3587076,37.3631666","126.711181,37.6231141","126.8633386,37.3929431","127.1228217,37.4378407","128.6585373,35.9130164","127.1228217,37.4378407","127.1783366,37.5513747","127.181102,37.5450781","127.3587076,37.3631666","127.8154764,38.0346089"
"126.8743956,37.3684136","127.2942215,37.433093","127.3623165,37.3615123","126.7111466,37.6231535","126.8636282,37.3928915","127.1227059,37.4388426","128.6585896,35.9129546","127.1227059,37.4388426","127.1788499,37.5502079","127.1816214,37.5440628","127.3623165,37.3615123","127.8155057,38.0347819"
"126.8749993,37.3684781","127.2943147,37.4329301","127.3635088,37.3609674","126.7108848,37.6230508","126.8639896,37.3927726","127.1226846,37.4390309","128.6590119,35.9125007","127.1226846,37.4390309","127.1791475,37.5494597","127.1823996,37.5423496","127.3635088,37.3609674","127.8156226,38.0352051"
"126.8770415,37.3687115","127.2946861,37.4322772","127.3638841,37.3607903","126.7107561,37.6229986","126.8642722,37.3926182","127.1226826,37.4394284","128.6593366,35.9122","127.1226826,37.4394284","127.1792219,37.5492751","127.1829557,37.5412109","127.3638841,37.3607903","127.8156689,38.0353817"
"126.8776484,37.3687886","127.2948838,37.4319116","127.3649067,37.360412","126.7100769,37.6227228","126.8645474,37.3924043","127.1226868,37.4394879","128.6596258,35.9119646","127.1226868,37.4394879","127.1796121,37.5482982","127.1830037,37.5411083","127.3649067,37.360412","127.8156863,38.0354528"
"126.8790169,37.3689635","127.2950247,37.4316414","127.3656593,37.360155","126.7100584,37.6227524","126.8649852,37.3917964","127.1226962,37.4396331","128.6601171,35.9116894","127.1226962,37.4396331","127.1807367,37.545791","127.1834366,37.5401828","127.3656593,37.360155","127.8157222,38.0355888"
"126.8809091,37.3691744","127.2951452,37.4313703","127.3662581,37.3599511","126.7099352,37.6229408","126.8653648,37.3911296","127.1227069,37.4397719","128.6602539,35.9116412","127.1227069,37.4397719","127.181102,37.5450781","127.1842365,37.5386581","127.3662581,37.3599511","127.8157938,38.0358148"
"126.8812063,37.3692922","127.295242,37.4311235","127.3667609,37.3598065","126.7098649,37.6230476","126.8654153,37.3910316","127.1227132,37.4398504","128.6604921,35.9115641","127.1227132,37.4398504","127.1816214,37.5440628","127.1846867,37.5379247","127.3667609,37.3598065","127.8158377,38.0359562"
"126.881441,37.3693169","127.2954388,37.4306569","127.3680195,37.3594456","126.7098419,37.6230826","126.8656002,37.3906766","127.1228203,37.4403663","128.6606326,35.9115474","127.1228203,37.4403663","127.1823996,37.5423496","127.1850623,37.5374245","127.3680195,37.3594456","127.8158435,38.035976"
"126.8847224,37.3696576","127.2955116,37.4304849","127.3680986,37.359425","126.7093116,37.6239326","126.8656266,37.3906317","127.1228559,37.440489","128.6609922,35.9115051","127.1228559,37.440489","127.1829557,37.5412109","127.1855993,37.5367914","127.3680986,37.359425","127.8159153,38.0362363"
"126.8857615,37.369791","127.2955674,37.4303272","127.3694735,37.3590569","126.7092864,37.6239622","126.8662235,37.3896371","127.1229992,37.4409825","128.6611615,35.9114909","127.1229992,37.4409825","127.1830037,37.5411083","127.1863996,37.5359498","127.3694735,37.3590569","127.8159419,38.0363264"
"126.8862726,37.3698568","127.2959615,37.4292075","127.3699673,37.3588745","126.7092658,37.6239855","126.8664204,37.3894659","127.1249997,37.4458148","128.662262,35.9114911","127.1249997,37.4458148","127.1834366,37.5401828","127.1870619,37.5353747","127.3699673,37.3588745","127.8159801,38.0364579"
"126.8901411,37.3703617","127.2966125,37.4271409","127.3707413,37.3585896","126.7091893,37.624031","126.866505,37.3893402","127.1250456,37.4459096","128.6630746,35.9115833","127.1250456,37.4459096","127.1842365,37.5386581","127.1873561,37.5351376","127.3707413,37.3585896","127.8160356,38.0366452"
"126.8927066,37.3706958","127.2972873,37.4250238","127.3709504,37.358497","126.7089066,37.6241949","126.8671942,37.3883912","127.1254582,37.4468294","128.6634624,35.9116579","127.1254582,37.4468294","127.1846867,37.5379247","127.1874867,37.5350324","127.3709504,37.358497","127.8160948,38.0369091"
"126.899899,37.3716267","127.297521,37.4242743","127.3713708,37.3582748","126.7088724,37.6242145","126.8680104,37.3873788","127.1257404,37.4475874","128.6636873,35.9117243","127.1257404,37.4475874","127.1850623,37.5374245","127.1880123,37.5346607","127.3713708,37.3582748","127.816132,38.0370748"
"126.9001551,37.3716622","127.2977617,37.4234661","127.3719156,37.357986","126.7088211,37.6242448","126.8684964,37.3868054","127.1259623,37.4484354","128.6638866,35.9117909","127.1259623,37.4484354","127.1855993,37.5367914","127.1883619,37.5344326","127.3719156,37.357986","127.8161587,38.0371919"
"126.9017064,37.3718747","127.297993,37.4227707","127.3723326,37.3577638","126.708561,37.6243999","126.868607,37.386687","127.1259767,37.4484923","128.664074,35.9118756","127.1259767,37.4484923","127.1863996,37.5359498","127.1894103,37.5338008","127.3723326,37.3577638","127.8162818,38.0377333"
"126.9036649,37.3721433","127.2981264,37.4223373","127.3724208,37.3577135","126.7085225,37.6244032","126.8690994,37.3861605","127.1260146,37.4488394","128.6643301,35.91203","127.1260146,37.4488394","127.1870619,37.5353747","127.1898266,37.5335928","127.3724208,37.3577135","127.8163496,38.038126"
"126.9053494,37.3723645","127.2984839,37.421332","127.3725983,37.3576109","126.7084908,37.6243958","126.8691758,37.3860789","127.1260254,37.4489377","128.6646882,35.9122681","127.1260254,37.4489377","127.1873561,37.5351376","127.1900954,37.533461","127.3725983,37.3576109","127.8164127,38.0384855"
"126.9057815,37.3724153","127.2988548,37.4204331","127.3730097,37.3573752","126.7083894,37.6243383","126.8698293,37.3854604","127.1260663,37.4493597","128.6648072,35.9123733","127.1260663,37.4493597","127.1874867,37.5350324","127.1906623,37.5332101","127.3730097,37.3573752","127.8164567,38.0389"
"126.9103792,37.373008","127.2993117,37.4194604","127.3734788,37.3571062","126.708021,37.6241376","126.8704909,37.3848339","127.1260828,37.4501187","128.6649874,35.9125663","127.1260828,37.4501187","127.1880123,37.5346607","127.1914887,37.5328959","127.3734788,37.3571062","127.8164966,38.0399787"
"126.9108464,37.3730671","127.2998206,37.418458","127.3740055,37.3567903","126.7077116,37.6240319","126.8707662,37.3846019","127.1260477,37.4519483","128.6652244,35.9129328","127.1260477,37.4519483","127.1883619,37.5344326","127.1918333,37.5327878","127.3740055,37.3567903","127.8165284,38.0404698"
"126.9120119,37.3732162","127.3001283,37.4179177","127.3745548,37.3564682","126.7076528,37.6240206","126.8717547,37.3837797","127.126026,37.4531399","128.6656497,35.9138996","127.126026,37.4531399","127.1894103,37.5338008","127.192681,37.5325205","127.3745548,37.3564682","127.8165378,38.0405329"
"126.9138443,37.3734516","127.3004564,37.4173819","127.374999,37.3562379","126.707595,37.6240203","126.8736155,37.382232","127.1259384,37.4539184","128.6660116,35.9145416","127.1259384,37.4539184","127.1898266,37.5335928","127.1934378,37.5323377","127.374999,37.3562379","127.8166069,38.0409734"
"126.9142256,37.3735003","127.300462,37.4173738","127.3762264,37.3555461","126.707561,37.6240272","126.8744105,37.3814394","127.1258236,37.4549456","128.6662248,35.9147992","127.1258236,37.4549456","127.1900954,37.533461","127.1938321,37.5322341","127.3762264,37.3555461","127.8166163,38.041041"
"126.9227117,37.3745913","127.3008843,37.416666","127.3762411,37.355538","126.70752,37.6240432","126.8748354,37.3810117","127.1255965,37.4565006","128.6665244,35.9153498","127.1255965,37.4565006","127.1906623,37.5332101","127.1945989,37.5320991","127.3762411,37.355538","127.8166842,38.0414572"
"126.9266288,37.3751584","127.3011556,37.4162266","127.3773542,37.354992","126.7074766,37.6240753","126.8749994,37.380853","127.1254878,37.4574377","128.666837,35.9160329","127.1254878,37.4574377","127.1914887,37.5328959","127.1952535,37.5319926","127.3773542,37.354992","127.8167154,38.041567"
"126.9268331,37.375181","127.3017663,37.415192","127.3774254,37.3549578","126.7073241,37.6242411","126.8763341,37.3792701","127.1254077,37.4594592","128.6670868,35.916666","127.1254077,37.4594592","127.1918333,37.5327878","127.1957869,37.5319165","127.3774254,37.3549578","127.816749,38.0416841"
"126.9274504,37.3752489","127.3023236,37.4142519","127.3775362,37.3549029","126.7073245,37.6243159","126.8763844,37.3791973","127.1254123,37.4598847","128.6673689,35.9176108","127.1254123,37.4598847","127.192681,37.5325205","127.196087,37.5318911","127.3775362,37.3549029","127.8168511,38.0418542"
"126.9275835,37.3752666","127.3026914,37.4136206","127.3792436,37.3540952","126.7073245,37.6244159","126.8764438,37.3791111","127.1254146,37.4601118","128.6673698,35.9178272","127.1254146,37.4601118","127.1934378,37.5323377","127.1964357,37.5318623","127.3792436,37.3540952","127.8168948,38.0419298"
"126.9302588,37.3756212","127.3030455,37.4130452","127.3797657,37.3538506","126.7072864,37.6245914","126.8765741,37.3789225","127.125417,37.4603128","128.6674326,35.9180249","127.125417,37.4603128","127.1938321,37.5322341","127.1965874,37.5318491","127.3797657,37.3538506","127.8170621,38.0421402"
"126.9321826,37.3758828","127.3034597,37.4123726","127.3807273,37.353418","126.707287,37.624641","126.8767159,37.3787114","127.1254488,37.4607321","128.6674872,35.9181993","127.1254488,37.4607321","127.1945989,37.5320991","127.1970573,37.531808","127.3807273,37.353418","127.8172462,38.0422993"
"126.9329103,37.3759846","127.3040614,37.411319","127.3828674,37.3524403","126.7072991,37.6246744","126.8796152,37.3740747","127.1256279,37.4629139","128.6675611,35.918552","127.1256279,37.4629139","127.1952535,37.5319926","127.1973766,37.53178","127.3828674,37.3524403","127.8174291,38.0424195"
"126.9345924,37.376245","127.3044268,37.410712","127.3843804,37.3517405","126.707337,37.6247333","126.8801783,37.3731745","127.1257437,37.4644124","128.6676261,35.9191292","127.1257437,37.4644124","127.1957869,37.5319165","127.1976245,37.5317581","127.3843804,37.3517405","127.8177115,38.0426225"
"126.9346657,37.3762562","127.3045119,37.4105707","127.3854618,37.3511764","126.7075248,37.6249833","126.8805178,37.3726751","127.1257755,37.4655049","128.6676497,35.9196744","127.1257755,37.4655049","127.196087,37.5318911","127.1987475,37.5317104","127.3854618,37.3511764","127.8178522,38.0427456"
"126.9352072,37.3763399","127.305202,37.4094126","127.3860597,37.3507921","126.7076584,37.6252023","126.8813731,37.3715411","127.1257432,37.4661015","128.6676455,35.9199206","127.1257432,37.4661015","127.1964357,37.5318623","127.1987984,37.5317088","127.3860597,37.3507921","127.8178774,38.0427788"
"126.9355423,37.3763874","127.3056899,37.4086076","127.3864948,37.3504978","126.7076874,37.6252494","126.8814667,37.3714181","127.1256982,37.4665025","128.6676371,35.9203994","127.1256982,37.4665025","127.1965874,37.5318491","127.2030853,37.5315285","127.3864948,37.3504978","127.817882,38.0427851"
"126.9363373,37.3765661","127.3063618,37.4074865","127.3869153,37.3502133","126.7078872,37.6255328","126.8823437,37.3703735","127.1256244,37.4670224","128.667633,35.9206492","127.1256244,37.4670224","127.1970573,37.531808","127.2040759,37.5314878","127.3869153,37.3502133","127.8179198,38.0428427"
"126.9369346,37.3767366","127.3068442,37.4066292","127.3906574,37.3469259","126.7079146,37.6256214","126.8824098,37.3703009","127.1255799,37.4673287","128.6676274,35.9209485","127.1255799,37.4673287","127.1973766,37.53178","127.2049599,37.5314521","127.3906574,37.3469259","127.8179451,38.0428805"
"126.9377188,37.3769927","127.3072916,37.4057637","127.3912204,37.346418",,"126.8831876,37.3693819","127.1255437,37.4675494","128.6676241,35.9210991","127.1255437,37.4675494","127.1976245,37.5317581","127.2060014,37.5314042","127.3912204,37.346418","127.8179887,38.0429669"
"126.9382189,37.3771844","127.3076539,37.4050404","127.3916352,37.3460966",,"126.8836905,37.3687878","127.1253502,37.4687071","128.6676411,35.922033","127.1253502,37.4687071","127.1987475,37.5317104","127.2082745,37.531299","127.3916352,37.3460966","127.8182552,38.0437034"
"126.9391567,37.3775881","127.3081345,37.4040236","127.3923676,37.3455303",,"126.8852328,37.3671842","127.1252476,37.469317","128.6677492,35.9229749","127.1252476,37.469317","127.1987984,37.5317088","127.2102318,37.5311975","127.3923676,37.3455303","127.8183504,38.0438528"
"126.9410233,37.378566","127.3085891,37.4029805","127.3928683,37.3451567",,"126.8854298,37.3669788","127.1252464,37.4693485","128.6678569,35.9235166","127.1252464,37.4693485","127.2030853,37.5315285","127.2110254,37.5311598","127.3928683,37.3451567","127.8184879,38.0440119"
"126.9417108,37.3789216","127.3088801,37.4022995","127.3929361,37.3451053",,"126.8856428,37.3667573","127.1252383,37.4698253","128.6678617,35.9235409","127.1252383,37.4698253","127.2040759,37.5314878","127.2119242,37.5311079","127.3929361,37.3451053","127.8186287,38.0441639"
"126.9421906,37.379106","127.3092291,37.4014501","127.3945294,37.3441107",,"126.8858567,37.3665673","127.125253,37.4700471","128.66797,35.9238942","127.125253,37.4700471","127.2049599,37.5314521","127.2125616,37.5310743","127.3945294,37.3441107","127.8191558,38.0445518"
"126.9427156,37.3792896","127.3094986,37.4007466","127.394804,37.3439541",,"126.8864076,37.3660374","127.1253114,37.4703609","128.6681307,35.92442","127.1253114,37.4703609","127.2060014,37.5314042","127.2131118,37.5310161","127.394804,37.3439541","127.8193743,38.0447333"
"126.9433843,37.3794451","127.3096021,37.4004772","127.3951113,37.3437597",,"126.8978807,37.3563823","127.1253224,37.4704349","128.6684498,35.9252409","127.1253224,37.4704349","127.2082745,37.531299","127.2135954,37.5309551","127.3951113,37.3437597","127.8196364,38.0450083"
"126.9440704,37.3795241","127.309684,37.4002628","127.3958559,37.3433313",,"126.9009488,37.3538001","127.125341,37.4705584","128.6688747,35.9260247","127.125341,37.4705584","127.2102318,37.5311975","127.2140734,37.5308589","127.3958559,37.3433313","127.8198564,38.04527"
"126.9447492,37.3795318","127.3100227,37.3994819","127.3974739,37.3424223",,"126.9042567,37.351009","127.1255567,37.4712901","128.669437,35.9268748","127.1255567,37.4712901","127.2110254,37.5311598","127.2145208,37.5307491","127.3974739,37.3424223","127.8199355,38.0453698"
"126.9453856,37.3794626","127.3101409,37.3992035","127.3977744,37.342254",,"126.9046446,37.3506396","127.1257601,37.4717685","128.6701123,35.9277166","127.1257601,37.4717685","127.2119242,37.5311079","127.2148495,37.5306363","127.3977744,37.342254","127.8200066,38.0454715"
"126.9458334,37.3794034","127.3102682,37.3989072","127.3981315,37.3420578",,"126.9050301,37.3502963","127.126064,37.4722959","128.6706995,35.9282996","127.126064,37.4722959","127.2125616,37.5310743","127.2151793,37.5305173","127.3981315,37.3420578","127.8201193,38.0457019"
"126.9461818,37.3793321","127.3105364,37.3982775","127.3995359,37.3412135",,"126.9060606,37.3493271","127.1264099,37.4727738","128.6711344,35.928701","127.1264099,37.4727738","127.2131118,37.5310161","127.215661,37.5303291","127.3995359,37.3412135","127.8201918,38.0458666"
"126.9471044,37.379047","127.3108047,37.3976046","127.4005359,37.3405347",,"126.9106838,37.3450353","127.1264864,37.4728605","128.672243,35.9295377","127.1264864,37.4728605","127.2135954,37.5309551","127.21611,37.5301193","127.4005359,37.3405347","127.8202168,38.0461198"
"126.9474364,37.3789152","127.3112641,37.3964588","127.40163,37.3395729",,"126.9159047,37.3401866","127.1268599,37.4732646","128.6726293,35.929798","127.1268599,37.4732646","127.2140734,37.5308589","127.2162336,37.5300619","127.40163,37.3395729","127.8200586,38.0466926"
"126.947988,37.3786951","127.3115334,37.3958283","127.4018708,37.3393379",,"126.9175893,37.3385381","127.1269622,37.4733749","128.672797,35.9298947","127.1269622,37.4733749","127.2145208,37.5307491","127.2167846,37.5298099","127.4018708,37.3393379","127.8199273,38.0471688"
"126.9502623,37.3778494","127.3117469,37.3953653","127.4033685,37.3378699",,"126.9187542,37.337245","127.1273147,37.4736915","128.6731984,35.9301278","127.1273147,37.4736915","127.2148495,37.5306363","127.2172577,37.5295082","127.4033685,37.3378699","127.8198981,38.0472707"
"126.9510341,37.3776403","127.312224,37.3943475","127.4077531,37.333333",,"126.9192099,37.3367046","127.1274442,37.4738037","128.6737873,35.9304494","127.1274442,37.4738037","127.2151793,37.5305173","127.2175267,37.5293133","127.4077531,37.333333","127.819741,38.0478146"
"126.9516356,37.377561","127.3122399,37.3943124","127.4098021,37.3312858",,"126.9195414,37.3363105","127.1281485,37.4743143","128.6740755,35.9305962","127.1281485,37.4743143","127.215661,37.5303291","127.2178922,37.5290185","127.4098021,37.3312858","127.8196285,38.0481746"
"126.9522279,37.3775034","127.3128928,37.3929685","127.4148582,37.3261471",,"126.920397,37.3351528","127.1281507,37.4743152","128.675237,35.9311068","127.1281507,37.4743152","127.21611,37.5301193","127.2182114,37.5287164","127.4148582,37.3261471","127.8194717,38.04854"
"126.9524379,37.377508","127.3137675,37.3910572","127.4168425,37.3241807",,"126.9210842,37.3341539","127.1285882,37.4745933","128.6760203,35.931458","127.1285882,37.4745933","127.2162336,37.5300619","127.2184999,37.5284413","127.4168425,37.3241807","127.8181345,38.0513691"
