0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
"127.3117469,37.3953653","128.5872248,36.3169914","129.3010448,35.7264622","127.325266,37.9763925","127.8895303,36.4472865","128.2353743,35.1982463",,,"127.2955413,37.631053","128.5763371,36.3764245","127.2656864,37.8311494","127.2955413,37.631053","127.8956843,37.3712568",,,"127.1275494,37.8482384","127.5900149,38.0518336",,,"128.4380453,37.6080724","127.1166322,37.733655","127.1160028,37.73093","128.7943682,37.8986412","128.1621389,35.6924249","127.7022187,37.2531774","127.3007614,37.9449362","128.5094383,35.4762396","126.8133633,35.580887","127.3739023,37.6342868","128.1268683,36.3715205","127.6941898,37.7450948","127.5552226,37.4066046","127.2419899,37.7983532","127.0999698,36.9802393","127.0308437,37.9112047","127.5747368,37.1603414","127.2460443,37.9628198","128.2353743,35.1982463","127.8936854,37.6889097","127.3007614,37.9449362","127.2356582,37.946734","127.6282994,37.736041","129.0633248,35.4144956","127.7896177,37.7670914","127.0842251,37.8415706","127.3789342,37.5155332","127.562131,37.3847165","127.562131,37.3847165","127.6111746,37.7300825","127.2419899,37.7983532","127.6111746,37.7300825","127.5665876,37.1762328","127.6196059,37.7325719","127.2859865,37.8548493","127.5900149,38.0518336","127.325266,37.9763925","127.5900149,38.0518336",,"127.2656864,37.8311494","127.5900149,38.0518336","127.5653266,37.1783194","127.1615452,35.4162647","127.4559047,37.50558","127.217458,37.9151886","127.3019873,37.9419","127.8398868,37.3899465","127.8936854,37.6889097","127.0842251,37.8415706","127.8936854,37.6889097","127.4559047,37.50558","126.9847023,37.8495224",,"128.2353743,35.1982463","127.4559047,37.50558","127.3798997,37.6324138","127.6627747,34.9732574","127.7642406,37.2516617","127.0842251,37.8415706","127.2552251,37.8124889","127.2454827,37.9781135","127.5653266,37.1783194","127.2454827,37.9781135","127.9372872,37.4575826","127.1181488,37.7483948","127.5653266,37.1783194","127.1218949,37.7514614","127.2656864,37.8311494",,"127.2656864,37.8311494","127.0842251,37.8415706","127.7642406,37.2516617","127.2454827,37.9781135"
"127.312224,37.3943475","128.5870501,36.3177295","129.3016943,35.7267842","127.3253419,37.9765656","127.8913274,36.447168","128.2350267,35.1981871",,,"127.2956998,37.6310956","128.5764554,36.3767543","127.2657993,37.8313749","127.2956998,37.6310956","127.8960395,37.3700784",,,"127.1274597,37.8482156","127.5900094,38.052031",,,"128.4380814,37.6080613","127.1168841,37.7343291","127.1161121,37.7315253","128.7941591,37.899433","128.1614902,35.692442","127.7027348,37.253044","127.3007874,37.9458159","128.5092342,35.4758698","126.8132265,35.5807545","127.374129,37.634242","128.1249995,36.3721641","127.6964742,37.7457742","127.5553198,37.4066721","127.2419955,37.7983929","127.0999093,36.9802103","127.0312323,37.9116416","127.5746373,37.1599223","127.2460941,37.9629001","128.2350267,35.1981871","127.8943329,37.6890941","127.3007874,37.9458159","127.2365739,37.9478293","127.6305867,37.7369416","129.0633455,35.4145414","127.7892799,37.7672283","127.0842926,37.8418926","127.3792279,37.5151522","127.5615113,37.3852306","127.5615113,37.3852306","127.6128739,37.7303666","127.2419955,37.7983929","127.6128739,37.7303666","127.5667743,37.1759073","127.6208619,37.7330897","127.2864141,37.8555846","127.5900094,38.052031","127.3253419,37.9765656","127.5900094,38.052031",,"127.2657993,37.8313749","127.5900094,38.052031","127.565617,37.1780209","127.1617301,35.4162814","127.4563641,37.5054495","127.2175396,37.9155602","127.3023422,37.9419907","127.8403139,37.3899624","127.8943329,37.6890941","127.0842926,37.8418926","127.8943329,37.6890941","127.4563641,37.5054495","126.9848931,37.849553",,"128.2350267,35.1981871","127.4563641,37.5054495","127.3807195,37.6322073","127.6623497,34.9727413","127.7643883,37.2519633","127.0842926,37.8418926","127.2557492,37.8127423","127.2452439,37.9783419","127.565617,37.1780209","127.2452439,37.9783419","127.9380868,37.4585829","127.1176867,37.7484014","127.565617,37.1780209","127.121888,37.7514902","127.2657993,37.8313749",,"127.2657993,37.8313749","127.0842926,37.8418926","127.7643883,37.2519633","127.2452439,37.9783419"
"127.3122399,37.3943124","128.5870491,36.3177331","129.3023459,35.7270936","127.3254428,37.9767505","127.8934066,36.4470304","128.2343287,35.1980183",,,"127.2964598,37.6312916","128.5765621,36.3770544","127.2660584,37.8317432","127.2964598,37.6312916","127.8961451,37.3697572",,,"127.1271135,37.8481117","127.5900321,38.0528476",,,"128.4385511,37.6079314","127.1171819,37.735125","127.116338,37.7326049","128.7939764,37.9002362","128.160949,35.6924819","127.7033602,37.2528771","127.300942,37.9467598","128.5090297,35.4754703","126.8130492,35.5805831","127.3743002,37.6342079","128.1240828,36.3725331","127.6987438,37.746395","127.5559586,37.4071415","127.2421239,37.7993639","127.0975994,36.9791135","127.0321877,37.9125602","127.5744344,37.1585541","127.2461984,37.9630472","128.2343287,35.1980183","127.8949338,37.6892552","127.300942,37.9467598","127.237059,37.9483982","127.6320745,37.7375249","129.0635743,35.4150415","127.7883039,37.7676219","127.0843155,37.8420595","127.3793005,37.5150468","127.5612099,37.3854849","127.5612099,37.3854849","127.6143747,37.730741","127.2421239,37.7993639","127.6143747,37.730741","127.5668913,37.1757243","127.621549,37.7333666","127.288224,37.8586992","127.5900321,38.0528476","127.3254428,37.9767505","127.5900321,38.0528476",,"127.2660584,37.8317432","127.5900321,38.0528476","127.5658578,37.1777431","127.1626013,35.4163037","127.4564954,37.5054117","127.2177208,37.9160725","127.3031246,37.9421912","127.8418973,37.3901246","127.8949338,37.6892552","127.0843155,37.8420595","127.8949338,37.6892552","127.4564954,37.5054117","126.9850625,37.8495483",,"128.2343287,35.1980183","127.4564954,37.5054117","127.3810959,37.6321355","127.6619674,34.972199","127.76468,37.2525152","127.0843155,37.8420595","127.2559805,37.8128627","127.2449867,37.9786324","127.5658578,37.1777431","127.2449867,37.9786324","127.9390368,37.4597827","127.1171396,37.7484059","127.5658578,37.1777431","127.1217349,37.7521288","127.2660584,37.8317432",,"127.2660584,37.8317432","127.0843155,37.8420595","127.76468,37.2525152","127.2449867,37.9786324"
"127.3128928,37.3929685","128.5869992,36.3184746","129.3027778,35.7272746","127.325613,37.977014","127.8955383,36.4468899","128.2337385,35.1978568",,,"127.2973601,37.6315239","128.5765702,36.3770769","127.2663155,37.832033","127.2973601,37.6315239","127.8962584,37.36939",,,"127.1268875,37.8480867","127.5900265,38.0529377",,,"128.4395653,37.6076773","127.1182258,37.7375926","127.1166322,37.733655","128.7939555,37.9003428","128.1584145,35.6927284","127.7035494,37.25282","127.3010498,37.9472909","128.5089104,35.4751837","126.812549,35.5800916","127.3748195,37.6341003","128.1229315,36.3731215","127.6998773,37.7466428","127.556335,37.407418","127.242225,37.8000013","127.0962577,36.9784933","127.0335434,37.9136994","127.5743799,37.1581773","127.2462256,37.9630833","128.2337385,35.1978568","127.8950678,37.689298","127.3010498,37.9472909","127.2371089,37.9484623","127.6327934,37.7378017","129.064424,35.4166659","127.7872292,37.7680616","127.0843439,37.8422741","127.3793232,37.5150144","127.5586248,37.3876712","127.5586248,37.3876712","127.615409,37.7310095","127.242225,37.8000013","127.615409,37.7310095","127.5669858,37.1755953","127.6224098,37.7336911","127.2905873,37.8627575","127.5900265,38.0529377","127.325613,37.977014","127.5900265,38.0529377",,"127.2663155,37.832033","127.5900265,38.0529377","127.5659557,37.1775817","127.1627722,35.4162672","127.4574482,37.5051795","127.218028,37.9166663","127.3059748,37.9429161","127.8426274,37.3902036","127.8950678,37.689298","127.0843439,37.8422741","127.8950678,37.689298","127.4574482,37.5051795","126.9852559,37.8495257",,"128.2337385,35.1978568","127.4574482,37.5051795","127.3813668,37.6320844","127.6618497,34.9719493","127.7648501,37.2527988","127.0843439,37.8422741","127.2560248,37.8128808","127.2447566,37.9789825","127.5659557,37.1775817","127.2447566,37.9789825","127.9390619,37.4598132","127.1164891,37.7484119","127.5659557,37.1775817","127.1212873,37.7533045","127.2663155,37.832033",,"127.2663155,37.832033","127.0843439,37.8422741","127.7648501,37.2527988","127.2447566,37.9789825"
"127.3137675,37.3910572","128.5870286,36.3199483","129.3039486,35.7277637","127.3257491,37.9772233","127.895603,36.4468861","128.2331048,35.1976325",,,"127.2973613,37.6315239","128.5768103,36.3777517","127.2666498,37.8323095","127.2973613,37.6315239","127.8964938,37.3686302",,,"127.1266044,37.8480984","127.5899778,38.0531838",,,"128.4398262,37.6076157","127.1195974,37.7410356","127.1168841,37.7343291","128.7936878,37.901685","128.1570639,35.6928665","127.7042559,37.2526087","127.3013115,37.9481575","128.5087508,35.4747604","126.8116696,35.5792841","127.3749997,37.6340635","128.1227006,36.3732435","127.7011494,37.7469498","127.5579156,37.4085476","127.242245,37.8001312","127.0936295,36.9772511","127.0356234,37.9154471","127.5743232,37.157751","127.2463015,37.9631799","128.2331048,35.1976325","127.89537,37.6893898","127.3013115,37.9481575","127.2371758,37.9485427","127.6334056,37.738038","129.065203,35.4183922","127.7856447,37.7687883","127.084347,37.8423264","127.3797689,37.5143974","127.5583391,37.3879111","127.5583391,37.3879111","127.6160868,37.7312333","127.242245,37.8001312","127.6160868,37.7312333","127.5671119,37.1754654","127.6227618,37.7338242","127.2910623,37.8636245","127.5899778,38.0531838","127.3257491,37.9772233","127.5899778,38.0531838",,"127.2666498,37.8323095","127.5899778,38.0531838","127.566148,37.1772508","127.1629222,35.416209","127.4574832,37.5051714","127.2182348,37.9170337","127.3069621,37.9431412","127.8434392,37.39035","127.89537,37.6893898","127.084347,37.8423264","127.89537,37.6893898","127.4574832,37.5051714","126.9854506,37.8494698",,"128.2331048,35.1976325","127.4574832,37.5051714","127.3819268,37.6320039","127.6617121,34.9715915","127.7651174,37.2531371","127.084347,37.8423264","127.2564626,37.8131089","127.2445755,37.9793319","127.566148,37.1772508","127.2445755,37.9793319","127.9402123,37.4612493","127.1163541,37.7484106","127.566148,37.1772508","127.1212666,37.7533567","127.2666498,37.8323095",,"127.2666498,37.8323095","127.084347,37.8423264","127.7651174,37.2531371","127.2445755,37.9793319"
"127.3141149,37.3903574","128.5870348,36.320234","129.3066957,35.7289305","127.3258747,37.9775651","127.8960927,36.4468511","128.2321578,35.1972469",,,"127.2986683,37.6318353","128.5769115,36.3780582","127.2671127,37.8325727","127.2986683,37.6318353","127.8968548,37.3674725",,,"127.1263348,37.8481336","127.5899255,38.0532992",,,"128.4400804,37.6075632","127.1207438,37.7439127","127.1171819,37.735125","128.79346,37.9028329","128.1554427,35.693163","127.7050964,37.2523396","127.3015217,37.9487112","128.5087084,35.4746363","126.8114946,35.5791001","127.3756824,37.6338687","128.1222547,36.3735343","127.7034704,37.7476885","127.5579879,37.408589","127.2423173,37.8005856","127.0930298,36.9769895","127.0363794,37.916091","127.5742654,37.157358","127.2463854,37.9632702","128.2321578,35.1972469","127.8956393,37.6894719","127.3015217,37.9487112","127.2371996,37.9485716","127.634355,37.7383714","129.0653193,35.4186522","127.7834049,37.7698023","127.0843467,37.8425877","127.3798585,37.514274","127.5582962,37.3879472","127.5582962,37.3879472","127.6172314,37.7316396","127.2423173,37.8005856","127.6172314,37.7316396","127.5673122,37.1752571","127.6241621,37.7343833","127.2917605,37.8648011","127.5899255,38.0532992","127.3258747,37.9775651","127.5899255,38.0532992",,"127.2671127,37.8325727","127.5899255,38.0532992","127.5663189,37.1768586","127.1629854,35.4161208","127.4579166,37.5050832","127.2184452,37.9173505","127.3074991,37.9432079","127.8434856,37.390358","127.8956393,37.6894719","127.0843467,37.8425877","127.8956393,37.6894719","127.4579166,37.5050832","126.9856308,37.8493859",,"128.2321578,35.1972469","127.4579166,37.5050832","127.3825775,37.6319306","127.6615114,34.9709416","127.7652783,37.2533495","127.0843467,37.8425877","127.2567234,37.8132671","127.2444355,37.9796461","127.5663189,37.1768586","127.2444355,37.9796461","127.9415838,37.4629532","127.1153506,37.7484136","127.5663189,37.1768586","127.1203029,37.7557854","127.2671127,37.8325727",,"127.2671127,37.8325727","127.0843467,37.8425877","127.7652783,37.2533495","127.2444355,37.9796461"
"127.314316,37.3899106","128.5870366,36.3203665","129.3068743,35.7290053","127.3259086,37.977676","127.896501,36.4468227","128.2317814,35.1970499",,,"127.2997988,37.6320554","128.577187,36.3788743","127.2679896,37.8330404","127.2997988,37.6320554","127.8975454,37.3652204",,,"127.1261891,37.8481746","127.5895241,38.0540746",,,"128.440267,37.607532","127.1211807,37.7450525","127.1182258,37.7375926","128.7934474,37.9028926","128.1538783,35.6935051","127.7061386,37.2520223","127.3016619,37.9490828","128.5086581,35.4744862","126.8113874,35.5789931","127.3760997,37.6337438","128.1219042,36.3737534","127.7037249,37.7477854","127.5580467,37.408616","127.2423919,37.8010049","127.0923044,36.9767039","127.0367947,37.916445","127.5742109,37.1569434","127.2465898,37.9634347","128.2317814,35.1970499","127.8969411,37.6898496","127.3016619,37.9490828","127.2372166,37.9485933","127.635175,37.7386408","129.0653412,35.4187006","127.7831703,37.769912","127.0843008,37.8430563","127.3801193,37.5139137","127.558268,37.3879706","127.558268,37.3879706","127.6172371,37.7316414","127.2423919,37.8010049","127.6172371,37.7316414","127.5674315,37.1751362","127.624999,37.7347159","127.2922991,37.8657078","127.5895241,38.0540746","127.3259086,37.977676","127.5895241,38.0540746",,"127.2679896,37.8330404","127.5895241,38.0540746","127.566383,37.1767035","127.1638022,35.4149095","127.4580954,37.5050418","127.2185742,37.9175266","127.3079873,37.943233","127.84522,37.3906765","127.8969411,37.6898496","127.0843008,37.8430563","127.8969411,37.6898496","127.4580954,37.5050418","126.9867583,37.8487346",,"128.2317814,35.1970499","127.4580954,37.5050418","127.3831805,37.6318952","127.6613247,34.9701411","127.7655491,37.2537076","127.0843008,37.8430563","127.2569806,37.813465","127.2443491,37.9799388","127.566383,37.1767035","127.2443491,37.9799388","127.9418915,37.4633676","127.1137987,37.7484617","127.566383,37.1767035","127.1199525,37.7570317","127.2679896,37.8330404",,"127.2679896,37.8330404","127.0843008,37.8430563","127.7655491,37.2537076","127.2443491,37.9799388"
"127.3144296,37.3896467","128.5869493,36.3212165","129.3093735,35.730055","127.3260835,37.9783513","127.8993432,36.4466221","128.2315364,35.1969252",,,"127.3014336,37.6322826","128.5776873,36.3805583","127.2680203,37.8330549","127.3014336,37.6322826","127.897664,37.3645872",,,"127.1260216,37.8482678","127.5894615,38.0541567",,,"128.4406966,37.6074582","127.1215816,37.7461075","127.1195974,37.7410356","128.7934369,37.9029414","128.1524966,35.6938931","127.7064123,37.251928","127.3019618,37.949716","128.5085848,35.4742686","126.81129,35.5788996","127.3773392,37.6332791","128.1216659,36.3739296","127.7046158,37.7481236","127.5581462,37.4086619","127.2424547,37.8012285","127.0915382,36.976485","127.0370538,37.9166659","127.5741667,37.1566063","127.2467101,37.9635251","128.2315364,35.1969252","127.898344,37.6902559","127.3019618,37.949716","127.237679,37.9491459","127.6360869,37.7389165","129.065703,35.419757","127.7811222,37.7708605","127.08422,37.8434886","127.3806183,37.5132013","127.5576516,37.3884983","127.5576516,37.3884983","127.6177935,37.7318571","127.2424547,37.8012285","127.6177935,37.7318571","127.5675992,37.1749658","127.6256884,37.7349919","127.2923036,37.8657141","127.5894615,38.0541567","127.3260835,37.9783513","127.5894615,38.0541567",,"127.2680203,37.8330549","127.5894615,38.0541567","127.5664347,37.1765791","127.1639671,35.4144591","127.4582595,37.5050175","127.2186283,37.9176763","127.3084869,37.9432158","127.8481222,37.3914071","127.898344,37.6902559","127.08422,37.8434886","127.898344,37.6902559","127.4582595,37.5050175","126.9869077,37.848665",,"128.2315364,35.1969252","127.4582595,37.5050175","127.3835443,37.6318829","127.6610867,34.9694246","127.7659952,37.2542348","127.08422,37.8434886","127.2572298,37.8137026","127.2442866,37.9802298","127.5664347,37.1765791","127.2442866,37.9802298","127.9426512,37.4642941","127.1136613,37.7484658","127.5664347,37.1765791","127.1197746,37.7576368","127.2680203,37.8330549",,"127.2680203,37.8330549","127.08422,37.8434886","127.7659952,37.2542348","127.2442866,37.9802298"
"127.3145946,37.3891512","128.5867999,36.3219328","129.3110312,35.7307566","127.326142,37.9786236","127.9054369,36.4461995","128.2313289,35.1968065",,,"127.3019718,37.6323339","128.5778743,36.3811831","127.268043,37.8330666","127.3019718,37.6323339","127.8976899,37.3643618",,,"127.1257868,37.8483996","127.5893681,38.0542577",,,"128.441133,37.6073845","127.1216981,37.7464152","127.1207438,37.7439127","128.7934232,37.9030064","128.1515001,35.6942221","127.7069813,37.2517323","127.3021498,37.9500498","128.5084628,35.4738539","126.811256,35.5788643","127.3775807,37.6331955","128.1207726,36.3745914","127.7050294,37.7482807","127.558231,37.4086988","127.2425427,37.8014288","127.0910029,36.976365","127.040459,37.9195706","127.5741189,37.15618","127.24691,37.9636751","128.2313289,35.1968065","127.8987666,37.690378","127.3021498,37.9500498","127.2377243,37.9491992","127.6372666,37.7391846","129.0661981,35.4215511","127.7802347,37.7712728","127.0841065,37.8438559","127.3810697,37.5125221","127.556289,37.3896644","127.556289,37.3896644","127.6186123,37.7321745","127.2425427,37.8014288","127.6186123,37.7321745","127.5679492,37.1745951","127.6269115,37.7354827","127.2924338,37.8659253","127.5893681,38.0542577","127.326142,37.9786236","127.5893681,38.0542577",,"127.268043,37.8330666","127.5893681,38.0542577","127.5664482,37.176543","127.1641676,35.4139268","127.4583896,37.5050005","127.2191083,37.9183111","127.3091244,37.9431493","127.8500877,37.3918655","127.8987666,37.690378","127.0841065,37.8438559","127.8987666,37.690378","127.4583896,37.5050005","126.9872052,37.8485437",,"128.2313289,35.1968065","127.4583896,37.5050005","127.3846221,37.6318849","127.6606812,34.9687758","127.7661253,37.2543635","127.0841065,37.8438559","127.257533,37.8140827","127.2441439,37.9816472","127.5664482,37.176543","127.2441439,37.9816472","127.9433636,37.465245","127.1134603,37.7484849","127.5664482,37.176543","127.1196088,37.7583221","127.268043,37.8330666",,"127.268043,37.8330666","127.0841065,37.8438559","127.7661253,37.2543635","127.2441439,37.9816472"
"127.314696,37.3888043","128.5860864,36.3239829","129.3145351,35.7322282","127.3262252,37.9790734","127.9105927,36.4458844","128.2308905,35.1965567",,,"127.3023786,37.6323662","128.5779326,36.3813647","127.2685069,37.8333325","127.3023786,37.6323662","127.8976967,37.3641454",,,"127.1255623,37.848507","127.5893419,38.0542748",,,"128.44215,37.6072664","127.1218787,37.7470692","127.1211807,37.7450525","128.7934201,37.9030208","128.1497711,35.6948626","127.7085529,37.2512338","127.3022868,37.950333","128.5083748,35.4734282","126.811197,35.5787954","127.3785832,37.6328279","128.1206231,36.3747184","127.7057293,37.7485309","127.5583994,37.4087592","127.2426725,37.8016544","127.0905472,36.9762886","127.0417896,37.920944","127.5741154,37.1559798","127.2469588,37.9637095","128.2308905,35.1965567","127.8989756,37.6904395","127.3022868,37.950333","127.2382956,37.9498674","127.6383044,37.7394033","129.066313,35.4219652","127.7789992,37.7718462","127.0839427,37.8442889","127.3812478,37.5122537","127.5550065,37.3907494","127.5550065,37.3907494","127.6195275,37.7325404","127.2426725,37.8016544","127.6195275,37.7325404","127.5681495,37.1743823","127.6272239,37.7356158","127.2928616,37.8666164","127.5893419,38.0542748","127.3262252,37.9790734","127.5893419,38.0542748",,"127.2685069,37.8333325","127.5893419,38.0542748","127.5665426,37.176332","127.1646814,35.4129877","127.458849,37.5049511","127.2203874,37.9197328","127.309482,37.9430831","127.8504338,37.3919519","127.8989756,37.6904395","127.0839427,37.8442889","127.8989756,37.6904395","127.458849,37.5049511","126.9872599,37.8485214",,"128.2308905,35.1965567","127.458849,37.5049511","127.3857768,37.6319996","127.6605725,34.9686335","127.766157,37.2543949","127.0839427,37.8442889","127.2579579,37.8147758","127.2441239,37.9818329","127.5665426,37.176332","127.2441239,37.9818329","127.9438371,37.4659662","127.1132865,37.7485024","127.5665426,37.176332","127.1194893,37.7590383","127.2685069,37.8333325",,"127.2685069,37.8333325","127.0839427,37.8442889","127.766157,37.2543949","127.2441239,37.9818329"
"127.3147508,37.3885502","128.5852329,36.3263021","129.3145597,35.7322387","127.3262578,37.9792655","127.9122681,36.4457677","128.2303365,35.1961479",,,"127.3024239,37.6323689","128.5780095,36.3816056","127.268711,37.8334925","127.3024239,37.6323689","127.8977058,37.3637298",,,"127.1251818,37.8486752","127.5891392,38.0544129",,,"128.4430869,37.6071742","127.1220189,37.747852","127.1215816,37.7461075","128.7925661,37.9071949","128.149651,35.6949065","127.7107556,37.2505674","127.3024205,37.9505559","128.5083138,35.4731348","126.8111435,35.5787329","127.3792886,37.6325961","128.1193065,36.3759774","127.7061463,37.7486663","127.5587,37.4088176","127.2429122,37.801983","127.0900834,36.9762302","127.042901,37.9224526",,"127.2470372,37.9637574","128.2303365,35.1961479","127.8993607,37.6905526","127.3024205,37.9505559","127.2384872,37.9500913","127.6385178,37.7394418","129.0668484,35.4249271","127.7770438,37.772735","127.0837453,37.8446325","127.3812977,37.5121771","127.5544329,37.3912301","127.5544329,37.3912301","127.6196059,37.7325719","127.2429122,37.801983","127.6196059,37.7325719","127.5681731,37.1743561","127.6282994,37.736041","127.2932874,37.8672247","127.5891392,38.0544129","127.3262578,37.9792655","127.5891392,38.0544129",,"127.268711,37.8334925","127.5891392,38.0544129","127.5665876,37.1762328","127.1653217,35.4118417","127.4591104,37.5049331","127.2204666,37.919842","127.3097598,37.9430304","127.8530794,37.3926291","127.8993607,37.6905526","127.0837453,37.8446325","127.8993607,37.6905526","127.4591104,37.5049331","126.9873032,37.8485072",,"128.2303365,35.1961479","127.4591104,37.5049331","127.3872373,37.6322479","127.6604857,34.9685299","127.7664263,37.2546602","127.0837453,37.8446325","127.2587321,37.8160302","127.244099,37.9820996","127.5665876,37.1762328","127.244099,37.9820996","127.9442872,37.4667333","127.1106783,37.7486569","127.5665876,37.1762328","127.1193167,37.7601563","127.268711,37.8334925",,"127.268711,37.8334925","127.0837453,37.8446325","127.7664263,37.2546602","127.244099,37.9820996"
"127.3148012,37.3882862","128.5848067,36.3274599","129.3149046,35.7323831","127.3262642,37.9794565","127.917041,36.4454419","128.2293725,35.1953359",,,"127.3034868,37.632441","128.5780747,36.3818078","127.2687495,37.833525","127.3034868,37.632441","127.8977084,37.363582",,,"127.1250429,37.8487199","127.5885993,38.0546747",,,"128.4440747,37.6070743","127.1220525,37.7481631","127.1216981,37.7464152","128.792192,37.9090267","128.1483456,35.6954428","127.7107792,37.2505601","127.3025871,37.9508328","128.5082877,35.4728934","126.8110834,35.5786613","127.3798997,37.6324138","128.1188036,36.376521","127.7065542,37.748799","127.5589723,37.4088337","127.2431114,37.8021791","127.089595,36.9761799","127.0432563,37.9231335",,"127.2471304,37.9638135","128.2293725,35.1953359","127.9000128,37.6907451","127.3025871,37.9508328","127.2385517,37.9501807","127.6395692,37.7396344","129.0668751,35.4250548","127.7758911,37.7732975","127.0834188,37.8450856","127.3813363,37.5121167","127.5540739,37.3915556","127.5540739,37.3915556","127.6208619,37.7330897","127.2431114,37.8021791","127.6208619,37.7330897","127.5684567,37.1740603","127.6305867,37.7369416","127.2936533,37.8676949","127.5885993,38.0546747","127.3262642,37.9794565","127.5885993,38.0546747",,"127.2687495,37.833525","127.5885993,38.0546747","127.5667743,37.1759073","127.1653582,35.4117886","127.4606605,37.5048363","127.2205922,37.9200109","127.3099819,37.9429893","127.8541518,37.3929333","127.9000128,37.6907451","127.0834188,37.8450856","127.9000128,37.6907451","127.4606605,37.5048363","126.9875983,37.8484066",,"128.2293725,35.1953359","127.4606605,37.5048363","127.3890568,37.6326814","127.66041,34.9684398","127.7667408,37.2549272","127.0834188,37.8450856","127.2589747,37.8165372","127.2440119,37.9829331","127.5667743,37.1759073","127.2440119,37.9829331","127.9446989,37.4675079","127.1106193,37.7486613","127.5667743,37.1759073","127.1192553,37.760623","127.2687495,37.833525",,"127.2687495,37.833525","127.0834188,37.8450856","127.7667408,37.2549272","127.2440119,37.9829331"
"127.3148619,37.3879365","128.5845995,36.3280243","129.3166326,35.7331089","127.3262445,37.9796007","127.9182535,36.4453665","128.2293493,35.1953153",,,"127.3043991,37.6324416","128.5781167,36.3819436","127.2689411,37.8336867","127.3043991,37.6324416","127.8977064,37.3632097",,,"127.1249997,37.8487305","127.5874521,38.0551911",,,"128.4480679,37.6066881","127.1220951,37.748713","127.1218787,37.7470692","128.7920935,37.9094397","128.1479339,35.6956434","127.7116241,37.2502801","127.3036872,37.9523083","128.5082666,35.4727051","126.8109613,35.5784884","127.3807195,37.6322073","128.1184217,36.3770152","127.7066371,37.7488259","127.5590277,37.4088364","127.2432179,37.8022757","127.0888008,36.9761501","127.0435791,37.9237513",,"127.2478494,37.9642828","128.2293493,35.1953153","127.9005345,37.6909515","127.3036872,37.9523083","127.2386876,37.9503676","127.6404603,37.7397433","129.0670619,35.4259413","127.77499,37.7737502","127.083318,37.8452267","127.3815053,37.5118438","127.5540468,37.3915845","127.5540468,37.3915845","127.621549,37.7333666","127.2432179,37.8022757","127.621549,37.7333666","127.5687065,37.1737491","127.6320745,37.7375249","127.2938119,37.8678998","127.5874521,38.0551911","127.3262445,37.9796007","127.5874521,38.0551911",,"127.2689411,37.8336867","127.5874521,38.0551911","127.5668913,37.1757243","127.1657719,35.4111126","127.4617116,37.5047835","127.2206409,37.9200831","127.3101936,37.9429509","127.8543939,37.3929974","127.9005345,37.6909515","127.083318,37.8452267","127.9005345,37.6909515","127.4617116,37.5047835","126.9879615,37.8483108",,"128.2293493,35.1953153","127.4617116,37.5047835","127.3901739,37.6329799","127.6599062,34.9679572","127.7669375,37.2550665","127.083318,37.8452267","127.2590658,37.816833","127.2439499,37.9833998","127.5668913,37.1757243","127.2439499,37.9833998","127.9449512,37.4680919","127.1087911,37.7487814","127.5668913,37.1757243","127.1191029,37.7617852","127.2689411,37.8336867",,"127.2689411,37.8336867","127.083318,37.8452267","127.7669375,37.2550665","127.2439499,37.9833998"
