0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,"128.016925,37.8377415",,"127.9506364,37.7292349",,"126.8102474,35.2262959",,,"127.8956393,37.6894719",,"127.6350383,38.0031157",,"128.5930797,38.072064","127.7776889,37.9300761",,,"127.4896678,38.0760706",,"127.7680214,37.608292","128.3783621,37.5611743"
,"128.0169881,37.8379945",,"127.9502591,37.7291453",,"126.8100798,35.2262426",,,"127.8969411,37.6898496",,"127.6347254,38.0032937",,"128.5923673,38.0726807","127.7779136,37.9305136",,,"127.4899609,38.075912",,"127.768096,37.6085478","128.3788365,37.5613663"
,"128.0170104,37.8380918",,"127.9498054,37.7289929",,"126.808241,35.2256397",,,"127.8972044,37.6898776",,"127.6345718,38.0033975",,"128.5913564,38.0736265","127.7780396,37.9307251",,,"127.4902015,38.075712",,"127.7682339,37.6087683","128.3790904,37.5614861"
,"128.0170244,37.8381413",,"127.9495597,37.7289055",,"126.8080404,35.2255782",,,"127.8980496,37.6901289",,"127.6342749,38.0036078",,"128.5906829,38.0743339","127.7783177,37.9311661",,,"127.490287,38.0756228",,"127.7684709,37.6094691","128.3791872,37.5615314"
,"128.0170664,37.838306",,"127.9494551,37.728868",,"126.8072382,35.2253274",,,"127.8984865,37.6901743",,"127.6340554,38.0037982",,"128.5896916,38.0755264","127.7784321,37.9313254",,,"127.4903189,38.0755894",,"127.7685771,37.6097059","128.379292,37.5615811"
,"128.0170839,37.8383717",,"127.9493199,37.7288415",,"126.806149,35.2249614",,,"127.8988493,37.6901497",,"127.6339326,38.0039119",,"128.5896625,38.0755619","127.7787876,37.9317328",,,"127.4904147,38.0754885",,"127.7686556,37.6097976","128.3796917,37.5617809"
,"128.0171237,37.838541",,"127.9492074,37.7288194",,"126.8045964,35.2244394",,,"127.8989991,37.6901582",,"127.6335915,38.0042674",,"128.589545,38.0757098","127.7789419,37.9319091",,,"127.4906724,38.0752172",,"127.7688081,37.6099739","128.3800301,37.5619595"
,"128.017524,37.8403635",,"127.94907,37.7288127",,"126.8042775,35.2243312",,,"127.8990274,37.6901608",,"127.6333005,38.0046148",,"128.5894411,38.0758595","127.7789841,37.9319577",,,"127.4907374,38.0751433",,"127.76914,37.6102697","128.3802946,37.5621135"
,"128.017721,37.8412252",,"127.9489532,37.7288141",,"126.8009597,35.223222",,,"127.8991999,37.6901746",,"127.633104,38.004889",,"128.5890113,38.0764754","127.7791498,37.932133",,,"127.490799,38.075082",,"127.7694342,37.6104845","128.3809233,37.5625261"
,"128.0177995,37.8415583",,"127.9488182,37.7288263",,"126.7994794,35.222731",,,"127.8995746,37.6902409",,"127.632937,38.0051749",,"128.5883394,38.0776001","127.7792594,37.9322337",,,"127.4908811,38.0750198",,"127.7695389,37.6106005","128.381203,37.5627223"
,"128.017987,37.8422163",,"127.9485777,37.7288425",,"126.7990249,35.2225561",,,"127.9000774,37.6903168",,"127.6327181,38.0056438",,"128.5867405,38.080425","127.7804151,37.9332999",,,"127.49097,38.0749658",,"127.7696618,37.6107408","128.3814866,37.5629554"
,"128.0181381,37.8425284",,"127.9483643,37.7288343",,"126.7984151,35.2222893",,,"127.900242,37.6903414",,"127.6326727,38.0057565",,"128.5863338,38.0811425","127.7811356,37.9339634",,,"127.4910339,38.0749207",,"127.7697575,37.6108866","128.3818423,37.5632592"
,"128.0187377,37.8437543",,"127.948194,37.7288143",,"126.7975992,35.2218572",,,"127.9005871,37.6903826",,"127.6326489,38.0058178",,"128.5853478,38.0828568","127.7813184,37.9341441",,,"127.4910738,38.0748739",,"127.7703032,37.6117291","128.3824953,37.5638114"
,"128.0190859,37.8444648",,"127.9479872,37.7287781",,"126.7971578,35.2215598",,,"127.9006098,37.6903898",,"127.6325753,38.0060459",,"128.5850778,38.0833333","127.7822915,37.9350683",,,"127.4910966,38.0748234",,"127.7704057,37.6118568","128.3827447,37.564024"
,"128.0192711,37.8449353",,"127.9477622,37.7287158",,"126.7967126,35.221201",,,"127.9009119,37.6904744",,"127.6324758,38.006494",,"128.5849032,38.0836305","127.7824114,37.9351816",,,"127.4911023,38.074781",,"127.7705488,37.6119565","128.3836369,37.5647916"
,"128.019306,37.8450478",,"127.9475188,37.7286302",,"126.7963267,35.2208471",,,"127.9011245,37.6905575",,"127.6324668,38.0065336",,"128.5843943,38.0845329","127.782825,37.9356231",,,"127.491108,38.0747342",,"127.7706723,37.6119635","128.3853242,37.5662409"
,"128.0193867,37.8453828",,"127.9474574,37.7286088",,"126.7963114,35.2208299",,,"127.9014373,37.6907249",,"127.6323914,38.0070682",,"128.5841139,38.0850077","127.7829599,37.9357625",,,"127.4910909,38.0746593",,"127.770738,37.6119624","128.3862864,37.5670746"
,"128.0194353,37.8458233",,"127.9470865,37.7284552",,"126.7961264,35.2206287",,,"127.9015465,37.6907859",,"127.6323871,38.0071908",,"128.5834628,38.0861646","127.7829873,37.9357913",,,"127.4910579,38.0745674",,"127.7708116,37.6119415","128.3883624,37.5688328"
,"128.0194407,37.8462703",,"127.9468986,37.7283496",,"126.7959848,35.2204763",,,"127.9016444,37.6908396",,"127.6322793,38.0118659",,"128.5829381,38.0871563","127.7833337,37.9362194",,,"127.4910374,38.0744782",,"127.7708523,37.6119126","128.3890489,37.5694243"
,"128.019437,37.8463866",,"127.946844,37.7283191",,"126.7957435,35.2201774",,,"127.9019424,37.6909945",,"127.6322643,38.0130331",,"128.5824355,38.088255","127.7835305,37.9364785",,,"127.4910385,38.0743863",,"127.770902,37.6118755","128.391037,37.5711075"
,"128.01943,37.8465326",,"127.9465706,37.7281417",,"126.7954927,35.219827",,,"127.9023996,37.6912327",,"127.6322645,38.0131151",,"128.5822841,38.0885853","127.7835922,37.9365604",,,"127.4910545,38.0742943",,"127.7710204,37.6117157","128.3939437,37.5735641"
,"128.019283,37.8472823",,"127.9463333,37.7279371",,"126.7952633,35.2194181",,,"127.9026681,37.6913733",,"127.6322693,38.0132593",,"128.5818194,38.0897811","127.7838154,37.9368952",,,"127.4912575,38.0737617",,"127.7717083,37.6108128","128.3949653,37.5744226"
,"128.0191971,37.8475197",,"127.9462065,37.7277916",,"126.7951975,35.2192779",,,"127.902999,37.6915308",,"127.6322812,38.0135747",,"128.581319,38.0914223","127.7840239,37.9372344",,,"127.4914023,38.0733597",,"127.7719879,37.6104317","128.3951369,37.5745673"
,"128.0190607,37.8478385",,"127.946099,37.7276577",,"126.7951186,35.2191233",,,"127.9031889,37.6916221",,"127.632363,38.0140866",,"128.5810781,38.0924078","127.7842222,37.9376251",,,"127.4915848,38.0728613",,"127.7724805,37.60976","128.3952833,37.5746924"
,"128.0190562,37.8478475",,"127.9460818,37.7276352",,"126.7949581,35.218749",,,"127.9037073,37.6918466",,"127.6324353,38.0143343",,"128.5808615,38.0937283","127.7842956,37.9377701",,,"127.4916498,38.0726351",,"127.7726902,37.6094567","128.3955007,37.5748782"
,"128.0188073,37.848329",,"127.9458796,37.7274043",,"126.7947258,35.2180417",,,"127.9041769,37.6920541",,"127.6325922,38.0148073",,"128.5808115,38.0949031","127.7844243,37.9380771",,,"127.4916555,38.0724711",,"127.7728805,37.6091317","128.3966769,37.5758805"
,"128.0186115,37.8486138",,"127.9456671,37.7271618",,"126.7946604,35.2177266",,,"127.9047329,37.6923108",,"127.6327362,38.0150902",,"128.5808721,38.0956839","127.7845475,37.938458",,,"127.4916282,38.0723395",,"127.7729941,37.6089224","128.3976956,37.5766858"
,"128.0183872,37.8488806",,"127.945305,37.7267702",,"126.794583,35.217269",,,"127.9050889,37.69248",,"127.6329808,38.0154991",,"128.5809137,38.0962639","127.7846182,37.9387923",,,"127.4914618,38.0719078",,"127.7730605,37.6087987","128.3982269,37.5770801"
,"128.0182248,37.8490661",,"127.9449054,37.7263706",,"126.7945123,35.2166861",,,"127.9053857,37.6926313",,"127.6332023,38.0158044",,"128.5809473,38.0965366","127.7846459,37.939177",,,"127.4911426,38.071148",,"127.7730887,37.6087545","128.3987187,37.5773901"
,"128.0179279,37.8493658",,"127.9447545,37.7261774",,"126.7944361,35.2158336",,,"127.9054399,37.6925788",,"127.6333462,38.0159971",,"128.5810341,38.0972361","127.7846496,37.9395583",,,"127.4911176,38.0710317",,"127.7732779,37.6084557","128.4018803,37.5792443"
,"128.0169685,37.8503344",,"127.9445818,37.7259554",,"126.7942616,35.2139083",,,"127.9059353,37.6918993",,"127.6335517,38.0162303",,"128.5811337,38.0978048","127.7845965,37.9399505",,,"127.4911005,38.0709497",,"127.7733432,37.6083483","128.4024998,37.5796181"
,"128.0164441,37.8509234",,"127.9444948,37.7258205",,"126.7941633,35.2128338",,,"127.9059578,37.6918641",,"127.6336076,38.0162897",,"128.5812375,38.0982698","127.7844752,37.9406466",,,"127.4910937,38.0708596",,"127.7741,37.6071018","128.4031125,37.5799911"
,"128.0161874,37.8512742",,"127.9444008,37.7256758",,"126.7939988,35.2107599",,,"127.9059769,37.6918298",,"127.6336145,38.0162978",,"128.5812896,38.0984838","127.7843419,37.9412012",,,"127.4911005,38.0707658",,"127.7745561,37.6063373","128.405537,37.5816589"
,"128.0144919,37.8536269",,"127.9442258,37.7254322",,"126.7938196,35.2087517",,,"127.9059881,37.6918036",,"127.6336453,38.0163311",,"128.581913,38.1006969","127.7839582,37.942646",,,"127.4911211,38.0705648",,"127.7745786,37.6062994","128.4063125,37.5821919"
,"128.0141102,37.8541558",,"127.9441869,37.7253791",,"126.7937854,35.2083782",,,"127.9060472,37.6916222",,"127.6337172,38.0164085",,"128.5831554,38.1047347","127.7838224,37.9431555",,,"127.4911621,38.0702665",,"127.7748309,37.6058842","128.4065615,37.5823658"
,"128.0138807,37.8545011",,"127.9439922,37.7250797",,"126.7936635,35.2069799",,,"127.9063186,37.6916835",,"127.6337332,38.0164247",,"128.5833237,38.1056317","127.7837842,37.9432719",,,"127.4912614,38.0698916",,"127.7749764,37.6057189","128.4075391,37.5830406"
,"128.0136321,37.8548798",,"127.9437907,37.7247768",,"126.7936437,35.2067291",,,,,"127.6337777,38.0164707",,"128.5833659,38.106245","127.7812768,37.9527884",,,"127.4914256,38.0694374",,"127.7751593,37.6055418","128.4079617,37.583333"
,"128.0134714,37.8551392",,"127.9436659,37.7245997",,"126.7935562,35.2056718",,,,,"127.6341007,38.0167713",,"128.5834015,38.1066511","127.7811081,37.9533188",,,"127.4915248,38.0691562",,"127.7754554,37.6053437","128.408076,37.5834123"
,"128.0134243,37.8552331",,"127.9436293,37.7245547",,"126.793522,35.2051847",,,,,"127.6344784,38.0171206",,"128.583441,38.1074691","127.7809841,37.9536444",,,"127.4915545,38.0690444",,"127.7757256,37.6052052","128.4083615,37.5836075"
,"128.0133537,37.8553776",,"127.9434994,37.7244516",,"126.7935241,35.2049358",,,,,"127.6344932,38.0171332",,"128.5834375,38.1087768","127.7807742,37.9541226",,,"127.4915773,38.0689056",,"127.7764386,37.6050007","128.4089055,37.5840089"
,"128.0133032,37.8554815",,"127.9431301,37.724179",,"126.7935338,35.2045788",,,,,"127.6349588,38.0175599",,"128.5834082,38.1091087","127.7805209,37.9545576",,,"127.4915933,38.0687632",,"127.7770011,37.6048489","128.4090117,37.5840874"
,"128.0131857,37.8557488",,"127.9430856,37.7241512",,"126.7935532,35.204239",,,,,"127.635203,38.0177696",,"128.5832973,38.10971","127.7804508,37.9546795",,,"127.4915967,38.068692",,"127.7773386,37.6048075","128.4095,37.5844658"
,"128.013097,37.8560638",,"127.9427337,37.7239308",,"126.7935824,35.2039182",,,,,"127.6354004,38.0179469",,"128.5831333,38.1104992","127.7800191,37.9552105",,,"127.4916092,38.0685947",,"127.7785757,37.6047947","128.4097368,37.5846659"
,"128.0130046,37.8565175",,"127.9420066,37.7235883",,"126.7936179,35.2036199",,,,,"127.635971,38.0184627",,"128.582946,38.1111831","127.7798437,37.9554867",,,"127.4916514,38.0684045",,"127.7790402,37.6047828","128.4098596,37.5847911"
,"128.0129731,37.8567304",,"127.9419519,37.7235624",,"126.7936851,35.2032226",,,,,"127.6366249,38.0190496",,"128.58284,38.1115735","127.7795513,37.9558191",,,"127.4917347,38.0681999",,"127.782612,37.6043939","128.4101428,37.5850765"
,"128.0129584,37.8570693",,"127.9418166,37.7235061",,"126.7937459,35.2029254",,,,,"127.636731,38.0191531",,"128.5819796,38.1137173","127.7792994,37.9560351",,,"127.4917735,38.0681504",,"127.7830638,37.6043541","128.4108968,37.5859828"
,"128.0130058,37.8576739",,"127.9415551,37.723416",,"126.7937792,35.2027543",,,,,"127.6369901,38.0194034",,"128.5813154,38.1152375","127.7787558,37.9564627",,,"127.4918464,38.0680638",,"127.7832406,37.6043491","128.4110267,37.5861395"
,"128.0131184,37.8581709",,"127.9412961,37.7233683",,"126.7938969,35.2022338",,,,,"127.6371008,38.0195105",,"128.5808982,38.1162696","127.7785446,37.956602",,,"127.4919365,38.0679602",,"127.7835521,37.6043466","128.4111295,37.5863037"
,"128.0133106,37.8586802",,"127.9411847,37.7233444",,"126.793986,35.2018358",,,,,"127.637175,38.0195825",,"128.5801573,38.1180113","127.7782561,37.9567802",,,"127.492095,38.0678016",,"127.7839816,37.6043807","128.4115713,37.5870501"
,"128.0135515,37.8591569",,"127.940995,37.7233037",,"126.7943401,35.2002689",,,,,"127.6372424,38.0196437",,"128.5800725,38.1182194","127.7779722,37.9569386",,,"127.4922489,38.0676763",,"127.7841301,37.604393","128.4119994,37.5877958"
,"128.0137836,37.8595082",,"127.9409529,37.7232894",,"126.7943458,35.2002428",,,,,"127.6372777,38.019677",,"128.5798358,38.1189516","127.7778244,37.9570074",,,"127.4923709,38.0675907",,"127.7846288,37.6044458","128.4124243,37.5885497"
,"128.0139741,37.8597661",,"127.9407971,37.7232368",,"126.7944818,35.1996395",,,,,"127.6374798,38.0198778",,"128.5796288,38.1196916","127.7773517,37.9572258",,,"127.4924895,38.0675159",,"127.7846866,37.604452","128.4127489,37.5890663"
,"128.0144493,37.8602579",,"127.940499,37.7231045",,"126.7946158,35.1988702",,,,,"127.6376111,38.0200254",,"128.5794366,38.1205081","127.7770335,37.9573716",,,"127.4925944,38.0674609",,"127.7851536,37.6045266","128.4131116,37.5895493"
,"128.0148871,37.8606075",,"127.9401847,37.723487",,"126.7946409,35.1985124",,,,,"127.637675,38.0200965",,"128.579369,38.1207989","127.7768552,37.9574748",,,"127.4926856,38.0674132",,"127.785199,37.6045373","128.4134887,37.5900034"
,"128.0151876,37.8608234",,"127.9401475,37.7235204",,"126.7946182,35.197964",,,,,"127.6377663,38.0202064",,"128.5791391,38.1221501","127.7767713,37.9575696",,,"127.4932282,38.067178",,"127.7854326,37.6045908","128.413499,37.5900159"
,"128.017031,37.8618771",,"127.9401204,37.7235431",,"126.7945614,35.1975372",,,,,"127.6379605,38.020472",,"128.579028,38.1229722","127.7767544,37.9575976",,,"127.4933685,38.0671167",,"127.7854473,37.6045944","128.4137811,37.5902968"
,"128.0180535,37.8624404",,"127.9399824,37.7236238",,"126.7944207,35.1969178",,,,,"127.6379879,38.0205099",,"128.5789819,38.1233295","127.7766378,37.9577917",,,"127.493422,38.0670933",,"127.7855845,37.6046301","128.4140173,37.5905329"
,"128.0184724,37.8626711",,"127.9399621,37.7236428",,"126.7943745,35.1967967",,,,,"127.6382255,38.020835",,"128.5788863,38.1244317","127.776671,37.9578348",,,"127.4934779,38.0670716",,"127.7857864,37.6046828","128.4140838,37.5905982"
,"128.0201344,37.8636372",,"127.9399317,37.7236844",,"126.7943498,35.1967316",,,,,"127.6386539,38.0214194",,"128.5788846,38.1247039","127.7766917,37.9578961",,,"127.493552,38.0670419",,"127.7858329,37.6046953","128.4144386,37.5909001"
,"128.0202407,37.8637169",,"127.9397433,37.7240528",,"126.7941551,35.1962589",,,,,"127.63961,38.0227756",,"128.5788817,38.1259007","127.7766852,37.9579673",,,"127.4936786,38.0669923",,"127.7858499,37.6046998","128.4144592,37.5909152"
,"128.0206739,37.8640413",,"127.9396857,37.7241125",,"126.7940247,35.1959705",,,,,"127.6397038,38.0229287",,"128.5789617,38.1270761","127.7766603,37.9580115",,,"127.4939351,38.0668905",,"127.7861867,37.6047729","128.4147667,37.5911463"
,"128.0215036,37.8648253",,"127.9395414,37.7242645",,"126.7939902,35.1958955",,,,,"127.6397919,38.0231449",,"128.579069,38.1280827","127.7766126,37.9580513",,,"127.4942554,38.0668013",,"127.786402,37.6048012","128.4149553,37.5912872"
,"128.0215116,37.8648325",,"127.9394346,37.7244298",,"126.7937183,35.1954521",,,,,"127.6399186,38.0238577",,"128.5792593,38.1293075","127.7765592,37.9580776",,,"127.4944002,38.0667616",,"127.7866671,37.6048014","128.4150297,37.5913488"
,"128.0215977,37.8649412",,"127.9393219,37.7247547",,"126.7933579,35.1949531",,,,,"127.6399959,38.0243767",,"128.5793397,38.1298106","127.7767343,37.9583133",,,"127.4944549,38.0667463",,"127.7866739,37.6048014","128.4151268,37.5914175"
,"128.0219453,37.8653822",,"127.9392378,37.7249245",,"126.792986,35.1945227",,,,,"127.6400171,38.0253095",,"128.5794723,38.1303726","127.7768646,37.9584581",,,"127.4945986,38.06674",,"127.7872245,37.604783","128.4152741,37.5915101"
,"128.0223557,37.8660284",,"127.9392178,37.7249976",,"126.7929021,35.1944428",,,,,"127.6400184,38.0254132",,"128.5796522,38.131119","127.77718,37.9587737",,,"127.4946624,38.06674",,"127.7878803,37.6047408","128.4158494,37.5918743"
,"128.022575,37.8664916",,"127.9392294,37.7250471",,"126.7925284,35.194089",,,,,"127.640026,38.0258431",,"128.580517,38.1342077","127.7775767,37.9592396",,,"127.4946898,38.06674",,"127.7881282,37.6047014","128.4163864,37.5921576"
,"128.022633,37.8666518",,"127.9392901,37.7251424",,"126.792237,35.1938727",,,,,"127.6400503,38.0260008",,"128.5805942,38.1344926","127.7779784,37.9598101",,,"127.4952632,38.0667419",,"127.7886397,37.604547","128.4171243,37.5924746"
,"128.0228996,37.8673824",,"127.9394228,37.7253276",,"126.7916618,35.1934455",,,,,"127.6401132,38.0261422",,"128.5815054,38.1378657","127.77814,37.9600837",,,"127.4954137,38.0667428",,"127.7889273,37.6044958","128.418148,37.5929146"
,"128.0229114,37.8674338",,"127.9394316,37.7254565",,"126.7911536,35.1931495",,,,,"127.6402069,38.026289",,"128.5815645,38.138076","127.7783074,37.9603979",,,"127.4955482,38.0667473",,"127.789506,37.6044565","128.4184623,37.5930491"
,"128.0229489,37.8675994",,"127.9394042,37.7256287",,"126.7901914,35.1926452",,,,,"127.6403063,38.0264051",,"128.5817811,38.1388401","127.7783878,37.9606077",,,"127.4956098,38.0667491",,"127.7899679,37.6043688","128.4192117,37.5933831"
,"128.0229572,37.8676463",,"127.9394374,37.7258728",,"126.7895419,35.1923033",,,,,"127.6405919,38.0268212",,"128.5822207,38.1404006","127.7784868,37.9608796",,,"127.4958423,38.0667545",,"127.7915118,37.603991","128.4198371,37.5937577"
