0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"127.5316739,37.6831955","127.251564,37.6026483","127.1896472,37.5812163","127.1896472,37.5812163","127.6111746,37.7300825","127.1020645,35.9583885",,"127.3080595,37.6427058","127.1896472,37.5812163","127.3732935,37.6343817","127.6256884,37.7349919","127.1542426,37.6693901","127.4935791,37.6644264","127.251564,37.6026483","127.5316739,37.6831955","127.1896472,37.5812163","127.2415615,37.9572409","127.4223212,37.3789898","127.2446123,37.5453317","127.6983202,37.2539772"
"127.5322592,37.6835117","127.2520995,37.6030856","127.1903608,37.5814697","127.1903608,37.5814697","127.6128739,37.7303666","127.1019985,35.9582783",,"127.3082072,37.6416975","127.1903608,37.5814697","127.37362,37.6343424","127.6269115,37.7354827","127.1544585,37.6697693","127.4935825,37.6644418","127.2520995,37.6030856","127.5322592,37.6835117","127.1903608,37.5814697","127.2422617,37.957858","127.4234676,37.3790248","127.2446951,37.5452859","127.6987869,37.2539043"
"127.5328309,37.6838198","127.2524951,37.6033812","127.1907238,37.5816166","127.1907238,37.5816166","127.6143747,37.730741","127.1018919,35.958103",,"127.3082753,37.6412469","127.1907238,37.5816166","127.3739023,37.6342868","127.6272239,37.7356158","127.154799,37.6701876","127.4937343,37.6650448","127.2524951,37.6033812","127.5328309,37.6838198","127.1907238,37.5816166","127.2430493,37.9585411","127.4312443,37.3792225","127.2447303,37.545268","127.6997934,37.253717"
"127.5340108,37.6845622","127.2528614,37.6036046","127.1912269,37.5818415","127.1912269,37.5818415","127.615409,37.7310095","127.0989494,35.9533662",,"127.3083818,37.6408181","127.1912269,37.5818415","127.374129,37.634242","127.6282994,37.736041","127.1549933,37.6703585","127.4941334,37.6664644","127.2528614,37.6036046","127.5340108,37.6845622","127.1912269,37.5818415","127.2431673,37.9586513","127.431783,37.3792426","127.2449491,37.5451711","127.7000943,37.2536488"
"127.534333,37.6847721","127.2531667,37.6037783","127.1916292,37.5820472","127.1916292,37.5820472","127.6160868,37.7312333","127.0984345,35.9525557",,"127.308448,37.6406073","127.1916292,37.5820472","127.3743002,37.6342079","127.6305867,37.7369416","127.155095,37.670439","127.4941708,37.6666663","127.2531667,37.6037783","127.534333,37.6847721","127.1916292,37.5820472","127.2436051,37.9590966","127.4333847,37.3792544","127.245169,37.5450814","127.7001236,37.2536425"
"127.5354947,37.6855992","127.2536847,37.6040408","127.1921761,37.5823451","127.1921761,37.5823451","127.6172314,37.7316396","127.0971926,35.9505942",,"127.3086579,37.6401191","127.1921761,37.5823451","127.3748195,37.6341003","127.6320745,37.7375249","127.1552531,37.6705639","127.4942886,37.667062","127.2536847,37.6040408","127.5354947,37.6855992","127.1921761,37.5823451","127.2440043,37.9595454","127.4334638,37.3792562","127.2453776,37.5449944","127.7006341,37.2535262"
"127.5366192,37.6865497","127.2541542,37.6042464","127.1927151,37.5826647","127.1927151,37.5826647","127.6172371,37.7316414","127.0955837,35.9479832",,"127.3090097,37.6395058","127.1927151,37.5826647","127.3749997,37.6340635","127.6327934,37.7378017","127.1555301,37.6707386","127.4943929,37.6673793","127.2541542,37.6042464","127.5366192,37.6865497","127.1927151,37.5826647","127.2444713,37.9601134","127.4368003,37.3793338","127.2455964,37.5449102","127.7022187,37.2531774"
"127.5370935,37.6869903","127.2548671,37.6045038","127.1932563,37.5829861","127.1932563,37.5829861","127.6177935,37.7318571","127.0945735,35.9466815",,"127.3094283,37.6389269","127.1932563,37.5829861","127.3756824,37.6338687","127.6334056,37.738038","127.1556636,37.6708066","127.4946616,37.6679498","127.2548671,37.6045038","127.5370935,37.6869903","127.1932563,37.5829861","127.2446153,37.9602777","127.442196,37.3794708","127.2459228,37.5447964","127.7027348,37.253044"
"127.5373624,37.6872408","127.2551059,37.6045809","127.1935105,37.5831373","127.1935105,37.5831373","127.6186123,37.7321745","127.0937638,35.94587",,"127.3099095,37.6382283","127.1935105,37.5831373","127.3760997,37.6337438","127.634355,37.7383714","127.1561072,37.670999","127.4947206,37.6680697","127.2551059,37.6045809","127.5373624,37.6872408","127.1935105,37.5831373","127.2446493,37.9603193","127.4429404,37.3794901","127.2469779,37.5444436","127.7033602,37.2528771"
"127.5376415,37.6875003","127.2553085,37.6046409","127.1937974,37.5833327","127.1937974,37.5833327","127.6195275,37.7325404","127.0929999,35.9452264",,"127.3108799,37.6368174","127.1937974,37.5833327","127.3773392,37.6332791","127.635175,37.7386408","127.157399,37.6714543","127.4949371,37.6685159","127.2553085,37.6046409","127.5376415,37.6875003","127.1937974,37.5833327","127.2449656,37.9607111","127.4469038,37.3796272","127.2480897,37.544071","127.7035494,37.25282"
"127.5396048,37.6896485","127.2555473,37.6047089","127.1948694,37.5840241","127.1948694,37.5840241","127.6196059,37.7325719","127.0925384,35.944838",,"127.3109379,37.6367337","127.1948694,37.5840241","127.3775807,37.6331955","127.6360869,37.7389165","127.1578347,37.6716359","127.4951616,37.6688999","127.2555473,37.6047089","127.5396048,37.6896485","127.1948694,37.5840241","127.2449678,37.9607138","127.4472732,37.3796399","127.2481327,37.5440557","127.7042559,37.2526087"
"127.540649,37.6909713","127.2562945,37.6048817","127.1965188,37.5850631","127.1965188,37.5850631","127.6208619,37.7330897","127.0924589,35.9447711",,"127.3109913,37.6366671","127.1965188,37.5850631","127.3785832,37.6328279","127.6372666,37.7391846","127.1581187,37.6717647","127.4954122,37.6692992","127.2562945,37.6048817","127.540649,37.6909713","127.1965188,37.5850631","127.2450506,37.9608212","127.4488782,37.3796758","127.2493828,37.5436194","127.7050964,37.2523396"
"127.5413869,37.6920076","127.2565957,37.6049319","127.1983219,37.5862034","127.1983219,37.5862034","127.621549,37.7333666","127.0918956,35.9443616",,"127.3111802,37.6363916","127.1983219,37.5862034","127.3792886,37.6325961","127.6383044,37.7394033","127.1590014,37.6721656","127.4955766,37.6695281","127.2565957,37.6049319","127.5413869,37.6920076","127.1983219,37.5862034","127.2450642,37.9608393","127.4511451,37.3797408","127.249817,37.5434356","127.7061386,37.2520223"
"127.5416252,37.6923563","127.2570316,37.6050041","127.1996278,37.5870414","127.1996278,37.5870414","127.6224098,37.7336911","127.0914259,35.9440553",,"127.311336,37.6361647","127.1996278,37.5870414","127.3798997,37.6324138","127.6385178,37.7394418","127.1595511,37.6724665","127.4957773,37.6697616","127.2570316,37.6050041","127.5416252,37.6923563","127.1996278,37.5870414","127.2452726,37.9611408","127.4525898,37.3797423","127.2499995,37.5433494","127.7064123,37.251928"
"127.5418966,37.692815","127.2583147,37.6051698","127.2014184,37.5882258","127.2014184,37.5882258","127.6227618,37.7338242","127.0898442,35.9430996",,"127.3113929,37.6360818","127.2014184,37.5882258","127.3807195,37.6322073","127.6395692,37.7396344","127.1602591,37.6728768","127.4959621,37.6699743","127.2583147,37.6051698","127.5418966,37.692815","127.2014184,37.5882258","127.2452737,37.9611426","127.4539408,37.3797004","127.2501639,37.5432741","127.7069813,37.2517323"
"127.5423054,37.6935476","127.2593,37.6052836","127.2027718,37.5891153","127.2027718,37.5891153","127.6241621,37.7343833","127.0894982,35.942901",,"127.3116375,37.6357298","127.2027718,37.5891153","127.3810959,37.6321355","127.6404603,37.7397433","127.1623146,37.6739634","127.4963,37.6703249","127.2593,37.6052836","127.5423054,37.6935476","127.2027718,37.5891153","127.2453099,37.9612148","127.4551065,37.3796414","127.2507819,37.5429482","127.7085529,37.2512338"
"127.5424734,37.6938477","127.2604494,37.6054491","127.2039884,37.5899422","127.2039884,37.5899422","127.624999,37.7347159","127.0892804,35.9427812",,"127.3118991,37.6353643","127.2039884,37.5899422","127.3813668,37.6320844","127.6418407,37.7398705","127.1635601,37.674624","127.496749,37.6707495","127.2604494,37.6054491","127.5424734,37.6938477","127.2039884,37.5899422","127.2454275,37.9614458","127.4573092,37.379443","127.251239,37.5426859","127.7107556,37.2505674"
"127.5426403,37.6942028","127.2610371,37.6055458","127.204028,37.5899693","127.204028,37.5899693","127.6256884,37.7349919","127.0884148,35.9423031",,"127.3120335,37.6351004","127.204028,37.5899693","127.3819268,37.6320039","127.6466423,37.7401594","127.1640374,37.6748967","127.4972116,37.6711416","127.2610371,37.6055458","127.5426403,37.6942028","127.204028,37.5899693","127.2455699,37.9617408","127.457769,37.3793999","127.2515611,37.542482","127.7107792,37.2505601"
"127.543148,37.6952806","127.2615364,37.6056406","127.2046696,37.5904171","127.2046696,37.5904171","127.6269115,37.7354827","127.0880942,35.9421271",,"127.3121588,37.6348347","127.2046696,37.5904171","127.3825775,37.6319306","127.6481486,37.7402467","127.1645891,37.6752696","127.4977491,37.6715499","127.2615364,37.6056406","127.543148,37.6952806","127.2046696,37.5904171","127.2457493,37.9622243","127.4590533,37.379285","127.2521136,37.5421316","127.7116241,37.2502801"
"127.54339,37.6959069","127.2616723,37.6056715","127.2059926,37.5912695","127.2059926,37.5912695","127.6272239,37.7356158","127.0872628,35.9416707",,"127.3122514,37.6345221","127.2059926,37.5912695","127.3831805,37.6318952","127.6481509,37.7402467","127.165207,37.675814","127.4977502,37.6715499","127.2616723,37.6056715","127.54339,37.6959069","127.2059926,37.5912695","127.2457797,37.9622964","127.4613012,37.3790784","127.25352,37.5412792","127.7124724,37.2499991"
"127.5436229,37.6965107","127.2624273,37.6058596","127.2064762,37.5915924","127.2064762,37.5915924","127.6282994,37.736041","127.0861376,35.9410042",,"127.3123089,37.6341995","127.2064762,37.5915924","127.3835443,37.6318829","127.6497843,37.7403312","127.1659525,37.6767129","127.497765,37.6715607","127.2624273,37.6058596","127.5436229,37.6965107","127.2064762,37.5915924","127.2458577,37.9624778","127.4621303,37.379002","127.2538149,37.541114","127.712682,37.2499221"
"127.5437796,37.6969163","127.2638524,37.606278","127.2080963,37.5926655","127.2080963,37.5926655","127.6305867,37.7369416","127.0855518,35.9406506",,"127.312315,37.6340391","127.2080963,37.5926655","127.3846221,37.6318849","127.6508479,37.7403731","127.1666885,37.6777317","127.4981244,37.6717996","127.2638524,37.606278","127.5437796,37.6969163","127.2080963,37.5926655","127.2459708,37.9626844","127.4627425,37.3789473","127.2540711,37.5410009","127.7130998,37.2497573"
"127.5442117,37.6985908","127.2653541,37.6068425","127.2090613,37.5932826","127.2090613,37.5932826","127.6320745,37.7375249","127.0846593,35.9400173",,"127.312303,37.6338579","127.2090613,37.5932826","127.3857768,37.6319996","127.6519613,37.740378","127.1671495,37.6783703","127.4984748,37.6719997","127.2653541,37.6068425","127.5442117,37.6985908","127.2090613,37.5932826","127.2460443,37.9628198","127.4629278,37.3789302","127.2544847,37.5408558","127.713726,37.2494858"
"127.544306,37.6988918","127.2665092,37.6073487","127.2101583,37.5940244","127.2101583,37.5940244","127.6327934,37.7378017","127.0841074,35.9395429",,"127.3122822,37.6335541","127.2101583,37.5940244","127.3872373,37.6322479","127.6521543,37.7403786","127.1678281,37.6792879","127.4989375,37.6722494","127.2665092,37.6073487","127.544306,37.6988918","127.2101583,37.5940244","127.2460941,37.9629001","127.4658443,37.3786661","127.2549436,37.5407215","127.7139073,37.249407"
"127.5446608,37.7003608","127.2677875,37.6079956","127.2107957,37.5943982","127.2107957,37.5943982","127.6334056,37.738038","127.0834247,35.9388607",,"127.312225,37.6333061","127.2107957,37.5943982","127.3890568,37.6326814","127.6538897,37.7403692","127.1681933,37.6797847","127.4992266,37.6723764","127.2677875,37.6079956","127.5446608,37.7003608","127.2107957,37.5943982","127.2461984,37.9630472","127.468204,37.3784405","127.2553684,37.5406431","127.7142271,37.2492613"
"127.544853,37.7010909","127.2688866,37.6086666","127.2112365,37.5946498","127.2112365,37.5946498","127.634355,37.7383714","127.0828016,35.9380246",,"127.3121756,37.6331465","127.2112365,37.5946498","127.3901739,37.6329799","127.6562401,37.7403282","127.1684748,37.6802335","127.4998707,37.6726595","127.2688866,37.6086666","127.544853,37.7010909","127.2112365,37.5946498","127.2462256,37.9630833","127.4703332,37.3782571","127.2561294,37.5405437","127.714664,37.2490199"
"127.5448814,37.7011846","127.2700875,37.6094432","127.2118244,37.5949496","127.2118244,37.5949496","127.635175,37.7386408","127.0827609,35.9379622",,"127.3121699,37.6331276","127.2118244,37.5949496","127.3906678,37.6330993","127.6565012,37.7403234","127.1686031,37.6804646","127.5,37.6727163","127.2700875,37.6094432","127.5448814,37.7011846","127.2118244,37.5949496","127.2463015,37.9631799","127.4715204,37.3781348","127.2562709,37.5405251","127.7151008,37.2487757"
"127.5450723,37.7018136","127.2708471,37.6100116","127.2123637,37.5952132","127.2123637,37.5952132","127.6360869,37.7389165","127.08231,35.9372782",,"127.3121115,37.6329328","127.2123637,37.5952132","127.3913306,37.6332658","127.6590457,37.7402749","127.1686953,37.6806298","127.5003141,37.6728469","127.2708471,37.6100116","127.5450723,37.7018136","127.2123637,37.5952132","127.2463854,37.9632702","127.4723935,37.3780521","127.256656,37.5404556","127.715847,37.2483137"
"127.5452724,37.7024842","127.2718496,37.6108176","127.2126249,37.595341","127.2126249,37.595341","127.6372666,37.7391846","127.0820312,35.9367416",,"127.3119876,37.6326243","127.2126249,37.595341","127.3945868,37.6340827","127.6640511,37.7403104","127.1689444,37.6812317","127.5006917,37.6730047","127.2718496,37.6108176","127.5452724,37.7024842","127.2126249,37.595341","127.2465898,37.9634347","127.4756173,37.3777482","127.2567693,37.540426","127.7160767,37.2481682"
"127.5454361,37.7029852","127.2724868,37.6114227","127.2129936,37.595514","127.2129936,37.595514","127.6383044,37.7394033","127.0817552,35.9361078",,"127.3118736,37.6324304","127.2129936,37.595514","127.3949153,37.6341668","127.6647811,37.740367","127.1690983,37.681827","127.5021364,37.6735995","127.2724868,37.6114227","127.5454361,37.7029852","127.2129936,37.595514","127.2467101,37.9635251","127.4765785,37.3776573","127.2568361,37.5404091","127.7170604,37.2475453"
"127.5456531,37.7035629","127.2729248,37.6119599","127.2132367,37.5956246","127.2132367,37.5956246","127.6385178,37.7394418","127.0815392,35.9354389",,"127.3116658,37.632156","127.2132367,37.5956246","127.3959373,37.6344282","127.6655894,37.7404588","127.1691315,37.6820001","127.5031842,37.6740394","127.2729248,37.6119599","127.5456531,37.7035629","127.2132367,37.5956246","127.24691,37.9636751","127.4774031,37.3775818","127.2571296,37.5403141","127.7174915,37.2473038"
"127.5458497,37.7040829","127.2731155,37.6122126","127.2133973,37.5956899","127.2133973,37.5956899","127.6395692,37.7396344","127.0813744,35.9347396",,"127.3114341,37.6319114","127.2133973,37.5956899","127.3959871,37.6344408","127.6674616,37.7407409","127.1691907,37.6824654","127.5047027,37.6746631","127.2731155,37.6122126","127.5458497,37.7040829","127.2133973,37.5956899","127.2469588,37.9637095","127.4778459,37.3775386","127.2573813,37.5401984","127.7177899,37.2471582"
"127.5461722,37.7047173","127.2733988,37.6125863","127.2138248,37.5958748","127.2138248,37.5958748","127.6404603,37.7397433","127.0813443,35.9345592",,"127.3112667,37.631748","127.2138248,37.5958748","127.3965717,37.6345964","127.6688117,37.7409679","127.1692034,37.6826781","127.5047118,37.6746667","127.2733988,37.6125863","127.5461722,37.7047173","127.2138248,37.5958748","127.2470372,37.9637574","127.4781079,37.3775152","127.2578405,37.5399514","127.7183169,37.246921"
"127.5466992,37.705641","127.2737126,37.6129826","127.2138825,37.5958947","127.2138825,37.5958947","127.6418407,37.7398705","127.080824,35.9316831",,"127.3111141,37.6316206","127.2138825,37.5958947","127.396659,37.6346199","127.6690989,37.7410162","127.1691976,37.6832036","127.5072248,37.6756832","127.2737126,37.6129826","127.5466992,37.705641","127.2138825,37.5958947","127.2471304,37.9638135","127.4787212,37.3774576","127.2581514,37.539742","127.7188226,37.2467272"
"127.5469013,37.705941","127.2746624,37.6143698","127.2144741,37.5960999","127.2144741,37.5960999","127.6466423,37.7401594","127.0807197,35.9310624",,"127.3106694,37.6313261","127.2144741,37.5960999","127.3968618,37.6346742","127.6711995,37.7413827","127.1691469,37.683637","127.5072599,37.6756977","127.2746624,37.6143698","127.5469013,37.705941","127.2144741,37.5960999","127.2478494,37.9642828","127.4830281,37.3770653","127.2582717,37.5396486","127.7193712,37.2465468"
"127.5471705,37.7063411","127.2749859,37.6149328","127.2151123,37.5962997","127.2151123,37.5962997","127.6481486,37.7402467","127.0805692,35.9301729",,"127.3102619,37.6311181","127.2151123,37.5962997","127.3970963,37.6347411","127.673299,37.741733","127.1691235,37.6838127","127.5095984,37.6766547","127.2749859,37.6149328","127.5471705,37.7063411","127.2151123,37.5962997","127.2481118,37.9644411","127.4849212,37.3769051","127.2585849,37.5394049","127.7197836,37.2464306"
"127.5474385,37.7067502","127.2756844,37.6162862","127.2157981,37.5964735","127.2157981,37.5964735","127.6481509,37.7402467","127.080442,35.9294981",,"127.3100548,37.631025","127.2157981,37.5964735","127.3973874,37.6348242","127.6748727,37.7419794","127.1690657,37.6840514","127.5097492,37.676716","127.2756844,37.6162862","127.5474385,37.7067502","127.2157981,37.5964735","127.2481879,37.9644873","127.4865274,37.376762","127.2604312,37.5379548","127.7197982,37.246427"
"127.5474668,37.7067926","127.2762846,37.6175366","127.2158241,37.5964799","127.2158241,37.5964799","127.6497843,37.7403312","127.0802544,35.9284967",,"127.3098645,37.6309733","127.2158241,37.5964799","127.3980117,37.6350249","127.6749125,37.7419857","127.1688068,37.6848844","127.5102788,37.6769043","127.2762846,37.6175366","127.5474668,37.7067926","127.2158241,37.5964799","127.2483709,37.9645985","127.4878308,37.3766765","127.2606865,37.5377624","127.7201351,37.2463489"
"127.5476996,37.7071098","127.2767092,37.6184054","127.2165033,37.5966086","127.2165033,37.5966086","127.6508479,37.7403731","127.0801654,35.9281339",,"127.3096572,37.6309261","127.2165033,37.5966086","127.3987412,37.6353067","127.6761762,37.7421821","127.1687381,37.6850419","127.5108992,37.6771242","127.2767092,37.6184054","127.5476996,37.7071098","127.2165033,37.5966086","127.2484367,37.964641","127.4895601,37.3766821","127.260775,37.5376959","127.7205758,37.2462768"
"127.5481016,37.707654","127.2769492,37.6188475","127.2169935,37.5967017","127.2169935,37.5967017","127.6519613,37.740378","127.0798871,35.9271015",,"127.3093569,37.6309112","127.2169935,37.5967017","127.400335,37.6359787","127.6772377,37.7423004","127.1686717,37.6851805","127.5123497,37.6776495","127.2769492,37.6188475","127.5481016,37.707654","127.2169935,37.5967017","127.2487127,37.9648435","127.4899057,37.376683","127.2610903,37.5374883","127.7212746,37.2461746"
"127.548608,37.708264","127.2771002,37.6191245","127.2177429,37.5968162","127.2177429,37.5968162","127.6521543,37.7403786","127.0797318,35.9266988",,"127.3092356,37.6309209","127.2177429,37.5968162","127.4005128,37.6360645","127.6774943,37.7423288","127.1680623,37.686264","127.5136108,37.6780316","127.2771002,37.6191245","127.548608,37.708264","127.2177429,37.5968162","127.2489533,37.9650486","127.4918213,37.3766895","127.2615281,37.5372116","127.7224231,37.2460282"
"127.5489985,37.7086911","127.2774386,37.6196389","127.2182513,37.5968778","127.2182513,37.5968778","127.6538897,37.7403692","127.0796148,35.9263955",,"127.3090758,37.6309531","127.2182513,37.5968778","127.4011675,37.6363805","127.6778689,37.7423616","127.1674248,37.6873087","127.5145329,37.6783001","127.2774386,37.6196389","127.5489985,37.7086911","127.2182513,37.5968778","127.2490736,37.9651759","127.492804,37.3766922","127.2619941,37.5369574","127.72416,37.2458023"
"127.5497171,37.7093974","127.2776283,37.6198862","127.2191867,37.596972","127.2191867,37.596972","127.6562401,37.7403282","127.0792058,35.9255502",,"127.3089146,37.6310294","127.2191867,37.596972","127.4030159,37.6373708","127.67944,37.7424394","127.1669504,37.688151","127.5159097,37.6786514","127.2776283,37.6198862","127.5497171,37.7093974","127.2191867,37.596972","127.2491269,37.9652382","127.4949399,37.3766996","127.2650322,37.5355087","127.726759,37.2454629"
"127.5505265,37.7101208","127.2778055,37.620093","127.2201189,37.5969958","127.2201189,37.5969958","127.6565012,37.7403234","127.0790487,35.9252981",,"127.3087466,37.6311328","127.2201189,37.5969958","127.403204,37.6374737","127.6798237,37.7424452","127.1666755,37.6887424","127.517257,37.6789946","127.2778055,37.620093","127.5505265,37.7101208","127.2201189,37.5969958","127.2492368,37.9653746","127.4973536,37.3767141","127.2655377,37.535279","127.7289309,37.2451703"
"127.5512247,37.7107298","127.278011,37.6203449","127.2205244,37.5970076","127.2205244,37.5970076","127.6590457,37.7402749","127.0788629,35.9249999",,"127.308633,37.6312507","127.2205244,37.5970076","127.4035256,37.6376488","127.6807249,37.7424582","127.1664264,37.689415","127.5206617,37.679863","127.278011,37.6203449","127.5512247,37.7107298","127.2205244,37.5970076","127.2494873,37.9657077","127.5,37.3767024","127.2655853,37.5352575","127.7318477,37.2447581"
"127.5521192,37.7114325","127.2782437,37.6206139","127.2213866,37.5969664","127.2213866,37.5969664","127.6640511,37.7403104","127.0787892,35.9248914",,"127.3085783,37.6313525","127.2213866,37.5969664","127.4041157,37.6379693","127.682012,37.742458","127.1663701,37.6895699","127.5240506,37.6807267","127.2782437,37.6206139","127.5521192,37.7114325","127.2213866,37.5969664","127.2499583,37.9664838","127.5001209,37.3767024","127.2661158,37.5350169","127.731886,37.2447526"
"127.5530568,37.7120549","127.2788607,37.6211883","127.2222864,37.596891","127.2222864,37.596891","127.6647811,37.740367","127.0787331,35.9248083",,"127.3085542,37.6314732","127.2222864,37.596891","127.4045733,37.6382184","127.6833629,37.7425398","127.166309,37.6897914","127.5271447,37.6815399","127.2788607,37.6211883","127.5530568,37.7120549","127.2222864,37.596891","127.249999,37.9665659","127.5014153,37.3767105","127.2677945,37.534228","127.7320494,37.2447297"
"127.5539036,37.712589","127.2794756,37.6217203","127.2231749,37.596775","127.2231749,37.596775","127.6655894,37.7404588","127.0782292,35.9240961",,"127.3085607,37.6316111","127.2231749,37.596775","127.4046945,37.6382843","127.6848366,37.7427249","127.1662136,37.6900832","127.5278286,37.6817345","127.2794756,37.6217203","127.5539036,37.712589","127.2231749,37.596775","127.2502277,37.9669449","127.5026814,37.376715","127.2684564,37.533957","127.7326039,37.2446502"
"127.5551986,37.7132842","127.2801967,37.6223382","127.2233189,37.596751","127.2233189,37.596751","127.6674616,37.7407409","127.0780266,35.9238366",,"127.3086114,37.6317194","127.2233189,37.596751","127.4070471,37.6395652","127.6876243,37.743191","127.1661707,37.6902904","127.5282063,37.6818471","127.2801967,37.6223382","127.5551986,37.7132842","127.2233189,37.596751","127.2504133,37.967249","127.5035613,37.3767447","127.2689652,37.5337489","127.7332103,37.2445634"
"127.5560238,37.7137021","127.285809,37.6272176","127.2242982,37.5965928","127.2242982,37.5965928","127.6688117,37.7409679","127.0778052,35.9235825",,"127.3086838,37.631788","127.2242982,37.5965928","127.4074775,37.6397981","127.6885896,37.7433995","127.166014,37.6910858","127.5299293,37.6824658","127.285809,37.6272176","127.5560238,37.7137021","127.2242982,37.5965928","127.2504337,37.9672806","127.5041204,37.3767762","127.2693109,37.5336072","127.734397,37.244388"
"127.5567343,37.7139992","127.2865994,37.6278365","127.2244116,37.5965742","127.2244116,37.5965742","127.6690989,37.7410162","127.0772904,35.9230469",,"127.3087697,37.6318548","127.2244116,37.5965742","127.4082545,37.6402503","127.6891587,37.7435725","127.1659661,37.6916364","127.5305361,37.6826919","127.2865994,37.6278365","127.5567343,37.7139992","127.2244116,37.5965742","127.2504473,37.9672996","127.5051313,37.376878","127.2725374,37.5322416","127.734548,37.2443651"
"127.5575662,37.7143512","127.287173,37.6281989","127.2245861,37.5965421","127.2245861,37.5965421","127.6711995,37.7413827","127.077135,35.9228805",,"127.308875,37.6319082","127.2245861,37.5965421","127.4084833,37.6403757","127.6899868,37.7438082","127.1659398,37.6919355","127.5310012,37.6828955","127.287173,37.6281989","127.5575662,37.7143512","127.2245861,37.5965421","127.2504801,37.9673591","127.5069204,37.3770934","127.2734938,37.5318594","127.7353662,37.2442472"
"127.5582301,37.7145933","127.287621,37.6284656","127.2257435,37.5963303","127.2257435,37.5963303","127.673299,37.741733","127.07689,35.9226713",,"127.309012,37.6319498","127.2257435,37.5963303","127.4088854,37.6405978","127.690632,37.7440127","127.1659296,37.6921942","127.531059,37.6829216","127.287621,37.6284656","127.5582301,37.7145933","127.2257435,37.5963303","127.2506555,37.9676768","127.5080839,37.3772772","127.2736582,37.5317931","127.7365845,37.2440708"
"127.5591449,37.7149245","127.2879356,37.6286221","127.2264939,37.5961923","127.2264939,37.5961923","127.6748727,37.7419794","127.0763935,35.9222476",,"127.3091684,37.6319681","127.2264939,37.5961923","127.4091641,37.6407512","127.691292,37.7442207","127.1659583,37.6933786","127.5314368,37.6830901","127.2879356,37.6286221","127.5591449,37.7149245","127.2264939,37.5961923","127.2507893,37.9678429","127.5098911,37.3776727","127.2737148,37.5317697","127.7367344,37.2440489"
"127.5604353,37.7153511","127.2879877,37.6286484","127.2266832,37.5961576","127.2266832,37.5961576","127.6749125,37.7419857","127.0763029,35.9221788",,"127.3093599,37.6319811","127.2266832,37.5961576","127.4095458,37.6409615","127.6914874,37.7442826","127.1659818,37.6939655","127.5316739,37.6831955","127.2879877,37.6286484","127.5604353,37.7153511","127.2266832,37.5961576","127.250924,37.968091","127.510762,37.3778548","127.2737545,37.5317536","127.7399442,37.2436305"
"127.5632511,37.7163078","127.2887991,37.6290536","127.2267739,37.5961416","127.2267739,37.5961416","127.6761762,37.7421821","127.0756858,35.9217105",,"127.3095775,37.6319634","127.2267739,37.5961416","127.4098494,37.6411195","127.692286,37.7445229","127.1660184,37.6948993","127.5322592,37.6835117","127.2887991,37.6290536","127.5632511,37.7163078","127.2267739,37.5961416","127.2511244,37.9684051","127.5125467,37.3781304","127.274142,37.5315966","127.7402541,37.2435902"
"127.5697705,37.7185664","127.288824,37.6290636","127.2279369,37.5959325","127.2279369,37.5959325","127.6772377,37.7423004","127.0754251,35.9215482",,"127.309675,37.6319482","127.2279369,37.5959325","127.4108372,37.6416493","127.6935946,37.7449182","127.1660299,37.6956186","127.5328309,37.6838198","127.288824,37.6290636","127.5697705,37.7185664","127.2279369,37.5959325","127.251314,37.9685732","127.5128595,37.3781628","127.2748447,37.5312987","127.7405269,37.243559"
"127.5710213,37.7189821","127.2896244,37.6293742","127.2289819,37.5957745","127.2289819,37.5957745","127.6774943,37.7423288","127.0744354,35.9209036",,"127.309717,37.6319465","127.2289819,37.5957745","127.4110966,37.6417703","127.6941898,37.7450948","127.1660604,37.6961595","127.5340108,37.6845622","127.2896244,37.6293742","127.5710213,37.7189821","127.2289819,37.5957745","127.2515014,37.9686862","127.513308,37.3782096","127.2755166,37.5310521","127.7419594,37.2433948"
"127.5712494,37.7190577","127.2900048,37.6295074","127.2298739,37.5956494","127.2298739,37.5956494","127.6778689,37.7423616","127.0723122,35.9195744",,"127.3098654,37.6319557","127.2298739,37.5956494","127.4115871,37.6419996","127.6964742,37.7457742","127.1661308,37.6974018","127.534333,37.6847721","127.2900048,37.6295074","127.5712494,37.7190577","127.2298739,37.5956494","127.2517743,37.9687859","127.5138072,37.3782547","127.2763153,37.5307742","127.7420699,37.2433819"
"127.5715377,37.7191594","127.2900251,37.6295146","127.2303623,37.5956082","127.2303623,37.5956082","127.67944,37.7424394","127.0717598,35.9192316",,"127.3110899,37.6317594","127.2303623,37.5956082","127.4115984,37.642005","127.6987438,37.746395","127.1661634,37.697976","127.5354947,37.6855992","127.2900251,37.6295146","127.5715377,37.7191594","127.2303623,37.5956082","127.2521066,37.9688353","127.5144206,37.3782933","127.2770686,37.5305692","127.7422897,37.2433571"
"127.5725457,37.7195157","127.290349,37.6296278","127.2308495,37.595566","127.2308495,37.595566","127.6798237,37.7424452","127.070981,35.9187492",,"127.3114085,37.6317094","127.2308495,37.595566","127.4124821,37.6424104","127.6998773,37.7466428","127.1662108,37.6985305","127.5366192,37.6865497","127.290349,37.6296278","127.5725457,37.7195157","127.2308495,37.595566","127.2526362,37.9687778","127.5150169,37.378323","127.2778024,37.5304399","127.742328,37.2433525"
