0,1,2,3,4
"127.0197491,37.4997158","127.1164495,37.4796914","127.1164495,37.4796914","127.1060613,37.4761842","127.1060613,37.4761842"
"127.0203423,37.4982499","127.1165805,37.4795169","127.1165805,37.4795169","127.1061249,37.4759068","127.1061249,37.4759068"
"127.0207059,37.4972942","127.1166773,37.4793911","127.1166773,37.4793911","127.1061539,37.4757816","127.1061539,37.4757816"
"127.0211282,37.4961836","127.1168242,37.4791986","127.1168242,37.4791986","127.1062024,37.4755808","127.1062024,37.4755808"
"127.0212789,37.4957876","127.1169141,37.4790827","127.1169141,37.4790827","127.1062082,37.4755556","127.1062082,37.4755556"
"127.0221844,37.493409","127.1171008,37.4788417","127.1171008,37.4788417","127.1062186,37.4755142","127.1062186,37.4755142"
"127.0230472,37.4911402","127.1172887,37.4786016","127.1172887,37.4786016","127.1062729,37.475307","127.1062729,37.475307"
"127.0231738,37.4908072","127.1173581,37.4785226","127.1173581,37.4785226","127.1062948,37.475226","127.1062948,37.475226"
"127.0231784,37.4907964","127.1174364,37.4784642","127.1174364,37.4784642","127.106728,37.4734824","127.106728,37.4734824"
"127.0235385,37.4898388","127.1181326,37.4781095","127.1181326,37.4781095","127.1067476,37.4734067","127.1067476,37.4734067"
"127.0238284,37.4890792","127.1182222,37.4780756","127.1182222,37.4780756","127.1067835,37.473259","127.1067835,37.473259"
"127.0240451,37.4884446","127.1183355,37.4780282","127.1183355,37.4780282","127.1068088,37.4731708","127.1068088,37.4731708"
"127.0243799,37.4875581","127.1183572,37.4779967","127.1183572,37.4779967","127.1068296,37.4730906","127.1068296,37.4730906"
"127.0245317,37.4871558","127.1187682,37.4774572","127.1187682,37.4774572","127.1068584,37.4729871","127.1068584,37.4729871"
"127.0252024,37.4853837","127.1188035,37.4774122","127.1188035,37.4774122","127.1071271,37.4719919","127.1071271,37.4719919"
"127.0257161,37.483922","127.1188388,37.4773538","127.1188388,37.4773538","127.1071687,37.4718226","127.1071687,37.4718226"
"127.0257794,37.4837447","127.1189176,37.4772206","127.1189176,37.4772206","127.1072079,37.4716794","127.1072079,37.4716794"
"127.0258163,37.4836403","127.1189609,37.4771513","127.1189609,37.4771513","127.1072425,37.4715489","127.1072425,37.4715489"
"127.0259706,37.4832019","127.1190064,37.4770893","127.1190064,37.4770893","127.1072529,37.4715191","127.1072529,37.4715191"
"127.0259752,37.4831893","127.1190349,37.4770542","127.1190349,37.4770542","127.1072956,37.4713552","127.1072956,37.4713552"
"127.0260547,37.4829634","127.1190599,37.4770282","127.1190599,37.4770282","127.1073256,37.4712373","127.1073256,37.4712373"
"127.0263358,37.4821605","127.1190769,37.4770156","127.1190769,37.4770156","127.1074686,37.4707077","127.1074686,37.4707077"
"127.0264141,37.4819373","127.119128,37.4769806","127.119128,37.4769806","127.1075194,37.4705159","127.1075194,37.4705159"
"127.0264452,37.4818536","127.1191779,37.4769519","127.1191779,37.4769519","127.10787,37.4692065","127.10787,37.4692065"
"127.0267282,37.4810895","127.1192312,37.4769287","127.1192312,37.4769287","127.1078815,37.4691587","127.1078815,37.4691587"
"127.0272172,37.4797709","127.1192924,37.476909","127.1192924,37.476909","127.1079358,37.4689543","127.1079358,37.4689543"
"127.0278864,37.4780331","127.1194079,37.4768842","127.1194079,37.4768842","127.1079969,37.4687328","127.1079969,37.4687328"
"127.0283187,37.4769126","127.1194928,37.4768664","127.1194928,37.4768664","127.1080142,37.4686679","127.1080142,37.4686679"
"127.0285808,37.4762475","127.1198098,37.4768007","127.1198098,37.4768007","127.1081157,37.4682825","127.1081157,37.4682825"
"127.0290494,37.4752741","127.1199989,37.4767617","127.1199989,37.4767617","127.1082495,37.4677746","127.1082495,37.4677746"
"127.0295246,37.4745243","127.1205809,37.4766193","127.1205809,37.4766193","127.1083334,37.467298","127.1083334,37.467298"
"127.0300117,37.4738583","127.1208698,37.4765319","127.1208698,37.4765319","127.1083673,37.4664509","127.1083673,37.4664509"
"127.0301404,37.4737092","127.1219915,37.4763444","127.1219915,37.4763444","127.1084306,37.4660049","127.1084306,37.4660049"
"127.0303683,37.4734478","127.1226276,37.47625","127.1226276,37.47625","127.1084146,37.4658273","127.1084146,37.4658273"
"127.030407,37.4734029","127.122863,37.4762274","127.122863,37.4762274","127.1084125,37.4657993","127.1084125,37.4657993"
"127.030702,37.4730616","127.1230983,37.476202","127.1230983,37.476202","127.108289,37.4647596","127.108289,37.4647596"
"127.0311745,37.4725551","127.1232884,37.4761845","127.1232884,37.4761845","127.1082407,37.4644809","127.1082407,37.4644809"
"127.0318497,37.471833","127.1233676,37.4761776","127.1233676,37.4761776","127.1082286,37.4644142","127.1082286,37.4644142"
"127.0323404,37.4713095","127.1235996,37.4761432","127.1235996,37.4761432","127.1080368,37.4639007","127.1080368,37.4639007"
"127.0338622,37.4697246","127.1237242,37.4761228","127.1237242,37.4761228","127.1079789,37.4635129","127.1079789,37.4635129"
"127.0352864,37.4682087","127.1249997,37.4759349","127.1249997,37.4759349","127.1078896,37.4628474","127.1078896,37.4628474"
"127.0357371,37.467731","127.1265566,37.4757965","127.1265566,37.4757965","127.1078431,37.4624443","127.1078431,37.4624443"
"127.0359602,37.467493","127.1266732,37.475787","127.1266732,37.475787","127.1078399,37.46242","127.1078399,37.46242"
"127.0371316,37.4662411","127.1269866,37.4757654","127.1269866,37.4757654","127.1077907,37.46208","127.1077907,37.46208"
"127.0387923,37.4644845","127.1270691,37.4757594","127.1270691,37.4757594","127.1077809,37.4620151","127.1077809,37.4620151"
"127.0393762,37.4638675","127.1273644,37.4757495","127.1273644,37.4757495","127.1076139,37.4606589","127.1076139,37.4606589"
"127.0395116,37.4637238","127.1274741,37.4757408","127.1274741,37.4757408","127.1075912,37.460456","127.1075912,37.460456"
"127.0395708,37.463661","127.1277061,37.4757172","127.1277061,37.4757172","127.107525,37.4599141","127.107525,37.4599141"
"127.0400545,37.4631581","127.1282257,37.475626","127.1282257,37.475626","127.1075021,37.4597598","127.1075021,37.4597598"
"127.0405519,37.4626255","127.1282834,37.4756154","127.1282834,37.4756154","127.1074901,37.459676","127.1074901,37.459676"
"127.0405732,37.4624751","127.1286094,37.4755506","127.1286094,37.4755506","127.1074618,37.4594605","127.1074618,37.4594605"
"127.0405941,37.4623868","127.1290034,37.4754725","127.1290034,37.4754725","127.1074586,37.4594343","127.1074586,37.4594343"
"127.0405992,37.4622832","127.1290317,37.4754672","127.1290317,37.4754672","127.1074421,37.4593306","127.1074421,37.4593306"
"127.0405872,37.4622083","127.1303369,37.4752207","127.1303369,37.4752207","127.1074084,37.4590808","127.1074084,37.4590808"
"127.0405492,37.4621415","127.1304173,37.4752056","127.1304173,37.4752056","127.1073368,37.4584947","127.1073368,37.4584947"
"127.0404874,37.4620826","127.1305169,37.4751906","127.1305169,37.4751906","127.1073052,37.4582701","127.1073052,37.4582701"
"127.040412,37.4620247","127.1307672,37.4753519","127.1307672,37.4753519","127.1072932,37.4581908","127.1072932,37.4581908"
"127.040299,37.4619999","127.1308077,37.4753916","127.1308077,37.4753916","127.10728,37.4581159","127.10728,37.4581159"
"127.0401871,37.4619913","127.1309293,37.4755047","127.1309293,37.4755047","127.1072528,37.4579148","127.1072528,37.4579148"
"127.0400616,37.4619909","127.1319032,37.4763983","127.1319032,37.4763983","127.1072485,37.4578778","127.1072485,37.4578778"
"127.0397945,37.462034","127.1325803,37.4769358","127.1325803,37.4769358","127.1072114,37.4576181","127.1072114,37.4576181"
"127.0394617,37.4620868","127.133023,37.477304","127.133023,37.477304","127.1071075,37.4569508","127.1071075,37.4569508"
"127.0393211,37.4621502","127.133336,37.4775799","127.133336,37.4775799","127.1070417,37.456554","127.1070417,37.456554"
"127.039212,37.4622507","127.1336485,37.4779748","127.1336485,37.4779748","127.1069672,37.4561021","127.1069672,37.4561021"
"127.0391501,37.462374","127.1340051,37.4783752","127.1340051,37.4783752","127.10692,37.4558297","127.10692,37.4558297"
"127.0391382,37.4624695","127.1342929,37.4787348","127.1342929,37.4787348","127.1069034,37.4557486","127.1069034,37.4557486"
"127.0391469,37.4625362","127.1343345,37.4787872","127.1343345,37.4787872","127.1068121,37.4552778","127.1068121,37.4552778"
"127.0391645,37.4626138","127.1347219,37.4793554","127.1347219,37.4793554","127.1067683,37.4549991","127.1067683,37.4549991"
"127.0391935,37.4626761","127.1349709,37.4798005","127.1349709,37.4798005","127.1067595,37.4549423","127.1067595,37.4549423"
"127.0393103,37.4628127","127.1351868,37.4802753","127.1351868,37.4802753","127.1067519,37.4548963","127.1067519,37.4548963"
"127.0398914,37.463189","127.1353241,37.4806588","127.1353241,37.4806588","127.1067268,37.454724","127.1067268,37.454724"
"127.0402316,37.4634103","127.1354638,37.4812325","127.1354638,37.4812325","127.1066773,37.4544444","127.1066773,37.4544444"
"127.0403408,37.463481","127.1356618,37.4821489","127.1356618,37.4821489","127.1066532,37.4543092","127.1066532,37.4543092"
"127.040488,37.4636483","127.1357873,37.4828704","127.1357873,37.4828704","127.1065806,37.4539177","127.1065806,37.4539177"
"127.040756,37.4638188","127.1357677,37.4834012","127.1357677,37.4834012","127.1063686,37.4527389","127.1063686,37.4527389"
"127.041926,37.4646274","127.1358412,37.4838675","127.1358412,37.4838675","127.1062059,37.4518577","127.1062059,37.4518577"
"127.0423686,37.464931","127.1358456,37.4838981","127.1358456,37.4838981","127.1060671,37.4513642","127.1060671,37.4513642"
"127.0429117,37.4652396","127.1358654,37.4840181","127.1358654,37.4840181","127.1059736,37.4510935","127.1059736,37.4510935"
"127.0429862,37.4652669","127.1362911,37.4865035","127.1362911,37.4865035","127.1058533,37.450738","127.1058533,37.450738"
"127.0430359,37.4652734","127.1365661,37.4878673","127.1365661,37.4878673","127.105659,37.4502866","127.105659,37.4502866"
"127.0431231,37.4652549","127.1368272,37.4888478","127.1368272,37.4888478","127.1053752,37.4496403","127.1053752,37.4496403"
"127.0432467,37.4651904","127.1368283,37.4888523","127.1368283,37.4888523","127.1053629,37.4496132","127.1053629,37.4496132"
"127.0434057,37.4650928","127.1368551,37.4889272","127.1368551,37.4889272","127.1053316,37.449541","127.1053316,37.449541"
"127.0435661,37.4649285","127.1369142,37.4890942","127.1369142,37.4890942","127.1052043,37.4492395","127.1052043,37.4492395"
"127.044875,37.4637212","127.1370717,37.4895129","127.1370717,37.4895129","127.1050781,37.4489552","127.1050781,37.4489552"
"127.0452759,37.4634325","127.1374073,37.49029","127.1374073,37.49029","127.1050568,37.4489055","127.1050568,37.4489055"
"127.0456119,37.4632247","127.137423,37.4903225","127.137423,37.4903225","127.1049206,37.4485815","127.1049206,37.4485815"
"127.045843,37.4631579","127.1381554,37.4918562","127.1381554,37.4918562","127.1047553,37.448206","127.1047553,37.448206"
"127.0460859,37.4630075","127.1383032,37.4921649","127.1383032,37.4921649","127.1046927,37.4480633","127.1046927,37.4480633"
"127.04695,37.4625916","127.1391632,37.4940009","127.1391632,37.4940009","127.1045922,37.447835","127.1045922,37.447835"
"127.0491167,37.4616246","127.1395439,37.4948133","127.1395439,37.4948133","127.1044279,37.4474594","127.1044279,37.4474594"
"127.0498662,37.4612904","127.1395629,37.4948539","127.1395629,37.4948539","127.1040703,37.4466813","127.1040703,37.4466813"
"127.0499943,37.4612359","127.1404603,37.4966891","127.1404603,37.4966891","127.1039542,37.4463879","127.1039542,37.4463879"
"127.0500498,37.4612118","127.1420826,37.4999993","127.1420826,37.4999993","127.1038798,37.4461362","127.1038798,37.4461362"
"127.0502686,37.4611153","127.1435428,37.5029286","127.1435428,37.5029286","127.1038589,37.4460361","127.1038589,37.4460361"
"127.0503163,37.4610938","127.1441011,37.5040039","127.1441011,37.5040039","127.1038435,37.4459567","127.1038435,37.4459567"
"127.0505203,37.4610062","127.1445605,37.5047209","127.1445605,37.5047209","127.1037851,37.4456699","127.1037851,37.4456699"
"127.0520768,37.4603379","127.1446133,37.504804","127.1446133,37.504804","127.1037203,37.4453028","127.1037203,37.4453028"
"127.0540233,37.4595016","127.1450659,37.5055075","127.1450659,37.5055075","127.1036274,37.4446905","127.1036274,37.4446905"
"127.0541276,37.4594569","127.1451995,37.5057161","127.1451995,37.5057161","127.1036187,37.44463","127.1036187,37.44463"
"127.0552963,37.4589593","127.1452265,37.5057532","127.1452265,37.5057532","127.1036155,37.4446012","127.1036155,37.4446012"
"127.0554765,37.4588879","127.1456692,37.5064026","127.1456692,37.5064026","127.103597,37.4444641","127.103597,37.4444641"
"127.0556817,37.4588048","127.1471794,37.5086226","127.1471794,37.5086226","127.1035294,37.4439907","127.1035294,37.4439907"
"127.0559786,37.4586833","127.1473155,37.5088114","127.1473155,37.5088114","127.1035086,37.4438599","127.1035086,37.4438599"
"127.0563051,37.4585439","127.1475413,37.5091501","127.1475413,37.5091501","127.1034322,37.4433341","127.1034322,37.4433341"
"127.0580337,37.4578203","127.1482995,37.5100916","127.1482995,37.5100916","127.1033801,37.4429247","127.1033801,37.4429247"
"127.0582593,37.4577256","127.148724,37.51053","127.148724,37.51053","127.1033686,37.4427552","127.1033686,37.4427552"
"127.0593009,37.4572896","127.1492458,37.5109696","127.1492458,37.5109696","127.1033725,37.4424461","127.1033725,37.4424461"
"127.0593055,37.4572878","127.1498911,37.5113862","127.1498911,37.5113862","127.1033791,37.4422649","127.1033791,37.4422649"
"127.059607,37.4571592","127.1504123,37.511723","127.1504123,37.511723","127.1034308,37.4416765","127.1034308,37.4416765"
"127.0597623,37.4570967","127.1509,37.5119741","127.1509,37.5119741","127.1034489,37.4414639","127.1034489,37.4414639"
"127.0598835,37.4570475","127.1513065,37.5121538","127.1513065,37.5121538","127.1034698,37.4409213","127.1034698,37.4409213"
"127.0604117,37.4568242","127.1518566,37.5123483","127.1518566,37.5123483","127.1034689,37.4406662","127.1034689,37.4406662"
"127.0617243,37.4562693","127.1524747,37.5125412","127.1524747,37.5125412","127.1034454,37.4399847","127.1034454,37.4399847"
"127.0626504,37.4558788","127.1534241,37.5127667","127.1534241,37.5127667","127.1034535,37.4397386","127.1034535,37.4397386"
"127.0627886,37.4558198","127.1558303,37.5131387","127.1558303,37.5131387","127.1034694,37.4395052","127.1034694,37.4395052"
"127.0630833,37.4556974","127.1563018,37.5132113","127.1563018,37.5132113","127.1034865,37.4392565","127.1034865,37.4392565"
"127.0635922,37.4554866","127.1570153,37.5133252","127.1570153,37.5133252","127.1035509,37.4388457","127.1035509,37.4388457"
"127.0636828,37.4554599","127.1610372,37.5139993","127.1610372,37.5139993","127.1036008,37.4385926","127.1036008,37.4385926"
"127.0637248,37.4554465","127.1612373,37.5140332","127.1612373,37.5140332","127.1036194,37.4384953","127.1036194,37.4384953"
"127.0637825,37.4554287","127.1634287,37.5143901","127.1634287,37.5143901","127.1036531,37.4383242","127.1036531,37.4383242"
"127.0640611,37.4553549","127.1654244,37.5147167","127.1654244,37.5147167","127.1036799,37.4381629","127.1036799,37.4381629"
"127.0645285,37.4552773","127.1661379,37.5148295","127.1661379,37.5148295","127.1037231,37.4379134","127.1037231,37.4379134"
"127.0647761,37.4552728","127.1688433,37.5151319","127.1688433,37.5151319","127.1037471,37.4376403","127.1037471,37.4376403"
"127.0649831,37.4552727","127.1700365,37.5152777","127.1700365,37.5152777","127.1037357,37.4372347","127.1037357,37.4372347"
"127.0650215,37.4552728","127.1719307,37.5155425","127.1719307,37.5155425","127.1037215,37.4369264","127.1037215,37.4369264"
"127.0655435,37.4553361","127.1744352,37.5160001","127.1744352,37.5160001","127.1036964,37.4367532","127.1036964,37.4367532"
"127.0659061,37.455405","127.1755229,37.5161996","127.1755229,37.5161996","127.103631,37.4363077","127.103631,37.4363077"
"127.0661509,37.4554843","127.180855,37.5172516","127.180855,37.5172516","127.1035798,37.4359416","127.1035798,37.4359416"
"127.0662424,37.4555135","127.1830948,37.517693","127.1830948,37.517693","127.1035134,37.435451","127.1035134,37.435451"
"127.0673089,37.4558581","127.1845553,37.5180683","127.1845553,37.5180683","127.1034466,37.4350317","127.1034466,37.4350317"
"127.0679645,37.4560768","127.1845858,37.5180783","127.1845858,37.5180783","127.1034346,37.4349523","127.1034346,37.4349523"
"127.0689914,37.4564276","127.1863995,37.5186744","127.1863995,37.5186744","127.1034215,37.4348666","127.1034215,37.4348666"
"127.0692002,37.4564987","127.1872266,37.5189821","127.1872266,37.5189821","127.1033531,37.4343337","127.1033531,37.4343337"
"127.0695501,37.4566081","127.1877383,37.5192161","127.1877383,37.5192161","127.1033039,37.4340207","127.1033039,37.4340207"
"127.0705207,37.4569181","127.1887499,37.5197749","127.1887499,37.5197749","127.1032702,37.4337664","127.1032702,37.4337664"
"127.0707239,37.4569838","127.1894993,37.5202582","127.1894993,37.5202582","127.1032615,37.4337015","127.1032615,37.4337015"
"127.0708299,37.4570184","127.1901785,37.5207404","127.1901785,37.5207404","127.1032463,37.4335888","127.1032463,37.4335888"
"127.0709644,37.457027","127.190783,37.5212593","127.190783,37.5212593","127.1032268,37.4334328","127.1032268,37.4334328"
"127.0711542,37.4570691","127.1912057,37.5216534","127.1912057,37.5216534","127.1032026,37.4333011","127.1032026,37.4333011"
"127.0717267,37.4571911","127.191422,37.5219046","127.191422,37.5219046","127.1031661,37.4331396","127.1031661,37.4331396"
"127.0717493,37.4571957","127.1917993,37.5223427","127.1917993,37.5223427","127.1030753,37.4327842","127.1030753,37.4327842"
"127.0719752,37.4572389","127.1920819,37.5226833","127.1920819,37.5226833","127.1029987,37.4325225","127.1029987,37.4325225"
"127.072776,37.4573914","127.1921528,37.5227808","127.1921528,37.5227808","127.1029965,37.4325099","127.1029965,37.4325099"
"127.0732167,37.4574326","127.1926868,37.5236628","127.1926868,37.5236628","127.1028931,37.4321833","127.1028931,37.4321833"
"127.0734847,37.4574318","127.1929945,37.5242306","127.1929945,37.5242306","127.1027325,37.4317753","127.1027325,37.4317753"
"127.0737415,37.4574066","127.1934617,37.5251241","127.1934617,37.5251241","127.1026152,37.4315117","127.1026152,37.4315117"
"127.0740267,37.4573617","127.1943703,37.5268292","127.1943703,37.5268292","127.102499,37.4312544","127.102499,37.4312544"
"127.0744083,37.4572603","127.1948592,37.5276597","127.1948592,37.5276597","127.1023851,37.43099","127.1023851,37.43099"
"127.0746961,37.4571604","127.1952963,37.5281593","127.1952963,37.5281593","127.1020758,37.4302777","127.1020758,37.4302777"
"127.0750237,37.4570146","127.1960116,37.5292662","127.1960116,37.5292662","127.1020446,37.4302028","127.1020446,37.4302028"
"127.0755489,37.4567163","127.1963614,37.5298079","127.1963614,37.5298079","127.1019809,37.4300548","127.1019809,37.4300548"
"127.0759872,37.4563916","127.196662,37.530208","127.196662,37.530208","127.1019009,37.4297931","127.1019009,37.4297931"
"127.0762245,37.4562077","127.1970373,37.5305992","127.1970373,37.5305992","127.1017943,37.4294457","127.1017943,37.4294457"
"127.0763964,37.456001","127.197449,37.5309329","127.197449,37.5309329","127.1017702,37.429287","127.1017702,37.429287"
"127.0766355,37.4557188","127.1978489,37.5311331","127.1978489,37.5311331","127.10176,37.429086","127.10176,37.429086"
