0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,,,,,,,,,,"128.1717995,37.1246916","128.622712,38.1214083",,,,,"127.4649271,37.4829038",,,"127.0183962,37.7893755",,,"127.5742804,37.1681119"
,,,,,,,,,,"128.1722117,37.1243332","128.6222243,38.1219663",,,,,"127.4649193,37.4827451",,,"127.0182238,37.7895136",,,"127.5743885,37.1680497"
,,,,,,,,,,"128.172649,37.1238908","128.6221148,38.1221152",,,,,"127.4648979,37.482499",,,"127.0180412,37.7896508",,,"127.5744403,37.168019"
,,,,,,,,,,"128.1729266,37.12358","128.6218991,38.1224083",,,,,"127.4648392,37.4822529",,,"127.0174463,37.7901477",,,"127.5749604,37.1677437"
,,,,,,,,,,"128.1730871,37.1233998","128.6215499,38.1229993",,,,,"127.464802,37.4820123",,,"127.0171277,37.7904041",,,"127.5751686,37.1676282"
,,,,,,,,,,"128.1736739,37.1226744","128.6213497,38.1234076",,,,,"127.4648315,37.4818059",,,"127.0170844,37.7904355",,,"127.5754354,37.1674261"
,,,,,,,,,,"128.1740038,37.1222993","128.621224,38.1237666",,,,,"127.4648519,37.4817193",,,"127.0167808,37.7906605",,,"127.5756357,37.1672583"
,,,,,,,,,,"128.1742746,37.1219913","128.6211114,38.124166",,,,,"127.4648949,37.481613",,,"127.0164053,37.7909347",,,"127.5757561,37.1671248"
,,,,,,,,,,"128.1751839,37.1209513","128.6210746,38.1243692",,,,,"127.4651043,37.4813697",,,"127.0161898,37.7910745",,,"127.5758259,37.1670482"
,,,,,,,,,,"128.1755717,37.1205092","128.621062,38.1244414",,,,,"127.4654053,37.481176",,,"127.0160677,37.7911497",,,"127.5759305,37.1669021"
,,,,,,,,,,"128.1764678,37.1195063","128.6210498,38.1246163",,,,,"127.4656519,37.481094",,,"127.0159902,37.7911971",,,"127.5760036,37.1667785"
,,,,,,,,,,"128.1768616,37.1191083","128.6210616,38.1247911",,,,,"127.4661711,37.4810067",,,"127.0158375,37.7912794",,,"127.5760575,37.1666658"
,,,,,,,,,,"128.1769745,37.1190166","128.6210989,38.1250665",,,,,"127.4665421,37.4809861",,,"127.0156872,37.7913356",,,"127.5761452,37.1664675"
,,,,,,,,,,"128.1772618,37.1187914","128.6211495,38.1253914",,,,,"127.4668259,37.4810123",,,"127.0154232,37.7914093",,,"127.5762226,37.1661844"
,,,,,,,,,,"128.1780002,37.1182851","128.6211875,38.1255577",,,,,"127.4669311,37.4810304",,,"127.0151491,37.7914659",,,"127.5762652,37.165931"
,,,,,,,,,,"128.1782499,37.1181422","128.6213619,38.1259247",,,,,"127.467146,37.4810746",,,"127.0144123,37.7915998",,,"127.576275,37.165684"
,,,,,,,,,,"128.1784436,37.1180284","128.6217493,38.1265581",,,,,"127.4673654,37.4811324",,,"127.0129749,37.7918661",,,"127.576267,37.1655488"
,,,,,,,,,,"128.1787407,37.117887","128.6218243,38.1266908",,,,,"127.467759,37.481265",,,"127.0124993,37.7919912",,,"127.5762386,37.1653262"
,,,,,,,,,,"128.1793618,37.1176166","128.6220241,38.1271494",,,,,"127.4680745,37.4814291",,,"127.0124606,37.7920019",,,"127.5760009,37.1641239"
,,,,,,,,,,"128.1803618,37.1172827","128.6221114,38.1274081",,,,,"127.4683391,37.4816022",,,"127.0123241,37.792041",,,"127.5758187,37.1632821"
,,,,,,,,,,"128.1804224,37.1172707","128.6221867,38.1277832",,,,,"127.4686296,37.4818214",,,"127.0122364,37.7920748",,,"127.5757667,37.163082"
,,,,,,,,,,"128.1810865,37.1171416","128.6221997,38.1283329",,,,,"127.4689123,37.4820657",,,"127.0119836,37.7921729",,,"127.5757055,37.1626755"
,,,,,,,,,,"128.1814024,37.1170929","128.6221976,38.1283428",,,,,"127.4689361,37.4820531",,,"127.0117866,37.7922496",,,"127.5756851,37.162534"
,,,,,,,,,,"128.1817373,37.1170414","128.6221119,38.1290078",,,,,"127.4689587,37.4820414",,,"127.0116374,37.7923166",,,"127.5755592,37.1616461"
,,,,,,,,,,"128.1823492,37.1169829","128.6220677,38.1292489",,,,,"127.4689938,37.4820333",,,"127.0115472,37.7923811",,,"127.5755444,37.1615398"
,,,,,,,,,,"128.1834123,37.1169245","128.6220592,38.1292922",,,,,"127.4690322,37.4820324",,,"127.0114868,37.7924242",,,"127.5755172,37.1613514"
,,,,,,,,,,"128.1835462,37.1169174","128.6220498,38.1293464",,,,,"127.4690786,37.4820414",,,"127.0114114,37.7924833",,,"127.5755268,37.160834"
,,,,,,,,,,"128.184174,37.1168831","128.6220055,38.1295847",,,,,"127.469125,37.482064",,,"127.0113349,37.7925515",,,"127.5755749,37.1604824"
,,,,,,,,,,"128.1859619,37.1168079","128.6219874,38.129666",,,,,"127.4691679,37.4821009",,,"127.0111429,37.7927292",,,"127.5757497,37.1596205"
,,,,,,,,,,"128.1869654,37.116748","128.6219723,38.1297283",,,,,"127.4691826,37.4821469",,,"127.0109769,37.7929277",,,"127.5758608,37.1591409"
,,,,,,,,,,"128.1871791,37.1167359","128.621951,38.1298268",,,,,"127.4691826,37.482192",,,"127.0108704,37.7930552",,,"127.5760581,37.1583043"
,,,,,,,,,,"128.1879674,37.1166502","128.6217745,38.1305909",,,,,"127.4691611,37.4822307",,,"127.0106517,37.7933238",,,"127.576214,37.1576371"
,,,,,,,,,,"128.1880495,37.1166416","128.6214873,38.1313579",,,,,"127.4691283,37.4822614",,,"127.010472,37.7935412",,,"127.5762533,37.1574757"
,,,,,,,,,,"128.1889241,37.1165248","128.6212373,38.1318749",,,,,"127.4694946,37.4825183",,,"127.0102992,37.7937288",,,"127.5764618,37.1565471"
,,,,,,,,,,"128.1895748,37.1164074","128.6208498,38.1326491",,,,,"127.4698881,37.4827943",,,"127.0098556,37.7941731",,,"127.5767332,37.1553814"
,,,,,,,,,,"128.1896647,37.116388","128.620412,38.1334166",,,,,"127.4701392,37.4829737",,,"127.0096381,37.7944318",,,"127.5769563,37.1543888"
,,,,,,,,,,"128.1902309,37.1162666","128.6200123,38.1340666",,,,,"127.4704106,37.4831234",,,"127.0095154,37.7946062",,,"127.5772355,37.1531699"
,,,,,,,,,,"128.1904623,37.1162166","128.6196243,38.1345831",,,,,"127.4705994,37.4832424",,,"127.0094936,37.794643",,,"127.577296,37.1528724"
,,,,,,,,,,"128.1926497,37.1156413","128.619318,38.134924",,,,,"127.4708471,37.4833813",,,"127.0093902,37.7948201",,,"127.5773778,37.1524658"
,,,,,,,,,,"128.1932437,37.1154891","128.6192741,38.1349659",,,,,"127.4712599,37.4835689",,,"127.0093428,37.7949335",,,"127.5773823,37.1524541"
,,,,,,,,,,"128.1958692,37.1148148","128.6176537,38.1365287",,,,,"127.4713843,37.4836257",,,"127.0093117,37.7950082",,,"127.5774272,37.1523288"
,,,,,,,,,,"128.1958995,37.1148074","128.617249,38.1369246",,,,,"127.4715663,37.4837015",,,"127.0092396,37.7952576",,,"127.5774373,37.1523008"
,,,,,,,,,,"128.1978118,37.1143167","128.6169973,38.1371793",,,,,"127.4716681,37.4837438",,,"127.0091904,37.7954854",,,"127.5773281,37.1523162"
,,,,,,,,,,"128.1983104,37.1141893","128.6162365,38.1379499",,,,,"127.4719,37.4838367",,,"127.009156,37.7957097",,,"127.5772673,37.1523289"
,,,,,,,,,,"128.2001206,37.113727","128.6162141,38.1379745",,,,,"127.4720526,37.4838972",,,"127.0091484,37.7958268",,,"127.5771513,37.1523641"
,,,,,,,,,,"128.2006427,37.1135942","128.6161916,38.1379981",,,,,"127.4724111,37.4840325",,,"127.0091217,37.7960827",,,"127.5768406,37.1524878"
,,,,,,,,,,"128.2006865,37.1135831","128.6160221,38.13818",,,,,"127.4728703,37.4842128",,,"127.0090814,37.7966837",,,"127.5768046,37.1525041"
,,,,,,,,,,"128.2013411,37.1134115","128.6158323,38.1383827",,,,,"127.473472,37.4844257",,,"127.009068,37.7968215",,,"127.5764163,37.1526765"
,,,,,,,,,,"128.2016892,37.1133202","128.6153933,38.138851",,,,,"127.4745645,37.4848478",,,"127.0090615,37.796936",,,"127.5759998,37.1529021"
,,,,,,,,,,"128.2017117,37.1133147","128.6147241,38.1395667",,,,,"127.4749615,37.4850119",,,"127.009058,37.7971243",,,"127.5754518,37.1533018"
,,,,,,,,,,"128.2021507,37.1132021","128.6142124,38.1402078",,,,,"127.4753256,37.485185",,,"127.0090578,37.7971631",,,"127.5751626,37.1535796"
,,,,,,,,,,"128.2032197,37.1129299","128.6141609,38.1402777",,,,,"127.4755903,37.4853537",,,"127.0090253,37.7972693",,,"127.5750209,37.1537266"
,,,,,,,,,,"128.2035779,37.1128376","128.6140994,38.1403575",,,,,"127.4756084,37.4853654",,,"127.0089997,37.7973503",,,"127.5748634,37.1538908"
,,,,,,,,,,"128.2036655,37.1128164","128.6140625,38.1404075",,,,,"127.4756694,37.4854411",,,"127.0089558,37.7974718",,,"127.574557,37.1538874"
,,,,,,,,,,"128.2047536,37.1125395","128.613952,38.1405698",,,,,"127.4757508,37.4855078",,,"127.008844,37.7977075",,,"127.5745289,37.153863"
,,,,,,,,,,"128.2050747,37.1124582","128.6138839,38.1406678",,,,,"127.4759171,37.485644",,,"127.0087441,37.7978747",,,"127.5743666,37.1537234"
,,,,,,,,,,"128.2052151,37.1124205","128.6138626,38.1406978",,,,,"127.4760754,37.4858035",,,"127.0085504,37.7981407",,,"127.5736903,37.1531001"
,,,,,,,,,,"128.2064366,37.1120914","128.6137242,38.1408991",,,,,"127.4762009,37.4859649",,,"127.0084143,37.7982807",,,"127.5736294,37.1530442"
,,,,,,,,,,"128.2072114,37.1118993","128.6131871,38.1416748",,,,,"127.4762608,37.4860424",,,"127.0083148,37.798384",,,"127.5733544,37.1527902"
,,,,,,,,,,"128.2078493,37.1117413","128.6126646,38.1425107",,,,,"127.4764892,37.4864175",,,"127.0080294,37.7985973",,,"127.5730038,37.152465"
,,,,,,,,,,"128.2086241,37.1115492","128.6125365,38.1427165",,,,,"127.4765615,37.4865446",,,"127.0074405,37.7990112",,,"127.5727919,37.1522993"
,,,,,,,,,,"128.2102621,37.1111076","128.6122163,38.143426",,,,,"127.4766542,37.4867077",,,"127.0072043,37.7991734",,,"127.5726308,37.1522272"
,,,,,,,,,,"128.2118869,37.1106995","128.6119988,38.1439076",,,,,"127.4767277,37.4868276",,,"127.006498,37.799658",,,"127.5723887,37.1521832"
,,,,,,,,,,"128.2119206,37.1106911","128.6115997,38.1446747",,,,,"127.4770103,37.4873406",,,"127.0061681,37.7998964",,,"127.5721601,37.1521924"
,,,,,,,,,,"128.2136867,37.1102325","128.6111495,38.1453161",,,,,"127.477484,37.4882195",,,"127.0060175,37.8000039",,,"127.5719113,37.1522764"
,,,,,,,,,,"128.2141167,37.1101236","128.6105243,38.1461575",,,,,"127.4775519,37.4883457",,,"127.0058587,37.8001339",,,"127.5715758,37.1524587"
,,,,,,,,,,"128.2142448,37.1100922","128.6100619,38.1468161",,,,,"127.4775835,37.4884043",,,"127.0057593,37.8002309",,,"127.5714273,37.1525642"
,,,,,,,,,,"128.2156123,37.1097414","128.6096739,38.1474245",,,,,"127.4777215,37.4884827",,,"127.0056541,37.8003341",,,"127.5707667,37.1530315"
,,,,,,,,,,"128.2161347,37.1096427","128.6095242,38.147708",,,,,"127.4778007,37.4885107",,,"127.0055041,37.8005128",,,"127.5703749,37.1532166"
,,,,,,,,,,"128.2164426,37.109584","128.6093498,38.1480242",,,,,"127.4779568,37.4885414",,,"127.0054112,37.8006368",,,"127.5694376,37.1527799"
,,,,,,,,,,"128.2167998,37.1095161","128.6086493,38.149325",,,,,"127.478002,37.4885261",,,"127.0053596,37.8007204",,,"127.5693294,37.1527268"
,,,,,,,,,,"128.2174247,37.1094158","128.6081744,38.1502162",,,,,"127.4781536,37.4884792",,,"127.0052883,37.8008382",,,"127.569255,37.1526746"
,,,,,,,,,,"128.2177238,37.109387","128.6081167,38.1503249",,,,,"127.4786593,37.4883207",,,"127.0052815,37.8008499",,,"127.5691581,37.1526151"
,,,,,,,,,,"128.2178497,37.1093745","128.6080867,38.1503802",,,,,"127.478717,37.4882981",,,"127.0051846,37.8010694",,,"127.5687627,37.152436"
,,,,,,,,,,"128.2182121,37.1093741","128.6080612,38.1504273",,,,,"127.4788256,37.4882486",,,"127.0051383,37.8011963",,,
,,,,,,,,,,"128.2187119,37.1093828","128.6079532,38.1503806",,,,,"127.4788991,37.4881999",,,"127.0050928,37.8013673",,,
,,,,,,,,,,"128.2193494,37.109433","128.6076124,38.1502576",,,,,"127.4789772,37.4881422",,,"127.0050823,37.8014196",,,
,,,,,,,,,,"128.2197744,37.1094998","128.607086,38.1500895",,,,,"127.4791673,37.4879773",,,"127.0049922,37.8019744",,,
,,,,,,,,,,"128.2201746,37.1095749","128.6069332,38.1500234",,,,,"127.4794558,37.4877286",,,"127.0049407,37.8022112",,,
,,,,,,,,,,"128.2205616,37.1096744","128.6067742,38.1499248",,,,,"127.4794841,37.4877043",,,"127.0048737,37.8023777",,,
,,,,,,,,,,"128.2209499,37.1097992","128.6066989,38.1498489",,,,,"127.4795791,37.4876223",,,"127.004869,37.8023921",,,
,,,,,,,,,,"128.2213372,37.1099248","128.6065482,38.1496963",,,,,"127.4801301,37.4872113",,,"127.0048609,37.8024146",,,
,,,,,,,,,,"128.2218617,37.1101659","128.6064509,38.149598",,,,,"127.4802116,37.4871446",,,"127.0048102,37.8025324",,,
,,,,,,,,,,"128.222287,37.1103833","128.6063118,38.1494579",,,,,"127.4804141,37.4869779",,,"127.0047331,37.8026745",,,
,,,,,,,,,,"128.2226244,37.1105993","128.6057907,38.1489608",,,,,"127.4804831,37.4869193",,,"127.004567,37.8028883",,,
,,,,,,,,,,"128.2229619,37.1108244","128.60569,38.1488653",,,,,"127.4805204,37.4868878",,,"127.0043577,37.8031011",,,
,,,,,,,,,,"128.2232864,37.1110911","128.6055373,38.1488045",,,,,"127.4805815,37.4868373",,,"127.0042491,37.8031998",,,
,,,,,,,,,,"128.2236123,37.1113911","128.6052303,38.1487317",,,,,"127.480758,37.4866679",,,"127.0039337,37.8034859",,,
,,,,,,,,,,"128.2238873,37.1116742","128.6052086,38.1487301",,,,,"127.4807999,37.4866247",,,,,,
,,,,,,,,,,"128.2242116,37.1120409","128.6051995,38.1487293",,,,,"127.4809776,37.4863777",,,,,,
,,,,,,,,,,"128.2249373,37.1128414","128.604996,38.1487096",,,,,"127.4811552,37.4861082",,,,,,
,,,,,,,,,,"128.2254499,37.1134828","128.6049526,38.1487055",,,,,"127.481549,37.485508",,,,,,
,,,,,,,,,,"128.2263119,37.114525","128.6049,38.1490746",,,,,"127.4817764,37.4851655",,,,,,
,,,,,,,,,,"128.2264815,37.1147204","128.6048654,38.1493525",,,,,"127.4817912,37.485143",,,,,,
,,,,,,,,,,"128.2266318,37.1147844","128.6048707,38.1494002",,,,,"127.4818002,37.4851285",,,,,,
,,,,,,,,,,"128.2271872,37.1154246","128.6047691,38.1494003",,,,,"127.481945,37.4849113",,,,,,
,,,,,,,,,,"128.2272622,37.1154999",,,,,,"127.4820944,37.4846878",,,,,,
,,,,,,,,,,"128.2274739,37.1157411",,,,,,"127.4821544,37.4845995",,,,,,
,,,,,,,,,,"128.2280207,37.1163047",,,,,,"127.4823365,37.4843327",,,,,,
,,,,,,,,,,"128.2286869,37.1169911",,,,,,"127.482788,37.4836468",,,,,,
,,,,,,,,,,"128.22885,37.1170991",,,,,,"127.4832587,37.4831394",,,,,,
,,,,,,,,,,"128.228999,37.1171415",,,,,,"127.4833956,37.4830277",,,,,,
,,,,,,,,,,"128.2291375,37.1171496",,,,,,"127.4835155,37.4829303",,,,,,
,,,,,,,,,,"128.2291386,37.1171496",,,,,,"127.4835336,37.4829159",,,,,,
,,,,,,,,,,"128.2292993,37.1171243",,,,,,"127.4837372,37.4827492",,,,,,
,,,,,,,,,,"128.2294371,37.1170577",,,,,,"127.483839,37.4826699",,,,,,
,,,,,,,,,,"128.2295867,37.1169242",,,,,,"127.4838922,37.4826284",,,,,,
,,,,,,,,,,"128.2300409,37.1164013",,,,,,"127.4839838,37.4825618",,,,,,
,,,,,,,,,,"128.2301367,37.1162917",,,,,,"127.4843798,37.4822743",,,,,,
,,,,,,,,,,"128.2302997,37.116041",,,,,,"127.4844001,37.4822589",,,,,,
,,,,,,,,,,"128.2305367,37.1157583",,,,,,"127.4844047,37.4822562",,,,,,
,,,,,,,,,,"128.2308116,37.1154294",,,,,,"127.4844838,37.4822067",,,,,,
,,,,,,,,,,"128.2308451,37.1153976",,,,,,"127.4845449,37.4821679",,,,,,
,,,,,,,,,,"128.230912,37.1153332",,,,,,"127.484537,37.4821364",,,,,,
,,,,,,,,,,"128.2315612,37.1148424",,,,,,"127.4845415,37.4820985",,,,,,
,,,,,,,,,,"128.2315746,37.1148324",,,,,,"127.4845619,37.482067",,,,,,
,,,,,,,,,,"128.2320241,37.114525",,,,,,"127.484606,37.4820399",,,,,,
,,,,,,,,,,"128.2322864,37.114408",,,,,,"127.484649,37.4820336",,,,,,
,,,,,,,,,,"128.2326116,37.1142825",,,,,,"127.4847101,37.4820391",,,,,,
,,,,,,,,,,"128.2329744,37.1141991",,,,,,"127.4847406,37.4820517",,,,,,
,,,,,,,,,,"128.2334746,37.1141329",,,,,,"127.4847678,37.4820688",,,,,,
,,,,,,,,,,"128.2338388,37.1140847",,,,,,"127.4847791,37.482085",,,,,,
,,,,,,,,,,"128.2339568,37.1140687",,,,,,"127.4847904,37.4821139",,,,,,
,,,,,,,,,,"128.2341221,37.114046",,,,,,"127.4847904,37.4821454",,,,,,
,,,,,,,,,,"128.2343388,37.1139951",,,,,,"127.4847858,37.4821716",,,,,,
,,,,,,,,,,"128.2345869,37.1139268",,,,,,"127.4847655,37.482195",,,,,,
,,,,,,,,,,"128.234845,37.1138414",,,,,,"127.4847349,37.4822148",,,,,,
,,,,,,,,,,"128.2350972,37.1137389",,,,,,"127.484831,37.4824204",,,,,,
,,,,,,,,,,"128.2353725,37.1135722",,,,,,"127.4848423,37.4824447",,,,,,
,,,,,,,,,,"128.2357962,37.1132748",,,,,,"127.4848706,37.4825096",,,,,,
,,,,,,,,,,"128.2363116,37.1127993",,,,,,"127.4849769,37.4827142",,,,,,
,,,,,,,,,,"128.2366864,37.1124499",,,,,,"127.4850617,37.4828251",,,,,,
,,,,,,,,,,"128.2372293,37.1119156",,,,,,"127.4851341,37.4828972",,,,,,
,,,,,,,,,,"128.2374245,37.1117242",,,,,,"127.4853116,37.4830577",,,,,,
,,,,,,,,,,"128.2380357,37.1111489",,,,,,"127.4854123,37.483128",,,,,,
,,,,,,,,,,"128.2382119,37.1109829",,,,,,"127.4855039,37.4831929",,,,,,
,,,,,,,,,,"128.238368,37.1108314",,,,,,"127.4856,37.4832614",,,,,,
,,,,,,,,,,"128.2384371,37.1107642",,,,,,"127.4909451,37.4868755",,,,,,
,,,,,,,,,,"128.2387872,37.1104249",,,,,,"127.49097,37.4868927",,,,,,
,,,,,,,,,,"128.2390492,37.1101664",,,,,,"127.491013,37.4869206",,,,,,
,,,,,,,,,,"128.2392403,37.1099101",,,,,,"127.4910481,37.4869404",,,,,,
,,,,,,,,,,"128.2393114,37.1098159",,,,,,"127.4910662,37.4869215",,,,,,
,,,,,,,,,,"128.2394997,37.1095083",,,,,,"127.4911001,37.4868999",,,,,,
,,,,,,,,,,"128.2397874,37.1088827",,,,,,"127.4911363,37.4868873",,,,,,
,,,,,,,,,,"128.2399997,37.1083748",,,,,,"127.4911736,37.4868837",,,,,,
,,,,,,,,,,"128.2401614,37.1079916",,,,,,"127.4911974,37.4868873",,,,,,
,,,,,,,,,,"128.2403246,37.1075326",,,,,,"127.4912223,37.4868981",,,,,,
,,,,,,,,,,"128.2403498,37.1074613",,,,,,"127.4913501,37.4868395",,,,,,
,,,,,,,,,,"128.2405119,37.1069996",,,,,,"127.4913682,37.4868314",,,,,,
,,,,,,,,,,"128.2406615,37.1066408",,,,,,"127.4913931,37.4868206",,,,,,
,,,,,,,,,,"128.2408121,37.1063938",,,,,,"127.4915707,37.4867458",,,,,,
,,,,,,,,,,"128.2408797,37.1062861",,,,,,"127.4917494,37.4866746",,,,,,
,,,,,,,,,,"128.2410363,37.1060724",,,,,,"127.4921351,37.4865511",,,,,,
,,,,,,,,,,"128.2410619,37.1060443",,,,,,"127.4923998,37.4865079",,,,,,
,,,,,,,,,,"128.241121,37.1059836",,,,,,"127.4926374,37.4865079",,,,,,
,,,,,,,,,,"128.2412871,37.1058167",,,,,,"127.4929122,37.4865908",,,,,,
,,,,,,,,,,"128.2416638,37.1054465",,,,,,"127.493074,37.4866449",,,,,,
,,,,,,,,,,"128.2418377,37.105276",,,,,,"127.4931124,37.4866576",,,,,,
,,,,,,,,,,"128.2419247,37.1051916",,,,,,"127.4931928,37.4867035",,,,,,
,,,,,,,,,,"128.2426262,37.1045319",,,,,,"127.4932063,37.4867107",,,,,,
,,,,,,,,,,"128.242712,37.1044493",,,,,,"127.4935128,37.4868811",,,,,,
,,,,,,,,,,"128.24276,37.1044039",,,,,,"127.4935468,37.4869001",,,,,,
,,,,,,,,,,"128.2434615,37.1037496",,,,,,"127.4936056,37.4869325",,,,,,
,,,,,,,,,,"128.2435741,37.1036498",,,,,,"127.4938239,37.4870497",,,,,,
,,,,,,,,,,"128.244551,37.1027332",,,,,,"127.4940286,37.4871164",,,,,,
,,,,,,,,,,"128.2454498,37.1018911",,,,,,"127.4941259,37.4871371",,,,,,
,,,,,,,,,,"128.2455993,37.1017576",,,,,,"127.4941779,37.4871417",,,,,,
,,,,,,,,,,"128.2458247,37.1015579",,,,,,"127.4941994,37.4871326",,,,,,
,,,,,,,,,,"128.2469369,37.1004494",,,,,,"127.4943193,37.4870876",,,,,,
,,,,,,,,,,"128.2472374,37.1001077",,,,,,"127.4943816,37.4870641",,,,,,
,,,,,,,,,,"128.2477748,37.099366",,,,,,"127.4944721,37.4870308",,,,,,
,,,,,,,,,,"128.2480618,37.0989162",,,,,,"127.4946383,37.4869713",,,,,,
,,,,,,,,,,"128.2481794,37.098746",,,,,,"127.4948374,37.4868992",,,,,,
,,,,,,,,,,"128.2482172,37.0986953",,,,,,"127.4949076,37.486874",,,,,,
,,,,,,,,,,"128.2482339,37.0986717",,,,,,"127.4950976,37.4868055",,,,,,
,,,,,,,,,,"128.2482472,37.0986536",,,,,,"127.495351,37.4867136",,,,,,
,,,,,,,,,,"128.2482605,37.0986337",,,,,,"127.49567,37.4865982",,,,,,
,,,,,,,,,,"128.2485243,37.0982246",,,,,,"127.4959064,37.4865126",,,,,,
,,,,,,,,,,"128.248572,37.0981513",,,,,,"127.4962197,37.4863999",,,,,,
,,,,,,,,,,"128.2485841,37.0981305",,,,,,"127.4962955,37.4863801",,,,,,
,,,,,,,,,,"128.2487049,37.0979368",,,,,,"127.4964301,37.486344",,,,,,
,,,,,,,,,,"128.2488744,37.0976662",,,,,,"127.4964403,37.4863224",,,,,,
,,,,,,,,,,"128.2489342,37.0975721",,,,,,"127.4964618,37.4862936",,,,,,
,,,,,,,,,,"128.2489741,37.0975079",,,,,,"127.4964969,37.4862764",,,,,,
,,,,,,,,,,"128.249075,37.0973495",,,,,,"127.4965297,37.4862638",,,,,,
,,,,,,,,,,"128.2493403,37.0969827",,,,,,"127.4965749,37.4862602",,,,,,
,,,,,,,,,,"128.2494868,37.0967745",,,,,,"127.4966134,37.4862683",,,,,,
