0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"127.2862083,36.4344962","128.0095789,36.1843378","127.0920287,36.7579744","127.1073671,36.7461563","127.1073671,36.7461563","128.5799249,35.9085743","127.1786038,35.8241388","127.1502921,35.8635675","127.0760554,35.8669629","127.418805,36.4029757","127.9016539,37.0027013","128.8519809,37.8205761","128.8519809,37.8205761","128.5799249,35.9085743","127.1502921,35.8635675","127.1914294,35.813252","127.1321368,37.6409329","127.2043978,36.7660918","126.8584521,37.6218391","127.0525049,37.6391633","128.5959433,35.2515207","127.1795751,35.8441392","127.3038549,37.3760827"
"127.2861682,36.4357069","128.0087169,36.1850032","127.0925123,36.7576254","127.1074934,36.7462045","127.1074934,36.7462045","128.5809742,35.9088083","127.1786372,35.824083","127.1495555,35.8643354","127.0757889,35.8670819","127.4188072,36.4029802","127.902265,37.0028506","128.8519967,37.8207553","128.8519967,37.8207553","128.5809742,35.9088083","127.1495555,35.8643354","127.1914767,35.8130258","127.1321492,37.6407328","127.2046199,36.7660383","126.8582787,37.6221103","127.0525626,37.6391851","128.5957588,35.2515368","127.1799066,35.8443078","127.3044431,37.3757285"
"127.2861633,36.436246","128.0073815,36.1860754","127.0929856,36.7573124","127.1078123,36.7462831","127.1078123,36.7462831","128.5813946,35.9089163","127.1787064,35.8239597","127.1494609,35.8644307","127.0748305,35.8675617","127.4192121,36.4040245","127.902731,37.0029933","128.8519632,37.8212856","128.8519632,37.8212856","128.5813946,35.9089163","127.1494609,35.8644307","127.1917233,35.8119445","127.1321493,37.6404831","127.2051493,36.7658998","126.8581271,37.6223465","127.0534989,37.6395492","128.5955627,35.2515872","127.1800569,35.8443902","127.3053278,37.3751883"
"127.2861589,36.4366535","128.0067841,36.1865711","127.0930485,36.7572739","127.1080741,36.7463417","127.1080741,36.7463417","128.5844957,35.9095897","127.1823122,35.8175497","127.1494031,35.8644882","127.0747871,35.8675832","127.4194368,36.4045908","127.9031871,37.003163","128.851901,37.8216108","128.851901,37.8216108","128.5844957,35.9095897","127.1494031,35.8644882","127.1921599,35.8106852","127.132124,37.6403082","127.205921,36.7656719","126.8576088,37.6230531","127.0538721,37.6396957","128.5955244,35.2515975","127.1803629,35.8445867","127.3060584,37.3748064"
"127.2861525,36.4373386","128.0057516,36.187541","127.0934114,36.7570912","127.108374,36.7463913","127.108374,36.7463913","128.5849002,35.9097565","127.1824495,35.8172499","127.1493797,35.8645116","127.0747416,35.8676047","127.4195447,36.4048694","127.9036376,37.00334","128.8517738,37.8219917","128.8517738,37.8219917","128.5849002,35.9097565","127.1493797,35.8645116","127.1924971,35.8099296","127.1320616,37.6400908","127.2069231,36.7652804","126.8569028,37.6239785","127.0540258,37.6397684","128.5951117,35.2518077","127.1805296,35.8447008","127.3069506,37.3743914"
"127.2861493,36.4376992","128.005047,36.1883148","127.0935978,36.7569981","127.1085386,36.7464072","127.1085386,36.7464072","128.5858872,35.9099666","127.1828189,35.8165223","127.1488111,35.8651068","127.0734989,35.8682071","127.4195747,36.4049461","127.9043284,37.0036793","128.8515835,37.8223958","128.8515835,37.8223958","128.5858872,35.9099666","127.1488111,35.8651068","127.1931728,35.8086555","127.1318373,37.639616","127.2101534,36.7637747","126.8548341,37.6266703","127.0540946,37.6398345","128.5949247,35.251877","127.1807273,35.8448374","127.307732,37.3740339"
"127.286146,36.4380815","128.0046896,36.1887806","127.094494,36.7565838","127.1086719,36.7464094","127.1086719,36.7464094","128.5861994,35.9100242","127.1829371,35.8162882","127.1486887,35.8652353","127.0732812,35.8683154","127.419587,36.404975","127.9049314,37.0040062","128.8513003,37.8228155","128.8513003,37.8228155","128.5861994,35.9100242","127.1486887,35.8652353","127.1937537,35.8078401","127.1317848,37.6394644","127.2104105,36.7636564","126.8545889,37.6269745","127.0540957,37.6398372","128.5947361,35.251913","127.1809956,35.8450437","127.3084375,37.3737367"
"127.2861351,36.4392264","128.004184,36.189541","127.0961652,36.7558034","127.108849,36.7463992","127.108849,36.7463992","128.5865239,35.9100916","127.1833858,35.8153643","127.1481991,35.8657397","127.073169,35.8683754","127.4198739,36.4057243","127.9053284,37.004251","128.8504363,37.8240943","128.8504363,37.8240943","128.5865239,35.9100916","127.1481991,35.8657397","127.1939284,35.8076017","127.1317853,37.639358","127.2105047,36.7636115","126.8541339,37.6275705","127.0541294,37.6398905","128.594599,35.2519332","127.1812692,35.8452987","127.3086105,37.3736739"
"127.2861338,36.4392841","128.0037519,36.1903136","127.0972006,36.7553264","127.1091247,36.7463658","127.1091247,36.7463658","128.589587,35.9107328","127.1834416,35.8152446","127.1475872,35.866333","127.0728758,35.8685249","127.4199374,36.405883","127.9057028,37.0044976","128.8501806,37.8245308","128.8501806,37.8245308","128.589587,35.9107328","127.1475872,35.866333","127.1943169,35.8070058","127.1318118,37.6392689","127.2128887,36.7625022","126.8537706,37.6280426","127.0541437,37.6399545","128.5941996,35.2518998","127.1815439,35.8455429","127.3095454,37.3733392"
"127.28612,36.4398268","128.0034008,36.1910598","127.0973331,36.7552601","127.1093489,36.7463332","127.1093489,36.7463332","128.5937493,35.9116082","127.1835554,35.8150204","127.1474151,35.8664389","127.0727236,35.8686028","127.4200619,36.4062329","127.9059319,37.0046726","128.8501335,37.824625","128.8501335,37.824625","128.5937493,35.9116082","127.1474151,35.8664389","127.1946074,35.8065855","127.1319122,37.6391331","127.2141042,36.761939","126.8524357,37.6297298","127.0541455,37.6400294","128.5938869,35.2517827","127.1818594,35.8458556","127.3105175,37.373019"
"127.2861174,36.4399873","128.0031274,36.1917921","127.0978465,36.7550041","127.1095497,36.7462825","127.1095497,36.7462825","128.5950476,35.9118885","127.1843121,35.8134698","127.1473518,35.8664774","127.0724748,35.8687246","127.4204946,36.4073628","127.9061159,37.0048144","128.849875,37.8250949","128.849875,37.8250949","128.5950476,35.9118885","127.1473518,35.8664774","127.1951305,35.8058294","127.1320489,37.6389992","127.2154386,36.7613202","126.8524139,37.6297585","127.0541111,37.6400995","128.593406,35.2514913","127.182444,35.8464342","127.3111991,37.3728118"
"127.2861044,36.4410456","128.0029935,36.1922479","127.098288,36.7547603","127.1097381,36.7462326","127.1097381,36.7462326","128.5963748,35.9121748","127.184355,35.8132571","127.147264,35.8665493","127.0723387,35.8689008","127.4210841,36.4089057","127.9065461,37.0051825","128.8496568,37.8255912","128.8496568,37.8255912","128.5963748,35.9121748","127.147264,35.8665493","127.1956206,35.8050228","127.132149,37.6389328","127.2162817,36.7608814","126.8507957,37.6318254","127.0540392,37.6401921","128.5920752,35.2506946","127.1826813,35.8466395","127.3122671,37.3725467"
"127.2860951,36.4415919","128.0028906,36.1926847","127.0987837,36.7544501","127.1097998,36.7462166","127.1097998,36.7462166","128.5993612,35.9127155","127.1843896,35.8131833","127.1472384,35.8665691","127.0722919,35.8689673","127.4217038,36.4105253","127.9069663,37.0055867","128.8495065,37.8259472","128.8495065,37.8259472","128.5993612,35.9127155","127.1472384,35.8665691","127.1959614,35.8044638","127.1322989,37.6388576","127.2169892,36.7604377","126.8503039,37.6324717","127.0536779,37.6405206","128.5917957,35.2505068","127.1828502,35.8467698","127.3126705,37.3724518"
"127.2860718,36.4427792","128.0027753,36.1932685","127.0990243,36.7542733","127.1101375,36.7461158","127.1101375,36.7461158","128.6046243,35.9136661","127.1846251,35.8126943","127.1471095,35.8666643","127.0722459,35.8690591","127.421835,36.4108689","127.9072321,37.0058905","128.849337,37.8263709","128.849337,37.8263709","128.6046243,35.9136661","127.1471095,35.8666643","127.196172,35.8041019","127.1324749,37.6387995","127.2172611,36.7602247","126.8500698,37.6328021","127.0536118,37.6405808","128.5910865,35.2499993","127.1831109,35.8469129","127.3139485,37.3721996"
"127.2860053,36.4462445","128.0027409,36.1934417","127.0992819,36.7540723","127.1101947,36.7461007","127.1101947,36.7461007","128.6047498,35.9136911","127.1850213,35.8118731","127.1470483,35.866967","127.0722233,35.8691501","127.4219741,36.4112314","127.9076166,37.0063309","128.8492895,37.8265111","128.8492895,37.8265111","128.6047498,35.9136911","127.1470483,35.866967","127.1968338,35.802963","127.1326621,37.6387749","127.2174995,36.7599837","126.8498828,37.633066","127.0535605,37.6406274","128.5889455,35.2486995","127.1833476,35.8469911","127.3145824,37.3720889"
"127.2859856,36.4485398","128.0026084,36.1942925","127.0997365,36.7536943","127.1105245,36.7460161","127.1105245,36.7460161","128.6080873,35.9142833","127.1851184,35.8116714","127.1470267,35.8671058","127.072226,35.8692728","127.4220975,36.411583","127.9078044,37.0065574","128.8491227,37.8270817","128.8491227,37.8270817","128.6080873,35.9142833","127.1470267,35.8671058","127.1981222,35.8002902","127.1328491,37.6387665","127.217656,36.7597767","126.849668,37.6333902","127.0534372,37.640782","128.5886741,35.2484585","127.1836951,35.8470398","127.3153856,37.3719928"
"127.2859177,36.4493078","128.0024219,36.1955698","127.1000528,36.7533942","127.1105839,36.7459992","127.1105839,36.7459992","128.6087461,35.9143962","127.185249,35.8113994","127.1470127,35.8672482","127.0722319,35.8694044","127.4223867,36.4124081","127.9081761,37.0071276","128.8490908,37.8272011","128.8490908,37.8272011","128.6087461,35.9143962","127.1470127,35.8672482","127.1987611,35.7987536","127.133095,37.6387907","127.2178676,36.7594978","126.8493786,37.6338303","127.0532453,37.6410219","128.588285,35.2482095","127.1840749,35.8470516","127.315511,37.3719776"
"127.285837,36.449853","128.0023351,36.1962671","127.100054,36.7533933","127.1109081,36.7459065","127.1109081,36.7459065","128.6109491,35.914777","127.1853247,35.8112743","127.1470125,35.8673041","127.0722549,35.8694469","127.4226246,36.4131746","127.9084096,37.0074874","128.8489647,37.8277054","128.8489647,37.8277054","128.6109491,35.914777","127.1470125,35.8673041","127.1994565,35.7968944","127.1331991,37.6388162","127.2179127,36.7594293","126.8492166,37.6340745","127.0531596,37.6411289","128.5879017,35.2479848","127.1847608,35.8469615","127.316007,37.371918"
"127.2856934,36.4505244","128.0021187,36.1979089","127.1002454,36.7531993","127.1111773,36.745829","127.1111773,36.745829","128.6125778,35.9150595","127.1853749,35.8111915","127.1470307,35.8676865","127.0726453,35.8701867","127.4227121,36.413812","127.9085629,37.0077798","128.8486841,37.8289569","128.8486841,37.8289569","128.6125778,35.9150595","127.1470307,35.8676865","127.1996954,35.7960538","127.1334243,37.6388827","127.218022,36.7592655","126.8492017,37.6340988","127.0527451,37.6416483","128.5877876,35.2479155","127.1850132,35.8469657","127.318813,37.371715"
"127.2854217,36.4515373","128.0020433,36.19846","127.1004111,36.753006","127.1112683,36.7457914","127.1112683,36.7457914","128.6130656,35.9151469","127.185474,35.8110411","127.1470436,35.8677821","127.0727615,35.870408","127.4227332,36.413977","127.9087848,37.0082992","128.8484093,37.8302136","128.8484093,37.8302136","128.6130656,35.9151469","127.1470436,35.8677821","127.1998862,35.7953393","127.133611,37.6389518","127.2182498,36.7588577","126.8491913,37.6341168","127.0526183,37.6418064","128.5874197,35.2476925","127.1860906,35.8467305","127.3191428,37.3716903"
"127.2853833,36.4516796","128.0017893,36.2005022","127.1006196,36.7527759","127.1113424,36.7457448","127.1113424,36.7457448","128.6131112,35.9151555","127.1855363,35.8109638","127.1470661,35.8679598","127.0728054,35.870483","127.4227427,36.4144702","127.908932,37.0086998","128.8482921,37.8307062","128.8482921,37.8307062","128.6131112,35.9151555","127.1470661,35.8679598","127.1999479,35.7951105","127.1338461,37.6390877","127.2184061,36.7583929","126.8486665,37.6350341","127.0525118,37.6419827","128.5868556,35.2473495","127.1862601,35.8466958","127.3193247,37.3716762"
"127.2852495,36.452067","128.001728,36.2009992","127.1010403,36.7522112","127.1114865,36.7456109","127.1114865,36.7456109","128.6133434,35.9152002","127.1856998,35.8107577","127.1471153,35.8681005","127.0728164,35.8704992","127.4227369,36.4146793","127.9090247,37.0090024","128.8481442,37.8311954","128.8481442,37.8311954","128.6133434,35.9152002","127.1471153,35.8681005","127.1999625,35.7950429","127.134012,37.6392243","127.2185414,36.7578478","126.8481689,37.6359471","127.0524809,37.6420321","128.5859372,35.2468078","127.1866913,35.8466005","127.3202781,37.3716208"
"127.2851035,36.4524112","128.0017163,36.2010903","127.1019776,36.7507783","127.1115214,36.745575","127.1115214,36.745575","128.6135123,35.9152329","127.1859999,35.8104249","127.1474969,35.8692215","127.0728527,35.8705598","127.4226996,36.4151661","127.9091129,37.0093131","128.8481345,37.8312208","128.8481345,37.8312208","128.6135123,35.9152329","127.1474969,35.8692215","127.2000661,35.7945716","127.1341867,37.6394331","127.2186262,36.7573216","126.8479313,37.6364199","127.0524271,37.6421257","128.5851868,35.2464124","127.1870205,35.8465274","127.3210823,37.3715743"
"127.2846688,36.4534057","128.0017121,36.2011246","127.1021945,36.7504248","127.1116182,36.745477","127.1116182,36.745477","128.6176544,35.9159725","127.1863498,35.8101166","127.1475998,35.8694995","127.0731447,35.8710513","127.4226547,36.4154861","127.9092156,37.009813","128.8481117,37.8312787","128.8481117,37.8312787","128.6176544,35.9159725","127.1475998,35.8694995","127.2002629,35.7934604","127.1343373,37.6396913","127.2186735,36.7566528","126.8478148,37.6366509","127.0523675,37.6422363","128.5847436,35.2462261","127.1873986,35.8463886","127.3220978,37.37151"
"127.2845645,36.453611","128.0015245,36.2023993","127.1024767,36.7499993","127.1117568,36.7453125","127.1117568,36.7453125","128.6199033,35.9163735","127.1863509,35.8101157","127.1478027,35.8699644","127.0731798,35.87111","127.4226244,36.4156998","127.9092686,37.0102726","128.8479412,37.8317151","128.8479412,37.8317151","128.6199033,35.9163735","127.1478027,35.8699644","127.2004894,35.7920715","127.1344499,37.6400829","127.2187444,36.7556451","126.8476231,37.6370582","127.0520844,37.642758","128.5842721,35.2460626","127.1880892,35.8462092","127.3233076,37.3714334"
"127.2843288,36.4540821","128.0014287,36.203084","127.1027309,36.7495927","127.111882,36.7451453","127.111882,36.7451453","128.6215499,35.9166664","127.1867194,35.8098696","127.1479114,35.8701712","127.0733213,35.8713693","127.4225358,36.4160991","127.909284,37.0106268","128.8478272,37.8320084","128.8478272,37.8320084","128.6215499,35.9166664","127.1479114,35.8701712","127.2006193,35.7913767","127.1344743,37.6401992","127.2188476,36.7540642","126.847011,37.6383563","127.0519583,37.6429973","128.5838847,35.2459417","127.1884097,35.846091","127.3258616,37.3712713"
"127.2840371,36.4546694","128.0013574,36.2035909","127.1028348,36.7494208","127.1119948,36.744996","127.1119948,36.744996","128.6234499,35.9169272","127.1869313,35.8097448","127.1480996,35.8704575","127.07334,35.8714045","127.4224463,36.416383","127.909291,37.0110883","128.8477621,37.832175","128.8477621,37.832175","128.6234499,35.9169272","127.1480996,35.8704575","127.2008744,35.7903378","127.1345123,37.6407663","127.2189119,36.7530159","126.8468713,37.6386548","127.051933,37.6430531","128.5838681,35.2459373","127.1886694,35.8459609","127.3262682,37.3712368"
"127.2834789,36.4555185","128.0012531,36.2043306","127.1029919,36.7491581","127.1120737,36.7448872","127.1120737,36.7448872","128.625,35.9170497","127.1871376,35.8096408","127.1483243,35.8707413","127.0737832,35.8722067","127.4223256,36.416666","127.9092499,37.0115995","128.8477059,37.832272","128.8477059,37.832272","128.625,35.9170497","127.1483243,35.8707413","127.2012974,35.7890811","127.1347007,37.6411689","127.2189618,36.7525581","126.8467362,37.6389415","127.0518285,37.6432843","128.5833774,35.2458164","127.1889115,35.8457659","127.3298918,37.3710536"
"127.2833747,36.4556824","128.0011519,36.2048567","127.1038199,36.7478267","127.1120964,36.7448431","127.1120964,36.7448431","128.6262563,35.9170912","127.1874248,35.8095081","127.1488492,35.871291","127.0739916,35.8725825","127.4222216,36.4168859","127.9091841,37.0121118","128.8473996,37.8327992","128.8473996,37.8327992","128.6262563,35.9170912","127.1488492,35.871291","127.2016516,35.7881713","127.1347388,37.64126","127.2190365,36.7520246","126.8467046,37.6390531","127.0517147,37.6435345","128.5828286,35.2457086","127.1890796,35.8455599","127.3307164,37.3710043"
"127.2828897,36.4563252","128.0011444,36.2048937","127.1041924,36.7472618","127.112127,36.7447647","127.112127,36.7447647","128.6300106,35.9169702","127.1878493,35.809355","127.149322,35.8718225","127.0744766,35.8734606","127.4220473,36.4172194","127.9091187,37.012496","128.847173,37.8331488","128.847173,37.8331488","128.6300106,35.9169702","127.149322,35.8718225","127.201964,35.7874697","127.1348008,37.641344","127.2191118,36.751666","126.8465443,37.6396273","127.0516504,37.6436757","128.5824952,35.2456773","127.1891843,35.8453852","127.3322187,37.3709281"
"127.2826971,36.4565484","128.000983,36.2055777","127.1051851,36.7457029","127.1121465,36.7446837","127.1121465,36.7446837","128.6344223,35.9168619","127.187979,35.8093085","127.1510761,35.8737355","127.0745248,35.8735527","127.4219713,36.4173645","127.9089908,37.0129634","128.8470286,37.8333325","128.8470286,37.8333325","128.6344223,35.9168619","127.1510761,35.8737355","127.2023317,35.7867881","127.1348764,37.641402","127.2192371,36.7510992","126.8464777,37.6399856","127.0515401,37.6439322","128.5820506,35.2456362","127.1892715,35.8451709","127.3333098,37.3708503"
"127.2825314,36.456741","128.0007762,36.2061222","127.1056581,36.7449905","127.1121558,36.7446089","127.1121558,36.7446089","128.634696,35.9168539","127.1879879,35.8093058","127.1513847,35.874097","127.0745743,35.8736286","127.4217367,36.4177258","127.9087073,37.0139713","128.8467323,37.8337225","128.8467323,37.8337225","128.634696,35.9168539","127.1513847,35.874097","127.2028149,35.7860184","127.1349634,37.6414608","127.2193618,36.7506912","126.8464301,37.6402432","127.051286,37.6445189","128.5813064,35.2456284","127.1893556,35.8449223","127.3340419,37.3707603"
"127.2822951,36.4570219","128.0007554,36.2061683","127.105746,36.7448709","127.1121577,36.7444538","127.1121577,36.7444538","128.6350394,35.9168453","127.1883746,35.8091914","127.1514067,35.8741232","127.0746324,35.8737307","127.4214932,36.4180773","127.908329,37.0153319","128.8465867,37.8339026","128.8465867,37.8339026","128.6350394,35.9168453","127.1514067,35.8741232","127.2032995,35.7854209","127.1350766,37.6415017","127.2195494,36.7502499","126.8464035,37.6404251","127.0508756,37.6454691","128.580274,35.2456827","127.1894017,35.844724","127.3350767,37.3706373"
"127.2822033,36.4571326","128.0005666,36.2065802","127.1061822,36.7443495","127.1121143,36.7437343","127.1121143,36.7437343","128.6372397,35.9167839","127.1885996,35.8091162","127.1518523,35.874569","127.0750556,35.8745662","127.4212095,36.4184431","127.9082772,37.0155205","128.8462266,37.8343492","128.8462266,37.8343492","128.6372397,35.9167839","127.1518523,35.874569","127.2034631,35.7851842","127.1353369,37.6415746","127.2196623,36.7499995","126.8463421,37.6408421","127.0508515,37.6455249","128.5794468,35.2457144","127.1894294,35.8444572","127.3361715,37.3704505"
"127.2820925,36.4572649","128.0002257,36.207192","127.1066125,36.7438731","127.1120861,36.7431014","127.1120861,36.7431014","128.641495,35.916666","127.1890874,35.8089164","127.1518997,35.8746169","127.0751653,35.8747686","127.4201273,36.4196631","127.9080875,37.0162063","128.8451124,37.8356913","128.8451124,37.8356913","128.641495,35.916666","127.1518997,35.8746169","127.2040613,35.7843877","127.1354989,37.6415832","127.2197502,36.7498429","126.8463218,37.6419966","127.0507932,37.6456022","128.5793765,35.2457169","127.1894575,35.8440425","127.337977,37.3700951"
"127.281816,36.4575637","127.9999997,36.2075256","127.1071293,36.7433601","127.1120757,36.7427092","127.1120757,36.7427092","128.6463315,35.9165081","127.1895744,35.8086499","127.1523661,35.8751259","127.0751839,35.8748029","127.4197421,36.4200974","127.9079067,37.0168649","128.8447621,37.8361162","128.8447621,37.8361162","128.6463315,35.9165081","127.1523661,35.8751259","127.2043982,35.7839711","127.1357244,37.6415993","127.2199746,36.7494413","126.8463768,37.6426999","127.0507055,37.6456776","128.5791677,35.2457205","127.189432,35.8426459","127.3390098,37.3698631"
"127.2814198,36.4579696","127.999769,36.2078006","127.1080851,36.7426384","127.1120765,36.7425605","127.1120765,36.7425605","128.6478981,35.9163948","127.1898873,35.8084415","127.1535116,35.8763743","127.0752399,35.8749032","127.4191267,36.4207668","127.9078638,37.0170463","128.8444631,37.836481","128.8444631,37.836481","128.6478981,35.9163948","127.1535116,35.8763743","127.2047793,35.7835339","127.1359115,37.6415998","127.2206996,36.7484577","126.8465569,37.6434941","127.0506986,37.6456875","128.5787037,35.2457084","127.189354,35.8419244","127.3392166,37.3698029"
"127.2812687,36.4581171","127.9993239,36.2083055","127.1085627,36.7423353","127.1120809,36.7423567","127.1120809,36.7423567","128.6493169,35.9161748","127.1902993,35.808091","127.1550276,35.878043","127.075523,35.8754163","127.4186866,36.4213615","127.9077234,37.0176895","128.8443864,37.8365747","128.8443864,37.8365747","128.6493169,35.9161748","127.1550276,35.878043","127.2050771,35.783192","127.1364364,37.6415717","127.2211695,36.7479973","126.8465635,37.6435157","127.0506758,37.6457181","128.5781757,35.2456744","127.1893037,35.8414689","127.3400596,37.3695697"
"127.2808412,36.4585193","127.9989346,36.2086651","127.1089245,36.7421102","127.1120949,36.7422342","127.1120949,36.7422342","128.6506248,35.9158747","127.1905372,35.8078409","127.1550629,35.8780837","127.0756117,35.8755924","127.4183279,36.4219211","127.9076843,37.01796","128.8441985,37.8368031","128.8441985,37.8368031","128.6506248,35.9158747","127.1550629,35.8780837","127.2061444,35.782128","127.1370613,37.6415033","127.2215741,36.7476313","126.846665,37.6438354","127.0506631,37.6457432","128.5778377,35.2456323","127.1893361,35.841112","127.3427268,37.3686945"
"127.2802682,36.4590863","127.9983933,36.2090866","127.1093704,36.7418647","127.1121341,36.7420116","127.1121341,36.7420116","128.6526754,35.9152834","127.1907741,35.8075242","127.1551952,35.8782392","127.075786,35.8759392","127.4179658,36.4226204","127.9076692,37.0180647","128.843926,37.8371333","128.843926,37.8371333","128.6526754,35.9152834","127.1551952,35.8782392","127.2074233,35.7809815","127.1373767,37.6414448","127.2223076,36.7470903","126.8467422,37.6440782","127.0506183,37.6458485","128.5774479,35.2455817","127.189284,35.8408513","127.3500101,37.3664297"
"127.2798474,36.4594903","127.9978127,36.2094604","127.112453,36.7403035","127.1122983,36.7412225","127.1122983,36.7412225","128.6551521,35.9145727","127.1909367,35.8072829","127.1552822,35.878362","127.0758321,35.8760205","127.4175912,36.4234622","127.90766,37.0182504","128.8436992,37.8374081","128.8436992,37.8374081","128.6551521,35.9145727","127.1552822,35.878362","127.2076942,35.7807243","127.1376785,37.64137","127.2224704,36.7469771","126.8475833,37.6458892","127.0505976,37.6458989","128.577007,35.2454864","127.1891604,35.8401603","127.3518204,37.365865"
"127.2793751,36.4599645","127.9977662,36.2094904","127.1142666,36.7393682","127.1123213,36.7410918","127.1123213,36.7410918","128.6553621,35.9144597","127.191124,35.8069246","127.1553723,35.8785192","127.0759527,35.8762626","127.417291,36.4246042","127.9076503,37.0185371","128.8435847,37.83755","128.8435847,37.83755","128.6565052,35.9141882","127.1553723,35.8785192","127.210917,35.7777603","127.1380836,37.6412775","127.222585,36.7468981","126.8477824,37.6463193","127.0503553,37.6458466","128.5764038,35.2453313","127.1891201,35.8400015","127.3523142,37.3657331"
"127.2789723,36.4603361","127.9970265,36.2098586","127.1173958,36.7378575","127.1123317,36.7410297","127.1123317,36.7410297","128.655667,35.9143126","127.1912874,35.8064661","127.1555052,35.8787873","127.0761502,35.8766248","127.4171911,36.425237","127.9076625,37.0189301","128.8432234,37.8380525","128.8432234,37.8380525","128.6572866,35.9139661","127.1555052,35.8787873","127.2123846,35.7764259","127.1385283,37.6412086","127.2226411,36.7468649","126.8481882,37.6472256","127.0502727,37.6458283","128.5758219,35.2451282","127.1890045,35.8395477","127.3523278,37.3657286"
"127.2785638,36.4607365","127.9964562,36.210098","127.1180425,36.737545","127.1124065,36.7406468","127.1124065,36.7406468","128.6569295,35.9139479","127.1920382,35.8040751","127.1555928,35.8790283","127.0762083,35.8767359","127.4171347,36.4257932","127.9076654,37.0190409","128.8431426,37.8381742","128.8431426,37.8381742","128.6606115,35.9130577","127.1555928,35.8790283","127.2140501,35.7747717","127.1391644,37.6411646","127.2227084,36.7468262","126.8484619,37.6479536","127.0492766,37.6455901","128.5753501,35.2449385","127.1887516,35.8385084","127.3542239,37.3651451"
"127.2784841,36.460886","127.9956869,36.2103582","127.1184869,36.7373643","127.1124328,36.740527","127.1124328,36.740527","128.6574551,35.9137409","127.1921435,35.8037409","127.1556593,35.8792854","127.0763563,35.8770214","127.4171279,36.4258545","127.9077254,37.0195419","128.8431206,37.8382159","128.8431206,37.8382159","128.6622038,35.9125879","127.1556593,35.8792854","127.2142503,35.77449","127.1416732,37.6410704","127.2228993,36.7467149","126.8484652,37.6479626","127.0492416,37.6455648","128.575089,35.2448092","127.1887309,35.8384191","127.3547177,37.3649925"
"127.2775955,36.4617435","127.9947492,36.2105577","127.1214597,36.7361803","127.1125042,36.7401531","127.1125042,36.7401531","128.657816,35.9135589","127.1922242,35.8034832","127.1557361,35.8799583","127.0764155,35.8771343","127.4171164,36.4272537","127.9077347,37.0196023","128.8430713,37.8383129","128.8430713,37.8383129","128.6625823,35.9124761","127.1557361,35.8799583","127.214685,35.7739023","127.1424793,37.6410476","127.2231193,36.7465928","126.8486524,37.6484603","127.0492042,37.6455637","128.5748854,35.2447082","127.1885658,35.8376","127.3548499,37.3649404"
"127.2774097,36.4619415","127.9940745,36.2106578","127.12205,36.7359496","127.1125294,36.7400378","127.1125294,36.7400378","128.6581805,35.9133219","127.1923531,35.8030733","127.1557512,35.8800494","127.0765389,35.8774692","127.4171483,36.4276729","127.9078057,37.0200564","128.8428164,37.8388611","128.8428164,37.8388611","128.6635004,35.9122048","127.1557512,35.8800494","127.2155942,35.7724077","127.142773,37.6410205","127.224157,36.7461454","126.8488321,37.6491724","127.0491713,37.6455726","128.5744569,35.2444668","127.1885474,35.8375062","127.356455,37.3641987"
"127.2772573,36.4621513","127.9934018,36.2107156","127.1232025,36.735498","127.112782,36.7399169","127.112782,36.7399169","128.6585373,35.9130164","127.1924494,35.8027661","127.1558148,35.8802146","127.0765946,35.8776227","127.4172113,36.4282373","127.907884,37.0204094","128.842792,37.8391453","128.842792,37.8391453","128.664393,35.9119356","127.1558148,35.8802146","127.2159753,35.7716504","127.1431336,37.6409702","127.2250666,36.7458284","126.8488364,37.6492049","127.0491098,37.6456102","128.5740313,35.2441983","127.188531,35.8371617","127.3587076,37.3631666"
"127.2772405,36.462172","127.9914076,36.2107869","127.1249992,36.7347725","127.1129639,36.7398382","127.1129639,36.7398382","128.6585896,35.9129546","127.192473,35.8026832","127.1558476,35.8802994","127.0766066,35.877657","127.417433,36.4296231","127.9079094,37.0205211","128.8427922,37.8392832","128.8427922,37.8392832","128.6645165,35.9118911","127.1558476,35.8802994","127.2163067,35.7708415","127.1434366,37.6409135","127.2261496,36.7455821","126.8489265,37.6499201","127.0490547,37.6457281","128.5738404,35.2440611","127.1885249,35.8367398","127.3623165,37.3615123"
"127.2771094,36.4623385","127.9903832,36.2108245","127.1266139,36.7341556","127.113332,36.7396879","127.113332,36.7396879","128.6590119,35.9125007","127.1925201,35.8025228","127.1558583,35.880404","127.0766197,35.8777021","127.4176162,36.430404","127.9080015,37.0209382","128.8427999,37.8393912","128.8427999,37.8393912","128.6652584,35.9116225","127.1558583,35.880404","127.2163123,35.7708289","127.1437202,37.6408449","127.227239,36.7454259","126.8490208,37.6506696","127.0490536,37.645729","128.5736618,35.2439319","127.1885299,35.8360194","127.3635088,37.3609674"
"127.2768873,36.4627555","127.9902887,36.2108276","127.1274745,36.733822","127.1146399,36.7390864","127.1146399,36.7390864","128.6593366,35.9122","127.1925414,35.8024481","127.1558746,35.880734","127.0766632,35.8778555","127.417704,36.4307106","127.9081156,37.0214561","128.8428623,37.8395744","128.8428623,37.8395744","128.6658466,35.9113779","127.1558746,35.880734","127.2165938,35.7700785","127.1440653,37.6407531","127.2276502,36.7453728","126.849078,37.6524285","127.0487618,37.6463642","128.5733253,35.2436725","127.1885539,35.8355542","127.3638841,37.3607903"
