0,1,2,3,4,5,6
"127.1368271,37.5638057","128.9743836,35.2124421","128.3271813,36.123884","128.5633997,35.8598661","128.5905466,35.8847177","126.9710355,37.5596009","128.5828922,35.8524705"
"127.1366279,37.5640151","128.9743854,35.2143598","128.3272191,36.12389","128.5633418,35.8598495","128.5905478,35.8847213","126.9711588,37.559606","128.5829999,35.8524911"
"127.136547,37.5641338","128.9743952,35.2147835","128.3273182,36.1239074","128.563184,35.859804","128.5906857,35.8851691","126.9712324,37.559609","128.5831257,35.8525396"
"127.1364897,37.5642661","128.9743868,35.2159602","128.3276782,36.1240104","128.5628982,35.8597218","128.5907182,35.885276","126.9712727,37.5595109","128.5832195,35.8525991"
"127.1364667,37.5643427","128.9743592,35.2163734","128.3281866,36.1241664","128.5621222,35.859497","128.5907622,35.8854145","126.9712855,37.5594668","128.5832598,35.8526285"
"127.136455,37.5644228","128.9743046,35.2170016","128.3285689,36.1242783","128.5619865,35.8594576","128.5908249,35.8856249","126.9713216,37.5593291","128.583299,35.8526579"
"127.1364513,37.564485","128.9741998,35.2174636","128.3287695,36.1243373","128.5606375,35.8590331","128.5908712,35.8857651","126.9714445,37.5587555","128.5833104,35.8526822"
"127.1364487,37.5645445","128.9742057,35.2176682","128.3288005,36.1244318","128.5606041,35.8590226","128.5912211,35.8868068","126.9715068,37.5584277","128.5833172,35.8526974"
"127.1364586,37.5646013","128.9742875,35.2180621","128.3288496,36.1245576","128.5597867,35.8587666","128.5912315,35.8868383","126.9716122,37.5579306","128.5833219,35.8527163"
"127.1366173,37.5652634","128.9743514,35.2188025","128.3288873,36.1246493","128.5595742,35.8586936","128.5912547,35.8869084","126.9716737,37.5577227","128.5833246,35.8527524"
"127.1366941,37.5655449","128.9745502,35.2199523","128.3290666,36.1250087","128.5586875,35.8583913","128.5912812,35.8869857","126.9717541,37.5575599","128.5833258,35.8528425"
"127.1368132,37.5659806","128.9746922,35.2202066","128.329162,36.1251992","128.558574,35.8583499","128.5914314,35.8874351","126.9718834,37.5573649","128.5833203,35.8529246"
"127.1369119,37.5661594","128.9747642,35.2203031","128.3292494,36.1253744","128.5585428,35.8583385","128.5915023,35.8876761","126.9719473,37.557293","128.583312,35.85305"
"127.1370617,37.5663257","128.9748693,35.2204037","128.3293171,36.1254686","128.558426,35.8582989","128.5915558,35.8878622","126.9719622,37.557276","128.5833103,35.8530852"
"127.1372694,37.5664606","128.9750434,35.2204918","128.3294626,36.1256731","128.557764,35.8580722","128.5915927,35.8880458","126.9724033,37.5566903","128.5832957,35.853235"
"127.1376628,37.566597","128.9752428,35.22052","128.3294998,36.1257242","128.5574826,35.8579836","128.5915869,35.888191","126.9724821,37.5566023","128.583284,35.8533505"
"127.138164,37.5666968","128.9754173,35.220508","128.3298914,36.1262913","128.557466,35.8579783","128.5915335,35.8884124","126.9724442,37.5563524","128.5832762,35.8534308"
"127.1385475,37.5667575","128.9755875,35.2204455","128.3300302,36.1264995","128.5574459,35.8579722","128.5914312,35.8886297","126.9724437,37.5557837","128.5832625,35.8534778"
"127.1388995,37.5667955","128.9757103,35.22037","128.3300933,36.1265829","128.5573748,35.8579494","128.5913329,35.8888163","126.9724901,37.5552981","128.583253,35.853513"
"127.1392867,37.5668048","128.9758107,35.2202723","128.3304771,36.1271473","128.5572045,35.8578905","128.591266,35.8889449","126.9724926,37.5552647","128.5832394,35.8535744"
"127.139991,37.5668105","128.9758404,35.2202116","128.3305054,36.1271895","128.5571878,35.8578852","128.591157,35.8891533","126.9725446,37.5546331","128.5832311,35.853616"
"127.1404007,37.566856","128.975869,35.2201544","128.3305313,36.1272281","128.5570299,35.8578307","128.591063,35.8893335","126.9725705,37.5545016","128.5832182,35.8537243"
"127.1408029,37.5668211","128.975889,35.2200415","128.330476,36.1272501","128.5565879,35.8576606","128.5907867,35.8898626","126.9726407,37.5543388","128.5831825,35.8539509"
"127.1416219,37.5667488","128.9758824,35.2199207","128.3299759,36.1274636","128.5564321,35.8576033","128.590737,35.8899577","126.9726808,37.5542759","128.583137,35.854266"
"127.1418179,37.5667314","128.9758373,35.2197951","128.3296296,36.1276022","128.556244,35.8575302","128.5906754,35.8900736","126.9727321,37.5542247","128.5830314,35.8549719"
"127.1429111,37.5666346","128.9757864,35.2197182","128.3294193,36.1276893","128.5554959,35.8572383","128.5904407,35.8904869","126.9728116,37.554189","128.5830213,35.8550406"
"127.1430697,37.5666207","128.9757103,35.2196397","128.3292832,36.1277443","128.5549527,35.857033","128.5903618,35.8906327","126.9730395,37.5541297","128.5830111,35.8551065"
"127.1443373,37.5665091","128.9756122,35.2195634","128.3292057,36.1277746","128.5546967,35.856937","128.5902625,35.8908212","126.9737879,37.5538022","128.582924,35.8557825"
"127.1459085,37.566366","128.975485,35.2195172","128.3291327,36.127803","128.5545119,35.8568665","128.5900536,35.8912666","126.9740048,37.5537112","128.582883,35.8561949"
"127.1467218,37.566309","128.9753349,35.2194784","128.3288682,36.1279058","128.5544273,35.8568348","128.5900288,35.8913173","126.9741387,37.5536677","128.5828738,35.8562509"
"127.1471783,37.566286","128.9751686,35.2194543","128.3287066,36.1279692","128.55405,35.8566939","128.5898445,35.8916914","126.9742919,37.5536143","128.5828574,35.8563448"
"127.1474444,37.5662814","128.9748778,35.2194137","128.3284996,36.1280499","128.5538864,35.8566331","128.5898114,35.8917827","126.9743849,37.5535886","128.5828523,35.8563764"
"127.1479336,37.5662874","128.9745313,35.2193899","128.3282694,36.1281399","128.553016,35.8563044","128.5897943,35.8918316","126.9750479,37.553496","128.5827299,35.8564154"
"127.1482981,37.5663011","128.9740903,35.2193692","128.3281643,36.1281812","128.552356,35.8560551","128.5899869,35.891892","126.9752745,37.5534663","128.5826913,35.8564283"
"127.1484758,37.5663079","128.9729929,35.2193158","128.3280591,36.1282198","128.5520087,35.8559175","128.5904364,35.8920331","126.9753391,37.5534576","128.5824192,35.8565318"
"127.1488086,37.5663369","128.972883,35.2193153","128.3279518,36.1282647","128.5519084,35.855876","128.5909138,35.8921856","126.97544,37.5534436","128.582254,35.8566054"
"127.1492047,37.5663948","128.9723908,35.2193141","128.3278832,36.1282931","128.5518661,35.8558583","128.5912366,35.8922918","126.9758547,37.5533995","128.5815749,35.8569081"
"127.1494943,37.5664425","128.9721897,35.2193129","128.3277593,36.1283445","128.5517559,35.8558133","128.5912455,35.8922953","126.9759521,37.55339","128.5814296,35.8569734"
"127.1496572,37.5664746","128.9708873,35.2193495","128.3270622,36.1286333","128.5504321,35.8552848","128.5913624,35.892333","126.9763509,37.5533521","128.5812677,35.8570425"
"127.1498213,37.5665066","128.9706546,35.2193605","128.3269747,36.1286681","128.5503999,35.8552716","128.5914058,35.8923488","126.9764914,37.5533383","128.5810002,35.857163"
"127.1498937,37.5665212","128.9701935,35.2193823","128.3267778,36.128747","128.5503242,35.8552416","128.5915583,35.8924034","126.9764909,37.5534059","128.5804124,35.8574243"
"127.1499582,37.5665341","128.9700739,35.2193883","128.3267324,36.1287654","128.5485867,35.8545833","128.591899,35.8925247","126.9764962,37.553451","128.5796374,35.857773"
"127.150242,37.5666088","128.9679205,35.2195749","128.3266295,36.1288066","128.5483697,35.8545014","128.5921441,35.8926225","126.9765015,37.5535123","128.5795472,35.8578135"
"127.1507079,37.5667598","128.9668699,35.2196859","128.3262244,36.1289699","128.5482195,35.854445","128.5923435,35.8926973","126.9765373,37.5540524","128.5794118,35.8578742"
"127.151151,37.5669243","128.9666006,35.219736","128.3258172,36.1291341","128.5481872,35.8544335","128.5923613,35.8927044","126.9765397,37.5541993","128.5792346,35.8579578"
"127.1520742,37.5673326","128.9659634,35.2198601","128.3256744,36.129191","128.5481627,35.8544238","128.5922741,35.8928125","126.9765404,37.5542597","128.5791994,35.8579744"
"127.1521115,37.5673498","128.9651142,35.2200489","128.3255848,36.1292277","128.5480993,35.8543991","128.5922372,35.8928669","126.9765535,37.5544914","128.578532,35.8582545"
"127.1533647,37.567916","128.9580744,35.2218082","128.325535,36.1292478","128.5477843,35.8542838","128.5921732,35.892963","126.9765666,37.5547213","128.5776118,35.8586747"
"127.1538856,37.5681527","128.9565748,35.2221833","128.3251068,36.1294239","128.547633,35.8542256","128.5920845,35.8931243","126.9765695,37.5547961","128.5775447,35.8587042"
"127.1561434,37.5691707","128.9564226,35.2222166","128.3249662,36.1294771","128.5472367,35.8540749","128.5920715,35.8931452","126.9766286,37.5549253","128.5774753,35.8587337"
"127.1562406,37.5692151","128.955824,35.2223492","128.324912,36.1294991","128.546628,35.8538521","128.5920293,35.8932141","126.9766488,37.5549479","128.5771196,35.8588856"
"127.1564903,37.5693276","128.9553871,35.2224329","128.3248367,36.1295294","128.5458246,35.853558","128.5918287,35.8935387","126.9766634,37.5549588","128.5767442,35.8590467"
"127.1566124,37.5693829","128.9540118,35.2226333","128.3242712,36.129756","128.545809,35.8535518","128.5915681,35.8940838","126.976792,37.5550333","128.5764942,35.8591563"
"127.1566519,37.5694011","128.9528853,35.2227415","128.3242192,36.1297762","128.5456821,35.8535024","128.5914869,35.8943018","126.9769027,37.5550725","128.5762619,35.8592575"
"127.1576373,37.5698402","128.952712,35.222758","128.3241638,36.1297991","128.5447549,35.8531399","128.5914022,35.8945892","126.9769901,37.5550306","128.5758491,35.8594415"
"127.1576385,37.5698402","128.9518742,35.2227915","128.3237864,36.1299496","128.5446658,35.8531046","128.5912645,35.8951314","126.9770742,37.5549841","128.5752624,35.8597082"
"127.1582182,37.5701024","128.9518369,35.2227911","128.3232221,36.1301788","128.5443742,35.8529909","128.5911628,35.8953082","126.9773891,37.5548115","128.5747781,35.8599335"
"127.1587516,37.5703437","128.9517369,35.2227914","128.3230605,36.1302448","128.5439244,35.8528081","128.5911247,35.8956836","126.977622,37.5546836","128.5745877,35.860019"
"127.1588115,37.5703745","128.95157,35.222797","128.322765,36.130365","128.5438086,35.8527614","128.591119,35.8965635","126.977713,37.5546336","128.574537,35.8600411"
"127.1589493,37.5704425","128.9515118,35.2227995","128.3226544,36.1304108","128.5428868,35.8523916","128.591144,35.8969275","126.9778209,37.5545755","128.5743284,35.8601728"
"127.1603359,37.5710847","128.9508372,35.2227995","128.3224784,36.1304841","128.5421889,35.8521227","128.5911866,35.8972075","126.9778346,37.5545683","128.574257,35.8602185"
"127.1621887,37.5718011","128.9493117,35.2227158","128.3224342,36.1305025","128.54151,35.8518608","128.5913381,35.8979085","126.9780312,37.5544601","128.5737745,35.8605762"
"127.1631655,37.5721428","128.9486261,35.222651","128.3223788,36.1305254","128.5413397,35.8517974","128.5914369,35.8982457","126.9782164,37.5543591","128.5731247,35.8610914"
"127.1632243,37.5721637","128.9481616,35.2226079","128.3223622,36.1305327","128.5411249,35.8517163","128.5916825,35.8990233","126.9785096,37.5541999","128.5726871,35.8614082"
"127.1633374,37.572201","128.9468531,35.2224243","128.3222374,36.1306075","128.5410392,35.8516837","128.5917554,35.8993345","126.9785244,37.554191","128.5723802,35.8616534"
"127.1641751,37.5725207","128.9449667,35.2221249","128.322199,36.1306492","128.540525,35.8514826","128.5917972,35.8995487","126.9786881,37.5541007","128.5723123,35.8617081"
"127.1641762,37.5725207","128.9440985,35.2219847","128.322153,36.1307127","128.5396156,35.8511289","128.5918162,35.8997262","126.9787336,37.5540657","128.5722095,35.8618064"
"127.1649923,37.5728655","128.9434451,35.2218798","128.3220698,36.1308358","128.5394119,35.8510495","128.5918279,35.8999325","126.9787667,37.5540226","128.5721748,35.8618572"
"127.1656873,37.5731956","128.9425067,35.2216927","128.3220545,36.1308657","128.5381122,35.8505658","128.5918278,35.9000885","126.9788207,37.5539156","128.5721575,35.8618907"
"127.1663934,37.5735761","128.9415508,35.2215021","128.3219294,36.1311181","128.5377218,35.8504421","128.5917945,35.9004873","126.9788689,37.553822","128.5721467,35.8619107"
"127.1666079,37.5737101","128.9415067,35.2214936","128.3218948,36.131213","128.5373468,35.8503029","128.5917659,35.9006624","126.978877,37.553795","128.5721123,35.8619876"
"127.1671443,37.5740551","128.9415022,35.2214928","128.3218688,36.1312781","128.5373301,35.8502958","128.591742,35.9007772","126.9788755,37.5536905","128.5720951,35.8620274"
"127.1684226,37.5748771","128.9414615,35.2214851","128.3217713,36.1315231","128.5373057,35.850287","128.5916804,35.9009743","126.978874,37.5535733","128.5720415,35.862155"
"127.1693975,37.5754251","128.9397368,35.221191","128.3217627,36.1315511","128.5372356,35.8502605","128.5916194,35.9011272","126.9788998,37.5534499","128.5720372,35.8621659"
"127.1699523,37.5757133","128.9396773,35.2211845","128.3217468,36.1316242","128.5368055,35.850147","128.5914715,35.9014152","126.9789509,37.5532663","128.5720266,35.8622002"
"127.1707421,37.576122","128.9392535,35.221139","128.321745,36.1316603","128.5367234,35.8501369","128.5912895,35.9017189","126.979024,37.5531665","128.5719968,35.8622934"
"127.1719131,37.5766337","128.9391996,35.2211325","128.3217496,36.1316774","128.5367035,35.8501344","128.5911906,35.9018613","126.979057,37.5531406","128.5719723,35.8623684"
"127.1727498,37.5769506","128.9385862,35.2211145","128.3217543,36.1316972","128.5364506,35.8501059","128.5909333,35.9021675","126.9794315,37.5528493","128.5718023,35.8629"
"127.1733231,37.5771559","128.9377278,35.2211004","128.3217736,36.1317394","128.5359827,35.8500631","128.5906479,35.902446","126.979899,37.5525332","128.5717492,35.86307"
"127.1737867,37.5773158","128.936975,35.2211499","128.3217961,36.1317618","128.5350991,35.8499833","128.590387,35.9026476","126.9801994,37.5523245","128.5717088,35.8631993"
"127.1744281,37.5774933","128.9363118,35.221238","128.3219129,36.1318818","128.5346002,35.8499416","128.5901741,35.9028028","126.9803619,37.5522332","128.5717056,35.8632083"
"127.1747358,37.577578","128.935948,35.2212964","128.322043,36.1319936","128.5343996,35.8499244","128.5899016,35.9029702","126.9805241,37.5521916","128.5716855,35.8632734"
"127.1759303,37.5779076","128.9355177,35.2213808","128.3220914,36.132051","128.5334118,35.8498409","128.5896574,35.9031023","126.9809249,37.5521825","128.5716781,35.8632987"
"127.1760615,37.5779413","128.9351624,35.2214824","128.3221132,36.1321239","128.5324977,35.849718","128.5894912,35.9031831","126.9811919,37.5522062","128.5716643,35.863343"
"127.1773739,37.5782495","128.9347121,35.2216158","128.3221128,36.1321879","128.5322249,35.8496816","128.5892366,35.9032837","126.9812429,37.5522092","128.5715878,35.8635835"
"127.1795179,37.5787349","128.9333709,35.2220699","128.3221008,36.1323151","128.5321117,35.8496664","128.5889156,35.9033921","126.9813526,37.5522196","128.5715125,35.863833"
"127.1802941,37.5789109","128.9318564,35.2226098","128.3220992,36.1323746","128.5310708,35.8495004","128.5887135,35.9034426","126.9816491,37.5522353","128.5713874,35.8642498"
"127.1810499,37.5790824","128.9315244,35.222722","128.3221078,36.1324548","128.5309421,35.8494808","128.5884572,35.9034999","126.981802,37.5522333","128.5712866,35.8645797"
"127.1834746,37.5796325","128.9310591,35.2228798","128.3221128,36.1325052","128.5307291,35.8494501","128.588255,35.9035387","126.9818711,37.55222","128.5712824,35.8645942"
"127.1846264,37.5799033","128.9301241,35.2231965","128.3221129,36.132516","128.5307136,35.8494476","128.5880349,35.9035696","126.9818961,37.5522129","128.5712495,35.8647"
"127.1860509,37.5802379","128.9295048,35.2234058","128.3221346,36.1325718","128.530677,35.8494425","128.5877703,35.90359","126.9819687,37.5521907","128.5711806,35.8649332"
"127.1866211,37.5803719","128.9293246,35.2234665","128.3221673,36.1326148","128.5306115,35.8494331","128.5874679,35.9036","126.9820823,37.5521254","128.571134,35.8650932"
"127.1870239,37.5804658","128.9291364,35.2235166","128.3222572,36.1327143","128.5303319,35.8493895","128.5870647,35.9036099","126.982236,37.5520017","128.5710938,35.8652324"
"127.188825,37.5809492","128.9276874,35.2238411","128.3222898,36.132751","128.5302808,35.8493818","128.5867214,35.9037041","126.9823591,37.5518932","128.5709813,35.865594"
"127.1890693,37.5810282","128.926984,35.223954","128.3224021,36.1328611","128.5300978,35.8493537","128.5864147,35.9037249","126.9826441,37.5516006","128.5709475,35.8657972"
"127.1896472,37.5812163","128.9264698,35.2240187","128.3224955,36.1329714","128.5294742,35.8492589","128.5862288,35.9037437","126.9827833,37.5514462","128.5709367,35.8659019"
"127.1903608,37.5814697","128.9258578,35.2240854","128.3225958,36.1331077","128.52853,35.8491165","128.5859229,35.9038195","126.9830436,37.5511309","128.5709337,35.8660074"
"127.1907238,37.5816166","128.9254004,35.2241286","128.3224088,36.1332875","128.527922,35.8490279","128.5857211,35.9038898","126.9831258,37.5510313","128.5709335,35.8662409"
"127.1912269,37.5818415","128.9252171,35.2241398","128.3222744,36.1334075","128.5271453,35.848911","128.5854986,35.9039919","126.983216,37.5509154","128.5709359,35.8665853"
"127.1916292,37.5820472","128.9242995,35.2241957","128.3220189,36.133631","128.5262944,35.8487867","128.5852997,35.9041163","126.9832743,37.5508408","128.5709365,35.8667935"
"127.1921761,37.5823451","128.9240031,35.2242073","128.3219141,36.1337047","128.525914,35.8487484","128.5850993,35.9042912","126.9833475,37.5507312","128.5709477,35.8669701"
"127.1927151,37.5826647","128.9185018,35.2244116","128.3216869,36.1338749","128.525717,35.8487537","128.5849574,35.9044494","126.9834253,37.5506134","128.5709548,35.8670864"
"127.1932563,37.5829861","128.9172424,35.2244589","128.3213492,36.1340999","128.5256407,35.8487607","128.5848368,35.9046245","126.9834896,37.5504767","128.5709628,35.8672666"
"127.1935105,37.5831373","128.9140209,35.2245912","128.3209491,36.1343082","128.5254593,35.8487776","128.5847419,35.9048147","126.983612,37.5499662","128.5709643,35.8675407"
"127.1937974,37.5833327","128.9116668,35.2246881","128.3204866,36.1345079","128.5252962,35.8488421","128.5846824,35.9050036","126.9837025,37.5494889","128.5709691,35.8676542"
"127.1948694,37.5840241","128.9114637,35.2246977","128.3201555,36.1346246","128.5251902,35.8488673","128.5846567,35.9051463","126.9837755,37.5492485","128.5709769,35.8678994"
"127.1965188,37.5850631","128.9104624,35.2247436","128.3200391,36.1346552","128.5249617,35.8489216","128.5846592,35.9053302","126.9838054,37.549182","128.5710024,35.8686474"
"127.1983219,37.5862034","128.9064056,35.2249297","128.3197742,36.1347246","128.5247454,35.8489793","128.5846942,35.9055381","126.9838491,37.549083","128.5710026,35.8686628"
"127.1996278,37.5870414","128.905725,35.2249655","128.3193873,36.1348165","128.5246627,35.8490071","128.5847747,35.9059161","126.9838788,37.5490435","128.5710096,35.8687709"
"127.2014184,37.5882258","128.9049651,35.2249897","128.3189868,36.1348833","128.5244215,35.8491119","128.5848369,35.9060913","126.9842021,37.5486086","128.5710433,35.8697082"
"127.2027718,37.5891153","128.9048047,35.2249943","128.3183044,36.1349925","128.5243194,35.8491732","128.5863117,35.9106994","126.9843396,37.5483713","128.5710496,35.8698452"
"127.2039884,37.5899422","128.9041559,35.2250252","128.3176775,36.1350933","128.5242515,35.8492359","128.5863614,35.9108495","126.9843617,37.548292","128.5710476,35.8699444"
"127.204028,37.5899693","128.9007334,35.2251641","128.3170117,36.1351997","128.52422,35.8492849","128.5865489,35.9111083","126.9843721,37.5482587","128.5710495,35.8700075"
"127.2046696,37.5904171","128.9004721,35.2251761","128.3164204,36.1352948","128.5242113,35.8492985","128.5868621,35.9114832","126.9843767,37.5482461","128.5710374,35.8703412"
"127.2059926,37.5912695","128.8985804,35.2252629","128.3159743,36.1353663","128.5241638,35.8493936","128.5870122,35.9116","126.9843837,37.5482227","128.5710748,35.8712244"
"127.2064762,37.5915924","128.89695,35.2253385","128.3157414,36.1354112","128.5241592,35.8494666","128.5871871,35.911666","126.9843942,37.5481804","128.5710874,35.8715831"
"127.2080963,37.5926655","128.8949615,35.225421","128.3154741,36.1354662","128.5241688,35.8495252","128.5874118,35.9117244","126.9844121,37.5480408","128.5711141,35.8720859"
"127.2090613,37.5932826","128.8949352,35.2254222","128.3153489,36.1355076","128.5241998,35.8496087","128.5876239,35.9117576","126.9844439,37.5475353","128.5711226,35.8722301"
"127.2101583,37.5940244","128.8946573,35.2254272","128.3150865,36.1355996","128.524237,35.8496598","128.5877993,35.9117822","126.9844372,37.5471963","128.5711254,35.8722715"
"127.2107957,37.5943982","128.8946386,35.2254274","128.3147936,36.135753","128.5242941,35.8497062","128.5880529,35.911843","126.9844695,37.5470982","128.5711349,35.8724788"
"127.2112365,37.5946498","128.8941004,35.2254381","128.3140374,36.1361413","128.5243788,35.8497452","128.5881999,35.9118994","126.9844992,37.5470641","128.5711453,35.872678"
"127.2118244,37.5949496","128.893873,35.2254416","128.3126542,36.1368467","128.524462,35.8497589","128.588312,35.9119912","126.9845186,37.5470417","128.5711496,35.8732414"
"127.2123637,37.5952132","128.8937796,35.2254418","128.3125503,36.1368979","128.5245418,35.8497672","128.5884123,35.9121165","126.9845791,37.5469716","128.5711532,35.8734316"
"127.2126249,37.595341","128.8929706,35.2254259","128.3124364,36.1369582","128.5246392,35.8497637","128.5884369,35.9122083","126.9850803,37.5466818","128.5711604,35.8738012"
"127.2129936,37.595514","128.8924891,35.2254116","128.3118052,36.1372843","128.524732,35.8497476","128.5884497,35.9123326","126.985261,37.5465771","128.5711616,35.8738913"
"127.2132367,37.5956246","128.8917453,35.2253516","128.3117742,36.1372998","128.5248234,35.8497071","128.5884124,35.9124411","126.9852997,37.5465547","128.5711701,35.8741094"
"127.2133973,37.5956899","128.8911762,35.2252905","128.3107094,36.1378344","128.5249158,35.8496558","128.5883489,35.9125832","126.9855257,37.5464439","128.5711802,35.8743654"
"127.2138248,37.5958748","128.8902775,35.2251701","128.3106619,36.1378582","128.5250583,35.8495428","128.5882375,35.9126996","126.9856562,37.5463904","128.5711868,35.8745249"
"127.2138825,37.5958947","128.8899899,35.225122","128.3101621,36.1381086","128.5250814,35.8494471","128.5880744,35.9128498","126.9864908,37.5461958","128.5711886,35.8745781"
"127.2144741,37.5960999","128.8883824,35.2247997","128.3098912,36.1382502","128.5250909,35.8493235","128.5880315,35.9128764","126.9871982,37.5460465","128.5712083,35.8750557"
"127.2151123,37.5962997","128.8860762,35.2242878","128.3096668,36.1383671","128.5250548,35.8491858","128.5878744,35.9129743","126.987375,37.5460166","128.5712118,35.8751495"
