0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"127.7138625,37.8363979",,,,"129.4390048,35.9916171",,,,"128.5864046,38.1572104",,"127.608462,37.4864016","127.7154374,37.8265445","127.9259996,37.4221162",,"127.7748704,37.853014","127.9044278,37.3600285","127.7748704,37.853014",,,"129.4161473,35.9737898",,"127.2740372,38.0958081","126.9766449,37.806198","127.9974673,37.815052",,,,,,,
"127.7140744,37.8369851",,,,"129.4388746,35.9915994",,,,"128.5865585,38.1572009",,"127.6085829,37.4863411","127.715562,37.8264298","127.9267737,37.4227056",,"127.7749516,37.8531518","127.904771,37.3602328","127.7749516,37.8531518",,,"129.4163359,35.9737931",,"127.2743494,38.095925","126.9768833,37.8063739","127.9977818,37.8158654",,,,,,,
"127.7141915,37.8373761",,,,"129.4387912,35.991589",,,,"128.5869495,38.1571675",,"127.6085999,37.4863329","127.7155983,37.8263928","127.9267873,37.4227164",,"127.7751921,37.8536271","127.9049035,37.3603045","127.7751921,37.8536271",,,"129.4167339,35.9737877",,"127.2745749,38.0960245","126.9771286,37.8065544","127.9980125,37.8163791",,,,,,,
"127.714234,37.8375581",,,,"129.4385014,35.9915315",,,,"128.5871194,38.1571524",,"127.6091096,37.4860512","127.7156697,37.8263215","127.9274371,37.4233081",,"127.7752082,37.8536712","127.9050597,37.3603734","127.7752082,37.8536712",,,"129.4169436,35.9737888",,"127.274625,38.0960517","126.9771828,37.8066024","127.9980908,37.8165347",,,,,,,
"127.7143469,37.8380743",,,,"129.4381399,35.9914445",,,,"128.5877247,38.1571035",,"127.6092543,37.4859709","127.7157783,37.8261825","127.9274633,37.4233359",,"127.7752724,37.8538288","127.9051933,37.3604333","127.7752724,37.8538288",,,"129.4177732,35.9737927",,"127.2749108,38.0962099","126.9775013,37.8068643","127.9982324,37.8168153",,,,,,,
"127.7144617,37.8388736",,,,"129.4356951,35.9906727",,,,"128.5880379,38.1570547",,"127.6094905,37.48584",,"127.928025,37.4239243",,"127.7753148,37.8539233","127.905553,37.360552","127.7753148,37.8539233",,,"129.4178914,35.9738656",,"127.2751373,38.0963492","126.9775194,37.8068779","127.9982623,37.8168747",,,,,,,
"127.7144514,37.8392242",,,,"129.4355115,35.9905576",,,,"128.5883493,38.1569689",,"127.6097074,37.4857",,"127.9286247,37.4246495",,"127.7756247,37.8547094","127.9057498,37.3605972","127.7756247,37.8547094",,,"129.4180869,35.9740176",,"127.2762322,38.0970633","126.9780244,37.8072749","127.9983566,37.8170401",,,,,,,
"127.7144426,37.8393495",,,,"129.434674,35.9902826",,,,"128.5885965,38.1568557",,"127.6097933,37.485645",,"127.9291249,37.425358",,"127.7758085,37.8552399","127.9066371,37.3607583","127.7758085,37.8552399",,,"129.4181818,35.9740882",,"127.2769947,38.0976037","126.9782684,37.8074652","127.9985369,37.817316",,,,,,,
"127.7144141,37.8397101",,,,"129.4341519,35.9901144",,,,"128.5888159,38.1567248",,"127.610173,37.4854004",,"127.9295371,37.426083",,"127.7759925,37.8557947","127.9066767,37.3607626","127.7759925,37.8557947",,,"129.417986,35.974295",,"127.2775444,38.0979923","126.978335,37.8075232","127.9989871,37.8178748",,,,,,,
"127.7143869,37.8401202",,,,"129.4338064,35.9900027",,,,"128.5890902,38.1565186",,"127.6102838,37.485329",,"127.9298115,37.4266327",,"127.7760858,37.8561315","127.9077151,37.360887","127.7760858,37.8561315",,,"129.4179103,35.9743746",,"127.2783149,38.0985507","126.9783734,37.8075567","127.9991015,37.8179896",,,,,,,
"127.714375,37.8403086",,,,"129.4335997,35.9899412",,,,"128.590135,38.1557059",,"127.6105595,37.4851359",,"127.9300742,37.4273159",,"127.7761516,37.8564027","127.9077501,37.3608914","127.7761516,37.8564027",,,"129.4178037,35.9744602",,"127.2784753,38.0986628","126.9783994,37.8075785","127.9992868,37.8181664",,,,,,,
"127.7143585,37.840507",,,,"129.4337398,35.9898199",,,,"128.5903292,38.155559",,"127.610677,37.4850339",,"127.9300765,37.4273231",,"127.776184,37.8565369","127.9078236,37.3609002","127.776184,37.8565369",,,"129.4177155,35.9745274",,"127.2788076,38.0988977","126.9784186,37.8075948","127.9995598,37.8183915",,,,,,,
"127.714311,37.8417887",,,,"129.4340245,35.9895746",,,,"128.590733,38.1553931",,"127.6109165,37.4848534",,"127.9302617,37.4278831",,"127.7762649,37.8568918","127.9080993,37.3609326","127.7762649,37.8568918",,,"129.4176264,35.974555",,"127.2792139,38.0991851","126.9786399,37.8077886","127.9999995,37.8187249",,,,,,,
"127.7143125,37.8419068",,,,"129.4342121,35.9893994",,,,"128.5909824,38.1553565",,"127.6110284,37.4847623",,"127.9304148,37.4285703",,"127.7763101,37.8571405","127.9082349,37.3609465","127.7763101,37.8571405",,,"129.4176445,35.9746187",,"127.2797224,38.0996349","126.9786692,37.8078176","128.0002497,37.8189248",,,,,,,
"127.7143093,37.841969",,,,"129.4345068,35.9891594",,,,"128.5913541,38.1553269",,"127.6110894,37.4847127",,"127.9305244,37.4291666",,"127.7763913,37.8575774","127.9085083,37.3609744","127.7763913,37.8575774",,,"129.4176468,35.9746204",,"127.2798873,38.0997902","126.9787019,37.8078502","128.0011756,37.8197564",,,,,,,
"127.7143072,37.8420222",,,,"129.4347197,35.9889766",,,,"128.5914111,38.1553228",,"127.6111549,37.4846603",,"127.9305616,37.4295333",,"127.7764006,37.8576324","127.9089568,37.3610153","127.7764006,37.8576324",,,"129.417696,35.9746819",,"127.2799749,38.0998724","126.9788071,37.8079228","128.0012476,37.819821",,,,,,,
"127.7142926,37.84249",,,,"129.4348415,35.9888737",,,,"128.5916174,38.1553064",,"127.6114035,37.4844915",,"127.9305994,37.4300163",,"127.7764602,37.8580495","127.9092619,37.3610421","127.7764602,37.8580495",,,"129.4176971,35.9746836",,"127.2799942,38.0998914","126.9789225,37.8079891","128.001474,37.8200246",,,,,,,
"127.7142806,37.8430614",,,,"129.4349496,35.988716",,,,"128.5920882,38.1552696",,"127.6114939,37.484441",,"127.9306234,37.4304543",,"127.776471,37.8582217","127.9105997,37.3611844","127.776471,37.8582217",,,"129.4177065,35.9747051",,"127.2800158,38.0999112","126.9790651,37.8080573","128.0021368,37.8207501",,,,,,,
"127.714259,37.8438447",,,,"129.4349749,35.9886164",,,,"128.5927001,38.1552017",,"127.6115753,37.4844012",,"127.9306239,37.4305426",,"127.776477,37.8583019","127.9107511,37.361201","127.776477,37.8583019",,,"129.4177057,35.9747151",,"127.2801477,38.100062","126.9791025,37.8080719","128.0023497,37.8209826",,,,,,,
"127.7143289,37.8444304",,,,"129.4350118,35.9883995",,,,"128.5928103,38.1551665",,"127.6116962,37.484347",,"127.9306249,37.4307202",,"127.7765264,37.8590417","127.9109319,37.3612148","127.7765264,37.8590417",,,"129.4176965,35.9747495",,"127.2803465,38.1003201","126.9792169,37.8081184","128.0026734,37.8213075",,,,,,,
"127.7143926,37.844817",,,,"129.434999,35.988241",,,,"128.5928319,38.1551591",,"127.6118489,37.4843018",,"127.9306171,37.4315323",,"127.7765526,37.8593508","127.9110912,37.3612269","127.7765526,37.8593508",,,"129.4176925,35.9747657",,"127.2804329,38.1004329","126.9793166,37.8081585","128.0027501,37.8213838",,,,,,,
"127.714433,37.845063",,,,"129.4349617,35.9878495",,,,"128.5930688,38.1550469",,"127.6119721,37.4842738",,"127.9305492,37.4330911",,"127.7765573,37.8594094","127.9118031,37.3613137","127.7765573,37.8594094",,,"129.417684,35.9747821",,"127.2805293,38.1005999","126.9794604,37.8082222","128.0027993,37.8214331",,,,,,,
"127.7144423,37.8451044",,,,"129.4349372,35.9876164",,,,"128.5932304,38.1549454",,"127.6123238,37.4842166",,"127.9305175,37.4336825",,"127.7766442,37.8604547","127.9123601,37.3613721","127.7766442,37.8604547",,,"129.4176519,35.9748322",,"127.2808288,38.1011223","126.9795476,37.8082613","128.002861,37.8214924",,,,,,,
"127.7144745,37.8452449",,,,"129.4349742,35.98745",,,,"128.5933522,38.1548451",,"127.6126258,37.4841857",,"127.9304992,37.4340332",,"127.7766616,37.8608557","127.9127013,37.3614007","127.7766616,37.8608557",,,"129.4176167,35.9748868",,"127.2808969,38.1012414","126.9796099,37.8082904","128.0029835,37.8216225",,,,,,,
"127.714524,37.8454603",,,,"129.4351123,35.9872909",,,,"128.5934498,38.1547333",,"127.612956,37.4841737",,"127.9304371,37.4352241",,"127.7766741,37.8611586","127.9129013,37.361418","127.7766741,37.8611586",,,,,"127.2809582,38.1013532","126.9797525,37.808374","128.0030716,37.8217159",,,,,,,
"127.7146573,37.8459512",,,,"129.4355245,35.986866",,,,"128.5935219,38.1545876",,"127.6135646,37.4841893",,"127.9303616,37.4364493",,"127.776695,37.8618642","127.9133079,37.3614346","127.776695,37.8618642",,,,,"127.2810013,38.1014362","126.9798214,37.808423","128.0033279,37.8219843",,,,,,,
"127.7146642,37.8459774",,,,"129.4358748,35.9864493",,,,"128.5935683,38.1544862",,"127.6138746,37.4842242",,"127.9303122,37.4374996",,"127.776703,37.8621878","127.9133275,37.3615084","127.776703,37.8621878",,,,,"127.2808996,38.1014811","126.9801091,37.8085495","128.0034011,37.8220525",,,,,,,
"127.7150516,37.84748",,,,"129.4359374,35.9861995",,,,"128.593607,38.1543281",,"127.6143327,37.4842499",,"127.9302373,37.4388249",,"127.7767121,37.8625023","127.9133787,37.3617823","127.7767121,37.8625023",,,,,"127.2807534,38.10157","126.9804035,37.8086887","128.0044365,37.8230908",,,,,,,
"127.7150942,37.8476674",,,,"129.4359914,35.98464",,,,"128.5936411,38.1541647",,"127.6147794,37.484217",,"127.9301619,37.4400826",,"127.776734,37.86287","127.9134358,37.3621102","127.776734,37.86287",,,,,"127.2806676,38.1016366","126.9804725,37.808735","128.0058996,37.8247024",,,,,,,
"127.7153037,37.848581",,,,"129.4359984,35.984474",,,,"128.593666,38.1540752",,"127.6151491,37.4840913",,"127.930159,37.4401664",,"127.7767412,37.8629682","127.9135086,37.3624083","127.7767412,37.8629682",,,,,"127.280599,38.1016923","126.9810163,37.8091087","128.0062535,37.8251083",,,,,,,
"127.7153818,37.8488693",,,,"129.4360016,35.9841062",,,,"128.5938091,38.1538008",,"127.6152622,37.4840498",,"127.9300995,37.4416242",,"127.776752,37.8631187","127.9135697,37.362637","127.776752,37.8631187",,,,,"127.2803691,38.1019289","126.9810694,37.8091459","128.0065181,37.8254118",,,,,,,
"127.7153911,37.8489314",,,,"129.4358621,35.9839327",,,,"128.5939008,38.1536711",,"127.6160612,37.4836298",,"127.9300493,37.4427159",,"127.7767723,37.863399","127.9136328,37.3628144","127.7767723,37.863399",,,,,"127.2803473,38.1019595","126.9835772,37.810864","128.0067631,37.8256929",,,,,,,
"127.7154455,37.849282",,,,"129.4357618,35.9838243",,,,"128.5941412,38.1534165",,"127.6162624,37.4835242",,"127.9300497,37.4429827",,"127.7767767,37.8636459","127.9137153,37.3630412","127.7767767,37.8636459",,,,,"127.2800564,38.1023565","126.9843924,37.811421","128.0085267,37.8276807",,,,,,,
"127.715529,37.8498334",,,,"129.4355998,35.9837746",,,,"128.5944684,38.1531638",,"127.6163992,37.4834664",,"127.9300658,37.4438254",,"127.7767742,37.8639118","127.9137942,37.3632041","127.7767742,37.8639118",,,,,"127.2796533,38.1028929","126.9846988,37.8116314","128.0086561,37.8278262",,,,,,,
"127.7155454,37.8500172",,,,"129.4352238,35.983686",,,,"128.5946236,38.1530083",,"127.6165619,37.4833995",,"127.9301114,37.4444833",,"127.7767749,37.8640831","127.9138192,37.3632464","127.7767749,37.8640831",,,,,"127.2792615,38.1034852","126.9848466,37.8117763","128.0088072,37.8279878",,,,,,,
"127.7155466,37.8500308",,,,"129.4345914,35.9836755",,,,"128.5947304,38.1529018",,"127.6167869,37.4833245",,"127.9301952,37.445104",,"127.7769348,37.8642945","127.9138455,37.3632914","127.7769348,37.8642945",,,,,"127.2790459,38.1038444","126.9849253,37.8119037","128.008853,37.8280372",,,,,,,
"127.7156346,37.8505813",,,,"129.4338402,35.9836633",,,,"128.5949305,38.1526215",,"127.6169622,37.4832828",,"127.9302882,37.4457409",,"127.7770551,37.8645376","127.913972,37.3635046","127.7770551,37.8645376",,,,,"127.2788635,38.1041964","126.9850067,37.8121195","128.0100744,37.8293415",,,,,,,
"127.7156475,37.8507156",,,,"129.4336305,35.9836595",,,,"128.5949692,38.1525382",,"127.6177615,37.4830828",,"127.9304032,37.4462804",,"127.7771061,37.8647808","127.9140119,37.3635774","127.7771061,37.8647808",,,,,"127.2786889,38.1045972","126.9850264,37.8122313","128.0118868,37.8311326",,,,,,,
"127.7156453,37.8511248",,,,"129.4332954,35.983654",,,,"128.5950278,38.1524088",,"127.6181493,37.4829581",,"127.9305446,37.446891",,"127.7771277,37.8653846","127.9140906,37.3637133","127.7771277,37.8653846",,,,,"127.278528,38.1050196","126.9850417,37.8123125","128.0123366,37.8316075",,,,,,,
"127.7156075,37.8514295",,,,"129.4331953,35.9836412",,,,"128.5950543,38.1523518",,"127.6183234,37.4829002",,"127.9306764,37.4474025",,"127.7771377,37.8656478","127.91416,37.3638068","127.7771377,37.8656478",,,,,"127.2784785,38.1051817","126.9850625,37.8124289","128.012737,37.8319843",,,,,,,
"127.7155707,37.8516639",,,,"129.4330765,35.9835927",,,,"128.5951326,38.1522402",,"127.6183991,37.4828749",,"127.9307581,37.4476447",,"127.7771408,37.8658524","127.9142078,37.3638715","127.7771408,37.8658524",,,,,"127.2783896,38.1055069","126.9850683,37.8125713","128.0131865,37.8324077",,,,,,,
"127.7153537,37.8525007",,,,"129.4330154,35.9835396",,,,"128.5951381,38.152232",,"127.6185246,37.4828243",,"127.9310365,37.448491",,"127.7771421,37.8659083","127.9143363,37.3640342","127.7771421,37.8659083",,,,,"127.2783377,38.1057114","126.9850692,37.8126065","128.013437,37.832641",,,,,,,
"127.7150258,37.8538695",,,,"129.432977,35.9834663",,,,"128.5952533,38.1520705",,"127.6187495,37.4827159",,"127.9313369,37.4492245",,"127.7771583,37.866878","127.9143988,37.3641079","127.7771583,37.866878",,,,,"127.2782403,38.1062429","126.9850548,37.8127218","128.0141748,37.8333327",,,,,,,
"127.7149494,37.8541761",,,,"129.4329875,35.9828513",,,,"128.5954715,38.1518603",,"127.6188614,37.4826581",,"127.9313404,37.4492326",,"127.7771509,37.8670259","127.9144761,37.3641969","127.7771509,37.8670259",,,,,"127.2781933,38.1066962","126.9850247,37.8129596","128.0143498,37.8334995",,,,,,,
"127.7149325,37.8542509",,,,"129.4330143,35.982768",,,,"128.5955189,38.1518184",,"127.618962,37.4825994",,"127.9314972,37.4495754",,"127.7771149,37.8671296","127.9145601,37.364284","127.7771149,37.8671296",,,,,"127.2781716,38.1078462","126.9850223,37.8129794","128.015212,37.8342664",,,,,,,
"127.7148707,37.8544791",,,,"129.4330899,35.9826847",,,,"128.5958692,38.1515087",,"127.6190354,37.4825488",,"127.9316117,37.4498247",,"127.7768233,37.8675972","127.914576,37.3642993","127.7768233,37.8675972",,,,,"127.2781823,38.1080778","126.9850176,37.8130064","128.0155999,37.8346414",,,,,,,
"127.7148494,37.8546017",,,,"129.4331816,35.9826246",,,,"128.5959863,38.1514058",,"127.6193608,37.4823241",,"127.9316768,37.4499416",,"127.7768218,37.8678153","127.9149699,37.3646756","127.7768218,37.8678153",,,,,"127.2782203,38.109063","126.9850879,37.8130284","128.0158495,37.8349161",,,,,,,
"127.7148304,37.8547126",,,,"129.4332785,35.982596",,,,"128.5960303,38.1513675",,"127.6194648,37.4822474",,"127.9319248,37.4503914",,"127.7768371,37.8682398","127.9150607,37.3647555","127.7768371,37.8682398",,,,,"127.2782544,38.1102347","126.9857598,37.8132891","128.016187,37.8354077",,,,,,,
"127.7148022,37.8551813",,,,"129.4341081,35.9825971",,,,"128.5961497,38.1512664",,"127.6199076,37.4819242",,"127.9323874,37.4512244",,"127.7768673,37.8696349","127.9151617,37.3648326","127.7768673,37.8696349",,,,,"127.2782626,38.1113243","126.986112,37.8134511","128.0164246,37.8359078",,,,,,,
"127.7148478,37.8556057",,,,"129.4343488,35.9825959",,,,"128.5961757,38.1512454",,"127.6207979,37.4812743",,"127.9328494,37.4519249",,"127.7768706,37.8699098","127.9152172,37.3648748","127.7768706,37.8699098",,,,,"127.2782038,38.1118866","126.9866498,37.8137076","128.0165115,37.8361408",,,,,,,
"127.714872,37.8557283",,,,"129.4353979,35.9825925",,,,"128.5962726,38.1511661",,"127.6214215,37.4808582",,"127.9333747,37.4526413",,"127.7768719,37.8699476","127.9151277,37.3650175","127.7768719,37.8699476",,,,,"127.2781771,38.1120515","126.9868332,37.8138048","128.016925,37.8377415",,,,,,,
"127.71498,37.8560985",,,,"129.4356762,35.9825916",,,,"128.5964694,38.1509687",,"127.6217662,37.4806838",,"127.9339364,37.4533829",,"127.7768748,37.8701153","127.9150974,37.3650672","127.7768748,37.8701153",,,,,"127.2780243,38.1127722","126.9871728,37.8139929","128.0169881,37.8379945",,,,,,,
"127.7150395,37.856257",,,,,,,,"128.5964874,38.1509496",,"127.622033,37.4806042",,"127.9345492,37.4541576",,"127.7768928,37.8709778","127.9150863,37.3650844","127.7768928,37.8709778",,,,,"127.2779701,38.1129767","126.9875099,37.8141971","128.0170104,37.8380918",,,,,,,
"127.7153162,37.8567856",,,,,,,,"128.5965917,38.1508288",,"127.6223021,37.4805454",,"127.9349125,37.4546079",,"127.7769287,37.8720566","127.9149329,37.3653337","127.7769287,37.8720566",,,,,"127.2779032,38.1132046","126.9882131,37.8146932","128.0170244,37.8381413",,,,,,,
"127.7159877,37.8578353",,,,,,,,"128.5966175,38.1507988",,"127.6226561,37.480508",,"127.935712,37.4556163",,"127.776958,37.8729218","127.9148467,37.3654728","127.776958,37.8729218",,,,,"127.2778411,38.113392","126.9883172,37.8147666","128.0170664,37.838306",,,,,,,
"127.7160014,37.8578578",,,,,,,,"128.5966747,38.1507325",,"127.6228687,37.4805159",,"127.9357303,37.4556387",,"127.7769849,37.8737221","127.9148369,37.3655368","127.7769849,37.8737221",,,,,"127.2776617,38.1138549","126.9885115,37.814763","128.0170839,37.8383717",,,,,,,
"127.7168236,37.8591434",,,,,,,,"128.5967229,38.1505986",,"127.6231549,37.4805409",,"127.9366369,37.4567747",,"127.7770226,37.8752776","127.9148261,37.3656333","127.7770226,37.8752776",,,,,"127.2776284,38.1139233","126.988549,37.8147595","128.0171237,37.838541",,,,,,,
"127.7169275,37.8593045",,,,,,,,"128.5967371,38.1505579",,"127.624345,37.4806658",,"127.9372872,37.4575826",,"127.7770227,37.8753182","127.9148346,37.3657379","127.7770227,37.8753182",,,,,"127.2774539,38.1142844","126.9886184,37.8147427","128.017524,37.8403635",,,,,,,
"127.7170474,37.8594855",,,,,,,,"128.5968121,38.1501499",,"127.6245633,37.4806782",,"127.9380868,37.4585829",,"127.7770243,37.8754444","127.9149362,37.3659322","127.7770243,37.8754444",,,,,"127.2771832,38.1147796","126.9887802,37.8146686","128.017721,37.8412252",,,,,,,
"127.7170828,37.8595395",,,,,,,,"128.596839,38.1500442",,"127.6247183,37.4806844",,"127.9390368,37.4597827",,"127.7770244,37.8754669","127.9149412,37.3660241","127.7770244,37.8754669",,,,,"127.2768015,38.1153962","126.9893939,37.8138249","128.0177995,37.8415583",,,,,,,
"127.7171582,37.8596538",,,,,,,,"128.5969031,38.1499012",,"127.6247273,37.4806844",,"127.9390619,37.4598132",,"127.7770246,37.8755237","127.914899,37.3661478","127.7770246,37.8755237",,,,,"127.2766754,38.1155871","126.9894455,37.8137558","128.017987,37.8422163",,,,,,,
