0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"127.2312744,37.5955498","126.7137712,37.6229232","128.1407987,36.1250675","129.4528495,35.6697159","128.655667,35.9143126","127.2435102,37.8024846","127.1654088,37.804167","126.8675326,37.3650402","129.1024874,37.5120665","128.655667,35.9143126","127.181102,37.5450781","127.2387,37.5964742","127.2694842,37.2461606","127.3284382,37.374566","127.2387,37.5964742","127.2749137,37.2444836","127.2387,37.5964742","127.1196073,37.7703557","127.1049654,37.7721137","128.655667,35.9143126","127.3284382,37.374566","127.1229336,37.6291557","126.7838556,37.6018564","127.3166998,37.6308994","127.4208345,37.3211097","126.7971456,37.5844783","126.8241868,37.662304","127.1196073,37.7703557","127.3523278,37.3657286","127.3284382,37.374566","127.1196073,37.7703557"
"127.2317514,37.5955203","126.7137439,37.6229347","128.1404017,36.1249029","129.4539994,35.6715245","128.6569295,35.9139479","127.2436542,37.8025669","127.1648763,37.8046179","126.8675172,37.3649996","129.1020838,37.5121341","128.6569295,35.9139479","127.1816214,37.5440628","127.2391753,37.5966194","127.2700685,37.2460652","127.328901,37.374656","127.2391753,37.5966194","127.2761332,37.2438864","127.2391753,37.5966194","127.1197015,37.7708084","127.1057001,37.772538","128.6569295,35.9139479","127.328901,37.374656","127.1235263,37.6298255","126.7846872,37.6024428","127.3168868,37.6308861","127.4213664,37.3208315","126.7971499,37.5846163","126.8262522,37.663849","127.1197015,37.7708084","127.3542239,37.3651451","127.328901,37.374656","127.1197015,37.7708084"
"127.2318239,37.5955159","126.7135127,37.6230414","128.1402858,36.1248575","129.4543123,35.6719413","128.6574551,35.9137409","127.2439014,37.8026927","127.1644166,37.8050267","126.8673425,37.3645534","129.1017836,37.5121698","128.6574551,35.9137409","127.1823996,37.5423496","127.2412789,37.597264","127.2708199,37.2459153","127.3306458,37.3747567","127.2412789,37.597264","127.2831415,37.2404669","127.2412789,37.597264","127.1198261,37.7713145","127.1061112,37.7727458","128.6574551,35.9137409","127.3306458,37.3747567","127.1243351,37.6307997","126.7856529,37.6032148","127.3170931,37.6308711","127.4225905,37.3202401","126.7971518,37.5846587","126.8276055,37.6647833","127.1198261,37.7713145","127.3547177,37.3649925","127.3306458,37.3747567","127.1198261,37.7713145"
"127.2323869,37.5955163","126.7132256,37.62319","128.14019,36.124831","129.4546018,35.6723053","128.657816,35.9135589","127.2440455,37.8027552","127.1638931,37.8055038","126.8669865,37.3636411","129.1014614,37.5121831","128.657816,35.9135589","127.1829557,37.5412109","127.24146,37.5973212","127.2709835,37.2458831","127.3307972,37.3747659","127.24146,37.5973212","127.2837566,37.2402202","127.24146,37.5973212","127.1198906,37.771577","127.1065803,37.7729258","128.657816,35.9135589","127.3307972,37.3747659","127.1243588,37.6308287","126.7864852,37.6039652","127.3174241,37.6308527","127.4229372,37.3200682","126.7971639,37.584939","126.8291687,37.6656953","127.1198906,37.771577","127.3548499,37.3649404","127.3307972,37.3747659","127.1198906,37.771577"
"127.2329374,37.5955329","126.7129953,37.6233173","128.1396586,36.1246706","129.454796,35.6725203","128.6581805,35.9133219","127.2443199,37.8028739","127.1635976,37.8057725","126.8668997,37.3632161","129.1009508,37.5121693","128.6581805,35.9133219","127.1830037,37.5411083","127.2416048,37.5973702","127.2717362,37.2456845","127.3334888,37.3747193","127.2416048,37.5973702","127.2843018,37.2400129","127.2416048,37.5973702","127.1210034,37.7760115","127.1078572,37.7732392","128.6581805,35.9133219","127.3334888,37.3747193","127.124999,37.6317492","126.7873324,37.6048194","127.3175624,37.6308466","127.4237513,37.3196604","126.7972395,37.5853325","126.8303234,37.6662805","127.1210034,37.7760115","127.356455,37.3641987","127.3334888,37.3747193","127.1210034,37.7760115"
"127.233412,37.5955412","126.7128516,37.6234137","128.1385588,36.1244448","129.455012,35.6727242","128.6585373,35.9130164","127.244464,37.8029409","127.1635098,37.8058516","126.8661491,37.3614328","129.1004747,37.5121244","128.6585373,35.9130164","127.1834366,37.5401828","127.2451227,37.5985496","127.272376,37.2455054","127.3359668,37.3747164","127.2451227,37.5985496","127.285393,37.239676","127.2451227,37.5985496","127.121262,37.7771903","127.1083789,37.773369","128.6585373,35.9130164","127.3359668,37.3747164","127.1253376,37.6322631","126.7959663,37.6144344","127.3178106,37.6308434","127.4240619,37.3195064","126.7974825,37.5861046","126.8303674,37.6663033","127.121262,37.7771903","127.3587076,37.3631666","127.3359668,37.3747164","127.121262,37.7771903"
"127.2339952,37.5955912","126.712839,37.6234217","128.1375278,36.1243358","129.4555489,35.6732248","128.6585896,35.9129546","127.2447499,37.8030542","127.1629829,37.8063088","126.8660947,37.3613243","129.099435,37.5119691","128.6585896,35.9129546","127.1842365,37.5386581","127.2463877,37.5989886","127.2730611,37.2452706","127.3366897,37.374694","127.2463877,37.5989886","127.2864772,37.2394184","127.2463877,37.5989886","127.1213054,37.7773635","127.1089117,37.7735276","128.6585896,35.9129546","127.3366897,37.374694","127.1254198,37.6323706","126.7967356,37.6152826","127.3181313,37.6308403","127.4249155,37.3190887","126.7977309,37.5865486","126.8307692,37.6665066","127.1213054,37.7773635","127.3623165,37.3615123","127.3366897,37.374694","127.1213054,37.7773635"
"127.2339997,37.5955912","126.7127246,37.6235264","128.136802,36.1243135","129.4561117,35.6736492","128.6590119,35.9125007","127.2448293,37.8030877","127.1628175,37.8064498","126.8652174,37.3595691","129.0992512,37.5119463","128.6590119,35.9125007","127.1846867,37.5379247","127.2472498,37.5993339","127.2740308,37.2448911","127.3374634,37.3746933","127.2472498,37.5993339","127.2870368,37.2392833","127.2472498,37.5993339","127.1215383,37.7782358","127.1091724,37.7736249","128.6590119,35.9125007","127.3374634,37.3746933","127.1263705,37.6339771","126.7967928,37.6153451","127.318239,37.6308404","127.4263857,37.3183677","126.7979408,37.5868743","126.8308087,37.6665266","127.1215383,37.7782358","127.3635088,37.3609674","127.3374634,37.3746933","127.1215383,37.7782358"
"127.2349249,37.5956915","126.7126342,37.623606","128.1361521,36.124344","129.4597842,35.6761425","128.6593366,35.9122","127.2448655,37.803104","127.1623681,37.8068478","126.864578,37.3585219","129.0989959,37.5119128","128.6593366,35.9122","127.1850623,37.5374245","127.2476818,37.5995448","127.2749137,37.2444836","127.3396038,37.3746484","127.2476818,37.5995448","127.2875049,37.2391967","127.2476818,37.5995448","127.1218758,37.779305","127.1093809,37.773704","128.6593366,35.9122","127.3396038,37.3746484","127.1265466,37.634578","126.797513,37.6161174","127.3184815,37.6308408","127.4267877,37.3181831","126.7981207,37.5871341","126.8310841,37.6666661","127.1218758,37.779305","127.3638841,37.3607903","127.3396038,37.3746484","127.1218758,37.779305"
"127.2358103,37.5958179","126.7125161,37.6235259","128.1355625,36.1244021","129.4601303,35.6763775","128.6596258,35.9119646","127.2449915,37.8031548","127.1616854,37.8073506","126.8641008,37.3577964","129.0981495,37.5117999","128.6596258,35.9119646","127.1855993,37.5367914","127.2480539,37.5997376","127.2761332,37.2438864","127.3426806,37.3745876","127.2480539,37.5997376","127.2877125,37.2391583","127.2480539,37.5997376","127.1220429,37.779721","127.1096448,37.7738202","128.6596258,35.9119646","127.3426806,37.3745876","127.1271561,37.6355299","126.7979044,37.6165487","127.3188283,37.6308567","127.4274291,37.3178581","126.7982729,37.5873315","126.8325618,37.6672765","127.1220429,37.779721","127.3649067,37.360412","127.3426806,37.3745876","127.1220429,37.779721"
"127.2363016,37.5959046","126.7122088,37.623331","128.1355104,36.1244096","129.4604185,35.6765955","128.6601171,35.9116894","127.2458321,37.8034874","127.1614357,37.8075338","126.8638991,37.3574853","129.0976372,37.5118627","128.6601171,35.9116894","127.1863996,37.5359498","127.248332,37.5999013","127.2831415,37.2404669","127.3445206,37.3745513","127.248332,37.5999013","127.2885438,37.2390227","127.248332,37.5999013","127.1223413,37.7804412","127.1102879,37.7741883","128.6601171,35.9116894","127.3445206,37.3745513","127.1273581,37.6359325","126.7980692,37.61673","127.3189189,37.6308649","127.4307871,37.3161583","126.7984602,37.5875255","126.8330648,37.667447","127.1223413,37.7804412","127.3656593,37.360155","127.3445206,37.3745513","127.1223413,37.7804412"
"127.236914,37.5960286","126.7120027,37.6232124","128.1349964,36.1244799","129.4610115,35.6770826","128.6602539,35.9116412","127.2464742,37.8037411","127.1610425,37.8078166","126.8636249,37.3570638","129.0972826,37.5119495","128.6602539,35.9116412","127.1870619,37.5353747","127.248479,37.5999873","127.2837566,37.2402202","127.3488703,37.3744614","127.248479,37.5999873","127.2892103,37.238941","127.248479,37.5999873","127.1225987,37.7809531","127.1111171,37.7747769","128.6602539,35.9116412","127.3488703,37.3744614","127.1275703,37.6363505","126.7981567,37.6168287","127.3190164,37.6308741","127.4335015,37.3147131","126.7985489,37.5876179","126.8343106,37.6678642","127.1225987,37.7809531","127.3662581,37.3599511","127.3488703,37.3744614","127.1225987,37.7809531"
"127.2379927,37.5962824","126.7119193,37.6231659","128.134465,36.124591","129.4611043,35.6771712","128.6604921,35.9115641","127.2471287,37.804012","127.1603737,37.8082428","126.8629338,37.3559982","129.0969184,37.512114","128.6604921,35.9115641","127.1873561,37.5351376","127.2491831,37.6004899","127.2843018,37.2400129","127.3497254,37.3744436","127.2491831,37.6004899","127.2896997,37.2389139","127.2491831,37.6004899","127.1229215,37.7815733","127.1113174,37.7749046","128.6604921,35.9115641","127.3497254,37.3744436","127.1276634,37.636532","126.7985255,37.6172518","127.319856,37.6309583","127.4341903,37.3143088","126.7986981,37.5877639","126.8358907,37.6682985","127.1229215,37.7815733","127.3667609,37.3598065","127.3497254,37.3744436","127.1229215,37.7815733"
"127.2387,37.5964742","126.7114608,37.6229123","128.1339813,36.1246918","129.4612036,35.6773003","128.6606326,35.9115474","127.2493295,37.8048757","127.1601436,37.8083755","126.8629182,37.3559675","129.0966139,37.5123191","128.6606326,35.9115474","127.1874867,37.5350324","127.2499999,37.6011658","127.285393,37.239676","127.3516726,37.3744019","127.2499999,37.6011658","127.2900086,37.2388974","127.2499999,37.6011658","127.1236118,37.7827175","127.1116896,37.7751744","128.6606326,35.9115474","127.3516726,37.3744019","127.1278014,37.6368182","126.7990726,37.6178716","127.3201132,37.6309875","127.4345595,37.3140962","126.7987834,37.5878465","126.8372682,37.6685821","127.1236118,37.7827175","127.3680195,37.3594456","127.3516726,37.3744019","127.1236118,37.7827175"
"127.2391753,37.5966194","126.7113616,37.6228575","128.1334889,36.1248215","129.4612623,35.6773994","128.6609922,35.9115051","127.2493817,37.8048947","127.1599477,37.8084885","126.8629049,37.3559395","129.0964274,37.5124856","128.6609922,35.9115051","127.1880123,37.5346607","127.2504041,37.6015579","127.2864772,37.2394184","127.3548465,37.3743697","127.2504041,37.6015579","127.2905724,37.2388812","127.2504041,37.6015579","127.1238609,37.7830842","127.112326,37.7757309","128.6609922,35.9115051","127.3548465,37.3743697","127.1278564,37.6369319","126.7992565,37.6180782","127.3201868,37.6309958","127.4347311,37.3140098","126.7988306,37.5878873","126.8387075,37.6687893","127.1238609,37.7830842","127.3680986,37.359425","127.3548465,37.3743697","127.1238609,37.7830842"
"127.2412789,37.597264","126.711181,37.6231141","128.1304767,36.1257029","129.461379,35.6775156","128.6611615,35.9114909","127.249999,37.805116","127.1599101,37.80851","126.8628126,37.3557731","129.0963017,37.5126414","128.6611615,35.9114909","127.1883619,37.5344326","127.2509089,37.6020403","127.2870368,37.2392833","127.3557636,37.37437","127.2509089,37.6020403","127.2911327,37.2388831","127.2509089,37.6020403","127.1241102,37.7834248","127.112812,37.7761741","128.6611615,35.9114909","127.3557636,37.37437","127.128653,37.6387867","126.7993933,37.6182331","127.3206479,37.6310749","127.4361616,37.3132453","126.7988969,37.5879445","126.8393214,37.6688577","127.1241102,37.7834248","127.3694735,37.3590569","127.3557636,37.37437","127.1241102,37.7834248"
"127.24146,37.5973212","126.7111466,37.6231535","128.1298913,36.1258836","129.4614413,35.6775786","128.662262,35.9114911","127.2503506,37.8052573","127.1593806,37.8087906","126.8625296,37.3550496","129.0961645,37.5128939","128.662262,35.9114911","127.1894103,37.5338008","127.251564,37.6026483","127.2875049,37.2391967","127.3568218,37.3744217","127.251564,37.6026483","127.2912748,37.2388825","127.251564,37.6026483","127.1241271,37.7834474","127.1133261,37.7766526","128.662262,35.9114911","127.3568218,37.3744217","127.1287651,37.6390466","126.7993967,37.6182368","127.3213819,37.6312319","127.4363355,37.3131525","126.7990407,37.5880688","126.8394732,37.6688738","127.1241271,37.7834474","127.3699673,37.3588745","127.3568218,37.3744217","127.1241271,37.7834474"
"127.2416048,37.5973702","126.7108848,37.6230508","128.1296574,36.1259488","129.4614617,35.677599","128.6630746,35.9115833","127.2511867,37.805598","127.158965,37.8090012","126.8619851,37.3533458","129.0959898,37.5132441","128.6630746,35.9115833","127.1898266,37.5335928","127.2520995,37.6030856","127.2877125,37.2391583","127.3578167,37.3744761","127.2520995,37.6030856","127.2922769,37.2389536","127.2520995,37.6030856","127.1244249,37.7838413","127.1137262,37.7770234","128.6630746,35.9115833","127.3578167,37.3744761","127.1310804,37.6446016","126.8020662,37.6212802","127.3214476,37.6312501","127.4369666,37.3128572","126.7992184,37.5882024","126.8417455,37.6690082","127.1244249,37.7838413","127.3707413,37.3585896","127.3578167,37.3744761","127.1244249,37.7838413"
"127.2451227,37.5985496","126.7107561,37.6229986","128.1282392,36.126343","129.4617662,35.6778996","128.6634624,35.9116579","127.2514794,37.8057221","127.1583991,37.8092645","126.8616549,37.3526031","129.0959198,37.5134641","128.6634624,35.9116579","127.1900954,37.533461","127.2524951,37.6033812","127.2885438,37.2390227","127.3595671,37.374654","127.2524951,37.6033812","127.2927142,37.2390031","127.2524951,37.6033812","127.1249991,37.7846021","127.1138844,37.7771709","128.6634624,35.9116579","127.3595671,37.374654","127.1316268,37.6459716","126.802305,37.621552","127.3222008,37.6314621","127.4373369,37.3127114","126.7994728,37.5883796","126.8421912,37.6690035","127.1249991,37.7846021","127.3709504,37.358497","127.3595671,37.374654","127.1249991,37.7846021"
"127.2463877,37.5989886","126.7100769,37.6227228","128.1280108,36.1264064","129.4618852,35.6780203","128.6636873,35.9117243","127.2515927,37.8057944","127.1579609,37.8094553","126.8612339,37.3516553","129.0958962,37.513842","128.6636873,35.9117243","127.1906623,37.5332101","127.2528614,37.6036046","127.2892103,37.238941","127.3623292,37.3749385","127.2528614,37.6036046","127.2935617,37.2391362","127.2528614,37.6036046","127.1253277,37.7849745","127.113924,37.777208","128.6636873,35.9117243","127.3623292,37.3749385","127.1317228,37.6462747","126.8024808,37.6217792","127.3229369,37.6317075","127.4380007,37.3124846","126.7996427,37.5884978","126.8424407,37.668995","127.1253277,37.7849745","127.3713708,37.3582748","127.3623292,37.3749385","127.1253277,37.7849745"
"127.2472498,37.5993339","126.7100584,37.6227524","128.1270731,36.1267233","129.4619238,35.6780611","128.6638866,35.9117909","127.2518263,37.80594","127.1574271,37.8096565","126.8611006,37.3513985","129.0959453,37.5141811","128.6638866,35.9117909","127.1914887,37.5328959","127.2531667,37.6037783","127.2896997,37.2389139","127.3643212,37.37514","127.2531667,37.6037783","127.2941712,37.2392661","127.2531667,37.6037783","127.1257931,37.7854771","127.1139624,37.7772414","128.6638866,35.9117909","127.3643212,37.37514","127.1317529,37.6463712","126.802977,37.6225213","127.3236242,37.6319663","127.4388834,37.3122291","126.8003284,37.5889318","126.8435965,37.6689546","127.1257931,37.7854771","127.3719156,37.357986","127.3643212,37.37514","127.1257931,37.7854771"
"127.2476818,37.5995448","126.7099352,37.6229408","128.1263474,36.126994","129.4619464,35.6780833","128.664074,35.9118756","127.2520109,37.806109","127.1562211,37.8100604","126.860904,37.3510135","129.0960973,37.5152074","128.664074,35.9118756","127.1918333,37.5327878","127.2536847,37.6040408","127.2900086,37.2388974","127.3659259,37.3753104","127.2536847,37.6040408","127.2944924,37.2393397","127.2536847,37.6040408","127.1262984,37.7859492","127.1140619,37.7773247","128.664074,35.9118756","127.3659259,37.3753104","127.131924,37.6470739","126.8034643,37.6234841","127.3239322,37.6320893","127.4389477,37.3122165","126.8012465,37.5894673","126.8446551,37.6688748","127.1262984,37.7859492","127.3723326,37.3577638","127.3659259,37.3753104","127.1262984,37.7859492"
"127.2480539,37.5997376","126.7098649,37.6230476","128.126189,36.1270588","129.4619861,35.678125","128.6643301,35.91203","127.2522792,37.8063835","127.1558513,37.8101765","126.8601832,37.3496007","129.0961516,37.5157907","128.6643301,35.91203","127.192681,37.5325205","127.2541542,37.6042464","127.2905724,37.2388812","127.3677508,37.3755044","127.2541542,37.6042464","127.2947075,37.2393996","127.2541542,37.6042464","127.1267145,37.7863029","127.114988,37.7780821","128.6643301,35.91203","127.3677508,37.3755044","127.131978,37.6474013","126.8038568,37.6244093","127.323999,37.6321165","127.4394049,37.3121284","126.8021509,37.5900206","126.8458128,37.6687469","127.1267145,37.7863029","127.3724208,37.3577135","127.3677508,37.3755044","127.1267145,37.7863029"
"127.248332,37.5999013","126.7098419,37.6230826","128.1253365,36.1274698","129.4626226,35.6787601","128.6646882,35.9122681","127.2522894,37.8063971","127.155253,37.8103306","126.8600958,37.3493885","129.0961842,37.5168439","128.6646882,35.9122681","127.1934378,37.5323377","127.2548671,37.6045038","127.2911327,37.2388831","127.3700951,37.3758099","127.2548671,37.6045038","127.295451,37.239637","127.2548671,37.6045038","127.127398,37.7868053","127.1153194,37.7783356","128.6646882,35.9122681","127.3700951,37.3758099","127.1320249,37.6477674","126.8039606,37.6248246","127.3242571,37.6322124","127.4400019,37.3120115","126.8024156,37.5901826","126.8470183,37.6685914","127.127398,37.7868053","127.3725983,37.3576109","127.3700951,37.3758099","127.127398,37.7868053"
"127.248479,37.5999873","126.7093116,37.6239326","128.1249989,36.127633","129.4626826,35.6788195","128.6648072,35.9123733","127.2525088,37.8066868","127.1551029,37.8103645","126.8597341,37.3485031","129.0960989,37.5173029","128.6648072,35.9123733","127.1938321,37.5322341","127.2551059,37.6045809","127.2912748,37.2388825","127.3712468,37.3760284","127.2551059,37.6045809","127.2956741,37.2397086","127.2551059,37.6045809","127.1276468,37.7870017","127.1154382,37.7784261","128.6648072,35.9123733","127.3712468,37.3760284","127.1321267,37.648971","126.8040348,37.6253757","127.3256997,37.6327833","127.4404974,37.3119432","126.8026473,37.590357","126.8471534,37.6685759","127.1276468,37.7870017","127.3730097,37.3573752","127.3712468,37.3760284","127.1276468,37.7870017"
"127.2491831,37.6004899","126.7092864,37.6239622","128.1247432,36.1277669","129.4629713,35.6791033","128.6649874,35.9125663","127.2527042,37.8070126","127.1543102,37.810546","126.8596148,37.3480671","129.0960996,37.5175994","128.6649874,35.9125663","127.1945989,37.5320991","127.2553085,37.6046409","127.2922769,37.2389536","127.3724018,37.3762775","127.2553085,37.6046409","127.2962023,37.2399087","127.2553085,37.6046409","127.1277544,37.787075","127.115497,37.7784713","128.6649874,35.9125663","127.3724018,37.3762775","127.1321666,37.6498454","126.8040858,37.6262305","127.3270732,37.633318","127.4418111,37.3118438","126.8028047,37.5904851","126.8480719,37.6684449","127.1277544,37.787075","127.3734788,37.3571062","127.3724018,37.3762775","127.1277544,37.787075"
"127.2499999,37.6011658","126.7092658,37.6239855","128.1243148,36.1279782","129.4632703,35.6794022","128.6652244,35.9129328","127.2528349,37.8073446","127.153637,37.8106936","126.859539,37.3475556","129.0960619,37.5182749","128.6652244,35.9129328","127.1952535,37.5319926","127.2555473,37.6047089","127.2927142,37.2390031","127.3725678,37.3763191","127.2555473,37.6047089","127.2964467,37.2400011","127.2555473,37.6047089","127.1286176,37.7877339","127.1159516,37.7788324","128.6652244,35.9129328","127.3725678,37.3763191","127.1322079,37.6504314","126.8041496,37.6272908","127.3274118,37.6334492","127.442214,37.3118368","126.8030912,37.5907346","126.8486985,37.6683636","127.1286176,37.7877339","127.3740055,37.3567903","127.3725678,37.3763191","127.1286176,37.7877339"
"127.2504041,37.6015579","126.7091893,37.624031","128.1222722,36.1289653","129.4633405,35.6794723","128.6656497,35.9138996","127.2528563,37.8073996","127.1533129,37.8107648","126.8595202,37.3473708","129.0959749,37.518916","128.6656497,35.9138996","127.1957869,37.5319165","127.2562945,37.6048817","127.2935617,37.2391362","127.3735173,37.3765049","127.2562945,37.6048817","127.2970976,37.2402997","127.2562945,37.6048817","127.1291018,37.7881185","127.1162548,37.7790624","128.6656497,35.9138996","127.3735173,37.3765049","127.1323722,37.6511313","126.8041618,37.627683","127.3282373,37.6337578","127.4429938,37.3118669","126.8033717,37.5910193","126.8494125,37.6682711","127.1291018,37.7881185","127.3745548,37.3564682","127.3735173,37.3765049","127.1291018,37.7881185"
"127.2509089,37.6020403","126.7089066,37.6241949","128.1213712,36.1294216","129.463484,35.6795997","128.6660116,35.9145416","127.2529496,37.8077063","127.1520494,37.8110414","126.8594994,37.3471579","129.0958625,37.5196413","128.6660116,35.9145416","127.196087,37.5318911","127.2565957,37.6049319","127.2941712,37.2392661","127.3749997,37.376877","127.2565957,37.6049319","127.297611,37.2405548","127.2565957,37.6049319","127.1295098,37.7885137","127.1177046,37.7802289","128.6660116,35.9145416","127.3749997,37.376877","127.1325209,37.6515554","126.8042715,37.6292871","127.3285181,37.6338609","127.4440917,37.3119738","126.8036343,37.5912822","126.8511186,37.6680597","127.1295098,37.7885137","127.374999,37.3562379","127.3749997,37.376877","127.1295098,37.7885137"
"127.251564,37.6026483","126.7088724,37.6242145","128.1199033,36.1301442","129.4638149,35.6798918","128.6662248,35.9147992","127.2529922,37.8078587","127.1519527,37.81106","126.8594956,37.3469398","129.0954864,37.5213245","128.6662248,35.9147992","127.1964357,37.5318623","127.2570316,37.6050041","127.2944924,37.2393397","127.3760746,37.3771269","127.2570316,37.6050041","127.2980129,37.2407862","127.2570316,37.6050041","127.1301623,37.7892953","127.1178256,37.7803284","128.6662248,35.9147992","127.3760746,37.3771269","127.1328596,37.6525209","126.8042825,37.629444","127.3290742,37.6340663","127.4449674,37.3121194","126.8036612,37.5913085","126.8526407,37.6678707","127.1301623,37.7892953","127.3762264,37.3555461","127.3760746,37.3771269","127.1301623,37.7892953"
"127.2520995,37.6030856","126.7088211,37.6242448","128.1183742,36.1308724","129.4638995,35.6799662","128.6665244,35.9153498","127.2530001,37.8078875","127.1502787,37.8114255","126.859487,37.3464999","129.0950711,37.5233391","128.6665244,35.9153498","127.1965874,37.5318491","127.2583147,37.6051698","127.2947075,37.2393996","127.3790599,37.3778051","127.2583147,37.6051698","127.2993558,37.2416024","127.2583147,37.6051698","127.1306737,37.7899288","127.1180428,37.7804842","128.6665244,35.9153498","127.3790599,37.3778051","127.1331211,37.6533005","126.8044543,37.6319263","127.3290798,37.6340681","127.4459287,37.312374","126.8038981,37.5915434","126.8528326,37.6678474","127.1306737,37.7899288","127.3762411,37.355538","127.3790599,37.3778051","127.1306737,37.7899288"
"127.2524951,37.6033812","126.708561,37.6243999","128.1178848,36.1311021","129.4644893,35.6804532","128.666837,35.9160329","127.2531582,37.8085215","127.1492484,37.8116532","126.8596745,37.3455499","129.0949372,37.5241745","128.666837,35.9160329","127.1970573,37.531808","127.2593,37.6052836","127.295451,37.239637","127.3794043,37.3778884","127.2593,37.6052836","127.3009553,37.2425796","127.2593,37.6052836","127.1307379,37.7900245","127.1180801,37.7805122","128.666837,35.9160329","127.3794043,37.3778884","127.1334345,37.654347","126.8045162,37.6328235","127.3291784,37.634098","127.4465154,37.3125582","126.803925,37.5915724","126.8550574,37.6675585","127.1307379,37.7900245","127.3773542,37.354992","127.3794043,37.3778884","127.1307379,37.7900245"
"127.2528614,37.6036046","126.7085225,37.6244032","128.117587,36.1312488","129.464899,35.6807116","128.6670868,35.916666","127.2531907,37.8086486","127.1485613,37.8118296","126.8598997,37.3449661","129.0948845,37.525474","128.6670868,35.916666","127.1973766,37.53178","127.2604494,37.6054491","127.2956741,37.2397086","127.3801133,37.3780613","127.2604494,37.6054491","127.3015938,37.2429033","127.2604494,37.6054491","127.1311062,37.7906584","127.1182407,37.780638","128.6670868,35.916666","127.3801133,37.3780613","127.1336385,37.6552823","126.804527,37.633003","127.3298874,37.6343136","127.4468324,37.3126674","126.8039743,37.5916276","126.8559076,37.6674559","127.1311062,37.7906584","127.3774254,37.3549578","127.3801133,37.3780613","127.1311062,37.7906584"
"127.2531667,37.6037783","126.7084908,37.6243958","128.1170953,36.1314722","129.4649494,35.6807414","128.6673689,35.9176108","127.2532209,37.8087767","127.1472608,37.8122412","126.8599996,37.3447666","129.094987,37.5267245","128.6673689,35.9176108","127.1976245,37.5317581","127.2610371,37.6055458","127.2962023,37.2399087","127.3804972,37.3781554","127.2610371,37.6055458","127.3022853,37.2431984","127.2610371,37.6055458","127.1312018,37.7908408","127.1182962,37.7806815","128.6673689,35.9176108","127.3804972,37.3781554","127.1336461,37.6553527","126.8045456,37.6333095","127.3304605,37.6344613","127.4471946,37.3128118","126.8045292,37.5922456","126.856264,37.6674128","127.1312018,37.7908408","127.3775362,37.3549029","127.3804972,37.3781554","127.1312018,37.7908408"
"127.2536847,37.6040408","126.7083894,37.6243383","128.1164351,36.1317461","129.4650533,35.6807875","128.6673698,35.9178272","127.2536616,37.810519","127.1468648,37.8123833","126.8600869,37.3445913","129.0950634,37.5271786","128.6673698,35.9178272","127.1987475,37.5317104","127.2615364,37.6056406","127.2964467,37.2400011","127.3818296,37.3784804","127.2615364,37.6056406","127.302648,37.2433396","127.2615364,37.6056406","127.1314529,37.7915103","127.1188998,37.7812161","128.6673698,35.9178272","127.3818296,37.3784804","127.133671,37.6555898","126.8045476,37.6333411","127.3311176,37.6345984","127.4478659,37.3130789","126.8046739,37.5924069","126.8589212,37.667092","127.1314529,37.7915103","127.3792436,37.3540952","127.3818296,37.3784804","127.1314529,37.7915103"
"127.2541542,37.6042464","126.708021,37.6241376","128.1152903,36.1321703","129.4656498,35.6810076","128.6674326,35.9180249","127.2536683,37.810546","127.1460667,37.8127352","126.8601867,37.3443998","129.0953991,37.5291749","128.6674326,35.9180249","127.1987984,37.5317088","127.2616723,37.6056715","127.2970976,37.2402997","127.3845519,37.3791149","127.2616723,37.6056715","127.303093,37.2434755","127.2616723,37.6056715","127.1315858,37.7919587","127.1193676,37.7816728","128.6674326,35.9180249","127.3845519,37.3791149","127.1337219,37.6560623","126.8047113,37.6357243","127.331794,37.6347093","127.4493551,37.3137051","126.8047557,37.5924984","126.8590437,37.6670845","127.1315858,37.7919587","127.3797657,37.3538506","127.3845519,37.3791149","127.1315858,37.7919587"
"127.2548671,37.6045038","126.7077116,37.6240319","128.1142404,36.1324967","129.4660392,35.6811167","128.6674872,35.9181993","127.2537862,37.8109798","127.145486,37.8130056","126.8604116,37.3439747","129.0955995,37.5306665","128.6674872,35.9181993","127.2030853,37.5315285","127.2624273,37.6058596","127.297611,37.2405548","127.3857555,37.3793955","127.2624273,37.6058596","127.303387,37.2435653","127.2624273,37.6058596","127.1317051,37.7924196","127.1198727,37.7821773","128.6674872,35.9181993","127.3857555,37.3793955","127.1337039,37.6569744","126.804721,37.6359001","127.3324239,37.6347868","127.4499272,37.3139063","126.8049754,37.5927431","126.8596631,37.6670482","127.1317051,37.7924196","127.3807273,37.353418","127.3857555,37.3793955","127.1317051,37.7924196"
