0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"128.9513741,35.921509","127.2538691,35.6896772","127.7927346,36.1621349",,,"128.0226563,37.132272","128.3138496,35.2809827","126.6468488,35.2742235","127.1902572,37.5337409","127.2964714,35.6232948","127.5415841,37.4085698",,,"126.9709156,37.7135008","127.0602794,37.781988","126.813822,37.7626654","127.0765459,37.7836096","126.7728558,35.2924038","127.2337313,36.5371295","126.6109274,35.1713065","127.1017059,36.0769061","128.342262,35.2656582","127.5220496,37.2283899",,"127.2948596,35.6209559"
"128.9514362,35.9216345","127.2542474,35.6888368","127.7923014,36.1622298",,,"128.0240209,37.133427","128.3138617,35.2810909","126.6467654,35.2743203","127.1900168,37.5338502","127.2964299,35.6231369","127.5415266,37.408687",,,"126.970907,37.7135882","127.0601042,37.7818441","126.8142844,37.7628736","127.0764387,37.7856759","126.7727331,35.2924743","127.2368716,36.5358212","126.6103806,35.1712033","127.1017296,36.0761723","128.3430999,35.2651411","127.5220777,37.2281195",,"127.294703,35.6208772"
"128.9514863,35.9218259","127.2543108,35.6887125","127.7917794,36.1623897",,,"128.024346,37.1337077","128.3139991,35.2811909","126.6464833,35.2746907","127.18936,37.5342063","127.2963399,35.6229222","127.5414407,37.408815",,,"126.9708621,37.7143189","127.0598998,37.7816477","126.8143873,37.7629129","127.076412,37.7861869","126.7726612,35.2925163","127.2384669,36.5351531","126.6076141,35.1706293","127.1018101,36.0754152","128.3431119,35.2651311","127.5220844,37.22806",,"127.2944945,35.6207722"
"128.9514651,35.9221813","127.2544064,35.688526","127.7911954,36.1626093",,,"128.0246586,37.1339876","128.314124,35.2812577","126.64633,35.2749439","127.1891843,37.5342636","127.2962728,35.6227941","127.5412059,37.4091197",,,"126.9708416,37.7146559","127.0596088,37.7813168","126.8145208,37.7629633","127.0764035,37.7862716","126.7726137,35.2925421","127.2385575,36.5351154","126.6070597,35.1705225","127.1020276,36.0741204","128.3432471,35.2650265","127.5221058,37.2278562",,"127.2942773,35.62067"
"128.9514458,35.9225241","127.2547317,35.6880533","127.7911654,36.1626202",,,"128.0249647,37.13429","128.3142993,35.2812998","126.6462452,35.275166","127.1888873,37.5343592","127.296208,35.6226551","127.54091,37.409502",,,"126.9708146,37.7149424","127.0593855,37.78106","126.8146894,37.7630265","127.0763699,37.7869871","126.7706804,35.2936368","127.2394849,36.5347154","126.6065837,35.1704658","127.1021717,36.0735204","128.3433246,35.2649664","127.5221722,37.2274353",,"127.2941251,35.6205642"
"128.9514366,35.9226829","127.2549789,35.6877987","127.7898487,36.1631472",,,"128.0251914,37.1345125","128.3144115,35.2813072","126.6461546,35.2754169","127.1887138,37.5344507","127.2959716,35.6222426","127.5403003,37.4102927",,,"126.9707764,37.7150423","127.0592162,37.7808917","126.814823,37.7630705","127.0763285,37.787681","126.7703753,35.2938144","127.2396505,36.5346409","126.6061656,35.170441","127.1025388,36.0722874","128.3434584,35.2648294","127.5222082,37.2272739",,"127.2940823,35.6204884"
"128.9514632,35.9228683","127.2553157,35.6875325","127.7896033,36.1632181",,,"128.0252969,37.134623","128.3145357,35.2812982","126.6459901,35.2760091","127.1884495,37.5345996","127.2958913,35.6221289","127.5398328,37.4109049",,,"126.9708836,37.7151266","127.058893,37.7806192","126.815123,37.7631678","127.0760062,37.7926037","126.770299,35.2938582","127.2398665,36.534535","126.6058208,35.1704358","127.1029453,36.071178","128.3435278,35.2647387","127.5222577,37.2271062",,"127.2940615,35.6203919"
"128.9514383,35.9231409","127.2553168,35.6875325","127.7892201,36.1633299",,,"128.0255078,37.1348447","128.3146968,35.2812457","126.6459008,35.2764467","127.1881793,37.5347765","127.2950711,35.6211375","127.5396623,37.4112079",,,"126.9709489,37.7151954","127.0586362,37.7804533","126.8156227,37.763268","127.075981,37.7928353","126.7701254,35.2939572","127.2399437,36.5344964","126.6052594,35.1704605","127.1032618,36.0705182","128.343574,35.2646329","127.5222803,37.2270395",,"127.294052,35.620253"
"128.9513982,35.9233767","127.2556834,35.6872988","127.7885468,36.163456",,,"128.0258586,37.1352614","128.3148006,35.2811828","126.6457733,35.2770751","127.1876241,37.5351833","127.2950315,35.6210896","127.5395653,37.4114882",,,"126.971077,37.7153826","127.0580643,37.7801816","126.8159197,37.7633157","127.075967,37.7931029","126.7699629,35.2940509","127.2417071,36.53366","126.6049449,35.170506","127.1044412,36.0680644","128.343638,35.2644494","127.5222881,37.2270143",,"127.2940466,35.6201791"
"128.9513,35.923761","127.2563804,35.6870297","127.7882901,36.1634827",,,"128.0263993,37.135944","128.3148998,35.2810992","126.6457327,35.2772759","127.1875197,37.535266","127.2949511,35.6210074","127.5395066,37.4117433",,,"126.971142,37.7154856","127.0572815,37.7798659","126.8160263,37.7633335","127.0759293,37.7939446","126.7699276,35.2940669","127.2424388,36.5333127","126.6044839,35.1705855","127.1058635,36.0652264","128.343752,35.263996","127.5223523,37.2268574",,"127.2940216,35.6200528"
"128.9512835,35.9238297","127.256834,35.6868891","127.7878966,36.1635234",,,"128.0267757,37.1364859","128.3150308,35.2808855","126.6432625,35.2771214","127.1872369,37.5354915","127.2948596,35.6209559","127.5395066,37.411746",,,"126.9716506,37.7162513","127.0561792,37.779421","126.8164777,37.7633766","127.0756416,37.7981698","126.7697653,35.2941399","127.2427958,36.5331034","126.6041956,35.1706429","127.1063339,36.0641929","128.3437723,35.2639327","127.5225123,37.2265735",,"127.2939599,35.6199779"
"128.9510068,35.9248842","127.2584867,35.6863749","127.7873263,36.1635292",,,"128.0271868,37.1371529","128.3151713,35.2806447","126.6424219,35.2770685","127.1864871,37.5361412","127.294703,35.6208772","127.5394864,37.4119921",,,"126.9718661,37.7165749","127.0560625,37.7793755","126.8172937,37.7634111","127.0755568,37.7992943","126.769678,35.294179","127.2434037,36.5327189","126.6038928,35.1707101","127.1066478,36.0633627","128.3437872,35.263883","127.522625,37.2264067",,"127.2938762,35.619893"
"128.9509805,35.9249621","127.2591373,35.6861075","127.7859861,36.1634116",,,"128.0272016,37.1371763","128.3152996,35.2803914","126.6411122,35.2769745","127.1857993,37.5368658","127.2944945,35.6207722","127.5394832,37.4123022",,,"126.972272,37.7170977","127.0558405,37.7792918","126.8177433,37.7634155","127.0755436,37.7998099","126.7696758,35.2941799","127.2434563,36.5326866","126.6035172,35.1708146","127.1068933,36.0624484","128.3442055,35.2624518","127.5226768,37.22634",,"127.2935403,35.6195516"
"128.9508659,35.9252988","127.2603215,35.6855752","127.7854823,36.1633714",,,"128.0283715,37.1391335","128.3153071,35.2803742","126.6406743,35.2768993","127.1852374,37.5375241","127.2942773,35.62067","127.53949,37.4124131",,,"126.9724128,37.7172489","127.0556762,37.7792299","126.8193494,37.7634509","127.0754946,37.8004307","126.7694617,35.2942598","127.2435649,36.5326174","126.6031446,35.170948","127.1069404,36.0621483","128.3442648,35.262235","127.5227028,37.2263066",,"127.2934379,35.6194477"
"128.9508427,35.9253667","127.2619352,35.6847498","127.7849384,36.163324",,,"128.0294228,37.1408667","128.3155318,35.2798578","126.640262,35.2767908","127.1848742,37.5380162","127.2941251,35.6205642","127.5394992,37.4125708",,,"126.9726832,37.7175133","127.0555266,37.7791743","126.8199633,37.7634851","127.0754845,37.8006055","126.7693988,35.2942828","127.2436007,36.5325949","126.6026636,35.17115","127.107,36.0611027","128.34436,35.2618737","127.5228616,37.226102",,"127.2933035,35.6193005"
"128.9506292,35.9256289","127.2620492,35.6846914","127.7842733,36.1632588",,,"128.0295355,37.1410501","128.3155415,35.279837","126.6397868,35.276608","127.1844617,37.538683","127.2940823,35.6204884","127.539514,37.412807",,,"126.9727181,37.7175459","127.054244,37.7787062","126.8207867,37.7635854","127.0754199,37.8019654","126.7692146,35.2943421","127.2436936,36.5325365","126.602286,35.1713384","127.1070031,36.0602417","128.3444588,35.2616467","127.5230442,37.2259036",,"127.2930932,35.6190666"
"128.9506135,35.9256832","127.262499,35.6843244","127.7818354,36.1630212",,,"128.0296357,37.141202","128.3156939,35.279469","126.6397419,35.2765861","127.1833165,37.5410145","127.2940615,35.6203919","127.5395413,37.413264",,,"126.9727756,37.7175993","127.054151,37.7786725","126.8214009,37.7637106","127.0754018,37.8023547","126.7690801,35.2943783","127.2440721,36.5322642","126.602138,35.1714184","127.106964,36.0598476","128.3446803,35.2617028","127.5231287,37.2258252",,"127.292884,35.6188363"
"128.9505948,35.9257501","127.2627606,35.6840625","127.7813827,36.1629808",,,"128.0297743,37.1413871","128.315722,35.2794192","126.6391621,35.2763078","127.1832217,37.5412116","127.294052,35.620253","127.5396026,37.4136587",,,,"127.0539368,37.7786086","126.8216898,37.7637781","127.0752712,37.8045273","126.7688037,35.2944253","127.2442793,36.5321159","126.6018461,35.1715921","127.1069439,36.0596473","128.344849,35.2617495","127.5232515,37.2257125",,"127.2926858,35.618616"
"128.9504699,35.9261303","127.2633258,35.6835371","127.7797634,36.1628376",,,"128.0299015,37.141537","128.3158695,35.2793227","126.6370989,35.2752075","127.1828768,37.5419309","127.2940466,35.6201791","127.5396343,37.413866",,,,"127.053095,37.7782845","126.8219695,37.7638554","127.0752261,37.8052752","126.7684525,35.2944583","127.2444921,36.5319423","126.6017587,35.1716528","127.1060356,36.0565294","128.3452492,35.2618576","127.5232887,37.2256854",,"127.2916365,35.6174493"
"128.9503838,35.9263955","127.2637227,35.6831204","127.7794987,36.1628139",,,"128.0300103,37.1416438","128.3159052,35.2792647","126.6365249,35.2749077","127.1822909,37.5431551","127.2940216,35.6200528","127.5396366,37.4138787",,,,"127.0530111,37.7782644","126.8223363,37.7639702","127.0751407,37.8066944","126.7680576,35.2944677","127.2462285,36.5304423","126.6016569,35.1717232","127.1045443,36.0518958","128.3455491,35.2619411","127.5241317,37.2250245",,"127.291316,35.6171169"
"128.9502778,35.9267213","127.2645296,35.6822943","127.7784732,36.1627162",,,"128.03016,37.1417937","128.3159844,35.2791578","126.6360248,35.274575","127.1820065,37.5437502","127.2939599,35.6199779","127.5397544,37.4143546",,,,"127.0529226,37.7782478","126.8227199,37.7641076","127.0750492,37.8077865","126.7677244,35.2944611","127.2465545,36.5301401","126.6013867,35.1719322","127.1044809,36.0516999","128.3457993,35.2620079","127.5241655,37.2249948",,"127.2910979,35.6169281"
"128.9501649,35.9270301","127.2646328,35.6821692","127.7778439,36.1626996",,,"128.0302053,37.141834","128.3160605,35.279077","126.6350994,35.2738182","127.1818192,37.5441381","127.2938762,35.619893","127.5398574,37.4147349",,,,"127.0528058,37.7782276","126.8231871,37.7642995","127.074842,37.809053","126.766114,35.294381","127.2468493,36.5298207","126.6011884,35.1720913","127.1044004,36.0513652","128.3458897,35.2620334","127.5243706,37.2247955",,"127.2908344,35.6167536"
"128.950124,35.9271568","127.2649357,35.681746","127.7771424,36.162722",,,"128.0304036,37.1420116","128.3161576,35.2790024","126.634974,35.2737163","127.1809245,37.5458249","127.2935403,35.6195516","127.5398698,37.4147791",,,,"127.0525063,37.7781805","126.8234268,37.7644091","127.0747941,37.8092836","126.7660073,35.2943786","127.2471219,36.5294634","126.6008788,35.1723847","127.1042992,36.0509654","128.3464498,35.2621909","127.5245486,37.22458",,"127.2907638,35.6167174"
"128.950103,35.927221","127.2653342,35.6811346","127.7760955,36.1628461",,,"128.030794,37.1422857","128.3162669,35.2789341","126.6348771,35.2736255","127.1804755,37.5467971","127.2934379,35.6194477","127.5399548,37.4150936",,,,"127.0523406,37.7781672","126.8237105,37.7645468","127.0747346,37.8095646","126.7637887,35.2942912","127.2474048,36.5290538","126.600542,35.1727492","127.1041887,36.0504205","128.3468897,35.2623068","127.5245836,37.2245278",,"127.2898387,35.616228"
"128.9500955,35.9272383","127.2654375,35.6809806","127.7751123,36.1630729",,,"128.0311602,37.1424851","128.3163993,35.2788701","126.6348575,35.2736082","127.1801552,37.5475741","127.2933035,35.6193005","127.5399978,37.4153388",,,,"127.0522169,37.7781568","126.8239997,37.7647008","127.0743074,37.8113422","126.7635732,35.2942827","127.2477969,36.5286841","126.6005387,35.1727528","127.1040679,36.0499369","128.3470825,35.2623524","127.5247559,37.2242438",,"127.2891991,35.6158906"
"128.9499712,35.9275346","127.2659448,35.6801926","127.7741407,36.1634222",,,"128.0315477,37.1426681","128.3170195,35.2786522","126.63436,35.2731475","127.1798293,37.5483241","127.2930932,35.6190666","127.5400172,37.415565",,,,"127.0521204,37.7781492","126.8243836,37.7649409","127.0742388,37.8116268","126.7635172,35.2942805","127.2480033,36.5284267","126.5992217,35.1742749","127.1040387,36.0497682","128.3471585,35.2623663","127.5248506,37.2240454",,"127.2890745,35.6158245"
"128.9497715,35.9279499","127.2662155,35.6798127","127.7733593,36.1637999",,,"128.0318898,37.1427946","128.317723,35.2784094","126.6341213,35.2729492","127.1797172,37.5485996","127.292884,35.6188363","127.540024,37.4156822",,,,"127.0512723,37.7781253","126.824704,37.7651609","127.0739754,37.8125893","126.7632786,35.2942709","127.248111,36.5282917","126.5978366,35.1758913","127.1039999,36.0495454","128.3472379,35.2623892","127.5249508,37.2237732",,"127.2890117,35.6157911"
"128.9495501,35.928269","127.2664264,35.6795182","127.7726016,36.1642912",,,"128.0322655,37.1429038","128.3180342,35.2783009","126.6333497,35.272308","127.1794701,37.54921","127.2926858,35.618616","127.5400377,37.4159039",,,,"127.0509929,37.7781332","126.8248833,37.7652944","127.0734572,37.8145848","126.7628487,35.2942539","127.2482802,36.5281307","126.5953373,35.17885","127.1039483,36.0492107","128.3476249,35.2624992","127.5250026,37.2235902",,"127.2888518,35.615697"
"128.9495198,35.928309","127.2671765,35.6784657","127.7722301,36.1645734",,,"128.0325971,37.1429771","128.3180976,35.2782716","126.633224,35.2723414","127.1794231,37.5493271","127.2916365,35.6174493","127.5400446,37.416123",,,,"127.0506067,37.7781525","126.825138,37.7655059","127.0733933,37.8148342","126.7627959,35.2942554","127.2483452,36.5280686","126.5944886,35.1798219","127.1037763,36.0480841","128.3477826,35.2625458","127.5251523,37.223016",,"127.2886346,35.6155695"
"128.9491735,35.9288874","127.267252,35.6783432","127.7716936,36.1650596",,,"128.0328947,37.1430299","128.318241,35.2782048","126.6329365,35.2722825","127.1793614,37.5494783","127.291316,35.6171169","127.5400561,37.4164601",,,,"127.0500863,37.7781929","126.8253665,37.7657271","127.0731864,37.8156374","126.7626442,35.2942517","127.2484638,36.5279814","126.5943852,35.1800394","127.1037032,36.0475943","128.3478245,35.2625573","127.5252018,37.2227771",,"127.2883866,35.6154185"
"128.9491442,35.9289212","127.2672941,35.6782739","127.7716216,36.1651391",,,"128.0331741,37.1430601","128.3183055,35.278162","126.6328366,35.2722665","127.1791017,37.5501041","127.2910979,35.6169281","127.5400584,37.4166052",,,,"127.0497938,37.7783107","126.8256826,37.7660462","127.0731759,37.8156779","126.7616998,35.2942135","127.2486206,36.5278664","126.5942437,35.180216","127.103352,36.0452373","128.3479613,35.262596","127.5252345,37.2226184",,"127.2882268,35.6153037"
"128.9486806,35.9294568","127.2673554,35.6781189","127.7708175,36.1660173",,,"128.033458,37.1430787","128.3183076,35.2781602","126.6327123,35.2722746","127.1785744,37.551369","127.2908344,35.6167536","127.5400607,37.4166665",,,,"127.0496366,37.7783822","126.8257893,37.7661721","127.0731143,37.8159184","126.7612492,35.2941801","127.2486441,36.5278493","126.5940108,35.1805181","127.1032416,36.0444552","128.3481244,35.2626408","127.525338,37.2222272",,"127.2881067,35.6151971"
"128.9482787,35.9299025","127.2673643,35.6780955","127.7707864,36.1660516",,,"128.0337756,37.1430827","128.318466,35.2780536","126.6325742,35.2723412","127.1780617,37.5523745","127.2907638,35.6167174","127.5400417,37.4170847",,,,"127.0495932,37.7784226","126.8259531,37.7663911","127.0728889,37.8167954","126.7607483,35.2941184","127.2487404,36.5277783","126.5938925,35.1806903","127.1030469,36.0429832","128.3481873,35.2626575","127.525427,37.2219586",,"127.288034,35.615123"
"128.9474739,35.930812","127.2674055,35.6779774","127.7707277,36.1661157",,,"128.0341156,37.1430766","128.3186144,35.2779435","126.6320623,35.272608","127.1774873,37.5535221","127.2898387,35.616228","127.5400091,37.4173101",,,,"127.0495567,37.7784585","126.8261122,37.7666219","127.072564,37.8181624","126.7604068,35.2940605","127.2488143,36.5277342","126.5937716,35.1808995","127.1030309,36.0428696","128.3485356,35.2627507","127.5254833,37.221836",,"127.2878743,35.6149568"
"128.9468288,35.9315418","127.2674901,35.6777576","127.7702437,36.1666659",,,"128.0342102,37.1430753","128.318868,35.2776794","126.6318998,35.2726826","127.1771517,37.5541666","127.2891991,35.6158906","127.5399786,37.4174976",,,,"127.0495062,37.7785467","126.8262554,37.7668624","127.0724161,37.8187892","126.7596121,35.293887","127.2489503,36.5278112","126.593674,35.1810827","127.1026114,36.0397496","128.3485731,35.2627612","127.525534,37.2217341",,"127.2877114,35.6147591"
