0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"128.7101374,35.8770658","127.1931494,35.7905491","127.9338248,36.2150025","127.113934,37.7232755","127.1393237,36.7168972","127.9287378,37.0378246","128.5421853,35.2393796","126.6769144,35.1627308","127.0505371,37.3961996","127.2133461,35.7653093","127.4042378,37.3804611","126.6769144,35.1627308","127.1568122,35.8957827","126.7711392,37.5949996","127.0503571,37.7011759","126.8467422,37.6440782","127.0504702,37.6753063","126.8639388,35.1929017","127.1123129,36.6611853","126.7823374,35.1520578","127.2742415,36.234047","128.4671118,35.2714745","127.3995359,37.3412135","127.2481579,35.7091723","127.196172,35.8041019"
"128.7103397,35.8770376","127.1932118,35.7901499","127.9320984,36.2160708","127.1145245,37.7245123","127.1396784,36.7164746","127.9288282,37.0377044","128.5420023,35.2394281","126.6759709,35.1628659","127.0515746,37.3963162","127.2133882,35.7652869","127.4052377,37.3803276","126.6759709,35.1628659","127.1567999,35.8960658","126.7737578,37.5964372","127.0506675,37.7016151","126.8475833,37.6458892","127.0506322,37.6757116","126.8633513,35.1928725","127.1120991,36.6603075","126.7820465,35.1520588","127.2741741,36.2338666","128.4657558,35.2714366","127.4005359,37.3405347","127.2489821,35.7086105","127.1968338,35.802963"
"128.7113246,35.8768997","127.1932624,35.7899327","127.9308499,36.216847","127.1148081,37.7251856","127.1401243,36.7159423","127.9288814,37.0375546","128.5414393,35.2395772","126.6754155,35.1629613","127.0523992,37.39635","127.2135733,35.7651854","127.4083952,37.3799759","126.6754155,35.1629613","127.1567907,35.8961568","126.7743123,37.5967254","127.0508295,37.7018401","126.8477824,37.6463193","127.0507182,37.6759274","126.8622973,35.1928192","127.1120495,36.6601495","126.7816765,35.1520638","127.2741454,36.2337935","128.4655872,35.2714082","127.40163,37.3395729","127.2499989,35.7079905","127.1981222,35.8002902"
"128.71315,35.8767415","127.1932871,35.7898408","127.9301171,36.2173212","127.1151444,37.7261998","127.1406656,36.7153597","127.9288871,37.0373806","128.5409741,35.2397219","126.6748245,35.1630899","127.0535245,37.3963416","127.2137375,35.7650704","127.4092357,37.3799008","126.6748245,35.1630899","127.1567646,35.8962848","126.7749649,37.5970656","127.0511939,37.702367","126.8481882,37.6472256","127.0511091,37.676914","126.8578875,35.1926173","127.1119497,36.6597499","126.7814898,35.1520636","127.2738239,36.2329743","128.4607434,35.2713494","127.4018708,37.3393379","127.2510743,35.7073661","127.1987611,35.7987536"
"128.7185502,35.8762352","127.1934749,35.7893661","127.9297611,36.2175415","127.1152433,37.7265922","127.1409041,36.7151297","127.9288561,37.0372581","128.5402497,35.2399661","126.6742962,35.1632143","127.0544365,37.396291","127.2140171,35.7648421","127.4117729,37.3796413","126.6742962,35.1632143","127.1567488,35.8963641","126.7762081,37.5977105","127.0526182,37.7043436","126.8484619,37.6479536","127.0514232,37.6778697","126.8576196,35.192606","127.1113153,36.6570812","126.7807428,35.1519889","127.2738118,36.2329373","128.4603112,35.271342","127.4033685,37.3378699","127.2531123,35.7060828","127.1994565,35.7968944"
"128.7193743,35.8761583","127.1935418,35.7892184","127.929057,36.2179786","127.1155491,37.7278118","127.1419778,36.71419","127.9287869,37.0371511","128.5393531,35.2403282","126.6742632,35.1632222","127.0554246,37.3961829","127.2142613,35.7645938","127.4128799,37.3795583","126.6742632,35.1632222","127.1567374,35.8964245","126.7769722,37.5981208","127.0529041,37.7047142","126.8484652,37.6479626","127.0516397,37.6786322","126.8570089,35.1926","127.1110707,36.6558868","126.7805169,35.1519659","127.2735006,36.2320252","128.459168,35.2713592","127.4077531,37.333333","127.2540364,35.7053571","127.1996954,35.7960538"
"128.7227744,35.8758325","127.1936121,35.7890662","127.9288552,36.2181037","127.1160028,37.73093","127.1424836,36.7137642","127.9286941,37.0370459","128.539011,35.2404754","126.6739526,35.1633184","127.0609373,37.3953075","127.2143058,35.7645299","127.4146975,37.3794325","126.6739526,35.1633184","127.1562835,35.8981407","126.7776214,37.5984618","127.0532761,37.705105","126.8486524,37.6484603","127.0517037,37.6789235","126.8564015,35.1925968","127.1105131,36.6535132","126.7801734,35.1519431","127.2733753,36.2315111","128.4583732,35.2713709","127.4098021,37.3312858","127.2553184,35.7043859","127.1998862,35.7953393"
"128.7273997,35.8754328","127.1937996,35.7886493","127.9284904,36.2183304","127.1161121,37.7315253","127.1453281,36.7114784","127.9285227,37.0369672","128.5380462,35.2409192","126.6734746,35.1634666","127.0625681,37.3952153","127.2146371,35.7640826","127.415878,37.3793505","126.6734746,35.1634666","127.1562503,35.898385","126.7783326,37.5988357","127.0535685,37.7053441","126.8488321,37.6491724","127.0518692,37.6800734","126.8560444,35.1926111","127.1102706,36.6525667","126.7800187,35.1519332","127.273372,36.2314858","128.4574777,35.2714204","127.4148582,37.3261471","127.2559395,35.7037236","127.1999479,35.7951105"
"128.7295425,35.8752513","127.1939748,35.7882909","127.9281256,36.2185562","127.116338,37.7326049","127.1457237,36.7111596","127.9283684,37.0369137","128.5378473,35.2410101","126.6732365,35.1635497","127.0631705,37.3951815","127.2147741,35.763816","127.4172538,37.3792631","126.6732365,35.1635497","127.1562385,35.898549","126.7785287,37.5989388","127.0539401,37.7056222","126.8488364,37.6492049","127.0521216,37.6811063","126.8554068,35.1926745","127.1100735,36.6517178","126.7799595,35.1519292","127.2733122,36.2309908","128.4573393,35.2714305","127.4168425,37.3241807","127.2568946,35.7026138","127.1999625,35.7950429"
"128.7306366,35.8751581","127.1940739,35.7881162","127.9269992,36.2192995","127.1166322,37.733655","127.1458867,36.7110275","127.9281692,37.0368919","128.5376364,35.2411075","126.6729487,35.1636704","127.0647849,37.3951902","127.2148544,35.7636205","127.4192623,37.3791347","126.6729487,35.1636704","127.1562344,35.8987185","126.7801124,37.5997597","127.0542892,37.7058678","126.8489265,37.6499201","127.052634,37.6832048","126.8550539,35.1927186","127.1100001,36.6514002","126.7796369,35.1519075","127.2732995,36.230375","128.4554377,35.2715663","127.4175509,37.3234754","127.2581649,35.7007058","127.2000661,35.7945716"
"128.7328496,35.8749325","127.1941497,35.7879748","127.9262174,36.2197783","127.1168841,37.7343291","127.146596,36.7104202","127.9279535,37.0369242","128.5372125,35.2412996","126.6725617,35.1638327","127.0648402,37.3951904","127.2152918,35.7622727","127.4197638,37.3790981","126.6725617,35.1638327","127.1562744,35.8989575","126.7820873,37.600783","127.0549748,37.7063634","126.8490208,37.6506696","127.0526694,37.6833663","126.854229,35.1928594","127.1099739,36.6512856","126.779266,35.1518836","127.2733283,36.2300568","128.4549936,35.2715725","127.4187101,37.3224432","127.2591254,35.6992651","127.2002629,35.7934604"
"128.7345997,35.8747829","127.1942188,35.7878569","127.9254988,36.22021","127.1171819,37.735125","127.1470379,36.7100096","127.9277752,37.0369961","128.536937,35.2414165","126.6717718,35.1642006","127.0659406,37.3951989","127.2153443,35.762116","127.4204529,37.3790472","126.6717718,35.1642006","127.1563125,35.8991245","126.782734,37.601152","127.0551804,37.706512","126.849078,37.6524285","127.0527842,37.6838913","126.8535422,35.1930315","127.1099607,36.6512306","126.7791738,35.1518777","127.2733984,36.2296557","128.4537899,35.2715893","127.4194646,37.3219047","127.2604135,35.6969252","127.2004894,35.7920715"
"128.7354748,35.8746414","127.1943123,35.7876994","127.9250596,36.2204829","127.1182258,37.7375926","127.1473642,36.7096527","127.9276116,37.0371066","128.5365337,35.2415967","126.6706853,35.1647892","127.0694975,37.3953147","127.2153578,35.7620754","127.4223212,37.3789898","126.6706853,35.1647892","127.1563387,35.8992075","126.7832726,37.601459","127.0554718,37.7067276","126.849084,37.6529089","127.0528072,37.684013","126.8529168,35.1932193","127.1098029,36.6501294","126.7789446,35.1518583","127.2735187,36.2292223","128.4535217,35.2715932","127.4195731,37.3218273","127.2609856,35.6959598","127.2006193,35.7913767"
"128.7363615,35.8744583","127.1945972,35.7872682","127.9247813,36.2206561","127.1195974,37.7410356","127.147987,36.708863","127.927519,37.037244","128.535975,35.2418214","126.6699973,35.1651813","127.0717891,37.3954384","127.2157996,35.7607024","127.4234676,37.3790248","126.6699973,35.1651813","127.1564088,35.899406","126.7835382,37.60164","127.0555113,37.7067575","126.8491563,37.6534555","127.0528303,37.6841357","126.8523771,35.1934004","127.1097294,36.6491916","126.778837,35.1518495","127.2736018,36.228961","128.4474195,35.271771","127.4204032,37.3213339","127.2613544,35.6953384","127.2008744,35.7903378"
"128.7366351,35.8743879","127.1946373,35.7872079","127.924493,36.2208348","127.1207438,37.7439127","127.148217,36.7085139","127.9274762,37.0374271","128.5354246,35.2420137","126.6693474,35.1655979","127.0728867,37.3955397","127.216398,35.7588465","127.4312443,37.3792225","126.6693474,35.1655979","127.1564219,35.899443","126.7838556,37.6018564","127.0557711,37.7069505","126.8492261,37.6537723","127.0528512,37.6842466","126.851674,35.1936915","127.1097308,36.6482342","126.7777991,35.1517748","127.2737676,36.2285827","128.4468746,35.271805","127.4208345,37.3211097","127.2622337,35.6940372","127.2012974,35.7890811"
"128.7372375,35.8742329","127.1948997,35.7868849","127.9243577,36.2209182","127.1211807,37.7450525","127.1484032,36.7081908","127.927502,37.0376154","128.5349165,35.2421596","126.668821,35.1659649","127.0739061,37.3956696","127.2163991,35.7588411","127.431783,37.3792426","126.668821,35.1659649","127.1565105,35.8997002","126.7846872,37.6024428","127.0560364,37.7071678","126.8493414,37.654201","127.0528534,37.6842665","126.8508457,35.1941136","127.1097802,36.6475348","126.7775622,35.1517499","127.2740025,36.2281747","128.4465474,35.2718454","127.4213664,37.3208315","127.2625477,35.6936285","127.2016516,35.7881713"
"128.7377497,35.8740491","127.194962,35.7868075","127.9240572,36.2211068","127.1213521,37.745273","127.1484664,36.7080801","127.9276233,37.0379819","128.5340213,35.2424648","126.6680382,35.1665961","127.0745787,37.3958072","127.2164785,35.7586014","127.4333847,37.3792544","126.6680382,35.1665961","127.1566659,35.9001695","126.7856529,37.6032148","127.056278,37.707367","126.8495295,37.6546086","127.0528727,37.6844468","126.8508005,35.1941368","127.1097862,36.6474546","126.7767494,35.1516666","127.2741623,36.2279244","128.4463037,35.2718789","127.4225905,37.3202401","127.2628705,35.6932306","127.201964,35.7874697"
"128.7381999,35.873866","127.195499,35.7861326","127.9233396,36.2215285","127.1214014,37.7453912","127.1485025,36.7080162","127.9276965,37.0382106","128.5329005,35.242826","126.6679607,35.1666659","127.0759574,37.3961339","127.2165691,35.7583203","127.4334638,37.3792562","126.6679607,35.1666659","127.1568451,35.9007399","126.7864852,37.6039652","127.0564609,37.7075209","126.849834,37.6551727","127.0528738,37.6846388","126.8505246,35.1942913","127.1099633,36.646276","126.776586,35.1516494","127.2749408,36.2269197","128.4453064,35.272058","127.4229372,37.3200682","127.263221,35.6928274","127.2023317,35.7867881"
"128.7386874,35.8736581","127.1959116,35.7855999","127.9229123,36.2217365","127.1215711,37.745718","127.1485815,36.7078776","127.9278061,37.0385104","128.5326302,35.2429194","126.6674687,35.1671007","127.0768019,37.396438","127.2166239,35.7581591","127.4368003,37.3793338","126.6674687,35.1671007","127.1568851,35.9009861","126.7873324,37.6048194","127.0566719,37.7077164","126.8501152,37.6556952","127.052864,37.6847523","126.8499792,35.1946409","127.1100756,36.6457598","126.7763491,35.1516246","127.2758677,36.2257224","128.4441522,35.2722681","127.4237513,37.3196604","127.2632398,35.6928058","127.2028149,35.7860184"
"128.7399374,35.8729826","127.1962619,35.7851248","127.9227492,36.2218164","127.1218235,37.7460821","127.1488268,36.7073672","127.9278279,37.0387771","128.5320765,35.243109","126.6670884,35.1674606","127.0769564,37.3964936","127.2170969,35.7567275","127.442196,37.3794708","126.6670884,35.1674606","127.1569434,35.9013451","126.7959663,37.6144344","127.056876,37.7079254","126.8503149,37.6560667","127.0528558,37.6847974","126.8493993,35.1950409","127.1102865,36.6449825","126.7760103,35.1515748","127.2761248,36.2253325","128.4423226,35.2727422","127.4240619,37.3195064","127.2634792,35.6925808","127.2032995,35.7854209"
"128.7401591,35.8728487","127.1966747,35.7845325","127.9220852,36.2220739","127.12209,37.7463588","127.1489457,36.7070773","127.9279499,37.0390741","128.5310445,35.2434622","126.6669041,35.1676523","127.0779595,37.3969235","127.2173328,35.756014","127.4429404,37.3794901","126.6669041,35.1676523","127.1569505,35.9019997","126.7967356,37.6152826","127.0570472,37.7081234","126.85048,37.6563723","127.0528034,37.6850261","126.8479497,35.1962332","127.1106245,36.6440497","126.7759456,35.1515645","127.2764122,36.2248245","128.4414988,35.2729957","127.4249155,37.3190887","127.2648468,35.6913411","127.2034631,35.7851842"
"128.741007,35.8723882","127.1971165,35.7838809","127.9215797,36.2222199","127.1225179,37.7465846","127.1492555,36.7061668","127.9281267,37.0397342","128.5306494,35.2435909","126.666235,35.1683393","127.0788383,37.3973539","127.2173581,35.7557246","127.4469038,37.3796272","126.666235,35.1683393","127.1569346,35.902619","126.7967928,37.6153451","127.0572715,37.708382","126.8505378,37.656506","127.0527457,37.6852026","126.846582,35.1973421","127.1107581,36.6437409","126.7755273,35.1515583","127.2766496,36.2243075","128.4414221,35.2730197","127.4263857,37.3183677","127.2659456,35.6905119","127.2040613,35.7843877"
"128.7413948,35.8721787","127.1972245,35.783708","127.9209119,36.2223828","127.1229945,37.7468375","127.1494571,36.7054083","127.9281731,37.0399757","128.5302776,35.2437419","126.6655574,35.168991","127.079245,37.3975608","127.2173663,35.7556164","127.4472732,37.3796399","126.6655574,35.168991","127.1569279,35.9028769","126.797513,37.6161174","127.0575772,37.7086698","126.8506422,37.6567472","127.0526734,37.6853402","126.8456997,35.1980578","127.1109494,36.6432998","126.7753036,35.15153","127.2767989,36.2238245","128.4411822,35.2730982","127.4267877,37.3181831","127.2662911,35.6902863","127.2043982,35.7839711"
"128.7418088,35.8719544","127.1972612,35.7836441","127.9204618,36.2224754","127.1231855,37.7470022","127.1499395,36.703706","127.9282118,37.0402658","128.5297866,35.2439409","126.665082,35.1694152","127.0801522,37.3981743","127.2173843,35.7555182","127.4488782,37.3796758","126.665082,35.1694152","127.1568825,35.9038974","126.7979044,37.6165487","127.0577465,37.7088101","126.8507506,37.6570579","127.0525497,37.6855416","126.8448172,35.1987888","127.1110793,36.6430469","126.774757,35.1513932","127.2768644,36.2235055","128.4397973,35.2736121","127.4274291,37.3178581","127.2671801,35.6897659","127.2047793,35.7835339"
"128.7426887,35.8714792","127.1975653,35.7831129","127.9198747,36.2225514","127.1233161,37.7472153","127.1503665,36.7023748","127.9282239,37.0406155","128.5294304,35.2441035","126.6646813,35.1697244","127.0825739,37.3999225","127.2173946,35.7554109","127.4511451,37.3797408","126.6646813,35.1697244","127.1568813,35.9039118","126.7980692,37.61673","127.0579172,37.7089198","126.8508839,37.6575048","127.0518955,37.6864432","126.8425683,35.200599","127.1112996,36.6426158","126.7747154,35.1513804","127.2769144,36.2231396","128.439063,35.2739126","127.4307871,37.3161583","127.268069,35.689279","127.2050771,35.783192"
"128.7437436,35.8710094","127.1977559,35.7827554","127.9187045,36.2226096","127.1233654,37.7473399","127.150455,36.7021019","127.9282236,37.0411627","128.5290742,35.2442742","126.6643649,35.1699593","127.0827145,37.400024","127.2173698,35.7552513","127.4525898,37.3797423","126.6643649,35.1699593","127.1568763,35.9040452","126.7981567,37.6168287","127.0581073,37.7090089","126.8509517,37.6580559","127.0515626,37.6869232","126.8421569,35.200934","127.1115195,36.6422596","126.7742008,35.1512204","127.2769396,36.2228691","128.4374755,35.2746887","127.4335015,37.3147131","127.2688991,35.6888604","127.2061444,35.782128"
"128.744194,35.8708425","127.197874,35.782533","127.9171623,36.2225996","127.1233805,37.7474986","127.1507627,36.7011527","127.9281998,37.0415413","128.5287727,35.2444174","126.6630874,35.1708549","127.0827809,37.400072","127.2173182,35.7551303","127.4539408,37.3797004","126.6630874,35.1708549","127.1568695,35.9040921","126.7985255,37.6172518","127.0582827,37.7090726","126.8509241,37.6587542","127.0514778,37.6870653","126.8416372,35.2013577","127.1116707,36.642013","126.7736043,35.1510193","127.2769614,36.2226249","128.4325059,35.2771985","127.4341903,37.3143088","127.2702085,35.6882011","127.2074233,35.7809815"
"128.744475,35.8707512","127.1979364,35.782416","127.9128906,36.2225613","127.123358,37.747676","127.1509727,36.700525","127.9281852,37.0417379","128.5283446,35.2446393","126.6620809,35.1715549","127.0833616,37.4004914","127.2172389,35.755021","127.4551065,37.3796414","126.6620809,35.1715549","127.1568566,35.9042588","126.7990726,37.6178716","127.0585159,37.70916","126.8508933,37.6596851","127.0513541,37.6872712","126.8410653,35.2018505","127.1117,36.6419663","126.773485,35.150979","127.2769491,36.2222579","128.4270148,35.2799989","127.4345595,37.3140962","127.2709379,35.6878301","127.2076942,35.7807243"
"128.7447064,35.8706758","127.1980591,35.7821548","127.9128538,36.2225614","127.123288,37.7478372","127.1510429,36.7003539","127.9281382,37.0423817","128.5282246,35.2447079","126.6619847,35.1716227","127.0845624,37.4013492","127.2171562,35.7549704","127.4573092,37.379443","126.6619847,35.1716227","127.1568542,35.9042895","126.7992565,37.6180782","127.0586439,37.7091947","126.8508825,37.6600068","127.0512667,37.6874593","126.8397616,35.2028993","127.1119275,36.6416587","126.7733864,35.1509459","127.2768304,36.2213687","128.4255805,35.2807303","127.4347311,37.3140098","127.2722096,35.6871842","127.210917,35.7777603"
"128.7452061,35.8705426","127.1982242,35.7817991","127.9098985,36.2225418","127.1231817,37.7479792","127.1512948,36.699839","127.9281203,37.0427919","128.5272668,35.2452778","126.6617645,35.171779","127.0859049,37.4021273","127.2170513,35.7549142","127.457769,37.3793999","126.6617645,35.171779","127.1568518,35.9043319","126.7993933,37.6182331","127.0593006,37.7094144","126.8509191,37.6605001","127.0511552,37.6877202","126.8395282,35.2031009","127.112271,36.6411937","126.7733098,35.1509229","127.276589,36.220574","128.4248137,35.2810842","127.4361616,37.3132453","127.273674,35.6863836","127.2123846,35.7764259"
"128.7458685,35.8704014","127.1983954,35.7812892","127.909558,36.2225348","127.1229879,37.7481336","127.1514802,36.6994564","127.9281182,37.0428289","128.5264966,35.2457352","126.6604647,35.1727024","127.0865041,37.4024746","127.2169087,35.7548787","127.4590533,37.379285","126.6604647,35.1727024","127.1568459,35.9044148","126.7993967,37.6182368","127.059338,37.7094281","126.8509676,37.6609195","127.0510812,37.6879453","126.8393369,35.2032459","127.1124827,36.6409141","126.7730964,35.150845","127.2763999,36.2201698","128.4248049,35.2810879","127.4363355,37.3131525","127.2743161,35.6860007","127.2140501,35.7747717"
"128.7468802,35.8702881","127.1984774,35.7809702","127.9091833,36.2225803","127.1227479,37.7482383","127.1516303,36.6991945","127.9281152,37.0428956","128.5241873,35.2471244","126.6604183,35.1727345","127.08837,37.4034177","127.2167627,35.754873","127.4613012,37.3790784","126.6604183,35.1727345","127.1568435,35.9044608","126.8020662,37.6212802","127.0595054,37.7095143","126.8509806,37.6609799","127.051007,37.6882082","126.8375585,35.2047213","127.1128248,36.6405077","126.7729322,35.150789","127.2763279,36.2200461","128.4235595,35.281606","127.4369666,37.3128572","127.2747689,35.6857203","127.2142503,35.77449"
"128.74761,35.8702796","127.1985176,35.7805871","127.9079624,36.222525","127.1222854,37.7483432","127.151814,36.698902","127.9281093,37.0430308","128.5239908,35.2472378","126.659206,35.1735782","127.0894893,37.4039038","127.2165635,35.754914","127.4621303,37.379002","126.659206,35.1735782","127.1568373,35.9046005","126.802305,37.621552","127.0596478,37.7096032","126.8510275,37.6611992","127.0509719,37.6883928","126.8343629,35.2073809","127.1132331,36.6400601","126.7728129,35.1507468","127.2757828,36.219222","128.4225247,35.2819881","127.4373369,37.3127114","127.2756768,35.6851152","127.214685,35.7739023"
"128.7479215,35.8702926","127.1985315,35.7801319","127.9070498,36.2224911","127.1216303,37.7483582","127.1518501,36.698849","127.9281084,37.0430831","128.5238545,35.2473174","126.6584261,35.1741336","127.0898996,37.4040927","127.2164061,35.7550029","127.4627425,37.3789473","126.6584261,35.1741336","127.1568348,35.9046744","126.8024808,37.6217792","127.0597618,37.7097082","126.8511806,37.6617147","127.0509486,37.6884955","126.8336007,35.2080277","127.1135525,36.6397231","126.7725229,35.1506468","127.2755966,36.2189701","128.4220459,35.2821477","127.4380007,37.3124846","127.2765471,35.6845235","127.2155942,35.7724077"
"128.7487069,35.8703674","127.1985418,35.7797415","127.9065116,36.2225416","127.1183713,37.7483856","127.1520598,36.6985332","127.9281031,37.0433283","128.5230866,35.247791","126.657838,35.1745073","127.0902085,37.4042082","127.216294,35.7551234","127.4629278,37.3789302","126.657838,35.1745073","127.1568323,35.9047429","126.802977,37.6225213","127.0598709,37.7098582","126.8514835,37.6623491","127.0509394,37.6887118","126.8326997,35.2088496","127.1140741,36.6392217","126.7724408,35.1506183","127.2749116,36.2180781","128.421737,35.2822501","127.4388834,37.3122291","127.2775948,35.683723","127.2159753,35.7716504"
"128.7492154,35.870445","127.198552,35.7793899","127.9059437,36.2226878","127.1181488,37.7483948","127.1521961,36.6983334","127.928101,37.0433617","128.5223745,35.2482415","126.6565013,35.1752789","127.0927779,37.4050419","127.2162604,35.7552243","127.4658443,37.3786661","126.6565013,35.1752789","127.1568043,35.9053352","126.8034643,37.6234841","127.0599563,37.7100099","126.8515751,37.6625064","127.0509069,37.6893868","126.8321745,35.2093832","127.1147583,36.6386172","126.7723916,35.1506018","127.274487,36.2175246","128.4213896,35.2823538","127.4389477,37.3122165","127.2788089,35.6826883","127.2163067,35.7708415"
"128.7493643,35.8704769","127.1985557,35.7792988","127.9054686,36.2229004","127.1176867,37.7484014","127.1522175,36.6983019","127.9280964,37.0435501","128.521809,35.2486331","126.6560785,35.1754887","127.0932799,37.4052049","127.2161953,35.7554874","127.468204,37.3784405","126.6560785,35.1754887","127.1568047,35.9054867","126.8038568,37.6244093","127.0600134,37.7101318","126.8522079,37.6635266","127.0508827,37.690023","126.8316747,35.2099161","127.1154871,36.6380498","126.7722909,35.1505669","127.2740958,36.2170064","128.4193191,35.2829403","127.4394049,37.3121284","127.2802148,35.6813953","127.2163123,35.7708289"
"128.7495555,35.8705181","127.1985535,35.7789923","127.9048256,36.2231433","127.1171396,37.7484059","127.1523009,36.698176","127.9280872,37.0437088","128.521673,35.248746","126.6553262,35.1758108","127.0938811,37.4053999","127.2161018,35.7556603","127.4703332,37.3782571","126.6553262,35.1758108","127.1567962,35.9056526","126.8039606,37.6248246","127.0600655,37.7103483","126.8523309,37.6637238","127.0508654,37.6906349","126.831324,35.2103415","127.1162991,36.6374079","126.7709742,35.1501109","127.273484,36.2161947","128.4124162,35.2848527","127.4400019,37.3120115","127.2806869,35.6809255","127.2165938,35.7700785"
"128.7497255,35.8705551","127.1985516,35.7789111","127.9046457,36.2232016","127.1164891,37.7484119","127.1523888,36.6980572","127.9280762,37.0439441","128.521487,35.2489","126.6546128,35.1760862","127.0950868,37.4057916","127.2161036,35.756406","127.4715204,37.3781348","126.6546128,35.1760862","127.1567931,35.9061178","126.8040348,37.6253757","127.06011,37.7106802","126.8530035,37.6650019","127.0508436,37.6908683","126.831123,35.2106046","127.116999,36.6367998","126.7704905,35.1499429","127.2727624,36.2152629","128.4109362,35.2852606","127.4404974,37.3119432","127.2808587,35.6807536","127.2167816,35.7695271"
"128.7499991,35.8706271","127.1985508,35.7788318","127.9043245,36.2232748","127.1163541,37.7484106","127.1529709,36.6973188","127.928246,37.0441472","128.5213345,35.2490113","126.6540894,35.1762638","127.0953373,37.4058664","127.2161087,35.756525","127.4723935,37.3780521","126.6540894,35.1762638","127.1568249,35.9064659","126.8040858,37.6262305","127.0601654,37.711104","126.853337,37.6658988","127.0508116,37.6910854","126.8304677,35.2114639","127.1172969,36.6364997","126.7697526,35.1497122","127.2718303,36.2140116","128.409259,35.2857285","127.4418111,37.3118438","127.2813208,35.6802738","127.217117,35.7682098"
"128.750581,35.8707878","127.1985559,35.7786587","127.9037561,36.2233155","127.1153506,37.7484136","127.1534201,36.696754","127.928228,37.0447467","128.5211615,35.2491534","126.6532919,35.1764972","127.0956069,37.405953","127.2161143,35.7567982","127.4756173,37.3777482","126.6532919,35.1764972","127.156851,35.9065805","126.8041496,37.6272908","127.0601906,37.7112546","126.8534535,37.6663294","127.0507612,37.6913547","126.8299139,35.212276","127.1176375,36.6361582","126.7694984,35.1496511","127.2701779,36.2118456","128.4082943,35.2859981","127.442214,37.3118368","127.2851342,35.6762414","127.2173304,35.7670192"
"128.7522552,35.8713871","127.1985621,35.7784748","127.9036115,36.223325","127.1137987,37.7484617","127.1546384,36.6951709","127.9282338,37.0449829","128.5209115,35.2493728","126.6524495,35.1767167","127.0962092,37.4061479","127.2161312,35.7576494","127.4765785,37.3776573","126.6524495,35.1767167","127.1568738,35.9066842","126.8041618,37.627683","127.0602228,37.7113764","126.8534985,37.6664936","127.0506617,37.6916851","126.8295456,35.2129754","127.118012,36.6357411","126.7693922,35.1496252","127.2686995,36.2098828","128.407972,35.2860871","127.4429938,37.3118669","127.2855897,35.6757598","127.2177817,35.7645056"
"128.7537522,35.8719133","127.1985636,35.7783539","127.9032618,36.2232576","127.1136613,37.7484658","127.1548906,36.6948462","127.9282183,37.0454246","128.5205935,35.2497001","126.6518222,35.1768404","127.0965239,37.4062499","127.2162762,35.7579455","127.4774031,37.3775818","126.6518222,35.1768404","127.1569341,35.9068295","126.8042715,37.6292871","127.0604149,37.7118756","126.8535458,37.6666661","127.0505522,37.6919776","126.8292498,35.2135392","127.1181999,36.6355155","126.7692749,35.1495975","127.268062,36.2087627","128.4064098,35.2865208","127.4440917,37.3119738","127.2859786,35.6753475","127.2179692,35.7634151"
"128.7558824,35.8727006","127.1985383,35.7774496","127.9028114,36.2230915","127.1134603,37.7484849","127.1549165,36.6948129","127.9281996,37.0457096","128.5203159,35.25","126.6505958,35.1770257","127.0967969,37.406341","127.2164072,35.7581108","127.4778459,37.3775386","126.6505958,35.1770257","127.1570121,35.9069993","126.8042825,37.629444","127.0605281,37.7123069","126.8535678,37.6667473","127.050327,37.6924473","126.8292476,35.2135428","127.1183248,36.6353662","126.7692355,35.1495882","127.2678123,36.2081969","128.4056399,35.2867078","127.4449674,37.3121194","127.2863066,35.6750208","127.2182355,35.7619398"
"128.7565286,35.8729373","127.1985481,35.7771881","127.9021276,36.2227395","127.1132865,37.7485024","127.1550426,36.694651","127.9281957,37.0458114","128.5200636,35.250306","126.6496362,35.1771082","127.0971646,37.4064639","127.2165792,35.7582852","127.4781079,37.3775152","126.6496362,35.1771082","127.1571747,35.9073162","126.8044543,37.6319263","127.0606793,37.7126436","126.8537267,37.6675089","127.0501084,37.6929683","126.8289222,35.2142307","127.1184206,36.6352394","126.7691665,35.1495743","127.2659247,36.2036332","128.4040354,35.2870976","127.4459287,37.312374","127.2873689,35.6740453","127.2182649,35.7617739"
"128.7577007,35.8733677","127.1985853,35.7761441","127.9020963,36.2227233","127.1106783,37.7486569","127.1554205,36.6940085","127.9281657,37.0462686","128.5198756,35.2505636","126.6494405,35.1771248","127.0986229,37.4069538","127.216779,35.7584002","127.4787212,37.3774576","126.6494405,35.1771248","127.1572374,35.9074246","126.8045162,37.6328235","127.0607764,37.7129081","126.8538486,37.6680927","127.0500462,37.693115","126.8284766,35.2153779","127.1185872,36.6350164","126.7691413,35.1495687","127.2657999,36.2033084","128.4032356,35.2872587","127.4465154,37.3125582","127.2875472,35.6738914","127.2190095,35.7576399"
