0,1,2,3,4,5,6,7,8,9,10,11
"127.8246245,37.0307967","128.0024621,36.7525845","127.6998773,37.7466428","127.6998773,37.7466428","127.6196059,37.7325719","127.6998773,37.7466428","128.2741465,37.5222492","127.9705548,37.4010805","127.5267297,37.4949969","127.6196059,37.7325719","128.499999,35.8947342","128.5830614,36.6046076"
"127.8244304,37.0309063","128.0018831,36.7531369","127.7011494,37.7469498","127.7011494,37.7469498","127.6208619,37.7330897","127.7011494,37.7469498","128.274856,37.5224645","127.9707809,37.4011048","127.5268372,37.4949076","127.6208619,37.7330897","128.5000343,35.8947249","128.5828999,36.6047317"
"127.8241624,37.0310576","128.0012068,36.7537058","127.7034704,37.7476885","127.7034704,37.7476885","127.621549,37.7333666","127.7034704,37.7476885","128.2754125,37.5226601","127.970912,37.4011187","127.5271832,37.4945993","127.621549,37.7333666","128.5003999,35.8946326","128.5825492,36.6049999"
"127.8229542,37.031709","128.0010886,36.7537938","127.7037249,37.7477854","127.7037249,37.7477854","127.6224098,37.7336911","127.7037249,37.7477854","128.2759922,37.5228987","127.9710125,37.4011111","127.5275745,37.4942747","127.6224098,37.7336911","128.5014291,35.8944473","128.5820116,36.6053329"
"127.8226491,37.0318748","128.0005914,36.7541637","127.7046158,37.7481236","127.7046158,37.7481236","127.6227618,37.7338242","127.7046158,37.7481236","128.2771571,37.5233778","127.9711571,37.4011006","127.5282248,37.4937995","127.6227618,37.7338242","128.5016338,35.8944222","128.5814455,36.6056265"
"127.8216874,37.0323246","127.9999992,36.7545754","127.7050294,37.7482807","127.7050294,37.7482807","127.6241621,37.7343833","127.7050294,37.7482807","128.2783941,37.5239321","127.9713603,37.4010719","127.528537,37.4936075","127.6241621,37.7343833","128.5022869,35.8943744","128.5813999,36.6056495"
"127.8204191,37.0328643","127.9997046,36.7547579","127.7057293,37.7485309","127.7057293,37.7485309","127.624999,37.7347159","127.7057293,37.7485309","128.2786034,37.5240307","127.9715871,37.4010322","127.5289622,37.4933748","127.624999,37.7347159","128.5025595,35.8943748","128.580266,36.6061204"
"127.8203372,37.0328997","127.99808,36.7557653","127.7061463,37.7486663","127.7061463,37.7486663","127.6256884,37.7349919","127.7061463,37.7486663","128.2815364,37.5253075","127.9718671,37.4009869","127.529487,37.4931241","127.6256884,37.7349919","128.5032498,35.8943744","128.5775753,36.6072058"
"127.8191122,37.0333078","127.9953735,36.7573686","127.7065542,37.748799","127.7065542,37.748799","127.6269115,37.7354827","127.7065542,37.748799","128.2819996,37.5255496","127.9727125,37.4008493","127.5299994,37.4929076","127.6269115,37.7354827","128.5050366,35.8945164","128.5744123,36.6085"
"127.8181183,37.0335971","127.9946267,36.7577909","127.7066371,37.7488259","127.7066371,37.7488259","127.6272239,37.7356158","127.7066371,37.7488259","128.2825623,37.5258992","127.9733366,37.4007413","127.5311904,37.4924945","127.6272239,37.7356158","128.5078495,35.8947497","128.5715123,36.6096664"
"127.8179364,37.0336499","127.9940073,36.7581613","127.7076766,37.7491188","127.7076766,37.7491188","127.6282994,37.736041","127.7076766,37.7491188","128.283312,37.5263827","127.973525,37.400691","127.5313397,37.4924575","127.6282994,37.736041","128.5090747,35.8948161","128.5697358,36.6104919"
"127.8172625,37.0338166","127.9924916,36.7590492","127.7083525,37.7492879","127.7083525,37.7492879","127.6305867,37.7369416","127.7083525,37.7492879","128.2853488,37.52787","127.9736749,37.4006327","127.5330409,37.4920082","127.6305867,37.7369416","128.5102874,35.8948582","128.5683994,36.6112088"
"127.8165615,37.0339663","127.9923241,36.7591454","127.7085558,37.7493326","127.7085558,37.7493326","127.6320745,37.7375249","127.7085558,37.7493326","128.2864631,37.5286837","127.9738114,37.4006078","127.5335239,37.4918854","127.6320745,37.7375249","128.5112743,35.8948327","128.5680853,36.6113775"
"127.8151614,37.0341909","127.9923208,36.7591473","127.7094803,37.7495212","127.7094803,37.7495212","127.6327934,37.7378017","127.7094803,37.7495212","128.2888593,37.5304334","127.9739368,37.4006082","127.5337037,37.4918394","127.6327934,37.7378017","128.5127615,35.8946832","128.5669609,36.6119816"
"127.8144242,37.0342812","127.9920362,36.759317","127.7105331,37.7496942","127.7105331,37.7496942","127.6334056,37.738038","127.7105331,37.7496942","128.2909306,37.5319446","127.9740748,37.4006248","127.5341709,37.4917194","127.6334056,37.738038","128.5135868,35.8945825","128.5652482,36.6129002"
"127.813824,37.0343414","127.9906059,36.7600946","127.7107908,37.7497334","127.7107908,37.7497334","127.634355,37.7383714","127.7107908,37.7497334","128.2930624,37.5334995","127.9742617,37.4006997","127.5345407,37.4916247","127.634355,37.7383714","128.5145242,35.8944077","128.5621034,36.6145852"
"127.8129719,37.0343896","127.9897065,36.7606563","127.7116743,37.7498498","127.7116743,37.7498498","127.635175,37.7386408","127.7116743,37.7498498","128.2934239,37.5337576","127.9744496,37.4007576","127.5347183,37.4915777","127.635175,37.7386408","128.5147674,35.8943669","128.5612997,36.615016"
"127.8117802,37.0344441","127.9893081,36.7609049","127.7121058,37.7498923","127.7121058,37.7498923","127.6360869,37.7389165","127.7121058,37.7498923","128.2942372,37.5343497","127.9747124,37.4008746","127.5348789,37.4915362","127.6360869,37.7389165","128.5157249,35.8942083","128.560966,36.6152209"
"127.8077944,37.034478","127.9883284,36.7615373","127.7122091,37.7499021","127.7122091,37.7499021","127.6372666,37.7391846","127.7122091,37.7499021","128.2978872,37.5369832","127.9748619,37.4009245","127.5354614,37.4913828","127.6372666,37.7391846","128.516166,35.894127","128.5603494,36.6155996"
"127.8073739,37.0344818","127.9875086,36.7621158","127.7135273,37.7499997","127.7135273,37.7499997","127.6383044,37.7394033","127.7135273,37.7499997","128.3078713,37.544308","127.9750124,37.4009581","127.5359625,37.4912249","127.6383044,37.7394033","128.5168636,35.8940048","128.5601988,36.6157073"
"127.8056131,37.0344998","127.986793,36.7626993","127.7139122,37.7500315","127.7139122,37.7500315","127.6385178,37.7394418","127.7139122,37.7500315","128.3088366,37.5450162","127.9752227,37.4009843","127.5363527,37.4910743","127.6385178,37.7394418","128.5206787,35.8933377","128.5594491,36.6162413"
"127.8048744,37.034508","127.9859535,36.7635465","127.7141325,37.7500455","127.7141325,37.7500455","127.6395692,37.7396344","127.7141325,37.7500455","128.3149409,37.5494358","127.9753369,37.4009992","127.5363742,37.4910662","127.6395692,37.7396344","128.5208988,35.8933007","128.5591239,36.6165075"
"127.8038749,37.0345331","127.9854132,36.7642203","127.7148296,37.7500893","127.7148296,37.7500893","127.6404603,37.7397433","127.7148296,37.7500893","128.3168339,37.5508063","127.9755619,37.4010163","127.5366943,37.4909327","127.6404603,37.7397433","128.5220353,35.8931098","128.5586722,36.6169162"
"127.802853,37.0345763","127.9852856,36.7644164","127.715999,37.7501728","127.715999,37.7501728","127.6418407,37.7398705","127.715999,37.7501728","128.3169983,37.5509278","127.9759868,37.4010326","127.536865,37.4908443","127.6418407,37.7398705","128.5233631,35.8928848","128.5582403,36.6173059"
"127.8013456,37.0346694","127.9849872,36.7648828","127.7176794,37.7502932","127.7176794,37.7502932","127.6466423,37.7401594","127.7176794,37.7502932","128.319032,37.5524216","127.9761201,37.401033","127.5370098,37.4907568","127.6466423,37.7401594","128.5233742,35.8928829","128.5580924,36.6174496"
"127.8011522,37.0346816","127.984924,36.7650029","127.7179235,37.7503189","127.7179235,37.7503189","127.6481486,37.7402467","127.7179235,37.7503189","128.3199998,37.5531323","127.9762365,37.4010325","127.5372167,37.4906143","127.6481486,37.7402467","128.5236496,35.8928499","128.5576979,36.6178759"
"127.8010252,37.0346891","127.9847624,36.7653083","127.7179269,37.7503189","127.7179269,37.7503189","127.6481509,37.7402467","127.7179269,37.7503189","128.3207302,37.5536645","127.9764375,37.4010164","127.537945,37.4900985","127.6481509,37.7402467","128.5241946,35.8927524","128.557272,36.61838"
"127.7998517,37.0347832","127.9847403,36.7653544","127.7183164,37.7503596","127.7183164,37.7503596","127.6497843,37.7403312","127.7183164,37.7503596","128.3210894,37.5538936","127.9766123,37.4009661","127.5388823,37.4893573","127.6497843,37.7403312","128.524754,35.892653","128.5567687,36.619111"
"127.7995268,37.0348092","127.9845589,36.7657301","127.7192305,37.7504733","127.7192305,37.7504733","127.6508479,37.7403731","127.7192305,37.7504733","128.3212843,37.5540175","127.9767249,37.400908","127.5411585,37.4876232","127.6508479,37.7403731","128.525225,35.8925741","128.5564511,36.6196908"
"127.7984501,37.0349165","127.9844549,36.7659469","127.7201743,37.7506419","127.7201743,37.7506419","127.6519613,37.740378","127.7201743,37.7506419","128.3217368,37.5542911","127.9769367,37.400808","127.5414683,37.4873905","127.6519613,37.740378","128.5253998,35.8925582","128.5561204,36.6204473"
"127.798105,37.0349507","127.9843167,36.7662341","127.7207593,37.7507769","127.7207593,37.7507769","127.6521543,37.7403786","127.7207593,37.7507769","128.3228745,37.5548997","127.9771496,37.4007161","127.5415644,37.4873175","127.6521543,37.7403786","128.5263867,35.8924497","128.5558871,36.6210498"
"127.7970889,37.0350506","127.984013,36.7671152","127.7208547,37.7507965","127.7208547,37.7507965","127.6538897,37.7403692","127.7208547,37.7507965","128.3235366,37.5551916","127.9773615,37.4006332","127.5419477,37.487037","127.6538897,37.7403692","128.5268119,35.8924245","128.5556761,36.621652"
"127.7950796,37.035327","127.9839235,36.7675023","127.7212364,37.7508742","127.7212364,37.7508742","127.6562401,37.7403282","127.7212364,37.7508742","128.3242619,37.555466","127.9777371,37.4005325","127.5421874,37.4868377","127.6562401,37.7403282","128.5273246,35.8924074","128.5554747,36.6222244"
"127.7932523,37.035601","127.9838104,36.768223","127.7221498,37.7511249","127.7221498,37.7511249","127.6565012,37.7403234","127.7221498,37.7511249","128.3251246,37.5557664","127.9782369,37.4004079","127.5423208,37.4867115","127.6565012,37.7403234","128.5278999,35.8924242","128.5548749,36.6239966"
"127.7925523,37.0357344","127.983744,36.7689003","127.7229496,37.7513577","127.7229496,37.7513577","127.6590457,37.7402749","127.7229496,37.7513577","128.3259117,37.5559997","127.9785233,37.4003283","127.5425096,37.4865474","127.6590457,37.7402749","128.528812,35.8925245","128.5544739,36.6251828"
"127.7901501,37.0361937","127.9837718,36.7701027","127.7232644,37.751459","127.7232644,37.751459","127.6640511,37.7403104","127.7232644,37.751459","128.32689,37.5562146","127.9786203,37.4002946","127.54273,37.4862913","127.6640511,37.7403104","128.529556,35.8926561","128.554432,36.6253094"
"127.7877289,37.0367278","127.9838438,36.7706812","127.7236576,37.7515943","127.7236576,37.7515943","127.6647811,37.740367","127.7236576,37.7515943","128.3291064,37.5565912","127.9789178,37.4001798","127.5429312,37.4860091","127.6647811,37.740367","128.5295816,35.8926622","128.5540873,36.6263582"
"127.7875402,37.0367743","127.9838764,36.7708902","127.7238746,37.751666","127.7238746,37.751666","127.6655894,37.7404588","127.7238746,37.751666","128.3335246,37.5573415","127.97915,37.4000833","127.5430555,37.4858243","127.6655894,37.7404588","128.5304417,35.8928622","128.5530365,36.6294414"
"127.7868493,37.0369427","127.9848381,36.7778654","127.7246496,37.7519412","127.7246496,37.7519412","127.6674616,37.7407409","127.7246496,37.7519412","128.3363776,37.5578387","127.9796368,37.3998912","127.5431549,37.4856088","127.6674616,37.7407409","128.5336144,35.8936643","128.5527917,36.6301864"
"127.7842644,37.037597","127.9853199,36.7812395","127.7253747,37.7522247","127.7253747,37.7522247","127.6688117,37.7409679","127.7253747,37.7522247","128.3375563,37.5580494","127.9798431,37.3998164","127.5432159,37.4854492","127.6688117,37.7409679","128.5336255,35.8936679","128.5525618,36.6308825"
"127.7810571,37.0384034","127.9853408,36.7818857","127.7261544,37.7525576","127.7261544,37.7525576","127.6690989,37.7410162","127.7261544,37.7525576","128.338519,37.5582787","127.9799119,37.3997909","127.5432419,37.4853807","127.6690989,37.7410162","128.537354,35.8946103","128.5521951,36.6319657"
"127.7802123,37.0386163","127.9853248,36.7823735","127.7272367,37.7530665","127.7272367,37.7530665","127.6711995,37.7413827","127.7272367,37.7530665","128.3390083,37.5583996","127.9801375,37.3997332","127.54326,37.4853338","127.6711995,37.7413827","128.5388567,35.8949697","128.5509069,36.6353629"
"127.7781999,37.0390411","127.9851917,36.7840075","127.727763,37.753299","127.727763,37.753299","127.673299,37.741733","127.727763,37.753299","128.339699,37.5586083","127.9803498,37.3997242","127.5436122,37.4840745","127.673299,37.741733","128.5394523,35.8950979","128.5499869,36.6377915"
"127.7774493,37.0391916","127.985007,36.785291","127.728129,37.7534605","127.728129,37.7534605","127.6748727,37.7419794","127.728129,37.7534605","128.3400956,37.5587326","127.980673,37.3997301","127.5437025,37.4838266","127.6748727,37.7419794","128.5413095,35.8954542","128.549937,36.6379082"
"127.7762996,37.0393664","127.9845992,36.7870911","127.7288441,37.7537845","127.7288441,37.7537845","127.6749125,37.7419857","127.7288441,37.7537845","128.3403035,37.5587942","127.9808244,37.3997331","127.5437522,37.4837265","127.6749125,37.7419857","128.5415952,35.8955184","128.5496366,36.6387663"
"127.7749193,37.0395202","127.9844195,36.7877445","127.7297534,37.7541532","127.7297534,37.7541532","127.6761762,37.7421821","127.7297534,37.7541532","128.3407106,37.558958","127.980969,37.3997298","127.5438652,37.4834975","127.6761762,37.7421821","128.5421496,35.8956326","128.5493367,36.6392494"
"127.7737345,37.0396401","127.9842195,36.7883727","127.7306637,37.7544984","127.7306637,37.7544984","127.6772377,37.7423004","127.7306637,37.7544984","128.3416158,37.5593067","127.9812582,37.3997223","127.5439025,37.4834335","127.6772377,37.7423004","128.5423739,35.8956749","128.54875,36.6400326"
"127.7640077,37.0405879","127.9840234,36.7889108","127.7316501,37.7548264","127.7316501,37.7548264","127.6774943,37.7423288","127.7316501,37.7548264","128.3422778,37.5595769","127.9815248,37.3997158","127.5440189,37.4832514","127.6774943,37.7423288","128.5446155,35.896098","128.5484589,36.6403434"
"127.7633748,37.0406497","127.9838812,36.7892999","127.732942,37.7551798","127.732942,37.7551798","127.6778689,37.7423616","127.732942,37.7551798","128.3424075,37.55963","127.9817742,37.3996742","127.5441195,37.4831234","127.6778689,37.7423616","128.545142,35.896198","128.5480873,36.6407415"
"127.7568257,37.0412789","127.9837424,36.7896818","127.7333532,37.7552818","127.7333532,37.7552818","127.67944,37.7424394","127.7333532,37.7552818","128.3451119,37.5607914","127.9820495,37.3996163","127.5442619,37.4829557","127.67944,37.7424394","128.5462994,35.8964161","128.5476125,36.6411991"
"127.7544987,37.041502","127.9835723,36.7900864","127.7346723,37.7556072","127.7346723,37.7556072","127.6798237,37.7424452","127.7346723,37.7556072","128.3466822,37.5613823","127.9824247,37.3994499","127.544324,37.4828826","127.6798237,37.7424452","128.5469704,35.8965445","128.5458447,36.6429085"
"127.7540636,37.0415426","127.9831545,36.7910076","127.7353369,37.7557699","127.7353369,37.7557699","127.6807249,37.7424582","127.7353369,37.7557699","128.3474218,37.5616032","127.9829618,37.3991664","127.5443749,37.4828321","127.6807249,37.7424582","128.5480368,35.8967498","128.5450872,36.6436408"
"127.7508115,37.0418659","127.9828746,36.791601","127.7369172,37.7561598","127.7369172,37.7561598","127.682012,37.742458","127.7369172,37.7561598","128.3482224,37.5618147","127.983438,37.3989022","127.5446496,37.482558","127.682012,37.742458","128.5485757,35.8968641","128.5444744,36.644316"
"127.7499999,37.0419497","127.9826265,36.7920671","127.7369695,37.7561741","127.7369695,37.7561741","127.6833629,37.7425398","127.7369695,37.7561741","128.3491498,37.5620207","127.9836992,37.3987578","127.544887,37.4823722","127.6833629,37.7425398","128.5501535,35.8971983","128.5439118,36.6450745"
"127.7498133,37.0419681","127.9822,36.7928666","127.7377921,37.7563815","127.7377921,37.7563815","127.6848366,37.7427249","127.7377921,37.7563815","128.3497521,37.5621164","127.9843498,37.3983829","127.5449696,37.4823163","127.6848366,37.7427249","128.5502746,35.8972243","128.5436585,36.645449"
"127.7476617,37.0421836","127.9817739,36.793558","127.7398439,37.7568866","127.7398439,37.7568866","127.6876243,37.743191","127.7398439,37.7568866","128.3502011,37.5621763","127.984862,37.3980833","127.5451889,37.4821648","127.6876243,37.743191","128.5510068,35.8974595","128.543387,36.6458913"
"127.7449063,37.0424417","127.9815874,36.7938445","127.7414869,37.7572997","127.7414869,37.7572997","127.6885896,37.7433995","127.7414869,37.7572997","128.3510708,37.5622845","127.9850365,37.3979916","127.5455292,37.4819835","127.6885896,37.7433995","128.5515748,35.8976745","128.5433554,36.6459538"
"127.7445364,37.0424785","127.9814963,36.7939837","127.7417482,37.7573658","127.7417482,37.7573658","127.6891587,37.7435725","127.7417482,37.7573658","128.3514618,37.5623177","127.9851661,37.3979379","127.5462428,37.4816686","127.6891587,37.7435725","128.5522248,35.8979745","128.5422865,36.6478995"
"127.7433381,37.0425963","127.981352,36.794206","127.7417618,37.7573694","127.7417618,37.7573694","127.6899868,37.7438082","127.7417618,37.7573694","128.3516375,37.5623327","127.985237,37.3979078","127.5467256,37.4815414","127.6899868,37.7438082","128.5526615,35.8982411","128.5417236,36.6489663"
"127.7424792,37.0426855","127.9797364,36.7964771","127.7418107,37.7573819","127.7418107,37.7573819","127.690632,37.7440127","127.7418107,37.7573819","128.3524486,37.5623674","127.9855371,37.3978327","127.5471746,37.4814583","127.690632,37.7440127","128.5530489,35.8985415","128.5411749,36.650006"
"127.7417846,37.0427933","127.9768114,36.8005409","127.7420652,37.7574463","127.7420652,37.7574463","127.691292,37.7442207","127.7420652,37.7574463","128.3532988,37.5623559","127.9856285,37.3978179","127.5476248,37.4814076","127.691292,37.7442207","128.5539618,35.8994495","128.5407865,36.6507414"
"127.7412283,37.0429044","127.9709704,36.8086539","127.7421118,37.7574579","127.7421118,37.7574579","127.6914874,37.7442826","127.7421118,37.7574579","128.3540876,37.5623258","127.9860122,37.3977577","127.5478736,37.4813985","127.6914874,37.7442826","128.5566472,35.9023226","128.5403495,36.6515249"
"127.7406608,37.0430138","127.9667864,36.8143659","127.7437218,37.7578728","127.7437218,37.7578728","127.692286,37.7445229","127.7437218,37.7578728","128.3557756,37.562209","127.9862493,37.3977243","127.5480625,37.4813912","127.692286,37.7445229","128.5573234,35.9028396","128.5401249,36.6518749"
"127.7399944,37.0431738","127.9650693,36.8168552","127.7447739,37.7581329","127.7447739,37.7581329","127.6935946,37.7449182","127.7447739,37.7581329","128.3563786,37.5621668","127.9862911,37.3977196","127.5485172,37.4814135","127.6935946,37.7449182","128.5577302,35.9031011","128.540004,36.6520391"
"127.7394394,37.0433263","127.9640556,36.8183177","127.7456964,37.758332","127.7456964,37.758332","127.6941898,37.7450948","127.7456964,37.758332","128.3564997,37.5621578","127.986387,37.3977075","127.5486563,37.4814207","127.6941898,37.7450948","128.5581911,35.9033449","128.5396416,36.6525389"
"127.7390473,37.0434425","127.9638577,36.8185935","127.7463428,37.7584586","127.7463428,37.7584586","127.6964742,37.7457742","127.7463428,37.7584586","128.3567225,37.5621418","127.9866745,37.3976162","127.5493033,37.4814745","127.6964742,37.7457742","128.5586247,35.903534","128.539524,36.6526995"
"127.7387563,37.0435287","127.9624355,36.8205768","127.746637,37.7585166","127.746637,37.7585166","127.6987438,37.746395","127.746637,37.7585166","128.3596956,37.5619273","127.9872696,37.3973893","127.5496302,37.4815095","127.6987438,37.746395","128.5592672,35.9037709","128.5389117,36.6534242"
"127.7379858,37.0438034","127.9620898,36.8210749","127.7471902,37.7586236","127.7471902,37.7586236","127.6998773,37.7466428","127.7471902,37.7586236","128.3605441,37.5618625","127.9877249,37.3972161","127.5514242,37.4817017","127.6998773,37.7466428","128.5613632,35.9043898","128.5384099,36.653965"
"127.7368704,37.0442329","127.9610743,36.8229998","127.7481741,37.7588379","127.7481741,37.7588379","127.7011494,37.7469498","127.7481741,37.7588379","128.3611469,37.5618076","127.9879492,37.3971332","127.5528122,37.4818498","127.7011494,37.7469498","128.5678527,35.906304","128.5382048,36.6541858"
"127.7356746,37.0448113","127.9607246,36.8237665","127.7487354,37.758971","127.7487354,37.758971","127.7034704,37.7476885","127.7487354,37.758971","128.361803,37.5617506","127.9880699,37.3970984","127.5544614,37.4820023","127.7034704,37.7476885","128.5685823,35.9064976","128.5377747,36.6546493"
"127.7351032,37.0451379","127.9607147,36.8237963","127.7491137,37.7590675","127.7491137,37.7590675","127.7037249,37.7477854","127.7491137,37.7590675","128.3628253,37.5616395","127.9884456,37.3970185","127.5545134,37.4820067","127.7037249,37.7477854","128.5688937,35.9065805","128.5371999,36.6553412"
"127.7343837,37.0455864","127.9599493,36.8259411","127.75,37.7592838","127.75,37.7592838","127.7046158,37.7481236","127.75,37.7592838","128.3641493,37.5614829","127.9886849,37.3969986","127.5549749,37.4820498","127.7046158,37.7481236","128.5712239,35.9070574","128.5367748,36.6560075"
"127.7333738,37.0463059","127.9599372,36.8259745","127.7542223,37.7603239","127.7542223,37.7603239","127.7050294,37.7482807","127.7542223,37.7603239","128.3652617,37.5613332","127.9890192,37.3969728","127.555493,37.482128","127.7050294,37.7482807","128.572886,35.907368","128.5364865,36.6566167"
"127.7328757,37.0467089","127.9598489,36.8262165","127.7553222,37.7606018","127.7553222,37.7606018","127.7057293,37.7485309","127.7553222,37.7606018","128.3657081,37.5612632","127.9893681,37.3969498","127.5557996,37.4821747","127.7057293,37.7485309","128.576933,35.9081802","128.5362864,36.6572161"
"127.7322836,37.0472681","127.9594366,36.8277713","127.7563117,37.7608097","127.7563117,37.7608097","127.7061463,37.7486663","127.7563117,37.7608097","128.3673866,37.5610166","127.9897496,37.3968833","127.5568562,37.4823941","127.7061463,37.7486663","128.5790274,35.9085851","128.5361623,36.6578076"
"127.7319697,37.0475815","127.959209,36.829091","127.7574523,37.7610064","127.7574523,37.7610064","127.7065542,37.748799","127.7574523,37.7610064","128.3674262,37.5610109","127.9903498,37.3967582","127.557656,37.4825794","127.7065542,37.748799","128.5809119,35.9089495","128.5361123,36.6584165"
"127.7317052,37.0478714","127.95906,36.8302418","127.7585642,37.76115","127.7585642,37.76115","127.7066371,37.7488259","127.7585642,37.76115","128.3683881,37.5608695","127.9906749,37.3967082","127.5596346,37.4830814","127.7066371,37.7488259","128.5813874,35.9090408","128.5361163,36.6585526"
"127.7313611,37.0482425","127.9588858,36.8314955","127.7592285,37.7611773","127.7592285,37.7611773","127.7076766,37.7491188","127.7592285,37.7611773","128.3685249,37.5608496","127.990949,37.3966412","127.5602523,37.4832352","127.7076766,37.7491188","128.5816675,35.9090978","128.5361366,36.659233"
"127.7310495,37.0485902","127.9588396,36.8318311","127.7599302,37.7612146","127.7599302,37.7612146","127.7083525,37.7492879","127.7599302,37.7612146","128.3702438,37.5605755","127.9911622,37.3965908","127.5608395,37.4833593","127.7083525,37.7492879","128.5849002,35.9097565","128.5362239,36.6596496"
"127.7307773,37.0489414","127.958576,36.8331329","127.7603958,37.7612243","127.7603958,37.7612243","127.7085558,37.7493326","127.7603958,37.7612243","128.3710892,37.5604458","127.9914744,37.3964741","127.5608576,37.4833629","127.7085558,37.7493326","128.5858872,35.9099666","128.5363654,36.6601875"
"127.7303976,37.0494559","127.9585323,36.8333332","127.7609827,37.7612221","127.7609827,37.7612221","127.7094803,37.7495212","127.7609827,37.7612221","128.371729,37.5603582","127.9918821,37.3962822","127.5612784,37.4834339","127.7094803,37.7495212","128.5861994,35.9100242","128.5363996,36.6603161"
"127.7301882,37.0497692","127.9585017,36.8334595","127.7618012,37.7611987","127.7618012,37.7611987","127.7105331,37.7496942","127.7618012,37.7611987","128.3720525,37.5603287","127.9919868,37.3962331","127.5613712,37.4834474","127.7105331,37.7496942","128.5865239,35.9100916","128.5364757,36.6604849"
"127.730036,37.0500173","127.9576766,36.8361562","127.7622983,37.7611597","127.7622983,37.7611597","127.7107908,37.7497334","127.7622983,37.7611597","128.3727279,37.5602832","127.9922616,37.3960995","127.5619368,37.4835291","127.7107908,37.7497334","128.589587,35.9107328","128.5367668,36.6610845"
"127.7297384,37.0505263","127.9575334,36.836585","127.7631529,37.7610722","127.7631529,37.7610722","127.7116743,37.7498498","127.7631529,37.7610722","128.3734331,37.5602635","127.9924123,37.3959916","127.5622366,37.4835686","127.7116743,37.7498498","128.5937493,35.9116082","128.5370404,36.66155"
"127.7293873,37.0512157","127.9566988,36.8389933","127.7634752,37.7610345","127.7634752,37.7610345","127.7121058,37.7498923","127.7634752,37.7610345","128.3740118,37.5602746","127.9925449,37.3958838","127.5626314,37.4836153","127.7121058,37.7498923","128.5950476,35.9118885","128.5371368,36.6617249"
"127.7291795,37.0516749","127.9563283,36.83987","127.7640006,37.7609721","127.7640006,37.7609721","127.7122091,37.7499021","127.7640006,37.7609721","128.374899,37.5603329","127.9927924,37.3955438","127.5631596,37.4836564","127.7122091,37.7499021","128.5963748,35.9121748","128.5382373,36.663191"
"127.7290199,37.05208","127.9561432,36.8402475","127.7658181,37.7606219","127.7658181,37.7606219","127.7135273,37.7499997","127.7658181,37.7606219","128.3749998,37.5603412","127.9928574,37.3954651","127.5637162,37.4837003","127.7135273,37.7499997","128.5993612,35.9127155","128.539112,36.6643327"
"127.728867,37.0524661","127.956039,36.8404607","127.7673213,37.7603093","127.7673213,37.7603093","127.7139122,37.7500315","127.7673213,37.7603093","128.3756735,37.560438","127.9930608,37.3953038","127.5647557,37.483771","127.7139122,37.7500315","128.6046243,35.9136661","128.5400616,36.6655495"
"127.7282488,37.0541043","127.9554456,36.8415672","127.7684092,37.760086","127.7684092,37.760086","127.7141325,37.7500455","127.7684092,37.760086","128.376158,37.5605282","127.993287,37.3951659","127.5654446,37.4838256","127.7141325,37.7500455","128.6047498,35.9136911","128.5409248,36.6666661"
"127.72775,37.0554258","127.954605,36.8430029","127.7694769,37.7599042","127.7694769,37.7599042","127.7148296,37.7500893","127.7694769,37.7599042","128.3766871,37.5606495","127.9936958,37.3949749","127.5673597,37.4839759","127.7148296,37.7500893","128.6080873,35.9142833","128.5409646,36.6667162"
"127.7267022,37.0582034","127.9539624,36.8439627","127.7699216,37.7598284","127.7699216,37.7598284","127.715999,37.7501728","127.7699216,37.7598284","128.3773073,37.5608207","127.9938864,37.3949218","127.5681764,37.4840403","127.715999,37.7501728","128.6087461,35.9143962","128.5411991,36.6670081"
"127.725912,37.0602827","127.9538624,36.8441082","127.7699375,37.7598257","127.7699375,37.7598257","127.7176794,37.7502932","127.7699375,37.7598257","128.3777926,37.5609757","127.9941389,37.3948405","127.5699116,37.4841493","127.7176794,37.7502932","128.6109491,35.914777","128.5417392,36.6676425"
"127.725612,37.0611414","127.9525867,36.8457492","127.7708418,37.7596713","127.7708418,37.7596713","127.7179235,37.7503189","127.7708418,37.7596713","128.3783621,37.5611743","127.9944016,37.3947511","127.5711933,37.4842937","127.7179235,37.7503189","128.6125778,35.9150595","128.541937,36.6678742"
"127.7253242,37.0619496","127.9504005,36.8482113","127.7722101,37.7594383","127.7722101,37.7594383","127.7179269,37.7503189","127.7722101,37.7594383","128.3788365,37.5613663","127.9947617,37.3945333","127.571837,37.4843663","127.7179269,37.7503189","128.6130656,35.9151469","128.5420496,36.6680075"
"127.7251122,37.0625405","127.9498734,36.8488046","127.7746574,37.7590225","127.7746574,37.7590225","127.7183164,37.7503596","127.7746574,37.7590225","128.3790904,37.5614861","127.9950115,37.3943826","127.5745224,37.4845485","127.7183164,37.7503596","128.6131112,35.9151555","128.5421883,36.6681731"
"127.7249642,37.0630726","127.9464877,36.8525693","127.7751282,37.758934","127.7751282,37.758934","127.7192305,37.7504733","127.7751282,37.758934","128.3791872,37.5615314","127.9952366,37.3942582","127.5745779,37.4845521","127.7192305,37.7504733","128.6133434,35.9152002","128.5422747,36.6682742"
"127.7246585,37.0643018","127.9451624,36.8540247","127.7765566,37.7586836","127.7765566,37.7586836","127.7201743,37.7506419","127.7765566,37.7586836","128.379292,37.5615811","127.9952535,37.3942518","127.5746491,37.4845583","127.7201743,37.7506419","128.6135123,35.9152329","128.5425124,36.6685579"
