0,1,2,3,4,5,6,7,8,9,10,11
"128.3941983,36.1426314","128.5897632,35.8821996","126.7226994,37.5435326","126.7226994,37.5435326","126.7083066,37.4311815","126.7226994,37.5435326","127.1350861,37.4339888","126.7083066,37.4311815","126.7083066,37.4311815","126.7083066,37.4311815","127.4239492,36.3587578","128.5812665,35.8505089"
"128.3942137,36.1426124","128.5899243,35.8827165","126.7229111,37.5435259","126.7229111,37.5435259","126.7083371,37.4310745","126.7229111,37.5435259","127.1349867,37.433966","126.7083371,37.4310745","126.7083371,37.4310745","126.7083371,37.4310745","127.4248297,36.3587782","128.5815937,35.8510415"
"128.3943123,36.1424908","128.5899869,35.8829233","126.7229338,37.5435251","126.7229338,37.5435251","126.7084951,37.4305573","126.7229338,37.5435251","127.1349122,37.4339495","126.7084951,37.4305573","126.7084951,37.4305573","126.7084951,37.4305573","127.425222,36.3587875","128.5817625,35.8513158"
"128.3947741,36.1419492","128.5901371,35.8833745","126.7230346,37.5435204","126.7230346,37.5435204","126.708871,37.4293204","126.7230346,37.5435204","127.1349624,37.4338478","126.708871,37.4293204","126.708871,37.4293204","126.708871,37.4293204","127.4253625,36.3587912","128.5820334,35.8517768"
"128.3953116,36.1413159","128.5902063,35.8835713","126.723722,37.5434925","126.723722,37.5434925","126.7090016,37.4289382","126.723722,37.5434925","127.1350115,37.4337497","126.7090016,37.4289382","126.7090016,37.4289382","126.7090016,37.4289382","127.4256991,36.3588013","128.582149,35.851975"
"128.395362,36.1412578","128.590325,35.8839047","126.7247119,37.5434413","126.7247119,37.5434413","126.7090388,37.4288357","126.7247119,37.5434413","127.1351371,37.4334833","126.7090388,37.4288357","126.7090388,37.4288357","126.7090388,37.4288357","127.4269619,36.3588409","128.5822689,35.8521605"
"128.3954608,36.1411444","128.5904697,35.8844417","126.7249372,37.5434328","126.7249372,37.5434328","126.7091353,37.4285858","126.7249372,37.5434328","127.1355868,37.4325996","126.7091353,37.4285858","126.7091353,37.4285858","126.7091353,37.4285858","127.4270633,36.3588445","128.5823991,35.8523658"
"128.3955496,36.1410418","128.5904999,35.8845451","126.7251014,37.5434267","126.7251014,37.5434267","126.7091632,37.4285111","126.7251014,37.5434267","127.1356016,37.4325726","126.7091632,37.4285111","126.7091632,37.4285111","126.7091632,37.4285111","127.4272561,36.358851","128.5825601,35.8524013"
"128.3958521,36.1406672","128.5905466,35.8847177","126.726037,37.5433743","126.726037,37.5433743","126.7092364,37.4283142","126.726037,37.5433743","127.1357741,37.4324325","126.7092364,37.4283142","126.7092364,37.4283142","126.7092364,37.4283142","127.4289492,36.358916","128.5828922,35.8524705"
"128.3959179,36.1405838","128.5905478,35.8847213","126.7267856,37.5433332","126.7267856,37.5433332","126.7092877,37.428165","126.7267856,37.5433332","127.1358391,37.432311","126.7092877,37.428165","126.7092877,37.428165","126.7092877,37.428165","127.4295544,36.3589353","128.5829999,35.8524911"
"128.3964472,36.1399244","128.5906857,35.8851691","126.7270665,37.5433233","126.7270665,37.5433233","126.7093363,37.4280607","126.7270665,37.5433233","127.1359429,37.4321148","126.7093363,37.4280607","126.7093363,37.4280607","126.7093363,37.4280607","127.430455,36.3589646","128.5831257,35.8525396"
"128.3965842,36.1397521","128.5907182,35.885276","126.7277651,37.5432981","126.7277651,37.5432981","126.7093646,37.4279473","126.7277651,37.5432981","127.1360604,37.4318835","126.7093646,37.4279473","126.7093646,37.4279473","126.7093646,37.4279473","127.4306645,36.3589711","128.5832195,35.8525991"
"128.3968991,36.1392945","128.5907622,35.8854145","126.7283076,37.5432792","126.7283076,37.5432792","126.7093816,37.4278339","126.7283076,37.5432792","127.1360992,37.4318079","126.7093816,37.4278339","126.7093816,37.4278339","126.7093816,37.4278339","127.4313388,36.358985","128.5832598,35.8526285"
"128.396968,36.1391939","128.5908249,35.8856249","126.7283948,37.5432761","126.7283948,37.5432761","126.7093889,37.4276771","126.7283948,37.5432761","127.136194,37.4316108","126.7093889,37.4276771","126.7093889,37.4276771","126.7093889,37.4276771","127.4315662,36.3589923","128.583299,35.8526579"
"128.3969865,36.1391658","128.5908712,35.8857651","126.7284491,37.5432747","126.7284491,37.5432747","126.7093467,37.4275029","126.7284491,37.5432747","127.1364875,37.4310015","126.7093467,37.4275029","126.7093467,37.4275029","126.7093467,37.4275029","127.4318092,36.3589952","128.5833104,35.8526822"
"128.397062,36.1390579","128.5912211,35.8868068","126.7285929,37.5432693","126.7285929,37.5432693","126.7093082,37.4274025","126.7285929,37.5432693","127.1368193,37.4303878","126.7093082,37.4274025","126.7093082,37.4274025","126.7093082,37.4274025","127.4321336,36.3589909","128.5833172,35.8526974"
"128.3973368,36.1385916","128.5912315,35.8868383","126.729312,37.5432415","126.729312,37.5432415","126.7092334,37.427311","126.729312,37.5432415","127.1369504,37.4301565","126.7092334,37.427311","126.7092334,37.427311","126.7092334,37.427311","127.432157,36.3589891","128.5833219,35.8527163"
"128.3983902,36.1367211","128.5912547,35.8869084","126.7296122,37.5432246","126.7296122,37.5432246","126.7091459,37.4272527","126.7296122,37.5432246","127.1370828,37.4299019","126.7091459,37.4272527","126.7091459,37.4272527","126.7091459,37.4272527","127.4322383,36.3589819","128.5833246,35.8527524"
"128.3985627,36.1365458","128.5912812,35.8869857","126.7306621,37.5431692","126.7306621,37.5431692","126.7090717,37.4272108","126.7306621,37.5431692","127.1371353,37.4298002","126.7090717,37.4272108","126.7090717,37.4272108","126.7090717,37.4272108","127.4322506,36.3589801","128.5833258,35.8528425"
"128.3985943,36.1364861","128.5914314,35.8874351","126.7306768,37.5431693","126.7306768,37.5431693","126.7089716,37.4271695","126.7306768,37.5431693","127.1371569,37.4297579","126.7089716,37.4271695","126.7089716,37.4271695","126.7089716,37.4271695","127.4322851,36.3589774","128.5833203,35.8529246"
"128.3987688,36.1361954","128.5915023,35.8876761","126.7308671,37.5431588","126.7308671,37.5431588","126.7088259,37.4271541","126.7308671,37.5431588","127.1371923,37.4296931","126.7088259,37.4271541","126.7088259,37.4271541","126.7088259,37.4271541","127.4324312,36.3589414","128.583312,35.85305"
"128.3988971,36.136244","128.5915558,35.8878622","126.7320118,37.5431248","126.7320118,37.5431248","126.7087117,37.427166","126.7320118,37.5431248","127.1372072,37.4296562","126.7087117,37.427166","126.7087117,37.427166","126.7087117,37.427166","127.4324992,36.3589171","128.5833103,35.8530852"
"128.3990244,36.1362908","128.5915927,35.8880458","126.7322157,37.5431126","126.7322157,37.5431126","126.7086119,37.4271996","126.7322157,37.5431126","127.1372494,37.4295707","126.7086119,37.4271996","126.7086119,37.4271996","126.7086119,37.4271996","127.432613,36.3588478","128.5832957,35.853235"
"128.3992808,36.1363655","128.5915869,35.888191","126.7322384,37.543111","126.7322384,37.543111","126.7084994,37.4272493","126.7322384,37.543111","127.1374822,37.4291063","126.7084994,37.4272493","126.7084994,37.4272493","126.7084994,37.4272493","127.4327167,36.3587739","128.583284,35.8533505"
"128.3995495,36.1364329","128.5915335,35.8884124","126.7323358,37.5431062","126.7323358,37.5431062","126.7083499,37.4273916","126.7323358,37.5431062","127.1374959,37.429082","126.7083499,37.4273916","126.7083499,37.4273916","126.7083499,37.4273916","127.4328829,36.3586451","128.5832762,35.8534308"
"128.3999292,36.1364959","128.5914312,35.8886297","126.7327763,37.5430829","126.7327763,37.5430829","126.7082372,37.4275747","126.7327763,37.5430829","127.1376238,37.4288138","126.7082372,37.4275747","126.7082372,37.4275747","126.7082372,37.4275747","127.4329286,36.3586109","128.5832625,35.8534778"
"128.4002239,36.1365153","128.5913329,35.8888163","126.7336654,37.5430364","126.7336654,37.5430364","126.7082364,37.4276496","126.7336654,37.5430364","127.1378361,37.4283844","126.7082364,37.4276496","126.7082364,37.4276496","126.7082364,37.4276496","127.4330245,36.3585379","128.583253,35.853513"
"128.400514,36.1365176","128.591266,35.8889449","126.7337141,37.543034","126.7337141,37.543034","126.708249,37.4277416","126.7337141,37.543034","127.1378749,37.4283043","126.708249,37.4277416","126.708249,37.4277416","126.708249,37.4277416","127.4331885,36.3584018","128.5832394,35.8535744"
"128.4008741,36.1365176","128.591157,35.8891533","126.7337266,37.5430332","126.7337266,37.5430332","126.7082918,37.4278626","126.7337266,37.5430332","127.1378966,37.4282593","126.7082918,37.4278626","126.7082918,37.4278626","126.7082918,37.4278626","127.4334618,36.3581658","128.5832311,35.853616"
"128.4010752,36.1365107","128.591063,35.8893335","126.7338013,37.543031","126.7338013,37.543031","126.7083976,37.4280112","126.7338013,37.543031","127.1379411,37.4281657","126.7083976,37.4280112","126.7083976,37.4280112","126.7083976,37.4280112","127.4342124,36.3575414","128.5832182,35.8537243"
"128.4014633,36.1365303","128.5907867,35.8898626","126.7340323,37.5430244","126.7340323,37.5430244","126.70856,37.4281538","126.7340323,37.5430244","127.1380577,37.4278921","126.70856,37.4281538","126.70856,37.4281538","126.70856,37.4281538","127.4346441,36.3571585","128.5831825,35.8539509"
"128.4036662,36.136246","128.590737,35.8899577","126.7362271,37.5429205","126.7362271,37.5429205","126.7088174,37.4282916","126.7362271,37.5429205","127.138068,37.4278723","126.7088174,37.4282916","126.7088174,37.4282916","126.7088174,37.4282916","127.4347545,36.3570648","128.583137,35.854266"
"128.4039838,36.1361255","128.5906754,35.8900736","126.7380539,37.542835","126.7380539,37.542835","126.7090246,37.4283651","126.7380539,37.542835","127.1381856,37.4276184","126.7090246,37.4283651","126.7090246,37.4283651","126.7090246,37.4283651","127.4348091,36.357018","128.5830314,35.8549719"
"128.4043199,36.1360652","128.5904407,35.8904869","126.7388747,37.5428178","126.7388747,37.5428178","126.7095619,37.4285327","126.7388747,37.5428178","127.1382464,37.4274366","126.7095619,37.4285327","126.7095619,37.4285327","126.7095619,37.4285327","127.4348493,36.3569828","128.5830213,35.8550406"
"128.4047078,36.1359694","128.5903618,35.8906327","126.7392617,37.5428329","126.7392617,37.5428329","126.7102116,37.428766","126.7392617,37.5428329","127.138281,37.4272997","126.7102116,37.428766","126.7102116,37.428766","126.7102116,37.428766","127.4359992,36.356008","128.5830111,35.8551065"
"128.4049349,36.1359055","128.5902625,35.8908212","126.7394867,37.5428577","126.7394867,37.5428577","126.710449,37.4288749","126.7394867,37.5428577","127.1382997,37.4271618","126.710449,37.4288749","126.710449,37.4288749","126.710449,37.4288749","127.4361141,36.3559107","128.582924,35.8557825"
"128.4050312,36.1358696","128.5900536,35.8912666","126.7398255,37.5429365","126.7398255,37.5429365","126.7106962,37.4290108","126.7398255,37.5429365","127.1383094,37.4270329","126.7106962,37.4290108","126.7106962,37.4290108","126.7106962,37.4290108","127.4363617,36.3557008","128.582883,35.8561949"
"128.4051839,36.1358135","128.5900288,35.8913173","126.7402614,37.5430376","126.7402614,37.5430376","126.7109651,37.4292307","126.7402614,37.5430376","127.138309,37.426886","126.7109651,37.4292307","126.7109651,37.4292307","126.7109651,37.4292307","127.4370733,36.355098","128.5828738,35.8562509"
"128.4053375,36.135742","128.5898445,35.8916914","126.7412478,37.5433306","126.7412478,37.5433306","126.7112235,37.429493","126.7412478,37.5433306","127.1381453,37.4266007","126.7112235,37.429493","126.7112235,37.429493","126.7112235,37.429493","127.4371491,36.3550331","128.5828574,35.8563448"
"128.4055308,36.1356378","128.5898114,35.8917827","126.7418608,37.5434931","126.7418608,37.5434931","126.7113737,37.4297175","126.7418608,37.5434931","127.1380542,37.4265012","126.7113737,37.4297175","126.7113737,37.4297175","126.7113737,37.4297175","127.4376443,36.3545979","128.5828523,35.8563764"
"128.4057998,36.1354455","128.5897943,35.8918316","126.7420719,37.5435486","126.7420719,37.5435486","126.711478,37.4298985","126.7420719,37.5435486","127.137954,37.4264261","126.711478,37.4298985","126.711478,37.4298985","126.711478,37.4298985","127.4380269,36.3542952","128.5827299,35.8564154"
"128.405945,36.1353164","128.5899869,35.891892","126.7421035,37.5435578","126.7421035,37.5435578","126.7116488,37.4303169","126.7421035,37.5435578","127.1377914,37.4263932","126.7116488,37.4303169","126.7116488,37.4303169","126.7116488,37.4303169","127.4380994,36.3542331","128.5826913,35.8564283"
"128.4060867,36.1351711","128.5904364,35.8920331","126.7421622,37.5435744","126.7421622,37.5435744","126.7117106,37.4306842","126.7421622,37.5435744","127.1376173,37.4264098","126.7117106,37.4306842","126.7117106,37.4306842","126.7117106,37.4306842","127.4382934,36.3540718","128.5824192,35.8565318"
"128.4062267,36.1349672","128.5909138,35.8921856","126.7422841,37.5436103","126.7422841,37.5436103","126.7117283,37.4310413","126.7422841,37.5436103","127.1375097,37.4264518","126.7117283,37.4310413","126.7117283,37.4310413","126.7117283,37.4310413","127.4383581,36.3540204","128.582254,35.8566054"
"128.4063761,36.134719","128.5912366,35.8922918","126.7423428,37.5436269","126.7423428,37.5436269","126.7117061,37.4313232","126.7423428,37.5436269","127.1374394,37.4264921","126.7117061,37.4313232","126.7117061,37.4313232","126.7117061,37.4313232","127.4385689,36.353842","128.5815749,35.8569081"
"128.4065695,36.1345345","128.5912455,35.8922953","126.7425189,37.543674","126.7425189,37.543674","126.7116963,37.4313935","126.7425189,37.543674","127.1373906,37.4265344","126.7116963,37.4313935","126.7116963,37.4313935","126.7116963,37.4313935","127.4389748,36.3535159","128.5814296,35.8569734"
"128.4068101,36.1340919","128.5913624,35.892333","126.7436816,37.5439942","126.7436816,37.5439942","126.7117442,37.4317868","126.7436816,37.5439942","127.1373667,37.4265694","126.7117442,37.4317868","126.7117442,37.4317868","126.7117442,37.4317868","127.4407436,36.3520491","128.5812677,35.8570425"
"128.4069844,36.1337858","128.5914058,35.8923488","126.7447348,37.5442912","126.7447348,37.5442912","126.7117919,37.4320891","126.7447348,37.5442912","127.1373451,37.4266036","126.7117919,37.4320891","126.7117919,37.4320891","126.7117919,37.4320891","127.4409756,36.3518608","128.5810002,35.857163"
"128.4070696,36.1333714","128.5915583,35.8924034","126.745069,37.5443781","126.745069,37.5443781","126.7118702,37.4322771","126.745069,37.5443781","127.1373232,37.426682","126.7118702,37.4322771","126.7118702,37.4322771","126.7118702,37.4322771","127.441299,36.3516013","128.5804124,35.8574243"
"128.4070628,36.1331632","128.591899,35.8925247","126.745452,37.544449","126.745452,37.544449","126.7120372,37.4325161","126.745452,37.544449","127.1373172,37.4267685","126.7120372,37.4325161","126.7120372,37.4325161","126.7120372,37.4325161","127.44159,36.351395","128.5796374,35.857773"
"128.4070302,36.1330381","128.5921441,35.8926225","126.7455232,37.5444621","126.7455232,37.5444621","126.7121991,37.4327083","126.7455232,37.5444621","127.1373414,37.426902","126.7121991,37.4327083","126.7121991,37.4327083","126.7121991,37.4327083","127.4416491,36.351367","128.5795472,35.8578135"
"128.4069508,36.1328954","128.5923435,35.8926973","126.7457403,37.5444896","126.7457403,37.5444896","126.7124491,37.4330083","126.7457403,37.5444896","127.1374539,37.4270096","126.7124491,37.4330083","126.7124491,37.4330083","126.7124491,37.4330083","127.4418107,36.3513148","128.5794118,35.8578742"
"128.4068159,36.1327675","128.5923613,35.8927044","126.7458262,37.5445001","126.7458262,37.5445001","126.7127,37.4332326","126.7458262,37.5445001","127.1375915,37.4270767","126.7127,37.4332326","126.7127,37.4332326","126.7127,37.4332326","127.4419345,36.3512202","128.5792346,35.8579578"
"128.4065822,36.1326385","128.5922741,35.8928125","126.7462029,37.5445268","126.7462029,37.5445268","126.7129245,37.4333828","126.7462029,37.5445268","127.1378147,37.4271838","126.7129245,37.4333828","126.7129245,37.4333828","126.7129245,37.4333828","127.4419836,36.3511815","128.5791994,35.8579744"
"128.4061649,36.1324974","128.5922372,35.8928669","126.7463523,37.5445278","126.7463523,37.5445278","126.7133374,37.4335659","126.7463523,37.5445278","127.1380104,37.4271627","126.7133374,37.4335659","126.7133374,37.4335659","126.7133374,37.4335659","127.442123,36.3510535","128.578532,35.8582545"
"128.4056013,36.1323872","128.5921732,35.892963","126.7465255,37.544528","126.7465255,37.544528","126.7137682,37.4336543","126.7465255,37.544528","127.1385362,37.4271066","126.7137682,37.4336543","126.7137682,37.4336543","126.7137682,37.4336543","127.4421998,36.3511257","128.5776118,35.8586747"
"128.4052054,36.1322676","128.5920845,35.8931243","126.7467146,37.5445184","126.7467146,37.5445184","126.7141532,37.4336993","126.7467146,37.5445184","127.1385995,37.4270996","126.7141532,37.4336993","126.7141532,37.4336993","126.7141532,37.4336993","127.4422945,36.351215","128.5775447,35.8587042"
"128.4040021,36.1321018","128.5920715,35.8931452","126.7471304,37.5444796","126.7471304,37.5444796","126.7160044,37.4337278","126.7471304,37.5444796","127.1396998,37.4269858","126.7160044,37.4337278","126.7160044,37.4337278","126.7160044,37.4337278","127.4423747,36.3513322","128.5774753,35.8587337"
"128.4033552,36.1319939","128.5920293,35.8932141","126.7474502,37.5444257","126.7474502,37.5444257","126.7161592,37.4337315","126.7474502,37.5444257","127.1397292,37.4269814","126.7161592,37.4337315","126.7161592,37.4337315","126.7161592,37.4337315","127.4425116,36.3515324","128.5771196,35.8588856"
"128.4027715,36.1318793","128.5918287,35.8935387","126.7478054,37.5443424","126.7478054,37.5443424","126.7175706,37.4337661","126.7478054,37.5443424","127.1398943,37.4269557","126.7175706,37.4337661","126.7175706,37.4337661","126.7175706,37.4337661","127.4425372,36.3515748","128.5767442,35.8590467"
"128.4025052,36.1318137","128.5915681,35.8940838","126.7482321,37.544227","126.7482321,37.544227","126.7177069,37.4338148","126.7482321,37.544227","127.1406261,37.4268444","126.7177069,37.4338148","126.7177069,37.4338148","126.7177069,37.4338148","127.4426619,36.3517741","128.5764942,35.8591563"
"128.4018666,36.1316554","128.5914869,35.8943018","126.7487794,37.5440619","126.7487794,37.5440619","126.7183104,37.4338206","126.7487794,37.5440619","127.1411611,37.4267658","126.7183104,37.4338206","126.7183104,37.4338206","126.7183104,37.4338206","127.4427342,36.3519238","128.5762619,35.8592575"
"128.4007927,36.1313416","128.5914022,35.8945892","126.7491223,37.5439614","126.7491223,37.5439614","126.7187525,37.4338046","126.7491223,37.5439614","127.1416621,37.4266997","126.7187525,37.4338046","126.7187525,37.4338046","126.7187525,37.4338046","127.4429256,36.3523161","128.5758491,35.8594415"
"128.4001021,36.1311025","128.5912645,35.8951314","126.7495846,37.5438075","126.7495846,37.5438075","126.7196739,37.4337908","126.7495846,37.5438075","127.1425164,37.4265058","126.7196739,37.4337908","126.7196739,37.4337908","126.7196739,37.4337908","127.4429746,36.3524162","128.5752624,35.8597082"
"128.3995251,36.1308931","128.5911628,35.8953082","126.7497646,37.5436923","126.7497646,37.5436923","126.7224368,37.4336414","126.7497646,37.5436923","127.1426997,37.4264658","126.7224368,37.4336414","126.7224368,37.4336414","126.7224368,37.4336414","127.4430314,36.3525226","128.5747781,35.8599335"
"128.3973326,36.1299287","128.5911247,35.8956836","126.7499991,37.5435577","126.7499991,37.5435577","126.7228689,37.4336154","126.7499991,37.5435577","127.1442028,37.4262459","126.7228689,37.4336154","126.7228689,37.4336154","126.7228689,37.4336154","127.4432195,36.3528752","128.5745877,35.860019"
"128.3972567,36.129895","128.591119,35.8965635","126.7501164,37.5434855","126.7501164,37.5434855","126.7242408,37.4335325","126.7501164,37.5434855","127.1448034,37.4261585","126.7242408,37.4335325","126.7242408,37.4335325","126.7242408,37.4335325","127.4432707,36.3529717","128.574537,35.8600411"
"128.397136,36.1298436","128.591144,35.8969275","126.7504375,37.5432955","126.7504375,37.5432955","126.7246299,37.4335062","126.7504375,37.5432955","127.145137,37.4261099","126.7246299,37.4335062","126.7246299,37.4335062","126.7246299,37.4335062","127.4436747,36.3537075","128.5743284,35.8601728"
"128.3960885,36.1293917","128.5911866,35.8972075","126.7505737,37.5431504","126.7505737,37.5431504","126.7262722,37.4334061","126.7505737,37.5431504","127.1454989,37.4260578","126.7262722,37.4334061","126.7262722,37.4334061","126.7262722,37.4334061","127.4438016,36.3539384","128.574257,35.8602185"
"128.3952248,36.1290808","128.5913381,35.8979085","126.7506188,37.5430524","126.7506188,37.5430524","126.7264452,37.4333928","126.7506188,37.5430524","127.1460712,37.4259793","126.7264452,37.4333928","126.7264452,37.4333928","126.7264452,37.4333928","127.4439285,36.3541683","128.5737745,35.8605762"
"128.3948345,36.1289656","128.5914369,35.8982457","126.7506281,37.5429164","126.7506281,37.5429164","126.728937,37.4332243","126.7506281,37.5429164","127.1472497,37.4258161","126.728937,37.4332243","126.728937,37.4332243","126.728937,37.4332243","127.4440609,36.3544064","128.5731247,35.8610914"
