0,1,2,3,4,5,6,7,8,9,10,11,12
"127.2558951,35.8250627","129.328885,35.692129","127.9544325,37.4931479","127.9544325,37.4931479","127.9544325,37.4931479","127.9544325,37.4931479","127.9544325,37.4931479","127.9544325,37.4931479","127.9544325,37.4931479","127.9544325,37.4931479","127.9544325,37.4931479","127.978605,37.4813186","127.9544325,37.4931479"
"127.2555434,35.8245913","129.3285309,35.6922047","127.9554359,37.4938994","127.9554359,37.4938994","127.9554359,37.4938994","127.9554359,37.4938994","127.9554359,37.4938994","127.9554359,37.4938994","127.9554359,37.4938994","127.9554359,37.4938994","127.9554359,37.4938994","127.9783441,37.4813683","127.9554359,37.4938994"
"127.2552025,35.8241939","129.3271771,35.6924912","127.9565493,37.4946748","127.9565493,37.4946748","127.9565493,37.4946748","127.9565493,37.4946748","127.9565493,37.4946748","127.9565493,37.4946748","127.9565493,37.4946748","127.9565493,37.4946748","127.9565493,37.4946748","127.9780618,37.4814515","127.9565493,37.4946748"
"127.2547368,35.8237106","129.3268945,35.6925514","127.9577739,37.4955164","127.9577739,37.4955164","127.9577739,37.4955164","127.9577739,37.4955164","127.9577739,37.4955164","127.9577739,37.4955164","127.9577739,37.4955164","127.9577739,37.4955164","127.9577739,37.4955164","127.9754614,37.4823246","127.9577739,37.4955164"
"127.2530933,35.8221402","129.3239636,35.6932197","127.9592211,37.4964879","127.9592211,37.4964879","127.9592211,37.4964879","127.9592211,37.4964879","127.9592211,37.4964879","127.9592211,37.4964879","127.9592211,37.4964879","127.9592211,37.4964879","127.9592211,37.4964879","127.9750864,37.4824","127.9592211,37.4964879"
"127.2520161,35.8210867","129.3226564,35.6935171","127.9600121,37.4970743","127.9600121,37.4970743","127.9600121,37.4970743","127.9600121,37.4970743","127.9600121,37.4970743","127.9600121,37.4970743","127.9600121,37.4970743","127.9600121,37.4970743","127.9600121,37.4970743","127.9750514,37.4824127","127.9600121,37.4970743"
"127.2519145,35.8209801","129.3223431,35.6935904","127.9609122,37.4977495","127.9609122,37.4977495","127.9609122,37.4977495","127.9609122,37.4977495","127.9609122,37.4977495","127.9609122,37.4977495","127.9609122,37.4977495","127.9609122,37.4977495","127.9609122,37.4977495","127.9734286,37.4829997","127.9609122,37.4977495"
"127.2509999,35.8199828","129.3217231,35.6937341","127.9620183,37.4986249","127.9620183,37.4986249","127.9620183,37.4986249","127.9620183,37.4986249","127.9620183,37.4986249","127.9620183,37.4986249","127.9620183,37.4986249","127.9620183,37.4986249","127.9620183,37.4986249","127.9731623,37.4831035","127.9620183,37.4986249"
"127.2506748,35.8195331","129.3216385,35.6937552","127.9636748,37.4999416","127.9636748,37.4999416","127.9636748,37.4999416","127.9636748,37.4999416","127.9636748,37.4999416","127.9636748,37.4999416","127.9636748,37.4999416","127.9636748,37.4999416","127.9636748,37.4999416","127.972693,37.4832875","127.9636748,37.4999416"
"127.2502553,35.8188029","129.320157,35.6940679","127.9637498,37.4999999","127.9637498,37.4999999","127.9637498,37.4999999","127.9637498,37.4999999","127.9637498,37.4999999","127.9637498,37.4999999","127.9637498,37.4999999","127.9637498,37.4999999","127.9637498,37.4999999","127.971996,37.4836175","127.9637498,37.4999999"
"127.25,35.8183145","129.3195351,35.6941305","127.9637794,37.5000232","127.9637794,37.5000232","127.9637794,37.5000232","127.9637794,37.5000232","127.9637794,37.5000232","127.9637794,37.5000232","127.9637794,37.5000232","127.9637794,37.5000232","127.9637794,37.5000232","127.9716296,37.4838082","127.9637794,37.5000232"
"127.2499054,35.8181007","129.3192127,35.6941904","127.9639693,37.5001748","127.9639693,37.5001748","127.9639693,37.5001748","127.9639693,37.5001748","127.9639693,37.5001748","127.9639693,37.5001748","127.9639693,37.5001748","127.9639693,37.5001748","127.9639693,37.5001748","127.9714426,37.4839216","127.9639693,37.5001748"
"127.2495997,35.817459","129.3188725,35.6942469","127.9645411,37.5006259","127.9645411,37.5006259","127.9645411,37.5006259","127.9645411,37.5006259","127.9645411,37.5006259","127.9645411,37.5006259","127.9645411,37.5006259","127.9645411,37.5006259","127.9645411,37.5006259","127.9713524,37.483977","127.9645411,37.5006259"
"127.249352,35.816665","129.3174259,35.6944869","127.9655689,37.5014394","127.9655689,37.5014394","127.9655689,37.5014394","127.9655689,37.5014394","127.9655689,37.5014394","127.9655689,37.5014394","127.9655689,37.5014394","127.9655689,37.5014394","127.9655689,37.5014394","127.9712228,37.4840559","127.9655689,37.5014394"
"127.2491733,35.8154177","129.3161135,35.6947041","127.9667115,37.5023246","127.9667115,37.5023246","127.9667115,37.5023246","127.9667115,37.5023246","127.9667115,37.5023246","127.9667115,37.5023246","127.9667115,37.5023246","127.9667115,37.5023246","127.9667115,37.5023246","127.9708151,37.4843289","127.9667115,37.5023246"
"127.249129,35.8150624","129.3159406,35.6947329","127.9679381,37.5032724","127.9679381,37.5032724","127.9679381,37.5032724","127.9679381,37.5032724","127.9679381,37.5032724","127.9679381,37.5032724","127.9679381,37.5032724","127.9679381,37.5032724","127.9679381,37.5032724","127.9704255,37.484617","127.9679381,37.5032724"
"127.2491177,35.8147946","129.3156114,35.6947874","127.9698754,37.5047682","127.9698754,37.5047682","127.9698754,37.5047682","127.9698754,37.5047682","127.9698754,37.5047682","127.9698754,37.5047682","127.9698754,37.5047682","127.9698754,37.5047682","127.9698754,37.5047682","127.9700824,37.4849032","127.9698754,37.5047682"
"127.2491195,35.8142365","129.3142098,35.6950177","127.9702699,37.5050731","127.9702699,37.5050731","127.9702699,37.5050731","127.9702699,37.5050731","127.9702699,37.5050731","127.9702699,37.5050731","127.9702699,37.5050731","127.9702699,37.5050731","127.9702699,37.5050731","127.969648,37.48527","127.9702699,37.5050731"
"127.2491365,35.8137578","129.3139941,35.6950534","127.970412,37.5051825","127.970412,37.5051825","127.970412,37.5051825","127.970412,37.5051825","127.970412,37.5051825","127.970412,37.5051825","127.970412,37.5051825","127.970412,37.5051825","127.970412,37.5051825","127.9692614,37.4856709","127.970412,37.5051825"
"127.249185,35.813454","129.3133289,35.6951581","127.972062,37.5064991","127.972062,37.5064991","127.972062,37.5064991","127.972062,37.5064991","127.972062,37.5064991","127.972062,37.5064991","127.972062,37.5064991","127.972062,37.5064991","127.972062,37.5064991","127.9690056,37.4859937","127.972062,37.5064991"
"127.249316,35.8126212","129.3132486,35.695171","127.9721359,37.5065565","127.9721359,37.5065565","127.9721359,37.5065565","127.9721359,37.5065565","127.9721359,37.5065565","127.9721359,37.5065565","127.9721359,37.5065565","127.9721359,37.5065565","127.9721359,37.5065565","127.9686601,37.4864628","127.9721359,37.5065565"
"127.2493318,35.8125248","129.3123183,35.6953284","127.9724872,37.5068327","127.9724872,37.5068327","127.9724872,37.5068327","127.9724872,37.5068327","127.9724872,37.5068327","127.9724872,37.5068327","127.9724872,37.5068327","127.9724872,37.5068327","127.9724872,37.5068327","127.9684931,37.4867024","127.9724872,37.5068327"
"127.2493879,35.8122959","129.311321,35.6955012","127.9727963,37.5070478","127.9727963,37.5070478","127.9727963,37.5070478","127.9727963,37.5070478","127.9727963,37.5070478","127.9727963,37.5070478","127.9727963,37.5070478","127.9727963,37.5070478","127.9727963,37.5070478","127.9682615,37.4871143","127.9727963,37.5070478"
"127.2495396,35.8115839","129.3105181,35.6956746","127.9730759,37.5072423","127.9730759,37.5072423","127.9730759,37.5072423","127.9730759,37.5072423","127.9730759,37.5072423","127.9730759,37.5072423","127.9730759,37.5072423","127.9730759,37.5072423","127.9730759,37.5072423","127.9673863,37.4888015","127.9730759,37.5072423"
"127.2498881,35.8105766","129.3101301,35.6957661","127.9744246,37.5081328","127.9744246,37.5081328","127.9744246,37.5081328","127.9744246,37.5081328","127.9744246,37.5081328","127.9744246,37.5081328","127.9744246,37.5081328","127.9744246,37.5081328","127.9744246,37.5081328","127.9670666,37.4894184","127.9744246,37.5081328"
"127.2499996,35.8102955","129.3096709,35.6958893","127.9758746,37.5089499","127.9758746,37.5089499","127.9758746,37.5089499","127.9758746,37.5089499","127.9758746,37.5089499","127.9758746,37.5089499","127.9758746,37.5089499","127.9758746,37.5089499","127.9758746,37.5089499","127.9667213,37.490085","127.9758746,37.5089499"
"127.2504119,35.8094326","129.3093352,35.6959971","127.9767376,37.5094242","127.9767376,37.5094242","127.9767376,37.5094242","127.9767376,37.5094242","127.9767376,37.5094242","127.9767376,37.5094242","127.9767376,37.5094242","127.9767376,37.5094242","127.9767376,37.5094242","127.966149,37.4911995","127.9767376,37.5094242"
"127.2512358,35.808246","129.3089165,35.6961495","127.9773234,37.5097427","127.9773234,37.5097427","127.9773234,37.5097427","127.9773234,37.5097427","127.9773234,37.5097427","127.9773234,37.5097427","127.9773234,37.5097427","127.9773234,37.5097427","127.9773234,37.5097427","127.9653896,37.492779","127.9773234,37.5097427"
"127.2515124,35.8079139","129.308429,35.6963407","127.9807368,37.5116325","127.9807368,37.5116325","127.9807368,37.5116325","127.9807368,37.5116325","127.9807368,37.5116325","127.9807368,37.5116325","127.9807368,37.5116325","127.9807368,37.5116325","127.9807368,37.5116325","127.9650322,37.4935285","127.9807368,37.5116325"
"127.2520013,35.8073063","129.308143,35.6964469","127.9811716,37.5118606","127.9811716,37.5118606","127.9811716,37.5118606","127.9811716,37.5118606","127.9811716,37.5118606","127.9811716,37.5118606","127.9811716,37.5118606","127.9811716,37.5118606","127.9811716,37.5118606","127.9635447,37.4966468","127.9811716,37.5118606"
"127.2524144,35.8068951","129.3077277,35.696655","127.9829498,37.5128241","127.9829498,37.5128241","127.9829498,37.5128241","127.9829498,37.5128241","127.9829498,37.5128241","127.9829498,37.5128241","127.9829498,37.5128241","127.9829498,37.5128241","127.9829498,37.5128241","127.9631762,37.4974198","127.9829498,37.5128241"
"127.2535419,35.8059246","129.3071444,35.6969568","127.98377,37.5133237","127.98377,37.5133237","127.98377,37.5133237","127.98377,37.5133237","127.98377,37.5133237","127.98377,37.5133237","127.98377,37.5133237","127.98377,37.5133237","127.98377,37.5133237","127.9624985,37.4988781","127.98377,37.5133237"
"127.2538359,35.8057052","129.3067916,35.6971424","127.9841075,37.513545","127.9841075,37.513545","127.9841075,37.513545","127.9841075,37.513545","127.9841075,37.513545","127.9841075,37.513545","127.9841075,37.513545","127.9841075,37.513545","127.9841075,37.513545","127.9623654,37.4991292","127.9841075,37.513545"
"127.2550604,35.8048863","129.3055539,35.6979768","127.9847819,37.5140623","127.9847819,37.5140623","127.9847819,37.5140623","127.9847819,37.5140623","127.9847819,37.5140623","127.9847819,37.5140623","127.9847819,37.5140623","127.9847819,37.5140623","127.9847819,37.5140623","127.9620171,37.4997147","127.9847819,37.5140623"
"127.2559085,35.8044237","129.3051562,35.6981802","127.9853798,37.514661","127.9853798,37.514661","127.9853798,37.514661","127.9853798,37.514661","127.9853798,37.514661","127.9853798,37.514661","127.9853798,37.514661","127.9853798,37.514661","127.9853798,37.514661","127.9619016,37.4998792","127.9853798,37.514661"
"127.2563962,35.8041822","129.3045896,35.6986863","127.9859802,37.5154608","127.9859802,37.5154608","127.9859802,37.5154608","127.9859802,37.5154608","127.9859802,37.5154608","127.9859802,37.5154608","127.9859802,37.5154608","127.9859802,37.5154608","127.9859802,37.5154608","127.9618164,37.4999994","127.9859802,37.5154608"
"127.2574545,35.8037578","129.3038464,35.6994998","127.9861413,37.515699","127.9861413,37.515699","127.9861413,37.515699","127.9861413,37.515699","127.9861413,37.515699","127.9861413,37.515699","127.9861413,37.515699","127.9861413,37.515699","127.9861413,37.515699","127.9614265,37.5004426","127.9861413,37.515699"
"127.25827,35.8034746","129.3031723,35.7003844","127.9861665,37.515752","127.9861665,37.515752","127.9861665,37.515752","127.9861665,37.515752","127.9861665,37.515752","127.9861665,37.515752","127.9861665,37.515752","127.9861665,37.515752","127.9861665,37.515752","127.9611318,37.5007204","127.9861665,37.515752"
"127.2587552,35.8033349","129.302797,35.7009922","127.9862824,37.5159949","127.9862824,37.5159949","127.9862824,37.5159949","127.9862824,37.5159949","127.9862824,37.5159949","127.9862824,37.5159949","127.9862824,37.5159949","127.9862824,37.5159949","127.9862824,37.5159949","127.9608063,37.5009606","127.9862824,37.5159949"
"127.2592126,35.803224","129.3026959,35.7011677","127.986412,37.5162684","127.986412,37.5162684","127.986412,37.5162684","127.986412,37.5162684","127.986412,37.5162684","127.986412,37.5162684","127.986412,37.5162684","127.986412,37.5162684","127.986412,37.5162684","127.9605822,37.5011255","127.986412,37.5162684"
"127.259649,35.803132","129.3025602,35.7014248","127.9865963,37.5167598","127.9865963,37.5167598","127.9865963,37.5167598","127.9865963,37.5167598","127.9865963,37.5167598","127.9865963,37.5167598","127.9865963,37.5167598","127.9865963,37.5167598","127.9865963,37.5167598","127.9601745,37.5014245","127.9865963,37.5167598"
"127.2601672,35.8030366","129.3024502,35.7016437","127.9866657,37.5169965","127.9866657,37.5169965","127.9866657,37.5169965","127.9866657,37.5169965","127.9866657,37.5169965","127.9866657,37.5169965","127.9866657,37.5169965","127.9866657,37.5169965","127.9866657,37.5169965","127.9599234,37.5016112","127.9866657,37.5169965"
"127.2609733,35.8029273","129.302065,35.7025492","127.9867833,37.517508","127.9867833,37.517508","127.9867833,37.517508","127.9867833,37.517508","127.9867833,37.517508","127.9867833,37.517508","127.9867833,37.517508","127.9867833,37.517508","127.9867833,37.517508","127.9598242,37.5016828","127.9867833,37.517508"
"127.2614339,35.8028777","129.3016872,35.7034897","127.9868725,37.5181783","127.9868725,37.5181783","127.9868725,37.5181783","127.9868725,37.5181783","127.9868725,37.5181783","127.9868725,37.5181783","127.9868725,37.5181783","127.9868725,37.5181783","127.9868725,37.5181783","127.9596327,37.5018187","127.9868725,37.5181783"
"127.2618811,35.8028488","129.3015817,35.7037626","127.9868735,37.5185073","127.9868735,37.5185073","127.9868735,37.5185073","127.9868735,37.5185073","127.9868735,37.5185073","127.9868735,37.5185073","127.9868735,37.5185073","127.9868735,37.5185073","127.9868735,37.5185073","127.9591485,37.5021884","127.9868735,37.5185073"
"127.2627577,35.8028253","129.3014915,35.7039767","127.9868697,37.5187876","127.9868697,37.5187876","127.9868697,37.5187876","127.9868697,37.5187876","127.9868697,37.5187876","127.9868697,37.5187876","127.9868697,37.5187876","127.9868697,37.5187876","127.9868697,37.5187876","127.958867,37.5024085","127.9868697,37.5187876"
"127.2639166,35.8027933","129.3008833,35.7055851","127.9868274,37.5192376","127.9868274,37.5192376","127.9868274,37.5192376","127.9868274,37.5192376","127.9868274,37.5192376","127.9868274,37.5192376","127.9868274,37.5192376","127.9868274,37.5192376","127.9868274,37.5192376","127.9582746,37.5028515","127.9868274,37.5192376"
"127.264831,35.8027482","129.3004874,35.7065115","127.9867474,37.5196408","127.9867474,37.5196408","127.9867474,37.5196408","127.9867474,37.5196408","127.9867474,37.5196408","127.9867474,37.5196408","127.9867474,37.5196408","127.9867474,37.5196408","127.9867474,37.5196408","127.957805,37.5032031","127.9867474,37.5196408"
"127.2661307,35.8026354","129.3002214,35.7070185","127.9866418,37.5201072","127.9866418,37.5201072","127.9866418,37.5201072","127.9866418,37.5201072","127.9866418,37.5201072","127.9866418,37.5201072","127.9866418,37.5201072","127.9866418,37.5201072","127.9866418,37.5201072","127.9573972,37.5034886","127.9866418,37.5201072"
"127.2672102,35.802486","129.2999491,35.707494","127.9865372,37.5203925","127.9865372,37.5203925","127.9865372,37.5203925","127.9865372,37.5203925","127.9865372,37.5203925","127.9865372,37.5203925","127.9865372,37.5203925","127.9865372,37.5203925","127.9865372,37.5203925","127.9572868,37.5035692","127.9865372,37.5203925"
"127.2681116,35.8023453","129.2994429,35.7082309","127.9863855,37.5207194","127.9863855,37.5207194","127.9863855,37.5207194","127.9863855,37.5207194","127.9863855,37.5207194","127.9863855,37.5207194","127.9863855,37.5207194","127.9863855,37.5207194","127.9863855,37.5207194","127.9570988,37.5037268","127.9863855,37.5207194"
"127.2693417,35.8021583","129.2990154,35.7087313","127.9861048,37.5212451","127.9861048,37.5212451","127.9861048,37.5212451","127.9861048,37.5212451","127.9861048,37.5212451","127.9861048,37.5212451","127.9861048,37.5212451","127.9861048,37.5212451","127.9861048,37.5212451","127.9567502,37.5040842","127.9861048,37.5212451"
"127.2698789,35.8020349","129.29861,35.7091394","127.9858281,37.5216726","127.9858281,37.5216726","127.9858281,37.5216726","127.9858281,37.5216726","127.9858281,37.5216726","127.9858281,37.5216726","127.9858281,37.5216726","127.9858281,37.5216726","127.9858281,37.5216726","127.956513,37.5043348","127.9858281,37.5216726"
"127.2711406,35.8016496","129.2984695,35.7092804","127.9855037,37.5220859","127.9855037,37.5220859","127.9855037,37.5220859","127.9855037,37.5220859","127.9855037,37.5220859","127.9855037,37.5220859","127.9855037,37.5220859","127.9855037,37.5220859","127.9855037,37.5220859","127.9564253,37.5044262","127.9855037,37.5220859"
"127.2717222,35.8014388","129.2983798,35.709371","127.9848092,37.5228423","127.9848092,37.5228423","127.9848092,37.5228423","127.9848092,37.5228423","127.9848092,37.5228423","127.9848092,37.5228423","127.9848092,37.5228423","127.9848092,37.5228423","127.9848092,37.5228423","127.956286,37.5045844","127.9848092,37.5228423"
"127.2719604,35.8013582","129.2981411,35.709572","127.9843213,37.5233346","127.9843213,37.5233346","127.9843213,37.5233346","127.9843213,37.5233346","127.9843213,37.5233346","127.9843213,37.5233346","127.9843213,37.5233346","127.9843213,37.5233346","127.9843213,37.5233346","127.9561133,37.5048267","127.9843213,37.5233346"
"127.2726074,35.8011376","129.2977729,35.7098614","127.9834263,37.5242378","127.9834263,37.5242378","127.9834263,37.5242378","127.9834263,37.5242378","127.9834263,37.5242378","127.9834263,37.5242378","127.9834263,37.5242378","127.9834263,37.5242378","127.9834263,37.5242378","127.9558126,37.5052515","127.9834263,37.5242378"
"127.2749495,35.8002791","129.297673,35.7099396","127.9823761,37.5252967","127.9823761,37.5252967","127.9823761,37.5252967","127.9823761,37.5252967","127.9823761,37.5252967","127.9823761,37.5252967","127.9823761,37.5252967","127.9823761,37.5252967","127.9823761,37.5252967","127.9549898,37.5065138","127.9823761,37.5252967"
"127.2760574,35.7998638","129.2972743,35.7102484","127.9815462,37.5261302","127.9815462,37.5261302","127.9815462,37.5261302","127.9815462,37.5261302","127.9815462,37.5261302","127.9815462,37.5261302","127.9815462,37.5261302","127.9815462,37.5261302","127.9815462,37.5261302","127.9549663,37.5065482","127.9815462,37.5261302"
"127.278354,35.7990322","129.2970035,35.7104445","127.9807321,37.5269484","127.9807321,37.5269484","127.9807321,37.5269484","127.9807321,37.5269484","127.9807321,37.5269484","127.9807321,37.5269484","127.9807321,37.5269484","127.9807321,37.5269484","127.9807321,37.5269484","127.9549315,37.5065979","127.9807321,37.5269484"
"127.2798153,35.7984903","129.2967463,35.7106079","127.980058,37.5277155","127.980058,37.5277155","127.980058,37.5277155","127.980058,37.5277155","127.980058,37.5277155","127.980058,37.5277155","127.980058,37.5277155","127.980058,37.5277155","127.980058,37.5277155","127.9548878,37.5066711","127.980058,37.5277155"
"127.2807005,35.7981565","129.2963837,35.7108053","127.9795474,37.5284062","127.9795474,37.5284062","127.9795474,37.5284062","127.9795474,37.5284062","127.9795474,37.5284062","127.9795474,37.5284062","127.9795474,37.5284062","127.9795474,37.5284062","127.9795474,37.5284062","127.9548497,37.5067361","127.9795474,37.5284062"
"127.2817075,35.7977896","129.2963083,35.7108434","127.9791807,37.5291071","127.9791807,37.5291071","127.9791807,37.5291071","127.9791807,37.5291071","127.9791807,37.5291071","127.9791807,37.5291071","127.9791807,37.5291071","127.9791807,37.5291071","127.9791807,37.5291071","127.9547905,37.506858","127.9791807,37.5291071"
"127.2824841,35.7974998","129.2960231,35.7109883","127.9790401,37.5294159","127.9790401,37.5294159","127.9790401,37.5294159","127.9790401,37.5294159","127.9790401,37.5294159","127.9790401,37.5294159","127.9790401,37.5294159","127.9790401,37.5294159","127.9790401,37.5294159","127.9547215,37.5070476","127.9790401,37.5294159"
"127.2826082,35.7974531","129.2956373,35.7111834","127.9788323,37.530027","127.9788323,37.530027","127.9788323,37.530027","127.9788323,37.530027","127.9788323,37.530027","127.9788323,37.530027","127.9788323,37.530027","127.9788323,37.530027","127.9788323,37.530027","127.9545167,37.5076063","127.9788323,37.530027"
"127.2826957,35.7974253","129.2954985,35.711254","127.9787102,37.5305683","127.9787102,37.5305683","127.9787102,37.5305683","127.9787102,37.5305683","127.9787102,37.5305683","127.9787102,37.5305683","127.9787102,37.5305683","127.9787102,37.5305683","127.9787102,37.5305683","127.9544294,37.5079564","127.9787102,37.5305683"
"127.2841081,35.7969455","129.2949674,35.7114773","127.9786435,37.5311211","127.9786435,37.5311211","127.9786435,37.5311211","127.9786435,37.5311211","127.9786435,37.5311211","127.9786435,37.5311211","127.9786435,37.5311211","127.9786435,37.5311211","127.9786435,37.5311211","127.9543289,37.5083479","127.9786435,37.5311211"
"127.2866259,35.7960971","129.2945025,35.7116447","127.9786402,37.531488","127.9786402,37.531488","127.9786402,37.531488","127.9786402,37.531488","127.9786402,37.531488","127.9786402,37.531488","127.9786402,37.531488","127.9786402,37.531488","127.9786402,37.531488","127.9543171,37.5084643","127.9786402,37.531488"
"127.2933494,35.7938079","129.2944695,35.7116551","127.9786697,37.5320242","127.9786697,37.5320242","127.9786697,37.5320242","127.9786697,37.5320242","127.9786697,37.5320242","127.9786697,37.5320242","127.9786697,37.5320242","127.9786697,37.5320242","127.9786697,37.5320242","127.9542789,37.5086979","127.9786697,37.5320242"
"127.2964866,35.7930081","129.2935695,35.7119399","127.9787266,37.5324331","127.9787266,37.5324331","127.9787266,37.5324331","127.9787266,37.5324331","127.9787266,37.5324331","127.9787266,37.5324331","127.9787266,37.5324331","127.9787266,37.5324331","127.9787266,37.5324331","127.9541828,37.5094491","127.9787266,37.5324331"
"127.3023321,35.792494","129.2926744,35.712148","127.9789004,37.5332364","127.9789004,37.5332364","127.9789004,37.5332364","127.9789004,37.5332364","127.9789004,37.5332364","127.9789004,37.5332364","127.9789004,37.5332364","127.9789004,37.5332364","127.9789004,37.5332364","127.9539418,37.5113194","127.9789004,37.5332364"
"127.302362,35.7924913","129.2924288,35.7121841","127.9792675,37.5345338","127.9792675,37.5345338","127.9792675,37.5345338","127.9792675,37.5345338","127.9792675,37.5345338","127.9792675,37.5345338","127.9792675,37.5345338","127.9792675,37.5345338","127.9792675,37.5345338","127.9538199,37.5121131","127.9792675,37.5345338"
"127.3071193,35.7921276","129.2916852,35.7122997","127.9796187,37.5358267","127.9796187,37.5358267","127.9796187,37.5358267","127.9796187,37.5358267","127.9796187,37.5358267","127.9796187,37.5358267","127.9796187,37.5358267","127.9796187,37.5358267","127.9796187,37.5358267","127.9537494,37.5124333","127.9796187,37.5358267"
"127.3074226,35.7920893","129.2915297,35.7123129","127.9801061,37.5377014","127.9801061,37.5377014","127.9801061,37.5377014","127.9801061,37.5377014","127.9801061,37.5377014","127.9801061,37.5377014","127.9801061,37.5377014","127.9801061,37.5377014","127.9801061,37.5377014","127.9536273,37.5128286","127.9801061,37.5377014"
"127.3087321,35.7919471","129.291271,35.7123636","127.9801647,37.5381833","127.9801647,37.5381833","127.9801647,37.5381833","127.9801647,37.5381833","127.9801647,37.5381833","127.9801647,37.5381833","127.9801647,37.5381833","127.9801647,37.5381833","127.9801647,37.5381833","127.9535607,37.5130325","127.9801647,37.5381833"
"127.310812,35.791716","129.2906746,35.7124356","127.9801819,37.5385682","127.9801819,37.5385682","127.9801819,37.5385682","127.9801819,37.5385682","127.9801819,37.5385682","127.9801819,37.5385682","127.9801819,37.5385682","127.9801819,37.5385682","127.9801819,37.5385682","127.9534907,37.5132482","127.9801819,37.5385682"
"127.3117309,35.7915551","129.2895932,35.7125166","127.9801834,37.5388043","127.9801834,37.5388043","127.9801834,37.5388043","127.9801834,37.5388043","127.9801834,37.5388043","127.9801834,37.5388043","127.9801834,37.5388043","127.9801834,37.5388043","127.9801834,37.5388043","127.953454,37.5133601","127.9801834,37.5388043"
"127.3123364,35.7914497","129.2866151,35.7127033","127.9801803,37.5388512","127.9801803,37.5388512","127.9801803,37.5388512","127.9801803,37.5388512","127.9801803,37.5388512","127.9801803,37.5388512","127.9801803,37.5388512","127.9801803,37.5388512","127.9801803,37.5388512","127.9534118,37.5134883","127.9801803,37.5388512"
"127.3133118,35.7912583","129.2858071,35.7127531","127.9801336,37.5395157","127.9801336,37.5395157","127.9801336,37.5395157","127.9801336,37.5395157","127.9801336,37.5395157","127.9801336,37.5395157","127.9801336,37.5395157","127.9801336,37.5395157","127.9801336,37.5395157","127.9533372,37.5136914","127.9801336,37.5395157"
"127.3145243,35.79095","129.2819833,35.7129892","127.9800715,37.539899","127.9800715,37.539899","127.9800715,37.539899","127.9800715,37.539899","127.9800715,37.539899","127.9800715,37.539899","127.9800715,37.539899","127.9800715,37.539899","127.9800715,37.539899","127.953325,37.5137329","127.9800715,37.539899"
"127.3154489,35.7906827","129.2757008,35.7134076","127.9799013,37.5405397","127.9799013,37.5405397","127.9799013,37.5405397","127.9799013,37.5405397","127.9799013,37.5405397","127.9799013,37.5405397","127.9799013,37.5405397","127.9799013,37.5405397","127.9799013,37.5405397","127.9532783,37.5138638","127.9799013,37.5405397"
"127.3162508,35.7904044","129.2746877,35.713482","127.9797725,37.5409214","127.9797725,37.5409214","127.9797725,37.5409214","127.9797725,37.5409214","127.9797725,37.5409214","127.9797725,37.5409214","127.9797725,37.5409214","127.9797725,37.5409214","127.9797725,37.5409214","127.9532004,37.5140867","127.9797725,37.5409214"
"127.3169618,35.7901576","129.2734411,35.7135446","127.9796285,37.5412438","127.9796285,37.5412438","127.9796285,37.5412438","127.9796285,37.5412438","127.9796285,37.5412438","127.9796285,37.5412438","127.9796285,37.5412438","127.9796285,37.5412438","127.9796285,37.5412438","127.9529992,37.5146833","127.9796285,37.5412438"
"127.3189722,35.7893248","129.2730304,35.713565","127.9793625,37.541774","127.9793625,37.541774","127.9793625,37.541774","127.9793625,37.541774","127.9793625,37.541774","127.9793625,37.541774","127.9793625,37.541774","127.9793625,37.541774","127.9793625,37.541774","127.952798,37.5154763","127.9793625,37.541774"
"127.320162,35.7887496","129.2727985,35.7135775","127.9789319,37.5425915","127.9789319,37.5425915","127.9789319,37.5425915","127.9789319,37.5425915","127.9789319,37.5425915","127.9789319,37.5425915","127.9789319,37.5425915","127.9789319,37.5425915","127.9789319,37.5425915","127.9526402,37.5161404","127.9789319,37.5425915"
"127.321025,35.7883244","129.2712405,35.7136013","127.9783566,37.5437818","127.9783566,37.5437818","127.9783566,37.5437818","127.9783566,37.5437818","127.9783566,37.5437818","127.9783566,37.5437818","127.9783566,37.5437818","127.9783566,37.5437818","127.9783566,37.5437818","127.9524858,37.516807","127.9783566,37.5437818"
"127.3249543,35.7858552","129.2707375,35.7135501","127.9782539,37.5440192","127.9782539,37.5440192","127.9782539,37.5440192","127.9782539,37.5440192","127.9782539,37.5440192","127.9782539,37.5440192","127.9782539,37.5440192","127.9782539,37.5440192","127.9782539,37.5440192","127.9524531,37.5170028","127.9782539,37.5440192"
"127.3262308,35.7850591","129.2698514,35.7135677","127.9780231,37.5445709","127.9780231,37.5445709","127.9780231,37.5445709","127.9780231,37.5445709","127.9780231,37.5445709","127.9780231,37.5445709","127.9780231,37.5445709","127.9780231,37.5445709","127.9780231,37.5445709","127.952382,37.5174177","127.9780231,37.5445709"
"127.3331856,35.7807547","129.2694725,35.7135787","127.9778674,37.5451808","127.9778674,37.5451808","127.9778674,37.5451808","127.9778674,37.5451808","127.9778674,37.5451808","127.9778674,37.5451808","127.9778674,37.5451808","127.9778674,37.5451808","127.9778674,37.5451808","127.9523407,37.5178766","127.9778674,37.5451808"
