0,1,2,3,4,5,6,7,8,9,10,11,12
"128.108638,35.7093638","129.352437,36.1980745","128.6018607,38.0671441","128.6018607,38.0671441","128.6018607,38.0671441","128.6018607,38.0671441","128.6018607,38.0671441","128.6018607,38.0671441","128.6018607,38.0671441","128.6018607,38.0671441","128.6018607,38.0671441","128.0696751,37.9501394","128.6018607,38.0671441"
"128.1103828,35.7092576","129.3524621,36.1986664","128.6017112,38.0674357","128.6017112,38.0674357","128.6017112,38.0674357","128.6017112,38.0674357","128.6017112,38.0674357","128.6017112,38.0674357","128.6017112,38.0674357","128.6017112,38.0674357","128.6017112,38.0674357","128.069697,37.9501753","128.6017112,38.0674357"
"128.1118956,35.7091886","129.3523511,36.1997128","128.601561,38.0676029","128.601561,38.0676029","128.601561,38.0676029","128.601561,38.0676029","128.601561,38.0676029","128.601561,38.0676029","128.601561,38.0676029","128.601561,38.0676029","128.601561,38.0676029","128.0698798,37.9505602","128.601561,38.0676029"
"128.1136222,35.7088778","129.3523493,36.1997327","128.6013358,38.0677916","128.6013358,38.0677916","128.6013358,38.0677916","128.6013358,38.0677916","128.6013358,38.0677916","128.6013358,38.0677916","128.6013358,38.0677916","128.6013358,38.0677916","128.6013358,38.0677916","128.0700424,37.9509821","128.6013358,38.0677916"
"128.1145217,35.7086848","129.3522499,36.2005167","128.6013099,38.0678135","128.6013099,38.0678135","128.6013099,38.0678135","128.6013099,38.0678135","128.6013099,38.0678135","128.6013099,38.0678135","128.6013099,38.0678135","128.6013099,38.0678135","128.6013099,38.0678135","128.0702873,37.9517326","128.6013099,38.0678135"
"128.1157624,35.7084503","129.352162,36.2012247","128.6010316,38.0679576","128.6010316,38.0679576","128.6010316,38.0679576","128.6010316,38.0679576","128.6010316,38.0679576","128.6010316,38.0679576","128.6010316,38.0679576","128.6010316,38.0679576","128.6010316,38.0679576","128.0704624,37.9521499","128.6010316,38.0679576"
"128.116767,35.7082631","129.3521559,36.201296","128.6009389,38.0680062","128.6009389,38.0680062","128.6009389,38.0680062","128.6009389,38.0680062","128.6009389,38.0680062","128.6009389,38.0680062","128.6009389,38.0680062","128.6009389,38.0680062","128.6009389,38.0680062","128.0705881,37.952371","128.6009389,38.0680062"
"128.1172647,35.7081559","129.3521483,36.2013511","128.6002222,38.0682617","128.6002222,38.0682617","128.6002222,38.0682617","128.6002222,38.0682617","128.6002222,38.0682617","128.6002222,38.0682617","128.6002222,38.0682617","128.6002222,38.0682617","128.6002222,38.0682617","128.0706619,37.9524914","128.6002222,38.0682617"
"128.1174181,35.7081245","129.3520876,36.2018398","128.5989624,38.0687124","128.5989624,38.0687124","128.5989624,38.0687124","128.5989624,38.0687124","128.5989624,38.0687124","128.5989624,38.0687124","128.5989624,38.0687124","128.5989624,38.0687124","128.5989624,38.0687124","128.0708149,37.9526998","128.5989624,38.0687124"
"128.1207137,35.707443","129.3520809,36.2018867","128.5976946,38.0691622","128.5976946,38.0691622","128.5976946,38.0691622","128.5976946,38.0691622","128.5976946,38.0691622","128.5976946,38.0691622","128.5976946,38.0691622","128.5976946,38.0691622","128.5976946,38.0691622","128.0713617,37.9533497","128.5976946,38.0691622"
"128.1215526,35.7072773","129.3520658,36.2020033","128.597234,38.0693855","128.597234,38.0693855","128.597234,38.0693855","128.597234,38.0693855","128.597234,38.0693855","128.597234,38.0693855","128.597234,38.0693855","128.597234,38.0693855","128.597234,38.0693855","128.0714582,37.953461","128.597234,38.0693855"
"128.123976,35.7067508","129.3520245,36.2023248","128.5969193,38.0695381","128.5969193,38.0695381","128.5969193,38.0695381","128.5969193,38.0695381","128.5969193,38.0695381","128.5969193,38.0695381","128.5969193,38.0695381","128.5969193,38.0695381","128.5969193,38.0695381","128.0716546,37.9536853","128.5969193,38.0695381"
"128.124999,35.7065228","129.3519953,36.2025506","128.5965564,38.069737","128.5965564,38.069737","128.5965564,38.069737","128.5965564,38.069737","128.5965564,38.069737","128.5965564,38.069737","128.5965564,38.069737","128.5965564,38.069737","128.5965564,38.069737","128.0720978,37.954178","128.5965564,38.069737"
"128.1256685,35.7063363","129.351843,36.2038762","128.595637,38.0703143","128.595637,38.0703143","128.595637,38.0703143","128.595637,38.0703143","128.595637,38.0703143","128.595637,38.0703143","128.595637,38.0703143","128.595637,38.0703143","128.595637,38.0703143","128.073324,37.9555321","128.595637,38.0703143"
"128.126103,35.7062015","129.3518247,36.2040415","128.5944115,38.0711557","128.5944115,38.0711557","128.5944115,38.0711557","128.5944115,38.0711557","128.5944115,38.0711557","128.5944115,38.0711557","128.5944115,38.0711557","128.5944115,38.0711557","128.5944115,38.0711557","128.0734572,37.95569","128.5944115,38.0711557"
"128.1271384,35.7058661","129.3516623,36.2054583","128.5941667,38.0712571","128.5941667,38.0712571","128.5941667,38.0712571","128.5941667,38.0712571","128.5941667,38.0712571","128.5941667,38.0712571","128.5941667,38.0712571","128.5941667,38.0712571","128.5941667,38.0712571","128.0735849,37.9558616","128.5941667,38.0712571"
"128.1280359,35.7055738","129.3515373,36.2065744","128.5938904,38.0714598","128.5938904,38.0714598","128.5938904,38.0714598","128.5938904,38.0714598","128.5938904,38.0714598","128.5938904,38.0714598","128.5938904,38.0714598","128.5938904,38.0714598","128.5938904,38.0714598","128.0738199,37.9562209","128.5938904,38.0714598"
"128.1291953,35.7051314","129.3514656,36.2070713","128.5930797,38.072064","128.5930797,38.072064","128.5930797,38.072064","128.5930797,38.072064","128.5930797,38.072064","128.5930797,38.072064","128.5930797,38.072064","128.5930797,38.072064","128.5930797,38.072064","128.0739435,37.9564501","128.5930797,38.072064"
"128.1304151,35.7046318","129.3514023,36.2080675","128.5923673,38.0726807","128.5923673,38.0726807","128.5923673,38.0726807","128.5923673,38.0726807","128.5923673,38.0726807","128.5923673,38.0726807","128.5923673,38.0726807","128.5923673,38.0726807","128.5923673,38.0726807","128.0740235,37.9566327","128.5923673,38.0726807"
"128.1333297,35.7031875","129.3513901,36.2086355","128.5913564,38.0736265","128.5913564,38.0736265","128.5913564,38.0736265","128.5913564,38.0736265","128.5913564,38.0736265","128.5913564,38.0736265","128.5913564,38.0736265","128.5913564,38.0736265","128.5913564,38.0736265","128.0741535,37.9571026","128.5913564,38.0736265"
"128.1355356,35.7020191","129.3514074,36.2093222","128.5906829,38.0743339","128.5906829,38.0743339","128.5906829,38.0743339","128.5906829,38.0743339","128.5906829,38.0743339","128.5906829,38.0743339","128.5906829,38.0743339","128.5906829,38.0743339","128.5906829,38.0743339","128.0741833,37.9572718","128.5906829,38.0743339"
"128.1380681,35.7006415","129.3514367,36.209666","128.5896916,38.0755264","128.5896916,38.0755264","128.5896916,38.0755264","128.5896916,38.0755264","128.5896916,38.0755264","128.5896916,38.0755264","128.5896916,38.0755264","128.5896916,38.0755264","128.5896916,38.0755264","128.0742172,37.9576836","128.5896916,38.0755264"
"128.1397836,35.6996695","129.3514617,36.2099244","128.5896625,38.0755619","128.5896625,38.0755619","128.5896625,38.0755619","128.5896625,38.0755619","128.5896625,38.0755619","128.5896625,38.0755619","128.5896625,38.0755619","128.5896625,38.0755619","128.5896625,38.0755619","128.0742172,37.9578332","128.5896625,38.0755619"
"128.1401137,35.699482","129.3515567,36.2106053","128.589545,38.0757098","128.589545,38.0757098","128.589545,38.0757098","128.589545,38.0757098","128.589545,38.0757098","128.589545,38.0757098","128.589545,38.0757098","128.589545,38.0757098","128.589545,38.0757098","128.074208,37.9579585","128.589545,38.0757098"
"128.1456792,35.6964877","129.3516249,36.211091","128.5894411,38.0758595","128.5894411,38.0758595","128.5894411,38.0758595","128.5894411,38.0758595","128.5894411,38.0758595","128.5894411,38.0758595","128.5894411,38.0758595","128.5894411,38.0758595","128.5894411,38.0758595","128.0741701,37.9582156","128.5894411,38.0758595"
"128.1462383,35.6961836","129.3516367,36.2111665","128.5890113,38.0764754","128.5890113,38.0764754","128.5890113,38.0764754","128.5890113,38.0764754","128.5890113,38.0764754","128.5890113,38.0764754","128.5890113,38.0764754","128.5890113,38.0764754","128.5890113,38.0764754","128.0740807,37.9585666","128.5890113,38.0764754"
"128.1471593,35.6956755","129.3517617,36.2119416","128.5883394,38.0776001","128.5883394,38.0776001","128.5883394,38.0776001","128.5883394,38.0776001","128.5883394,38.0776001","128.5883394,38.0776001","128.5883394,38.0776001","128.5883394,38.0776001","128.5883394,38.0776001","128.0738481,37.9592572","128.5883394,38.0776001"
"128.1480475,35.6952154","129.3518249,36.2122165","128.5867405,38.080425","128.5867405,38.080425","128.5867405,38.080425","128.5867405,38.080425","128.5867405,38.080425","128.5867405,38.080425","128.5867405,38.080425","128.5867405,38.080425","128.5867405,38.080425","128.0737433,37.9596822","128.5867405,38.080425"
"128.1493486,35.6946828","129.3519248,36.2125827","128.5863338,38.0811425","128.5863338,38.0811425","128.5863338,38.0811425","128.5863338,38.0811425","128.5863338,38.0811425","128.5863338,38.0811425","128.5863338,38.0811425","128.5863338,38.0811425","128.5863338,38.0811425","128.0737356,37.9597129","128.5863338,38.0811425"
"128.1496064,35.6945786","129.3520117,36.2128743","128.5853478,38.0828568","128.5853478,38.0828568","128.5853478,38.0828568","128.5853478,38.0828568","128.5853478,38.0828568","128.5853478,38.0828568","128.5853478,38.0828568","128.5853478,38.0828568","128.5853478,38.0828568","128.0737324,37.959749","128.5853478,38.0828568"
"128.150199,35.6943383","129.3520372,36.2129659","128.5850778,38.0833333","128.5850778,38.0833333","128.5850778,38.0833333","128.5850778,38.0833333","128.5850778,38.0833333","128.5850778,38.0833333","128.5850778,38.0833333","128.5850778,38.0833333","128.5850778,38.0833333","128.0737017,37.9600402","128.5850778,38.0833333"
"128.1523926,35.6936069","129.3520515,36.2130062","128.5849032,38.0836305","128.5849032,38.0836305","128.5849032,38.0836305","128.5849032,38.0836305","128.5849032,38.0836305","128.5849032,38.0836305","128.5849032,38.0836305","128.5849032,38.0836305","128.5849032,38.0836305","128.073701,37.9600943","128.5849032,38.0836305"
"128.1534412,35.6933019","129.3521942,36.2133934","128.5843943,38.0845329","128.5843943,38.0845329","128.5843943,38.0845329","128.5843943,38.0845329","128.5843943,38.0845329","128.5843943,38.0845329","128.5843943,38.0845329","128.5843943,38.0845329","128.5843943,38.0845329","128.0737003,37.9602998","128.5843943,38.0845329"
"128.1546667,35.693004","129.3526868,36.2145666","128.5841139,38.0850077","128.5841139,38.0850077","128.5841139,38.0850077","128.5841139,38.0850077","128.5841139,38.0850077","128.5841139,38.0850077","128.5841139,38.0850077","128.5841139,38.0850077","128.5841139,38.0850077","128.0737213,37.9605205","128.5841139,38.0850077"
"128.1558088,35.6927904","129.3527912,36.2147471","128.5834628,38.0861646","128.5834628,38.0861646","128.5834628,38.0861646","128.5834628,38.0861646","128.5834628,38.0861646","128.5834628,38.0861646","128.5834628,38.0861646","128.5834628,38.0861646","128.5834628,38.0861646","128.0737466,37.9606953","128.5834628,38.0861646"
"128.1577949,35.6925109","129.3531252,36.215326","128.5829381,38.0871563","128.5829381,38.0871563","128.5829381,38.0871563","128.5829381,38.0871563","128.5829381,38.0871563","128.5829381,38.0871563","128.5829381,38.0871563","128.5829381,38.0871563","128.5829381,38.0871563","128.0737939,37.9609203","128.5829381,38.0871563"
"128.158852,35.6924384","129.3532249,36.2154994","128.5824355,38.088255","128.5824355,38.088255","128.5824355,38.088255","128.5824355,38.088255","128.5824355,38.088255","128.5824355,38.088255","128.5824355,38.088255","128.5824355,38.088255","128.5824355,38.088255","128.0738605,37.9611363","128.5824355,38.088255"
"128.1610193,35.6922958","129.3532539,36.2155494","128.5822841,38.0885853","128.5822841,38.0885853","128.5822841,38.0885853","128.5822841,38.0885853","128.5822841,38.0885853","128.5822841,38.0885853","128.5822841,38.0885853","128.5822841,38.0885853","128.5822841,38.0885853","128.0739567,37.9613675","128.5822841,38.0885853"
"128.1617044,35.6922785","129.3535322,36.2160301","128.5818194,38.0897811","128.5818194,38.0897811","128.5818194,38.0897811","128.5818194,38.0897811","128.5818194,38.0897811","128.5818194,38.0897811","128.5818194,38.0897811","128.5818194,38.0897811","128.5818194,38.0897811","128.0740747,37.9616076","128.5818194,38.0897811"
"128.1625621,35.6922828","129.3537856,36.2164426","128.581319,38.0914223","128.581319,38.0914223","128.581319,38.0914223","128.581319,38.0914223","128.581319,38.0914223","128.581319,38.0914223","128.581319,38.0914223","128.581319,38.0914223","128.581319,38.0914223","128.0744112,37.9621287","128.581319,38.0914223"
"128.1632618,35.692297","129.3541245,36.2169935","128.5810781,38.0924078","128.5810781,38.0924078","128.5810781,38.0924078","128.5810781,38.0924078","128.5810781,38.0924078","128.5810781,38.0924078","128.5810781,38.0924078","128.5810781,38.0924078","128.5810781,38.0924078","128.0746038,37.9624468","128.5810781,38.0924078"
"128.1634122,35.6922997","129.3546868,36.2179078","128.5808615,38.0937283","128.5808615,38.0937283","128.5808615,38.0937283","128.5808615,38.0937283","128.5808615,38.0937283","128.5808615,38.0937283","128.5808615,38.0937283","128.5808615,38.0937283","128.5808615,38.0937283","128.0749382,37.9629976","128.5808615,38.0937283"
"128.1646261,35.6923507","129.3550119,36.218441","128.5808115,38.0949031","128.5808115,38.0949031","128.5808115,38.0949031","128.5808115,38.0949031","128.5808115,38.0949031","128.5808115,38.0949031","128.5808115,38.0949031","128.5808115,38.0949031","128.5808115,38.0949031","128.0751734,37.9633714","128.5808115,38.0949031"
"128.1656369,35.69242","129.3553742,36.2190826","128.5808721,38.0956839","128.5808721,38.0956839","128.5808721,38.0956839","128.5808721,38.0956839","128.5808721,38.0956839","128.5808721,38.0956839","128.5808721,38.0956839","128.5808721,38.0956839","128.5808721,38.0956839","128.0753337,37.9636347","128.5808721,38.0956839"
"128.1662884,35.6924831","129.3555113,36.2192814","128.5809137,38.0962639","128.5809137,38.0962639","128.5809137,38.0962639","128.5809137,38.0962639","128.5809137,38.0962639","128.5809137,38.0962639","128.5809137,38.0962639","128.5809137,38.0962639","128.5809137,38.0962639","128.0755027,37.9639989","128.5809137,38.0962639"
"128.1668581,35.692544","129.3556122,36.2194575","128.5809473,38.0965366","128.5809473,38.0965366","128.5809473,38.0965366","128.5809473,38.0965366","128.5809473,38.0965366","128.5809473,38.0965366","128.5809473,38.0965366","128.5809473,38.0965366","128.5809473,38.0965366","128.0756112,37.96434","128.5809473,38.0965366"
"128.1673593,35.6926088","129.3561366,36.2205581","128.5810341,38.0972361","128.5810341,38.0972361","128.5810341,38.0972361","128.5810341,38.0972361","128.5810341,38.0972361","128.5810341,38.0972361","128.5810341,38.0972361","128.5810341,38.0972361","128.5810341,38.0972361","128.075913,37.965219","128.5810341,38.0972361"
"128.1678627,35.6926718","129.3564367,36.2214413","128.5811337,38.0978048","128.5811337,38.0978048","128.5811337,38.0978048","128.5811337,38.0978048","128.5811337,38.0978048","128.5811337,38.0978048","128.5811337,38.0978048","128.5811337,38.0978048","128.5811337,38.0978048","128.075927,37.9652613","128.5811337,38.0978048"
"128.1685921,35.6927949","129.3565845,36.2219979","128.5812375,38.0982698","128.5812375,38.0982698","128.5812375,38.0982698","128.5812375,38.0982698","128.5812375,38.0982698","128.5812375,38.0982698","128.5812375,38.0982698","128.5812375,38.0982698","128.5812375,38.0982698","128.0760493,37.9656176","128.5812375,38.0982698"
"128.1693348,35.6929269","129.3567371,36.2225742","128.5812896,38.0984838","128.5812896,38.0984838","128.5812896,38.0984838","128.5812896,38.0984838","128.5812896,38.0984838","128.5812896,38.0984838","128.5812896,38.0984838","128.5812896,38.0984838","128.5812896,38.0984838","128.0763899,37.9666678","128.5812896,38.0984838"
"128.1698895,35.6930348","129.3569372,36.2235077","128.581913,38.1006969","128.581913,38.1006969","128.581913,38.1006969","128.581913,38.1006969","128.581913,38.1006969","128.581913,38.1006969","128.581913,38.1006969","128.581913,38.1006969","128.581913,38.1006969","128.0765498,37.9671708","128.581913,38.1006969"
