0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
"127.194962,35.7868075","127.1767244,37.2837411","127.2182649,35.7617739","128.2247683,35.1877262","127.272376,37.2455054","128.2247683,35.1877262","127.2034631,35.7851842","127.5173732,36.6425924","128.2247683,35.1877262","128.2247683,35.1877262","128.2247683,35.1877262","128.2247683,35.1877262","128.2124309,36.1587154","128.6725496,36.5771949","128.5967189,35.2490449","128.8564306,36.5009926","128.5967189,35.2490449","128.5896226,35.2463184","128.2247683,35.1877262","128.5967189,35.2490449","128.5967189,35.2490449","129.3464124,36.0749746"
"127.195499,35.7861326","127.1766323,37.2836507","127.2190095,35.7576399","128.2247454,35.1877516","127.2730611,37.2452706","128.2247454,35.1877516","127.2040613,35.7843877","127.5174861,36.6423878","128.2247454,35.1877516","128.2247454,35.1877516","128.2247454,35.1877516","128.2247454,35.1877516","128.2099558,36.1585489","128.672311,36.5773794","128.5966993,35.2492245","128.8568586,36.500757","128.5966993,35.2492245","128.5891993,35.2467992","128.2247454,35.1877516","128.5966993,35.2492245","128.5966993,35.2492245","129.3462371,36.0750747"
"127.1959116,35.7855999","127.1763332,37.2834218","127.2192154,35.7563466","128.2247171,35.1877725","127.2740308,37.2448911","128.2247171,35.1877725","127.2043982,35.7839711","127.5176247,36.6419514","128.2247171,35.1877725","128.2247171,35.1877725","128.2247171,35.1877725","128.2247171,35.1877725","128.2087311,36.1584822","128.672171,36.5775078","128.596667,35.2493556","128.8573102,36.5005292","128.596667,35.2493556","128.589168,35.2468401","128.2247171,35.1877725","128.596667,35.2493556","128.596667,35.2493556","129.346112,36.0751415"
"127.1962619,35.7851248","127.17587,37.2830492","127.2192493,35.7561257","128.2246809,35.1877854","127.2749137,37.2444836","128.2246809,35.1877854","127.2047793,35.7835339","127.5179377,36.6408651","128.2246809,35.1877854","128.2246809,35.1877854","128.2246809,35.1877854","128.2246809,35.1877854","128.2067309,36.1583408","128.6719922,36.577735","128.5964218,35.2499998","128.8578679,36.5003056","128.5964218,35.2499998","128.5888525,35.2472477","128.2246809,35.1877854","128.5964218,35.2499998","128.5964218,35.2499998","129.3459365,36.0752325"
"127.1966747,35.7845325","127.1757192,37.2829631","127.2193735,35.7554002","128.2249997,35.188558","127.2761332,37.2438864","128.2249997,35.188558","127.2050771,35.783192","127.5181411,36.6401592","128.2249997,35.188558","128.2249997,35.188558","128.2249997,35.188558","128.2249997,35.188558","128.2019067,36.1580446","128.6712724,36.5783235","128.5963857,35.2500948","128.8584552,36.5001132","128.5963857,35.2500948","128.5888114,35.2472995","128.2249997,35.188558","128.5963857,35.2500948","128.5963857,35.2500948","129.3455175,36.0754535"
"127.1971165,35.7838809","127.1755356,37.2829023","127.2194062,35.7552236","128.2250356,35.1886417","127.2831415,37.2404669","128.2250356,35.1886417","127.2061444,35.782128","127.5181836,36.6400095","128.2250356,35.1886417","128.2250356,35.1886417","128.2250356,35.1886417","128.2250356,35.1886417","128.2018733,36.1580421","128.6710582,36.5785023","128.5962608,35.2504502","128.85894,36.4999995","128.5962608,35.2504502","128.5885626,35.2475975","128.2250356,35.1886417","128.5962608,35.2504502","128.5962608,35.2504502","129.3453728,36.0755342"
"127.1972245,35.783708","127.1753675,37.2829045","127.2195406,35.7544512","128.2252274,35.1890842","127.2837566,37.2402202","128.2252274,35.1890842","127.2074233,35.7809815","127.5182742,36.6398625","128.2252274,35.1890842","128.2252274,35.1890842","128.2252274,35.1890842","128.2252274,35.1890842","128.1996279,36.1578262","128.6710119,36.5785415","128.5961503,35.2508146","128.8592093,36.4999496","128.5961503,35.2508146","128.5884806,35.2477145","128.2252274,35.1890842","128.5961503,35.2508146","128.5961503,35.2508146","129.3451338,36.0756659"
"127.1972612,35.7836441","127.1752501,37.2829186","127.2197275,35.7535067","128.2252453,35.1891219","127.2843018,37.2400129","128.2252453,35.1891219","127.2076942,35.7807243","127.5183938,36.6397327","128.2252453,35.1891219","128.2252453,35.1891219","128.2252453,35.1891219","128.2252453,35.1891219","128.1991226,36.1577562","128.6706696,36.5788189","128.5961122,35.2510079","128.86059,36.4997319","128.5961122,35.2510079","128.5879629,35.2473829","128.2252453,35.1891219","128.5961122,35.2510079","128.5961122,35.2510079","129.3450001,36.07574"
"127.1975653,35.7831129","127.175058,37.2830055","127.2198509,35.7530075","128.2252621,35.1891579","127.285393,37.239676","128.2252621,35.1891579","127.210917,35.7777603","127.5185605,36.6396038","128.2252621,35.1891579","128.2252621,35.1891579","128.2252621,35.1891579","128.2252621,35.1891579","128.1983274,36.1576012","128.6695864,36.5796994","128.5961037,35.251191","128.8608369,36.4996768","128.5961037,35.251191","128.5879046,35.2474609","128.2252621,35.1891579","128.5961037,35.251191","128.5961037,35.251191","129.3448993,36.0757993"
"127.1977559,35.7827554","127.1747738,37.283249","127.219879,35.7528931","128.2253787,35.1894304","127.2864772,37.2394184","128.2253787,35.1894304","127.2123846,35.7764259","127.5187685,36.6394829","128.2253787,35.1894304","128.2253787,35.1894304","128.2253787,35.1894304","128.2253787,35.1894304","128.1974573,36.1573854","128.6682118,36.5808244","128.5960946,35.2514147","128.8610526,36.4996212","128.5960946,35.2514147","128.5877192,35.2476519","128.2253787,35.1894304","128.5960946,35.2514147","128.5960946,35.2514147","129.3446018,36.0759941"
"127.197874,35.782533","127.174666,37.283392","127.2199845,35.7524587","128.2255405,35.189837","127.2870368,37.2392833","128.2255405,35.189837","127.2140501,35.7747717","127.5190314,36.6394243","128.2255405,35.189837","128.2255405,35.189837","128.2255405,35.189837","128.2255405,35.189837","128.1966778,36.1571204","128.6682074,36.580828","128.5961172,35.2516255","128.8610592,36.4996193","128.5961172,35.2516255","128.5875185,35.2478503","128.2255405,35.189837","128.5961172,35.2516255","128.5961172,35.2516255","129.3443706,36.0761734"
"127.1979364,35.782416","127.1745842,37.2835117","127.2201211,35.7519893","128.2255687,35.189918","127.2875049,37.2391967","128.2255687,35.189918","127.2142503,35.77449","127.5192462,36.6394143","128.2255687,35.189918","128.2255687,35.189918","128.2255687,35.189918","128.2255687,35.189918","128.1959359,36.1568254","128.6674866,36.5814328","128.5961247,35.2516912","128.8613303,36.4995423","128.5961247,35.2516912","128.5874303,35.2479106","128.2255687,35.189918","128.5961247,35.2516912","128.5961247,35.2516912","129.3441228,36.0764035"
"127.1980591,35.7821548","127.1745851,37.2835847","127.2202354,35.7515649","128.2255911,35.1899656","127.2877125,37.2391583","128.2255911,35.1899656","127.214685,35.7739023","127.5194967,36.639435","128.2255911,35.1899656","128.2255911,35.1899656","128.2255911,35.1899656","128.2255911,35.1899656","128.1953219,36.1565333","128.6667372,36.5819909","128.5961661,35.2519082","128.8616366,36.4994324","128.5961661,35.2519082","128.5873494,35.2479411","128.2255911,35.1899656","128.5961661,35.2519082","128.5961661,35.2519082","129.343985,36.0765426"
"127.1982242,35.7817991","127.1746085,37.2836343","127.2204551,35.751038","128.2257311,35.1902741","127.2885438,37.2390227","128.2257311,35.1902741","127.2155942,35.7724077","127.5197026,36.6394882","128.2257311,35.1902741","128.2257311,35.1902741","128.2257311,35.1902741","128.2257311,35.1902741","128.1948684,36.1562898","128.6662366,36.5822996","128.596222,35.2521403","128.8622716,36.4991601","128.596222,35.2521403","128.5872144,35.2478756","128.2257311,35.1902741","128.596222,35.2521403","128.596222,35.2521403","129.3439136,36.076624"
"127.1983954,35.7812892","127.1746523,37.283684","127.2208163,35.7502183","128.2258369,35.1904366","127.2892103,37.238941","128.2258369,35.1904366","127.2159753,35.7716504","127.5197787,36.6395215","128.2258369,35.1904366","128.2258369,35.1904366","128.2258369,35.1904366","128.2258369,35.1904366","128.1948427,36.1562755","128.6658741,36.5824996","128.5963614,35.252616","128.8624033,36.4990955","128.5963614,35.252616","128.5871768,35.2478588","128.2258369,35.1904366","128.5963614,35.252616","128.5963614,35.252616","129.3438376,36.0766963"
"127.1984774,35.7809702","127.1747109,37.2837121","127.2209166,35.7499994","128.2263723,35.1917256","127.2896997,37.2389139","128.2263723,35.1917256","127.2163067,35.7708415","127.5199521,36.6395981","128.2263723,35.1917256","128.2263723,35.1917256","128.2263723,35.1917256","128.2263723,35.1917256","128.1943274,36.1559584","128.6654847,36.5826936","128.5965869,35.2528745","128.8627681,36.4988894","128.5965869,35.2528745","128.5870972,35.247827","128.2263723,35.1917256","128.5965869,35.2528745","128.5965869,35.2528745","129.3438235,36.0767128"
"127.1985176,35.7805871","127.1751676,37.2837495","127.2209445,35.749949","128.2265844,35.1921003","127.2900086,37.2388974","128.2265844,35.1921003","127.2163123,35.7708289","127.5201098,36.6397441","128.2265844,35.1921003","128.2265844,35.1921003","128.2265844,35.1921003","128.2265844,35.1921003","128.193634,36.1554873","128.6653971,36.5827378","128.5968118,35.2530826","128.8632708,36.4985186","128.5968118,35.2530826","128.5868761,35.247728","128.2265844,35.1921003","128.5968118,35.2530826","128.5968118,35.2530826","129.3436464,36.0769255"
"127.1985315,35.7801319","127.1755093,37.2837675","127.2211281,35.7496176","128.2268205,35.1924659","127.2905724,37.2388812","128.2268205,35.1924659","127.2165938,35.7700785","127.5206168,36.640394","128.2268205,35.1924659","128.2268205,35.1924659","128.2268205,35.1924659","128.2268205,35.1924659","128.1929478,36.1549486","128.6653749,36.5827497","128.5969117,35.2531583","128.863772,36.4980018","128.5969117,35.2531583","128.5867864,35.2476757","128.2268205,35.1924659","128.5969117,35.2531583","128.5969117,35.2531583","129.3436334,36.076942"
"127.1985418,35.7797415","127.175893,37.2837298","127.2211348,35.7496068","128.2270362,35.1927621","127.2911327,37.2388831","128.2270362,35.1927621","127.2167816,35.7695271","127.5211416,36.6410656","128.2270362,35.1927621","128.2270362,35.1927621","128.2270362,35.1927621","128.2270362,35.1927621","128.1926721,36.1546968","128.6652994,36.5827829","128.5970114,35.253216","128.8640602,36.4976298","128.5970114,35.253216","128.5865846,35.2475458","128.2270362,35.1927621","128.5970114,35.253216","128.5970114,35.253216","129.3433335,36.077363"
"127.198552,35.7793899","127.1762938,37.2836552","127.2216621,35.7487353","128.2272729,35.1930709","127.2912748,37.2388825","128.2272729,35.1930709","127.217117,35.7682098","127.5221924,36.6424762","128.2272729,35.1930709","128.2272729,35.1930709","128.2272729,35.1930709","128.2272729,35.1930709","128.1923337,36.1543896","128.6651805,36.5828318","128.597112,35.2532575","128.8641257,36.4975452","128.597112,35.2532575","128.5863436,35.2473641","128.2272729,35.1930709","128.597112,35.2532575","128.597112,35.2532575","129.3432981,36.0774159"
"127.1985557,35.7792988","127.1766237,37.2835488","127.2218933,35.748395","128.2275182,35.1933489","127.2922769,37.2389536","128.2275182,35.1933489","127.2173304,35.7670192","127.5225573,36.6430152","128.2275182,35.1933489","128.2275182,35.1933489","128.2275182,35.1933489","128.2275182,35.1933489","128.1922618,36.1543097","128.6648916,36.5829446","128.5971993,35.2532909","128.8643032,36.4972917","128.5971993,35.2532909","128.5860551,35.2471584","128.2275182,35.1933489","128.5971993,35.2532909","128.5971993,35.2532909","129.3430205,36.0777978"
"127.1985535,35.7789923","127.1768226,37.2834511","127.2223644,35.7477884","128.2280598,35.1938479","127.2927142,37.2390031","128.2280598,35.1938479","127.2177817,35.7645056","127.522658,36.643164","128.2280598,35.1938479","128.2280598,35.1938479","128.2280598,35.1938479","128.2280598,35.1938479","128.1918072,36.1538147","128.6647993,36.5829762","128.5973372,35.2533249","128.8644034,36.497085","128.5973372,35.2533249","128.5859609,35.2470952","128.2280598,35.1938479","128.5973372,35.2533249","128.5973372,35.2533249","129.3429116,36.078033"
"127.1985516,35.7789111","127.1770942,37.2832608","127.222451,35.7476804","128.2295721,35.1951814","127.2935617,37.2391362","128.2295721,35.1951814","127.2179692,35.7634151","127.5228001,36.6434019","128.2295721,35.1951814","128.2295721,35.1951814","128.2295721,35.1951814","128.2295721,35.1951814","128.1913395,36.1532125","128.6646281,36.5830365","128.5975242,35.2533412","128.8650941,36.4957258","128.5975242,35.2533412","128.5858302,35.2470233","128.2295721,35.1951814","128.5975242,35.2533412","128.5975242,35.2533412","129.3428745,36.0781589"
"127.1985508,35.7788318","127.1771712,37.2831889","127.2229798,35.7470207","128.2297589,35.1954319","127.2941712,37.2392661","128.2297589,35.1954319","127.2182355,35.7619398","127.5229703,36.6436868","128.2297589,35.1954319","128.2297589,35.1954319","128.2297589,35.1954319","128.2297589,35.1954319","128.1908534,36.1525463","128.6644902,36.5830829","128.5977121,35.2533332","128.8653486,36.495338","128.5977121,35.2533332","128.5856199,35.2469143","128.2297589,35.1954319","128.5977121,35.2533332","128.5977121,35.2533332","129.34286,36.0782006"
"127.1985559,35.7786587","127.1773177,37.2829747","127.2234926,35.7464854","128.2304104,35.1959374","127.2944924,37.2393397","128.2304104,35.1959374","127.2182649,35.7617739","127.5234303,36.6444872","128.2304104,35.1959374","128.2304104,35.1959374","128.2304104,35.1959374","128.2304104,35.1959374","128.1906801,36.1523084","128.6641865,36.5831832","128.5978622,35.2532994","128.8654262,36.4952443","128.5978622,35.2532994","128.5855326,35.2468763","128.2304104,35.1959374","128.5978622,35.2532994","128.5978622,35.2532994","129.3427797,36.0784244"
"127.1985621,35.7784748","127.1774141,37.2828389","127.2248283,35.7453065","128.2311078,35.196412","127.2947075,37.2393996","128.2311078,35.196412","127.2190095,35.7576399","127.5237034,36.6449082","128.2311078,35.196412","128.2311078,35.196412","128.2311078,35.196412","128.2311078,35.196412","128.1900371,36.1513628","128.6636243,36.5833329","128.5979617,35.2532579","128.865506,36.4951496","128.5979617,35.2532579","128.5852443,35.2467734","128.2311078,35.196412","128.5979617,35.2532579","128.5979617,35.2532579","129.3426995,36.0786997"
"127.1985636,35.7783539","127.1775949,37.2824968","127.2259855,35.7442578","128.2314778,35.1966316","127.295451,37.239637","128.2314778,35.1966316","127.2192154,35.7563466","127.5238063,36.6450668","128.2314778,35.1966316","128.2314778,35.1966316","128.2314778,35.1966316","128.2314778,35.1966316","128.1897465,36.1509353","128.6634496,36.5833833","128.5980399,35.2531914","128.86568,36.4949448","128.5980399,35.2531914","128.5850776,35.2467181","128.2314778,35.1966316","128.5980399,35.2531914","128.5980399,35.2531914","129.3426978,36.0788169"
"127.1985383,35.7774496","127.1776737,37.2822915","127.2264026,35.7438702","128.2319118,35.1968895","127.2956741,37.2397086","128.2319118,35.1968895","127.2192493,35.7561257","127.5238701,36.6451651","128.2319118,35.1968895","128.2319118,35.1968895","128.2319118,35.1968895","128.2319118,35.1968895","128.1884177,36.148983","128.6624615,36.5836075","128.5980822,35.2531459","128.8659026,36.4947187","128.5980822,35.2531459","128.5847939,35.2466251","128.2319118,35.1968895","128.5980822,35.2531459","128.5980822,35.2531459","129.3426956,36.0789594"
"127.1985481,35.7771881","127.1777241,37.2820997","127.2281997,35.7422865","128.2322992,35.1970955","127.2962023,37.2399087","128.2322992,35.1970955","127.2193735,35.7554002","127.5239899,36.645348","128.2322992,35.1970955","128.2322992,35.1970955","128.2322992,35.1970955","128.2322992,35.1970955","128.1873176,36.147371","128.6610872,36.5838661","128.5981579,35.2530577","128.8662116,36.4944501","128.5981579,35.2530577","128.5843413,35.2464777","128.2322992,35.1970955","128.5981579,35.2530577","128.5981579,35.2530577","129.3426896,36.0794165"
"127.1985853,35.7761441","127.1778467,37.2816466","127.2288808,35.7416848","128.2332298,35.1974803","127.2964467,37.2400011","128.2332298,35.1974803","127.2194062,35.7552236","127.5240918,36.6455355","128.2332298,35.1974803","128.2332298,35.1974803","128.2332298,35.1974803","128.2332298,35.1974803","128.186427,36.1460707","128.6605254,36.5839743","128.5982339,35.2529002","128.8668811,36.4939178","128.5982339,35.2529002","128.5840278,35.2463759","128.2332298,35.1974803","128.5982339,35.2529002","128.5982339,35.2529002","129.3426786,36.0802776"
"127.198625,35.7758864","127.1779974,37.2809818","127.2301552,35.740585","128.2344283,35.1978572","127.2970976,37.2402997","128.2344283,35.1978572","127.2195406,35.7544512","127.5241545,36.6456509","128.2344283,35.1978572","128.2344283,35.1978572","128.2344283,35.1978572","128.2344283,35.1978572","128.1849987,36.1438953","128.6592437,36.5842221","128.5982401,35.2527955","128.8706382,36.491018","128.5982401,35.2527955","128.5837199,35.2462813","128.2344283,35.1978572","128.5982401,35.2527955","128.5982401,35.2527955","129.342674,36.080558"
"127.1986485,35.7757972","127.1780548,37.2807458","127.2314912,35.7392427","128.2351539,35.1980376","127.297611,37.2405548","128.2351539,35.1980376","127.2197275,35.7535067","127.5243459,36.646061","128.2351539,35.1980376","128.2351539,35.1980376","128.2351539,35.1980376","128.2351539,35.1980376","128.184375,36.1429847","128.6584557,36.584374","128.5982281,35.2526351","128.8723252,36.4896942","128.5982281,35.2526351","128.5835345,35.2462261","128.2351539,35.1980376","128.5982281,35.2526351","128.5982281,35.2526351","129.3426671,36.0809754"
"127.198662,35.7757494","127.1780972,37.2805746","127.2326799,35.7379822","128.2355202,35.198103","127.2980129,37.2407862","128.2355202,35.198103","127.2198509,35.7530075","127.5248496,36.6468957","128.2355202,35.198103","128.2355202,35.198103","128.2355202,35.198103","128.2355202,35.198103","128.1837693,36.1421001","128.6580869,36.5844515","128.5981521,35.2524627","128.8728722,36.4892543","128.5981521,35.2524627","128.5833604,35.2461925","128.2355202,35.198103","128.5981521,35.2524627","128.5981521,35.2524627","129.3426645,36.0811504"
"127.1987078,35.7756404","127.1782165,37.2801261","127.2333961,35.7371011","128.2362111,35.1982088","127.2993558,37.2416024","128.2362111,35.1982088","127.219879,35.7528931","127.5251551,36.647314","128.2362111,35.1982088","128.2362111,35.1982088","128.2362111,35.1982088","128.2362111,35.1982088","128.1833649,36.1416066","128.657932,36.5844845","128.5979769,35.2522677","128.8730852,36.4890482","128.5979769,35.2522677","128.5832492,35.2461782","128.2362111,35.1982088","128.5979769,35.2522677","128.5979769,35.2522677","129.3426601,36.0813397"
"127.1987491,35.7755413","127.1782956,37.2798189","127.2334372,35.7370471","128.240035,35.1985759","127.3009553,37.2425796","128.240035,35.1985759","127.2199845,35.7524587","127.5254047,36.6475916","128.240035,35.1985759","128.240035,35.1985759","128.240035,35.1985759","128.240035,35.1985759","128.1829825,36.141222","128.6572574,36.5846687","128.5977908,35.2521576","128.8731586,36.4889689","128.5977908,35.2521576","128.5831052,35.2461713","128.240035,35.1985759","128.5977908,35.2521576","128.5977908,35.2521576","129.3426702,36.0815848"
"127.1988996,35.7752325","127.1783332,37.2797216","127.2337405,35.7366303","128.2407487,35.1986671","127.3015938,37.2429033","128.2407487,35.1986671","127.2201211,35.7519893","127.525736,36.6479079","128.2407487,35.1986671","128.2407487,35.1986671","128.2407487,35.1986671","128.2407487,35.1986671","128.1822303,36.1406141","128.6567114,36.5848579","128.596902,35.2517879","128.8732583,36.4888614","128.596902,35.2517879","128.5829953,35.2461768","128.2407487,35.1986671","128.596902,35.2517879","128.596902,35.2517879","129.3426595,36.0818391"
"127.1989496,35.7751659","127.1784085,37.2795281","127.2339771,35.7363053","128.2410666,35.1987193","127.3022853,37.2431984","128.2410666,35.1987193","127.2202354,35.7515649","127.5260773,36.6481603","128.2410666,35.1987193","128.2410666,35.1987193","128.2410666,35.1987193","128.2410666,35.1987193","128.1819516,36.140393","128.6562481,36.5850508","128.5964413,35.2516108","128.8734479,36.4886618","128.5964413,35.2516108","128.5828241,35.2461982","128.2410666,35.1987193","128.5964413,35.2516108","128.5964413,35.2516108","129.3426602,36.08206"
"127.1997919,35.7739093","127.1785406,37.2792319","127.2342061,35.7359461","128.2421998,35.1989062","127.302648,37.2433396","128.2421998,35.1989062","127.2204551,35.751038","127.5266345,36.6485027","128.2421998,35.1989062","128.2421998,35.1989062","128.2421998,35.1989062","128.2421998,35.1989062","128.1802475,36.1390828","128.6557996,36.5852579","128.5963552,35.2515873","128.873629,36.4884253","128.5963552,35.2515873","128.5827287,35.2462117","128.2421998,35.1989062","128.5963552,35.2515873","128.5963552,35.2515873","129.3426546,36.0821051"
"127.2007875,35.7724782","127.1787523,37.278798","127.2343951,35.7356508","128.2428645,35.1990347","127.303093,37.2434755","128.2428645,35.1990347","127.2208163,35.7502183","127.526865,36.6486027","128.2428645,35.1990347","128.2428645,35.1990347","128.2428645,35.1990347","128.2428645,35.1990347","128.1796164,36.1385897","128.6551495,36.5855825","128.5961908,35.251541","128.8737727,36.4882145","128.5961908,35.251541","128.582606,35.2462452","128.2428645,35.1990347","128.5961908,35.251541","128.5961908,35.251541","129.3426265,36.0823282"
"127.2008119,35.7724458","127.1788692,37.2786333","127.2345897,35.7353455","128.2432962,35.1991556","127.303387,37.2435653","128.2432962,35.1991556","127.2209166,35.7499994","127.5272242,36.6487595","128.2432962,35.1991556","128.2432962,35.1991556","128.2432962,35.1991556","128.2432962,35.1991556","128.1793109,36.1383507","128.6547837,36.5857897","128.5959433,35.2515207","128.8746716,36.4867754","128.5959433,35.2515207","128.582305,35.2463327","128.2432962,35.1991556","128.5959433,35.2515207","128.5959433,35.2515207","129.342618,36.0823942"
"127.2017137,35.7712444","127.1789997,37.2784498","127.2346508,35.7352393","128.2440355,35.199399","127.303476,37.243587","128.2440355,35.199399","127.2209445,35.749949","127.5280253,36.6490054","128.2440355,35.199399","128.2440355,35.199399","128.2440355,35.199399","128.2440355,35.199399","128.1784517,36.1376956","128.6547371,36.5858163","128.5957588,35.2515368","128.8748663,36.4864874","128.5957588,35.2515368","128.5820358,35.2464271","128.2440355,35.199399","128.5957588,35.2515368","128.5957588,35.2515368","129.342583,36.0825588"
"127.2022474,35.7705343","127.1794364,37.277875","127.2349089,35.7347728","128.2443731,35.1995574","127.3035831,37.2436134","128.2443731,35.1995574","127.2211281,35.7496176","127.5285132,36.6490955","128.2443731,35.1995574","128.2443731,35.1995574","128.2443731,35.1995574","128.2443731,35.1995574","128.1780802,36.1374092","128.6543913,36.5860117","128.5955627,35.2515872","128.8749991,36.4862929","128.5955627,35.2515872","128.5819712,35.2464457","128.2443731,35.1995574","128.5955627,35.2515872","128.5955627,35.2515872","129.3425222,36.0829969"
"127.2025709,35.7701177","127.1798617,37.2773416","127.2358637,35.7329825","128.2452491,35.1999704","127.3041025,37.2437404","128.2452491,35.1999704","127.2211348,35.7496068","127.5286038,36.6491126","128.2452491,35.1999704","128.2452491,35.1999704","128.2452491,35.1999704","128.2452491,35.1999704","128.1777413,36.1372921","128.6540854,36.5861859","128.5955244,35.2515975","128.8750515,36.4862283","128.5955244,35.2515975","128.5817347,35.2465145","128.2452491,35.1999704","128.5955244,35.2515975","128.5955244,35.2515975","129.342535,36.0832617"
"127.2028498,35.7697947","127.1803254,37.2767759","127.2365161,35.7316396","128.2460506,35.20041","127.305198,37.2439198","128.2460506,35.20041","127.2216621,35.7487353","127.528803,36.6491495","128.2460506,35.20041","128.2460506,35.20041","128.2460506,35.20041","128.2460506,35.20041","128.1774914,36.1371827","128.6539867,36.586241","128.5951117,35.2518077","128.8752139,36.4860678","128.5951117,35.2518077","128.5816261,35.2465308","128.2460506,35.20041","128.5951117,35.2518077","128.5951117,35.2518077","129.3425291,36.0832916"
"127.2036906,35.7688825","127.1807245,37.2763001","127.2369745,35.730436","128.2499996,35.2030104","127.3058901,37.2439894","128.2499996,35.2030104","127.2218933,35.748395","127.5291867,36.64919","128.2499996,35.2030104","128.2499996,35.2030104","128.2499996,35.2030104","128.2499996,35.2030104","128.1771004,36.1370785","128.653574,36.5864496","128.5949247,35.251877","128.8760415,36.4849522","128.5949247,35.251877","128.5813966,35.2465473","128.2499996,35.2030104","128.5949247,35.251877","128.5949247,35.251877","129.3425222,36.0833331"
"127.2039637,35.7686334","127.18105,37.2758746","127.2374869,35.7289539","128.2556842,35.206764","127.3067165,37.2440323","128.2556842,35.206764","127.2223644,35.7477884","127.5296018,36.6492025","128.2556842,35.206764","128.2556842,35.206764","128.2556842,35.206764","128.2556842,35.206764","128.1768779,36.1370527","128.6532742,36.5865832","128.5947361,35.251913","128.8762946,36.484623","128.5947361,35.251913","128.5805267,35.2465884","128.2556842,35.206764","128.5947361,35.251913","128.5947361,35.251913","129.3424447,36.0836246"
"127.204454,35.768292","127.1814367,37.2753826","127.2382613,35.7254816","128.2561993,35.2071007","127.3075891,37.2440553","128.2561993,35.2071007","127.222451,35.7476804","127.5305471,36.6491824","128.2561993,35.2071007","128.2561993,35.2071007","128.2561993,35.2071007","128.2561993,35.2071007","128.1765869,36.1370706","128.6530498,36.5866827","128.594599,35.2519332","128.8766879,36.4841388","128.594599,35.2519332","128.5801026,35.2466039","128.2561993,35.2071007","128.594599,35.2519332","128.594599,35.2519332","129.3422892,36.0840993"
"127.2048642,35.7680559","127.1817872,37.2749247","127.2383517,35.7252158","128.2562877,35.2071579","127.3083941,37.2440936","128.2562877,35.2071579","127.2229798,35.7470207","127.5314097,36.6492029","128.2562877,35.2071579","128.2562877,35.2071579","128.2562877,35.2071579","128.2562877,35.2071579","128.1763627,36.1371142","128.6530132,36.5866966","128.5941996,35.2518998","128.8767997,36.4840213","128.5941996,35.2518998","128.5793424,35.2466332","128.2562877,35.2071579","128.5941996,35.2518998","128.5941996,35.2518998","129.3422881,36.084103"
"127.2050947,35.7679383","127.1819622,37.2746241","127.2388597,35.7233911","128.256721,35.207441","127.3084437,37.2440982","128.256721,35.207441","127.2234926,35.7464854","127.5325196,36.6493198","128.256721,35.207441","128.256721,35.207441","128.256721,35.207441","128.256721,35.207441","128.176089,36.1372104","128.652524,36.5868744","128.5938869,35.2517827","128.8768908,36.483931","128.5938869,35.2517827","128.5791435,35.2466341","128.256721,35.207441","128.5938869,35.2517827","128.5938869,35.2517827","129.3421907,36.0843551"
"127.2052244,35.7678746","127.1821622,37.2742578","127.2388933,35.7232551","128.2570183,35.2076357","127.3089757,37.2441486","128.2570183,35.2076357","127.2248283,35.7453065","127.5331372,36.6494422","128.2570183,35.2076357","128.2570183,35.2076357","128.2570183,35.2076357","128.2570183,35.2076357","128.1757694,36.1374006","128.6517373,36.5871164","128.593406,35.2514913","128.8775591,36.4833445","128.593406,35.2514913","128.5790027,35.2466219","128.2570183,35.2076357","128.593406,35.2514913","128.593406,35.2514913","129.342043,36.0846863"
"127.2053696,35.767811","127.1824242,37.2736492","127.2388967,35.723237","128.2573842,35.2078705","127.309661,37.2442543","128.2573842,35.2078705","127.2259855,35.7442578","127.5338365,36.649616","128.2573842,35.2078705","128.2573842,35.2078705","128.2573842,35.2078705","128.2573842,35.2078705","128.1752478,36.138004","128.6505619,36.5873829","128.5920752,35.2506946","128.8787984,36.4822872","128.5920752,35.2506946","128.5789609,35.2466186","128.2573842,35.2078705","128.5920752,35.2506946","128.5920752,35.2506946","129.3418973,36.0849653"
"127.2057086,35.7676784","127.182787,37.272673","127.2395029,35.7210861","128.2577424,35.2081154","127.3105422,37.244454","128.2577424,35.2081154","127.2264026,35.7438702","127.5341633,36.6497097","128.2577424,35.2081154","128.2577424,35.2081154","128.2577424,35.2081154","128.2577424,35.2081154","128.1751411,36.1383896","128.6482382,36.5878524","128.5917957,35.2505068","128.8789294,36.4821803","128.5917957,35.2505068","128.5789124,35.2466145","128.2577424,35.2081154","128.5917957,35.2505068","128.5917957,35.2505068","129.3415623,36.0855492"
"127.2059423,35.7675996","127.1830339,37.2721707","127.2399154,35.7197039","128.2588067,35.2089148","127.3111777,37.2446344","128.2588067,35.2089148","127.2281997,35.7422865","127.5343781,36.6497709","128.2588067,35.2089148","128.2588067,35.2089148","128.2588067,35.2089148","128.2588067,35.2089148","128.1750881,36.1387009","128.6481925,36.5878618","128.5910865,35.2499993","128.8793617,36.4818237","128.5910865,35.2499993","128.578831,35.2466054","128.2588067,35.2089148","128.5910865,35.2499993","128.5910865,35.2499993","129.3413671,36.0858975"
