0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
"127.2424935,35.7146369","127.2885438,37.2390227","127.3070354,35.6301214","128.3268579,35.2820523","127.4148958,37.2407079","128.3311746,35.2861054","127.3136698,35.6319271","127.5744179,36.6411001","128.3311746,35.2861054","128.3268579,35.2820523","128.3268579,35.2820523","128.3268579,35.2820523","128.1271458,36.1781539","128.5722116,36.5857075","128.5211615,35.2491534","128.8869278,36.4363346","128.5211615,35.2491534","128.5476188,35.2474954","128.3268579,35.2820523","128.5211615,35.2491534","128.5211615,35.2491534","129.3486032,36.1350259"
"127.2426901,35.7143578","127.2892103,37.238941","127.306534,35.6301035","128.326957,35.2819578","127.415719,37.2406166","128.332384,35.2870457","127.313932,35.6317021","127.5746215,36.6410991","128.332384,35.2870457","128.326957,35.2819578","128.326957,35.2819578","128.326957,35.2819578","128.1263686,36.1780309","128.5720907,36.5856896","128.5209115,35.2493728","128.8884301,36.4363712","128.5209115,35.2493728","128.547592,35.2475534","128.326957,35.2819578","128.5209115,35.2493728","128.5209115,35.2493728","129.3486565,36.1352595"
"127.2431098,35.7137907","127.2896997,37.2389139","127.3058759,35.6300601","128.327026,35.2818302","127.416055,37.2405654","128.3348886,35.28904","127.3141235,35.631513","127.5748127,36.6410845","128.3348886,35.28904","128.327026,35.2818302","128.327026,35.2818302","128.327026,35.2818302","128.1258096,36.1779346","128.5707745,36.5854914","128.5205935,35.2497001","128.8893908,36.4364439","128.5205935,35.2497001","128.5475268,35.247691","128.327026,35.2818302","128.5205935,35.2497001","128.5205935,35.2497001","129.3486851,36.1353879"
"127.2438478,35.7129014","127.2900086,37.2388974","127.3051571,35.6299832","128.3270669,35.2816334","127.416232,37.2405385","128.3357435,35.2897212","127.3142366,35.6313419","127.5748183,36.6410845","128.3357435,35.2897212","128.3270669,35.2816334","128.3270669,35.2816334","128.3270669,35.2816334","128.1253497,36.1778469","128.570258,36.5854023","128.5203159,35.25","128.8904491,36.4366074","128.5203159,35.25","128.5475139,35.2477118","128.3270669,35.2816334","128.5203159,35.25","128.5203159,35.25","129.3487002,36.1354643"
"127.2452365,35.711478","127.2905724,37.2388812","127.3046935,35.6299184","128.3270498,35.2814667","127.4168715,37.2403938","128.3369466,35.2906786","127.3142966,35.6311851","127.5749861,36.6410709","128.3369466,35.2906786","128.3270498,35.2814667","128.3270498,35.2814667","128.3270498,35.2814667","128.1249999,36.1777739","128.5702075,36.5853929","128.5200636,35.250306","128.8907441,36.4366959","128.5200636,35.250306","128.5474309,35.247846","128.3270498,35.2814667","128.5200636,35.250306","128.5200636,35.250306","129.3487216,36.1355703"
"127.2462464,35.7106046","127.2911327,37.2388831","127.3044285,35.629881","128.3269116,35.2812828","127.4182587,37.2399504","128.3379295,35.2914039","127.3143289,35.631049","127.5753027,36.6410346","128.3379295,35.2914039","128.3269116,35.2812828","128.3269116,35.2812828","128.3269116,35.2812828","128.1239892,36.1775024","128.5701459,36.5853826","128.5198756,35.2505636","128.8918092,36.4368637","128.5198756,35.2505636","128.547338,35.2479658","128.3269116,35.2812828","128.5198756,35.2505636","128.5198756,35.2505636","129.3488647,36.1365543"
"127.2477502,35.7094501","127.2912748,37.2388825","127.3042154,35.6298527","128.326743,35.2811406","127.4187223,37.2397741","128.3384685,35.2917383","127.3143282,35.6309038","127.575957,36.6409522","128.3384685,35.2917383","128.326743,35.2811406","128.326743,35.2811406","128.326743,35.2811406","128.1232635,36.1772853","128.568523,36.5850663","128.5197827,35.250697","128.892875,36.4370731","128.5197827,35.250697","128.5471959,35.2481149","128.326743,35.2811406","128.5197827,35.250697","128.5197827,35.250697","129.3490124,36.1375914"
"127.2481579,35.7091723","127.2922769,37.2389536","127.3036458,35.6297643","128.3265243,35.2810393","127.4198424,37.2392899","128.3390555,35.2920264","127.3142966,35.6307144","127.5760957,36.6409341","128.3390555,35.2920264","128.3265243,35.2810393","128.3265243,35.2810393","128.3265243,35.2810393","128.1228198,36.1771433","128.5684434,36.5850508","128.5195354,35.2510489","128.8935059,36.4372325","128.5195354,35.2510489","128.5471623,35.2481495","128.3265243,35.2810393","128.5195354,35.2510489","128.5195354,35.2510489","129.3493991,36.1403825"
"127.2489821,35.7086105","127.2927142,37.2390031","127.3030485,35.6296894","128.3263149,35.280992","127.419927,37.2392512","128.3394875,35.2922263","127.3142351,35.6305646","127.5761706,36.6409205","128.3394875,35.2922263","128.3263149,35.280992","128.3263149,35.280992","128.3263149,35.280992","128.1223513,36.1769627","128.5676095,36.5848852","128.5193136,35.2514159","128.8948536,36.4376035","128.5193136,35.2514159","128.5467924,35.248535","128.3263149,35.280992","128.5193136,35.2514159","128.5193136,35.2514159","129.3494244,36.140658"
"127.2499989,35.7079905","127.2935617,37.2391362","127.3026245,35.6296545","128.3261069,35.2809826","127.4221378,37.2381935","128.3404916,35.292543","127.3141537,35.6304076","127.5762433,36.6409069","128.3404916,35.292543","128.3261069,35.2809826","128.3261069,35.2809826","128.3261069,35.2809826","128.1215883,36.1766512","128.5674257,36.584849","128.5185311,35.2530058","128.8960512,36.4380068","128.5185311,35.2530058","128.546736,35.2485932","128.3261069,35.2809826","128.5185311,35.2530058","128.5185311,35.2530058","129.349428,36.1407165"
"127.2510743,35.7073661","127.2941712,37.2392661","127.3025958,35.6296517","128.3258445,35.281015","127.4231372,37.2377137","128.3410857,35.2926768","127.3139785,35.6302288","127.5764189,36.6408671","128.3410857,35.2926768","128.3258445,35.281015","128.3258445,35.281015","128.3258445,35.281015","128.1213562,36.1765559","128.5664875,36.5846582","128.5183312,35.2534601","128.9008562,36.4398039","128.5183312,35.2534601","128.5466362,35.2486941","128.3258445,35.281015","128.5183312,35.2534601","128.5183312,35.2534601","129.3494369,36.1409544"
"127.2531123,35.7060828","127.2944924,37.2393397","127.3010267,35.6295517","128.3256286,35.2810932","127.42377,37.2374085","128.3413237,35.2927184","127.3136918,35.6300463","127.5765386,36.6408319","128.3413237,35.2927184","128.3256286,35.2810932","128.3256286,35.2810932","128.3256286,35.2810932","128.1200907,36.1759792","128.5659241,36.5845749","128.5179443,35.2543371","128.9010235,36.4398632","128.5179443,35.2543371","128.5465241,35.2488646","128.3256286,35.2810932","128.5179443,35.2543371","128.5179443,35.2543371","129.349439,36.1409931"
"127.2540364,35.7053571","127.2947075,37.2393996","127.3008379,35.6295226","128.3250237,35.2814003","127.4241772,37.2372078","128.3414262,35.2927367","127.3133918,35.6298907","127.5766426,36.6407877","128.3414262,35.2927367","128.3250237,35.2814003","128.3250237,35.2814003","128.3250237,35.2814003","128.1175588,36.1748626","128.5650868,36.5844913","128.5174868,35.2553742","128.9019621,36.4401939","128.5174868,35.2553742","128.54614,35.2492601","128.3250237,35.2814003","128.5174868,35.2553742","128.5174868,35.2553742","129.3494276,36.1412673"
"127.2553184,35.7043859","127.295451,37.239637","127.3006745,35.6295061","128.3245588,35.2816451","127.4244366,37.2370763","128.3421078,35.2928239","127.3128651,35.6298124","127.5767555,36.6407335","128.3421078,35.2928239","128.3245588,35.2816451","128.3245588,35.2816451","128.3245588,35.2816451","128.1163847,36.1743115","128.5642747,36.5844499","128.5173381,35.2557037","128.9024337,36.4403596","128.5173381,35.2557037","128.5460448,35.2493764","128.3245588,35.2816451","128.5173381,35.2557037","128.5173381,35.2557037","129.3494206,36.1413008"
"127.2559395,35.7037236","127.2956741,37.2397086","127.3005343,35.6294824","128.3233304,35.2822819","127.4247209,37.2369422","128.3426613,35.2928534","127.3123936,35.6297846","127.576921,36.6406351","128.3426613,35.2928534","128.3233304,35.2822819","128.3233304,35.2822819","128.3233304,35.2822819","128.1155845,36.1739451","128.5634498,36.5844491","128.5171841,35.2560458","128.9033616,36.4406525","128.5171841,35.2560458","128.5459713,35.249469","128.3233304,35.2822819","128.5171841,35.2560458","128.5171841,35.2560458","129.3493515,36.1424277"
"127.2568946,35.7026138","127.2962023,37.2399087","127.3004471,35.629466","128.3228325,35.2825224","127.4255612,37.2365371","128.3431967,35.292837","127.311953,35.6297821","127.5770462,36.6405476","128.3431967,35.292837","128.3228325,35.2825224","128.3228325,35.2825224","128.3228325,35.2825224","128.1153111,36.1738194","128.5626939,36.5845145","128.5171243,35.2561933","128.9041341,36.4408588","128.5171243,35.2561933","128.5459186,35.2495596","128.3228325,35.2825224","128.5171243,35.2561933","128.5171243,35.2561933","129.3492753,36.1436783"
"127.2581649,35.7007058","127.2964467,37.2400011","127.3000342,35.629386","128.3222991,35.2827343","127.4265898,37.2360573","128.3438407,35.2927875","127.3111356,35.6298457","127.5771769,36.6404411","128.3438407,35.2927875","128.3222991,35.2827343","128.3222991,35.2827343","128.3222991,35.2827343","128.1143927,36.1733967","128.5620121,36.5845999","128.5169312,35.25657","128.9048747,36.4410331","128.5169312,35.25657","128.545851,35.2496936","128.3222991,35.2827343","128.5169312,35.25657","128.5169312,35.25657","129.3492367,36.1443081"
"127.2591254,35.6992651","127.2970976,37.2402997","127.2995068,35.6292066","128.3221654,35.2827731","127.4271087,37.2358151","128.3443064,35.2927274","127.3109677,35.6298626","127.5772417,36.6403609","128.3443064,35.2927274","128.3221654,35.2827731","128.3221654,35.2827731","128.3221654,35.2827731","128.1133403,36.1729126","128.5612997,36.5847315","128.5167642,35.2568428","128.905356,36.4411239","128.5167642,35.2568428","128.5457976,35.2498104","128.3221654,35.2827731","128.5167642,35.2568428","128.5167642,35.2568428","129.3491736,36.1447922"
"127.2604135,35.6969252","127.297611,37.2405548","127.2991196,35.6290076","128.3215744,35.2829494","127.4276997,37.2355658","128.3475334,35.2921278","127.3096797,35.6299688","127.5775623,36.6398829","128.3475334,35.2921278","128.3215744,35.2829494","128.3215744,35.2829494","128.3215744,35.2829494","128.1130484,36.172842","128.5607567,36.5848319","128.5166639,35.2569969","128.905761,36.441185","128.5166639,35.2569969","128.5457275,35.2499994","128.3215744,35.2829494","128.5166639,35.2569969","128.5166639,35.2569969","129.3491326,36.1450308"
"127.2609856,35.6959598","127.2980129,37.2407862","127.2989234,35.6288801","128.3214241,35.2829828","127.4277628,37.2355415","128.3480186,35.2920378","127.3092025,35.6300086","127.5781742,36.638724","128.3480186,35.2920378","128.3214241,35.2829828","128.3214241,35.2829828","128.3214241,35.2829828","128.1129993,36.1728206","128.56075,36.5848329","128.5163392,35.2574956","128.9064341,36.4412663","128.5163392,35.2574956","128.5455899,35.2504181","128.3214241,35.2829828","128.5163392,35.2574956","128.5163392,35.2574956","129.349062,36.1453411"
"127.2613544,35.6953384","127.2993558,37.2416024","127.298704,35.6287075","128.3212287,35.2830103","127.4283504,37.2353183","128.3485686,35.2919456","127.3088866,35.630036","127.5782311,36.6386348","128.3485686,35.2919456","128.3212287,35.2830103","128.3212287,35.2830103","128.3212287,35.2830103","128.1127296,36.1727354","128.5595745,36.5851074","128.5162497,35.2576325","128.9072909,36.4413211","128.5162497,35.2576325","128.545543,35.2505258","128.3212287,35.2830103","128.5162497,35.2576325","128.5162497,35.2576325","129.3490135,36.1454509"
"127.2622337,35.6940372","127.3009553,37.2425796","127.2983824,35.6283743","128.3210319,35.2830189","127.4286977,37.2352149","128.3491245,35.2918921","127.3082724,35.6300873","127.5783428,36.6384336","128.3491245,35.2918921","128.3210319,35.2830189","128.3210319,35.2830189","128.3210319,35.2830189","128.1125669,36.1726966","128.5546875,36.5862578","128.5156615,35.2584165","128.9074126,36.4413259","128.5156615,35.2584165","128.5454419,35.2507025","128.3210319,35.2830189","128.5156615,35.2584165","128.5156615,35.2584165","129.3489299,36.1456298"
"127.2625477,35.6936285","127.3015938,37.2429033","127.2981874,35.6281657","128.3205624,35.2830166","127.428859,37.2351699","128.3491267,35.2918921","127.3079377,35.6301103","127.5784109,36.6383137","128.3491267,35.2918921","128.3205624,35.2830166","128.3205624,35.2830166","128.3205624,35.2830166","128.1123655,36.1726733","128.552481,36.5867623","128.5154407,35.2586897","128.9078077,36.4413393","128.5154407,35.2586897","128.5451601,35.2510945","128.3205624,35.2830166","128.5154407,35.2586897","128.5154407,35.2586897","129.3488197,36.1458604"
"127.2628705,35.6932306","127.3022853,37.2431984","127.2981445,35.6281151","128.32024,35.2830017","127.4291409,37.2350943","128.3493839,35.2918795","127.3076053,35.6301133","127.5784868,36.6380991","128.3493839,35.2918795","128.32024,35.2830017","128.32024,35.2830017","128.32024,35.2830017","128.1121931,36.172675","128.552403,36.5867801","128.5151696,35.258994","128.9084203,36.4413438","128.5151696,35.258994","128.5450869,35.2512159","128.32024,35.2830017","128.5151696,35.258994","128.5151696,35.258994","129.3487096,36.146046"
"127.263221,35.6928274","127.302648,37.2433396","127.2980124,35.6279427","128.3201971,35.2829984","127.4296382,37.2349549","128.3497246,35.2918626","127.3070354,35.6301214","127.5785191,36.6379801","128.3497246,35.2918626","128.3201971,35.2829984","128.3201971,35.2829984","128.3201971,35.2829984","128.112071,36.1727","128.5521367,36.586841","128.5150481,35.259124","128.9097692,36.4412801","128.5150481,35.259124","128.544978,35.2513837","128.3201971,35.2829984","128.5150481,35.259124","128.5150481,35.259124","129.3485364,36.1462912"
"127.2632398,35.6928058","127.303093,37.2434755","127.2979486,35.6278596","128.3201553,35.282996","127.4304411,37.2347805","128.3499512,35.2918674","127.306534,35.6301035","127.5785791,36.6376131","128.3499512,35.2918674","128.3201553,35.282996","128.3201553,35.282996","128.3201553,35.282996","128.1120245,36.1727192","128.5514235,36.5870033","128.5146454,35.2595322","128.9115286,36.441033","128.5146454,35.2595322","128.5448992,35.25158","128.3201553,35.282996","128.5146454,35.2595322","128.5146454,35.2595322","129.3472904,36.1475643"
"127.2634792,35.6925808","127.303387,37.2435653","127.2978353,35.6276791","128.3199374,35.282983","127.4310714,37.2346754","128.350628,35.2919104","127.3058759,35.6300601","127.5786214,36.6373823","128.350628,35.2919104","128.3199374,35.282983","128.3199374,35.282983","128.3199374,35.282983","128.1119624,36.1727456","128.5513522,36.5870192","128.5144335,35.2597305","128.9128789,36.4406835","128.5144335,35.2597305","128.5448215,35.2518674","128.3199374,35.282983","128.5144335,35.2597305","128.5144335,35.2597305","129.3472632,36.1475918"
"127.2648468,35.6913411","127.303476,37.243587","127.2977844,35.627698","128.319812,35.2829748","127.431192,37.2346629","128.3559202,35.2922427","127.3051571,35.6299832","127.5786916,36.6371569","128.3559202,35.2922427","128.319812,35.2829748","128.319812,35.2829748","128.319812,35.2829748","128.1118773,36.1728047","128.5486503,36.5876741","128.5142553,35.2598979","128.9162593,36.4394509","128.5142553,35.2598979","128.5446939,35.2521985","128.319812,35.2829748","128.5142553,35.2598979","128.5142553,35.2598979","129.3471742,36.1476833"
"127.2659456,35.6905119","127.3035831,37.2436134","127.2977314,35.6277051","128.3195498,35.282927","127.4313273,37.2346449","128.3579486,35.2923834","127.3046935,35.6299184","127.5787173,36.6370965","128.3579486,35.2923834","128.3195498,35.282927","128.3195498,35.282927","128.3195498,35.282927","128.111799,36.1728979","128.548199,36.5877826","128.5141303,35.2600099","128.9164577,36.4393764","128.5141303,35.2600099","128.5445416,35.2525767","128.3195498,35.282927","128.5141303,35.2600099","128.5141303,35.2600099","129.3469247,36.1479909"
"127.2662911,35.6902863","127.3041025,37.2437404","127.2976817,35.6276996","128.319091,35.2827886","127.4316148,37.2346072","128.3652734,35.2928443","127.3044285,35.629881","127.5787217,36.6370857","128.3652734,35.2928443","128.319091,35.2827886","128.319091,35.2827886","128.319091,35.2827886","128.1117553,36.172991","128.5481433,36.5877966","128.5138234,35.2602649","128.9179218,36.438847","128.5138234,35.2602649","128.5443768,35.2529289","128.319091,35.2827886","128.5138234,35.2602649","128.5138234,35.2602649","129.3467497,36.1483497"
