0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"127.138511,37.2885044","127.2014184,37.5882258","127.1374785,37.6787939","127.0846421,37.5810152","126.9107484,37.4941415","127.2199594,37.525838","127.0500043,37.2984958","126.9432456,37.5921892","127.0467479,37.5368412","127.0500043,37.2984958","127.1095976,37.5301154","127.1374785,37.6787939","126.748138,37.5511253","127.0467479,37.5368412","127.928095,37.7204841","127.0774283,37.5171333","127.1095976,37.5301154","127.2014184,37.5882258","127.1922369,37.2881641","127.0284536,37.6166749","127.1095976,37.5301154","128.5268388,35.864042","127.0557773,37.7488486","127.118151,37.5781963","127.0284536,37.6166749","128.5268388,35.864042","127.0284536,37.6166749","127.1359115,37.6415998","127.115616,37.6128412","127.928095,37.7204841","127.0644408,37.7706847","127.0467479,37.5368412",
"127.1391303,37.2885207","127.2027718,37.5891153","127.1370346,37.6798209","127.0848018,37.5810023","126.9107093,37.4940827","127.2200311,37.5254272","127.0502847,37.2985888","126.943362,37.5922249","127.0481368,37.5364581","127.0502847,37.2985888","127.1097285,37.5304124","127.1370346,37.6798209","126.7484632,37.5521071","127.0481368,37.5364581","127.928127,37.7205236","127.077605,37.5170961","127.1097285,37.5304124","127.2027718,37.5891153","127.1920895,37.2880781","127.0288588,37.6165675","127.1097285,37.5304124","128.527317,35.8645338","127.0559342,37.748814","127.1188753,37.5780797","127.0288588,37.6165675","128.527317,35.8645338","127.0288588,37.6165675","127.1364364,37.6415717","127.1152467,37.6130591","127.928127,37.7205236","127.0644837,37.7707246","127.0481368,37.5364581",
"127.1394709,37.2885389","127.2039884,37.5899422","127.136762,37.6803726","127.0851701,37.5809603","126.9106232,37.4939588","127.2201202,37.5249271","127.0505766,37.2986494","126.9434706,37.5922444","127.0522853,37.5353102","127.0505766,37.2986494","127.109889,37.5308978","127.136762,37.6803726","126.7486961,37.5525845","127.0522853,37.5353102","127.9285088,37.7209981","127.0777489,37.5170659","127.109889,37.5308978","127.2039884,37.5899422","127.1919994,37.2880427","127.0289371,37.616548","127.109889,37.5308978","128.5273529,35.8645713","127.0563559,37.7487174","127.1197868,37.5778771","127.0289371,37.616548","128.5273529,35.8645713","127.0289371,37.616548","127.1370613,37.6415033","127.1148237,37.6133488","127.9285088,37.7209981","127.0644871,37.7707282","127.0522853,37.5353102",
"127.1419858,37.2887268","127.204028,37.5899693","127.1359022,37.6818067","127.0853174,37.5809491","126.910444,37.493719","127.2201551,37.5246559","127.0508517,37.2986847","126.9435,37.5922499","127.0555187,37.5344166","127.0508517,37.2986847","127.1099388,37.5311008","127.1359022,37.6818067","126.7489648,37.5531099","127.0555187,37.5344166","127.9300512,37.7230214","127.0786119,37.516941","127.1099388,37.5311008","127.204028,37.5899693","127.1919115,37.2880082","127.0291594,37.6165173","127.1099388,37.5311008","128.5285738,35.8657104","127.0566719,37.7486455","127.1206183,37.5776238","127.0291594,37.6165173","128.5285738,35.8657104","127.0291594,37.6165173","127.1373767,37.6414448","127.1146677,37.6134925","127.9300512,37.7230214","127.0645672,37.770806","127.0555187,37.5344166",
"127.1421899,37.2887427","127.2046696,37.5904171","127.1349891,37.6829909","127.0857559,37.5809119","126.9102156,37.4934286","127.2201691,37.5245487","127.0511641,37.2987021","126.9435747,37.5922494","127.0571283,37.5340161","127.0511641,37.2987021","127.1099654,37.5312144","127.1349891,37.6829909","126.7492611,37.5536012","127.0571283,37.5340161","127.9306133,37.7236954","127.0810415,37.5167144","127.1099654,37.5312144","127.2046696,37.5904171","127.1915745,37.2879416","127.0291968,37.6165138","127.1099654,37.5312144","128.5295996,35.866669","127.0570003,37.7485756","127.1212421,37.5774383","127.0291968,37.6165138","128.5295996,35.866669","127.0291968,37.6165138","127.1376785,37.64137","127.114572,37.6135977","127.9306133,37.7236954","127.0657754,37.7719632","127.0571283,37.5340161",
"127.1432737,37.2888253","127.2059926,37.5912695","127.1349103,37.6830988","127.0860233,37.5808984","126.9101618,37.4933607","127.220261,37.5232852","127.0515116,37.2987034","126.9437255,37.5922401","127.0571623,37.5340081","127.0515116,37.2987034","127.1099879,37.5314516","127.1349103,37.6830988","126.7499615,37.5546575","127.0571623,37.5340081","127.9308782,37.7239711","127.0819369,37.5166581","127.1099879,37.5314516","127.2059926,37.5912695","127.1911121,37.2878908","127.0293012,37.6165025","127.1099879,37.5314516","128.5298626,35.8669579","127.0570811,37.7485533","127.1219558,37.5771621","127.0293012,37.6165025","128.5298626,35.8669579","127.0293012,37.6165025","127.1380836,37.6412775","127.1143834,37.6139188","127.9308782,37.7239711","127.0663885,37.7725514","127.0571623,37.5340081",
"127.1433166,37.2888291","127.2064762,37.5915924","127.1337028,37.6846526","127.0865037,37.5808658","126.9098256,37.492957","127.2202891,37.5227147","127.0519622,37.2986493","126.9437572,37.5922385","127.0579398,37.5338263","127.0519622,37.2986493","127.1100631,37.5322243","127.1337028,37.6846526","126.7499993,37.5547244","127.0579398,37.5338263","127.9312549,37.7243636","127.0829249,37.5166408","127.1100631,37.5322243","127.2064762,37.5915924","127.1906622,37.2878409","127.029469,37.6164852","127.1100631,37.5322243","128.5301916,35.867387","127.0571436,37.7485346","127.1232963,37.576576","127.029469,37.6164852","128.5301916,35.867387","127.029469,37.6164852","127.1385283,37.6412086","127.1142605,37.6142384","127.9312549,37.7243636","127.066699,37.7728653","127.0579398,37.5338263",
"127.1473617,37.2891846","127.2080963,37.5926655","127.1330225,37.6855284","127.0865411,37.5808633","126.909728,37.4928538","127.220318,37.5222614","127.0523432,37.2985092","126.9437868,37.5922188","127.0580645,37.5337925","127.0523432,37.2985092","127.1101187,37.5326346","127.1330225,37.6855284","126.7501867,37.5549996","127.0580645,37.5337925","127.9316966,37.7247892","127.0836116,37.5166676","127.1101187,37.5326346","127.2080963,37.5926655","127.1902249,37.2877415","127.0296234,37.6164299","127.1101187,37.5326346","128.5306534,35.8681529","127.0571447,37.7485347","127.1237343,37.5763953","127.0296234,37.6164299","128.5306534,35.8681529","127.0296234,37.6164299","127.1391644,37.6411646","127.113986,37.6149532","127.9316966,37.7247892","127.0668479,37.7730307","127.0580645,37.5337925",
"127.1478996,37.289225","127.2090613,37.5932826","127.1329106,37.6856767","127.0866623,37.5808547","126.9095699,37.4926781","127.2202483,37.5187892","127.0528568,37.2982876","126.9439495,37.5921249","127.0585974,37.5336412","127.0528568,37.2982876","127.1101331,37.5327013","127.1329106,37.6856767","126.7509944,37.556199","127.0585974,37.5336412","127.9320251,37.7250972","127.0840121,37.5166825","127.1101331,37.5327013","127.2090613,37.5932826","127.1898092,37.28758","127.0296996,37.6163933","127.1101331,37.5327013","128.530984,35.8689615","127.0571902,37.7485213","127.124453,37.5760271","127.0296996,37.6163933","128.530984,35.8689615","127.0296996,37.6163933","127.1416732,37.6410704","127.1135094,37.6164037","127.9320251,37.7250972","127.0668975,37.7730967","127.0585974,37.5336412",
"127.1487534,37.2892897","127.2101583,37.5940244","127.1328535,37.6857523","127.0868289,37.5808417","126.9095587,37.4926654","127.2203361,37.5183261","127.0540157,37.2978818","126.9439824,37.5921116","127.0587913,37.5335816","127.0540157,37.2978818","127.1101519,37.5327942","127.1328535,37.6857523","126.7512242,37.5565412","127.0587913,37.5335816","127.9330589,37.7260731","127.0852123,37.5167742","127.1101519,37.5327942","127.2101583,37.5940244","127.1894974,37.2874106","127.029711,37.6163834","127.1101519,37.5327942","128.5311107,35.8695068","127.0572528,37.7484954","127.1249992,37.575744","127.029711,37.6163834","128.5311107,35.8695068","127.029711,37.6163834","127.1424793,37.6410476","127.1134078,37.6167702","127.9330589,37.7260731","127.0670022,37.7732386","127.0587913,37.5335816",
"127.1495508,37.2893281","127.2107957,37.5943982","127.1328364,37.6857738","127.0873716,37.5807923","126.9094925,37.492593","127.2204567,37.5178495","127.0555371,37.2974206","126.944029,37.5920902","127.0589137,37.5335433","127.0555371,37.2974206","127.1102347,37.5331947","127.1328364,37.6857738","126.7517873,37.5575164","127.0589137,37.5335433","127.9336865,37.7266666","127.0864916,37.5168571","127.1102347,37.5331947","127.2107957,37.5943982","127.18918,37.2872403","127.029777,37.6163269","127.1102347,37.5331947","128.5311447,35.8696525","127.0573609,37.7484507","127.1251811,37.5756094","127.029777,37.6163269","128.5311447,35.8696525","127.029777,37.6163269","127.142773,37.6410205","127.1133697,37.6169044","127.9336865,37.7266666","127.0670855,37.7733669","127.0589137,37.5335433",
"127.1501104,37.2893271","127.2112365,37.5946498","127.1322634,37.6865075","127.0875178,37.5807792","126.9092837,37.4923873","127.2207725,37.5172139","127.0561108,37.2973407","126.9440642,37.5920759","127.0592335,37.5334498","127.0561108,37.2973407","127.1104424,37.53372","127.1322634,37.6865075","126.7520735,37.5582222","127.0592335,37.5334498","127.9341347,37.7270471","127.0875356,37.5169491","127.1104424,37.53372","127.2112365,37.5946498","127.1888749,37.2870827","127.029874,37.6162182","127.1104424,37.53372","128.531613,35.8729672","127.0575705,37.7483335","127.1253994,37.5754361","127.029874,37.6162182","128.531613,35.8729672","127.029874,37.6162182","127.1431336,37.6409702","127.1132833,37.6176171","127.9341347,37.7270471","127.0670889,37.7733723","127.0592335,37.5334498",
"127.1508631,37.2892869","127.2118244,37.5949496","127.1320466,37.6867764","127.0876719,37.5807654","126.909232,37.4923402","127.220801,37.5171554","127.0564169,37.2972734","126.9445482,37.5918844","127.060585,37.5330411","127.0564169,37.2972734","127.1107204,37.5342554","127.1320466,37.6867764","126.7522492,37.5586577","127.060585,37.5330411","127.9342373,37.727135","127.0882005,37.517037","127.1107204,37.5342554","127.2118244,37.5949496","127.1885865,37.2869999","127.0298991,37.6158334","127.1107204,37.5342554","128.5317311,35.8738731","127.0578385,37.7481145","127.1255108,37.5753473","127.0298991,37.6158334","128.5317311,35.8738731","127.0298991,37.6158334","127.1434366,37.6409135","127.113252,37.6181794","127.9342373,37.727135","127.0672429,37.773646","127.060585,37.5330411",
"127.1514783,37.2892148","127.2123637,37.5952132","127.1313253,37.6876989","127.0878124,37.5807523","126.9091804,37.4922868","127.2208659,37.5170384","127.0572269,37.297107","126.9445879,37.5918729","127.0607721,37.5329805","127.0572269,37.297107","127.1112261,37.534952","127.1313253,37.6876989","126.7523418,37.5590197","127.0607721,37.5329805","127.9348999,37.7276995","127.0889556,37.5171767","127.1112261,37.534952","127.2123637,37.5952132","127.1882121,37.2869574","127.0299554,37.6149945","127.1112261,37.534952","128.5318177,35.8744909","127.0578613,37.7480939","127.1256404,37.5752449","127.0299554,37.6149945","128.5318177,35.8744909","127.0299554,37.6149945","127.1437202,37.6408449","127.1132663,37.6187067","127.9348999,37.7276995","127.0681349,37.7762667","127.0607721,37.5329805",
"127.1519141,37.2891449","127.2126249,37.595341","127.1305833,37.6886457","127.0879609,37.5807393","126.9090851,37.4921781","127.2210925,37.5166576","127.0579036,37.2969644","126.9447298,37.591833","127.060991,37.5329084","127.0579036,37.2969644","127.1117981,37.5355344","127.1305833,37.6886457","126.7524999,37.5596327","127.060991,37.5329084","127.9353117,37.7280495","127.0894891,37.5172885","127.1117981,37.5355344","127.2126249,37.595341","127.1880056,37.2869695","127.0299967,37.6145458","127.1117981,37.5355344","128.5318899,35.8751033","127.0579093,37.7480508","127.1260873,37.5748903","127.0299967,37.6145458","128.5318899,35.8751033","127.0299967,37.6145458","127.1440653,37.6407531","127.1134126,37.6195563","127.9353117,37.7280495","127.0681494,37.7763055","127.060991,37.5329084",
"127.1520767,37.2891093","127.2129936,37.595514","127.1295103,37.690024","127.0881082,37.5807272","126.9090078,37.4920894","127.2217202,37.5158533","127.0585654,37.2968506","126.944807,37.5918189","127.0614787,37.5327416","127.0585654,37.2968506","127.1119671,37.5356801","127.1295103,37.690024","126.752625,37.560141","127.0614787,37.5327416","127.9358121,37.7284416","127.0895061,37.5172922","127.1119671,37.5356801","127.2129936,37.595514","127.187799,37.2870077","127.0300078,37.6144142","127.1119671,37.5356801","128.5319033,35.8754503","127.0579321,37.748032","127.1268081,37.5743184","127.0300078,37.6144142","128.5319033,35.8754503","127.0300078,37.6144142","127.1446614,37.6405359","127.1135194,37.6199334","127.9358121,37.7284416","127.0681784,37.776393","127.0614787,37.5327416",
"127.152324,37.2890551","127.2132367,37.5956246","127.1281332,37.6916511","127.0883246,37.5807118","126.908926,37.4919845","127.2228035,37.5145065","127.0585778,37.2968488","126.9448783,37.5918256","127.0618552,37.5326186","127.0585778,37.2968488","127.1127559,37.5363487","127.1281332,37.6916511","126.7526991,37.5607661","127.0618552,37.5326186","127.9362748,37.7287742","127.0901038,37.5174529","127.1127559,37.5363487","127.2132367,37.5956246","127.187512,37.287116","127.0300384,37.6140484","127.1127559,37.5363487","128.5318797,35.8758553","127.058085,37.7479037","127.1275346,37.5737366","127.0300384,37.6140484","128.5318797,35.8758553","127.0300384,37.6140484","127.1449121,37.6404943","127.1136868,37.6204387","127.9362748,37.7287742","127.06828,37.7766935","127.0618552,37.5326186",
"127.153406,37.2887887","127.2133973,37.5956899","127.1269649,37.6927966","127.0884061,37.5807066","126.9086964,37.4916922","127.223299,37.5139254","127.0589833,37.2967764","126.9455069,37.5919754","127.0620944,37.5325474","127.0589833,37.2967764","127.1137051,37.5371045","127.1269649,37.6927966","126.7527489,37.5617912","127.0620944,37.5325474","127.9363227,37.7288074","127.0911442,37.5177828","127.1137051,37.5371045","127.2133973,37.5956899","127.1873491,37.2872166","127.030067,37.6136483","127.1137051,37.5371045","128.5317507,35.876501","127.0581043,37.7478866","127.1280443,37.5732786","127.030067,37.6136483","128.5317507,35.876501","127.030067,37.6136483","127.1462412,37.6398709","127.1140028,37.6211265","127.9363227,37.7288074","127.0684252,37.7771105","127.0620944,37.5325474",
"127.1557036,37.2881627","127.2138248,37.5958748","127.1261947,37.6934774","127.08849,37.5807006","126.9083874,37.4912832","127.2238868,37.5131858","127.0617471,37.2962873","126.9457872,37.5920651","127.0624334,37.5324459","127.0617471,37.2962873","127.1140534,37.5373895","127.1261947,37.6934774","126.7527403,37.562313","127.0624334,37.5324459","127.9364241,37.72888","127.0924614,37.5181992","127.1140534,37.5373895","127.2138248,37.5958748","127.1870867,37.2873826","127.0300688,37.6135339","127.1140534,37.5373895","128.5315566,35.8772483","127.058363,37.7480958","127.1281057,37.5732274","127.0300688,37.6135339","128.5315566,35.8772483","127.0300688,37.6135339","127.1463184,37.6398414","127.1142094,37.6214859","127.9364241,37.72888","127.068534,37.7773398","127.0624334,37.5324459",
"127.1618955,37.2865156","127.2138825,37.5958947","127.1261651,37.6935007","127.088711,37.5806671","126.9082665,37.4911312","127.2244995,37.5124175","127.0622925,37.2962127","126.9459634,37.5921272","127.0624856,37.5324299","127.0622925,37.2962127","127.1159097,37.5389288","127.1261651,37.6935007","126.7527368,37.5625492","127.0624856,37.5324299","127.9365734,37.7289859","127.0942495,37.5187994","127.1159097,37.5389288","127.2138825,37.5958947","127.1867993,37.287591","127.0300691,37.6134879","127.1159097,37.5389288","128.5314393,35.8775982","127.0585065,37.7482081","127.1285369,37.5728231","127.0300691,37.6134879","128.5314393,35.8775982","127.0300691,37.6134879","127.1467249,37.6396849","127.1148057,37.6223306","127.9365734,37.7289859","127.0687026,37.7776334","127.0624856,37.5324299",
"127.1627336,37.2862864","127.2144741,37.5960999","127.1255706,37.6939766","127.0887802,37.5806566","126.9081567,37.4909945","127.2245234,37.5123869","127.066956,37.2953744","126.9462955,37.5922594","127.063328,37.5321671","127.066956,37.2953744","127.1168825,37.539736","127.1255706,37.6939766","126.7527368,37.5629998","127.063328,37.5321671","127.9371124,37.729366","127.0951991,37.519183","127.1168825,37.539736","127.2144741,37.5960999","127.1863497,37.2879909","127.0300731,37.6132193","127.1168825,37.539736","128.5312891,35.8778934","127.0585314,37.7482244","127.1288795,37.5724772","127.0300731,37.6132193","128.5312891,35.8778934","127.0300731,37.6132193","127.1469009,37.6396242","127.1152304,37.6228188","127.9371124,37.729366","127.0687871,37.7777581","127.063328,37.5321671",
"127.1637694,37.2860036","127.2151123,37.5962997","127.1249989,37.6944227","127.0890523,37.5806016","126.9079247,37.4907166","127.2248936,37.5117064","127.0688375,37.2950577","126.9465281,37.5923552","127.0634233,37.5321368","127.0688375,37.2950577","127.1174618,37.5402165","127.1249989,37.6944227","126.7527274,37.5631494","127.0634233,37.5321368","127.937674,37.7297326","127.0952556,37.5192057","127.1174618,37.5402165","127.2151123,37.5962997","127.1858728,37.288471","127.0300804,37.6131319","127.1174618,37.5402165","128.5311474,35.8781525","127.059171,37.7487144","127.1294773,37.571813","127.0300804,37.6131319","128.5311474,35.8781525","127.0300804,37.6131319","127.14691,37.6396215","127.1153499,37.6229399","127.937674,37.7297326","127.0690251,37.7780392","127.0634233,37.5321368",
"127.1641467,37.285882","127.2157981,37.5964735","127.1238074,37.6952094","127.0894605,37.5805165","126.9078418,37.4906162","127.2253937,37.510808","127.0717763,37.2945068","126.9466726,37.5924189","127.0637725,37.5320263","127.0717763,37.2945068","127.1180657,37.5407719","127.1238074,37.6952094","126.7526115,37.5648909","127.0637725,37.5320263","127.9385374,37.7302747","127.0957059,37.5194272","127.1180657,37.5407719","127.2157981,37.5964735","127.1856272,37.2886488","127.0301001,37.6128868","127.1180657,37.5407719","128.5311343,35.8781724","127.0596365,37.749074","127.130265,37.5709898","127.0301001,37.6128868","128.5311343,35.8781724","127.0301001,37.6128868","127.1470485,37.6395759","127.1156926,37.6232872","127.9385374,37.7302747","127.06926,37.7782564","127.0637725,37.5320263",
"127.1648123,37.2856279","127.2158241,37.5964799","127.1232156,37.6955788","127.0897814,37.5804464","126.907825,37.4905981","127.2255759,37.5104695","127.0718622,37.2944909","126.9467765,37.592469","127.064039,37.5319426","127.0718622,37.2944909","127.1182854,37.5409736","127.1232156,37.6955788","126.7525827,37.5656154","127.064039,37.5319426","127.9394246,37.7308076","127.0961933,37.519702","127.1182854,37.5409736","127.2158241,37.5964799","127.1854475,37.2887313","127.0301085,37.6128148","127.1182854,37.5409736","128.5310454,35.8783156","127.0600974,37.749447","127.1331827,37.5676233","127.0301085,37.6128148","128.5310454,35.8783156","127.0301085,37.6128148","127.1474787,37.6394357","127.1161314,37.6236717","127.9394246,37.7308076","127.0695687,37.7784775","127.064039,37.5319426",
"127.1650338,37.2855357","127.2165033,37.5966086","127.1226241,37.6959231","127.089938,37.5803866","126.9076243,37.4903663","127.2258014,37.5100824","127.0746121,37.2940249","126.946905,37.5925471","127.0642839,37.5318723","127.0746121,37.2940249","127.1185603,37.5412268","127.1226241,37.6959231","126.7525813,37.5657578","127.0642839,37.5318723","127.9401617,37.7312916","127.0979624,37.5206995","127.1185603,37.5412268","127.2165033,37.5966086","127.1852306,37.2888028","127.0301168,37.6127454","127.1185603,37.5412268","128.5308989,35.8785522","127.0601697,37.749505","127.1332025,37.5675215","127.0301168,37.6127454","128.5308989,35.8785522","127.0301168,37.6127454","127.1478294,37.6393448","127.1166146,37.6240311","127.9401617,37.7312916","127.0697701,37.7786071","127.0642839,37.5318723",
"127.1651616,37.2854829","127.2169935,37.5967017","127.1211546,37.6966881","127.0899765,37.5803804","126.9068279,37.4893789","127.2272303,37.5076322","127.075799,37.2938245","126.9469366,37.5925662","127.0643961,37.5318438","127.075799,37.2938245","127.1191591,37.5419084","127.1211546,37.6966881","126.7525748,37.5661859","127.0643961,37.5318438","127.9411648,37.7320378","127.0983854,37.5209533","127.1191591,37.5419084","127.2169935,37.5967017","127.1851482,37.2888233","127.0301748,37.6123508","127.1191591,37.5419084","128.530625,35.8789639","127.0602205,37.7495584","127.1333226,37.5672822","127.0301748,37.6123508","128.530625,35.8789639","127.0301748,37.6123508","127.1480086,37.6393102","127.1173462,37.6245517","127.9411648,37.7320378","127.0699184,37.7786951","127.0643961,37.5318438",
"127.1665621,37.2848577","127.2177429,37.5968162","127.1186994,37.6978988","127.0903334,37.5803618","126.9066364,37.4891328","127.229182,37.5048344","127.076899,37.2936328","126.946975,37.5925889","127.0646625,37.531779","127.076899,37.2936328","127.1197,37.5426078","127.1186994,37.6978988","126.7525741,37.5663644","127.0646625,37.531779","127.9418749,37.732566","127.0984768,37.5210077","127.1197,37.5426078","127.2177429,37.5968162","127.1842239,37.2888957","127.0302112,37.6121608","127.1197,37.5426078","128.5304583,35.8792646","127.0605543,37.7499228","127.1333751,37.5671985","127.0302112,37.6121608","128.5304583,35.8792646","127.0302112,37.6121608","127.1480688,37.6392987","127.1181594,37.6250933","127.9418749,37.732566","127.0700961,37.7787813","127.0646625,37.531779",
"127.1678681,37.2841538","127.2182513,37.5968778","127.1137613,37.7003632","127.090715,37.5803676","126.9065423,37.4890161","127.2295333,37.5043629","127.0769972,37.2936161","126.9471035,37.5926742","127.0649729,37.5317324","127.0769972,37.2936161","127.1198495,37.5428246","127.1137613,37.7003632","126.7525777,37.56646","127.0649729,37.5317324","127.9421625,37.7328317","127.098937,37.5212833","127.1198495,37.5428246","127.2182513,37.5968778","127.1832952,37.2889329","127.030313,37.6114564","127.1198495,37.5428246","128.5303625,35.8794746","127.0606606,37.7499998","127.1334106,37.5671049","127.030313,37.6114564","128.5303625,35.8794746","127.030313,37.6114564","127.148113,37.6392898","127.1187399,37.625481","127.9421625,37.7328317","127.0702944,37.7788668","127.0649729,37.5317324",
"127.1679993,37.2840829","127.2191867,37.596972","127.1118009,37.7014834","127.0921336,37.5804555","126.9063989,37.4888396","127.2300721,37.5036646","127.0778081,37.2934738","126.9471935,37.5927477","127.0651857,37.5317251","127.0778081,37.2934738","127.120197,37.5434954","127.1118009,37.7014834","126.7526317,37.5670642","127.0651857,37.5317251","127.9433368,37.7339161","127.0997313,37.5217367","127.120197,37.5434954","127.2191867,37.596972","127.1827538,37.2889224","127.0303385,37.6111815","127.120197,37.5434954","128.5300425,35.8800895","127.0608301,37.7501357","127.1334545,37.566922","127.0303385,37.6111815","128.5300425,35.8800895","127.0303385,37.6111815","127.1485451,37.6392298","127.1187873,37.6255109","127.9433368,37.7339161","127.0705097,37.7789451","127.0651857,37.5317251",
"127.1689461,37.2835006","127.2201189,37.5969958","127.1103458,37.7025115","127.0931518,37.5804536","126.9062667,37.4886812","127.2315149,37.5017029","127.0785614,37.2933413","126.9473229,37.5928718","127.065642,37.5316988","127.0785614,37.2933413","127.1208371,37.5447332","127.1103458,37.7025115","126.7526991,37.5675658","127.065642,37.5316988","127.9440745,37.7346912","127.0999998,37.5218908","127.1208371,37.5447332","127.2201189,37.5969958","127.1823601,37.2889024","127.0303423,37.6111194","127.1208371,37.5447332","128.5297951,35.8804892","127.0611577,37.750392","127.1334429,37.5667588","127.0303423,37.6111194","128.5297951,35.8804892","127.0303423,37.6111194","127.1491528,37.6391928","127.1189059,37.625587","127.9440745,37.7346912","127.0707885,37.7790317","127.065642,37.5316988",
"127.1696443,37.2830031","127.2205244,37.5970076","127.1093592,37.7035286","127.0942156,37.5803923","126.9059372,37.488291","127.2323496,37.5005168","127.0797508,37.2930895","126.9474296,37.5929876","127.0658005,37.5316805","127.0797508,37.2930895","127.1211965,37.5455123","127.1093592,37.7035286","126.7528468,37.5683112","127.0658005,37.5316805","127.9447614,37.7354998","127.1009047,37.5223996","127.1211965,37.5455123","127.2205244,37.5970076","127.1819723,37.2888419","127.030317,37.6108281","127.1211965,37.5455123","128.5297222,35.8805935","127.0612674,37.7504681","127.1334095,37.5666326","127.030317,37.6108281","128.5297222,35.8805935","127.030317,37.6108281","127.1494804,37.6391956","127.119325,37.6258542","127.9447614,37.7354998","127.0709677,37.7790675","127.0658005,37.5316805",
"127.170122,37.2826259","127.2213866,37.5969664","127.1087605,37.7043351","127.118151,37.5781963","126.905741,37.4880737","127.2327248,37.4999994","127.0799372,37.2930496","126.9475148,37.5931079","127.0659591,37.5316531","127.0799372,37.2930496","127.1214238,37.546006","127.1087605,37.7043351","126.752849,37.5683202","127.0659591,37.5316531","127.9449123,37.7356749","127.1013739,37.5226914","127.1214238,37.546006","127.2213866,37.5969664","127.1817175,37.2888006","127.0302912,37.6106081","127.1214238,37.546006","128.5288227,35.8817084","127.0613047,37.7504953","127.1333557,37.5665332","127.0302912,37.6106081","128.5288227,35.8817084","127.0302912,37.6106081","127.149894,37.6392076","127.1202665,37.6265666","127.9449123,37.7356749","127.0711107,37.7790906","127.0659591,37.5316531",
"127.1707493,37.2820742","127.2222864,37.596891","127.1083629,37.705099","127.1188753,37.5780797","126.9055784,37.4878944","127.2337991,37.4985416","127.0811368,37.2927997","126.9475294,37.5931323","127.0665395,37.5315047","127.0811368,37.2927997","127.1217239,37.5466578","127.1083629,37.705099","126.7528813,37.5684872","127.0665395,37.5315047","127.9452989,37.7361827","127.1020371,37.5231082","127.1217239,37.5466578","127.2222864,37.596891","127.1812677,37.2887111","127.0302688,37.6103791","127.1217239,37.5466578","128.5282562,35.882191","127.061342,37.7505224","127.1331903,37.5663128","127.0302688,37.6103791","128.5282562,35.882191","127.0302688,37.6103791","127.1505771,37.6392989","127.1208229,37.6270281","127.9452989,37.7361827","127.0711311,37.7790943","127.0665395,37.5315047",
"127.1713994,37.2814829","127.2231749,37.596775","127.1082253,37.7053743","127.1197868,37.5778771","126.9054999,37.4878075","127.233998,37.4982708","127.0816192,37.2926788","126.9475965,37.5932435","127.0668149,37.53143","127.0816192,37.2926788","127.1226257,37.5492124","127.1082253,37.7053743","126.7529201,37.568683","127.0668149,37.53143","127.9456743,37.7366915","127.1022515,37.5232324","127.1226257,37.5492124","127.2231749,37.596775","127.1809995,37.2886401","127.0302464,37.6101555","127.1226257,37.5492124","128.5277981,35.8828342","127.0614403,37.7505994","127.1330341,37.5660726","127.0302464,37.6101555","128.5277981,35.8828342","127.0302464,37.6101555","127.1509191,37.6393702","127.1211523,37.6273104","127.9456743,37.7366915","127.0712491,37.7791091","127.0668149,37.53143",
"127.1715297,37.2813534","127.2233189,37.596751","127.1080416,37.7057883","127.1206183,37.5776238","126.9053811,37.4876708","127.2354497,37.496291","127.0826371,37.2924246","126.9477498,37.5934993","127.0670145,37.5313758","127.0826371,37.2924246","127.1226391,37.5492494","127.1080416,37.7057883","126.7532683,37.5701048","127.0670145,37.5313758","127.9457808,37.7368542","127.1023248,37.5232742","127.1226391,37.5492494","127.2233189,37.596751","127.1808824,37.2885965","127.0302393,37.610031","127.1226391,37.5492494","128.527562,35.8831662","127.0617058,37.7508086","127.1329859,37.5659733","127.0302393,37.610031","128.527562,35.8831662","127.0302393,37.610031","127.1513934,37.6394978","127.1218346,37.6279787","127.9457808,37.7368542","127.0712317,37.7791847","127.0670145,37.5313758",
"127.1723228,37.2805615","127.2242982,37.5965928","127.1077426,37.7065589","127.1212421,37.5774383","126.9053418,37.4876264","127.2359966,37.4955035","127.0839997,37.2920662","126.9478492,37.5936908","127.06847,37.5309782","127.0839997,37.2920662","127.1230242,37.5503394","127.1077426,37.7065589","126.7535577,37.5712856","127.06847,37.5309782","127.9458542,37.7369783","127.1024636,37.5233539","127.1230242,37.5503394","127.2242982,37.5965928","127.1806616,37.2885139","127.0302216,37.6096037","127.1230242,37.5503394","128.5271747,35.8837158","127.062027,37.7510081","127.1329616,37.5658344","127.0302216,37.6096037","128.5271747,35.8837158","127.0302216,37.6096037","127.1516333,37.639585","127.1225516,37.6287219","127.9458542,37.7369783","127.0711858,37.7792576","127.06847,37.5309782",
