0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"127.1295758,37.4279857","128.4513077,34.8845908","127.0393353,34.780342","127.2152455,37.400376","127.0417615,37.7060253","127.3079471,34.8343396","127.0417615,37.7060253","127.431783,37.3792426","127.0962092,37.4061479","127.1231855,37.7470022","128.4671118,35.2714745","127.0769564,37.3964936","127.3813668,37.6320844","127.2764537,37.4456349",,"127.3813668,37.6320844","127.2774386,37.6196389","127.1134394,37.808546","127.1210771,37.6273985","127.0767194,37.7828693","127.1042604,37.8402084","127.3813668,37.6320844","127.2173708,37.8790831","127.3813668,37.6320844","127.2807196,37.4435517","127.3813668,37.6320844","127.2173708,37.8790831","128.5168496,36.0433898"
"127.1296421,37.4280562","128.45129,34.8844819","127.0387705,34.7799025","127.2156622,37.4001291","127.0418796,37.7058193","127.307458,34.8344489","127.0418796,37.7058193","127.4333847,37.3792544","127.0965239,37.4062499","127.1233161,37.7472153","128.4657558,35.2714366","127.0779595,37.3969235","127.3819268,37.6320039","127.2765228,37.4456062",,"127.3819268,37.6320039","127.2776283,37.6198862","127.1130075,37.8085816","127.1215937,37.627885","127.0766959,37.7831946","127.1046051,37.8401537","127.3819268,37.6320039","127.2178466,37.8795584","127.3819268,37.6320039","127.282425,37.4425913","127.3819268,37.6320039","127.2178466,37.8795584","128.5167532,36.043662"
"127.129731,37.4281376","128.4512677,34.8842593","127.0377034,34.7791968","127.2159521,37.3999576","127.0423743,37.7048748","127.3069263,34.8345481","127.0423743,37.7048748","127.4334638,37.3792562","127.0967969,37.406341","127.1233654,37.7473399","128.4655872,35.2714082","127.0788383,37.3973539","127.3825775,37.6319306","127.2766337,37.4455605",,"127.3825775,37.6319306","127.2778055,37.620093","127.1121246,37.8086228","127.1219894,37.6282802","127.0766757,37.7835488","127.1048623,37.8400923","127.3825775,37.6319306","127.2184128,37.8801753","127.3825775,37.6319306","127.2829549,37.442275","127.3825775,37.6319306","127.2184128,37.8801753","128.5166726,36.0439584"
"127.1298416,37.4281848","128.4512695,34.8840321","127.0368384,34.7786949","127.2170156,37.3992652","127.0425848,37.704416","127.3068529,34.8345615","127.0425848,37.704416","127.4368003,37.3793338","127.0971646,37.4064639","127.1233805,37.7474986","128.4607434,35.2713494","127.079245,37.3975608","127.3831805,37.6318952","127.2781484,37.444863",,"127.3831805,37.6318952","127.278011,37.6203449","127.1117609,37.8086523","127.1224754,37.6287676","127.0766542,37.7839408","127.1050103,37.8400505","127.3831805,37.6318952","127.2193271,37.8813771","127.3831805,37.6318952","127.2830885,37.4422005","127.3831805,37.6318952","127.2193271,37.8813771","128.5165695,36.0444849"
"127.1299421,37.428205","128.4512965,34.8838073","127.0354961,34.7779494","127.2184256,37.3983735","127.0426434,37.7042855","127.3066801,34.8345847","127.0426434,37.7042855","127.442196,37.3794708","127.0986229,37.4069538","127.123358,37.747676","128.4603112,35.271342","127.0801522,37.3981743","127.3835443,37.6318829","127.2790235,37.4444491",,"127.3835443,37.6318829","127.2782437,37.6206139","127.110222,37.8087887","127.1228359,37.6291951","127.0767318,37.7840726","127.1051515,37.8399906","127.3835443,37.6318829","127.2197163,37.8818999","127.3835443,37.6318829","127.2852048,37.4410109","127.3835443,37.6318829","127.2197163,37.8818999","128.5164842,36.0451897"
"127.1300517,37.4282071","128.4513218,34.883634","127.0326117,34.7766209","127.2194807,37.3977937","127.0429619,37.7035909","127.3063946,34.834623","127.0429619,37.7035909","127.4429404,37.3794901","127.0995912,37.4071771","127.123288,37.7478372","128.459168,35.2713592","127.0825739,37.3999225","127.3846221,37.6318849","127.2805498,37.4436407",,"127.3846221,37.6318849","127.2788607,37.6211883","127.1093365,37.8088777","127.1242264,37.6310076","127.0767812,37.7841657","127.1052724,37.8399053","127.3846221,37.6318849","127.2209202,37.8834918","127.3846221,37.6318849","127.2867277,37.4401628","127.3846221,37.6318849","127.2209202,37.8834918","128.5164908,36.0455268"
"127.1301637,37.4281867","128.4513564,34.8835012","127.0323392,34.7764954","127.2203363,37.3974081","127.0433682,37.7028273","127.3054527,34.8347297","127.0433682,37.7028273","127.4469038,37.3796272","127.1003114,37.4073156","127.1231817,37.7479792","128.4583732,35.2713709","127.0827145,37.400024","127.3857768,37.6319996","127.2807196,37.4435517",,"127.3857768,37.6319996","127.2794756,37.6217203","127.1089114,37.8089205","127.1249992,37.6321575","127.0768667,37.7843165","127.1054482,37.8397707","127.3857768,37.6319996","127.2211543,37.8838249","127.3857768,37.6319996","127.2877898,37.4395274","127.3857768,37.6319996","127.2211543,37.8838249","128.5165095,36.0457737"
"127.1302735,37.4281537","128.4515246,34.8830003","127.0316928,34.776198","127.2209665,37.3971636","127.0436402,37.7023173","127.3039672,34.8348256","127.0436402,37.7023173","127.4472732,37.3796399","127.1009957,37.4074044","127.1229879,37.7481336","128.4574777,35.2714204","127.0827809,37.400072","127.3872373,37.6322479","127.282425,37.4425913",,"127.3872373,37.6322479","127.2801967,37.6223382","127.1070245,37.8091242","127.1251263,37.6323652","127.0770329,37.7844424","127.1055498,37.8396764","127.3872373,37.6322479","127.2217097,37.8846176","127.3872373,37.6322479","127.2882882,37.4391885","127.3872373,37.6322479","127.2217097,37.8846176","128.516558,36.0461844"
"127.1303404,37.4281116","128.4515675,34.882825","127.0308612,34.7757981","127.2220081,37.3968956","127.0436448,37.7023092","127.3029051,34.8348843","127.0436448,37.7023092","127.4488782,37.3796758","127.1015694,37.4074632","127.1227479,37.7482383","128.4573393,35.2714305","127.0833616,37.4004914","127.3890568,37.6326814","127.2829549,37.442275",,"127.3890568,37.6326814","127.285809,37.6272176","127.1055093,37.8092931","127.1252005,37.6324718","127.0771552,37.7845005","127.1056583,37.8395849","127.3890568,37.6326814","127.2220436,37.8850483","127.3890568,37.6326814","127.2891977,37.4385375","127.3890568,37.6326814","127.2220436,37.8850483","128.5166729,36.0466531"
"127.1303948,37.4280712","128.4515995,34.8826661","127.0306335,34.7756745","127.2232358,37.3966731","127.0436998,37.7022166","127.3011694,34.834914","127.0436998,37.7022166","127.4511451,37.3797408","127.1016507,37.407467","127.1222854,37.7483432","128.4554377,35.2715663","127.0845624,37.4013492","127.3901739,37.6329799","127.2830885,37.4422005",,"127.3901739,37.6329799","127.2865994,37.6278365","127.1054843,37.8092957","127.1265466,37.634578","127.0772857,37.7845262","127.1064152,37.8389448","127.3901739,37.6329799","127.223218,37.88665","127.3901739,37.6329799","127.2901347,37.4377784","127.3901739,37.6329799","127.223218,37.88665","128.5166868,36.0467035"
"127.1304244,37.4280334","128.451618,34.8824613","127.029544,34.7750833","127.2237478,37.396613","127.0439383,37.7017957","127.2986648,34.8349576","127.0439383,37.7017957","127.4525898,37.3797423","127.1018868,37.4074796","127.1216303,37.7483582","128.4549936,35.2715725","127.0859049,37.4021273","127.3906678,37.6330993","127.2852048,37.4410109",,"127.3906678,37.6330993","127.287173,37.6281989","127.1049796,37.8093508","127.1271561,37.6355299","127.0774219,37.7845339","127.106527,37.8388541","127.3906678,37.6330993","127.2234443,37.8869587","127.3906678,37.6330993","127.29075,37.4372576","127.3906678,37.6330993","127.2234443,37.8869587","128.5167464,36.0469293"
"127.1304666,37.427956","128.4516134,34.882161","127.0212182,34.7705826","127.2253664,37.3964248","127.0439739,37.7017327","127.2982142,34.8349632","127.0439739,37.7017327","127.4539408,37.3797004","127.101993,37.4074808","127.1183713,37.7483856","128.4537899,35.2715893","127.0865041,37.4024746","127.3913306,37.6332658","127.2867277,37.4401628",,"127.3913306,37.6332658","127.287621,37.6284656","127.1046761,37.8093831","127.1273581,37.6359325","127.077556,37.78452","127.1072975,37.8382249","127.3913306,37.6332658","127.2237576,37.887402","127.3913306,37.6332658","127.2915095,37.4364883","127.3913306,37.6332658","127.2237576,37.887402","128.5169152,36.0473669"
"127.1304873,37.4278912","128.4515848,34.881953","127.0188235,34.7695109","127.2258739,37.3963656","127.0447578,37.7006073","127.2914417,34.8351294","127.0447578,37.7006073","127.4551065,37.3796414","127.1040177,37.407512","127.1181488,37.7483948","128.4535217,35.2715932","127.08837,37.4034177","127.3945868,37.6340827","127.2877898,37.4395274",,"127.3945868,37.6340827","127.2879356,37.6286221","127.1045533,37.8093953","127.1275703,37.6363505","127.0776732,37.7844861","127.1078557,37.8377689","127.3945868,37.6340827","127.2244589,37.888423","127.3945868,37.6340827","127.2921125,37.4358764","127.3945868,37.6340827","127.2244589,37.888423","128.5169244,36.0473902"
"127.1304853,37.4278209","128.4515622,34.88189","127.0174659,34.7688228","127.2268698,37.3962183","127.0450608,37.7002173","127.2874813,34.8352028","127.0450608,37.7002173","127.4573092,37.379443","127.1051386,37.4075292","127.1176867,37.7484014","128.4474195,35.271771","127.0894893,37.4039038","127.3949153,37.6341668","127.2882882,37.4391885",,"127.3949153,37.6341668","127.2879877,37.6286484","127.1044406,37.8094391","127.1276634,37.636532","127.0777723,37.784436","127.1080098,37.8376306","127.3949153,37.6341668","127.2252172,37.8897182","127.3949153,37.6341668","127.2922374,37.4356999","127.3949153,37.6341668","127.2252172,37.8897182","128.5171257,36.047769"
"127.1304619,37.4277658","128.4515124,34.8817515","127.0162048,34.7682624","127.2275242,37.3961215","127.0454493,37.6997582","127.2866337,34.8351996","127.0454493,37.6997582","127.457769,37.3793999","127.1102374,37.4076408","127.1171396,37.7484059","128.4468746,35.271805","127.0898996,37.4040927","127.3959373,37.6344282","127.2891977,37.4385375",,"127.3959373,37.6344282","127.2887991,37.6290536","127.1043233,37.8094883","127.1278014,37.6368182","127.0778498,37.7843903","127.1080499,37.8375658","127.3959373,37.6344282","127.2253199,37.8899501","127.3959373,37.6344282","127.2932311,37.4344353","127.3959373,37.6344282","127.2253199,37.8899501","128.5172145,36.047935"
"127.1304036,37.4276737","128.451448,34.881578","127.0154143,34.7679526","127.2293772,37.3957779","127.0463286,37.6988017","127.2859622,34.8351767","127.0463286,37.6988017","127.4590533,37.379285","127.1109866,37.4076496","127.1164891,37.7484119","128.4465474,35.2718454","127.0902085,37.4042082","127.3959871,37.6344408","127.2901347,37.4377784",,"127.3959871,37.6344408","127.288824,37.6290636","127.1042195,37.80957","127.1278564,37.6369319","127.077901,37.7843599","127.1080924,37.8374857","127.3959871,37.6344408","127.2257865,37.8910832","127.3959871,37.6344408","127.293677,37.4338276","127.3959871,37.6344408","127.2257865,37.8910832","128.5172577,36.0480158"
"127.1303394,37.4276194","128.4513458,34.8813498","127.0145124,34.7676442","127.2307408,37.3954637","127.0467749,37.6983563","127.2856057,34.8351653","127.0467749,37.6983563","127.4613012,37.3790784","127.1121996,37.4077581","127.1163541,37.7484106","128.4463037,35.2718789","127.0927779,37.4050419","127.3965717,37.6345964","127.29075,37.4372576",,"127.3965717,37.6345964","127.2896244,37.6293742","127.1041074,37.8097183","127.128653,37.6387867","127.0779832,37.7842862","127.1083107,37.837043","127.3965717,37.6345964","127.2260397,37.8918066","127.3965717,37.6345964","127.2942215,37.433093","127.3965717,37.6345964","127.2260397,37.8918066","128.5172622,36.0480248"
"127.1302605,37.4275795","128.4512456,34.8811982","127.0143619,34.7675922","127.2311661,37.3953412","127.0478084,37.6973886","127.2835808,34.8349543","127.0478084,37.6973886","127.4621303,37.379002","127.1130168,37.407923","127.1153506,37.7484136","128.4453064,35.272058","127.0932799,37.4052049","127.396659,37.6346199","127.2915095,37.4364883",,"127.396659,37.6346199","127.2900048,37.6295074","127.1040073,37.8099496","127.1287651,37.6390466","127.0780599,37.7841784","127.1083862,37.8369522","127.396659,37.6346199","127.2260881,37.8919536","127.396659,37.6346199","127.2943147,37.4329301","127.396659,37.6346199","127.2260881,37.8919536","128.5172804,36.0480535"
"127.1301499,37.4275494","128.4511265,34.8810188","127.0129766,34.7671692","127.2333645,37.3947197","127.0484468,37.6968683","127.2833261,34.8349142","127.0484468,37.6968683","127.4627425,37.3789473","127.1136115,37.4080827","127.1137987,37.7484617","128.4441522,35.2722681","127.0938811,37.4053999","127.3968618,37.6346742","127.2921125,37.4358764",,"127.3968618,37.6346742","127.2900251,37.6295146","127.1040058,37.8100298","127.1310804,37.6446016","127.0781059,37.784083","127.1084045,37.8369316","127.3968618,37.6346742","127.2261318,37.8921106","127.3968618,37.6346742","127.2946861,37.4322772","127.3968618,37.6346742","127.2261318,37.8921106","128.5176089,36.0485664"
"127.1295874,37.4274665","128.4500389,34.8794105","127.0117653,34.7668794","127.2337592,37.3946124","127.0488287,37.6963759","127.2822493,34.834731","127.0488287,37.6963759","127.4629278,37.3789302","127.1149244,37.4085413","127.1136613,37.7484658","128.4423226,35.2727422","127.0950868,37.4057916","127.3970963,37.6347411","127.2922374,37.4356999",,"127.3970963,37.6347411","127.290349,37.6296278","127.1040056,37.810065","127.1316268,37.6459716","127.0781156,37.7839677","127.1084731,37.8368552","127.3970963,37.6347411","127.2263757,37.8932116","127.3970963,37.6347411","127.2948838,37.4319116","127.3970963,37.6347411","127.2263757,37.8932116","128.5176213,36.0485816"
"127.1295648,37.4274656","128.449725,34.878953","127.0107216,34.7667074","127.2345983,37.3943835","127.0499918,37.6953672","127.2810447,34.8344881","127.0499918,37.6953672","127.4658443,37.3786661","127.115924,37.4090664","127.1134603,37.7484849","128.4414988,35.2729957","127.0953373,37.4058664","127.3973874,37.6348242","127.2932311,37.4344353",,"127.3973874,37.6348242","127.290957,37.629811","127.1040041,37.8101245","127.1317228,37.6462747","127.0780945,37.7838838","127.1086511,37.8367134","127.3973874,37.6348242","127.2264605,37.8936544","127.3973874,37.6348242","127.2950247,37.4316414","127.3973874,37.6348242","127.2264605,37.8936544","128.5177928,36.0487902"
"127.1289286,37.42745","128.4495324,34.878666","127.0100393,34.7665956","127.2348629,37.3943111","127.0501918,37.6951138","127.2793943,34.8341018","127.0501918,37.6951138","127.468204,37.3784405","127.1166615,37.4095745","127.1132865,37.7485024","128.4414221,35.2730197","127.0956069,37.405953","127.3980117,37.6350249","127.293677,37.4338276",,"127.3980117,37.6350249","127.2919252,37.6300939","127.10409,37.8106421","127.1317529,37.6463712","127.0780621,37.7837908","127.1088574,37.8366023","127.3980117,37.6350249","127.2265525,37.8942909","127.3980117,37.6350249","127.2951452,37.4313703","127.3980117,37.6350249","127.2265525,37.8942909","128.5180747,36.0491331"
"127.1288992,37.4274499","128.4492631,34.8782732","127.0088383,34.7664158","127.2349975,37.3942727","127.0503919,37.6948469","127.2760651,34.8333328","127.0503919,37.6948469","127.4703332,37.3782571","127.1175495,37.4102741","127.1106783,37.7486569","128.4411822,35.2730982","127.0962092,37.4061479","127.3987412,37.6353067","127.2942215,37.433093",,"127.3987412,37.6353067","127.2924382,37.6302282","127.1040704,37.8115352","127.131924,37.6470739","127.0779775,37.7836968","127.1089952,37.8365514","127.3987412,37.6353067","127.2265745,37.896035","127.3987412,37.6353067","127.295242,37.4311235","127.3987412,37.6353067","127.2265745,37.896035","128.5183939,36.0494351"
"127.1277329,37.4274228","128.4490916,34.8780139","127.0078581,34.766245","127.2380474,37.3934213","127.0504673,37.6945722","127.2741402,34.8329235","127.0504673,37.6945722","127.4715204,37.3781348","127.1181742,37.4109747","127.1106193,37.7486613","128.4397973,35.2736121","127.0965239,37.4062499","127.400335,37.6359787","127.2943147,37.4329301",,"127.400335,37.6359787","127.2936964,37.6305585","127.1040416,37.8122481","127.131978,37.6474013","127.0778858,37.7836351","127.1091783,37.8365123","127.400335,37.6359787","127.2264478,37.8970973","127.400335,37.6359787","127.2954388,37.4306569","127.400335,37.6359787","127.2264478,37.8970973","128.518662,36.0496492"
"127.1266638,37.4273978","128.4487997,34.8775563","127.0051299,34.7656135","127.2396543,37.392967","127.0505054,37.6942804","127.2733271,34.8327407","127.0505054,37.6942804","127.4723935,37.3780521","127.1187489,37.411741","127.1087911,37.7487814","128.439063,35.2739126","127.0967969,37.406341","127.4005128,37.6360645","127.2946861,37.4322772",,"127.4005128,37.6360645","127.2955413,37.631053","127.1040336,37.8124752","127.1320249,37.6477674","127.0777919,37.7835834","127.1094249,37.8365258","127.4005128,37.6360645","127.2263582,37.8976361","127.4005128,37.6360645","127.2955116,37.4304849","127.4005128,37.6360645","127.2263582,37.8976361","128.5192248,36.0500744"
"127.125701,37.4273632","128.4487763,34.8775195","127.0045366,34.7654281","127.2405928,37.3927338","127.0504495,37.6937574","127.27295,34.8326571","127.0504495,37.6937574","127.4756173,37.3777482","127.1188814,37.4119153","127.1087389,37.7487848","128.4374755,35.2746887","127.0971646,37.4064639","127.4011675,37.6363805","127.2948838,37.4319116",,"127.4011675,37.6363805","127.2956998,37.6310956","127.1040063,37.8126959","127.1321267,37.648971","127.0776321,37.7835306","127.1096553,37.8365833","127.4011675,37.6363805","127.2262435,37.8982072","127.4011675,37.6363805","127.2955674,37.4303272","127.4011675,37.6363805","127.2262435,37.8982072","128.5199994,36.0505664"
"127.1249996,37.4274827","128.4485886,34.8771846","127.0034081,34.7650177","127.2410032,37.3926491","127.0504507,37.6931913","127.2719029,34.832426","127.0504507,37.6931913","127.4765785,37.3776573","127.1200623,37.4134749","127.1068425,37.7489272","128.4325059,35.2771985","127.0986229,37.4069538","127.4030159,37.6373708","127.2950247,37.4316414",,"127.4030159,37.6373708","127.2964598,37.6312916","127.1039745,37.8129013","127.1321666,37.6498454","127.0774358,37.7834875","127.1097733,37.8366134","127.4030159,37.6373708","127.2261003,37.8987874","127.4030159,37.6373708","127.2959615,37.4292075","127.4030159,37.6373708","127.2261003,37.8987874","128.5211949,36.0510719"
"127.1247133,37.4275638","128.4484637,34.8768844","127.0023051,34.7645325","127.2416611,37.3925405","127.0504495,37.6930192","127.2692775,34.8318999","127.0504495,37.6930192","127.4774031,37.3775818","127.1202778,37.4137586","127.1054491,37.7490479","128.4270148,35.2799989","127.0995912,37.4071771","127.403204,37.6374737","127.2951452,37.4313703",,"127.403204,37.6374737","127.2973601,37.6315239","127.103927,37.8130877","127.1322079,37.6504314","127.0772011,37.7834299","127.1099209,37.836641","127.403204,37.6374737","127.2259709,37.8993116","127.403204,37.6374737","127.2966125,37.4271409","127.403204,37.6374737","127.2259709,37.8993116","128.5222336,36.0514687"
"127.1243181,37.427714","128.4483979,34.8766794","126.9999995,34.7634328","127.2420126,37.3924827","127.0505117,37.6928581","127.2690971,34.8318644","127.0505117,37.6928581","127.4778459,37.3775386","127.1213533,37.4151628","127.104939,37.7491173","128.4255805,35.2807303","127.1003114,37.4073156","127.4035256,37.6376488","127.295242,37.4311235",,"127.4035256,37.6376488","127.2973613,37.6315239","127.1039027,37.8131706","127.1323722,37.6511313","127.0768446,37.783416","127.1099982,37.8366421","127.4035256,37.6376488","127.2258365,37.8996808","127.4035256,37.6376488","127.2972873,37.4250238","127.4035256,37.6376488","127.2258365,37.8996808","128.5230169,36.0517686"
"127.1240809,37.4279097","128.4483401,34.8764066","126.9995118,34.7631333","127.2422737,37.3924373","127.0506994,37.692583","127.2676654,34.8315397","127.0506994,37.692583","127.4781079,37.3775152","127.1220077,37.4160573","127.104126,37.7491642","128.4248137,35.2810842","127.1009957,37.4074044","127.4041157,37.6379693","127.2954388,37.4306569",,"127.4041157,37.6379693","127.2986683,37.6318353","127.1038492,37.8133921","127.1325209,37.6515554","127.0762155,37.7833984","127.1101357,37.8366318","127.4041157,37.6379693","127.2256549,37.9001824","127.4041157,37.6379693","127.297521,37.4242743","127.4041157,37.6379693","127.2256549,37.9001824","128.5243735,36.0522781"
"127.1239263,37.4280769","128.4482672,34.8760663","126.9990741,34.7628645","127.2431667,37.3923077","127.0509897,37.6923975","127.2645647,34.8308475","127.0509897,37.6923975","127.4787212,37.3774576","127.12239,37.416666","127.1037887,37.7491892","128.4248049,35.2810879","127.1015694,37.4074632","127.4045733,37.6382184","127.2955116,37.4304849",,"127.4045733,37.6382184","127.2997988,37.6320554","127.1036798,37.8134114","127.1328596,37.6525209","127.0758567,37.7833872","127.1102473,37.8365925","127.4045733,37.6382184","127.2253954,37.9008506","127.4045733,37.6382184","127.2977617,37.4234661","127.4045733,37.6382184","127.2253954,37.9008506","128.5258372,36.0528245"
"127.1237871,37.4283415","128.4482661,34.87606","126.9985897,34.7625568","127.2440437,37.3921996","127.0513273,37.6922798","127.2634882,34.8306073","127.0513273,37.6922798","127.4830281,37.3770653","127.1224415,37.4167617","127.1035252,37.7492361","128.4235595,35.281606","127.1016507,37.407467","127.4046945,37.6382843","127.2955674,37.4303272",,"127.4046945,37.6382843","127.3014336,37.6322826","127.1032095,37.8134089","127.1331211,37.6533005","127.07534,37.7833935","127.1104228,37.8364993","127.4046945,37.6382843","127.2252131,37.9012242","127.4046945,37.6382843","127.297993,37.4227707","127.4046945,37.6382843","127.2252131,37.9012242","128.5283022,36.0537031"
"127.1237133,37.4286297","128.448221,34.8758484","126.9982839,34.7623635","127.2454269,37.3920854","127.0515863,37.692224","127.2612966,34.8301991","127.0515863,37.692224","127.4849212,37.3769051","127.1225501,37.4169541","127.1033717,37.7492824","128.4225247,35.2819881","127.1018868,37.4074796","127.4070471,37.6395652","127.2959615,37.4292075",,"127.4070471,37.6395652","127.3019718,37.6323339","127.1026982,37.8134108","127.1334345,37.654347","127.0746062,37.7834251","127.1105619,37.8364241","127.4070471,37.6395652","127.2250516,37.9015222","127.4070471,37.6395652","127.2981264,37.4223373","127.4070471,37.6395652","127.2250516,37.9015222","128.5283424,36.0537181"
"127.1236845,37.4296535","128.4480579,34.874893","126.9978496,34.7620768","127.2488393,37.3918818","127.0522521,37.6922248","127.259809,34.82995","127.0522521,37.6922248","127.4865274,37.376762","127.1227741,37.4173523","127.1032169,37.7493549","128.4220459,35.2821477","127.101993,37.4074808","127.4074775,37.6397981","127.2966125,37.4271409",,"127.4074775,37.6397981","127.3023786,37.6323662","127.102571,37.8134121","127.1336385,37.6552823","127.0741631,37.7834577","127.1106483,37.8364072","127.4074775,37.6397981","127.2249715,37.9016581","127.4074775,37.6397981","127.2984839,37.421332","127.4074775,37.6397981","127.2249715,37.9016581","128.5301186,36.0543862"
"127.123703,37.431606","128.4480202,34.8747544","126.9971152,34.7615552","127.2499998,37.3918058","127.0534346,37.6922977","127.2587617,34.8297901","127.0534346,37.6922977","127.4878308,37.3766765","127.1229115,37.4176772","127.1030916,37.7494365","128.421737,35.2822501","127.1040177,37.407512","127.4082545,37.6402503","127.2972873,37.4250238",,"127.4082545,37.6402503","127.3024239,37.6323689","127.1025392,37.813412","127.1336461,37.6553527","127.0737927,37.7834852","127.1107142,37.8364129","127.4082545,37.6402503","127.2249269,37.9017355","127.4082545,37.6402503","127.2988548,37.4204331","127.4082545,37.6402503","127.2249269,37.9017355","128.5303295,36.0544656"
"127.1235501,37.4321157","128.4479245,34.8743287","126.9964899,34.761053","127.252723,37.3916276","127.0538474,37.6923245","127.2586109,34.8297672","127.0538474,37.6923245","127.4895601,37.3766821","127.1230869,37.4180924","127.102957,37.7495668","128.4213896,35.2823538","127.1051386,37.4075292","127.4084833,37.6403757","127.297521,37.4242743",,"127.4084833,37.6403757","127.3034868,37.632441","127.1023347,37.8134149","127.133671,37.6555898","127.0728792,37.7835531","127.1107709,37.8364356","127.4084833,37.6403757","127.2246132,37.9022719","127.4084833,37.6403757","127.2993117,37.4194604","127.4084833,37.6403757","127.2246132,37.9022719","128.5315757,36.0549345"
"127.1235552,37.4324411","128.4477887,34.8739339","126.9958876,34.7605555","127.2542,37.3914901","127.054065,37.6923461","127.2584108,34.8297371","127.054065,37.6923461","127.4899057,37.376683","127.1232004,37.4184353","127.1025904,37.7499702","128.4193191,35.2829403","127.1102374,37.4076408","127.4088854,37.6405978","127.2977617,37.4234661",,"127.4088854,37.6405978","127.3043991,37.6324416","127.1021358,37.8134179","127.1337219,37.6560623","127.0723986,37.7835892","127.1108049,37.8364672","127.4088854,37.6405978","127.2237859,37.9035877","127.4088854,37.6405978","127.2998206,37.418458","127.4088854,37.6405978","127.2237859,37.9035877","128.5323253,36.0552832"
"127.1235546,37.4325646","128.447592,34.8734836","126.9953638,34.7600934","127.255321,37.3913744","127.0542452,37.6923675","127.256537,34.8295359","127.0542452,37.6923675","127.4918213,37.3766895","127.1233204,37.4188575","127.102563,37.7499999","128.4124162,35.2848527","127.1109866,37.4076496","127.4091641,37.6407512","127.297993,37.4227707",,"127.4091641,37.6407512","127.3051222,37.6324401","127.1019096,37.8134342","127.1337039,37.6569744","127.0704876,37.7837337","127.1108365,37.8365061","127.4091641,37.6407512","127.2234861,37.9040521","127.4091641,37.6407512","127.3001283,37.4179177","127.4091641,37.6407512","127.2234861,37.9040521","128.5330706,36.0557348"
"127.1235522,37.4330378","128.4468655,34.8722395","126.9939395,34.7589197","127.2562998,37.3912484","127.054482,37.6924063","127.2551135,34.8294149","127.054482,37.6924063","127.492804,37.3766922","127.1234125,37.4194221","127.1024648,37.7501059","128.4109362,35.2852606","127.1121996,37.4077581","127.4095458,37.6409615","127.2981264,37.4223373",,"127.4095458,37.6409615","127.3052809,37.6324341","127.1016629,37.8134722","127.1335723,37.6579086","127.0700422,37.7837744","127.1108487,37.8365638","127.4095458,37.6409615","127.2233694,37.9042348","127.4095458,37.6409615","127.3004564,37.4173819","127.4095458,37.6409615","127.2233694,37.9042348","128.5334673,36.056019"
"127.1235456,37.4334614","128.4466244,34.8718284","126.9935644,34.7586125","127.2572379,37.3910935","127.054738,37.6924658","127.2499998,34.8290411","127.054738,37.6924658","127.4949399,37.3766996","127.1234611,37.4198702","127.1023202,37.750191","128.409259,35.2857285","127.1130168,37.407923","127.4098494,37.6411195","127.2984839,37.421332",,"127.4098494,37.6411195","127.3062783,37.6324006","127.1013752,37.8135289","127.1334683,37.6587583","127.0697103,37.7838291","127.1108438,37.8366233","127.4098494,37.6411195","127.2232859,37.9043598","127.4098494,37.6411195","127.300462,37.4173738","127.4098494,37.6411195","127.2232859,37.9043598","128.5339254,36.0564072"
"127.1234353,37.4340334","128.446466,34.8715582","126.992487,34.7577342","127.2574877,37.3910498","127.0552758,37.6926292","127.2486363,34.8289923","127.0552758,37.6926292","127.4973536,37.3767141","127.1234839,37.4214135","127.1020931,37.7504192","128.4082943,35.2859981","127.1136115,37.4080827","127.4108372,37.6416493","127.2988548,37.4204331",,"127.4108372,37.6416493","127.3068372,37.6323681","127.1009247,37.8136391","127.1334601,37.6588259","127.0696307,37.7838513","127.1108357,37.8366485","127.4108372,37.6416493","127.2230766,37.9046532","127.4108372,37.6416493","127.3008843,37.416666","127.4108372,37.6416493","127.2230766,37.9046532","128.53446,36.0569543"
"127.1231352,37.4355035","128.4460201,34.8708376","126.9923989,34.7576644","127.2594421,37.3907077","127.0554003,37.6926765","127.2431525,34.8287914","127.0554003,37.6926765","127.5,37.3767024","127.1234993,37.4219309","127.1018386,37.7506653","128.407972,35.2860871","127.1149244,37.4085413","127.4110966,37.6417703","127.2993117,37.4194604",,"127.4110966,37.6417703","127.3070446,37.6323514","127.1004648,37.8138097","127.1333901,37.6594611","127.0692553,37.7839581","127.1108207,37.8366962","127.4110966,37.6417703","127.2224498,37.905589","127.4110966,37.6417703","127.3011556,37.4162266","127.4110966,37.6417703","127.2224498,37.905589","128.5348089,36.0574039"
"127.1231235,37.4355837","128.4456724,34.8702885","126.9921521,34.7574622","127.2609603,37.3903944","127.0556559,37.6927974","127.2426396,34.828794","127.0556559,37.6927974","127.5001209,37.3767024","127.1235033,37.4220472","127.1016174,37.7508565","128.4064098,35.2865208","127.115924,37.4090664","127.4115871,37.6419996","127.2998206,37.418458",,"127.4115871,37.6419996","127.3074119,37.6323159","127.1004078,37.8138374","127.1334338,37.6602544","127.0687799,37.7840781","127.1106922,37.8369184","127.4115871,37.6419996","127.2217804,37.9066168","127.4115871,37.6419996","127.3017663,37.415192","127.4115871,37.6419996","127.2217804,37.9066168","128.5348452,36.0574604"
