0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"127.1231082,37.4357008","128.4452919,34.8697369","126.9910979,34.7565362","127.2624097,37.390043","127.0558199,37.6928854","127.240425,34.8288028","127.0558199,37.6928854","127.5014153,37.3767105","127.1235058,37.4226646","127.101436,37.7510209","128.4056399,35.2867078","127.1166615,37.4095745","127.4115984,37.642005","127.3001283,37.4179177",,"127.4115984,37.642005","127.3079493,37.6322411","127.1002666,37.8139064","127.133704,37.6615685","127.068626,37.7841848","127.1106705,37.836949","127.4115984,37.642005","127.2215185,37.9070109","127.4115984,37.642005","127.3023236,37.4142519","127.4115984,37.642005","127.2215185,37.9070109","128.5351002,36.0578548"
"127.1228217,37.4378407","128.4451898,34.8696033","126.991024,34.756471","127.2635505,37.3897443","127.0559713,37.692986","127.2397262,34.8288058","127.0559713,37.692986","127.5026814,37.376715","127.1235205,37.4256104","127.0987596,37.7530785","128.4040354,35.2870976","127.1175495,37.4102741","127.4124821,37.6424104","127.3004564,37.4173819",,"127.4124821,37.6424104","127.3085559,37.6321645","127.1001094,37.8139851","127.1342997,37.6630945","127.068348,37.7843388","127.1103649,37.8373653","127.4124821,37.6424104","127.2214738,37.9070793","127.4124821,37.6424104","127.3026914,37.4136206","127.4124821,37.6424104","127.2214738,37.9070793","128.5353437,36.0583062"
"127.1227059,37.4388426","128.4451609,34.8695647","126.9893346,34.7550869","127.2645884,37.389448","127.056048,37.6930458","127.2381985,34.8287962","127.056048,37.6930458","127.5035613,37.3767447","127.1236719,37.4260751","127.0983241,37.7534258","128.4032356,35.2872587","127.1181742,37.4109747","127.4128956,37.6425729","127.300462,37.4173738",,"127.4128956,37.6425729","127.3098189,37.6319629","127.0994369,37.8143893","127.1343556,37.6632452","127.0682055,37.7844293","127.1102835,37.837502","127.4128956,37.6425729","127.2188594,37.9110631","127.4128956,37.6425729","127.3030455,37.4130452","127.4128956,37.6425729","127.2188594,37.9110631","128.5353874,36.0584212"
"127.1226846,37.4390309","128.4447877,34.8690789","126.9885584,34.7544515","127.2670524,37.3886615","127.0561132,37.6931479","127.2352699,34.8287763","127.0561132,37.6931479","127.5041204,37.3767762","127.1237364,37.4262745","127.0980493,37.7536421","128.4021105,35.2874519","127.1187489,37.411741","127.4129636,37.6425991","127.3008843,37.416666",,"127.4129636,37.6425991","127.3098654,37.6319557","127.0992522,37.8145005","127.1346044,37.6638336","127.0680742,37.7845433","127.1102523,37.8375821","127.4129636,37.6425991","127.2182838,37.9119486","127.4129636,37.6425991","127.3034597,37.4123726","127.4129636,37.6425991","127.2182838,37.9119486","128.5355885,36.0589433"
"127.1226826,37.4394284","128.4443145,34.868455","126.987853,34.7538507","127.2680147,37.3883524","127.0561767,37.6933491","127.2282316,34.8287527","127.0561767,37.6933491","127.5051313,37.376878","127.1238093,37.426391","127.0952964,37.7557463","128.4008017,35.2876339","127.1188814,37.4119153","127.4134349,37.6428176","127.3011556,37.4162266",,"127.4134349,37.6428176","127.3110899,37.6317594","127.0990322,37.8146331","127.1358049,37.6666666","127.0680267,37.7845142","127.1101947,37.8379587","127.4134349,37.6428176","127.2179405,37.9124751","127.4134349,37.6428176","127.3040614,37.411319","127.4134349,37.6428176","127.2179405,37.9124751","128.5356281,36.0590863"
"127.1226868,37.4394879","128.4441278,34.8682986","126.9875737,34.7536132","127.2715009,37.3872243","127.0561801,37.6935294","127.226974,34.828758","127.0561801,37.6935294","127.5069204,37.3770934","127.1239124,37.4265581","127.0928328,37.7576288","128.4004723,35.2876796","127.1200623,37.4134749","127.4154618,37.6436663","127.3017663,37.415192",,"127.4154618,37.6436663","127.3114085,37.6317094","127.098973,37.8146663","127.1359562,37.667024","127.0679384,37.7844589","127.1100901,37.8386037","127.4154618,37.6436663","127.2178648,37.9126236","127.4154618,37.6436663","127.3044268,37.410712","127.4154618,37.6436663","127.2178648,37.9126236","128.5356911,36.0593147"
"127.1226962,37.4396331","128.4438855,34.8680607","126.9858293,34.7521261","127.274745,37.3861831","127.0561475,37.6936735","127.2254517,34.8287627","127.0561475,37.6936735","127.5080839,37.3772772","127.1241372,37.4268166","127.0916036,37.7586115","128.3987428,35.287908","127.1202778,37.4137586","127.4171896,37.6443643","127.3023236,37.4142519",,"127.4171896,37.6443643","127.3136965,37.631348","127.0989114,37.8146994","127.1361356,37.6674401","127.0676486,37.7843101","127.1100781,37.838728","127.4171896,37.6443643","127.2176803,37.9129864","127.4171896,37.6443643","127.3045119,37.4105707","127.4171896,37.6443643","127.2176803,37.9129864","128.5357609,36.0596423"
"127.1227069,37.4397719","128.4435293,34.8677226","126.9833591,34.7499992","127.2821815,37.3837913","127.0560753,37.6938021","127.2230765,34.8287438","127.0560753,37.6938021","127.5098911,37.3776727","127.1244368,37.4270329","127.09115,37.7589353","128.3939661,35.2885385","127.1213533,37.4151628","127.4173279,37.6444185","127.3026914,37.4136206",,"127.4173279,37.6444185","127.3144414,37.6312374","127.0987964,37.8147504","127.1361704,37.6675213","127.0673495,37.7841819","127.1100829,37.8389002","127.4173279,37.6444185","127.2176089,37.9131971","127.4173279,37.6444185","127.305202,37.4094126","127.4173279,37.6444185","127.2176089,37.9131971","128.5358282,36.060115"
"127.1227132,37.4398504","128.4433582,34.8675895","126.9819245,34.7488001","127.2824834,37.3836945","127.0559348,37.6939611","127.2230491,34.8287428","127.0559348,37.6939611","127.510762,37.3778548","127.1248247,37.4271991","127.0905491,37.7594046","128.3930326,35.28865","127.1220077,37.4160573","127.4181119,37.6447246","127.3030455,37.4130452",,"127.4181119,37.6447246","127.3149765,37.6311599","127.0987247,37.8147808","127.1365948,37.6686196","127.0671909,37.7841218","127.1102004,37.8392557","127.4181119,37.6447246","127.2175479,37.9133854","127.4181119,37.6447246","127.3056899,37.4086076","127.4181119,37.6447246","127.2175479,37.9133854","128.5358448,36.0604557"
"127.1228203,37.4403663","128.4432038,34.8674825","126.9781931,34.7457289","127.283778,37.3832633","127.0558139,37.6940805","127.2218223,34.8286931","127.0558139,37.6940805","127.5125467,37.3781304","127.1249997,37.4272411","127.0888514,37.7607299","128.3924374,35.2887274","127.12239,37.416666","127.4189742,37.6450992","127.3034597,37.4123726",,"127.4189742,37.6450992","127.3158347,37.6310296","127.0986472,37.8148121","127.1370241,37.6696457","127.0670345,37.7840645","127.1102037,37.8392746","127.4189742,37.6450992","127.2174683,37.9136862","127.4189742,37.6450992","127.3063618,37.4074865","127.4189742,37.6450992","127.2174683,37.9136862","128.5358558,36.0607846"
"127.1228559,37.440489","128.4429725,34.8673446","126.9732042,34.7415259","127.284306,37.3830984","127.0554519,37.694291","127.2207552,34.8286113","127.0554519,37.694291","127.5128595,37.3781628","127.125701,37.4273632","127.0877,37.7615831","128.3876148,35.2893904","127.1224415,37.4167617","127.4200867,37.6456075","127.3040614,37.411319",,"127.4200867,37.6456075","127.3161601,37.6309814","127.0984742,37.8148719","127.1370722,37.6697621","127.0653818,37.7835266","127.1102269,37.839391","127.4200867,37.6456075","127.217432,37.9139421","127.4200867,37.6456075","127.3068442,37.4066292","127.4200867,37.6456075","127.217432,37.9139421","128.5358327,36.062074"
"127.1229992,37.4409825","128.4428548,34.867286","126.9726055,34.7410112","127.2859262,37.3825939","127.055239,37.6944209","127.2186364,34.8284495","127.055239,37.6944209","127.513308,37.3782096","127.1266638,37.4273978","127.0872794,37.7618844","128.3838852,35.2898542","127.1225501,37.4169541","127.421137,37.6461075","127.3044268,37.410712",,"127.421137,37.6461075","127.3166998,37.6308994","127.0983946,37.8148959","127.1377372,37.6717534","127.0644954,37.7832493","127.1102241,37.8395036","127.421137,37.6461075","127.2173945,37.9142277","127.421137,37.6461075","127.3072916,37.4057637","127.421137,37.6461075","127.2173945,37.9142277","128.5357875,36.0635331"
"127.1249997,37.4458148","128.4426426,34.8671992","126.9721297,34.740597","127.2867707,37.3823376","127.0550999,37.6945402","127.2172752,34.8283517","127.0550999,37.6945402","127.5138072,37.3782547","127.1269783,37.4273357","127.0867743,37.7622621","128.382742,35.2900077","127.1227741,37.4173523","127.4216695,37.6463783","127.3045119,37.4105707",,"127.4216695,37.6463783","127.3168868,37.6308861","127.0983013,37.8149236","127.1378946,37.6722767","127.0644648,37.7832402","127.1101848,37.8396225","127.4216695,37.6463783","127.2173845,37.9144809","127.4216695,37.6463783","127.3076539,37.4050404","127.4216695,37.6463783","127.2173845,37.9144809","128.5357373,36.0659749"
"127.1250456,37.4459096","128.4424482,34.8671313","126.9719026,34.7404084","127.2873732,37.3821836","127.0549789,37.694675","127.2140548,34.8279871","127.0549789,37.694675","127.5144206,37.3782933","127.1271537,37.4273029","127.0862075,37.7627261","128.3749999,35.2910197","127.1229115,37.4176772","127.4224637,37.6467817","127.305202,37.4094126",,"127.4224637,37.6467817","127.3170931,37.6308711","127.0980067,37.8149694","127.1379478,37.6725238","127.0637699,37.7830231","127.1101545,37.839772","127.4224637,37.6467817","127.2173936,37.9147757","127.4224637,37.6467817","127.3081345,37.4040236","127.4224637,37.6467817","127.2173936,37.9147757","128.5357496,36.066916"
"127.1254582,37.4468294","128.442378,34.8671174","126.9713299,34.7399352","127.2878253,37.3820691","127.054846,37.6949025","127.2137301,34.8279403","127.054846,37.6949025","127.5150169,37.378323","127.1273223,37.4272611","127.0856018,37.7632206","128.3739622,35.2911634","127.1230869,37.4180924","127.4234993,37.6473078","127.3056899,37.4086076",,"127.4234993,37.6473078","127.3174241,37.6308527","127.097543,37.8150003","127.1380507,37.6730595","127.0634308,37.7829398","127.1101422,37.8399423","127.4234993,37.6473078","127.217458,37.9151886","127.4234993,37.6473078","127.3085891,37.4029805","127.4234993,37.6473078","127.217458,37.9151886","128.5358098,36.067863"
"127.1257404,37.4475874","128.4422059,34.8670818","126.9708209,34.7395786","127.2885827,37.381892","127.0547466,37.6954033","127.2132362,34.8278418","127.0547466,37.6954033","127.5157692,37.3783481","127.1274796,37.4272147","127.0850449,37.7637459","128.3731082,35.2913147","127.1232004,37.4184353","127.4246991,37.647908","127.3063618,37.4074865",,"127.4246991,37.647908","127.3175624,37.6308466","127.0968988,37.8150125","127.138054,37.6730776","127.0623166,37.7827717","127.110181,37.8401281","127.4246991,37.647908","127.2175396,37.9155602","127.4246991,37.647908","127.3088801,37.4022995","127.4246991,37.647908","127.2175396,37.9155602","128.5358364,36.0682829"
"127.1259623,37.4484354","128.4419769,34.8670529","126.9704751,34.7393354","127.2889714,37.3818115","127.0547361,37.6954501","127.2124002,34.8276622","127.0547361,37.6954501","127.5163204,37.3783463","127.1275147,37.427204","127.0845152,37.7642569","128.3722843,35.2914983","127.1233204,37.4188575","127.4249484,37.648029","127.3068442,37.4066292",,"127.4249484,37.648029","127.3178106,37.6308434","127.0968352,37.8150123","127.1381515,37.6742379","127.0621668,37.7827513","127.1101808,37.8401695","127.4249484,37.648029","127.2177208,37.9160725","127.4249484,37.648029","127.3092291,37.4014501","127.4249484,37.648029","127.2177208,37.9160725","128.5358893,36.0686782"
"127.1259767,37.4484923","128.4406043,34.8669959","126.9695448,34.7387498","127.2891466,37.3817749","127.0546299,37.6955588","127.2105655,34.8272691","127.0546299,37.6955588","127.5166051,37.3783453","127.1276495,37.4271405","127.0836118,37.7652172","128.3691795,35.2925061","127.1234125,37.4194221","127.4253653,37.6482491","127.3072916,37.4057637",,"127.4253653,37.6482491","127.3181313,37.6308403","127.0967772,37.815013","127.1381579,37.6743361","127.0619422,37.7827153","127.11018,37.8403092","127.4253653,37.6482491","127.218028,37.9166663","127.4253653,37.6482491","127.3094986,37.4007466","127.4253653,37.6482491","127.218028,37.9166663","128.5359239,36.0689412"
"127.1260146,37.4488394","128.4401984,34.8669945","126.9694785,34.738708","127.2908043,37.3815579","127.0545198,37.6963281","127.2101,34.8271481","127.0545198,37.6963281","127.5167971,37.3783453","127.1277901,37.4270463","127.0822129,37.7670402","128.3686201,35.2926436","127.1234611,37.4198702","127.4257143,37.6484206","127.3076539,37.4050404",,"127.4257143,37.6484206","127.318239,37.6308404","127.0965205,37.8150067","127.1381662,37.6744867","127.0617358,37.7826713","127.1101404,37.8404984","127.4257143,37.6484206","127.2182348,37.9170337","127.4257143,37.6484206","127.3096021,37.4004772","127.4257143,37.6484206","127.2182348,37.9170337","128.536012,36.0696499"
"127.1260254,37.4489377","128.4390045,34.8670678","126.9688169,34.7382957","127.2924566,37.3812579","127.0544011,37.6972073","127.2094445,34.8269743","127.0544011,37.6972073","127.5168423,37.3783444","127.1279231,37.4268961","127.0821924,37.7670671","128.3677431,35.2928095","127.1234839,37.4214135","127.4258027,37.6484567","127.3081345,37.4040236",,"127.4258027,37.6484567","127.3184815,37.6308408","127.0958797,37.8150045","127.1381275,37.6756835","127.0616145,37.7826384","127.1101357,37.84052","127.4258027,37.6484567","127.2184452,37.9173505","127.4258027,37.6484567","127.309684,37.4002628","127.4258027,37.6484567","127.2184452,37.9173505","128.536274,36.071"
"127.1260663,37.4493597","128.4382819,34.8672122","126.96856,34.7381602","127.2934116,37.3810469","127.0543441,37.6976335","127.2082178,34.8265863","127.0543441,37.6976335","127.5175109,37.3783326","127.1280379,37.4267694","127.0803396,37.7700439","128.3676059,35.2928357","127.1234993,37.4219309","127.4262741,37.6486499","127.3085891,37.4029805",,"127.4262741,37.6486499","127.3188283,37.6308567",,"127.1379251,37.6772089","127.0613061,37.782548","127.1101301,37.8407219","127.4262741,37.6486499","127.2185742,37.9175266","127.4262741,37.6486499","127.3100227,37.3994819","127.4262741,37.6486499","127.2185742,37.9175266","128.5364746,36.0719854"
"127.1260828,37.4501187","128.4381389,34.8672404","126.9675028,34.7376172","127.2935936,37.3810057","127.0542025,37.6979853","127.2058217,34.825695","127.0542025,37.6979853","127.5181389,37.3783054","127.1281049,37.4267011","127.0789126,37.7726067","128.3669438,35.2929297","127.1235033,37.4220472","127.4270368,37.648891","127.3088801,37.4022995",,"127.4270368,37.648891","127.3189189,37.6308649",,"127.1376869,37.6781329","127.0611112,37.7824761","127.1101826,37.8408978","127.4270368,37.648891","127.2186283,37.9176763","127.4270368,37.648891","127.3101409,37.3992035","127.4270368,37.648891","127.2186283,37.9176763","128.5365364,36.0722914"
"127.1260477,37.4519483","128.4376632,34.8673586","126.9669854,34.7373796","127.2940254,37.3809064","127.0541881,37.6983116","127.2053914,34.8255389","127.0541881,37.6983116","127.5189635,37.3782377","127.128232,37.4266042","127.0785382,37.7733507","128.3655071,35.292995","127.1235058,37.4226646","127.4276453,37.6490663","127.3092291,37.4014501",,"127.4276453,37.6490663","127.3190164,37.6308741",,"127.1374785,37.6787939","127.0608349,37.7823479","127.1102321,37.8410043","127.4276453,37.6490663","127.2191083,37.9183111","127.4276453,37.6490663","127.3102682,37.3989072","127.4276453,37.6490663","127.2191083,37.9183111","128.5366867,36.0730825"
"127.126026,37.4531399","128.4370317,34.8675321","126.9654611,34.7367687","127.2941067,37.3808876","127.0541929,37.6984513","127.2028322,34.8243874","127.0541929,37.6984513","127.5195903,37.3781673","127.1283272,37.4265477","127.0777016,37.7754938","128.3646149,35.2929644","127.1235205,37.4256104","127.4279366,37.6491413","127.3094986,37.4007466",,"127.4279366,37.6491413","127.319856,37.6309583",,"127.1370346,37.6798209","127.0605746,37.7821928","127.1102705,37.8410477","127.4279366,37.6491413","127.2203874,37.9197328","127.4279366,37.6491413","127.3105364,37.3982775","127.4279366,37.6491413","127.2203874,37.9197328","128.5368617,36.0739745"
"127.1259384,37.4539184","128.4365923,34.8676671","126.9651461,34.7366555","127.2947533,37.3807157","127.0541947,37.6985252","127.2002971,34.8229555","127.0541947,37.6985252","127.5205413,37.3780409","127.1284338,37.4264849","127.0772913,37.7769633","128.3564216,35.2924403","127.1235157,37.4263378","127.4287118,37.6492995","127.3096021,37.4004772",,"127.4287118,37.6492995","127.3201132,37.6309875",,"127.136762,37.6803726","127.0602794,37.781988","127.1103192,37.841074","127.4287118,37.6492995","127.2204666,37.919842","127.4287118,37.6492995","127.3108047,37.3976046","127.4287118,37.6492995","127.2204666,37.919842","128.5369775,36.0749282"
