0,1,2,3,4,5,6,7
"127.4877248,35.0025581","126.7998142,37.3875201","127.2472368,37.4733996","129.4305746,35.6120242","128.5446155,35.896098","128.5446155,35.896098","129.4305746,35.6120242","126.8797051,37.4973852"
"127.4871614,35.0027583","126.7999724,37.3876346","127.2474411,37.4728565","129.4305315,35.6124847","128.545142,35.896198","128.545142,35.896198","129.4305315,35.6124847","126.8797302,37.496959"
"127.4866869,35.0028826","126.8000531,37.3877","127.2475565,37.4724899","129.4304122,35.6138578","128.5462994,35.8964161","128.5462994,35.8964161","129.4304122,35.6138578","126.8797424,37.4968455"
"127.4860874,35.003016","126.8001372,37.3877744","127.2477877,37.4716665","129.430372,35.6143921","128.5469704,35.8965445","128.5469704,35.8965445","129.430372,35.6143921","126.879763,37.4966815"
"127.4860491,35.0030214","126.8002995,37.3879331","127.2478621,37.4713999","129.4304048,35.6151578","128.5480368,35.8967498","128.5480368,35.8967498","129.4304048,35.6151578","126.8798503,37.4962493"
"127.4856249,35.0030827","126.800462,37.3880747","127.2479571,37.4710711","129.4305127,35.6162036","128.5485757,35.8968641","128.5485757,35.8968641","129.4305127,35.6162036","126.8798875,37.4959908"
"127.4852797,35.0031223","126.800637,37.3881992","127.2482855,37.4699297","129.4306126,35.6167312","128.5501535,35.8971983","128.5501535,35.8971983","129.4306126,35.6167312","126.879896,37.4959188"
"127.4849191,35.0031512","126.8008248,37.3882914","127.2486219,37.4687623","129.4306962,35.6170823","128.5502746,35.8972243","128.5502746,35.8972243","129.4306962,35.6170823","126.8798996,37.4958908"
"127.4845553,35.0031728","126.8010117,37.3883583","127.2487431,37.4683668","129.4309508,35.617941","128.5510068,35.8974595","128.5510068,35.8974595","129.4309508,35.617941","126.8799284,37.495699"
"127.4844775,35.0031773","126.8012249,37.3883965","127.2488095,37.4681317","129.4312365,35.6187081","128.5515748,35.8976745","128.5515748,35.8976745","129.4312365,35.6187081","126.8799399,37.4955404"
"127.482598,35.0032122","126.801525,37.3884379","127.2488837,37.4679065","129.4314324,35.6191404","128.5522248,35.8979745","128.5522248,35.8979745","129.4314324,35.6191404","126.8799462,37.495462"
"127.4814495,35.0032499","126.8018998,37.3884636","127.2493371,37.466258","129.4324573,35.6214975","128.5526615,35.8982411","128.5526615,35.8982411","129.4324573,35.6214975","126.8799527,37.4953539"
"127.4811043,35.0032606","126.8022872,37.3884659","127.2495772,37.4654527","129.432631,35.621922","128.5530489,35.8985415","128.5530489,35.8985415","129.432631,35.621922","126.879936,37.4953304"
"127.4798505,35.0032893","126.8037727,37.3884683","127.2497956,37.4647221","129.4327704,35.622348","128.5539618,35.8994495","128.5539618,35.8994495","129.4327704,35.622348","126.8799306,37.4952943"
"127.4792817,35.0033072","126.8043307,37.3884698","127.2499994,37.4639663","129.4329367,35.6228826","128.5566472,35.9023226","128.5566472,35.9023226","129.4329367,35.6228826","126.8799377,37.4952565"
"127.4790198,35.0033108","126.8051258,37.3884925","127.2502248,37.4631997","129.433262,35.6242413","128.5573234,35.9028396","128.5573234,35.9028396","129.433262,35.6242413","126.8799549,37.4952295"
"127.478793,35.0033225","126.8055738,37.3885375","127.2505702,37.4620188","129.4333056,35.6244922","128.5577302,35.9031011","128.5577302,35.9031011","129.4333056,35.6244922","126.8799868,37.4952063"
"127.4782844,35.0033837","126.8107777,37.3885905","127.2508745,37.4609414","129.4333804,35.6249399","128.5581911,35.9033449","128.5581911,35.9033449","129.4333804,35.6249399","126.8799741,37.4950908"
"127.4777748,35.0034494","126.8134175,37.3886022","127.2513366,37.4593496","129.4334374,35.625241","128.5586247,35.903534","128.5586247,35.903534","129.4334374,35.625241","126.879933,37.4948662"
"127.4773288,35.0035287","126.8152843,37.3886626","127.2515366,37.4587326","129.4335261,35.6264052","128.5592672,35.9037709","128.5592672,35.9037709","129.4335261,35.6264052","126.879937,37.4945246"
"127.4768443,35.0036431","126.8161389,37.3887207","127.2517077,37.4582696","129.4335327,35.6268603","128.5613632,35.9043898","128.5613632,35.9043898","129.4335327,35.6268603","126.8800189,37.4935119"
"127.4762086,35.0038333","126.8173038,37.3888203","127.2518115,37.4579913","129.4335543,35.6283997","128.5678527,35.906304","128.5678527,35.906304","129.4335543,35.6283997","126.8800681,37.493303"
"127.4758382,35.0039631","126.8183397,37.3889453","127.2520131,37.4575564","129.4335629,35.6305442","128.5685823,35.9064976","128.5685823,35.9064976","129.4335629,35.6305442","126.8800709,37.49324"
"127.4740176,35.0046615","126.8202247,37.3892455","127.2525796,37.4565237","129.4335762,35.6326553","128.5688937,35.9065805","128.5688937,35.9065805","129.4335762,35.6326553","126.8800871,37.4930553"
"127.4735178,35.004803","126.8210872,37.3894271","127.2532195,37.4555173","129.4335824,35.63337","128.5712239,35.9070574","128.5712239,35.9070574","129.4335824,35.63337","126.8801257,37.4926246"
"127.4725172,35.0050454","126.822111,37.3896412","127.2536996,37.4549496","129.4335875,35.6338586","128.572886,35.907368","128.572886,35.907368","129.4335875,35.6338586","126.8801295,37.4925841"
"127.4719922,35.0051516","126.8231946,37.3898682","127.2542611,37.4543901","129.4336,35.6351556","128.576933,35.9081802","128.576933,35.9081802","129.4336,35.6351556","126.8801382,37.4924868"
"127.4718738,35.0051651","126.8251326,37.3903074","127.2547523,37.4539017","129.4336112,35.6371765","128.5790274,35.9085851","128.5790274,35.9085851","129.4336112,35.6371765","126.8801595,37.4922336"
"127.4713214,35.0052272","126.8265395,37.3906264","127.2551979,37.4535213","129.4337576,35.6384894","128.5809119,35.9089495","128.5809119,35.9089495","129.4337576,35.6384894","126.8801711,37.4920633"
"127.4706902,35.0052568","126.8289116,37.3911645","127.2556172,37.453213","129.4339061,35.6390595","128.5813874,35.9090408","128.5813874,35.9090408","129.4339061,35.6390595","126.8801945,37.4916939"
"127.4695504,35.0052737","126.8289905,37.3911812","127.2557646,37.4531042","129.4341834,35.6398889","128.5816675,35.9090978","128.5816675,35.9090978","129.4341834,35.6398889","126.8802232,37.4912389"
"127.4681804,35.0052986","126.8290367,37.3911932","127.2558495,37.4530458","129.4345867,35.6407668","128.5849002,35.9097565","128.5849002,35.9097565","129.4345867,35.6407668","126.8802298,37.4911253"
"127.4674801,35.0053119","126.8310358,37.3916335","127.2561181,37.4528607","129.4350502,35.641531","128.5858872,35.9099666","128.5858872,35.9099666","129.4350502,35.641531","126.8802311,37.491101"
"127.4657135,35.005325","126.8315871,37.3917556","127.256279,37.4527493","129.4354104,35.6420418","128.5861994,35.9100242","128.5861994,35.9100242","129.4354104,35.6420418","126.8802375,37.4910136"
"127.4642515,35.0053417","126.8362656,37.3928618","127.256833,37.4524106","129.4357778,35.6424857","128.5865239,35.9100916","128.5865239,35.9100916","129.4357778,35.6424857","126.880244,37.4909046"
"127.4629506,35.0053512","126.8371867,37.3930806","127.257166,37.4522229","129.4361913,35.642919","128.589587,35.9107328","128.589587,35.9107328","129.4361913,35.642919","126.8802505,37.4908054"
"127.4618667,35.0053842","126.8377999,37.3932265","127.2588305,37.4514376","129.4365973,35.6433136","128.5937493,35.9116082","128.5937493,35.9116082","129.4365973,35.6433136","126.8802622,37.4906243"
"127.4615839,35.0053986","126.8385147,37.393399","127.258937,37.4513909","129.4371532,35.643787","128.5950476,35.9118885","128.5950476,35.9118885","129.4371532,35.643787","126.8803142,37.4906255"
"127.4615554,35.0054013","126.8405105,37.3938284","127.260112,37.4509408","129.4375952,35.6441188","128.5963748,35.9121748","128.5963748,35.9121748","129.4375952,35.6441188","126.8808823,37.4905987"
"127.4607817,35.0054849","126.8417148,37.3940857","127.26116,37.4505968","129.4379623,35.6443644","128.5993612,35.9127155","128.5993612,35.9127155","129.4379623,35.6443644","126.8814548,37.4905801"
"127.4601942,35.0055758","126.843206,37.3943518","127.2618085,37.4503845","129.438219,35.6445207","128.6046243,35.9136661","128.6046243,35.9136661","129.438219,35.6445207","126.8815431,37.490577"
"127.459473,35.0056937","126.8440669,37.3944801","127.2623767,37.4502009","129.438571,35.6447368","128.6047498,35.9136911","128.6047498,35.9136911","129.438571,35.6447368","126.881493,37.4904749"
"127.4579155,35.0060836","126.8450293,37.394626","127.2626868,37.4500996","129.4389325,35.6449348","128.6080873,35.9142833","128.6080873,35.9142833","129.4389325,35.6449348","126.8814274,37.4903393"
"127.4556903,35.0067113","126.8460131,37.3947793","127.2651901,37.4493213","129.4389862,35.6449636","128.6087461,35.9143962","128.6087461,35.9143962","129.4389862,35.6449636","126.8813463,37.490164"
"127.4555314,35.0067563","126.8504077,37.3954507","127.2658069,37.449127","129.4392825,35.6451139","128.6109491,35.914777","128.6109491,35.914777","129.4392825,35.6451139","126.8812929,37.4900511"
"127.4529182,35.0074975","126.8512515,37.3955941","127.2675655,37.4485806","129.439754,35.6453371","128.6125778,35.9150595","128.6125778,35.9150595","129.439754,35.6453371","126.8806999,37.4887095"
"127.4507829,35.00809","126.8533193,37.3959516","127.2692822,37.4480477","129.4416986,35.6460558","128.6130656,35.9151469","128.6130656,35.9151469","129.4416986,35.6460558","126.8806821,37.4886715"
"127.4500759,35.0082935","126.854964,37.3962355","127.2699363,37.4478281","129.4441366,35.6468999","128.6131112,35.9151555","128.6131112,35.9151555","129.4441366,35.6468999","126.8804254,37.488123"
"127.4493458,35.0085033","126.8551276,37.3962634","127.2702023,37.4477439","129.4446483,35.6471413","128.6133434,35.9152002","128.6133434,35.9152002","129.4446483,35.6471413","126.8803852,37.4880561"
"127.4474999,35.0090075","126.8556743,37.396279","127.2736662,37.4466536","129.4453481,35.6475339","128.6135123,35.9152329","128.6135123,35.9152329","129.4453481,35.6475339","126.8803427,37.4880009"
"127.4463368,35.009291","126.8561623,37.396288","127.2741302,37.446494","129.4456551,35.6477615","128.6176544,35.9159725","128.6176544,35.9159725","129.4456551,35.6477615","126.8802789,37.4879213"
"127.4442124,35.0098158","126.856447,37.3962823","127.2749722,37.4462036","129.4457664,35.6478409","128.6199033,35.9163735","128.6199033,35.9163735","129.4457664,35.6478409","126.880103,37.4877067"
"127.4415914,35.0104548","126.8568203,37.3962285","127.275709,37.4459148","129.4461719,35.648167","128.6215499,35.9166664","128.6215499,35.9166664","129.4461719,35.648167","126.8797352,37.4873226"
"127.4411694,35.010561","126.8570173,37.3961791","127.2764537,37.4456349","129.4464016,35.6483949","128.6234499,35.9169272","128.6234499,35.9169272","129.4464016,35.6483949","126.8793497,37.4870249"
"127.4401839,35.0108076","126.8573993,37.3960252","127.2765228,37.4456062","129.4468758,35.6488668","128.625,35.9170497","128.625,35.9170497","129.4468758,35.6488668","126.8790618,37.4868161"
"127.4371178,35.0115608","126.8577037,37.3958376","127.2766337,37.4455605","129.447228,35.6493173","128.6262563,35.9170912","128.6262563,35.9170912","129.447228,35.6493173","126.8786995,37.4865916"
"127.4361762,35.011719","126.8581091,37.3954684","127.2781484,37.444863","129.4473693,35.6495395","128.6300106,35.9169702","128.6300106,35.9169702","129.4473693,35.6495395","126.8785993,37.4865325"
"127.4360063,35.0117433","126.8584461,37.3950313","127.2790235,37.4444491","129.4477401,35.6501203","128.6344223,35.9168619","128.6344223,35.9168619","129.4477401,35.6501203","126.8785159,37.4864906"
"127.4355229,35.0118124","126.858524,37.3948956","127.2805498,37.4436407","129.4482203,35.6511096","128.634696,35.9168539","128.634696,35.9168539","129.4482203,35.6511096","126.8783469,37.4864113"
"127.4350636,35.0118564","126.8586905,37.394718","127.2807196,37.4435517","129.4483445,35.6513573","128.6350394,35.9168453","128.6350394,35.9168453","129.4483445,35.6513573","126.8782489,37.4863666"
"127.4340081,35.0119207","126.8587487,37.3946453","127.282425,37.4425913","129.4486704,35.6519966","128.6372397,35.9167839","128.6372397,35.9167839","129.4486704,35.6519966","126.8779999,37.4862499"
"127.432912,35.0119661","126.8589096,37.3944623","127.2829549,37.442275","129.4490186,35.6526905","128.641495,35.916666","128.641495,35.916666","129.4490186,35.6526905","126.8771782,37.4859003"
"127.4323936,35.0119776","126.8590133,37.3943592","127.2830885,37.4422005","129.4491615,35.6529821","128.6463315,35.9165081","128.6463315,35.9165081","129.4491615,35.6529821","126.8768996,37.4857997"
"127.4299318,35.0120339","126.85933,37.3940518","127.2852048,37.4410109","129.4491953,35.6530518","128.6478981,35.9163948","128.6478981,35.9163948","129.4491953,35.6530518","126.8767226,37.4857375"
"127.4270065,35.0121007","126.8596984,37.3937734","127.2867277,37.4401628","129.4493383,35.6533452","128.6493169,35.9161748","128.6493169,35.9161748","129.4493383,35.6533452","126.8765658,37.4856826"
"127.4255619,35.0121332","126.8601205,37.3935549","127.2877898,37.4395274","129.4495382,35.6537548","128.6506248,35.9158747","128.6506248,35.9158747","129.4495382,35.6537548","126.8765117,37.4856634"
"127.4244472,35.0121658","126.8602282,37.3935068","127.2882882,37.4391885","129.4498121,35.6542994","128.6526754,35.9152834","128.6526754,35.9152834","129.4498121,35.6542994","126.876582,37.4855042"
"127.4218485,35.0121804","126.8606328,37.3933521","127.2891977,37.4385375","129.4501395,35.655045","128.6551521,35.9145727","128.6551521,35.9145727","129.4501395,35.655045","126.8769727,37.4846347"
"127.4214495,35.0121829","126.8607167,37.393321","127.2901347,37.4377784","129.4503138,35.6554902","128.6553621,35.9144597","128.6553621,35.9144597","129.4503138,35.6554902","126.8770234,37.4845178"
"127.4210615,35.0121898","126.8610171,37.3932001","127.29075,37.4372576","129.4503823,35.6557172","128.655667,35.9143126","128.655667,35.9143126","129.4503823,35.6557172","126.8771699,37.4841688"
"127.4188617,35.0122272","126.8614382,37.3931041","127.2915095,37.4364883","129.4504249,35.6559248","128.6569295,35.9139479","128.6569295,35.9139479","129.4504249,35.6559248","126.8771988,37.4841032"
"127.4162663,35.0122723","126.8616994,37.3930704","127.2921125,37.4358764","129.4504603,35.6562451","128.6574551,35.9137409","128.6574551,35.9137409","129.4504603,35.6562451","126.8773972,37.4836382"
"127.4161556,35.012274","126.8621135,37.3929978","127.2922374,37.4356999","129.4504741,35.6565875","128.657816,35.9135589","128.657816,35.9135589","129.4504741,35.6565875","126.8774225,37.4835815"
"127.4132116,35.0123243","126.8629463,37.3929824","127.2932311,37.4344353","129.4504571,35.657024","128.6581805,35.9133219","128.6581805,35.9133219","129.4504571,35.657024","126.8776278,37.4831049"
"127.4127589,35.0123194","126.8633386,37.3929431","127.293677,37.4338276","129.4504232,35.6573095","128.6585373,35.9130164","128.6585373,35.9130164","129.4504232,35.6573095","126.8776947,37.4829439"
"127.4123918,35.0123146","126.8636282,37.3928915","127.2942215,37.433093","129.4502253,35.6584368","128.6585896,35.9129546","128.6585896,35.9129546","129.4502253,35.6584368","126.8777571,37.4827937"
"127.4111467,35.0122984","126.8639896,37.3927726","127.2943147,37.4329301","129.4496017,35.6620907","128.6590119,35.9125007","128.6590119,35.9125007","129.4496017,35.6620907","126.8780842,37.4820843"
"127.4093493,35.0122159","126.8642722,37.3926182","127.2946861,37.4322772","129.4495533,35.6623736","128.6593366,35.9122","128.6593366,35.9122","129.4495533,35.6623736","126.8781245,37.4819925"
"127.4080232,35.0121437","126.8645474,37.3924043","127.2948838,37.4319116","129.4495135,35.6627331","128.6596258,35.9119646","128.6596258,35.9119646","129.4495135,35.6627331","126.8784183,37.4813424"
"127.4069119,35.0120833","126.8649852,37.3917964","127.2950247,37.4316414","129.4495033,35.6632687","128.6601171,35.9116894","128.6601171,35.9116894","129.4495033,35.6632687","126.8784298,37.4813181"
"127.404812,35.0119582","126.8653648,37.3911296","127.2951452,37.4313703","129.4495041,35.6633931","128.6602539,35.9116412","128.6602539,35.9116412","129.4495041,35.6633931","126.8784587,37.4812435"
"127.4023976,35.0118246","126.8654153,37.3910316","127.295242,37.4311235","129.4495315,35.6636559","128.6604921,35.9115641","128.6604921,35.9115641","129.4495315,35.6636559","126.878476,37.4812057"
"127.3999536,35.0116828","126.8656002,37.3906766","127.2954388,37.4306569","129.4496216,35.6641376","128.6606326,35.9115474","128.6606326,35.9115474","129.4496216,35.6641376","126.8785129,37.4811275"
"127.399844,35.0116764","126.8656266,37.3906317","127.2955116,37.4304849","129.4498241,35.664741","128.6609922,35.9115051","128.6609922,35.9115051","129.4498241,35.664741","126.8787496,37.480541"
"127.3979667,35.0115703","126.8662235,37.3896371","127.2955674,37.4303272","129.4500624,35.6652744","128.6611615,35.9114909","128.6611615,35.9114909","129.4500624,35.6652744","126.8788232,37.4803855"
"127.3960915,35.0114623","126.8664204,37.3894659","127.2959615,37.4292075","129.4504543,35.6659442","128.662262,35.9114911","128.662262,35.9114911","129.4504543,35.6659442","126.8788625,37.4802911"
"127.3937813,35.0113151","126.866505,37.3893402","127.2966125,37.4271409","129.450937,35.6666666","128.6630746,35.9115833","128.6630746,35.9115833","129.450937,35.6666666","126.879192,37.4795618"
"127.3927818,35.0112817","126.8671942,37.3883912","127.2972873,37.4250238","129.4519741,35.6682913","128.6634624,35.9116579","128.6634624,35.9116579","129.4519741,35.6682913","126.8792624,37.4793918"
"127.3923554,35.0112931","126.8680104,37.3873788","127.297521,37.4242743","129.4528495,35.6697159","128.6636873,35.9117243","128.6636873,35.9117243","129.4528495,35.6697159","126.8790649,37.4793394"
"127.3922228,35.0112966","126.8684964,37.3868054","127.2977617,37.4234661","129.4539994,35.6715245","128.6638866,35.9117909","128.6638866,35.9117909","129.4539994,35.6715245","126.8787703,37.4792621"
"127.3916123,35.0113285","126.868607,37.386687","127.297993,37.4227707","129.4543123,35.6719413","128.664074,35.9118756","128.664074,35.9118756","129.4543123,35.6719413","126.8784961,37.4791859"
"127.3913448,35.0113544","126.8690994,37.3861605","127.2981264,37.4223373","129.4546018,35.6723053","128.6643301,35.91203","128.6643301,35.91203","129.4546018,35.6723053","126.8781023,37.4790747"
"127.3907923,35.0114143","126.8691758,37.3860789","127.2984839,37.421332","129.454796,35.6725203","128.6646882,35.9122681","128.6646882,35.9122681","129.454796,35.6725203","126.8778439,37.4790067"
"127.389969,35.0115696","126.8698293,37.3854604","127.2988548,37.4204331","129.455012,35.6727242","128.6648072,35.9123733","128.6648072,35.9123733","129.455012,35.6727242","126.8776961,37.4789662"
"127.3891577,35.0117221","126.8704909,37.3848339","127.2993117,37.4194604","129.4555489,35.6732248","128.6649874,35.9125663","128.6649874,35.9125663","129.4555489,35.6732248","126.8774794,37.4789074"
"127.3881458,35.0119124","126.8707662,37.3846019","127.2998206,37.418458","129.4561117,35.6736492","128.6652244,35.9129328","128.6652244,35.9129328","129.4561117,35.6736492","126.8773496,37.4788743"
"127.3880373,35.0119339","126.8717547,37.3837797","127.3001283,37.4179177","129.4597842,35.6761425","128.6656497,35.9138996","128.6656497,35.9138996","129.4597842,35.6761425","126.8772571,37.4788468"
"127.3870342,35.0121368","126.8736155,37.382232","127.3004564,37.4173819","129.4601303,35.6763775","128.6660116,35.9145416","128.6660116,35.9145416","129.4601303,35.6763775","126.8767212,37.4786871"
"127.3861538,35.0123127","126.8744105,37.3814394","127.300462,37.4173738","129.4604185,35.6765955","128.6662248,35.9147992","128.6662248,35.9147992","129.4604185,35.6765955","126.8765982,37.4786531"
"127.3854247,35.0124581","126.8748354,37.3810117","127.3008843,37.416666","129.4610115,35.6770826","128.6665244,35.9153498","128.6665244,35.9153498","129.4610115,35.6770826","126.8764504,37.4786045"
"127.3852932,35.0124859","126.8749994,37.380853","127.3011556,37.4162266","129.4611043,35.6771712","128.666837,35.9160329","128.666837,35.9160329","129.4611043,35.6771712","126.8763467,37.4785706"
"127.3832495,35.0129159","126.8763341,37.3792701","127.3017663,37.415192","129.4612036,35.6773003","128.6670868,35.916666","128.6670868,35.916666","129.4612036,35.6773003","126.8764673,37.4783495"
"127.3807498,35.0134248","126.8763844,37.3791973","127.3023236,37.4142519","129.4612623,35.6773994","128.6673689,35.9176108","128.6673689,35.9176108","129.4612623,35.6773994","126.8765131,37.4782732"
"127.3787489,35.0138412","126.8764438,37.3791111","127.3026914,37.4136206","129.461379,35.6775156","128.6673698,35.9178272","128.6673698,35.9178272","129.461379,35.6775156","126.8765624,37.4781932"
"127.378067,35.0139785","126.8765741,37.3789225","127.3030455,37.4130452","129.4614413,35.6775786","128.6674326,35.9180249","128.6674326,35.9180249","129.4614413,35.6775786","126.8778621,37.4761242"
"127.3776547,35.014061","126.8767159,37.3787114","127.3034597,37.4123726","129.4614617,35.677599","128.6674872,35.9181993","128.6674872,35.9181993","129.4614617,35.677599","126.8783114,37.4754082"
"127.3769487,35.0142028","126.8796152,37.3740747","127.3040614,37.411319","129.4617662,35.6778996","128.6675611,35.918552","128.6675611,35.918552","129.4617662,35.6778996","126.8783629,37.475331"
"127.3758249,35.0144244","126.8801783,37.3731745","127.3044268,37.410712","129.4618852,35.6780203","128.6676261,35.9191292","128.6676261,35.9191292","129.4618852,35.6780203","126.878489,37.4751297"
"127.3751999,35.0145491","126.8805178,37.3726751","127.3045119,37.4105707","129.4619238,35.6780611","128.6676497,35.9196744","128.6676497,35.9196744","129.4619238,35.6780611","126.8785119,37.4750911"
"127.3749993,35.0145913","126.8813731,37.3715411","127.305202,37.4094126","129.4619464,35.6780833","128.6676455,35.9199206","128.6676455,35.9199206","129.4619464,35.6780833","126.8786632,37.4748557"
"127.3747109,35.0146505","126.8814667,37.3714181","127.3056899,37.4086076","129.4619861,35.678125","128.6676371,35.9203994","128.6676371,35.9203994","129.4619861,35.678125","126.8791742,37.474058"
"127.3746747,35.0146577","126.8823437,37.3703735","127.3063618,37.4074865","129.4626226,35.6787601","128.667633,35.9206492","128.667633,35.9206492","129.4626226,35.6787601","126.8792646,37.4739278"
"127.3729117,35.0150246","126.8824098,37.3703009","127.3068442,37.4066292","129.4626826,35.6788195","128.6676274,35.9209485","128.6676274,35.9209485","129.4626826,35.6788195","126.8798495,37.4730827"
"127.3723514,35.0151359","126.8831876,37.3693819","127.3072916,37.4057637","129.4629713,35.6791033","128.6676241,35.9210991","128.6676241,35.9210991","129.4629713,35.6791033","126.8799376,37.4729633"
"127.3681127,35.0159781","126.8836905,37.3687878","127.3076539,37.4050404","129.4632703,35.6794022","128.6676411,35.922033","128.6676411,35.922033","129.4632703,35.6794022","126.8802714,37.4725225"
"127.3655634,35.0164983","126.8852328,37.3671842","127.3081345,37.4040236","129.4633405,35.6794723","128.6677492,35.9229749","128.6677492,35.9229749","129.4633405,35.6794723","126.8804348,37.4723223"
"127.363808,35.0168669","126.8854298,37.3669788","127.3085891,37.4029805","129.463484,35.6795997","128.6678569,35.9235166","128.6678569,35.9235166","129.463484,35.6795997","126.8808368,37.4718494"
"127.3625832,35.0171487","126.8856428,37.3667573","127.3088801,37.4022995","129.4638149,35.6798918","128.6678617,35.9235409","128.6678617,35.9235409","129.4638149,35.6798918","126.8810994,37.4715416"
"127.3609854,35.017595","126.8858567,37.3665673","127.3092291,37.4014501","129.4638995,35.6799662","128.66797,35.9238942","128.66797,35.9238942","129.4638995,35.6799662","126.8815621,37.4709825"
"127.3599885,35.0179321","126.8864076,37.3660374","127.3094986,37.4007466","129.4644893,35.6804532","128.6681307,35.92442","128.6681307,35.92442","129.4644893,35.6804532","126.8820748,37.4703831"
"127.3597932,35.0180112","126.8978807,37.3563823","127.3096021,37.4004772","129.464899,35.6807116","128.6684498,35.9252409","128.6684498,35.9252409","129.464899,35.6807116","126.8821901,37.4702467"
"127.3585735,35.0185021","126.9009488,37.3538001","127.309684,37.4002628","129.4649494,35.6807414","128.6688747,35.9260247","128.6688747,35.9260247","129.4649494,35.6807414","126.8822358,37.4701919"
"127.3572571,35.0191201","126.9042567,37.351009","127.3100227,37.3994819","129.4650533,35.6807875","128.669437,35.9268748","128.669437,35.9268748","129.4650533,35.6807875","126.8837633,37.4683079"
"127.3548402,35.020312","126.9046446,37.3506396","127.3101409,37.3992035","129.4656498,35.6810076","128.6701123,35.9277166","128.6701123,35.9277166","129.4656498,35.6810076","126.8838352,37.4682245"
"127.3540646,35.0206799","126.9050301,37.3502963","127.3102682,37.3989072","129.4660392,35.6811167","128.6706995,35.9282996","128.6706995,35.9282996","129.4660392,35.6811167","126.8844126,37.4675884"
"127.3529829,35.0211935","126.9060606,37.3493271","127.3105364,37.3982775","129.4662957,35.6811675","128.6711344,35.928701","128.6711344,35.928701","129.4662957,35.6811675","126.8856447,37.4661356"
"127.3518519,35.0216421","126.9106838,37.3450353","127.3108047,37.3976046","129.4664176,35.6811844","128.672243,35.9295377","128.672243,35.9295377","129.4664176,35.6811844","126.8858964,37.4659124"
"127.3507661,35.0219933","126.9159047,37.3401866","127.3112641,37.3964588","129.466462,35.6811909","128.6726293,35.929798","128.6726293,35.929798","129.466462,35.6811909","126.8860598,37.4657096"
"127.3504667,35.0220903","126.9175893,37.3385381","127.3115334,37.3958283","129.4665351,35.6811969","128.672797,35.9298947","128.672797,35.9298947","129.4665351,35.6811969","126.8862677,37.4654565"
"127.350334,35.0221253","126.9187542,37.337245","127.3117469,37.3953653","129.4665473,35.6811985","128.6731984,35.9301278","128.6731984,35.9301278","129.4665473,35.6811985","126.8865373,37.4651163"
"127.3483259,35.0226513","126.9192099,37.3367046","127.312224,37.3943475","129.4671697,35.6812577","128.6737873,35.9304494","128.6737873,35.9304494","129.4671697,35.6812577","126.8872497,37.4642826"
"127.3468641,35.0229714","126.9195414,37.3363105","127.3122399,37.3943124","129.467431,35.6812832","128.6740755,35.9305962","128.6740755,35.9305962","129.467431,35.6812832","126.8874575,37.4640439"
"127.3444614,35.0235139","126.920397,37.3351528","127.3128928,37.3929685","129.4676778,35.6812972","128.675237,35.9311068","128.675237,35.9311068","129.4676778,35.6812972","126.8883469,37.462993"
"127.344298,35.0235506","126.9210842,37.3341539","127.3137675,37.3910572","129.4677198,35.6812974","128.6760203,35.931458","128.6760203,35.931458","129.4677198,35.6812974","126.8892033,37.4619798"
"127.341916,35.024103","126.9216617,37.3333328","127.3141149,37.3903574","129.4679433,35.6813109","128.67651,35.9316623","128.67651,35.9316623","129.4679433,35.6813109","126.8895196,37.4614569"
"127.3415026,35.0241953","126.9218151,37.3330569","127.314316,37.3899106","129.4682965,35.681343","128.678224,35.9324244","128.678224,35.9324244","129.4682965,35.681343","126.8898336,37.4610844"
"127.3394321,35.0246561","126.92259,37.3316617","127.3144296,37.3896467","129.4683552,35.6813483","128.6819866,35.9340833","128.6819866,35.9340833","129.4683552,35.6813483","126.8898827,37.4610171"
"127.3365686,35.0253088","126.9230553,37.3307428","127.3145946,37.3891512","129.4687994,35.6813916","128.6835187,35.9347569","128.6835187,35.9347569","129.4687994,35.6813916","126.8899742,37.4608995"
"127.334815,35.0257068","126.9239692,37.3288714","127.314696,37.3888043","129.4689871,35.6814327","128.6846289,35.9352427","128.6846289,35.9352427","129.4689871,35.6814327","126.8902371,37.4605412"
"127.3313229,35.0265442","126.9242651,37.3282653","127.3147508,37.3885502","129.4692495,35.6814996","128.6855116,35.9356316","128.6855116,35.9356316","129.4692495,35.6814996","126.8906243,37.4600664"
"127.3279361,35.0273384","126.9247978,37.3272368","127.3148012,37.3882862","129.4693619,35.6815329","128.68815,35.9368163","128.68815,35.9368163","129.4693619,35.6815329","126.890965,37.4596129"
"127.3231432,35.0284289","126.9248733,37.3270974","127.3148619,37.3879365","129.4696093,35.6816623","128.6895123,35.9374744","128.6895123,35.9374744","129.4696093,35.6816623","126.8910944,37.4594063"
"127.3222351,35.028626","126.9248814,37.3270812","127.3149207,37.3874499","129.4697864,35.6817666","128.6910539,35.9383309","128.6910539,35.9383309","129.4697864,35.6817666","126.8911488,37.4592497"
"127.321543,35.0287755","126.9251081,37.3266614","127.3150155,37.3865766","129.4699532,35.6819009","128.6911623,35.9383912","128.6911623,35.9383912","129.4699532,35.6819009","126.891187,37.4590011"
"127.3200822,35.0290718","126.9262243,37.3245954","127.315148,37.385524","129.4701074,35.6820598","128.6927747,35.9393831","128.6927747,35.9393831","129.4701074,35.6820598","126.8911727,37.458819"
