0,1,2,3,4,5,6,7
"126.8988714,35.1846664",,"127.9085616,37.2784495","129.434674,35.9902826","129.3607782,36.0359598","129.3607782,36.0359598","129.434674,35.9902826","126.9977605,37.012399"
"126.8986647,35.184696",,"127.9083245,37.2781916","129.4341519,35.9901144","129.3608895,36.035923","129.3608895,36.035923","129.4341519,35.9901144","126.9979983,37.0124703"
"126.8986476,35.184778",,"127.9079865,37.2776492","129.4338064,35.9900027","129.3609805,36.0358756","129.3609805,36.0358756","129.4338064,35.9900027","126.9981038,37.0125023"
"126.8985246,35.1853716",,"127.9076746,37.2771248","129.4335997,35.9899412","129.3610759,36.0358272","129.3610759,36.0358272","129.4335997,35.9899412","126.9991493,37.0128249"
"126.8984996,35.1854833",,"127.9075615,37.2770666","129.4337398,35.9898199","129.3613379,36.0356906","129.3613379,36.0356906","129.4337398,35.9898199","126.9998741,37.0130245"
"126.8983746,35.1860499",,"127.907432,37.2769003","129.4340245,35.9895746","129.3614991,36.0356079","129.3614991,36.0356079","129.4340245,35.9895746","126.9999998,37.0130575"
"126.8983199,35.1863201",,"127.9074116,37.2768742","129.4342121,35.9893994","129.3616074,36.0355413","129.3616074,36.0355413","129.4342121,35.9893994","127.0008121,37.0132908"
"126.8982992,35.1864507",,"127.9073548,37.2768086","129.4345068,35.9891594","129.3620493,36.0352658","129.3620493,36.0352658","129.4345068,35.9891594","127.0009243,37.0133246"
"126.8982975,35.1865274",,"127.9073117,37.2767583","129.4347197,35.9889766","129.3622179,36.035165","129.3622179,36.035165","129.4347197,35.9889766","127.0010612,37.0133639"
"126.8983023,35.1866257",,"127.907237,37.2767134","129.4348415,35.9888737","129.3622999,36.0351159","129.3622999,36.0351159","129.4348415,35.9888737","127.0015604,37.0135084"
"126.8983287,35.1867602",,"127.9071872,37.276683","129.4349496,35.988716","129.3623853,36.0350659","129.3623853,36.0350659","129.4349496,35.988716","127.0024311,37.0137609"
"126.8983554,35.1868748",,"127.907037,37.2766583","129.4349749,35.9886164","129.3626684,36.0348803","129.3626684,36.0348803","129.4349749,35.9886164","127.0041869,37.0142749"
"126.898394,35.1869931",,"127.9067091,37.2767053","129.4350118,35.9883995","129.3629374,36.0347076","129.3629374,36.0347076","129.4350118,35.9883995","127.0051641,37.0145728"
"126.8984467,35.1871512",,"127.9061748,37.2767829","129.434999,35.988241","129.3630749,36.0346081","129.3630749,36.0346081","129.434999,35.988241","127.0053874,37.0146413"
"126.8984757,35.1872379",,"127.9058198,37.2768364","129.4349617,35.9878495","129.3632366,36.0344992","129.3632366,36.0344992","129.4349617,35.9878495","127.0056465,37.0147154"
"126.8984886,35.1872767",,"127.9053498,37.2769083","129.4349372,35.9876164","129.3632748,36.0344743","129.3632748,36.0344743","129.4349372,35.9876164","127.0072747,37.0151747"
"126.8985566,35.1874385",,"127.9042801,37.2770625","129.4349742,35.98745","129.363324,36.034441","129.363324,36.034441","129.4349742,35.98745","127.0081992,37.0154409"
"126.8986743,35.1877159",,"127.904137,37.2770828","129.4351123,35.9872909","129.363826,36.0341285","129.363826,36.0341285","129.4351123,35.9872909","127.0095019,37.0158086"
"126.8987413,35.1878551",,"127.9039623,37.2771078","129.4355245,35.986866","129.3638993,36.0340832","129.3638993,36.0340832","129.4355245,35.986866","127.0096568,37.0158516"
"126.8987986,35.1879789",,"127.9037911,37.2771507","129.4358748,35.9864493","129.3640174,36.0340066","129.3640174,36.0340066","129.4358748,35.9864493","127.0096938,37.0158626"
"126.8988892,35.1882156",,"127.9035996,37.2771991","129.4359374,35.9861995","129.3643246,36.033808","129.3643246,36.033808","129.4359374,35.9861995","127.0097499,37.0158782"
"126.898949,35.1884494",,"127.9035331,37.2772201","129.4359914,35.98464","129.3643934,36.0337618","129.3643934,36.0337618","129.4359914,35.98464","127.0101594,37.0160097"
"126.898993,35.1888852",,"127.9033372,37.277283","129.4359984,35.984474","129.3644491,36.0337249","129.3644491,36.0337249","129.4359984,35.984474","127.0112769,37.016346"
"126.8990063,35.1890106",,"127.9031214,37.2774378","129.4360702,35.9844638","129.3647117,36.0335658","129.3647117,36.0335658","129.4360702,35.9844638","127.011315,37.016357"
"126.8990063,35.1890151",,"127.9029169,37.2775837","129.4361534,35.9844192","129.3649381,36.0334216","129.3649381,36.0334216","129.4361534,35.9844192","127.0116348,37.0164484"
"126.8990493,35.1894409",,"127.9027868,37.2777247","129.4361967,35.9843753","129.3649698,36.0334022","129.3649698,36.0334022","129.4361967,35.9843753","127.0118581,37.0165116"
"126.8991246,35.1901076",,"127.902673,37.2779577","129.4362193,35.9843452","129.3649851,36.0333921","129.3649851,36.0333921","129.4362193,35.9843452","127.0126615,37.0167411"
"126.8991343,35.1902799",,"127.9025646,37.2783528","129.4362339,35.9843089","129.3649993,36.0333828","129.3649993,36.0333828","129.4362339,35.9843089","127.0134495,37.0169246"
"126.8991413,35.1903764",,"127.9024449,37.2787508","129.4362429,35.984132","129.3654748,36.0330744","129.3654748,36.0330744","129.4362429,35.984132","127.0141366,37.0170582"
"126.8991521,35.1905397",,"127.9019683,37.280347","129.4365125,35.9841331","129.3660119,36.0327415","129.3660119,36.0327415","129.4365125,35.9841331","127.0148013,37.0171736"
"126.899158,35.1906443",,"127.901935,37.2804561","129.4366956,35.9841364","129.3666248,36.0328491","129.3666248,36.0328491","129.4366956,35.9841364","127.0156617,37.0172852"
"126.8991717,35.1908725",,"127.9018885,37.2806086","129.4367355,35.9841385","129.3667842,36.0328782","129.3667842,36.0328782","129.4367355,35.9841385","127.0167189,37.0173905"
"126.8991688,35.1909581",,"127.9017454,37.2806371","129.4368438,35.9841214","129.3670372,36.0329247","129.3670372,36.0329247","129.4368438,35.9841214","127.0174313,37.0174322"
"126.8991594,35.1910438",,"127.9015651,37.2806737","129.4368836,35.9841154","129.3676668,36.033033","129.3676668,36.033033","129.4368836,35.9841154","127.0181551,37.0174667"
"126.8991243,35.1911852",,"127.9009722,37.2807677","129.436921,35.9841022","129.3677615,36.0330496","129.3677615,36.0330496","129.436921,35.9841022","127.0183585,37.0174702"
"126.8988464,35.1919304",,,"129.4370099,35.9840629","129.3680312,36.0330949","129.3680312,36.0330949","129.4370099,35.9840629","127.0193825,37.0174879"
"126.898731,35.1922409",,,"129.4370301,35.9840301","129.3682496,36.033133","129.3682496,36.033133","129.4370301,35.9840301","127.0203616,37.0174846"
"126.8987007,35.19233",,,"129.437349,35.9835075","129.3687632,36.033216","129.3687632,36.033216","129.437349,35.9835075","127.0212532,37.0174702"
"126.898685,35.192375",,,"129.4373742,35.9834494","129.3691141,36.0332728","129.3691141,36.0332728","129.4373742,35.9834494","127.0214927,37.0174639"
"126.8986306,35.192602",,,"129.4373746,35.9833746","129.3692745,36.0332982","129.3692745,36.0332982","129.4373746,35.9833746","127.0218389,37.0174635"
"126.8987906,35.1926533",,,"129.4373496,35.9833083","129.3694194,36.0333221","129.3694194,36.0333221","129.4373496,35.9833083","127.0218636,37.0174636"
"126.8994339,35.1928476",,,"129.4373371,35.9832499","129.3694372,36.0333245","129.3694372,36.0333245","129.4373371,35.9832499","127.0219479,37.017464"
"126.8997441,35.192942",,,"129.4373366,35.9831832","129.3702206,36.0334583","129.3702206,36.0334583","129.4373366,35.9831832","127.0222888,37.0174311"
"126.9004147,35.1931654",,,"129.4373623,35.9830998","129.3705751,36.0335267","129.3705751,36.0335267","129.4373623,35.9830998","127.0225318,37.0174005"
"126.9005768,35.1932212",,,"129.4373742,35.9830411","129.3706999,36.0335491","129.3706999,36.0335491","129.4373742,35.9830411","127.0228423,37.0173513"
"126.9009823,35.1933476",,,"129.4373746,35.9829662","129.3708051,36.0335862","129.3708051,36.0335862","129.4373746,35.9829662","127.0239372,37.0171745"
"126.9015939,35.1935382",,,"129.4373494,35.9828909","129.3708444,36.0336018","129.3708444,36.0336018","129.4373494,35.9828909","127.0255747,37.0168827"
"126.9020125,35.1936683",,,"129.4373115,35.9827915","129.3708947,36.0336191","129.3708947,36.0336191","129.4373115,35.9827915","127.0267203,37.0166799"
"126.9021495,35.1937078",,,"129.437287,35.9827414","129.3713077,36.033765","129.3713077,36.033765","129.437287,35.9827414","127.0273122,37.0165741"
"126.9022832,35.1937508",,,"129.4371739,35.982608","129.3713995,36.0337996","129.3713995,36.0337996","129.4371739,35.982608","127.0288,37.0163078"
"126.9027315,35.1938937",,,"129.4371372,35.9825581","129.3714421,36.0337241","129.3716097,36.0338648","129.4371372,35.9825581","127.0294865,37.0161825"
"126.9028871,35.1939458",,,"129.4369867,35.9822081","129.3719614,36.032875","129.3719246,36.0338996","129.4369867,35.9822081","127.0300278,37.0160864"
"126.9031687,35.1940365",,,"129.4369124,35.982075","129.3720614,36.0327409","129.3721241,36.0338893","129.4369124,35.982075","127.0301932,37.0160609"
"126.9033002,35.1940786",,,"129.4367242,35.9818166","129.3721849,36.0325632","129.3723203,36.033879","129.4367242,35.9818166","127.030326,37.0160389"
"126.903641,35.1941885",,,"129.4366619,35.9817166","129.3722739,36.0324338","129.3724024,36.033875","129.4366619,35.9817166","127.0306095,37.0159886"
"126.9040892,35.1943332",,,"129.4364996,35.9812911","129.3724606,36.0321623","129.372699,36.0338415","129.4364996,35.9812911","127.0308121,37.0159534"
"126.9042032,35.1943725",,,"129.4361865,35.9805083","129.3724821,36.0321331","129.3731624,36.0337748","129.4361865,35.9805083","127.0309618,37.0159242"
"126.9041588,35.1947267",,,"129.4361121,35.9802327","129.3724874,36.0321249","129.3733119,36.033758","129.4361121,35.9802327","127.0310214,37.0159137"
"126.9041276,35.1949456",,,"129.4360871,35.9801159","129.3729808,36.0313518","129.3737046,36.0337032","129.4360871,35.9801159","127.0318992,37.0157576"
"126.9039621,35.1948979",,,"129.436088,35.9801069","129.3730741,36.0312161","129.373887,36.0336742","129.436088,35.9801069","127.033711,37.0154348"
"126.9038669,35.1948397",,,"129.4360952,35.9799923","129.3730999,36.0311832","129.3740364,36.0336575","129.4360952,35.9799923","127.0337515,37.0154268"
,,,"129.4361116,35.9798929","129.3732872,36.0312163","129.374562,36.0335915","129.4361116,35.9798929","127.0338607,37.0154074"
,,,"129.4361544,35.979784","129.3736992,36.0312748","129.3747366,36.0335582","129.4361544,35.979784","127.0339316,37.0153951"
,,,"129.4362142,35.9797335","129.3739121,36.0303331","129.3749997,36.0335162","129.4362142,35.9797335","127.0340869,37.0153659"
,,,"129.4364055,35.9796204","129.3741158,36.0303569","129.3750671,36.0335034","129.4364055,35.9796204","127.0342028,37.0153439"
,,,"129.4364395,35.9796037","129.3742672,36.0303753","129.3752748,36.0334641","129.4364526,35.979598","127.034474,37.0152908"
,,,,"129.3743762,36.030388","129.375487,36.0334247",,"127.0351866,37.0151242"
,,,,"129.3746122,36.0304159","129.3757294,36.0333957",,"127.0355493,37.0150075"
,,,,"129.3747937,36.0304437","129.3758367,36.0333832",,"127.0358624,37.0148996"
,,,,,"129.3759132,36.0333784",,"127.0361791,37.0147639"
,,,,,"129.3762035,36.0333603",,"127.0363493,37.0146915"
,,,,,"129.3763742,36.0333495",,"127.0369245,37.0143828"
,,,,,"129.3765653,36.0333583",,"127.0374491,37.0140747"
,,,,,"129.3767243,36.0333711",,"127.037825,37.0138166"
,,,,,"129.3769623,36.0333908",,"127.0385123,37.0133496"
,,,,,"129.3770916,36.0334158",,"127.0395788,37.0126587"
,,,,,"129.3773993,36.0334741",,"127.0396555,37.0126077"
,,,,,"129.3780748,36.0336916",,"127.0397898,37.0125252"
,,,,,"129.3781743,36.0337243",,"127.0398349,37.0124993"
,,,,,"129.3782627,36.0337536",,"127.0400516,37.0123496"
,,,,,"129.3786173,36.0338706",,"127.0401397,37.0122913"
,,,,,"129.3788634,36.0339515",,"127.0402175,37.0122384"
,,,,,"129.3791509,36.0340488",,"127.0408765,37.01182"
,,,,,"129.3792953,36.034098",,"127.0415594,37.011344"
,,,,,"129.379368,36.0341221",,"127.0416825,37.0112579"
,,,,,"129.3794496,36.0341496",,"127.0417603,37.0112033"
,,,,,"129.3797585,36.0342575",,"127.0418811,37.0111217"
,,,,,"129.3798089,36.0342747",,"127.0420934,37.0109575"
,,,,,"129.3800328,36.0343559",,"127.0421228,37.0109378"
,,,,,"129.3800663,36.034368",,"127.0423,37.0108078"
,,,,,"129.3805458,36.03367",,"127.0434246,37.0097827"
,,,,,"129.3807454,36.0333802",,"127.0435478,37.0096696"
,,,,,,,"127.0436868,37.0095412"
,,,,,,,"127.0444179,37.0088914"
,,,,,,,"127.0448066,37.0085458"
,,,,,,,"127.0460114,37.0074408"
,,,,,,,"127.0461515,37.0073151"
,,,,,,,"127.0463188,37.0071616"
,,,,,,,"127.0464951,37.0069982"
,,,,,,,"127.0465121,37.006983"
,,,,,,,"127.0465494,37.0069498"
,,,,,,,"127.046712,37.0068161"
,,,,,,,"127.0467369,37.0067927"
,,,,,,,"127.0471121,37.0064498"
,,,,,,,"127.0475868,37.0060081"
,,,,,,,"127.0479744,37.005658"
,,,,,,,"127.0481494,37.0055163"
,,,,,,,"127.0483244,37.0053916"
,,,,,,,"127.04855,37.0052492"
,,,,,,,"127.0486605,37.0051874"
,,,,,,,"127.0490608,37.0049771"
,,,,,,,"127.0492996,37.0048743"
,,,,,,,"127.0495924,37.0047817"
,,,,,,,"127.0497996,37.0047167"
,,,,,,,"127.0503748,37.0045665"
,,,,,,,"127.0509116,37.0044667"
,,,,,,,"127.0515866,37.0043493"
,,,,,,,"127.0532621,37.0040158"
,,,,,,,"127.0533994,37.0039911"
,,,,,,,"127.0543872,37.0038163"
,,,,,,,"127.0545493,37.0037854"
,,,,,,,"127.0551951,37.0036634"
,,,,,,,"127.0557993,37.0035494"
,,,,,,,"127.0566229,37.0034001"
,,,,,,,"127.0569245,37.0033327"
,,,,,,,"127.057171,37.0032759"
,,,,,,,"127.0575302,37.0031727"
,,,,,,,"127.0578342,37.003072"
,,,,,,,"127.0580777,37.0029539"
,,,,,,,"127.0583155,37.0028259"
,,,,,,,"127.0585468,37.0026708"
,,,,,,,"127.0588438,37.0024348"
,,,,,,,"127.0589828,37.0022965"
,,,,,,,"127.0591367,37.0021159"
,,,,,,,"127.0592694,37.00191"
,,,,,,,"127.059376,37.0017427"
,,,,,,,"127.0594637,37.001551"
,,,,,,,"127.0595367,37.0013665"
,,,,,,,"127.0596114,37.0010747"
,,,,,,,"127.05966,37.0006476"
,,,,,,,"127.0596851,36.9999996"
,,,,,,,"127.0597734,36.9981204"
,,,,,,,"127.0598236,36.997019"
,,,,,,,"127.0598471,36.9964575"
,,,,,,,"127.0599094,36.9950055"
,,,,,,,"127.0600802,36.9912986"
,,,,,,,"127.0601084,36.9906911"
,,,,,,,"127.0601552,36.9895996"
,,,,,,,"127.060176,36.9893076"
,,,,,,,"127.0602971,36.9875936"
,,,,,,,"127.0603831,36.9870963"
,,,,,,,"127.0606753,36.9861148"
,,,,,,,"127.0609872,36.985411"
,,,,,,,"127.0612811,36.9849118"
,,,,,,,"127.0615146,36.9845683"
,,,,,,,"127.061819,36.9841809"
,,,,,,,"127.0623696,36.9835898"
,,,,,,,"127.0630291,36.9830189"
,,,,,,,"127.0637624,36.9825114"
,,,,,,,"127.064503,36.9820896"
,,,,,,,"127.0649086,36.9818981"
,,,,,,,"127.0654098,36.9816881"
,,,,,,,"127.0658343,36.9815301"
,,,,,,,"127.0660831,36.9814472"
,,,,,,,"127.0669521,36.9811718"
,,,,,,,"127.0690326,36.9806494"
,,,,,,,"127.070996,36.9801697"
,,,,,,,"127.0727974,36.9797228"
,,,,,,,"127.0731541,36.9796267"
,,,,,,,"127.0740744,36.9794046"
,,,,,,,"127.074481,36.979233"
,,,,,,,"127.0772855,36.9784119"
,,,,,,,"127.0774105,36.9783628"
,,,,,,,"127.0774827,36.9783144"
,,,,,,,"127.0775121,36.9782721"
,,,,,,,"127.0775225,36.9782253"
,,,,,,,"127.0775199,36.9780801"
,,,,,,,"127.0774722,36.9779673"
,,,,,,,"127.0773225,36.9776197"
,,,,,,,"127.0770341,36.9769309"
,,,,,,,"127.0769865,36.9768162"
,,,,,,,"127.0766872,36.9760832"
,,,,,,,"127.0765698,36.9757781"
,,,,,,,"127.076541,36.9756995"
,,,,,,,"127.0765332,36.9756815"
,,,,,,,"127.0765144,36.9756336"
,,,,,,,"127.0765078,36.9756147"
,,,,,,,"127.0764391,36.9754414"
,,,,,,,"127.0764058,36.975361"
,,,,,,,"127.0763592,36.9752455"
,,,,,,,"127.0762617,36.9750017"
,,,,,,,"127.0762429,36.9749521"
,,,,,,,"127.0760652,36.9745873"
,,,,,,,"127.0757816,36.9740616"
,,,,,,,"127.075569,36.9737003"
,,,,,,,"127.0752117,36.9730914"
,,,,,,,"127.0746374,36.9721248"
,,,,,,,"127.0745337,36.971991"
,,,,,,,"127.07427,36.9717242"
,,,,,,,"127.0741747,36.971686"
,,,,,,,"127.0740455,36.9716828"
,,,,,,,"127.073832,36.9716911"
,,,,,,,"127.0735889,36.9717794"
,,,,,,,"127.073536,36.9717937"
,,,,,,,"127.0732952,36.9718622"
,,,,,,,"127.0730737,36.9718903"
,,,,,,,"127.0728636,36.9718895"
,,,,,,,"127.0726996,36.971879"
,,,,,,,"127.072501,36.9718404"
,,,,,,,"127.0723989,36.9718094"
,,,,,,,"127.0722442,36.9717602"
,,,,,,,"127.0720369,36.9716603"
,,,,,,,"127.0720212,36.971653"
,,,,,,,"127.0718544,36.9715505"
,,,,,,,"127.0705322,36.9705271"
,,,,,,,"127.0703532,36.9704003"
,,,,,,,"127.0695401,36.9697474"
,,,,,,,"127.0693612,36.9695872"
,,,,,,,"127.0691734,36.9694315"
,,,,,,,"127.0683435,36.9687749"
,,,,,,,"127.0681556,36.9686264"
,,,,,,,"127.0680404,36.9685385"
,,,,,,,"127.0679364,36.9684507"
,,,,,,,"127.0679062,36.9684217"
,,,,,,,"127.0678436,36.9683647"
,,,,,,,"127.0677543,36.968277"
,,,,,,,"127.0677126,36.9682966"
,,,,,,,"127.0676777,36.9683019"
,,,,,,,"127.067635,36.9683"
,,,,,,,"127.0676003,36.9682908"
,,,,,,,"127.0675712,36.9682646"
,,,,,,,"127.0675534,36.9682303"
,,,,,,,"127.0674759,36.9682399"
,,,,,,,"127.0673308,36.9682583"
,,,,,,,"127.0666417,36.9683441"
,,,,,,,"127.0660657,36.9684917"
,,,,,,,"127.0659802,36.9684977"
,,,,,,,"127.065603,36.9684485"
,,,,,,,"127.0655446,36.9684609"
,,,,,,,"127.0655163,36.9685005"
,,,,,,,"127.0655048,36.968532"
,,,,,,,"127.0654123,36.9690076"
,,,,,,,"127.0654245,36.9690248"
