0,1,2,3,4,5,6
"128.5844211,35.2230799","128.5844211,35.2230799","128.5649623,35.8589498","128.8423521,35.8993126","128.4820992,35.8527497","128.5649623,35.8589498","126.7345436,37.4342098"
"128.5843438,35.2232158","128.5843438,35.2232158","128.5648525,35.859269","128.8421593,35.8994446","128.4813299,35.8528669","128.5648525,35.859269","126.7345754,37.4343002"
"128.5841882,35.2234084","128.5841882,35.2234084","128.5647866,35.8594743","128.8417746,35.8996247","128.4812127,35.852885","128.5647866,35.8594743","126.7346413,37.4344899"
"128.5840787,35.223523","128.5840787,35.223523","128.5646618,35.8599208","128.8412868,35.8998078","128.4810624,35.8529078","128.5646618,35.8599208","126.7346588,37.4345495"
"128.5839398,35.2236505","128.5839398,35.2236505","128.5646249,35.8600581","128.841194,35.899825","128.4809386,35.8529251","128.5646249,35.8600581","126.7346683,37.4347244"
"128.5836325,35.2238444","128.5836325,35.2238444","128.5645993,35.8602161","128.8406263,35.8999341","128.4797325,35.853099","128.5645993,35.8602161","126.7346434,37.4348405"
"128.5834787,35.2239278","128.5834787,35.2239278","128.5642992,35.8601358","128.8403656,35.8999785","128.4792967,35.8531449","128.5642992,35.8601358","126.7346002,37.4349746"
"128.5831474,35.2240507","128.5831474,35.2240507","128.563542,35.859909","128.8382452,35.900269","128.4789008,35.853186","128.563542,35.859909","126.7345667,37.4350419"
"128.5829008,35.2241016","128.5829008,35.2241016","128.5633997,35.8598661","128.8380187,35.900304","128.4785025,35.8532172","128.5633997,35.8598661","126.7344321,37.4352772"
"128.5826235,35.2241545","128.5826235,35.2241545","128.5633418,35.8598495","128.8374097,35.9003946","128.4783718,35.8532174","128.5633418,35.8598495","126.7343447,37.4354173"
"128.581448,35.2243382","128.581448,35.2243382","128.563184,35.859804","128.8369675,35.900459","128.478167,35.8532236","128.563184,35.859804","126.7342822,37.4356765"
"128.5813001,35.2243701","128.5813001,35.2243701","128.5628982,35.8597218","128.8361067,35.9005984","128.4780796,35.8532279","128.5628982,35.8597218","126.7342759,37.4360748"
"128.5811688,35.224411","128.5811688,35.224411","128.5621222,35.859497","128.8359299,35.9006275","128.4777009,35.8532337","128.5621222,35.859497","126.7340656,37.4360762"
"128.5810421,35.2244698","128.5810421,35.2244698","128.5619865,35.8594576","128.8351859,35.9007286","128.4774994,35.8532353","128.5619865,35.8594576","126.7339017,37.4360769"
"128.5808872,35.2245515","128.5808872,35.2245515","128.5606375,35.8590331","128.8348577,35.9007827","128.476411,35.8532577","128.5606375,35.8590331","126.7335196,37.4360771"
"128.5808121,35.2246098","128.5808121,35.2246098","128.5606041,35.8590226","128.8348234,35.9007885","128.4758242,35.8532661","128.5606041,35.8590226","126.7327295,37.4360774"
"128.5802851,35.2249734","128.5802851,35.2249734","128.5597867,35.8587666","128.8347085,35.900806","128.4754092,35.8532857","128.5597867,35.8587666","126.7324209,37.4360772"
"128.5800977,35.2250968","128.5800977,35.2250968","128.5595742,35.8586936","128.8340454,35.900909","128.4752187,35.853289","128.5595742,35.8586936","126.7323339,37.4360766"
"128.5799994,35.22514","128.5799994,35.22514","128.5586875,35.8583913","128.8337235,35.9009423","128.4740761,35.85331","128.5586875,35.8583913","126.73217,37.4360729"
"128.5797356,35.2252181","128.5797356,35.2252181","128.558574,35.8583499","128.8332862,35.9010292","128.4739798,35.8533126","128.558574,35.8583499","126.732172,37.4359909"
"128.5790153,35.2254247","128.5790153,35.2254247","128.5585428,35.8583385","128.8331494,35.9010686","128.4738846,35.853317","128.5585428,35.8583385","126.732174,37.4357917"
"128.578924,35.2254995","128.578924,35.2254995","128.558426,35.8582989","128.8330338,35.9011113","128.4738591,35.8533181","128.558426,35.8582989","126.7321795,37.4357016"
"128.5787662,35.2256163","128.5787662,35.2256163","128.557764,35.8580722","128.8329315,35.9011575","128.4735105,35.8533335","128.557764,35.8580722","126.7321872,37.4348327"
"128.5782167,35.2260242","128.5782167,35.2260242","128.5574826,35.8579836","128.8327943,35.9012366","128.4734618,35.8533393","128.5574826,35.8579836","126.7321914,37.4335384"
"128.5776999,35.2264075","128.5776999,35.2264075","128.557466,35.8579783","128.832277,35.9015759","128.4732914,35.8533506","128.557466,35.8579783","126.7321922,37.4333482"
"128.577374,35.2266909","128.577374,35.2266909","128.5574459,35.8579722","128.832037,35.9017354","128.4730505,35.8533931","128.5574459,35.8579722","126.7321958,37.4332175"
"128.577199,35.2268412","128.577199,35.2268412","128.5573748,35.8579494","128.8319297,35.9018096","128.4729235,35.8534239","128.5573748,35.8579494","126.7322039,37.4329787"
"128.5767208,35.2272377","128.5767208,35.2272377","128.5572045,35.8578905","128.8317524,35.9019432","128.4710894,35.8538616","128.5572045,35.8578905","126.7322061,37.4328778"
"128.5766371,35.2273078","128.5766371,35.2273078","128.5571878,35.8578852","128.8316231,35.9020312","128.4706135,35.8539754","128.5571878,35.8578852","126.7322064,37.4328409"
"128.5763714,35.2275744","128.5763714,35.2275744","128.5570299,35.8578307","128.8315563,35.9020761","128.470247,35.8540703","128.5570299,35.8578307","126.7322147,37.4326976"
"128.5761301,35.2277758","128.5761301,35.2277758","128.5565879,35.8576606","128.8313185,35.9022356","128.4701367,35.8541091","128.5565879,35.8576606","126.7322184,37.4325579"
"128.5758734,35.2279737","128.5758734,35.2279737","128.5564321,35.8576033","128.8311016,35.9023823","128.4700333,35.8541685","128.5564321,35.8576033","126.7322358,37.4322885"
"128.5755992,35.228179","128.5755992,35.228179","128.556244,35.8575302","128.8309422,35.9024634","128.4700419,35.8542361","128.556244,35.8575302","126.7322359,37.4322831"
"128.5753954,35.228308","128.5753954,35.228308","128.5554959,35.8572383","128.8307243,35.9025496","128.4700516,35.854309","128.5554959,35.8572383","126.7322383,37.4322723"
"128.5752928,35.2283621","128.5752928,35.2283621","128.5549527,35.857033","128.830412,35.9026243","128.4700648,35.8543874","128.5549527,35.857033","126.7322599,37.4321472"
"128.5752732,35.2283731","128.5752732,35.2283731","128.5546967,35.856937","128.8301243,35.9026491","128.4702792,35.8557164","128.5546967,35.856937","126.7323098,37.4320141"
"128.5748204,35.2286224","128.5748204,35.2286224","128.5545119,35.8568665","128.8300478,35.9026491","128.4704755,35.8569157","128.5545119,35.8568665","126.7324261,37.4316958"
"128.5739476,35.2290133","128.5739476,35.2290133","128.5544273,35.8568348","128.8298572,35.9026494","128.4705477,35.8576598","128.5544273,35.8568348","126.7324652,37.4316329"
"128.5738984,35.2290354","128.5738984,35.2290354","128.55405,35.8566939","128.8295719,35.9026183","128.470677,35.8585513","128.55405,35.8566939","126.7326813,37.4312819"
"128.5734199,35.2292497","128.5734199,35.2292497","128.5538864,35.8566331","128.8294741,35.9026023","128.4706517,35.8588364","128.5538864,35.8566331","126.7327617,37.431158"
"128.5724181,35.2296887","128.5724181,35.2296887","128.553016,35.8563044","128.8292639,35.902555","128.4706791,35.8589976","128.553016,35.8563044","126.7328981,37.4309696"
"128.5721089,35.2298267","128.5721089,35.2298267","128.552356,35.8560551","128.8290122,35.9024748","128.4707364,35.8593352","128.552356,35.8560551","126.7332248,37.4305166"
"128.5710348,35.2302897","128.5710348,35.2302897","128.5520087,35.8559175","128.8276492,35.9019409","128.470789,35.8596467","128.5520087,35.8559175","126.7335413,37.4300733"
"128.5705278,35.2305133","128.5705278,35.2305133","128.5519084,35.855876","128.8275265,35.9018945","128.4708351,35.8600746","128.5519084,35.855876","126.7335998,37.4299908"
"128.5704535,35.2305437","128.5704535,35.2305437","128.5518661,35.8558583","128.8258126,35.9012481","128.4708376,35.860455","128.5518661,35.8558583","126.7336767,37.4298777"
"128.5703988,35.2305658","128.5703988,35.2305658","128.5517559,35.8558133","128.8257066,35.9012024","128.4708157,35.8607545","128.5517559,35.8558133","126.7337352,37.4297907"
"128.5703562,35.2305824","128.5703562,35.2305824","128.5504321,35.8552848","128.8254529,35.9012755","128.4707751,35.861056","128.5504321,35.8552848","126.7338373,37.4296408"
"128.569637,35.23088","128.569637,35.23088","128.5503999,35.8552716","128.8252448,35.9013499","128.4707228,35.861308","128.5503999,35.8552716","126.7339448,37.4294089"
"128.5695419,35.230916","128.5695419,35.230916","128.5503242,35.8552416","128.8250375,35.9014802","128.4706563,35.861579","128.5503242,35.8552416","126.7340487,37.4290851"
"128.5694676,35.2309474","128.5694676,35.2309474","128.5485867,35.8545833","128.8249228,35.9015806","128.4705213,35.8619515","128.5485867,35.8545833","126.7341422,37.4286756"
"128.5693987,35.2309759","128.5693987,35.2309759","128.5483697,35.8545014","128.8246527,35.9018586","128.4703291,35.8623543","128.5483697,35.8545014","126.7342327,37.4282156"
"128.5692053,35.2311426","128.5692053,35.2311426","128.5482195,35.854445","128.8246246,35.9020329","128.4700589,35.862809","128.5482195,35.854445","126.7344127,37.4273046"
"128.5691303,35.2312064","128.5691303,35.2312064","128.5481872,35.8544335","128.8245615,35.9025078","128.4697797,35.8631674","128.5481872,35.8544335","126.7344363,37.427202"
"128.5689523,35.2312936","128.5689523,35.2312936","128.5481627,35.8544238","128.8245121,35.9027995","128.4694803,35.8635007","128.5481627,35.8544238","126.7344562,37.4271426"
"128.5688477,35.2313613","128.5688477,35.2313613","128.5480993,35.8543991","128.8244173,35.9033622","128.4691659,35.8637863","128.5480993,35.8543991","126.7344496,37.4268938"
"128.5687154,35.2314932","128.5687154,35.2314932","128.5477843,35.8542838","128.8243991,35.9034661","128.4688456,35.864045","128.5477843,35.8542838","126.7344472,37.4268028"
"128.5685417,35.2316588","128.5685417,35.2316588","128.547633,35.8542256","128.8242975,35.9042173","128.4684097,35.864355","128.547633,35.8542256","126.7344507,37.4266802"
"128.5683123,35.2318412","128.5683123,35.2318412","128.5472367,35.8540749","128.8241992,35.9049","128.4673527,35.8650586","128.5472367,35.8540749","126.734457,37.4265"
"128.5676368,35.2322917","128.5676368,35.2322917","128.546628,35.8538521","128.8241983,35.9049117","128.4672527,35.8651253","128.546628,35.8538521","126.7344336,37.4262466"
"128.5673745,35.2324833","128.5673745,35.2324833","128.5458246,35.853558","128.8240873,35.9056999","128.4667803,35.8654401","128.5458246,35.853558","126.7343992,37.4261859"
"128.5665241,35.2330832","128.5665241,35.2330832","128.545809,35.8535518","128.8240305,35.9062821","128.465154,35.8665134","128.545809,35.8535518","126.7340652,37.4255781"
"128.5663624,35.2332415","128.5663624,35.2332415","128.5456821,35.8535024","128.8239491,35.9069158","128.4633511,35.8678217","128.5456821,35.8535024","126.7336973,37.4248618"
"128.5660875,35.2333909","128.5660875,35.2333909","128.5447549,35.8531399","128.823927,35.9071189","128.4633149,35.8678481","128.5447549,35.8531399","126.7335278,37.4245281"
"128.5659727,35.2334424","128.5659727,35.2334424","128.5446658,35.8531046","128.823918,35.9072452","128.4626505,35.8683222","128.5446658,35.8531046","126.7334602,37.4243934"
"128.5657794,35.2335289","128.5657794,35.2335289","128.5443742,35.8529909","128.8239101,35.9073012","128.4626264,35.8683396","128.5443742,35.8529909","126.7333893,37.4242568"
"128.5656308,35.2335951","128.5656308,35.2335951","128.5439244,35.8528081","128.8238991,35.9073744","128.461816,35.8689285","128.5439244,35.8528081","126.7330449,37.4235605"
"128.5656122,35.2336034","128.5656122,35.2336034","128.5438086,35.8527614","128.8238942,35.9075439","128.4612681,35.8693268","128.5438086,35.8527614","126.7327921,37.4230776"
"128.5655991,35.2336098","128.5655991,35.2336098","128.5428868,35.8523916","128.82372,35.9098601","128.4609475,35.8695629","128.5428868,35.8523916","126.7327467,37.4229907"
"128.5650744,35.2338272","128.5650744,35.2338272","128.5421889,35.8521227","128.8236892,35.9100091","128.4604298,35.8699845","128.5421889,35.8521227","126.7326912,37.4228876"
"128.5645512,35.2340681","128.5645512,35.2340681","128.54151,35.8518608","128.823571,35.910363","128.460022,35.8703385","128.54151,35.8518608","126.7323337,37.422148"
"128.5639274,35.2343476","128.5639274,35.2343476","128.5413397,35.8517974","128.8234267,35.9106134","128.4596165,35.870696","128.5413397,35.8517974","126.7321562,37.4218296"
"128.5636191,35.234473","128.5636191,35.234473","128.5411249,35.8517163","128.823212,35.9109637","128.4593002,35.871015","128.5411249,35.8517163","126.7320818,37.4216957"
"128.5635395,35.2345224","128.5635395,35.2345224","128.5410392,35.8516837","128.8226996,35.9118078","128.4592783,35.8710368","128.5410392,35.8516837","126.7320041,37.4215573"
"128.563483,35.2345743","128.563483,35.2345743","128.540525,35.8514826","128.8226813,35.9118377","128.4592554,35.8710604","128.540525,35.8514826","126.7318906,37.4213844"
"128.5634021,35.2346886","128.5634021,35.2346886","128.5396156,35.8511289","128.8225562,35.9120474","128.4592192,35.871095","128.5396156,35.8511289","126.7318561,37.421331"
"128.5633634,35.2347574","128.5633634,35.2347574","128.5394119,35.8510495","128.8224387,35.9122425","128.4591656,35.8711504","128.5394119,35.8510495","126.7318025,37.4212729"
"128.5633372,35.2348496","128.5633372,35.2348496","128.5381122,35.8505658","128.8223956,35.912316","128.4588738,35.8714764","128.5381122,35.8505658","126.7316796,37.4211279"
"128.5633384,35.2349461","128.5633384,35.2349461","128.5377218,35.8504421","128.8223816,35.9124063","128.4587397,35.871656","128.5377218,35.8504421","126.7319454,37.4211107"
"128.5633618,35.2350496","128.5633618,35.2350496","128.5373468,35.8503029","128.822386,35.9124748","128.4585021,35.8719761","128.5373468,35.8503029","126.7320166,37.4211058"
"128.5634148,35.2351528","128.5634148,35.2351528","128.5373301,35.8502958","128.8224069,35.9125295","128.4582662,35.8723504","128.5373301,35.8502958","126.7322089,37.4210926"
"128.5634773,35.2352289","128.5634773,35.2352289","128.5373057,35.850287","128.8224423,35.9125959","128.4581053,35.8726041","128.5373057,35.850287","126.7339617,37.4209841"
"128.5635564,35.2353121","128.5635564,35.2353121","128.5372356,35.8502605","128.8224618,35.9126344","128.4579093,35.872978","128.5372356,35.8502605","126.7343914,37.420958"
"128.5636999,35.2354443","128.5636999,35.2354443","128.5368055,35.850147","128.8224697,35.9126397","128.4576422,35.8736978","128.5368055,35.850147","126.7350631,37.4209182"
"128.5638077,35.2355353","128.5638077,35.2355353","128.5367234,35.8501369","128.8225379,35.9126796","128.4576369,35.8737159","128.5367234,35.8501369","126.7356093,37.4208857"
"128.5639696,35.2356484","128.5639696,35.2356484","128.5367035,35.8501344","128.8226397,35.9127361","128.45753,35.8740386","128.5367035,35.8501344","126.7362233,37.4208482"
"128.5642865,35.2358494","128.5642865,35.2358494","128.5364506,35.8501059","128.8229777,35.9129362","128.4573804,35.8747746","128.5364506,35.8501059","126.7364122,37.4208368"
"128.5648178,35.2361368","128.5648178,35.2361368","128.5359827,35.8500631","128.8231121,35.9130158","128.4573387,35.8750805","128.5359827,35.8500631","126.7384771,37.4207131"
"128.565006,35.2362434","128.565006,35.2362434","128.5350991,35.8499833","128.8237194,35.913349","128.4573073,35.8756947","128.5350991,35.8499833","126.7414326,37.4205789"
"128.5652122,35.2363777","128.5652122,35.2363777","128.5346002,35.8499416","128.8248672,35.9139935","128.4573227,35.8762347","128.5346002,35.8499416","126.7420137,37.420552"
"128.5654152,35.2365247","128.5654152,35.2365247","128.5343996,35.8499244","128.8250529,35.9140988","128.4573897,35.8767417","128.5343996,35.8499244","126.7423371,37.4205369"
"128.5655212,35.2366464","128.5655212,35.2366464","128.5334118,35.8498409","128.8253302,35.9143148","128.4575221,35.877342","128.5334118,35.8498409","126.7432417,37.4204895"
"128.5664149,35.2373364","128.5664149,35.2373364","128.5324977,35.849718","128.8255763,35.9144482","128.4576558,35.8777728","128.5324977,35.849718","126.7436081,37.4204603"
"128.5671165,35.2379587","128.5671165,35.2379587","128.5322249,35.8496816","128.8256154,35.9144703","128.4578249,35.878206","128.5322249,35.8496816","126.7439826,37.420423"
"128.5675869,35.2383747","128.5675869,35.2383747","128.5321117,35.8496664","128.8256859,35.9145083","128.4579818,35.8785383","128.5321117,35.8496664","126.7443118,37.4203864"
"128.5689418,35.2396187","128.5689418,35.2396187","128.5310708,35.8495004","128.8259244,35.914658","128.4581372,35.8788373","128.5310708,35.8495004","126.7446763,37.4203301"
"128.5695748,35.2401992","128.5695748,35.2401992","128.5309421,35.8494808","128.8264495,35.914975","128.4581701,35.8789011","128.5309421,35.8494808","126.7452991,37.4202043"
"128.57049,35.2410134","128.57049,35.2410134","128.5307291,35.8494501","128.827526,35.9155923","128.458535,35.8794878","128.5307291,35.8494501","126.7456174,37.4201315"
"128.5719345,35.2422972","128.5719345,35.2422972","128.5307136,35.8494476","128.8275908,35.9156286","128.4585474,35.8795084","128.5307136,35.8494476","126.7458836,37.4200674"
"128.5730045,35.2432651","128.5730045,35.2432651","128.530677,35.8494425","128.8294801,35.9166661","128.4591935,35.8803571","128.530677,35.8494425","126.7463631,37.4199209"
"128.5734423,35.243621","128.5734423,35.243621","128.5306115,35.8494331","128.8299725,35.9169527","128.4594609,35.8806615","128.5306115,35.8494331","126.7468485,37.41975"
"128.5738308,35.2439151","128.5738308,35.2439151","128.5303319,35.8493895","128.8306362,35.9173393","128.4596135,35.8808279","128.5303319,35.8493895","126.7473295,37.4195665"
"128.5739241,35.2439855","128.5739241,35.2439855","128.5302808,35.8493818","128.8308802,35.9174818","128.4601297,35.8813765","128.5302808,35.8493818","126.7482511,37.419173"
"128.5741861,35.2441834","128.5741861,35.2441834","128.5300978,35.8493537","128.8333854,35.9188937","128.4607985,35.8820779","128.5300978,35.8493537","126.7492422,37.4187178"
"128.5748453,35.2445823","128.5748453,35.2445823","128.5294742,35.8492589","128.8336707,35.9190546","128.4619405,35.8832562","128.5294742,35.8492589","126.7495295,37.4185827"
"128.5753707,35.2448364","128.5753707,35.2448364","128.52853,35.8491165","128.8338205,35.9191323","128.462535,35.8838636","128.52853,35.8491165","126.7499996,37.4183639"
"128.5758835,35.2450492","128.5758835,35.2450492","128.527922,35.8490279","128.8338619,35.919158","128.4625911,35.8839217","128.527922,35.8490279","126.7522018,37.4173674"
"128.5764663,35.245237","128.5764663,35.245237","128.5271453,35.848911","128.8339246,35.9191924","128.4631128,35.8844585","128.5271453,35.848911","126.7530033,37.4170048"
"128.5770201,35.2453898","128.5770201,35.2453898","128.5262944,35.8487867","128.8341393,35.9193091","128.4637813,35.8851383","128.5262944,35.8487867","126.7537197,37.4166659"
"128.5770609,35.2454012","128.5770609,35.2454012","128.525914,35.8487484","128.8350241,35.9197915","128.4644982,35.8858728","128.525914,35.8487484","126.7557843,37.4157568"
"128.5774555,35.2454869","128.5774555,35.2454869","128.525717,35.8487537","128.8351114,35.919841","128.464543,35.8859184","128.525717,35.8487537","126.7568265,37.4152667"
"128.5779013,35.245538","128.5779013,35.245538","128.5256407,35.8487607","128.8354999,35.9200747","128.4646194,35.8859998","128.5256407,35.8487607","126.7568402,37.4152605"
"128.5781852,35.2455616","128.5781852,35.2455616","128.5254593,35.8487776","128.835585,35.9201242","128.4649379,35.8863245","128.5254593,35.8487776","126.7572159,37.4150862"
"128.5786869,35.2455986","128.5786869,35.2455986","128.5252962,35.8488421","128.8356331,35.9201498","128.4650142,35.8864032","128.5252962,35.8488421","126.7574414,37.4149163"
"128.5791773,35.245615","128.5791773,35.245615","128.5251902,35.8488673","128.8359621,35.9203409","128.4651578,35.88655","128.5251902,35.8488673","126.7581225,37.4146051"
"128.579374,35.2456132","128.579374,35.2456132","128.5249617,35.8489216","128.8360148,35.9203727","128.4655886,35.8869901","128.5249617,35.8489216","126.7585155,37.4143931"
"128.5804725,35.2455655","128.5804725,35.2455655","128.5247454,35.8489793","128.8360271,35.9203798","128.4658118,35.8872182","128.5247454,35.8489793","126.7588567,37.4141789"
"128.581362,35.2455089","128.581362,35.2455089","128.5246627,35.8490071","128.8360573,35.9203984","128.4666812,35.8881948","128.5246627,35.8490071","126.7593696,37.4138486"
"128.5819886,35.2455222","128.5819886,35.2455222","128.5244215,35.8491119","128.8361211,35.9204365","128.4670419,35.8886057","128.5244215,35.8491119","126.7597321,37.413639"
"128.5821327,35.2455254","128.5821327,35.2455254","128.5243194,35.8491732","128.8363406,35.9205675","128.4671407,35.8887176","128.5243194,35.8491732","126.7599329,37.4135556"
"128.5825124,35.2455662","128.5825124,35.2455662","128.5242515,35.8492359","128.8365331,35.9206816","128.4684434,35.8902434","128.5242515,35.8492359","126.7600031,37.4135434"
"128.5828481,35.2456029","128.5828481,35.2456029","128.52422,35.8492849","128.8371332,35.92104","128.4694879,35.8914908","128.52422,35.8492849","126.7600743,37.413542"
"128.5832446,35.2456679","128.5832446,35.2456679","128.5242113,35.8492985","128.8393025,35.9222383","128.4697946,35.8919301","128.5242113,35.8492985","126.7601737,37.4135508"
"128.5835333,35.2457239","128.5835333,35.2457239","128.5241638,35.8493936","128.8393998,35.9222913","128.4699661,35.8921767","128.5241638,35.8493936","126.7604219,37.4135848"
"128.5838531,35.2457995","128.5838531,35.2457995","128.5241592,35.8494666","128.8399491,35.9225908","128.4703603,35.8927929","128.5241592,35.8494666","126.7605562,37.4137199"
"128.5842194,35.245908","128.5842194,35.245908","128.5241688,35.8495252","128.8405617,35.9228995","128.4707426,35.8935237","128.5241688,35.8495252","126.7607163,37.4138723"
"128.5847649,35.2460979","128.5847649,35.2460979","128.5241998,35.8496087","128.8410242,35.9231161","128.4707505,35.8935407","128.5241998,35.8496087","126.7607958,37.4139495"
"128.5852601,35.2463071","128.5852601,35.2463071","128.524237,35.8496598","128.8410432,35.9231249","128.4708074,35.8936584","128.524237,35.8496598","126.7610421,37.4141817"
"128.5860628,35.2467408","128.5860628,35.2467408","128.5242941,35.8497062","128.841999,35.9235416","128.4711371,35.8943427","128.5242941,35.8497062","126.7620344,37.4150866"
"128.5862101,35.2468315","128.5862101,35.2468315","128.5243788,35.8497452","128.8432117,35.9240743","128.4715952,35.8953866","128.5243788,35.8497452","126.7623837,37.4154214"
"128.586998,35.2473122","128.586998,35.2473122","128.524462,35.8497589","128.8441965,35.9245015","128.471801,35.8959043","128.524462,35.8497589","126.7636801,37.4166661"
"128.5874846,35.2476153","128.5874846,35.2476153","128.5245418,35.8497672","128.8445873,35.9246702","128.472176,35.8968479","128.5245418,35.8497672","126.7667924,37.4197961"
"128.5875123,35.2476331","128.5875123,35.2476331","128.5246392,35.8497637","128.8472606,35.9257103","128.4724547,35.8975335","128.5246392,35.8497637","126.7670183,37.4200309"
"128.5878558,35.2478419","128.5878558,35.2478419","128.524732,35.8497476","128.8473187,35.9257331","128.4728328,35.8984609","128.524732,35.8497476","126.7681028,37.4211229"
"128.5879633,35.2479067","128.5879633,35.2479067","128.5248234,35.8497071","128.8473789,35.9257577","128.4731675,35.8991893","128.5248234,35.8497071","126.7685393,37.4215564"
"128.5883356,35.2481306","128.5883356,35.2481306","128.5249158,35.8496558","128.8483998,35.9261492","128.4733897,35.8995941","128.5249158,35.8496558","126.7688069,37.4218222"
"128.5893351,35.2487347","128.5893351,35.2487347","128.5250583,35.8495428","128.8492155,35.9264736","128.4734758,35.8997494","128.5250583,35.8495428","126.7698974,37.4228799"
"128.5898792,35.2490634","128.5898792,35.2490634","128.5250814,35.8494471","128.8500244,35.9267827","128.4737166,35.9001442","128.5250814,35.8494471","126.7705811,37.4235764"
"128.5899146,35.2490848","128.5899146,35.2490848","128.5250909,35.8493235","128.8504094,35.9269344","128.4739242,35.9004454","128.5250909,35.8493235","126.7709089,37.4239245"
"128.5903635,35.2493584","128.5903635,35.2493584","128.5250548,35.8491858","128.8510041,35.9271684","128.4742668,35.9009123","128.5250548,35.8491858","126.77125,37.4242944"
