0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
"127.7115368,37.7601477",,,"127.9611626,37.7586349","128.6207996,36.4364248",,"127.9348297,37.3953619",,"127.7122091,37.7499021",,"129.453363,35.969637","129.391395,35.8815388",,"128.6212305,36.4355887","127.6073342,36.9814281",,"127.7174601,36.9978595",,,,"129.3411647,36.0155042","129.1317459,35.565655","127.5882141,37.2323",,,,,,"127.4276453,37.6490663",,,"128.2550289,37.0938296",,"129.2523115,35.9852331",,"127.3430219,37.6344327",,,"127.6673624,37.1252329",,"127.5712494,37.7190577","128.6757777,38.0325891",,"129.3411647,36.0155042","127.3178106,37.6308434","127.5842824,37.4861644","127.7135729,37.7705967","127.8421205,37.3228563",,"127.7943123,37.7520988","127.3178106,37.6308434","127.4986777,37.4844278","127.7243854,37.7490359","127.8251029,37.3146142","127.0276682,35.8120051","127.7943123,37.7520988",,,"127.9649449,37.7576548","127.4088854,37.6405978",,"127.3178106,37.6308434","127.3675406,38.0289946","127.496749,37.6707495","127.8041343,37.7566688","127.7609827,37.7612221",,"126.8379724,37.9476118","127.218427,37.7559056","127.2473296,38.0146043",,"129.3445554,35.9722501","127.7122091,37.7499021","126.9687922,37.8574922","127.4435,37.6489361","127.4276453,37.6490663","127.3430219,37.6344327","127.7122091,37.7499021","127.2397589,37.9538544",,"126.9603006,37.7755499","127.3178106,37.6308434","127.9611626,37.7586349","127.3274882,37.9775503","127.5712494,37.7190577",,"127.6510832,37.4008089",,"127.3661882,37.5313095",,,,,,,,,,"127.6673624,37.1252329","127.8041343,37.7566688","127.8077493,37.277022",,"127.5712494,37.7190577",
"127.711832,37.7605663",,,"127.9614779,37.7585877","128.6206494,36.4366912",,"127.9349616,37.3956914",,"127.7135273,37.7499997",,"129.4533793,35.9696656","129.3911207,35.8821155",,"128.6210242,36.4359827","127.6082931,36.98175",,"127.7177961,36.9978553",,,,"129.3411793,36.015367","129.1321368,35.5655046","127.5882873,37.232282",,,,,,"127.4279366,37.6491413",,,"128.2557759,37.0934679",,"129.2528247,35.9853663",,"127.3436929,37.6343822",,,"127.6682894,37.1249378",,"127.5715377,37.7191594","128.6748276,38.0327482",,"129.3411793,36.015367","127.3181313,37.6308403","127.5849805,37.485368","127.7135986,37.7708373","127.8431134,37.3232816",,"127.7943123,37.7520997","127.3181313,37.6308403","127.4987682,37.484343","127.7240774,37.7488931","127.8257572,37.315092","127.0274129,35.8115714","127.7943123,37.7520997",,,"127.9647366,37.7575745","127.4091641,37.6407512",,"127.3181313,37.6308403","127.3675372,38.0290108","127.4972116,37.6711416","127.8050371,37.7567386","127.7618012,37.7611987",,"126.8380968,37.9476963","127.2190654,37.7566958","127.2473568,38.0146693",,"129.3452449,35.9716175","127.7135273,37.7499997","126.9694181,37.8578682","127.444721,37.6488322","127.4279366,37.6491413","127.3436929,37.6343822","127.7135273,37.7499997","127.2399622,37.9543082",,"126.9601682,37.7756395","127.3181313,37.6308403","127.9614779,37.7585877","127.3279552,37.9779476","127.5715377,37.7191594",,"127.6526938,37.4011286",,"127.3663864,37.531225",,,,,,,,,,"127.6682894,37.1249378","127.8050371,37.7567386","127.8080312,37.2772683",,"127.5715377,37.7191594",
"127.7119278,37.7607329",,,"127.9618707,37.7585835","128.6204748,36.4369579",,"127.9351998,37.3962575",,"127.7139122,37.7500315",,"129.4537547,35.970231","129.3909452,35.8825609",,"128.6207996,36.4364248","127.6090294,36.9819954",,"127.7186244,36.9978493",,,,"129.3411864,36.0152911","129.1323976,35.5654163","127.5889974,37.2321552",,,,,,"127.4287118,37.6492995",,,"128.2561544,37.0932852",,"129.253324,35.9854248",,"127.3511737,37.6341413",,,"127.6691028,37.1247031",,"127.5725457,37.7195157","128.6726936,38.0332589",,"129.3411864,36.0152911","127.318239,37.6308404","127.5851375,37.4851326","127.7136161,37.7710212","127.8442262,37.3237471",,"127.794337,37.7523241","127.318239,37.6308404","127.4989107,37.4842159","127.7238409,37.7487665","127.8259056,37.3152006","127.0273318,35.811434","127.794337,37.7523241",,,"127.9645117,37.7575582","127.4095458,37.6409615",,"127.318239,37.6308404","127.3675097,38.029119","127.4977491,37.6715499","127.8055822,37.7567679","127.7622983,37.7611597",,"126.8381217,37.9477127","127.2199831,37.7577859","127.2473816,38.0147306",,"129.3461505,35.9707905","127.7139122,37.7500315","126.9701151,37.8583265","127.4452992,37.6487829","127.4287118,37.6492995","127.3511737,37.6341413","127.7139122,37.7500315","127.240395,37.9552203",,"126.9601442,37.7756556","127.318239,37.6308404","127.9618707,37.7585835","127.3286496,37.9785056","127.5725457,37.7195157",,"127.6538512,37.4012903",,"127.3666991,37.5310496",,,,,,,,,,"127.6691028,37.1247031","127.8055822,37.7567679","127.8082609,37.2774579",,"127.5725457,37.7195157",
"127.712156,37.7611273",,,"127.9620557,37.7585774","128.6203884,36.4370786",,"127.9354494,37.3968244",,"127.7141325,37.7500455",,"129.4544516,35.971149","129.3903286,35.8843934",,"128.6206494,36.4366912","127.6099097,36.9823101",,"127.7197033,36.9978401",,,,"129.3411999,36.0149664","129.1331298,35.5650665","127.5900468,37.2319931",,,,,,"127.4294871,37.6494081",,,"128.2562249,37.0932514",,"129.2535167,35.9854112",,"127.351397,37.6341263",,,"127.6703044,37.1243958",,"127.5728102,37.7196092","128.6716322,38.033575",,"129.3411999,36.0149664","127.3184815,37.6308408","127.5854805,37.4844014","127.7136864,37.7717773","127.8445485,37.3238814",,"127.7943871,37.7526412","127.3184815,37.6308408","127.4994186,37.4837689","127.7235292,37.748558","127.8260324,37.3152931","127.0272366,35.8112542","127.7943871,37.7526412",,,"127.964312,37.7575743","127.4098494,37.6411195",,"127.3184815,37.6308408","127.3674581,38.0292568","127.4977502,37.6715499","127.8060602,37.7567846","127.7631529,37.7610722",,"126.8383129,37.9478391","127.2211325,37.7591739","127.2473952,38.0147622",,"129.3471824,35.9698623","127.7141325,37.7500455","126.9732401,37.8607272","127.4464533,37.6486833","127.4294871,37.6494081","127.351397,37.6341263","127.7141325,37.7500455","127.2408232,37.9561388",,"126.9600598,37.7757093","127.3184815,37.6308408","127.9620557,37.7585774","127.3295873,37.9792577","127.5728102,37.7196092",,"127.6554807,37.4014107",,"127.3669745,37.5308408",,,,,,,,,,"127.6703044,37.1243958","127.8060602,37.7567846","127.8087897,37.2779549",,"127.5728102,37.7196092",
"127.7124301,37.7616784",,,"127.9621612,37.758567","128.6200996,36.4374825",,"127.9357237,37.3973696",,"127.7148296,37.7500893",,"129.4547562,35.9715407","129.3902156,35.8847206",,"128.6204748,36.4369579","127.6107484,36.9826329",,"127.7251932,36.9977829",,,,"129.3412246,36.0143576","129.1335905,35.5648249","127.59152,37.2318549",,,,,,"127.4301355,37.6494472",,,"128.2566715,37.093006",,"129.2537869,35.985391",,"127.3524591,37.6341078",,,"127.6703753,37.1243777",,"127.5735287,37.7198639","128.6713827,38.0336523",,"129.3412246,36.0143576","127.3188283,37.6308567","127.5856441,37.4840506","127.7136943,37.7721414","127.8448538,37.3240112",,"127.7945496,37.7532664","127.3188283,37.6308567","127.4995295,37.4836715","127.723486,37.7485256","127.8267909,37.3158463","127.0271404,35.8110411","127.7945496,37.7532664",,,"127.9641239,37.7576247","127.4108372,37.6416493",,"127.3188283,37.6308567","127.3674181,38.0293649","127.497765,37.6715607","127.8068674,37.7567997","127.7634752,37.7610345",,"126.838986,37.9481691","127.2212715,37.7593383","127.2474087,38.0147965",,"129.3473138,35.9696494","127.7148296,37.7500893","126.9736361,37.861002","127.4474123,37.6485999","127.4301355,37.6494472","127.3524591,37.6341078","127.7148296,37.7500893","127.2408717,37.9562398",,"126.9598876,37.7758067","127.3188283,37.6308567","127.9621612,37.758567","127.3346152,37.9835037","127.5735287,37.7198639",,"127.6566739,37.4014632",,"127.3673124,37.5305113",,,,,,,,,,"127.6703753,37.1243777","127.8068674,37.7567997","127.8090468,37.2781968",,"127.5735287,37.7198639",
"127.7125285,37.7619576",,,"127.96232,37.7585457","128.6197745,36.4379164",,"127.9358823,37.3976404",,"127.715999,37.7501728",,"129.4555743,35.9725622","129.3901591,35.884954",,"128.6203884,36.4370786","127.6120133,36.9832024",,"127.7256505,36.9977622",,,,"129.3412576,36.0139162","129.1342014,35.5644831","127.5919968,37.2318275",,,,,,"127.430462,37.6494664",,,"128.2567812,37.0929458",,"129.2542749,35.9853415",,"127.356936,37.6340295",,,"127.670706,37.1242916",,"127.5744333,37.7201616","128.6704819,38.0339704",,"129.3412576,36.0139162","127.3189189,37.6308649","127.5857514,37.4838748","127.7136903,37.7723226","127.8458523,37.3244193",,"127.7948054,37.7542202","127.3189189,37.6308649","127.499793,37.4834426","127.7232426,37.7483611","127.8273715,37.3162179","127.0269863,35.8107041","127.7948054,37.7542202",,,"127.9640122,37.7577333","127.4110966,37.6417703",,"127.3189189,37.6308649","127.3674066,38.0293946","127.4981244,37.6717996","127.80767,37.7568021","127.7640006,37.7609721",,"126.8398305,37.948556","127.221753,37.75991","127.2474461,38.0148677",,"129.3478008,35.9691821","127.715999,37.7501728","126.974358,37.8614748","127.4485097,37.6484887","127.430462,37.6494664","127.356936,37.6340295","127.715999,37.7501728","127.2408909,37.9562841",,"126.9597565,37.7758854","127.3189189,37.6308649","127.96232,37.7585457","127.335021,37.9838431","127.5744333,37.7201616",,"127.658128,37.4014415",,"127.3674473,37.530342",,,,,,,,,,"127.670706,37.1242916","127.80767,37.7568021","127.811914,37.2808781",,"127.5744333,37.7201616",
"127.7125928,37.7622009",,,"127.9625196,37.7585043","128.6193246,36.4385165",,"127.9359051,37.3976772",,"127.7176794,37.7502932",,"129.4558589,35.9729488","129.390028,35.8855438",,"128.6200996,36.4374825","127.6122956,36.9833391",,"127.7261775,36.9977243",,,,"129.3412782,36.0137519","129.1342309,35.5644665","127.5928164,37.2318296",,,,,,"127.4309449,37.6494676",,,"128.2569434,37.0928565",,"129.2543178,35.9853246",,"127.3624954,37.6339315",,,"127.6723025,37.1238782",,"127.5830239,37.7231078","128.6694479,38.0343682",,"129.3412782,36.0137519","127.3190164,37.6308741","127.585827,37.4837692","127.7136894,37.7724028","127.8459281,37.3244524",,"127.7949114,37.7546165","127.3190164,37.6308741","127.4998303,37.4834074","127.7221954,37.7474077","127.8275492,37.3163436","127.0267148,35.8098267","127.7949114,37.7546165",,,"127.963912,37.7578743","127.4115871,37.6419996",,"127.3190164,37.6308741","127.3673517,38.0295072","127.4984748,37.6719997","127.8087655,37.7568001","127.7658181,37.7606219",,"126.8403576,37.9487942","127.2218683,37.7600355","127.2475582,38.0150618",,"129.3480453,35.9689647","127.7176794,37.7502932","126.9750248,37.8618681","127.4486537,37.6484743","127.4309449,37.6494676","127.3624954,37.6339315","127.7176794,37.7502932","127.2412327,37.9568607",,"126.9595396,37.7760431","127.3190164,37.6308741","127.9625196,37.7585043","127.3357359,37.9844408","127.5830239,37.7231078",,"127.6581743,37.4014396",,"127.3682282,37.5290836",,,,,,,,,,"127.6723025,37.1238782","127.8087655,37.7568001","127.812376,37.2813096",,"127.5830239,37.7231078",
"127.7126594,37.7628614",,,"127.962787,37.7584168","128.6189744,36.4389913",,"127.9360808,37.3979659",,"127.7179235,37.7503189",,"129.4560436,35.9732","129.389994,35.8856985",,"128.6197745,36.4379164","127.6130715,36.9837404",,"127.7265853,36.9976739",,,,"129.3413625,36.0134161","129.1342341,35.5644646","127.5934771,37.2318561",,,,,,"127.4310197,37.6494676",,,"128.2574709,37.0924943",,"129.2549491,35.9850828",,"127.3627312,37.6339327",,,"127.6782685,37.1223027",,"127.5835052,37.7232724","128.6693336,38.0344162",,"129.3413625,36.0134161","127.319856,37.6309583","127.5860248,37.4835978","127.7136392,37.7727463","127.8463296,37.3246288",,"127.7951084,37.7553335","127.319856,37.6309583","127.5,37.4832497","127.721886,37.7471938","127.8293806,37.317577","127.0264676,35.8089629","127.7951084,37.7553335",,,"127.9638743,37.7580078","127.4115984,37.642005",,"127.319856,37.6309583","127.3671836,38.0298595","127.4989375,37.6722494","127.8105774,37.7568035","127.7673213,37.7603093",,"126.8423118,37.9496929","127.2219079,37.7600753","127.2477579,38.0152794",,"129.3483101,35.9687172","127.7179235,37.7503189","126.9753316,37.8620461","127.4490392,37.6484501","127.4310197,37.6494676","127.3627312,37.6339327","127.7179235,37.7503189","127.2413494,37.9570241",,"126.9592909,37.7762051","127.319856,37.6309583","127.962787,37.7584168","127.336219,37.9848425","127.5835052,37.7232724",,"127.6590838,37.4014068",,"127.3683247,37.5289305",,,,,,,,,,"127.6782685,37.1223027","127.8105774,37.7568035","127.8134553,37.2823298",,"127.5835052,37.7232724",
"127.7126935,37.7632814",,,"127.9630111,37.7583086","128.6187119,36.4393579",,"127.9361367,37.3980577",,"127.7179269,37.7503189",,"129.4564621,35.9738025","129.3899609,35.8858883",,"128.6193246,36.4385165","127.6136957,36.9841049",,"127.7268954,36.9976273",,,,"129.3414124,36.0132747","129.1345565,35.5642565","127.5941749,37.2318898",,,,,,"127.4317996,37.649469",,,"128.2575324,37.0924525",,"129.2553869,35.9848159",,"127.3627844,37.6339328",,,"127.6804195,37.1217352",,"127.5837243,37.723347","128.6690472,38.0345371",,"129.3414124,36.0132747","127.3201132,37.6309875","127.586079,37.4835518","127.7135538,37.7734458","127.8467651,37.3248196",,"127.7951836,37.7556911","127.3201132,37.6309875","127.5001278,37.4831415","127.721404,37.7469297","127.8294146,37.3176003","127.0264023,35.8087742","127.7951836,37.7556911",,,"127.9638739,37.7581331","127.4124821,37.6424104",,"127.3201132,37.6309875","127.3671733,38.0298811","127.4992266,37.6723764","127.8116876,37.7568014","127.7684092,37.760086",,"126.8431915,37.9500953","127.2220888,37.7602794","127.2493232,38.0166293",,"129.3485882,35.9684705","127.7179269,37.7503189","126.9756567,37.8622152","127.4496989,37.6484162","127.4317996,37.649469","127.3627844,37.6339328","127.7179269,37.7503189","127.2415615,37.9572409",,"126.9587692,37.7765749","127.3201132,37.6309875","127.9630111,37.7583086","127.3370385,37.9855232","127.5837243,37.723347",,"127.6604449,37.4012428",,"127.3685994,37.5284946",,,,,,,,,,"127.6804195,37.1217352","127.8116876,37.7568014","127.8135176,37.28239",,"127.5837243,37.723347",
"127.7132563,37.7678879",,,"127.9632123,37.7581744","128.6184368,36.4397833",,"127.936337,37.3983165",,"127.7183164,37.7503596",,"129.4566746,35.9741416","129.3898897,35.886296",,"128.6189744,36.4389913","127.6142254,36.9844118",,"127.7271683,36.9975808",,,,"129.3414371,36.0132365","129.1347261,35.5641325","127.5946913,37.2319426",,,,,,"127.4333867,37.6494077",,,"128.2580387,37.092104",,"129.2555089,35.9847176",,"127.3644142,37.633941",,,"127.6827977,37.1211078",,"127.5843941,37.7235755","128.6678642,38.0350914",,"129.3414371,36.0132365","127.3201868,37.6309958","127.5862757,37.4834417","127.7135505,37.7734747","127.8474472,37.3251511",,"127.7953137,37.756155","127.3201868,37.6309958","127.5002613,37.4830306","127.7203274,37.7463891","127.8297123,37.3178077","127.0262334,35.8083236","127.7953137,37.756155",,,"127.9638995,37.758233","127.4128956,37.6425729",,"127.3201868,37.6309958","127.3670784,38.0300675","127.4998707,37.6726595","127.8127251,37.7567771","127.7694769,37.7599042",,"126.8449178,37.9509052","127.2221102,37.7603047","127.2496151,38.0168813",,"129.3486801,35.9682761","127.7183164,37.7503596","126.9772607,37.8630335","127.4501252,37.6484227","127.4333867,37.6494077","127.3644142,37.633941","127.7183164,37.7503596","127.2422617,37.957858",,"126.958711,37.7766161","127.3201868,37.6309958","127.9632123,37.7581744","127.3373352,37.9857616","127.5843941,37.7235755",,"127.6635568,37.4008518",,"127.3686629,37.5283946",,,,,,,,,,"127.6827977,37.1211078","127.8127251,37.7567771","127.8144169,37.2832539",,"127.5843941,37.7235755",
"127.7132819,37.768106",,,"127.9634124,37.7580412","128.6184281,36.4397987",,"127.9366489,37.3987165",,"127.7192305,37.7504733",,"129.4568872,35.9744906","129.3898596,35.8866165",,"128.6187119,36.4393579","127.6143097,36.9844613",,"127.7273638,36.9975417",,,,"129.3414617,36.0131992","129.1348998,35.5639913","127.5948367,37.2319569",,,,,,"127.4334808,37.6494032",,,"128.2582052,37.0919903",,"129.2560123,35.9843082",,"127.3658468,37.6339273",,,"127.6900547,37.1191908",,"127.5845995,37.7236466","128.6661367,38.0360269",,"129.3414617,36.0131992","127.3206479,37.6310749","127.5863187,37.4834228","127.7134973,37.7739155","127.8476904,37.3252693",,"127.7955326,37.7569575","127.3206479,37.6310749","127.5003065,37.4829991","127.7199421,37.7462213","127.8297429,37.3178311","127.0260776,35.8079083","127.7955326,37.7569575",,,"127.9639614,37.7583247","127.4129636,37.6425991",,"127.3206479,37.6310749","127.3670017,38.0302396","127.5,37.6727163","127.8152795,37.7567991","127.7699216,37.7598284",,"126.8479953,37.9523392","127.2221792,37.7603779","127.2499467,38.0172002",,"129.3487219,35.9681655","127.7192305,37.7504733","126.9777399,37.8632781","127.4505537,37.6484345","127.4334808,37.6494032","127.3658468,37.6339273","127.7192305,37.7504733","127.2430493,37.9585411",,"126.9586642,37.7766547","127.3206479,37.6310749","127.9634124,37.7580412","127.3383128,37.9865462","127.5845995,37.7236466",,"127.6640042,37.4007989",,"127.3690543,37.5278551",,,,,,,,,,"127.6900547,37.1191908","127.8152795,37.7567991","127.8145369,37.2833689",,"127.5845995,37.7236466",
"127.7135239,37.7701489",,,"127.9635412,37.7579397","128.6181866,36.4402247",,"127.9370367,37.3991414",,"127.7201743,37.7506419",,"129.4571935,35.9750355","129.3898119,35.8878243",,"128.6184368,36.4397833","127.6147641,36.9847448",,"127.7275435,36.997499",,,,"129.3416119,36.0130247","129.1355466,35.5632982","127.5957376,37.2320815",,,,,,"127.434042,37.6493765",,,"128.2589101,37.0914738",,"129.2572581,35.9832695",,"127.3662945,37.6339368",,,"127.6910367,37.1189079",,"127.5850695,37.7238103","128.6659799,38.0361231",,"129.3416119,36.0130247","127.3213819,37.6312319","127.5863786,37.4833948","127.7134981,37.7742067","127.8483153,37.3256614",,"127.7956984,37.757534","127.3213819,37.6312319","127.5003178,37.482991","127.7198842,37.7461935","127.8297486,37.3178356","127.0257256,35.8069881","127.7956984,37.757534",,,"127.9640743,37.7584081","127.4134349,37.6428176",,"127.3213819,37.6312319","127.366949,38.0303828","127.5003141,37.6728469","127.8160788,37.756806","127.7699375,37.7598257",,"126.8482922,37.9524868","127.2229914,37.7611738","127.2499989,38.017249",,"129.3487242,35.9680744","127.7201743,37.7506419","126.979013,37.8639534","127.4508665,37.6484545","127.434042,37.6493765","127.3662945,37.6339368","127.7201743,37.7506419","127.2431673,37.9586513",,"126.9586036,37.776703","127.3213819,37.6312319","127.9635412,37.7579397","127.3384617,37.9866662","127.5850695,37.7238103",,"127.664822,37.4007031",,"127.3693525,37.527549",,,,,,,,,,"127.6910367,37.1189079","127.8160788,37.756806","127.8147387,37.283591",,"127.5850695,37.7238103",
"127.7135589,37.7704724",,,"127.9636124,37.7578826","128.6180364,36.4405659",,"127.9374374,37.3994743",,"127.7207593,37.7507769",,"129.4574117,35.9754294","129.3897757,35.8895169",,"128.6184281,36.4397987","127.6150217,36.9849158",,"127.7278186,36.9974327",,,,"129.3416205,36.0130155","129.136336,35.5624536","127.5958605,37.2321057",,,,,,"127.4348276,37.6493391",,,"128.2590698,37.0913565",,"129.2581914,35.9824914",,"127.367319,37.6339731",,,"127.6919433,37.1186144",,"127.5859107,37.7241017","128.6658772,38.0361863",,"129.3416205,36.0130155","127.3214476,37.6312501","127.5865708,37.4833171","127.7135424,37.7745978","127.8486381,37.3259074",,"127.7958094,37.7580447","127.3214476,37.6312501","127.5003201,37.4829901","127.719691,37.7461154","127.829812,37.3178832","127.0255331,35.806413","127.7958094,37.7580447",,,"127.9641871,37.7584662","127.4154618,37.6436663",,"127.3214476,37.6312501","127.3669158,38.0304747","127.5006917,37.6730047","127.8168825,37.7568074","127.7708418,37.7596713",,"126.8483387,37.9525123","127.2230774,37.761257","127.2502872,38.0175885",,"129.3487246,35.9680411","127.7207593,37.7507769","126.9792812,37.8641204","127.4512814,37.6485025","127.4348276,37.6493391","127.367319,37.6339731","127.7207593,37.7507769","127.2436051,37.9590966",,"126.9584504,37.7768547","127.3214476,37.6312501","127.9636124,37.7578826","127.3390867,37.9872746","127.5859107,37.7241017",,"127.6657143,37.4005991",,"127.3695917,37.5273383",,,,,,,,,,"127.6919433,37.1186144","127.8168825,37.7568074","127.8147829,37.2836396",,"127.5859107,37.7241017",
"127.7135729,37.7705967",,,"127.963799,37.7577747","128.6179071,36.4409656",,"127.9379186,37.3998403",,"127.7208547,37.7507965",,"129.4576494,35.9759412","129.3899004,35.8907563",,"128.6181866,36.4402247","127.6156449,36.9853723",,"127.7281701,36.9973328",,,,"129.3416963,36.0129314","129.1366739,35.5620911","127.5963375,37.2321982",,,,,,"127.4350691,37.6493284",,,"128.2592999,37.0911864",,"129.2585453,35.9821968",,"127.367812,37.6340097",,,"127.6925618,37.1183916",,"127.5877134,37.7247187","128.6652294,38.0365848",,"129.3416963,36.0129314","127.3222008,37.6314621","127.5868195,37.4832601","127.7136581,37.7749509","127.848851,37.32607",,"127.7958525,37.7583231","127.3222008,37.6314621","127.5003676,37.4829703","127.7194546,37.7460302","127.8299478,37.317981","127.0252792,35.8055528","127.7958525,37.7583231",,,"127.9643246,37.7585","127.4171896,37.6443643",,"127.3222008,37.6314621","127.3668849,38.030563","127.5021364,37.6735995","127.8178192,37.7568184","127.7722101,37.7594383",,"126.8483885,37.9525387","127.2231735,37.7613518","127.2504935,38.01788",,"129.3486995,35.9679666","127.7208547,37.7507965","126.9795935,37.8643327","127.4517937,37.6485775","127.4350691,37.6493284","127.367812,37.6340097","127.7208547,37.7507965","127.2440043,37.9595454",,"126.9584,37.7769166","127.3222008,37.6314621","127.963799,37.7577747","127.3394365,37.9877077","127.5877134,37.7247187",,"127.6676348,37.400472",,"127.3698795,37.5271196",,,,,,,,,,"127.6925618,37.1183916","127.8178192,37.7568184","127.8148884,37.2837772",,"127.5877134,37.7247187",
"127.7135986,37.7708373",,,"127.9639744,37.7576829","128.6178366,36.4411826",,"127.9383008,37.4000949",,"127.7212364,37.7508742",,"129.4579624,35.9766248","129.3901422,35.8920722",,"128.6180364,36.4405659","127.6161995,36.9857963",,"127.7286989,36.9971659",,,,"129.3417611,36.0128592","129.1369126,35.5618381","127.5970874,37.2323562",,,,,,"127.4361733,37.6492758",,,"128.2593088,37.0911801",,"129.2587513,35.9820324",,"127.3682641,37.6340562",,,"127.693927,37.1178756",,"127.590589,37.7257341","128.664067,38.037366",,"129.3417611,36.0128592","127.3229369,37.6317075","127.5873228,37.4832084","127.7137415,37.7751391","127.8490901,37.3262531",,"127.7958396,37.7585025","127.3229369,37.6317075","127.5003823,37.4829648","127.7189922,37.7458932","127.8301742,37.3181327","127.0252036,35.8052433","127.7958396,37.7585025",,,"127.9644997,37.7585326","127.4173279,37.6444185",,"127.3229369,37.6317075","127.3668597,38.0306648","127.5031842,37.6740394","127.8181268,37.7568212","127.7746574,37.7590225",,"126.8488371,37.9527809","127.2233172,37.7615009","127.2516465,38.0198761",,"129.3486358,35.9678486","127.7212364,37.7508742","126.9799544,37.8645902","127.4523865,37.6486832","127.4361733,37.6492758","127.3682641,37.6340562","127.7212364,37.7508742","127.2444713,37.9601134",,"126.9582945,37.7770504","127.3229369,37.6317075","127.9639744,37.7576829","127.3397497,37.9882245","127.590589,37.7257341",,"127.6679827,37.4004463",,"127.37013,37.5269252",,,,,,,,,,"127.693927,37.1178756","127.8181268,37.7568212","127.8149156,37.2838123",,"127.590589,37.7257341",
"127.7136161,37.7710212",,,"127.9641239,37.7576247","128.6177118,36.4418166",,"127.9385616,37.4002534",,"127.7221498,37.7511249",,"129.4581492,35.9770913","129.3906287,35.894082",,"128.6179071,36.4409656","127.6167193,36.9862168",,"127.7288763,36.9971007",,,,"129.3419874,36.012616","129.1382118,35.5604583","127.597587,37.232482",,,,,,"127.4393203,37.6491693",,,"128.2603778,37.0903953",,"129.2588941,35.9819186",,"127.3684556,37.634079",,,"127.6940957,37.1178122",,"127.5909897,37.7258708","128.6632574,38.0379787",,"129.3419874,36.012616","127.3236242,37.6319663","127.5874076,37.4831993","127.7138351,37.7753039","127.8493906,37.3265677",,"127.7958629,37.7586476","127.3236242,37.6319663","127.5004185,37.4829549","127.7179812,37.7456273","127.8304493,37.318333","127.0249966,35.8043048","127.7958629,37.7586476",,,"127.9646996,37.758558","127.4181119,37.6447246",,"127.3236242,37.6319663","127.3668104,38.0308306","127.5047027,37.6746631","127.8184129,37.7568231","127.7751282,37.758934",,"126.8490037,37.9528711","127.2234099,37.7615985","127.2516987,38.0199582",,"129.3484989,35.9677326","127.7221498,37.7511249","126.9801782,37.8647661","127.4526789,37.6487482","127.4393203,37.6491693","127.3684556,37.634079","127.7221498,37.7511249","127.2446153,37.9602777",,"126.9581979,37.7772131","127.3236242,37.6319663","127.9641239,37.7576247","127.3398993,37.9885744","127.5909897,37.7258708",,"127.6684143,37.4004249",,"127.3704462,37.5266803",,,,,,,,,,"127.6940957,37.1178122","127.8184129,37.7568231","127.8150267,37.2839526",,"127.5909897,37.7258708",
"127.7136864,37.7717773",,,"127.964312,37.7575743","128.6176743,36.4421577",,"127.9390253,37.4005158",,"127.7229496,37.7513577",,"129.4583999,35.977766","129.3921472,35.8996958",,"128.6178366,36.4411826","127.6173325,36.9867426",,"127.7296743,36.9967665",,,,"129.3423122,36.0123658","129.138646,35.5599971","127.5978554,37.2325611",,,,,,"127.4399154,37.6491408",,,"128.2604203,37.0903644",,"129.2590447,35.9818073",,"127.3687842,37.6341172",,,"127.6942104,37.1177706",,"127.5917276,37.7261163","128.6625208,38.0386025",,"129.3423122,36.0123658","127.3239322,37.6320893","127.5879234,37.4831467","127.7139992,37.775519","127.8496402,37.3268275",,"127.795884,37.7588314","127.3239322,37.6320893","127.5004547,37.4829495","127.7175985,37.7455334","127.8305558,37.3184147","127.0248589,35.8036496","127.795884,37.7588314",,,"127.9648246,37.7585665","127.4189742,37.6450992",,"127.3239322,37.6320893","127.3666807,38.0313235","127.5047118,37.6746667","127.8186377,37.7568342","127.7765566,37.7586836",,"126.8493752,37.9530714","127.2239833,37.7621748","127.2517066,38.0199709",,"129.3483749,35.9676913","127.7229496,37.7513577","126.9803671,37.8649156","127.4527923,37.6487744","127.4399154,37.6491408","127.3687842,37.6341172","127.7229496,37.7513577","127.2446493,37.9603193",,"126.9580164,37.7775088","127.3239322,37.6320893","127.964312,37.7575743","127.3399174,37.9886258","127.5917276,37.7261163",,"127.6705076,37.4002867",,"127.3707137,37.5264346",,,,,,,,,,"127.6942104,37.1177706","127.8186377,37.7568342","127.8150857,37.2840264",,"127.5917276,37.7261163",
