0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
"127.7159249,37.9426175",,,"128.0893117,37.9775327",,,"128.3407106,37.558958",,"128.0230369,37.8800415",,,,,"128.4678634,36.8877159",,,,,,,,"129.3874761,35.9315942","127.9161288,37.3133484",,,,,,"127.7023872,37.8179709",,,,,"129.3582179,36.2265725",,"127.8950249,37.7519332",,,"128.1141092,36.6900684",,"128.0012476,37.819821",,,,"127.8433359,37.7592417",,,,,,"127.8433359,37.7592417",,,,"126.8066102,35.3973284",,,,,"127.96232,37.7585457",,"127.7920078,37.7402503",,"127.776752,37.8631187","128.0585614,37.9212243","127.7331889,37.9981068",,,,,,,"128.3941344,37.9662103",,"127.8366915,37.7260128","127.7023872,37.8179709","127.7896177,37.7670914","128.0230369,37.8800415",,,,"127.8433359,37.7592417","128.0893117,37.9775327","127.4436614,38.1007832","127.7715444,37.905978",,,,"127.6480378,37.5147597",,,,,,,,,,"128.1141092,36.6900684","128.0585614,37.9212243","128.1388706,37.4639063",,"127.7715444,37.905978",
"127.7158475,37.9426383",,,"128.090187,37.9779159",,,"128.3416158,37.5593067",,"128.022835,37.8806021",,,,,"128.4658796,36.8897846",,,,,,,,"129.3869632,35.932071","127.9161711,37.3128444",,,,,,"127.7023749,37.8180106",,,,,"129.3584872,36.226808",,"127.8957617,37.7517324",,,"128.1145224,36.6896588",,"128.001474,37.8200246",,,,"127.8453321,37.7593278",,,,,,"127.8453321,37.7593278",,,,"126.8065166,35.3961737",,,,,"127.9625196,37.7585043",,"127.7919182,37.7396863",,"127.7767723,37.863399","128.0586163,37.9217143","127.7328813,37.9988258",,,,,,,"128.3950868,37.9670151",,"127.8365963,37.7257841","127.7023749,37.8180106","127.7892799,37.7672283","128.022835,37.8806021",,,,"127.8453321,37.7593278","128.090187,37.9779159","127.4435903,38.101323","127.7711957,37.906753",,,,"127.6484248,37.5147574",,,,,,,,,,"128.1145224,36.6896588","128.0586163,37.9217143","128.1394107,37.4639836",,"127.7711957,37.906753",
"127.7156381,37.9426225",,,"128.090387,37.9780077",,,"128.3422778,37.5595769",,"128.022593,37.8812737",,,,,"128.4645119,36.8912326",,,,,,,,"129.386759,35.9322915","127.916193,37.3127064",,,,,,"127.7022566,37.8184065",,,,,"129.3592674,36.2273386",,"127.8962366,37.7516083",,,"128.1149821,36.6891985",,"128.0021368,37.8207501",,,,"127.8469013,37.7593836",,,,,,"127.8469013,37.7593836",,,,"126.8063378,35.3936525",,,,,"127.962787,37.7584168",,"127.7919017,37.7395187",,"127.7767767,37.8636459","128.0586875,37.9220998","127.7326292,37.9994166",,,,,,,"128.3975672,37.9688663",,"127.8365013,37.7256149","127.7022566,37.8184065","127.7883039,37.7676219","128.022593,37.8812737",,,,"127.8469013,37.7593836","128.090387,37.9780077","127.4435708,38.1014699","127.7709906,37.9072663",,,,"127.6503733,37.5147036",,,,,,,,,,"128.1149821,36.6891985","128.0586875,37.9220998","128.139738,37.4640458",,"127.7709906,37.9072663",
"127.715621,37.942618",,,"128.091249,37.9784414",,,"128.3424075,37.55963",,"128.0225563,37.8813839",,,,,"128.4643478,36.8913962",,,,,,,,"129.3866012,35.9324616","127.9162038,37.3126207",,,,,,"127.7021936,37.8186085",,,,,"129.3593239,36.2273774",,"127.8971764,37.7513644",,,"128.1157261,36.6884518",,"128.0023497,37.8209826",,,,"127.8471783,37.7593837",,,,,,"127.8471783,37.7593837",,,,"126.806218,35.391826",,,,,"127.9630111,37.7583086",,"127.7918544,37.7390411",,"127.7767742,37.8639118","128.0587623,37.9223743","127.7324627,37.9996945",,,,,,,"128.399383,37.970071",,"127.8364853,37.7255861","127.7021936,37.8186085","127.7872292,37.7680616","128.0225563,37.8813839",,,,"127.8471783,37.7593837","128.091249,37.9784414","127.4435581,38.1016195","127.7706719,37.9081422",,,,"127.6512536,37.5147097",,,,,,,,,,"128.1157261,36.6884518","128.0587623,37.9223743","128.1404292,37.4642079",,"127.7706719,37.9081422",
"127.7152555,37.942561",,,"128.0914651,37.9785493",,,"128.3451119,37.5607914",,"128.0225187,37.8815391",,,,,"128.464155,36.891588",,,,,,,,"129.3863837,35.9327337","127.916273,37.3120806",,,,,,"127.7021519,37.8187501",,,,,"129.3594922,36.2274838",,"127.8996609,37.7508765",,,"128.1184158,36.6857857",,"128.0026734,37.8213075",,,,"127.8528282,37.7595309",,,,,,"127.8528282,37.7595309",,,,"126.8062087,35.3909838",,,,,"127.9632123,37.7581744",,"127.7918339,37.7381579",,"127.7767749,37.8640831","128.058837,37.9226164","127.7322347,37.9999996",,,,,,,"128.4006868,37.9708388",,"127.8363938,37.7254224","127.7021519,37.8187501","127.7856447,37.7687883","128.0225187,37.8815391",,,,"127.8528282,37.7595309","128.0914651,37.9785493","127.4435706,38.1016673","127.7704529,37.908926",,,,"127.6520289,37.5147718",,,,,,,,,,"128.1184158,36.6857857","128.058837,37.9226164","128.1410174,37.4643679",,"127.7704529,37.908926",
"127.7152487,37.9425592",,,"128.0915508,37.9785958",,,"128.3466822,37.5613823",,"128.0224664,37.8818674",,,,,"128.46346,36.8922814",,,,,,,,"129.3860661,35.9331723","127.9163116,37.3117181",,,,,,"127.7021195,37.818952",,,,,"129.359799,36.2276575",,"127.9010401,37.7506582",,,"128.1191688,36.6849182",,"128.0027501,37.8213838",,,,"127.8566091,37.7596115",,,,,,"127.8566091,37.7596115",,,,"126.806202,35.3903436",,,,,"127.9634124,37.7580412",,"127.7918043,37.7369646",,"127.7769348,37.8642945","128.0588615,37.9226992","127.7321156,38.0001486",,,,,,,"128.4010846,37.9710638",,"127.8362818,37.725237","127.7021195,37.818952","127.7834049,37.7698023","128.0224664,37.8818674",,,,"127.8566091,37.7596115","128.0915508,37.9785958","127.4436003,38.101707","127.7704484,37.9089467",,,,"127.6525756,37.5148369",,,,,,,,,,"128.1191688,36.6849182","128.0588615,37.9226992","128.1412487,37.4644351",,"127.7704484,37.9089467",
"127.7152452,37.9425547",,,"128.0921491,37.9789407",,,"128.3474218,37.5616032",,"128.0224495,37.8820414",,,,,"128.4628431,36.8928417",,,,,,,,"129.3857722,35.9337746","127.9163496,37.3114394",,,,,,"127.70212,37.8191395",,,,,"129.3599118,36.2277243",,"127.9026475,37.7504545",,,"128.1197807,36.684174",,"128.0027993,37.8214331",,,,"127.8611757,37.7597265",,,,,,"127.8611757,37.7597265",,,,"126.8062772,35.389794",,,,,"127.9635412,37.7579397",,"127.7917801,37.7360246",,"127.7770551,37.8645376","128.0590875,37.9232416","127.7319328,38.0003472",,,,,,,"128.4014091,37.9712469",,"127.8360137,37.7249232","127.70212,37.8191395","127.7831703,37.769912","128.0224495,37.8820414",,,,"127.8611757,37.7597265","128.0921491,37.9789407","127.4436493,38.1017575","127.7704161,37.909118",,,,"127.6532695,37.5149712",,,,,,,,,,"128.1197807,36.684174","128.0590875,37.9232416","128.1415015,37.4645176",,"127.7704161,37.909118",
"127.7152429,37.9425493",,,"128.0923117,37.9790498",,,"128.3482224,37.5618147",,"128.0224487,37.8824181",,,,,"128.462183,36.8933653",,,,,,,,"129.3855202,35.9343618","127.9163981,37.3110174",,,,,,"127.7021398,37.8193125",,,,,"129.3600483,36.2278024",,"127.9057438,37.7501852",,,"128.1205253,36.6830911",,"128.002861,37.8214924",,,,"127.8631264,37.7597836",,,,,,"127.8631264,37.7597836",,,,"126.8063306,35.3894715",,,,,"127.9636124,37.7578826",,"127.7917259,37.7340517",,"127.7771061,37.8647808","128.0595072,37.9244293","127.7313696,38.0008882",,,,,,,"128.4017093,37.9714087",,"127.8358153,37.7247219","127.7021398,37.8193125","127.7811222,37.7708605","128.0224487,37.8824181",,,,"127.8631264,37.7597836","128.0923117,37.9790498","127.4438579,38.1018765","127.7702891,37.9098619",,,,"127.6539375,37.5151587",,,,,,,,,,"128.1205253,36.6830911","128.0595072,37.9244293","128.1418213,37.4646213",,"127.7702891,37.9098619",
"127.7152418,37.942543",,,"128.0932857,37.9796767",,,"128.3491498,37.5620207",,"128.0224854,37.8827839",,,,,"128.4615766,36.8937786",,,,,,,,"129.3854293,35.9346904","127.9164653,37.3105241",,,,,,"127.7022029,37.8195287",,,,,"129.3605592,36.2280928",,"127.907549,37.7500329",,,"128.120957,36.6823604",,"128.0029835,37.8216225",,,,"127.8650476,37.7598245",,,,,,"127.8650476,37.7598245",,,,"126.8064564,35.3889312",,,,,"127.963799,37.7577747",,"127.7916869,37.7325078",,"127.7771277,37.8653846","128.0595373,37.9244995","127.7311721,38.0011175",,,,,,,"128.401926,37.971526",,"127.8355654,37.7244188","127.7022029,37.8195287","127.7802347,37.7712728","128.0224854,37.8827839",,,,"127.8650476,37.7598245","128.0932857,37.9796767","127.4439377,38.1019063","127.7702891,37.9098646",,,,"127.6539749,37.5151695",,,,,,,,,,"128.120957,36.6823604","128.0595373,37.9244995","128.1438776,37.4653438",,"127.7702891,37.9098646",
"127.7152418,37.9425376",,,"128.0933979,37.9797491",,,"128.3497521,37.5621164",,"128.0226074,37.8833052",,,,,"128.4605766,36.8944041",,,,,,,,"129.3853202,35.9352303","127.916526,37.3100741",,,,,,"127.7023058,37.8197845",,,,,"129.3616125,36.2286912",,"127.9079779,37.7499999",,,"128.1213619,36.6816308",,"128.0030716,37.8217159",,,,"127.8667586,37.7598561",,,,,,"127.8667586,37.7598561",,,,"126.8066035,35.3884677",,,,,"127.9639744,37.7576829",,"127.7916525,37.7312514",,"127.7771377,37.8656478","128.0596045,37.9246497","127.7309781,38.0013513",,,,,,,"128.4021713,37.9716638",,"127.8355025,37.7243118","127.7023058,37.8197845","127.7789992,37.7718462","128.0226074,37.8833052",,,,"127.8667586,37.7598561","128.0933979,37.9797491","127.4440347,38.1019073","127.7702671,37.9100737",,,,"127.6544867,37.5153329",,,,,,,,,,"128.1213619,36.6816308","128.0596045,37.9246497","128.1454048,37.4659358",,"127.7702671,37.9100737",
"127.7152418,37.9425322",,,"128.0940935,37.9802981",,,"128.3502011,37.5621763",,"128.0226457,37.8834141",,,,,"128.4598062,36.8948151",,,,,,,,"129.3852726,35.9360243","127.9165729,37.3097846",,,,,,"127.7023276,37.8198404",,,,,"129.3621121,36.2289746",,"127.9103254,37.7497998",,,"128.1217875,36.6806974",,"128.0033279,37.8219843",,,,"127.8671741,37.759853",,,,,,"127.8671741,37.759853",,,,"126.8072132,35.3868311",,,,,"127.9641239,37.7576247",,"127.7916587,37.7308152",,"127.7771408,37.8658524","128.0596137,37.9246712","127.7306368,38.0018351",,,,,,,"128.4022057,37.9716816",,"127.83546,37.7241956","127.7023276,37.8198404","127.7770438,37.772735","128.0226457,37.8834141",,,,"127.8671741,37.759853","128.0940935,37.9802981","127.4442274,38.1018812","127.7702287,37.9104515",,,,"127.654951,37.5155098",,,,,,,,,,"128.1217875,36.6806974","128.0596137,37.9246712","128.1461936,37.4662758",,"127.7702287,37.9104515",
"127.7152486,37.9425223",,,"128.0949136,37.9810384",,,"128.3510708,37.5622845",,"128.0227138,37.883558",,,,,"128.4592249,36.8950911",,,,,,,,"129.3852899,35.9363792","127.9166224,37.309331",,,,,,"127.7024393,37.8199934",,,,,"129.3627241,36.2293995",,"127.9116233,37.7496889",,,"128.1223736,36.6793998",,"128.0034011,37.8220525",,,,"127.8680924,37.7598304",,,,,,"127.8680924,37.7598304",,,,"126.8079675,35.385014",,,,,"127.964312,37.7575743",,"127.791665,37.7303925",,"127.7771421,37.8659083","128.0596369,37.9247207","127.7304408,38.0021762",,,,,,,"128.4042951,37.9727254",,"127.8354387,37.7239992","127.7024393,37.8199934","127.7758911,37.7732975","128.0227138,37.883558",,,,"127.8680924,37.7598304","128.0949136,37.9810384","127.4444031,38.1018083","127.7702164,37.9108346",,,,"127.6554323,37.5157174",,,,,,,,,,"128.1223736,36.6793998","128.0596369,37.9247207","128.1475361,37.4669472",,"127.7702164,37.9108346",
"127.715252,37.9425177",,,"128.095499,37.9816159",,,"128.3514618,37.5623177",,"128.0228235,37.8837982",,,,,"128.4582528,36.8955226",,,,,,,,"129.3853461,35.9367867","127.9167804,37.3093422",,,,,,"127.7026263,37.8202013",,,,,"129.3628249,36.2294746",,"127.9124935,37.7495966",,,"128.1228549,36.6782975",,"128.0044365,37.8230908",,,,"127.8692604,37.759787",,,,,,"127.8692604,37.759787",,,,"126.8081964,35.3843797",,,,,"127.9645117,37.7575582",,"127.791714,37.7298678",,"127.7771583,37.866878","128.0597066,37.9249105","127.730169,38.0026949",,,,,,,"128.4063411,37.9736515",,"127.8354537,37.7237918","127.7026263,37.8202013","127.77499,37.7737502","128.0228235,37.8837982",,,,"127.8692604,37.759787","128.095499,37.9816159","127.4446303,38.1015633","127.7702274,37.9113375",,,,"127.6561029,37.516032",,,,,,,,,,"128.1228549,36.6782975","128.0597066,37.9249105","128.1483648,37.4674546",,"127.7702274,37.9113375",
"127.7153359,37.9424058",,,"128.096116,37.9822959",,,"128.3516375,37.5623327",,"128.0229834,37.8840615",,,,,"128.4576828,36.8957156",,,,,,,,"129.3853697,35.9370333","127.9166742,37.3101295",,,,,,"127.702788,37.8203353",,,,,"129.3636374,36.2301912",,"127.9125536,37.7495901",,,"128.1235526,36.6766811",,"128.0058996,37.8247024",,,,"127.8697303,37.7597513",,,,,,"127.8697303,37.7597513",,,,"126.8084813,35.383375",,,,,"127.9647366,37.7575745",,"127.7917707,37.7295657",,"127.7771509,37.8670259","128.0597299,37.924978","127.7299167,38.0032308",,,,,,,"128.4074133,37.9740911",,"127.8355131,37.7236303","127.702788,37.8203353","127.7743735,37.774068","128.0229834,37.8840615",,,,"127.8697303,37.7597513","128.096116,37.9822959","127.4446623,38.1015119","127.7703182,37.9122295",,,,"127.6577748,37.51685",,,,,,,,,,"128.1235526,36.6766811","128.0597299,37.924978","128.1489253,37.4677985",,"127.7703182,37.9122295",
,,,"128.0964526,37.9826665",,,"128.3524486,37.5623674",,"128.0231558,37.8843131",,,,,"128.4574616,36.8957913",,,,,,,,"129.385507,35.9375405","127.9171352,37.3100431",,,,,,"127.7029758,37.8204774",,,,,"129.3637,36.2302497",,"127.9131344,37.7495187",,,"128.1236789,36.6763892",,"128.0062535,37.8251083",,,,"127.8701808,37.7597166",,,,,,"127.8701808,37.7597166",,,,"126.808523,35.3831354",,,,,"127.9649449,37.7576548",,"127.791783,37.7295107",,"127.7771149,37.8671296","128.0600833,37.9261246","127.7298782,38.0033147",,,,,,,"128.4097976,37.9749334",,"127.835718,37.7232782","127.7029758,37.8204774","127.7734501,37.7746182","128.0231558,37.8843131",,,,"127.8701808,37.7597166","128.0964526,37.9826665","127.444805,38.1012839","127.7703217,37.912253",,,,"127.659525,37.5177076",,,,,,,,,,"128.1236789,36.6763892","128.0600833,37.9261246","128.1495091,37.4682271",,"127.7703217,37.912253",
,,,"128.0969088,37.983177",,,"128.3532988,37.5623559",,"128.023376,37.8845726",,,,,"128.4479995,36.8986247",,,,,,,,"129.3855424,35.9376283","127.917573,37.3100352",,,,,,"127.7032409,37.8206139",,,,,"129.3639702,36.230524",,"127.9139713,37.7493805",,,"128.1240396,36.6755958",,"128.0065181,37.8254118",,,,"127.8711419,37.7596117",,,,,,"127.8711419,37.7596117",,,,"126.8085508,35.3829733",,,,,"127.9651181,37.7577659",,"127.7919679,37.7289361",,"127.7768233,37.8675972","128.0601152,37.9262768","127.7296721,38.0036972",,,,,,,"128.4115457,37.9755228",,"127.8360235,37.722824","127.7032409,37.8206139","127.772929,37.7749727","128.023376,37.8845726",,,,"127.8711419,37.7596117","128.0969088,37.983177","127.4448804,38.1010821","127.7704078,37.9127647",,,,"127.6597164,37.5177965",,,,,,,,,,"128.1240396,36.6755958","128.0601152,37.9262768","128.15001,37.4686083",,"127.7704078,37.9127647",
,,,"128.0969364,37.9832084",,,"128.3540876,37.5623258",,"128.02351,37.8847108",,,,,"128.4473989,36.8987998",,,,,,,,"129.3857855,35.9382987",,,,,,,"127.7035514,37.8207116",,,,,"129.3643493,36.2310743",,"127.9148876,37.7492097",,,"128.1241254,36.6754061",,"128.0067631,37.8256929",,,,"127.8716161,37.7595561",,,,,,"127.8716161,37.7595561",,,,"126.8085966,35.382639",,,,,"127.9652677,37.7579077",,"127.7921209,37.7285751",,"127.7768218,37.8678153","128.0602121,37.9267495","127.7294599,38.003959",,,,,,,"128.4126965,37.9758654",,"127.836424,37.7223082","127.7035514,37.8207116","127.7724648,37.7753289","128.02351,37.8847108",,,,"127.8716161,37.7595561","128.0969364,37.9832084","127.4449228,38.1008505","127.7704854,37.9131476",,,,"127.6598252,37.5178478",,,,,,,,,,"128.1241254,36.6754061","128.0602121,37.9267495","128.1500442,37.4686343",,"127.7704854,37.9131476",
,,,"128.0977328,37.9841047",,,"128.3557756,37.562209",,"128.0236497,37.8848535",,,,,"128.4392928,36.9012394",,,,,,,,"129.3860973,35.9390096",,,,,,,"127.7035776,37.8207179",,,,,"129.3645239,36.2313997",,"127.915001,37.7491885",,,"128.1244696,36.6746597",,"128.0085267,37.8276807",,,,"127.8725408,37.7594378",,,,,,"127.8725408,37.7594378",,,,"126.8086613,35.3818946",,,,,"127.96538,37.7580614",,"127.7922852,37.7282241",,"127.7768371,37.8682398","128.0602745,37.9273242","127.7293077,38.0040891",,,,,,,"128.4138808,37.9761572",,"127.8367243,37.7219747","127.7035776,37.8207179","127.7718061,37.7759181","128.0236497,37.8848535",,,,"127.8725408,37.7594378","128.0977328,37.9841047","127.4449538,38.1005549","127.7706812,37.9138051",,,,"127.6598467,37.5178577",,,,,,,,,,"128.1244696,36.6746597","128.0602745,37.9273242","128.1505473,37.4690173",,"127.7706812,37.9138051",
,,,"128.0979132,37.9843084",,,"128.3563786,37.5621668",,"128.024002,37.8851404",,,,,"128.4390367,36.9013136",,,,,,,,"129.3866593,35.9402231",,,,,,,"127.7037754,37.820768",,,,,"129.3647871,36.2320329",,"127.9157357,37.7490426",,,"128.1245147,36.6745612",,"128.0086561,37.8278262",,,,"127.8732271,37.7593374",,,,,,"127.8732271,37.7593374",,,,"126.8086612,35.3813933",,,,,"127.9654651,37.7582476",,"127.7924194,37.7280066",,"127.7768673,37.8696349","128.0602989,37.9276999","127.7285838,38.004625",,,,,,,"128.4160044,37.9766229",,"127.8368665,37.721813","127.7037754,37.820768","127.7710527,37.7767247","128.024002,37.8851404",,,,"127.8732271,37.7593374","128.0979132,37.9843084","127.4450374,38.1001007","127.7707859,37.9141266",,,,"127.6599056,37.5178855",,,,,,,,,,"128.1245147,36.6745612","128.0602989,37.9276999","128.1508458,37.4692698",,"127.7707859,37.9141266",
,,,"128.098412,37.9848727",,,"128.3564997,37.5621578",,"128.0242866,37.8853374",,,,,"128.4378746,36.90165",,,,,,,,"129.387187,35.9413434",,,,,,,"127.7040358,37.8208595",,,,,"129.3647977,36.2320579",,"127.9158853,37.7490051",,,"128.1246247,36.6743244",,"128.0088072,37.8279878",,,,"127.8740053,37.759207",,,,,,"127.8740053,37.759207",,,,"126.8086488,35.3807801",,,,,"127.9656757,37.7588768",,"127.7925762,37.7277673",,"127.7768706,37.8699098","128.0603239,37.9279909","127.7282053,38.0048952",,,,,,,"128.4178307,37.976989",,"127.8370993,37.7215915","127.7040358,37.8208595","127.7707249,37.7771247","128.0242866,37.8853374",,,,"127.8740053,37.759207","128.098412,37.9848727","127.4450534,38.1000448","127.7710386,37.914775",,,,"127.6600427,37.5179565",,,,,,,,,,"128.1246247,36.6743244","128.0603239,37.9279909","128.1512835,37.4696703",,"127.7710386,37.914775",
,,,"128.098974,37.985508",,,"128.3567225,37.5621418",,"128.0245653,37.8855092",,,,,"128.4371365,36.9018658",,,,,,,,"129.3873532,35.9416185",,,,,,,"127.7044531,37.8209381",,,,,"129.3651747,36.2329408",,"127.9162968,37.7489018",,,"128.124837,36.6738662",,"128.008853,37.8280372",,,,"127.8749999,37.7590136",,,,,,"127.8749999,37.7590136",,,,"126.8086313,35.3805059",,,,,"127.9657741,37.7591747",,"127.7925852,37.7277529",,"127.7768719,37.8699476","128.0603826,37.9283854","127.7277351,38.0053152",,,,,,,"128.4195226,37.9772579",,"127.8371049,37.7215861","127.7044531,37.8209381","127.7704536,37.7774507","128.0245653,37.8855092",,,,"127.8749999,37.7590136","128.098974,37.985508","127.4450672,38.0999934","127.7715433,37.9159085",,,,"127.6601786,37.5180231",,,,,,,,,,"128.124837,36.6738662","128.0603826,37.9283854","128.1521836,37.4705748",,"127.7715433,37.9159085",
,,,"128.0992994,37.9858912",,,"128.3596956,37.5619273",,"128.0248906,37.8856754",,,,,"128.4318746,36.9034333",,,,,,,,"129.3874525,35.9417846",,,,,,,"127.7046748,37.8209909",,,,,"129.3653346,36.2333503",,"127.9175207,37.7485469",,,"128.1249989,36.6735499",,"128.0100744,37.8293415",,,,"127.8769449,37.758609",,,,,,"127.8769449,37.758609",,,,"126.808566,35.3795128",,,,,"127.9657857,37.7592152",,"127.7930211,37.7272119",,"127.7768748,37.8701153","128.060538,37.9290688","127.7273909,38.0056331",,,,,,,"128.4210941,37.9774628",,"127.8373241,37.7213826","127.7046748,37.8209909","127.7701374,37.7779589","128.0248906,37.8856754",,,,"127.8769449,37.758609","128.0992994,37.9858912","127.4451575,38.0996762","127.771942,37.9166665",,,,"127.660199,37.5180329",,,,,,,,,,"128.1249989,36.6735499","128.060538,37.9290688","128.1523837,37.4708189",,"127.771942,37.9166665",
,,,"128.0996293,37.9862707",,,"128.3605441,37.5618625",,"128.025129,37.8857879",,,,,"128.4313624,36.9035915",,,,,,,,"129.3875757,35.9419809",,,,,,,"127.7048624,37.821051",,,,,"129.3656615,36.2341826",,"127.9196617,37.7479661",,,"128.1251413,36.6732958",,"128.0118868,37.8311326",,,,"127.8781297,37.7582988",,,,,,"127.8781297,37.7582988",,,,"126.8084592,35.3779757",,,,,"127.965962,37.7598247",,"127.7932992,37.7269435",,"127.7768928,37.8709778","128.0605804,37.9292542","127.7272887,38.0057406",,,,,,,"128.4214351,37.977507",,"127.8375116,37.7211829","127.7048624,37.821051","127.7698305,37.7784896","128.025129,37.8857879",,,,"127.8781297,37.7582988","128.0996293,37.9862707","127.4451781,38.0996023","127.7732469,37.9194161",,,,"127.6602307,37.51805",,,,,,,,,,"128.1251413,36.6732958","128.0605804,37.9292542","128.1534116,37.4721166",,"127.7732469,37.9194161",
