0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"127.0969316,37.4052265","128.6332226,36.1157875",,"127.1286553,35.9658704","127.2903731,35.3947147","127.1827339,35.2468216","128.6609151,36.0977137","128.5505452,36.1617761",,,"127.7306039,37.3961746","129.4274822,35.7815539","129.0905624,36.0468913","129.0905624,36.0468913","127.3004855,37.3782656","128.5810497,36.293475","129.4354448,35.7781555","127.1045491,37.1214581"
"127.0970142,37.4056387","128.6331361,36.1157982",,"127.1287573,35.9656507","127.2920524,35.3968672","127.1824749,35.2469977","128.6603227,36.0982215","128.5500959,36.1620162",,,"127.7319155,37.3961422","129.4271792,35.7815579","129.0913556,36.047529","129.0913556,36.047529","127.3006382,37.3781821","128.5812246,36.2940495","129.4353523,35.7782192","127.1049299,37.1211827"
"127.097099,37.4058409","128.6325006,36.11588",,"127.129009,35.9651872","127.2931313,35.3982991","127.1821487,35.247215","128.6570613,36.1010217","128.5497025,36.162282",,,"127.7326454,37.396166","129.4268463,35.7816056","129.0917726,36.0478957","129.0917726,36.0478957","127.3007264,37.3781353","128.5814303,36.2945903","129.4352707,35.7782755","127.1057897,37.1205609"
"127.0972616,37.4060578","128.6302743,36.1160587",,"127.1291833,35.9649146","127.2935243,35.3987786","127.1811023,35.2477803","128.6554914,36.1023729","128.5493884,36.1626517",,,"127.7331663,37.3961758","129.4263923,35.7816381","129.0928996,36.048958","129.0928996,36.048958","127.3008972,37.3780419","128.5816624,36.2951075","129.4350139,35.7784509","127.1059614,37.1204415"
"127.0974615,37.406291","128.6293667,36.1161457",,"127.1293285,35.9646869","127.2944401,35.3998063","127.1807311,35.2479813","128.6550524,36.1027386","128.5491645,36.1630395",,,"127.7345642,37.3962912","129.4261482,35.781697","129.0954104,36.0513658","129.0954104,36.0513658","127.3009187,37.3780284","128.581888,36.2955598","129.4344142,35.7789509","127.1061095,37.1203312"
"127.0977497,37.4064912","128.628982,36.1162044",,"127.1297516,35.9640959","127.2953794,35.4006924","127.1801384,35.2483053","128.6546353,36.1030843","128.5489972,36.1634981",,,"127.7359263,37.396539","129.4258801,35.7817752","129.0960658,36.0519909","129.0960658,36.0519909","127.3009549,37.378005","128.5818995,36.2955831","129.4340628,35.7793316","127.1061739,37.1202827"
"127.098019,37.4066336","128.6281643,36.1163671",,"127.1298376,35.9639753","127.295441,35.4007448","127.179808,35.2484848","128.6527606,36.1046422","128.548981,36.1639517",,,"127.7367075,37.3967033","129.4256141,35.7818904","129.096733,36.052595","129.096733,36.052595","127.3011111,37.3779061","128.5823117,36.2962411","129.4336811,35.7797867","127.1074744,37.1193414"
"127.0983078,37.4067292","128.628007,36.1163984",,"127.1300394,35.9637334","127.2958058,35.4010511","127.1793068,35.2487585","128.651592,36.1053331","128.5490435,36.1643911",,,"127.7374583,37.3969028","129.4253686,35.78208","129.0973368,36.0531413","129.0973368,36.0531413","127.3015783,37.3776095","128.5828747,36.2970077","129.4333209,35.7802135","127.1077116,37.1191745"
"127.0984815,37.4067857","128.6267911,36.1167623",,"127.1302491,35.9634807","127.2963906,35.4014822","127.1774121,35.2497913","128.6512774,36.1054768","128.5492123,36.1649557",,,"127.7387589,37.3972959","129.4252411,35.7822506","129.0982497,36.0538161","129.0982497,36.0538161","127.3019031,37.3774027","128.5848993,36.2994162","129.4329796,35.7805119","127.1083534,37.1187088"
"127.09919,37.4069837","128.6261734,36.1169998",,"127.1311034,35.9624546","127.2972713,35.4020716","127.1769869,35.2499993","128.6506098,36.1057825","128.5496242,36.1660808",,,"127.7417401,37.3982498","129.425114,35.7824384","129.0994871,36.0545081","129.0994871,36.0545081","127.3033457,37.3764307","128.5852934,36.2998859","129.4326808,35.7807367","127.1084246,37.1186577"
"127.1002261,37.4072044","128.6254291,36.1173259",,"127.1313007,35.9622235","127.297953,35.4024875","127.1761765,35.2503551","128.6496329,36.1061381","128.5498432,36.1666658",,,"127.7433664,37.3987747","129.4250397,35.7826622","129.1005619,36.0550076","129.1005619,36.0550076","127.3038549,37.3760827","128.585735,36.300412","129.4324272,35.7809057","127.1093491,37.1179243"
"127.1010211,37.4073099","128.6249999,36.1175355",,"127.1313688,35.9621435","127.2984392,35.4027155","127.1754786,35.2506067","128.6491696,36.1062886","128.5499759,36.1670289",,,"127.7440269,37.3989617","129.4250101,35.7828114","129.101474,36.0553164","129.101474,36.0553164","127.3044431,37.3757285","128.5859446,36.300667","129.4319901,35.7811291","127.1099328,37.1173673"
"127.1016151,37.4073741","128.6243793,36.1178857",,"127.1319051,35.9615185","127.2992587,35.4031064","127.1748293,35.2507925","128.6491242,36.1063025","128.5499967,36.1672523",,,"127.7443186,37.3990449","129.4249958,35.7829992","129.1022614,36.0555493","129.1022614,36.0555493","127.3053278,37.3751883","128.5862911,36.3010785","129.4316765,35.7812468","127.1104124,37.1169083"
"127.1027653,37.4073834","128.6239227,36.1182028",,"127.1323897,35.9610367","127.3001697,35.4034713","127.1744122,35.2509023","128.6469994,36.1069431","128.5501131,36.1675587",,,"127.7450717,37.3992219","129.4250227,35.7831943","129.1027343,36.0556556","129.1027343,36.0556556","127.3060584,37.3748064","128.5878369,36.3029161","129.4313747,35.7813481","127.1109117,37.1163411"
"127.1040206,37.4073966","128.6234225,36.1185744",,"127.1324309,35.9609999","127.3012207,35.4037805","127.1736685,35.2510653","128.6460579,36.1072947","128.5503493,36.1681813",,,"127.7460948,37.3994253","129.4255369,35.784376","129.1030745,36.0557331","129.1030745,36.0557331","127.3069506,37.3743914","128.5881693,36.3033531","129.4310612,35.7814199","127.1109774,37.1162647"
"127.1045584,37.407402","128.6229372,36.1189883",,"127.1325835,35.9608642","127.3023168,35.4041087","127.1719249,35.2513915","128.6449732,36.1078009","128.5505833,36.1688004",,,"127.7467403,37.3995122","129.4260408,35.7857283","129.1036873,36.0558412","129.1036873,36.0558412","127.307732,37.3740339","128.5883497,36.3035912","129.4307505,35.7814726","127.1113873,37.1157829"
"127.1051386,37.4075292","128.6221083,36.1197651",,"127.1326047,35.9608454","127.3035737,35.4044101","127.1710114,35.2516748","128.6443283,36.1081488","128.5508991,36.1696325",,,"127.7474025,37.3995722","129.4260964,35.786198","129.104462,36.0559408","129.104462,36.0559408","127.3084375,37.3737367","128.5885558,36.3039211","129.4303518,35.7814998","127.1118749,37.1150913"
"127.1102374,37.4076408","128.6209892,36.1208483",,"127.1326191,35.9608319","127.3069563,35.4051703","127.1704498,35.2519159","128.643791,36.1084857","128.551362,36.1709915",,,"127.7479088,37.3995936","129.4265356,35.7876657","129.1054124,36.0559993","129.1054124,36.0559993","127.3086105,37.3736739","128.5886299,36.3040394","129.4298002,35.7815213","127.111994,37.1149015"
"127.1109866,37.4076496","128.6192638,36.1224322",,"127.1326514,35.960804","127.3069926,35.4051775","127.169812,35.2522496","128.6430008,36.1090729","128.5515492,36.171858",,,"127.7489945,37.399594","129.4265802,35.7878164","129.1062119,36.0560075","129.1062119,36.0560075","127.3095454,37.3733392","128.5886367,36.3040493","129.4290679,35.7815231","127.1122119,37.1145579"
"127.1121996,37.4077581","128.6185368,36.1231215",,"127.1327182,35.9607438","127.3078325,35.4053529","127.1695443,35.2523976","128.6421854,36.109847","128.5515867,36.172166",,,"127.7492849,37.3995961","129.4268148,35.78878","129.1081374,36.0559745","129.1081374,36.0559745","127.3105175,37.373019","128.5888522,36.304489","129.4274822,35.7815539","127.1125868,37.1138749"
"127.1130168,37.407923","128.6171851,36.1244981",,"127.1327684,35.9606998","127.3096983,35.4057382","127.1691067,35.2526868","128.6419928,36.1100525","128.551593,36.172303",,,"127.7499989,37.3995694","129.4269992,35.7897731","129.1095624,36.0558995","129.1095624,36.0558995","127.3111991,37.3728118","128.5890273,36.30483","129.4271792,35.7815579","127.113036,37.1129831"
"127.1136115,37.4080827","128.6164775,36.1253783",,"127.1333828,35.9602112","127.3106967,35.4059841","127.1684648,35.2532044","128.640191,36.112145","128.5516188,36.1729014",,,"127.7525498,37.399491","129.4271535,35.7909389","129.109862,36.0558909","129.109862,36.0558909","127.3122671,37.3725467","128.5893495,36.3056492","129.4268463,35.7816056","127.1130621,37.1129327"
"127.1149244,37.4085413","128.6157448,36.1262884",,"127.1336554,35.9600191","127.3118115,35.4063104","127.1682672,35.2534148","128.6393894,36.1130325","128.551625,36.1730329",,,"127.7527215,37.3994852","129.4272327,35.7917896","129.1124745,36.0557909","129.1124745,36.0557909","127.3126705,37.3724518","128.589587,36.3065495","129.4263923,35.7816381","127.113562,37.1117994"
"127.115924,37.4090664","128.614484,36.1279752",,"127.1347145,35.959274","127.3126083,35.4065669","127.1679371,35.2537665","128.6390139,36.1133399","128.5515522,36.1739108",,,"127.753126,37.3994807","129.4272669,35.792384","129.1126908,36.0557835","129.1126908,36.0557835","127.3139485,37.3721996","128.5896614,36.3070167","129.4261482,35.781697","127.1146444,37.1094286"
"127.1166615,37.4095745","128.6138734,36.1287282",,"127.1354321,35.958774","127.3134226,35.4068765","127.166887,35.254916","128.6379583,36.1141063","128.551523,36.1742211",,,"127.7534378,37.3994755","129.4273115,35.7936318","129.1162087,36.0556604","129.1162087,36.0556604","127.3145824,37.3720889","128.5896706,36.3071131","129.4258801,35.7817752","127.1147491,37.1092"
"127.1175495,37.4102741","128.6136272,36.1289983",,"127.1355222,35.9587112","127.3138176,35.4070466","127.1662999,35.2554581","128.636914,36.1146535","128.5513996,36.1747244",,,"127.7554262,37.3994487","129.427312,35.7937895","129.1164871,36.0556494","129.1164871,36.0556494","127.3153856,37.3719928","128.5896864,36.3072914","129.4256141,35.7818904","127.1158134,37.1068372"
"127.1181742,37.4109747","128.6129258,36.1296926",,"127.1355845,35.9586708","127.3152028,35.407679","127.1654874,35.2560329","128.636373,36.1148922","128.5513923,36.1747596",,,"127.7587082,37.3993992","129.427194,35.7954113","129.1168321,36.0556357","129.1168321,36.0556357","127.315511,37.3719776","128.5897156,36.308025","129.4253686,35.78208","127.1159795,37.106469"
"127.1187489,37.411741","128.6121085,36.1303629",,"127.1356468,35.9586286","127.31638,35.4082263","127.1647283,35.2564384","128.6351737,36.1153246","128.5513369,36.1750242",,,"127.7591432,37.3993938","129.4271366,35.7960577","129.1208791,36.0554405","129.1208791,36.0554405","127.316007,37.371918","128.5896621,36.3089828","129.4252411,35.7822506","127.1160376,37.1063412"
"127.1188814,37.4119153","128.6115539,36.1307539",,"127.1361374,35.958283","127.317106,35.408589","127.1639431,35.2567735","128.6347445,36.1154575","128.5507446,36.1770497",,,"127.7619338,37.3993696","129.4268793,35.7977277","129.1213141,36.0554319","129.1213141,36.0554319","127.318813,37.371715","128.589162,36.3121075","129.425114,35.7824384","127.1166249,37.1050415"
"127.1200623,37.4134749","128.6072901,36.1334655",,"127.1365279,35.9580236","127.3180599,35.409062","127.1627941,35.2571012","128.6340039,36.1156422","128.5506744,36.1772911",,,"127.7631359,37.3993597","129.4268333,35.7979773","129.1220014,36.0554361","129.1220014,36.0554361","127.3191428,37.3716903","128.5889997,36.3129329","129.4250397,35.7826622","127.1166988,37.1048795"
"127.1202778,37.4137586","128.6056058,36.134534",,"127.1372408,35.9575569","127.3188498,35.4094536","127.1623804,35.2571857","128.6332226,36.1157875","128.5496326,36.1807152",,,"127.764582,37.3993349","129.426807,35.7981228","129.122752,36.0554413","129.122752,36.0554413","127.3193247,37.3716762","128.5888745,36.313383","129.4250101,35.7828114","127.1175955,37.1029218"
"127.1213533,37.4151628","128.6055673,36.1345587",,"127.1373754,35.9574672","127.3207839,35.4104096","127.1622396,35.257206","128.6331361,36.1157982","128.549574,36.1809077",,,"127.7669569,37.3993403","129.4265094,35.7993644","129.1234186,36.0554656","129.1234186,36.0554656","127.3202781,37.3716208","128.5885116,36.3142833","129.4249958,35.7829992","127.1180929,37.1018173"
"127.1220077,37.4160573","128.6041854,36.1353972",,"127.1381762,35.9569467","127.3232165,35.4116088","127.1618645,35.2572618","128.6325006,36.11588","128.5494372,36.1815724",,,"127.7681049,37.3993774","129.4264238,35.7997156","129.1249996,36.0555244","129.1249996,36.0555244","127.3210823,37.3715743","128.5882935,36.3146982","129.4250227,35.7831943","127.1182135,37.10155"
"127.12239,37.416666","128.6017685,36.1367736",,"127.1383864,35.9568247","127.3242012,35.4120683","127.1611101,35.257321","128.6302743,36.1160587","128.5494119,36.1825111",,,"127.768114,37.3993774","129.4261931,35.8004702","129.1250563,36.055529","129.1250563,36.055529","127.3216203,37.3714146","128.587625,36.3159664","129.4255369,35.784376","127.1184161,37.1011062"
"127.1224415,37.4167617","128.6013526,36.1369965",,"127.1386276,35.9566857","127.3249562,35.4123643","127.1601371,35.257358","128.6293667,36.1161457","128.5494073,36.1826662",,,"127.7701766,37.3995809","129.4258133,35.8015589","129.1259828,36.0556111","129.1259828,36.0556111","127.32308,37.3711897","128.5873874,36.3165076","129.4260408,35.7857283","127.1187267,37.1004294"
"127.1225501,37.4169541","128.5984943,36.1385301",,"127.1388211,35.9565781","127.3252522,35.4124909","127.1574105,35.2574233","128.628982,36.1162044","128.5494921,36.1831902",,,"127.7713479,37.3997837","129.4253175,35.8027947","129.127945,36.0558531","129.127945,36.0558531","127.3235668,37.3711832","128.587335,36.3166641","129.4260964,35.786198","127.1188621,37.1001332"
"127.1227741,37.4173523","128.5967605,36.1394881",,"127.1392313,35.9563602","127.3256242,35.4126195","127.1572071,35.257439","128.6281643,36.1163671","128.5495417,36.1834088",,,"127.7717368,37.3998468","129.4250823,35.8032762","129.129374,36.0560744","129.129374,36.0560744","127.323892,37.371236","128.5872248,36.3169914","129.4265356,35.7876657","127.1196631,37.0983726"
"127.1229115,37.4176772","128.5956045,36.1402",,"127.1397024,35.9561452","127.3262956,35.4128387","127.1568882,35.2574624","128.628007,36.1163984","128.5495913,36.1836247",,,"127.7730043,37.4001161","129.4246326,35.8042678","129.1310423,36.0564393","129.1310423,36.0564393","127.3241222,37.3713057","128.5870501,36.3177295","129.4265802,35.7878164","127.1198884,37.0978785"
"127.1230869,37.4180924","128.594616,36.1408095",,"127.14007,35.9560273","127.3263308,35.4128505","127.1563734,35.2575205","128.6267911,36.1167623","128.5496529,36.183818",,,"127.7744395,37.4005112","129.4243704,35.8047723","129.1322494,36.0567249","129.1322494,36.0567249","127.3244099,37.3714386","128.5870491,36.3177331","129.4268148,35.78878","127.1201149,37.0973798"
"127.1232004,37.4184353","128.5928977,36.1419304",,"127.1404087,35.955922","127.327,35.4130525","127.1557674,35.2576035","128.6261734,36.1169998","128.5497624,36.1841101",,,"127.7757424,37.4008778","129.4241532,35.8051283","129.1338835,36.0571984","129.1338835,36.0571984","127.3246083,37.3715759","128.5869992,36.3184746","129.4269992,35.7897731","127.1205403,37.0964662"
"127.1233204,37.4188575","128.5920156,36.14252",,"127.1406908,35.9558389","127.3279346,35.4133099","127.1549708,35.2577572","128.6254291,36.1173259","128.5498874,36.184392",,,"127.7778111,37.4014687","129.4241149,35.8051911","129.1352864,36.0576661","129.1352864,36.0576661","127.3247177,37.371659","128.5870286,36.3199483","129.4271535,35.7909389","127.1205744,37.0963915"
"127.1234125,37.4194221","128.5910404,36.143214",,"127.1420807,35.955496","127.3286183,35.4134515","127.1543183,35.2579077","128.6249999,36.1175355","128.5499238,36.1844575",,,"127.7779695,37.4015125","129.4237986,35.8057037","129.1376996,36.0586076","129.1376996,36.0586076","127.3248754,37.3718251","128.5870348,36.320234","129.4272327,35.7917896","127.1212676,37.094809"
"127.1234611,37.4198702","128.5906827,36.1434688",,"127.1427645,35.9553276","127.3289431,35.4135079","127.1536711,35.2580925","128.6243793,36.1178857","128.550171,36.1848953",,,"127.7784343,37.4016421","129.423739,35.8058011","129.139524,36.0594833","129.139524,36.0594833","127.3249903,37.3719893","128.5870366,36.3203665","129.4272669,35.792384","127.1216409,37.0939629"
"127.1234839,37.4214135","128.5898343,36.1440093",,"127.143143,35.9552386","127.3295101,35.4136079","127.1510805,35.2590012","128.6239227,36.1182028","128.550277,36.1850846",,,"127.7811262,37.402392","129.4225265,35.8076549","129.1413615,36.060447","129.1413615,36.060447","127.3256224,37.3730891","128.5869493,36.3212165","129.4273115,35.7936318","127.1217889,37.0936262"
