0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"127.1894154,36.9359296","129.1249997,35.8257626","127.1482995,37.5100916","127.3004119,36.2752242","126.9339392,35.2051723","127.5020491,34.9912995","129.2656494,36.0486949","128.8807124,35.9377081","127.2828897,36.4563252","126.7982001,37.3937994","127.2388469,37.4910959","129.4316499,35.6027992","128.5257231,35.8891863","128.5257231,35.8891863","126.7980148,37.4286774","128.5260181,35.8862032","129.4231312,35.5942019","126.9814208,37.5016639"
"127.1894729,36.9378156","129.1235652,35.8266366","127.148724,37.51053","127.299687,36.2752492","126.9348117,35.2056201","127.5011867,34.9913492","129.2655993,36.0486912","128.8807992,35.937791","127.2826971,36.4565484","126.7980983,37.3935771","127.238888,37.4910068","129.4315719,35.6035956","128.5256554,35.8901254","128.5256554,35.8901254","126.7982068,37.4286984","128.5259017,35.8868903","129.4233594,35.5943767","126.9819943,37.5015096"
"127.189495,36.9381744","129.1225735,35.8272405","127.1492458,37.5109696","127.2994154,36.2752406","126.935965,35.2061349","127.5002367,34.9913915","129.2644872,36.0486499","128.8811463,35.93818","127.2825314,36.456741","126.7979919,37.3932321","127.2391118,37.4904006","129.4314871,35.6044326","128.525749,35.8905078","128.525749,35.8905078","126.798699,37.4287581","128.5256777,35.8885042","129.4242499,35.5950576","126.9823221,37.5013947"
"127.1895348,36.9397331","129.1212003,35.8280866","127.1498911,37.5113862","127.2989366,36.2752245","126.9361402,35.2062105","127.5,34.9914159","129.2640366,36.0486493","128.8818746,35.9391327","127.2822951,36.4570219","126.7979464,37.393029","127.2392651,37.4899133","129.4311871,35.60683","128.5258994,35.8908329","128.5258994,35.8908329","126.7995996,37.4289076","128.5254346,35.8902698","129.4269355,35.5968645","126.982649,37.5012348"
"127.1895444,36.940128","129.120577,35.8284629","127.1504123,37.511723","127.2982744,36.2751413","126.9393157,35.2075814","127.4994499,34.9914664","129.2629119,36.0486415","128.8819747,35.9393452","127.2822033,36.4571326","126.797875,37.3924454","127.2397163,37.4883162","129.4310496,35.6079527","128.5261499,35.8911832","128.5261499,35.8911832","126.7998861,37.4289661","128.5252339,35.8917239","129.4282043,35.5977177","126.9830806,37.500996"
"127.1895614,36.9406428","129.1196571,35.8289558","127.1509,37.5119741","127.2978248,36.2750333","126.9394559,35.2076416","127.4987497,34.9916161","129.2619604,36.0486834","128.8820902,35.9394818","127.2820925,36.4572649","126.7977604,37.3909286","127.2401528,37.4867262","129.4310459,35.6079807","128.5265873,35.8916826","128.5265873,35.8916826","126.8005867,37.4291082","128.5251809,35.8920796","129.4283064,35.5977873","126.9841575,37.5003626"
"127.189581,36.9419012","129.1191335,35.8291738","127.1513065,37.5121538","127.2973998,36.2748991","126.9408065,35.2082313","127.4979027,34.9919353","129.2614669,36.0487042","128.882383,35.9397462","127.281816,36.4575637","126.797695,37.3903027","127.240233,37.4864326","129.4308495,35.6095912","128.5270497,35.8919662","128.5270497,35.8919662","126.8013498,37.4293245","128.5251303,35.8924478","129.4294821,35.5985771","126.9845122,37.5001027"
"127.1895989,36.942462","129.1186417,35.8293778","127.1518566,37.5123483","127.2969616,36.2747325","126.9422188,35.2089564","127.4975773,34.9920985","129.2604397,36.048786","128.883174,35.9407332","127.2814198,36.4579696","126.7976718,37.3896473","127.2402623,37.4861415","129.4308105,35.6099011","128.5273997,35.8921246","128.5273997,35.8921246","126.8017409,37.4294458","128.525024,35.8932304","129.429564,35.5986326","126.9846498,37.4999997"
"127.1896268,36.9433455","129.117392,35.8298193","127.1524747,37.5125412","127.2964745,36.2745","126.9425952,35.2091764","127.4974721,34.9921508","129.2603743,36.0487915","128.8834998,35.9410414","127.2812687,36.4581171","126.7976869,37.3893598","127.2407717,37.4843832","129.4305746,35.6120242","128.5277623,35.8922333","128.5277623,35.8922333","126.8020476,37.4295314","128.5249471,35.8937936","129.4305372,35.5995825","126.9849115,37.4997827"
"127.1896273,36.9435023","129.1159414,35.8302364","127.1534241,37.5127667","127.2959364,36.2741916","126.9432496,35.2095581","127.4972748,34.99225","129.2595869,36.0488743","128.8839745,35.9414326","127.2808412,36.4585193","126.7977279,37.3890761","127.2409491,37.4837922","129.4305315,35.6124847","128.5280996,35.8922746","128.5280996,35.8922746","126.8023416,37.4296287","128.5249319,35.8939047","129.4309541,35.6002114","126.9851324,37.4995863"
"127.1896314,36.9441505","129.1150719,35.8304347","127.1558303,37.5131387","127.2956364,36.2739666","126.943937,35.2100914","127.4967872,34.9925827","129.2586577,36.0490186","128.884187,35.9416077","127.2802682,36.4590863","126.797798,37.3887115","127.2413386,37.4826871","129.4304122,35.6138578","128.5282372,35.8922914","128.5282372,35.8922914","126.8027923,37.4297873","128.5248336,35.8946213","129.4311688,35.6006046","126.9853283,37.4993915"
"127.1895485,36.9449264","129.114221,35.8306147","127.1563018,37.5132113","127.2953364,36.2737164","126.9442865,35.2104068","127.4966732,34.9926819","129.2580617,36.0491247","128.8844202,35.9417547","127.2798474,36.4594903","126.7978239,37.3886008","127.2415869,37.4821703","129.430372,35.6143921","128.5286241,35.892308","128.5286241,35.892308","126.8033733,37.4300287","128.5248053,35.8948298","129.4311977,35.6006582","126.9856995,37.4990416"
"127.1894427,36.9455346","129.1139861,35.8306602","127.1570153,37.5133252","127.2951243,36.2734996","126.9445199,35.210646","127.4963237,34.9929903","129.2570989,36.0493083","128.8846623,35.9419079","127.2793751,36.4599645","126.7979177,37.3883499","127.2417943,37.4817462","129.4304048,35.6151578","128.5290901,35.8923545","128.5290901,35.8923545","126.8040419,37.430331","128.5246977,35.8962796","129.4314178,35.601137","126.9859851,37.4988004"
"127.1892199,36.9461939","129.1132235,35.8307795","127.1610372,37.5139993","127.2948368,36.2731665","126.9446105,35.2107402","127.4960125,34.9933248","129.2557275,36.0496349","128.8851121,35.9421416","127.2789723,36.4603361","126.798041,37.3880847","127.2420173,37.4813591","129.4305127,35.6162036","128.5296606,35.8924343","128.5296606,35.8924343","126.8043705,37.4304853","128.5246418,35.896848","129.4314561,35.6012608","126.9862578,37.498624"
"127.1889175,36.9468088","129.112513,35.8308414","127.1612373,37.5140332","127.2944242,36.2725662","126.9450992,35.2112491","127.4954864,34.9940164","129.2555618,36.0496743","128.885575,35.9423661","127.2785638,36.4607365","126.7981683,37.3878808","127.242279,37.4809099","129.4306126,35.6167312","128.5303074,35.8925838","128.5303074,35.8925838","126.8046259,37.4306048","128.5244797,35.8982856","129.4315311,35.6015318","126.98646,37.498514"
"127.188497,36.9474838","129.1121914,35.8308709","127.1634287,37.5143901","127.2941495,36.2720248","126.9454119,35.2116329","127.4953999,34.9941355","129.254762,36.0498996","128.8877118,35.9434079","127.2784841,36.460886","126.7982335,37.3878001","127.2427234,37.48027","129.4306962,35.6170823","128.5307357,35.8927163","128.5307357,35.8927163","126.8048229,37.430697","128.5244451,35.8991189","129.4316077,35.6018263","126.9866335,37.4984481"
"127.1881063,36.9480092","129.1107506,35.8309542","127.1642402,37.5143419","127.2937117,36.2708575","126.9457374,35.2120825","127.4948475,34.9948929","129.2537996,36.0501995","128.8888242,35.9439414","127.2775955,36.4617435","126.7983373,37.3876889","127.2428189,37.4801314","129.4309508,35.617941","128.5317421,35.8930007","128.5317421,35.8930007","126.8053391,37.4309714","128.5244519,35.8993957","129.4316125,35.6018424","126.9868909,37.49836"
"127.1880803,36.9480443","129.1102961,35.8309748","127.1654733,37.5144094","127.2934365,36.2701078","126.9475932,35.2148187","127.4945242,34.9953329","129.2531795,36.0504204","128.8893244,35.9442079","127.2774097,36.4619415","126.7984398,37.3875967","127.2434051,37.4793836","129.4312365,35.6187081","128.5323502,35.8931559","128.5323502,35.8931559","126.8064524,37.4315899","128.524446,35.8996211","129.4316319,35.6020044","126.987197,37.4982721"
"127.1873973,36.9488998","129.1099518,35.8309785","127.1659169,37.5144134","127.2931368,36.2693247","126.9486868,35.2165576","127.4935741,34.9966332","129.2530991,36.0504495","128.8900634,35.9446221","127.2772573,36.4621513","126.7985638,37.3875118","127.2442557,37.4783444","129.4314324,35.6191404","128.5331435,35.8934133","128.5331435,35.8934133","126.8077052,37.4322832","128.5244741,35.9003412","129.4316558,35.6024962","126.9875876,37.4982179"
"127.1865643,36.949909","129.1093409,35.8309839","127.166245,37.5144071","127.2925368,36.2680408","126.9491706,35.2173163","127.4931883,34.9971634","129.2526258,36.0506295","128.8904658,35.9448726","127.2772405,36.462172","126.7987306,37.3874281","127.2446827,37.4778432","129.4324573,35.6214975","128.5350124,35.8939011","128.5350124,35.8939011","126.8079166,37.4324007","128.5247117,35.9018349","129.4316499,35.6027992","126.9878151,37.4982107"
"127.185179,36.9516415","129.107591,35.831002","127.1670769,37.5143716","127.2920993,36.2671827","126.9495055,35.2178417","127.492797,34.9977053","129.2524617,36.0506914","128.8905992,35.9449576","127.2771094,36.4623385","126.7988542,37.387381","127.2449508,37.4775076","129.432631,35.621922","128.537513,35.8945675","128.537513,35.8945675","126.8084103,37.4326749","128.5249033,35.9029449","129.4315719,35.6035956","126.9881441,37.4982437"
"127.1841585,36.9528873","129.106067,35.8310214","127.1674288,37.5143753","127.2920794,36.2671385","126.949574,35.2179494","127.4920123,34.998791","129.2514991,36.0510832","128.8908967,35.9451651","127.2768873,36.4627555","126.7989775,37.3873583","127.2453996,37.4768992","129.4327704,35.622348","128.5388891,35.8949081","128.5388891,35.8949081","126.8087544,37.4328671","128.5249363,35.9031853","129.4314871,35.6044326","126.9887652,37.498232"
"127.1833739,36.9538633","129.1051685,35.8310434","127.1676663,37.5143967","127.2919399,36.2668335","126.9504366,35.2192499","127.4911344,34.9999993","129.251043,36.0512918","128.8914242,35.9455331","127.2765376,36.4636555","126.7991301,37.3873439","127.2459875,37.4759577","129.4329367,35.6228826","128.5406956,35.8952738","128.5406956,35.8952738","126.8091501,37.4330984","128.5249717,35.9033536","129.4311871,35.60683","126.9902429,37.4982023"
"127.1819277,36.9556163","129.1049275,35.8310601","127.1677975,37.5144169","127.2916783,36.2664102","126.9509992,35.2200577","127.4903376,35.0009379","129.2502617,36.0516494","128.8918825,35.9458713","127.2764344,36.463841","126.7992488,37.3873428","127.2462741,37.4754743","129.433262,35.6242413","128.5413095,35.8954542","128.5413095,35.8954542","126.8096235,37.433368","128.5250154,35.9035615","129.4310496,35.6079527","126.9905303,37.4981954"
"127.1810618,36.956666","129.1047363,35.8310735","127.1680462,37.5144681","127.2915176,36.2661512","126.9512838,35.2203845","127.489943,35.0012986","129.2499993,36.051783","128.8923497,35.9462165","127.2763121,36.4640409","126.7993764,37.3873463","127.2466998,37.4746829","129.4333056,35.6244922","128.5415952,35.8955184","128.5415952,35.8955184","126.8104612,37.4338479","128.5255029,35.9058789","129.4310459,35.6079807","126.9907148,37.4981899"
"127.1800491,36.9579163","129.1046855,35.8310796","127.1681773,37.5145054","127.2911992,36.2656998","126.9514997,35.2206325","127.4895397,35.0015961","129.2495247,36.0520081","128.8931315,35.9467303","127.2761732,36.4642227","126.7995151,37.3873732","127.2467716,37.4745181","129.4333804,35.6249399","128.5421496,35.8956326","128.5421496,35.8956326","126.8129321,37.4352143","128.5258978,35.9077958","129.4308495,35.6095912","126.9908754,37.4981879"
"127.1782153,36.9601965","129.1044303,35.8311082","127.1683558,37.514569","127.2907243,36.2651328","126.9520498,35.2211833","127.4890662,35.001909","129.248375,36.0525747","128.8932998,35.9468411","127.2760937,36.4643118","126.7996614,37.3874336","127.2469084,37.4742056","129.4334374,35.625241","128.5423739,35.8956749","128.5423739,35.8956749","126.8134866,37.4355159","128.5260184,35.9083772","129.4308105,35.6099011","126.9909705,37.4981883"
"127.1775366,36.9610411","129.103906,35.8311846","127.1686788,37.5147195","127.290299,36.2646993","126.9525622,35.2216247","127.4886629,35.0021389","129.2472242,36.0531937","128.8942494,35.9473827","127.2759561,36.4644414","126.7998142,37.3875201","127.2472368,37.4733996","129.4335261,35.6264052","128.5446155,35.896098","128.5446155,35.896098","126.8144615,37.436075","128.5260633,35.908595","129.4305746,35.6120242","126.9910236,37.4981886"
"127.1746739,36.9645832","129.103413,35.8312741","127.1689158,37.5148599","127.2896627,36.2641339","126.9529623,35.2219331","127.4882618,35.0023409","129.2463874,36.053708","128.8949742,35.9477412","127.2757256,36.4646384","126.7999724,37.3876346","127.2474411,37.4728565","129.4335327,35.6268603","128.545142,35.896198","128.545142,35.896198","126.8148123,37.4362744","128.5260798,35.9086742","129.4305315,35.6124847","126.9913755,37.498182"
"127.1740607,36.9653333","129.1023183,35.831561","127.1692575,37.5151222","127.2893227,36.2638655","126.9535749,35.2223416","127.4877248,35.0025581","129.2451749,36.0544495","128.8956555,35.948029","127.2756282,36.4647193","126.8000531,37.3877","127.2475565,37.4724899","129.4335543,35.6283997","128.5462994,35.8964161","128.5462994,35.8964161","126.8151374,37.4364574","128.5262276,35.9093924","129.4304122,35.6138578","126.9921177,37.4981761"
"127.1716395,36.968296","129.1014535,35.831879","127.1694882,37.5154194","127.2885249,36.2633078","126.9543828,35.2227862","127.4871614,35.0027583","129.2446345,36.0548135","128.8972115,35.9486825","127.2754247,36.4648569","126.8001372,37.3877744","127.2477877,37.4716665","129.4335629,35.6305442","128.5469704,35.8965445","128.5469704,35.8965445","126.8162497,37.4370741","128.5263618,35.9099998","129.430372,35.6143921","126.9921539,37.4981763"
"127.1708115,36.9693412","129.1009223,35.8321115","127.169587,37.5155847","127.2883115,36.2631704","126.9545679,35.2228745","127.4866869,35.0028826","129.244174,36.0551249","128.8997678,35.9497309","127.2750536,36.4650626","126.8002995,37.3879331","127.2478621,37.4713999","129.4335762,35.6326553","128.5480368,35.8967498","128.5480368,35.8967498","126.8163374,37.4371242","128.5265317,35.9107124","129.4304048,35.6151578","126.9924187,37.4981711"
"127.1682375,36.9724999","129.0985345,35.8333333","127.1696981,37.5157941","127.2872247,36.2624662","126.9548824,35.2230057","127.4860874,35.003016","129.2435262,36.055604","128.9001989,35.949908","127.2747865,36.4651775","126.800462,37.3880747","127.2479571,37.4710711","129.4335824,35.63337","128.5485757,35.8968641","128.5485757,35.8968641","126.8168874,37.4374248","128.5268115,35.9117828","129.4305127,35.6162036","126.9924628,37.4981713"
"127.1671282,36.9738679","129.0947368,35.8353553","127.169785,37.5161044","127.2854063,36.2614126","126.9554336,35.2232346","127.4860491,35.0030214","129.2432783,36.055787","128.9006621,35.9501415","127.2744714,36.4653059","126.800637,37.3881992","127.2482855,37.4699297","129.4335875,35.6338586","128.5501535,35.8971983","128.5501535,35.8971983","126.8174757,37.4377401","128.5269457,35.9123073","129.4306126,35.6167312","126.9928599,37.498173"
"127.1663929,36.9747736","129.0935199,35.8361224","127.1698007,37.5163965","127.2844993,36.2609133","126.9555695,35.2232911","127.4856249,35.0030827","129.242284,36.0565127","128.9011115,35.9504166","127.2742211,36.4653847","126.8008248,37.3882914","127.2486219,37.4687623","129.4336,35.6351556","128.5502746,35.8972243","128.5502746,35.8972243","126.8182375,37.438123","128.5270497,35.9127166","129.4306962,35.6170823","126.9930248,37.4981999"
"127.1659117,36.9753663","129.0923684,35.8368941","127.1697676,37.5167119","127.2837969,36.2605019","126.9557924,35.2233227","127.4852797,35.0031223","129.2418746,36.0568242","128.9014867,35.9506908","127.274153,36.4653999","126.8010117,37.3883583","127.2487431,37.4683668","129.4336112,35.6371765","128.5510068,35.8974595","128.5510068,35.8974595","126.81885,37.4383997","128.527249,35.9138166","129.4309508,35.617941","126.9931831,37.4982258"
"127.1636998,36.9780914","129.0910307,35.8378737","127.1697297,37.5168389","127.2834002,36.2602523","126.955946,35.2233487","127.4849191,35.0031512","129.2413187,36.0572415","128.9018248,35.9509997","127.273914,36.46545","126.8012249,37.3883965","127.2488095,37.4681317","129.4337576,35.6384894","128.5515748,35.8976745","128.5515748,35.8976745","126.8192745,37.4385833","128.5273493,35.9145496","129.4312365,35.6187081","126.9932249,37.4982332"
"127.1621497,36.9800341","129.089571,35.8390713","127.1696895,37.5169739","127.2829135,36.2599034","126.9562398,35.2234555","127.4845553,35.0031728","129.2400686,36.0582008","128.9021748,35.951358","127.2736571,36.4655027","126.801525,37.3884379","127.2488837,37.4679065","129.4339061,35.6390595","128.5522248,35.8979745","128.5522248,35.8979745","126.8196992,37.4387408","128.5273989,35.9152993","129.4314324,35.6191404","126.9936869,37.4983325"
"127.1619124,36.9803327","129.0889616,35.8396031","127.1694773,37.5173682","127.2823216,36.2594074","126.9566028,35.2235689","127.4844775,35.0031773","129.2399245,36.0583075","128.9024661,35.951781","127.2713858,36.4658896","126.8018998,37.3884636","127.2493371,37.466258","129.4341834,35.6398889","128.5526615,35.8982411","128.5526615,35.8982411","126.820275,37.4389496","128.5274886,35.9166662","129.4324573,35.6214975","126.9942493,37.4984746"
"127.1614515,36.9808957","129.0878237,35.8407261","127.1691373,37.5177386","127.2819241,36.2590244","126.9569428,35.2236561","127.482598,35.0032122","129.2391992,36.0588499","128.9026849,35.952176","127.2705728,36.4660314","126.8022872,37.3884659","127.2495772,37.4654527","129.4345867,35.6407668","128.5530489,35.8985415","128.5530489,35.8985415","126.8206548,37.4390699","128.5275637,35.9175022","129.432631,35.621922","126.9942956,37.498491"
"127.161021,36.9814209","129.0871795,35.8414586","127.1684921,37.5183028","127.2814981,36.2584908","126.957258,35.22369","127.4814495,35.0032499","129.2367119,36.0606997","128.9027495,35.9523159","127.269274,36.466266","126.8037727,37.3884683","127.2497956,37.4647221","129.4350502,35.641531","128.5539618,35.8994495","128.5539618,35.8994495","126.8211993,37.4392416","128.5276468,35.917927","129.4327704,35.622348","126.9946782,37.4986288"
"127.1601014,36.982546","129.0868143,35.8418537","127.1679669,37.5188412","127.2812698,36.2581586","126.9575294,35.2236876","127.4811043,35.0032606","129.2360968,36.061153","128.9028569,35.9525608","127.2672571,36.4666533","126.8043307,37.3884698","127.2499994,37.4639663","129.4354104,35.6420418","128.5566472,35.9023226","128.5566472,35.9023226","126.8218206,37.4394101","128.5276492,35.9179414","129.4329367,35.6228826","126.9950032,37.4987464"
"127.1591239,36.9837845","129.0866268,35.8420573","127.1676263,37.5193315","127.2809805,36.2577127","126.9578538,35.2236575","127.4798505,35.0032893","129.2359407,36.0612716","128.9030236,35.9530835","127.2670427,36.4666962","126.8051258,37.3884925","127.2502248,37.4631997","129.4357778,35.6424857","128.5573234,35.9028396","128.5573234,35.9028396","126.8228832,37.4396568","128.5278368,35.9187332","129.433262,35.6242413","126.9951477,37.4987984"
"127.1591115,36.9837998","129.0858615,35.8429914","127.1674278,37.5196969","127.2807126,36.2571713","126.9581786,35.223558","127.4792817,35.0033072","129.2328742,36.0635993","128.9030776,35.9533786","127.2664374,36.4668158","126.8055738,37.3885375","127.2505702,37.4620188","129.4361913,35.642919","128.5577302,35.9031011","128.5577302,35.9031011","126.8235108,37.4397641","128.5281495,35.9195996","129.4333056,35.6244922","126.9955246,37.4989326"
"127.1585497,36.9845409","129.0857528,35.8431497","127.1673856,37.519777","127.2805788,36.256842","126.9585047,35.2234314","127.4790198,35.0033108","129.2316489,36.0645329","128.9030886,35.9534361","127.2651249,36.4671666","126.8107777,37.3885905","127.2508745,37.4609414","129.4365973,35.6433136","128.5581911,35.9033449","128.5581911,35.9033449","126.8244884,37.4399058","128.5285082,35.9204287","129.4333804,35.6249399","126.9967262,37.4994208"
"127.1582205,36.9850466","129.0853965,35.8436647","127.1666222,37.5211891","127.2804286,36.2564342","126.9587769,35.22331","127.478793,35.0033225","129.2309489,36.0650659","128.9031739,35.9539328","127.2649684,36.4672222","126.8134175,37.3886022","127.2513366,37.4593496","129.4371532,35.643787","128.5586247,35.903534","128.5586247,35.903534","126.8255425,37.4399776","128.5291365,35.9217829","129.4334374,35.625241","126.9969338,37.4995055"
"127.1577091,36.985833","129.0851973,35.8439477","127.1657161,37.5228838","127.2803767,36.2562583","126.9590656,35.2231877","127.4782844,35.0033837","129.2296624,36.0659913","128.9032192,35.954301","127.2645304,36.4673791","126.8152843,37.3886626","127.2515366,37.4587326","129.4375952,35.6441188","128.5592672,35.9037709","128.5592672,35.9037709","126.8260057,37.4400091","128.5294898,35.9225326","129.4335261,35.6264052","126.9970929,37.4995666"
"127.157427,36.9863415","129.0842152,35.845504","127.1656146,37.5230755","127.2802525,36.255719","126.9592352,35.2231299","127.4777748,35.0034494","129.2281874,36.066933","128.9032867,35.9548582","127.2639036,36.4676023","126.8161389,37.3887207","127.2517077,37.4582696","129.4379623,35.6443644","128.5613632,35.9043898","128.5613632,35.9043898","126.8261797,37.4400146","128.5305247,35.9247245","129.4335327,35.6268603","126.9973942,37.4996832"
"127.1569675,36.9873335","129.084112,35.8456622","127.165099,37.5239691","127.2802426,36.2556513","126.959452,35.2230876","127.4773288,35.0035287","129.2269121,36.0676166","128.903521,35.956507","127.2627493,36.4680238","126.8173038,37.3888203","127.2518115,37.4579913","129.438219,35.6445207","128.5678527,35.906304","128.5678527,35.906304","126.8270622,37.4400494","128.5312367,35.9262916","129.4335543,35.6283997","126.9976323,37.4997798"
"127.1564765,36.9885563","129.0835229,35.8466625","127.1647352,37.5245999","127.2800751,36.253866","126.9596859,35.2231039","127.4768443,35.0036431","129.2260367,36.0680493","128.9035246,35.9565827","127.2586014,36.4695372","126.8183397,37.3889453","127.2520131,37.4575564","129.438571,35.6447368","128.5685823,35.9064976","128.5685823,35.9064976","126.8309604,37.440131","128.5316268,35.9271447","129.4335629,35.6305442","126.997656,37.4997889"
"127.1555341,36.990964","129.0829858,35.8477136","127.1644824,37.5249444","127.2800449,36.2535278","126.9598858,35.2231238","127.4762086,35.0038333","129.2236866,36.0691415","128.9038372,35.9588996","127.256277,36.4703925","126.8202247,37.3892455","127.2525796,37.4565237","129.4389325,35.6449348","128.5688937,35.9065805","128.5688937,35.9065805","126.8333542,37.4401787","128.5318744,35.9276862","129.4335762,35.6326553","126.9977214,37.499818"
"127.155475,36.9911144","129.0825039,35.8487071","127.163929,37.5256973","127.2799742,36.2529408","126.9600492,35.223166","127.4758382,35.0039631","129.2209221,36.0703765","128.903924,35.959416","127.2560994,36.470458","126.8210872,37.3894271","127.2532195,37.4555173","129.4389862,35.6449636","128.5712239,35.9070574","128.5712239,35.9070574","126.833925,37.4401829","128.53226,35.9285268","129.4335824,35.63337","126.9977507,37.499829"
"127.1545855,36.9934817","129.0822335,35.8493056","127.1637692,37.5260042","127.2799494,36.2526396","126.9601992,35.2232496","127.4740176,35.0046615","129.2197388,36.0709056","128.9040749,35.9601075","127.2555887,36.4706499","126.822111,37.3896412","127.2536996,37.4549496","129.4392825,35.6451139","128.572886,35.907368","128.572886,35.907368","126.8346993,37.4401899","128.5327951,35.9296978","129.4335875,35.6338586","126.9979504,37.4999118"
"127.1530771,36.9974959","129.0818494,35.8501527","127.1631677,37.52714","127.2799365,36.2524746","126.9603371,35.2233332","127.4735178,35.004803","129.2189933,36.0712435","128.9043118,35.9608999","127.2523189,36.4718412","126.8231946,37.3898682","127.2542611,37.4543901","129.439754,35.6453371","128.576933,35.9081802","128.576933,35.9081802","126.8374923,37.4402155","128.5335114,35.9312486","129.4336,35.6351556","126.9979967,37.499931"
"127.1526745,36.9985332","129.0812303,35.8518737","127.1626643,37.528094","127.2799248,36.2522916","126.9604189,35.2234354","127.4725172,35.0050454","129.2182248,36.0715917","128.9044998,35.9614332","127.2513174,36.472262","126.8251326,37.3903074","127.2547523,37.4539017","129.4416986,35.6460558","128.5790274,35.9085851","128.5790274,35.9085851","126.8381412,37.4402174","128.5336922,35.9316771","129.4336112,35.6371765","126.9981061,37.4999765"
"127.1523922,36.9993202","129.0810529,35.8524755","127.1625981,37.5282155","127.2798242,36.251233","126.9605114,35.2235657","127.4719922,35.0051516","129.2166865,36.0722916","128.9069367,35.9672248","127.2508601,36.4724918","126.8265395,37.3906264","127.2551979,37.4535213","129.4441366,35.6468999","128.5809119,35.9089495","128.5809119,35.9089495","126.8398739,37.4402415","128.5340315,35.9323711","129.4337576,35.6384894","126.9981614,37.4999993"
"127.152316,36.9995327","129.0809585,35.8527941","127.1622522,37.5288608","127.2797342,36.2499995","126.9605881,35.2237599","127.4718738,35.0051651","129.2149941,36.0730514","128.9073615,35.9683494","127.2508187,36.4725116","126.8289116,37.3911645","127.2556172,37.453213","129.4446483,35.6471413","128.5813874,35.9090408","128.5813874,35.9090408","126.8427606,37.4402954","128.5352081,35.9349556","129.4339061,35.6390595","126.9986963,37.5002025"
"127.1521486,36.9999992","129.0809283,35.8528946","127.1621427,37.5290642","127.2795786,36.2483331","126.9606092,35.2238952","127.4713214,35.0052272","129.2135337,36.0737069","128.9076874,35.9694076","127.2504822,36.4726912","126.8289905,37.3911812","127.2557646,37.4531042","129.4453481,35.6475339","128.5816675,35.9090978","128.5816675,35.9090978","126.8435112,37.4402942","128.5352583,35.9350652","129.4341834,35.6398889","126.9990743,37.5003511"
"127.1521361,37.0000307","129.0805547,35.8541544","127.1618126,37.5297212","127.2794999,36.2478416","126.9606087,35.223971","127.4706902,35.0052568","129.2117347,36.0745178","128.9078043,35.9699913","127.2499991,36.4729606","126.8290367,37.3911932","127.2558495,37.4530458","129.4456551,35.6477615","128.5849002,35.9097565","128.5849002,35.9097565","126.8454121,37.4402245","128.535312,35.9351828","129.4345867,35.6407668","126.9992876,37.5004349"
"127.1521166,37.0001154","129.0803098,35.8549816","127.1617498,37.5298463","127.2794614,36.2476495","126.9606093,35.2240404","127.4695504,35.0052737","129.2104997,36.0750745","128.9079746,35.9708412","127.249923,36.4730118","126.8310358,37.3916335","127.2561181,37.4528607","129.4457664,35.6478409","128.5858872,35.9099666","128.5858872,35.9099666","126.8459053,37.440184","128.5354694,35.9355223","129.4350502,35.641531","126.9997614,37.5006325"
"127.152055,37.0003297","129.0798401,35.8563716","127.1613969,37.5305484","127.2793124,36.2472075","126.9605677,35.2241917","127.4681804,35.0052986","129.2093614,36.075583","128.9079785,35.9708745","127.2485767,36.4740782","126.8315871,37.3917556","127.256279,37.4527493","129.4461719,35.648167","128.5861994,35.9100242","128.5861994,35.9100242","126.8464652,37.4401429","128.5375602,35.940021","129.4354104,35.6420418","126.9999995,37.5007327"
"127.1515772,37.0015786","129.0796143,35.8568226","127.1610837,37.5312289","127.2791589,36.2467808","126.9604951,35.2243672","127.4674801,35.0053119","129.2083992,36.0760159","128.9079887,35.9709475","127.2480144,36.4746874","126.8362656,37.3928618","127.256833,37.4524106","129.4464016,35.6483949","128.5865239,35.9100916","128.5865239,35.9100916","126.8468793,37.4401055","128.5376991,35.9402993","129.4357778,35.6424857","127.0000469,37.50075"
"127.1510176,37.0030436","129.0794652,35.8571221","127.1610632,37.5312703","127.279139,36.2467239","126.9604839,35.2243942","127.4657135,35.005325","129.2068746,36.0767416","128.9080373,35.9713075","127.2477534,36.4749762","126.8371867,37.3930806","127.257166,37.4522229","129.4468758,35.6488668","128.589587,35.9107328","128.589587,35.9107328","126.8484091,37.439931","128.5377424,35.9403846","129.4361913,35.642919","127.0025326,37.5017457"
"127.1507867,37.003646","129.0790542,35.857782","127.1603737,37.532806","127.278949,36.2462448","126.9602234,35.2249088","127.4642515,35.0053417","129.2063122,36.0770246","128.9081656,35.9727899","127.2474239,36.4753667","126.8377999,37.3932265","127.2588305,37.4514376","129.447228,35.6493173","128.5937493,35.9116082","128.5937493,35.9116082","126.8495591,37.4397544","128.5381622,35.9412077","129.4365973,35.6433136","127.0040311,37.502346"
"127.149827,37.006297","129.0786154,35.8582727","127.1602138,37.5331364","127.2783288,36.2447489","126.9600671,35.225285","127.4629506,35.0053512","129.2054741,36.0774494","128.908655,35.9783627","127.2471512,36.4758377","126.8385147,37.393399","127.258937,37.4513909","129.4473693,35.6495395","128.5950476,35.9118885","128.5950476,35.9118885","126.8498614,37.4396992","128.5386618,35.9419408","129.4371532,35.643787","127.0051743,37.5027825"
