0,1,2,3,4,5,6,7,8,9
"129.2659284,35.5716177",,"127.9603865,36.2107408","127.5225077,37.4983427","128.5728896,36.2617849","128.5662843,36.2523853","127.6036553,36.8260995","128.5315757,36.0549345","127.2728514,36.5453529","129.2659284,35.5716177"
"129.2665782,35.5721122",,"127.9614125,36.2109748","127.5228368,37.4981741","128.5735564,36.2624397","128.5670291,36.2536237","127.603562,36.8259707","128.5323253,36.0552832","127.2733819,36.5461887","129.2665782,35.5721122"
"129.2671442,35.5725104",,"127.9629077,36.2113549","127.5232497,37.4979577","128.5741862,36.2630696","128.5671065,36.2537519","127.6034519,36.8258049","128.5330706,36.0557348","127.2737602,36.5467402","129.2671442,35.5725104"
"129.2678979,35.5730151",,"127.9636742,36.2115386","127.5234194,37.4978648","128.5742686,36.2631536","128.5683693,36.255842","127.6034395,36.8257833","128.5334673,36.056019","127.2739282,36.5469858","129.2678979,35.5730151"
"129.2686688,35.5734987",,"127.9661775,36.2121266","127.5236739,37.4976908","128.5746747,36.2636242","128.5684149,36.2559183","127.6031203,36.8252346","128.5339254,36.0564072","127.2742263,36.5474164","129.2686688,35.5734987"
"129.2692627,35.5738632",,"127.9668448,36.2122773","127.5241218,37.4973572","128.575127,36.264216","128.5684741,36.256016","127.6029573,36.8249336","128.53446,36.0569543","127.2752535,36.5488454","129.2692627,35.5738632"
"129.2696853,35.574113",,"127.9677884,36.2124936","127.5242892,37.4972166","128.5752773,36.2644616","128.5692844,36.2574061","127.6029214,36.8248597","128.5348089,36.0574039","127.2753559,36.548988","129.2696853,35.574113"
"129.2701558,35.5743811",,"127.9685715,36.2126726","127.5244079,37.4970958","128.5754499,36.2647873","128.5695865,36.2579245","127.6023704,36.8237478","128.5348452,36.0574604","127.2769062,36.551105","129.2701558,35.5743811"
"129.2704596,35.574547",,"127.9691394,36.2127614","127.5245493,37.4969687","128.5756809,36.2653217","128.5703124,36.2589998","127.6022288,36.8234631","128.5351002,36.0578548","127.2776284,36.5521602","129.2704596,35.574547"
"129.2709712,35.5748271",,"127.9699622,36.2128592","127.5259992,37.4956749","128.5756867,36.2653333","128.5705745,36.259358","127.601941,36.8228954","128.5353437,36.0583062","127.2778118,36.5524815","129.2709712,35.5748271"
"129.2723318,35.575531",,"127.9706588,36.2128808","127.5263,37.4953909","128.5765873,36.2676078","128.570974,36.2598413","127.601661,36.8223151","128.5353874,36.0584212","127.2778385,36.5525284","129.2723318,35.575531"
"129.2737068,35.5762833",,"127.9708924,36.212888","127.5267297,37.4949969","128.5766623,36.2678019","128.5716866,36.2605913","127.6015868,36.8221736","128.5355885,36.0589433","127.2777292,36.55285","129.2737068,35.5762833"
"129.2748667,35.5769424",,"127.9719679,36.2128324","127.5268372,37.4949076","128.578037,36.2713495","128.5723716,36.261273","127.601407,36.8218997","128.5356281,36.0590863","127.2775179,36.5532896","129.2748667,35.5769424"
"129.2752921,35.5772147",,"127.9727893,36.212711","127.5271832,37.4945993","128.5782994,36.2719746","128.5726583,36.2615571","127.601316,36.8217754","128.5356911,36.0593147","127.277343,36.5538788","129.2752921,35.5772147"
"129.2753559,35.5772561",,"127.9739831,36.2125314","127.5275745,37.4942747","128.5784508,36.2723771","128.5728896,36.2617849","127.6012049,36.8216637","128.5357609,36.0596423","127.2773316,36.5539473","129.2753559,35.5772561"
"129.275804,35.5775588",,"127.9830336,36.2111077","127.5282248,37.4937995","128.5787281,36.273113","128.5735564,36.2624397","127.6010859,36.8215583","128.5358282,36.060115","127.2773179,36.5540393","129.275804,35.5775588"
"129.2759541,35.5776602",,"127.9843565,36.2109554","127.528537,37.4936075","128.5789869,36.2737994","128.5741862,36.2630696","127.6010174,36.8214971","128.5358448,36.0604557","127.2773122,36.5540744","129.2759541,35.5776602"
"129.2759832,35.5776796",,"127.9852628,36.210885","127.5289622,37.4933748","128.5801703,36.2769404","128.5742686,36.2631536","127.6008827,36.8213971","128.5358558,36.0607846","127.2773116,36.5543079","129.2759832,35.5776796"
"129.2764587,35.5780251",,"127.9852872,36.2108831","127.529487,37.4931241","128.580257,36.2771722","128.5746747,36.2636242","127.6007514,36.8213323","128.5358327,36.062074","127.2773179,36.5548416","129.2764587,35.5780251"
"129.2769559,35.5783991",,"127.9857231,36.2108516","127.5299994,37.4929076","128.5810498,36.2792745","128.575127,36.264216","127.6004025,36.8211632","128.5357875,36.0635331","127.2773208,36.5549885","129.2769559,35.5783991"
"129.2776346,35.5789544",,"127.9858644,36.210842","127.5311904,37.4924945","128.581224,36.2798833","128.5752773,36.2644616","127.5997664,36.8208743","128.5357373,36.0659749","127.2773217,36.5550616","129.2776346,35.5789544"
"129.2783328,35.5796346",,"127.9864871,36.2107971","127.5313397,37.4924575","128.5813739,36.2806581","128.5754499,36.2647873","127.5989799,36.8205324","128.5357496,36.066916","127.277318,36.5551734","129.2783328,35.5796346"
"129.2791831,35.5805605",,"127.9872867,36.2107497","127.5330409,37.4920082","128.5815118,36.2816161","128.5756809,36.2653217","127.5984997,36.8203165","128.5358098,36.067863","127.2773154,36.5552932","129.2791831,35.5805605"
"129.2799489,35.5814562",,"127.9881598,36.2107272","127.5335239,37.4918854","128.5815138,36.2816746","128.5756867,36.2653333","127.5977761,36.819988","128.5358364,36.0682829","127.2773101,36.5555961","129.2799489,35.5814562"
"129.2805431,35.5822236",,"127.9903756,36.2106685","127.5337037,37.4918394","128.5815498,36.2825911","128.5765873,36.2676078","127.5976718,36.8199358","128.5358893,36.0686782","127.2773109,36.5557007","129.2805431,35.5822236"
"129.2810026,35.5828415",,"127.9908305,36.2106568","127.5341709,37.4917194","128.5814872,36.2837826","128.5766623,36.2678019","127.5973531,36.8197901","128.5359239,36.0689412","127.2773645,36.555708","129.2810026,35.5828415"
"129.2813181,35.5833327",,"127.9916069,36.2106391","127.5345407,37.4916247","128.5813617,36.2850161","128.578037,36.2713495","127.5964557,36.8194365","128.536012,36.0696499","127.2774125,36.5557334","129.2813181,35.5833327"
"129.2813751,35.583413",,"127.9933898,36.2105687","127.5347183,37.4915777","128.5810864,36.2876618","128.5782994,36.2719746","127.5961999,36.8193358","128.536274,36.071","127.2774392,36.5557686","129.2813751,35.583413"
"129.281658,35.5839308",,"127.9939992,36.2105283","127.5348789,37.4915362","128.5809907,36.2884776","128.5784508,36.2723771","127.5955257,36.819074","128.5364746,36.0719854","127.2774459,36.5557884","129.281658,35.5839308"
"129.2821254,35.5848029",,"127.9940736,36.2105172","127.5354614,37.4913828","128.5809073,36.2893726","128.5787281,36.273113","127.5954248,36.8190344","128.5365364,36.0722914","127.2774458,36.5558128","129.2821254,35.5848029"
"129.2824446,35.5855599",,"127.9947205,36.210419","127.5359625,37.4912249","128.5808782,36.289683","128.5789869,36.2737994","127.5952834,36.8189804","128.5366867,36.0730825","127.2774368,36.5558452","129.2824446,35.5855599"
"129.2824737,35.5856289",,"127.9955904,36.2102278","127.5363527,37.4910743","128.5808501,36.2899853","128.5801703,36.2769404","127.5949188,36.8188419","128.5368617,36.0739745","127.2774222,36.5558749","129.2824737,35.5856289"
"129.2825564,35.5858242",,"127.9963243,36.2100066","127.5363742,37.4910662","128.5808366,36.2901387","128.580257,36.2771722","127.593198,36.8181752","128.5369775,36.0749282","127.277383,36.5559055","129.2825564,35.5858242"
"129.2829992,35.5869833",,"127.9969702,36.209756","127.5366943,37.4909327","128.580825,36.2902659","128.5810498,36.2792745","127.593069,36.8181204","128.5369937,36.0757448","127.2773427,36.5559108","129.2829992,35.5869833"
"129.2830016,35.5869905",,"127.9977275,36.2093634","127.536865,37.4908443","128.5807969,36.2908954","128.581224,36.2798833","127.5929299,36.8180529","128.5369248,36.0766659","127.277298,36.5559089","129.2830016,35.5869905"
"129.2832246,35.5877877",,"127.9977475,36.2093534","127.5370098,37.4907568","128.5807749,36.2913995","128.5813739,36.2806581","127.5918731,36.81752","128.5368168,36.0772411","127.2772489,36.5558917","129.2832246,35.5877877"
"129.2832761,35.58797",,"127.998483,36.2088473","127.5372167,37.4906143","128.5807898,36.2918348","128.5815118,36.2816161","127.5906783,36.8169377","128.5361875,36.0803163","127.2772222,36.5558736","129.2832761,35.58797"
"129.2835662,35.5891061",,"127.9991602,36.2082828","127.537945,37.4900985","128.5807991,36.2920998","128.5815138,36.2816746","127.5901667,36.8166622","128.5357915,36.082304","127.2772044,36.5558466","129.2835662,35.5891061"
"129.2838598,35.5912997",,"127.9996319,36.2077606","127.5388823,37.4893573","128.5808273,36.292287","128.5815498,36.2825911","127.5899939,36.8165704","128.5355873,36.0833326","127.2771966,36.5558105","129.2838598,35.5912997"
"129.2839175,35.5918586",,"127.9999993,36.2072795","127.5411585,37.4876232","128.5808874,36.2926913","128.5814872,36.2837826","127.5898795,36.8164993","128.5352839,36.0848363","127.2771945,36.555778","129.2839175,35.5918586"
"129.2839302,35.5934758",,"128.0000677,36.2071863","127.5414683,37.4873905","128.5810497,36.293475","128.5813617,36.2850161","127.5896113,36.8163327","128.5347875,36.0873018","127.276806,36.5556592","129.2839302,35.5934758"
"129.2838065,35.5948623",,"128.0003965,36.206589","127.5415644,37.4873175","128.5812246,36.2940495","128.5810864,36.2876618","127.5893914,36.8161985","128.534515,36.0886312","127.2767457,36.5556402","129.2838065,35.5948623"
"129.2837363,35.5954304",,"128.0006763,36.2059784","127.5419477,37.487037","128.5814303,36.2945903","128.5809907,36.2884776","127.5892231,36.8161076","128.5342409,36.0900066","127.2765436,36.5555785","129.2837363,35.5954304"
"129.2834706,35.5975836",,"128.0008234,36.2055027","127.5421874,37.4868377","128.5816624,36.2951075","128.5809073,36.2893726","127.5887205,36.8158132","128.5340754,36.0908555","127.2763303,36.5555393","129.2834706,35.5975836"
"129.2830779,35.6006275",,"128.0009577,36.2049287","127.5423208,37.4867115","128.581888,36.2955598","128.5808782,36.289683","127.588652,36.8157673","128.5338308,36.0921044","127.2760097,36.5555153","129.2830779,35.6006275"
"129.2827411,35.6031125",,"128.0009716,36.2048367","127.5425096,37.4865474","128.5818995,36.2955831","128.5808501,36.2899853","127.588109,36.8154017","128.5336867,36.092725","127.2757605,36.5555193","129.2827411,35.6031125"
"129.2827125,35.6033627",,"128.0010472,36.2043162","127.54273,37.4862913","128.5823117,36.2962411","128.5808366,36.2901387","127.5872439,36.8148182","128.5336244,36.0931411","127.2746004,36.5555847","129.2827125,35.6033627"
"129.2823843,35.6057872",,"128.0011825,36.2035475","127.5429312,37.4860091","128.5828747,36.2970077","128.580825,36.2902659","127.5870722,36.8147056","128.5335244,36.0939912","127.2741108,36.5556217","129.2823843,35.6057872"
"129.2821972,35.6068077",,"128.0012603,36.2030198","127.5430555,37.4858243","128.5848993,36.2994162","128.5807969,36.2908954","127.5855137,36.8137016","128.5335283,36.0943681","127.2738493,36.55565","129.2821972,35.6068077"
"129.282023,35.6077623",,"128.0013499,36.2024162","127.5431549,37.4856088","128.5852934,36.2998859","128.5807749,36.2913995","127.5854868,36.8136836","128.5335375,36.0953245","127.273685,36.555675","129.282023,35.6077623"
"129.2818619,35.6089096",,"128.0015495,36.2010991","127.5432159,37.4854492","128.585735,36.300412","128.5807898,36.2918348","127.5852983,36.813507","128.5335466,36.0954272","127.2735429,36.555709","129.2818619,35.6089096"
"129.2818266,35.6091608",,"128.0015549,36.2010594","127.5432419,37.4853807","128.5859446,36.300667","128.5807991,36.2920998","127.5852859,36.8134953","128.5336009,36.09601","127.2733763,36.5557492","129.2818266,35.6091608"
"129.2817698,35.6098846",,"128.0015644,36.2009873","127.54326,37.4853338","128.5862911,36.3010785","128.5808273,36.292287","127.5852444,36.8134413","128.5336009,36.0960136","127.2731246,36.5558371","129.2817698,35.6098846"
"129.2817586,35.6102778",,"128.0016313,36.2004902","127.5436122,37.4840745","128.5878369,36.3029161","128.5808874,36.2926913","127.5851209,36.8132818","128.5337438,36.0969139","127.2727935,36.5559789","129.2817586,35.6102778"
"129.2817985,35.6116782",,"128.0019107,36.1984308","127.5437025,37.4838266","128.5881693,36.3033531","128.5810497,36.293475","127.5850961,36.8132277","128.5337741,36.0971075","127.2726021,36.5560678","129.2817985,35.6116782"
"129.2819777,35.6130864",,"128.0019818,36.1978914","127.5437522,37.4837265","128.5883497,36.3035912","128.5812246,36.2940495","127.5850523,36.8131457","128.5339392,36.0980094","127.2725551,36.5560902","129.2819777,35.6130864"
"129.2819975,35.6132322",,"128.0021961,36.1962722","127.5438652,37.4834975","128.5885558,36.3039211","128.5814303,36.2945903","127.5849591,36.8129475","128.5342241,36.0995747","127.2723838,36.5562161","129.2819975,35.6132322"
"129.282244,35.6143915",,"128.0022745,36.1956579","127.5439025,37.4834335","128.5886299,36.3040394","128.5816624,36.2951075","127.5849422,36.8129024","128.5342499,36.0996746","127.2723558,36.5562413","129.282244,35.6143915"
"129.2822674,35.6144993",,"128.0024492,36.1942742","127.5440189,37.4832514","128.5886367,36.3040493","128.581888,36.2955598","127.5849129,36.8128222","128.5346264,36.1015375","127.2722192,36.5563465","129.2822674,35.6144993"
"129.2823254,35.6146733",,"128.0026162,36.1932502","127.5441195,37.4831234","128.5888522,36.304489","128.5818995,36.2955831","127.5847634,36.8124112","128.5348368,36.1026698","127.2720075,36.5565093","129.2823254,35.6146733"
"129.2825423,35.6153949",,"128.0027168,36.1926313","127.5442619,37.4829557","128.5890273,36.30483","128.5823117,36.2962411","127.5846766,36.8119669","128.5348846,36.1029263","127.2719458,36.5565696","129.2825423,35.6153949"
"129.2829395,35.6164276",,"128.0029549,36.1917784","127.544324,37.4828826","128.5893495,36.3056492","128.5828747,36.2970077","127.5845928,36.8112079","128.5350495,36.1038075","127.27179,36.5567387","129.2829395,35.6164276"
"129.2831842,35.6170046",,"128.0032502,36.1909919","127.5443749,37.4828321","128.589587,36.3065495","128.5848993,36.2994162","127.5846179,36.8106598","128.5354105,36.1055867","127.2713693,36.5573185","129.2831842,35.6170046"
"129.2834011,35.6174278",,"128.0035781,36.1902711","127.5446496,37.482558","128.5896614,36.3070167","128.5852934,36.2998859","127.5846268,36.8105588","128.5354545,36.1058018","127.2705782,36.5584249","129.2834011,35.6174278"
"129.2838084,35.6181691",,"128.0040291,36.1894857","127.544887,37.4823722","128.5896706,36.3071131","128.585735,36.300412","127.584668,36.8102992","128.5355602,36.1063256","127.2704918,36.5585474","129.2838084,35.6181691"
"129.2844092,35.6191717",,"128.004559,36.1887018","127.5449696,37.4823163","128.5896864,36.3072914","128.5859446,36.300667","127.5848009,36.8098366","128.5362792,36.110058","127.2704166,36.5586518","129.2844092,35.6191717"
"129.2849655,35.6199586",,"128.0048931,36.1882533","127.5451889,37.4821648","128.5897156,36.308025","128.5862911,36.3010785","127.5848065,36.8098222","128.5368837,36.1131937","127.2703123,36.5587976","129.2849655,35.6199586"
"129.285784,35.620966",,"128.0055777,36.1874867","127.5455292,37.4819835","128.5896621,36.3089828","128.5878369,36.3029161","127.5850457,36.8092144","128.5370703,36.1139521","127.2701529,36.559011","129.285784,35.620966"
"129.2859753,35.6211778",,"128.0063759,36.1867414","127.5462428,37.4816686","128.589162,36.3121075","128.5881693,36.3033531","127.5851956,36.8088429","128.5371772,36.1143884","127.2701931,36.5590291","129.2859753,35.6211778"
"129.286359,35.6216012",,"128.006681,36.186457","127.5467256,37.4815414","128.5889997,36.3129329","128.5883497,36.3035912","127.5853789,36.8083974","128.5371772,36.1143902","127.2710357,36.559404","129.286359,35.6216012"
"129.2877353,35.6229691",,"128.0074479,36.185856","127.5471746,37.4814583","128.5888745,36.313383","128.5885558,36.3039211","127.5853812,36.808392","128.5374217,36.114984","127.2710334,36.5594346","129.2877353,35.6229691"
"129.2885722,35.6238564",,"128.0086095,36.1849072","127.5476248,37.4814076","128.5885116,36.3142833","128.5886299,36.3040394","127.5855656,36.807943","128.5374917,36.1151529","127.2710478,36.5594662","129.2885722,35.6238564"
"129.2887158,35.6240084",,"128.0095015,36.1842344","127.5478736,37.4813985","128.5882935,36.3146982","128.5886367,36.3040493","127.5856159,36.8078203","128.5377831,36.1156823","127.2719116,36.5610076","129.2887158,35.6240084"
"129.2903275,35.6257748",,"128.0096509,36.184113","127.5480625,37.4813912","128.587625,36.3159664","128.5888522,36.304489","127.5857825,36.8073614","128.5400866,36.1192333","127.2723175,36.5616881","129.2903275,35.6257748"
"129.2904486,35.6259074",,"128.0102405,36.1836326","127.5485172,37.4814135","128.5873874,36.3165076","128.5890273,36.30483","127.5859401,36.8069718","128.5403119,36.1197244","127.2723621,36.5617162","129.2904486,35.6259074"
"129.2905539,35.6260257",,"128.0109436,36.1829895","127.5486563,37.4814207","128.587335,36.3166641","128.5893495,36.3056492","127.5862811,36.8061215","128.5405989,36.1205072","127.2725193,36.5618463","129.2905539,35.6260257"
"129.2907829,35.6262928",,"128.0114861,36.1824373","127.5493033,37.4814745","128.5872248,36.3169914","128.589587,36.3065495","127.5865069,36.8055489","128.5406714,36.1207806","127.2726663,36.5620052","129.2907829,35.6262928"
"129.2912557,35.6268447",,"128.012115,36.1816665","127.5496302,37.4815095","128.5870501,36.3177295","128.5896614,36.3070167","127.5867864,36.8048437","128.5410369,36.1227076","127.2728745,36.5622725","129.2912557,35.6268447"
"129.291493,35.6271377",,"128.0124743,36.1811826","127.5514242,37.4817017","128.5870491,36.3177331","128.5896706,36.3071131","127.5869317,36.8045056","128.5410949,36.1229749","127.272938,36.5623456","129.291493,35.6271377"
"129.292345,35.6282087",,"128.0129248,36.1805162","127.5528122,37.4818498","128.5869992,36.3184746","128.5896864,36.3072914","127.5870659,36.8041692","128.5411375,36.1231737","127.2729658,36.5624015","129.292345,35.6282087"
"129.2931466,35.6293921",,"128.0134697,36.1794906","127.5544614,37.4820023","128.5870286,36.3199483","128.5897156,36.308025","127.5871273,36.8040105","128.5413175,36.1240097","127.2729757,36.5624466","129.2931466,35.6293921"
"129.2935539,35.630027",,"128.0136977,36.1789803","127.5545134,37.4820067","128.5870348,36.320234","128.5896621,36.3089828","127.5871866,36.803859","128.5414625,36.1247243","127.2729811,36.5625044","129.2935539,35.630027"
"129.2940565,35.6308769",,"128.0137383,36.178889","127.5549749,37.4820498","128.5870366,36.3203665","128.589162,36.3121075","127.588566,36.8004486","128.5419812,36.127647","127.2730035,36.5628821","129.2940565,35.6308769"
"129.2946608,35.632075",,"128.0139744,36.178275","127.555493,37.482128","128.5869493,36.3212165","128.5889997,36.3129329","127.5886207,36.8002972","128.5420244,36.1278909","127.2730212,36.562939","129.2946608,35.632075"
"129.2951088,35.6330455",,"128.0142997,36.1769997","127.5557996,37.4821747","128.5867999,36.3219328","128.5888745,36.313383","127.5890925,36.79916","128.5422372,36.1289412","127.2730734,36.5630608","129.2951088,35.6330455"
"129.2953178,35.6335536",,"128.0148019,36.1745489","127.5568562,37.4823941","128.5860864,36.3239829","128.5885116,36.3142833","127.5894725,36.7982339","128.5426852,36.1313867","127.273099,36.5630915","129.2953178,35.6335536"
"129.2955586,35.6341955",,"128.0150163,36.1734994","127.557656,37.4825794","128.5852329,36.3263021","128.5882935,36.3146982","127.5894107,36.7980807","128.5426995,36.1314623","127.2731269,36.5631077","129.2955586,35.6341955"
"129.2960196,35.6355517",,"128.0151356,36.172875","127.5596346,37.4830814","128.5848067,36.3274599","128.587625,36.3159664","127.58934,36.7979735","128.542775,36.1318746","127.2732162,36.5631232","129.2960196,35.6355517"
"129.296144,35.6360763",,"128.015541,36.1707673","127.5602523,37.4832352","128.5845995,36.3280243","128.5873874,36.3165076","127.5893332,36.7979636","128.5428823,36.1324281","127.2732665,36.5631369","129.296144,35.6360763"
"129.29662,35.6377568",,"128.0157788,36.16955","127.5608395,37.4833593","128.5839832,36.3297815","128.587335,36.3166641","127.5892423,36.7978672","128.5431219,36.1342426","127.2733569,36.5631713","129.29662,35.6377568"
"129.2968578,35.6393534",,"128.0160609,36.1679756","127.5608576,37.4833629","128.5837367,36.3304833","128.5872248,36.3169914","127.5890662,36.7977366","128.5431273,36.1343976","127.2733992,36.5632083","129.2968578,35.6393534"
"129.297006,35.640644",,"128.0162134,36.1673177","127.5612784,37.4834339","128.5834749,36.3312916","128.5870501,36.3177295","127.5889339,36.7977088","128.5431239,36.1345572","127.2734348,36.5632715","129.297006,35.640644"
"129.2970768,35.6419294",,"128.016248,36.167167","127.5613712,37.4834474","128.5833139,36.3320558","128.5870491,36.3177331","127.5877992,36.797441","128.5431166,36.134935","127.2734937,36.5633987","129.2970768,35.6419294"
"129.2970705,35.6435242",,"128.0164248,36.1666659","127.5619368,37.4835291","128.5832888,36.3321723","128.5869992,36.3184746","127.5874628,36.7973574","128.5431123,36.1351911","127.273537,36.5634745","129.2970705,35.6435242"
"129.2969613,35.6459437",,"128.0164902,36.1664672","127.5622366,37.4835686","128.5832424,36.332683","128.5870286,36.3199483","127.58715,36.7972747","128.5429496,36.1365917","127.273624,36.5635495","129.2969613,35.6459437"
"129.2966458,35.6475882",,"128.0165491,36.1662912","127.5626314,37.4836153","128.583199,36.3333333","128.5870348,36.320234","127.5863123,36.7969832","128.5426989,36.1376333","127.2739245,36.5639594","129.2966458,35.6475882"
"129.2963115,35.6487904",,"128.0169115,36.1654331","127.5631596,37.4836564","128.5831986,36.3333865","128.5870366,36.3203665","127.5856551,36.7966691","128.5424624,36.138408","127.2739691,36.5640199","129.2963115,35.6487904"
"129.2958571,35.6501017",,"128.0174373,36.1645663","127.5637162,37.4837003","128.5831967,36.3334893","128.5869493,36.3212165","127.5856495,36.7966664","128.5413567,36.1415306","127.2739835,36.5640568","129.2958571,35.6501017"
"129.2954419,35.6511392",,"128.0179365,36.1638916","127.5647557,37.483771","128.5831873,36.3339329","128.5867999,36.3219328","127.5850035,36.7963252","128.5412495,36.1418317","127.27398,36.5640956","129.2954419,35.6511392"
"129.2942102,35.6538512",,"128.0184589,36.1633601","127.5654446,37.4838256","128.5832992,36.3350164","128.5860864,36.3239829","127.5845122,36.7960659","128.5411992,36.1419746",,"129.2942102,35.6538512"
"129.2935029,35.6550689",,"128.0188874,36.1629246","127.5673597,37.4839759","128.5833742,36.3354412","128.5852329,36.3263021","127.5845021,36.7960614","128.5409493,36.1427494",,"129.2935029,35.6550689"
"129.2934806,35.6551053",,"128.0202999,36.1616581","127.5681764,37.4840403","128.5835962,36.3361893","128.5848067,36.3274599","127.5843922,36.7960065","128.5409263,36.1428587",,"129.2934806,35.6551053"
"129.2908226,35.6594432",,"128.0223739,36.1597161","127.5699116,37.4841493","128.5836114,36.3362414","128.5845995,36.3280243","127.5841556,36.7958823","128.5408616,36.1431747",,"129.2908226,35.6594432"
"129.2896108,35.6614211",,"128.0237452,36.1584488","127.5711933,37.4842937","128.5838372,36.3369326","128.5839832,36.3297815","127.5840928,36.7958499","128.5408114,36.1436665",,"129.2896108,35.6614211"
"129.2891685,35.6621444",,"128.0243198,36.1579279","127.571837,37.4843663","128.5843625,36.3384162","128.5837367,36.3304833","127.584058,36.7958319","128.5408125,36.144083",,"129.2891685,35.6621444"
"129.28803,35.6637984",,"128.0246248,36.1576579","127.5745224,37.4845485","128.5844991,36.3387828","128.5834749,36.3312916","127.584003,36.7958022","128.5408249,36.1446076",,"129.28803,35.6637984"
"129.2878814,35.6640206",,"128.0249497,36.1573581","127.5745779,37.4845521","128.5848744,36.3398161","128.5833139,36.3320558","127.5837249,36.795659","128.5409124,36.1450828",,"129.2878814,35.6640206"
"129.2876515,35.6643125",,"128.0257839,36.1565917","127.5746491,37.4845583","128.5850747,36.3403579","128.5832888,36.3321723","127.5829062,36.7952296","128.5410867,36.1457412",,"129.2876515,35.6643125"
"129.2874421,35.6646293",,"128.0268369,36.1556242","127.575855,37.4846603","128.5851863,36.3406949","128.5832424,36.332683","127.5817084,36.7946156","128.5413365,36.1463079",,"129.2874421,35.6646293"
"129.2872345,35.6649831",,"128.0276225,36.1549031","127.575907,37.4846648","128.5852864,36.3409996","128.583199,36.3333333","127.5816927,36.7946075","128.5414604,36.146516",,"129.2872345,35.6649831"
"129.2869514,35.6654642",,"128.0285871,36.1540162","127.5760552,37.4846845","128.5852922,36.3410149","128.5831986,36.3333865","127.5816579,36.7945895","128.5417117,36.1469411",,"129.2869514,35.6654642"
"129.2867237,35.6659526",,"128.0295729,36.1531563","127.5777837,37.4848123","128.5854369,36.3414075","128.5831967,36.3334893","127.5814976,36.7945094","128.5420624,36.1474078",,"129.2867237,35.6659526"
"129.2865812,35.6663018",,"128.0297831,36.1529904","127.5781061,37.4848364","128.5856617,36.3420248","128.5831873,36.3339329","127.5812733,36.7944014","128.5426115,36.1480746",,"129.2865812,35.6663018"
"129.2864546,35.6666661",,"128.0304244,36.1524827","127.5793764,37.484932","128.5859116,36.3427744","128.5832992,36.3350164","127.581225,36.7943779","128.5438743,36.1495908",,"129.2864546,35.6666661"
"129.2863443,35.6670229",,"128.0306721,36.1522877","127.5800586,37.4850199","128.5860374,36.3432411","128.5833742,36.3354412","127.5808011,36.7941754","128.5440211,36.1497635",,"129.2863443,35.6670229"
"129.2862111,35.667637",,"128.0308767,36.1521254","127.5805473,37.4851124","128.5861243,36.3436415","128.5835962,36.3361893","127.5803537,36.7939648","128.5441543,36.1499202",,"129.2862111,35.667637"
"129.2861274,35.668098",,"128.0316374,36.1515243","127.5810655,37.4852193","128.5861535,36.3439009","128.5836114,36.3362414","127.5788532,36.7932094","128.5445044,36.1503309",,"129.2861274,35.668098"
"129.2861177,35.6682081",,"128.0325046,36.1508849","127.5815136,37.4853506","128.5861802,36.3441422","128.5838372,36.3369326","127.5782779,36.7929078","128.5447437,36.150611",,"129.2861177,35.6682081"
"129.2860975,35.6685907",,"128.0332867,36.150308","127.5818417,37.4854531","128.586183,36.3443387","128.5843625,36.3384162","127.5771227,36.7922875","128.5454447,36.1515019",,"129.2860975,35.6685907"
"129.2860977,35.6686475",,"128.0349244,36.149208","127.5821269,37.4855539","128.586183,36.3443414","128.5844991,36.3387828","127.5770431,36.7922442","128.5462453,36.1525217",,"129.2860977,35.6686475"
"129.2861057,35.6694524",,"128.0379619,36.1471659","127.58224,37.4855944","128.5861683,36.3448031","128.5848744,36.3398161","127.5770084,36.792228","128.5465619,36.1529247",,"129.2861057,35.6694524"
"129.2861586,35.6698951",,"128.0400865,36.145758","127.5828466,37.4858418","128.5861618,36.3449826","128.5850747,36.3403579","127.5753072,36.7914232","128.5467991,36.1534581",,"129.2861586,35.6698951"
"129.286205,35.6702911",,"128.0409572,36.14516","127.5830096,37.4859219","128.586101,36.3454186","128.5851863,36.3406949","127.5746412,36.791109","128.5472091,36.1544444",,"129.286205,35.6702911"
"129.2862756,35.6706326",,"128.0417195,36.1446372","127.5834781,37.4861532","128.5860176,36.3458322","128.5852864,36.3409996","127.5726372,36.7900745","128.5473454,36.1548326",,"129.2862756,35.6706326"
"129.2863564,35.6708857",,"128.0420116,36.1444475","127.5838064,37.4863495","128.5859312,36.346108","128.5852922,36.3410149","127.5720115,36.7897665","128.5475197,36.1554802",,"129.2863564,35.6708857"
"129.2864916,35.6713019",,"128.0428118,36.1439498","127.5840576,37.4864981","128.585759,36.3465476","128.5854369,36.3414075","127.571249,36.7894163","128.547551,36.1557432",,"129.2864916,35.6713019"
"129.2866249,35.6716831",,"128.0433279,36.1436689","127.5841629,37.4865728","128.5856056,36.3468988","128.5856617,36.3420248","127.5704283,36.7890436","128.5475711,36.1559197",,"129.2866249,35.6716831"
"129.2871257,35.6728341",,"128.0433711,36.1436452","127.5845976,37.4868799","128.5853236,36.3473729","128.5859116,36.3427744","127.5699147,36.7888095","128.5475849,36.1560377",,"129.2871257,35.6728341"
"129.2875521,35.6737257",,"128.0440301,36.1433105","127.5849475,37.4871662","128.5850713,36.3477457","128.5860374,36.3432411","127.5695492,36.7886412","128.5476953,36.1569806",,"129.2875521,35.6737257"
