0,1,2,3,4,5,6,7,8,9
"129.1389945,35.1690612","127.1239272,35.8356741","127.4234773,36.3580597","127.2113647,37.5473598","128.5652614,35.8580492","128.6088189,35.8922119","127.8711789,36.9650851","128.7493846,35.8311844","127.4207683,36.3552425","129.1389945,35.1690612"
"129.1390817,35.1690843","127.1239449,35.8356886","127.4234727,36.3581481","127.2116455,37.5476507","128.5652123,35.8581831","128.6082162,35.891892","127.8711248,36.9648176","128.7493583,35.831274","127.4210436,36.3552841","129.1390817,35.1690843"
"129.139085,35.1690852","127.1240927,35.8358036","127.4234511,36.3586592","127.2120444,37.5481141","128.5650999,35.8585582","128.6076495,35.8916159","127.8711133,36.9647554","128.7493425,35.8313246","127.4211305,36.3552842","129.139085,35.1690852"
"129.1391502,35.1691069","127.1245479,35.8360096","127.4234499,36.3587413","127.2122947,37.5483995","128.5650583,35.8586749","128.6076127,35.8915973","127.8710937,36.9646554","128.749259,35.8315788","127.4212063,36.3552734","129.1391502,35.1691069"
"129.139277,35.1691863","127.1245998,35.8360477","127.4239492,36.3587578","127.2124367,37.5485504","128.5649623,35.8589498","128.6072669,35.8914292","127.8710868,36.9646221","128.7491281,35.8320571","127.4213524,36.3552329","129.139277,35.1691863"
"129.1393438,35.1692359","127.1247719,35.8361708","127.4248297,36.3587782","127.2129892,37.5491376","128.5648525,35.859269","128.6071363,35.8913637","127.8710764,36.964568","128.7490779,35.8322415","127.4213524,36.3551689","129.1393438,35.1692359"
"129.1394299,35.1693131","127.1248503,35.8362297","127.425222,36.3587875","127.2142013,37.5504259","128.5647866,35.8594743","128.6067068,35.8911495","127.8710166,36.9642662","128.749014,35.8324748","127.4213214,36.3550247","129.1394299,35.1693131"
"129.1395307,35.1694082","127.1249992,35.8363437","127.4253625,36.3587912","127.2143494,37.5504848","128.5646618,35.8599208","128.6065172,35.8910593","127.8709509,36.9639374","128.7489431,35.8326865","127.4213592,36.3539537","129.1395307,35.1694082"
"129.1395598,35.1694349","127.1254826,35.8366797","127.4256991,36.3588013","127.2144941,37.5505203","128.5646249,35.8600581","128.6064469,35.8910257","127.8709279,36.9638257","128.7489399,35.8326937","127.4214107,36.3537761","129.1395598,35.1694349"
"129.1395812,35.1694662","127.1259229,35.836994","127.4269619,36.3588409","127.2146288,37.5505396","128.5645993,35.8602161","128.6063688,35.8909867","127.8709233,36.9638005","128.7489241,35.8327408","127.4214174,36.3537112","129.1395812,35.1694662"
"129.1396186,35.1695198","127.1264007,35.8373372","127.4270633,36.3588445","127.2146967,37.5505316","128.5642992,35.8601358","128.6058871,35.8907667","127.8708625,36.9635374","128.748896,35.8327898","127.4214332,36.3535363","129.1396186,35.1695198"
"129.1396289,35.1695413","127.1265684,35.8374684","127.4272561,36.358851","127.2148157,37.5504977","128.563542,35.859909","128.6058101,35.8907304","127.8708418,36.963451","128.7488508,35.8328696","127.4213641,36.3535191","129.1396289,35.1695413"
"129.1396678,35.1696201","127.1266964,35.8375644","127.4289492,36.358916","127.2150734,37.5503216","128.5633997,35.8598661","128.6053261,35.8904996","127.8708355,36.963305","128.7487073,35.8330406","127.4213262,36.3534984","129.1396678,35.1696201"
"129.1397319,35.1697499","127.1268609,35.8376839","127.4295544,36.3589353","127.2154967,37.550045","128.5633418,35.8598495","128.6051922,35.8904314","127.8708397,36.9632319","128.7486015,35.8331381","127.4213029,36.3534749","129.1397319,35.1697499"
"129.1398612,35.1700123","127.1274921,35.8381313","127.430455,36.3589646","127.215929,37.5497919","128.563184,35.859804","128.6049244,35.8902995","127.8707927,36.9630446","128.7484999,35.8332248","127.4212895,36.3534442","129.1398612,35.1700123"
"129.1400247,35.1703347","127.1283793,35.8387805","127.4306645,36.3589711","127.2162705,37.5496016","128.5628982,35.8597218","128.6044243,35.8900246","127.8707059,36.962979","128.7483742,35.8333325","127.4212873,36.3534055","129.1400247,35.1703347"
"129.1402352,35.1706465","127.1289752,35.839225","127.4313388,36.358985","127.2171257,37.5491728","128.5621222,35.859497","128.6040747,35.889825","127.8706349,36.9629432","128.7477309,35.8338909","127.4212929,36.3533667","129.1402352,35.1706465"
"129.1404625,35.170922","127.1290304,35.8392631","127.4315662,36.3589923","127.2173242,37.5490841","128.5619865,35.8594576","128.6037616,35.889616","127.8706181,36.9629387","128.7476478,35.8339594","127.4213153,36.3533225","129.1404625,35.170922"
"129.1404692,35.1709282","127.1292412,35.8394035","127.4318092,36.3589952","127.2177697,37.5489058","128.5606375,35.8590331","128.6035275,35.8894342","127.8705528,36.9629209","128.7473887,35.8341713","127.4213387,36.3532946","129.1404692,35.1709282"
"129.1406087,35.1710364","127.1294266,35.8395456","127.4321336,36.3589909","127.2179759,37.5488774","128.5606041,35.8590226","128.6034995,35.8894128","127.8704404,36.9628996","128.7471761,35.8341645","127.4213755,36.3532793","129.1406087,35.1710364"
"129.1406443,35.171062","127.1294994,35.8395963","127.432157,36.3589891","127.2180417,37.5488496","128.5597867,35.8587666","128.6034244,35.8893495","127.8702204,36.9629364","128.747093,35.8341626","127.4214413,36.3532658","129.1406443,35.171062"
"129.1406866,35.1710912","127.1295403,35.8396217","127.4322383,36.3589819","127.2181358,37.548812","128.5595742,35.8586936","128.6033325,35.8892719","127.8698118,36.963008","128.7465936,35.8341552","127.4214458,36.3531613","129.1406866,35.1710912"
"129.1407701,35.1711478","127.1296066,35.8396552","127.4322506,36.3589801","127.2190496,37.548432","128.5586875,35.8583913","128.603097,35.8890667","127.8679138,36.9633185","128.7461373,35.83415","127.4214721,36.3525753","129.1407701,35.1711478"
"129.140838,35.171191","127.1297369,35.839716","127.4322851,36.3589774","127.2193444,37.5483236","128.558574,35.8583499","128.6030869,35.8890578","127.8662233,36.9635978","128.7459569,35.8341501","127.4214993,36.3520731","129.140838,35.171191"
"129.1408802,35.1712166","127.129895,35.8397769","127.4324312,36.3589414","127.2193761,37.5483129","128.5585428,35.8583385","128.6030015,35.8889766","127.8654859,36.9637245","128.745474,35.8341415","127.4215027,36.3520082","129.1408802,35.1712166"
"129.1412246,35.1714166","127.1300641,35.839846","127.4324992,36.3589171","127.2194294,37.548295","128.558426,35.8582989","128.6025746,35.8885504","127.8639436,36.9639861","128.7452514,35.8341384","127.4213825,36.3518666","129.1412246,35.1714166"
"129.1412535,35.1714324","127.1301769,35.8398824","127.432613,36.3588478","127.2203396,37.5479844","128.5581036,35.8582901","128.6023282,35.8882786","127.863736,36.9640219","128.7448428,35.8341328","127.4212499,36.3517908","129.1412535,35.1714324"
"129.1420493,35.171858","127.1306733,35.8400444","127.4327167,36.3587739","127.2212011,37.5476836","128.5579552,35.8582932","128.6021126,35.8880723","127.8635205,36.9640641","128.7444154,35.8341309","127.4211775,36.3517556","129.1420493,35.171858"
"129.142587,35.1721158","127.1308535,35.8401","127.4328829,36.3586451","127.2234704,37.546893","128.5578004,35.8583144","128.6020869,35.8880527","127.8632028,36.9641137","128.74407,35.834129","127.4211118,36.3517357","129.142587,35.1721158"
"129.1429995,35.1722581","127.1314219,35.8402721","127.4329286,36.3586109","127.2253405,37.5462998","128.5576505,35.8583671","128.6019603,35.8879502","127.8623745,36.9642659","128.7430081,35.8341229","127.4209647,36.3516995","129.1429995,35.1722581"
"129.1432996,35.1723333","127.1315623,35.8403149","127.4330245,36.3585379","127.226299,37.5460929","128.5575723,35.8583993","128.6018711,35.8882269","127.8618873,36.9643368","128.7430059,35.8341229","127.4208878,36.351713","129.1432996,35.1723333"
"129.1439741,35.1724576","127.131705,35.8403568","127.4331885,36.3584018","127.2264373,37.5460445","128.5570912,35.8586948","128.6018372,35.8883408","127.8605997,36.964539","128.7422009,35.8341177","127.4205623,36.3517633","129.1439741,35.1724576"
"129.146245,35.1727351","127.1318056,35.840386","127.4334618,36.3581658","127.2282401,37.5452474","128.5570639,35.8588104","128.6017367,35.8886825","127.8605358,36.9645491","128.7412786,35.8341128","127.4204642,36.3517686","129.146245,35.1727351"
"129.1466234,35.1727687","127.1319759,35.8404361","127.4342124,36.3575414","127.2282843,37.5452277","128.5570212,35.8590136","128.6016495,35.8888664","127.8604549,36.9645575","128.7411324,35.8341098","127.4203773,36.3517668","129.1466234,35.1727687"
"129.1466365,35.1727694","127.1320356,35.8404534","127.4346441,36.3571585","127.2289589,37.5449291","128.5570087,35.8590732","128.6015801,35.8889743","127.8604179,36.9645612","128.7410915,35.8341094","127.4203238,36.3517586","129.1466365,35.1727694"
"129.1469226,35.1727953","127.1321849,35.840498","127.4347545,36.3570648","127.2299373,37.5445329","128.5569869,35.8591825","128.6015116,35.889075","127.8602483,36.9645788","128.7408622,35.8341063","127.4202737,36.3517487","129.1469226,35.1727953"
"129.1473166,35.1728413","127.13228,35.8405272","127.4348091,36.357018","127.2301073,37.5444729","128.5569528,35.8593712","128.6013371,35.8892749","127.8601888,36.9645817","128.7403019,35.8341013","127.4201912,36.3517261","129.1473166,35.1728413"
"129.1475775,35.1728225","127.133064,35.8407541","127.4348493,36.3569828","127.2301844,37.544446","128.5569498,35.8593911","128.601173,35.8894252","127.8599271,36.9646023","128.7396354,35.8340973","127.4201054,36.3516954","129.1475775,35.1728225"
"129.1476137,35.1728202","127.1332675,35.8408142","127.4359992,36.356008","127.2305074,37.5443413","128.5568784,35.8597695","128.6010746,35.8895162","127.859798,36.9646108","128.7390696,35.8340933","127.4200386,36.3516575","129.1476137,35.1728202"
"129.1480747,35.1727553","127.1337729,35.8409591","127.4361141,36.3559107","127.2316,37.5439824","128.5568243,35.8600332","128.6008401,35.8897014","127.8592701,36.9646359","128.7388492,35.834091","127.4199785,36.3516205","129.1480747,35.1727553"
"129.1485087,35.172661","127.1342694,35.8410986","127.4363617,36.3557008","127.2327242,37.5436244","128.5568038,35.8601587","128.6004958,35.8898867","127.859269,36.9646359","128.7377596,35.8340824","127.4199072,36.3515699","129.1485087,35.172661"
"129.1491843,35.1725139","127.1343689,35.8411259","127.4370733,36.355098","127.2327673,37.5436091","128.5567285,35.8605723","128.6003847,35.8899409","127.8586243,36.9646613","128.7375991,35.8340832","127.419592,36.3513101","129.1491843,35.1725139"
"129.1510329,35.17211","127.1344552,35.8411514","127.4371491,36.3550331","127.2330744,37.5434999","128.5566915,35.8607926","128.600093,35.890077","127.8571505,36.9646774","128.7371894,35.8340802","127.4193805,36.351135","129.1510329,35.17211"
"129.1521188,35.1718897","127.1345901,35.8411906","127.4376443,36.3545979","127.2336245,37.543191","128.5566737,35.8608721","128.5994724,35.890391","127.856699,36.9646833","128.7359992,35.8340744","127.4189072,36.3507479","129.1521188,35.1718897"
"129.1531709,35.1717383","127.1347737,35.8412453","127.4380269,36.3542952","127.2337369,37.5430994","128.5566603,35.8609434","128.5991037,35.8905639","127.8565967,36.9646845","128.7355201,35.8342362","127.4179707,36.3499855","129.1531709,35.1717383"
"129.1542472,35.1716442","127.135237,35.8413792","127.4380994,36.3542331","127.2339867,37.5428998","128.5566363,35.8610518","128.5990091,35.8902943","127.8552972,36.9647281","128.7353186,35.8343077","127.4179418,36.3499638","129.1542472,35.1716442"
"129.1543723,35.1716362","127.1359138,35.8415751","127.4382934,36.3540718","127.2341898,37.5427552","128.556599,35.8612496","128.5989963,35.890252","127.8546413,36.9647598","128.735225,35.8343411","127.417826,36.3498646","129.1543723,35.1716362"
"129.1549367,35.1716411","127.1364268,35.8417426","127.4383581,36.3540204","127.2343566,37.5426564","128.5565784,35.8613643","128.5988977,35.8899347","127.8534061,36.9648644","128.7349873,35.8344328","127.417699,36.3497644","129.1549367,35.1716411"
"129.1560327,35.1717046","127.136544,35.8417763","127.4385689,36.353842","127.2344451,37.5426052","128.5564446,35.8620534","128.5987366,35.8894159","127.8529109,36.9649191","128.734962,35.8344466","127.4172224,36.3493945","129.1560327,35.1717046"
"129.1562372,35.1717162","127.1367287,35.8418345","127.4389748,36.3535159","127.2344689,37.5425935","128.5563983,35.8623179","128.5985616,35.8888577","127.8527324,36.9649385","128.7348588,35.8345035","127.417071,36.3492763","129.1562372,35.1717162"
"129.1567594,35.1718001","127.1368791,35.8418828","127.4407436,36.3520491","127.2346787,37.5424849","128.5563674,35.8624931","128.5985499,35.8888163","127.852217,36.9649915","128.7347593,35.8345857","127.4169997,36.3492158","129.1567594,35.1718001"
"129.1569235,35.1718285","127.136941,35.8419028","127.4409756,36.3518608","127.2350776,37.542357","128.5563241,35.8627333","128.5984374,35.8887741","127.8518891,36.9650303","128.7346371,35.8346996","127.4164318,36.3487655","129.1569235,35.1718285"
"129.1571847,35.1718745","127.1372782,35.8420102","127.441299,36.3516013","127.2356646,37.5421681","128.5563032,35.8628282","128.5983664,35.888763","127.8508865,36.9651495","128.7345695,35.834768","127.4161924,36.3485706","129.1571847,35.1718745"
"129.1582432,35.1720386","127.1380898,35.8422696","127.44159,36.351395","127.2360159,37.5420544","128.5562616,35.8630332","128.5983176,35.8887643","127.8504037,36.9652069","128.7344967,35.8348589","127.416149,36.3485328","129.1582432,35.1720386"
"129.1589339,35.1721472","127.1386118,35.8424353","127.4416491,36.351367","127.2363729,37.5419335","128.5562039,35.8633564","128.5981709,35.8888063","127.8502477,36.9652262","128.7343866,35.8350412","127.4158907,36.3483","129.1589339,35.1721472"
"129.1590209,35.1721613","127.1388373,35.842509","127.4418107,36.3513148","127.2365497,37.5418744","128.5561749,35.8635082","128.596887,35.8893833","127.8499849,36.9652577","128.7343625,35.8351244","127.4156174,36.3484882","129.1590209,35.1721613"
"129.1600364,35.1723656","127.1389689,35.8425472","127.4419345,36.3512202","127.2368171,37.5418083","128.5561503,35.8636571","128.5960368,35.889758","127.8487982,36.9654054","128.7341292,35.8359328","127.415362,36.3486656","129.1600364,35.1723656"
"129.1610417,35.1726665","127.139022,35.8425627","127.4419836,36.3511815","127.2369497,37.5417671","128.5561451,35.8636869","128.5956848,35.8898594","127.8482985,36.965451","128.734084,35.8360892","127.4150999,36.3488494","129.1610417,35.1726665"
"129.1626553,35.1732367","127.1390574,35.8425737","127.442123,36.3510535","127.2370754,37.5417467","128.5560618,35.8641664","128.595082,35.8901724","127.8482468,36.9654557","128.7340571,35.8362085","127.4150118,36.3489241","129.1626553,35.1732367"
"129.1628621,35.1733096","127.1391259,35.8425946","127.4421998,36.3511257","127.2371411,37.541736","128.5559114,35.8649395","128.594379,35.8906133","127.8480874,36.9654661","128.7339856,35.8365257","127.4148121,36.3490917","129.1628621,35.1733096"
"129.1630528,35.1733962","127.1393836,35.8426738","127.4422945,36.351215","127.23726,37.5417327","128.5558378,35.8653161","128.5940742,35.8908496","127.8475493,36.9654749","128.7339353,35.8367128","127.4146738,36.3492006","129.1630528,35.1733962"
"129.1634617,35.1735826","127.1395705,35.8427321","127.4423747,36.3513322","127.2372962,37.5417355","128.5558295,35.8653558","128.593037,35.8918075","127.8467292,36.9654746","128.7337301,35.8374749","127.4140213,36.3497429","129.1634617,35.1735826"
"129.1635619,35.1736498","127.1396424,35.8427521","127.4425116,36.3515324","127.2373301,37.5417409","128.5558243,35.8653829","128.5925613,35.8923428","127.8466124,36.9654749","128.7337134,35.8375355","127.413874,36.3498582","129.1635619,35.1736498"
"129.1636635,35.1737322","127.1397916,35.8427977","127.4425372,36.3515748","127.2373629,37.5417491","128.5557938,35.8655887","128.5920585,35.8930056","127.8456126,36.965476","128.7336505,35.8377651","127.4136554,36.3500411","129.1636635,35.1737322"
"129.1636747,35.1737411","127.1402483,35.8429379","127.4426619,36.3517741","127.2374409,37.541779","128.5555867,35.8666742","128.5917683,35.8934932","127.8444746,36.9654748","128.7335624,35.8380825","127.4135974,36.3500906","129.1636747,35.1737411"
"129.1637496,35.1738095","127.1415333,35.8433231","127.4427342,36.3519238","127.237494,37.5418098","128.5555195,35.8670391","128.5915795,35.8938691","127.8432647,36.9654765","128.7335132,35.8382687","127.4134657,36.3501987","129.1637496,35.1738095"
"129.1638112,35.1738645","127.1416085,35.8433459","127.4429256,36.3523161","127.2375742,37.5418668","128.5553374,35.868008","128.5914741,35.8941748","127.8430198,36.9654781","128.7333198,35.8390037","127.4132014,36.3504176","129.1638112,35.1738645"
"129.1641994,35.1742189","127.1416528,35.8433577","127.4429746,36.3524162","127.2376013,37.5418966","128.5553033,35.8681895","128.5913078,35.894655","127.8427469,36.9654816","128.7331389,35.8396925","127.4129448,36.3506301","129.1641994,35.1742189"
"129.1643288,35.1743731","127.1416992,35.8433705","127.4430314,36.3525226","127.2376238,37.5419273","128.5552206,35.8686393","128.5912306,35.895001","127.842557,36.965484","128.7331269,35.8397783","127.4127786,36.3507481","129.1643288,35.1743731"
"129.1646334,35.1747702","127.1418386,35.8434106","127.4432195,36.3528752","127.2376452,37.5419652","128.5551607,35.868967","128.5911628,35.8953082","127.8425334,36.965484","128.7331224,35.8399163","127.4126258,36.3508706","129.1646334,35.1747702"
"129.1647247,35.1749411","127.1427742,35.8436802","127.4432707,36.3529717","127.2376642,37.5420211","128.5551246,35.8691666","128.5911247,35.8956836","127.8423032,36.9654991","128.7331515,35.840648","127.4124986,36.350967","129.1647247,35.1749411"
"129.1648995,35.1754328","127.1428538,35.8437039","127.4436747,36.3537075","127.2376742,37.5420905","128.5549817,35.8700821","128.591119,35.8965635","127.8421887,36.9655121","128.7331875,35.8415411","127.4124239,36.3510246","129.1648995,35.1754328"
"129.1651431,35.1761787","127.1430175,35.8437495","127.4438016,36.3539384","127.2376671,37.5421572","128.5549582,35.8702319","128.591144,35.8969275","127.842036,36.9655323","128.7331796,35.8416773","127.4120993,36.3512831","129.1651431,35.1761787"
"129.1652063,35.1763734","127.1432353,35.8438123","127.4439285,36.3541683","127.2376557,37.5421933","128.554945,35.8703222","128.5911866,35.8972075","127.8420035,36.9655387","128.7331729,35.841818","127.4116241,36.3516578","129.1652063,35.1763734"
"129.1655331,35.1773751","127.1437274,35.8439653","127.4440609,36.3544064","127.2376249,37.5422581","128.5549318,35.8704179","128.5913381,35.8979085","127.8417699,36.9655746","128.7331393,35.8420095","127.4113697,36.3518659","129.1655331,35.1773751"
"129.1656043,35.1775806","127.1438126,35.8439899","127.4443748,36.3549745","127.2375692,37.5423274","128.5549247,35.8704666","128.5914369,35.8982457","127.8414073,36.9656306","128.7331241,35.8420998","127.411237,36.3519749","129.1656043,35.1775806"
"129.1656638,35.1777529","127.1438955,35.8440199","127.4445151,36.3552189","127.2375022,37.5423912","128.5549209,35.8706812","128.5916825,35.8990233","127.8410145,36.9657074","128.7330614,35.8423412","127.411005,36.3521667","129.1656638,35.1777529"
"129.1658245,35.1780915","127.1442096,35.8441145","127.4446186,36.355401","127.2373026,37.5425016","128.5549191,35.8707137","128.5917554,35.8993345","127.8392614,36.9660785","128.7330593,35.8423493","127.4107026,36.352428","129.1658245,35.1780915"
"129.165871,35.1781639","127.1443732,35.8441655","127.4446977,36.3555345","127.2367663,37.542724","128.5549124,35.8708742","128.5917972,35.8995487","127.8388675,36.9661598","128.7329449,35.8426813","127.4099563,36.3530206","129.165871,35.1781639"
"129.1659595,35.1783033","127.1454227,35.8444815","127.4447611,36.3556427","127.2359073,37.5430168","128.5549115,35.8709734","128.5918162,35.8997262","127.837662,36.9664075","128.7329311,35.8427202","127.4098927,36.3530675","129.1659595,35.1783033"
"129.1662759,35.1786875","127.1456959,35.8445634","127.444799,36.3557077","127.2355616,37.5431413","128.5549123,35.8712826","128.5918279,35.8999325","127.8371492,36.9665244","128.7328124,35.8430659","127.4098325,36.3531179","129.1662759,35.1786875"
"129.1665704,35.1789666","127.1458341,35.8446035","127.4448457,36.3557924","127.2354029,37.543205","128.5549121,35.8717722","128.5918278,35.9000885","127.8370616,36.9665499","128.732749,35.8431891","127.4097176,36.3532134","129.1665704,35.1789666"
"129.1668231,35.1791885","127.1459049,35.8446245","127.4449259,36.3559385","127.235286,37.5432768","128.5549122,35.8719435","128.5917945,35.9004873","127.8368563,36.9666154","128.7325619,35.8435499","127.4095848,36.3533206","129.1668231,35.1791885"
"129.1669192,35.1792719","127.1459425,35.8446354","127.4455114,36.3569828","127.2352281,37.5433371","128.5549116,35.8719805","128.5917659,35.9006624","127.836724,36.9666581","128.7322998,35.8439997","127.4086634,36.3540672","129.1669192,35.1792719"
"129.1671317,35.1794051","127.1459956,35.8446518","127.445714,36.3573128","127.2351734,37.5434289","128.5549126,35.8723925","128.591742,35.9007772","127.8364874,36.9667579","128.7318896,35.8446098","127.4079962,36.3546022","129.1671317,35.1794051"
"129.167174,35.1794316","127.1461415,35.8446946","127.4458387,36.3575148","127.2351436,37.5435469","128.5549048,35.8725548","128.5916804,35.9009743","127.8363372,36.9668332","128.7318355,35.8446888","127.4079014,36.354677","129.167174,35.1794316"
"129.1674982,35.1796092","127.1467808,35.8448813","127.445871,36.3575635","127.2351431,37.5436677","128.5549128,35.8730777","128.5916194,35.9011272","127.8358746,36.96715","128.7315368,35.8451408","127.4076069,36.3549031","129.1674982,35.1796092"
"129.1682777,35.1800304","127.1472486,35.8450134","127.4458788,36.3575752","127.2351744,37.5437813","128.5549265,35.8740224","128.5914715,35.9014152","127.8356619,36.9673246","128.7311892,35.8456447","127.4072599,36.3551904","129.1682777,35.1800304"
"129.1683565,35.1800708","127.1473227,35.8450326","127.4459122,36.3576221","127.2352431,37.5438896","128.5549245,35.8741243","128.5912895,35.9017189","127.8356194,36.9673571","128.7310993,35.8457746","127.4070257,36.3553822","129.1683565,35.1800708"
"129.1693199,35.1805687","127.1473813,35.845049","127.4461483,36.3579008","127.2353074,37.5439529","128.5549241,35.8745165","128.5911906,35.9018613","127.8347124,36.9680493","128.7303608,35.8469262","127.4069275,36.3554597","129.1693199,35.1805687"
"129.1699124,35.1808689","127.1474908,35.8450799","127.4475116,36.3593412","127.2355904,37.5442663","128.5549235,35.874969","128.5909333,35.9021675","127.8340239,36.9685912","128.7302808,35.8470514","127.4067847,36.3555822","129.1699124,35.1808689"
"129.1699657,35.1808952","127.147576,35.8451054","127.448122,36.3599888","127.2356771,37.5444125","128.554923,35.8750962","128.5906479,35.902446","127.8335783,36.968944","128.7296136,35.8480932","127.4063607,36.3559244","129.1699657,35.1808952"
"129.1704159,35.1811089","127.1478392,35.8451828","127.4485642,36.3604632","127.2357234,37.5444477","128.5549236,35.8751403","128.590387,35.9026476","127.8334238,36.9690661","128.7293747,35.8484662","127.4057929,36.3563883","129.1704159,35.1811089"
"129.1706465,35.1812149","127.1482517,35.8453049","127.4486743,36.360758","127.2372122,37.5456787","128.554923,35.8753495","128.5901741,35.9028028","127.8330868,36.969333","128.7287997,35.8493827","127.4055352,36.356563","129.1706465,35.1812149"
