0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
"127.8475073,36.9478184","128.0029835,37.8216225","127.0511866,35.863716","128.1099247,36.7108499",,,,,,"127.8173791,36.8078072","128.6808289,36.5117297","128.6720619,36.5062749",,"127.6682894,37.1249378",,,,,"127.5877134,37.7247187","127.5877134,37.7247187",,"127.534333,37.6847721","127.5877134,37.7247187","128.2120219,37.4948723","127.9504412,37.3990136",,"127.4724879,37.502945",,"127.5923957,37.4941372","127.6510832,37.4008089","127.965273,37.4259757",,"127.534333,37.6847721","128.0927729,37.4382567","128.6257871,36.5210331","127.9685311,37.4288255",,"128.4413999,35.9716409",,"128.6257871,36.5210331"
"127.8473958,36.9482505","128.0030716,37.8217159","127.0512625,35.8651832","128.1092247,36.7120912",,,,,,"127.8168342,36.80808","128.6808499,36.5119332","128.6720899,36.5062836",,"127.6691028,37.1247031",,,,,"127.590589,37.7257341","127.590589,37.7257341",,"127.5354947,37.6855992","127.590589,37.7257341","128.2123424,37.4949001","127.9505615,37.397588",,"127.4728522,37.5028847",,"127.5935792,37.4952441","127.6526938,37.4011286","127.9658661,37.4266557",,"127.5354947,37.6855992","128.093174,37.438225","128.6261625,36.5214993","127.9689631,37.4290348",,"128.4445367,35.9699826",,"128.6261625,36.5214993"
"127.8473271,36.9487068","128.0033279,37.8219843","127.051338,35.8663304","128.1087368,36.7128365",,,,,,"127.8160612,36.8084652","128.6808991,36.5127494","128.6727371,36.5064747",,"127.6703044,37.1243958",,,,,"127.5909897,37.7258708","127.5909897,37.7258708",,"127.5366192,37.6865497","127.5909897,37.7258708","128.2130465,37.4949554","127.9505631,37.3971094",,"127.4732449,37.5027847",,"127.5939156,37.4955584","127.6538512,37.4012903","127.9663232,37.4270937",,"127.5366192,37.6865497","128.0936475,37.4382109","128.6265998,36.5220081","127.9695716,37.4292847",,"128.4467243,35.9688249",,"128.6265998,36.5220081"
"127.8472241,36.9492615","128.0034011,37.8220525","127.0514002,35.8672881","128.108308,36.713413",,,,,,"127.815647,36.8086321","128.6809623,36.5136746","128.6734066,36.5065898",,"127.6703753,37.1243777",,,,,"127.5917276,37.7261163","127.5917276,37.7261163",,"127.5370935,37.6869903","127.5917276,37.7261163","128.2134053,37.4949739","127.9506388,37.3971055",,"127.4736081,37.5026928",,"127.5957913,37.4973146","127.6554807,37.4014107","127.9667166,37.4274699",,"127.5370935,37.6869903","128.0941121,37.4382167","128.6271862,36.5225497","127.9719214,37.4301785",,"128.4494928,35.967365",,"128.6271862,36.5225497"
"127.8470766,36.9504239","128.0044365,37.8230908","127.0514481,35.8680177","128.1076227,36.7142639",,,,,,"127.8152889,36.8087674","128.6810291,36.5143194","128.6734615,36.5065991",,"127.670706,37.1242916",,,,,"127.5925166,37.7263779","127.5925166,37.7263779",,"127.5373624,37.6872408","127.5925166,37.7263779","128.2141035,37.4949941","127.9511471,37.3970783",,"127.4740878,37.5026244",,"127.5968016,37.4982602","127.6566739,37.4014632","127.9675223,37.4281797",,"127.5373624,37.6872408","128.0947909,37.4382844","128.6272496,36.5226077","127.9724349,37.4304162",,"128.4496493,35.9672826",,"128.6272496,36.5226077"
"127.847039,36.951796","128.0058996,37.8247024","127.0514561,35.8681746","128.1067467,36.715205",,,,,,"127.8152351,36.8087874","128.68105,36.5145166","128.6743115,36.5066908",,"127.6723025,37.1238782",,,,,"127.5942865,37.726966","127.5942865,37.726966",,"127.5376415,37.6875003","127.5942865,37.726966","128.2144338,37.4949912","127.9512566,37.3970734",,"127.4741297,37.5026208",,"127.5976387,37.4990446","127.658128,37.4014415","127.9680865,37.4285731",,"127.5376415,37.6875003","128.0952787,37.4383577","128.6280499,36.5233411","127.972816,37.4306311",,"128.4503995,35.9668575",,"128.6280499,36.5233411"
"127.8470459,36.9523197","128.0062535,37.8251083","127.0514593,35.8681953","128.1061032,36.7158221",,,,,,"127.8147101,36.8089754","128.6810868,36.5150328","128.6756874,36.5068495",,"127.6782685,37.1223027",,,,,"127.5952231,37.7272906","127.5952231,37.7272906",,"127.5396048,37.6896485","127.5952231,37.7272906","128.2166252,37.4948941","127.9519432,37.3970158",,"127.4744589,37.502593",,"127.5978641,37.4992553","127.6581743,37.4014396","127.9685311,37.4288255",,"127.5396048,37.6896485","128.0956319,37.4384262","128.6290122,36.5242326","127.9728523,37.4306516",,"128.4508866,35.9665083",,"128.6290122,36.5242326"
"127.8471337,36.9531083","128.0065181,37.8254118","127.0515702,35.8689639","128.1058576,36.7160587",,,,,,"127.8145466,36.8090218","128.6810873,36.515433","128.6765244,36.5069665",,"127.6804195,37.1217352",,,,,"127.5956159,37.7274264","127.5956159,37.7274264",,"127.540649,37.6909713","127.5956159,37.7274264","128.2174997,37.4949005","127.9524073,37.3969735",,"127.4746332,37.5025867",,"127.5980442,37.4994183","127.6590838,37.4014068","127.9689631,37.4290348",,"127.540649,37.6909713","128.0957418,37.4384563","128.6299618,36.5250908","127.9733732,37.4309777",,"128.45135,35.9661242",,"128.6299618,36.5250908"
"127.8471713,36.9534822","128.0067631,37.8256929","127.0517604,35.8698013","128.1058309,36.716084",,,,,,"127.8144492,36.8090491","128.6810832,36.5155277","128.6771621,36.5071162",,"127.6827977,37.1211078",,,,,"127.5962154,37.7276278","127.5962154,37.7276278",,"127.5413869,37.6920076","127.5962154,37.7276278","128.2181811,37.4949396","127.9525383,37.3969612",,"127.474787,37.5025822",,"127.5984372,37.4997325","127.6604449,37.4012428","127.9695716,37.4292847",,"127.5413869,37.6920076","128.0962414,37.4385917","128.6309244,36.5259994","127.9734686,37.4310521",,"128.4519365,35.9655579",,"128.6309244,36.5259994"
"127.847201,36.9543187","128.0085267,37.8276807","127.0519621,35.8703809","128.1056241,36.7162708",,,,,,"127.814251,36.8091055","128.6810744,36.5157577","128.6773799,36.5071979",,"127.6900547,37.1191908",,,,,"127.5976697,37.7281449","127.5976697,37.7281449",,"127.5416252,37.6923563","127.5976697,37.7281449","128.2186544,37.494989","127.9533118,37.396897",,"127.4751083,37.502576",,"127.598812,37.4999999","127.6635568,37.4008518","127.9719214,37.4301785",,"127.5416252,37.6923563","128.0965508,37.4386965","128.6318498,36.5269579","127.9735549,37.4311193",,"128.4524244,35.9649995",,"128.6318498,36.5269579"
"127.847306,36.9551928","128.0086561,37.8278262","127.0524431,35.8715052","128.1051592,36.7166635",,,,,,"127.8140684,36.8091538","128.6810243,36.5161332","128.6777618,36.507341",,"127.6910367,37.1189079",,,,,"127.5990524,37.7285457","127.5990524,37.7285457",,"127.5418966,37.692815","127.5990524,37.7285457","128.2190894,37.495044","127.9540414,37.3968536",,"127.4753403,37.5025986",,"127.5990622,37.5001611","127.6640042,37.4007989","127.9724349,37.4304162",,"127.5418966,37.692815","128.0968445,37.4388077","128.6324247,36.5276997","127.9737866,37.4312996",,"128.452812,35.9643996",,"128.6324247,36.5276997"
"127.8474511,36.9559748","128.0088072,37.8279878","127.0525623,35.8717923","128.104183,36.7174158",,,,,,"127.8137011,36.8092377","128.6809118,36.5165246","128.6778945,36.5074028",,"127.6919433,37.1186144",,,,,"127.6003534,37.7288637","127.6003534,37.7288637",,"127.5423054,37.6935476","127.6003534,37.7288637","128.219435,37.4951077","127.9546196,37.3968189",,"127.4759082,37.5026897",,"127.5994755,37.5004005","127.664822,37.4007031","127.972816,37.4306311",,"127.5423054,37.6935476","128.0971711,37.4389467","128.632987,36.5284994","127.9742285,37.4316484",,"128.4530122,35.9640825",,"128.632987,36.5284994"
"127.8476124,36.9568686","128.008853,37.8280372","127.0525939,35.8718718","128.1035905,36.7178263",,,,,,"127.8130849,36.8093574","128.680882,36.5166169","128.6780238,36.5074647",,"127.6925618,37.1183916",,,,,"127.6015521,37.7290844","127.6015521,37.7290844",,"127.5424734,37.6938477","127.6015521,37.7290844","128.2195891,37.4951365","127.9547348,37.396805",,"127.4763019,37.5027817",,"127.5998298,37.5005733","127.6657143,37.4005991","127.9728523,37.4306516",,"127.5424734,37.6938477","128.0975297,37.439117","128.6337122,36.529741","127.9744614,37.4318332",,"128.4533245,35.9633993",,"128.6337122,36.529741"
"127.8481545,36.9602204","128.0100744,37.8293415","127.0527033,35.8721229","128.102853,36.7183096",,,,,,"127.8126928,36.8094116","128.6807966,36.5168764","128.6781284,36.5075132",,"127.693927,37.1178756",,,,,"127.6022706,37.7292019","127.6022706,37.7292019",,"127.5426403,37.6942028","127.6022706,37.7292019","128.2203499,37.4953077","127.9550949,37.3967603",,"127.4768913,37.5029648",,"127.5999645,37.5006308","127.6676348,37.400472","127.9733732,37.4309777",,"127.5426403,37.6942028","128.0979213,37.4393223","128.634387,36.5308993","127.9747161,37.4320746",,"128.453574,35.9625661",,"128.634387,36.5308993"
"127.8481614,36.9602663","128.0118868,37.8311326","127.0536373,35.8742749","128.1014687,36.7191252",,,,,,"127.8125661,36.8094227","128.6807165,36.5171197","128.6786366,36.5078165",,"127.6940957,37.1178122",,,,,"127.6026996,37.729261","127.6026996,37.729261",,"127.543148,37.6952806","127.6026996,37.729261","128.2207196,37.4954091","127.9555191,37.3966686",,"127.477776,37.5032453",,"127.6000087,37.5006515","127.6679827,37.4004463","127.9734686,37.4310521",,"127.543148,37.6952806","128.0983248,37.4395889","128.6354366,36.5327085","127.9748696,37.4322155",,"128.4537989,35.9616249",,"128.6354366,36.5327085"
"127.8483641,36.9615954","128.0123366,37.8316075","127.0536799,35.8743769","128.1009815,36.7194125",,,,,,"127.8118299,36.809504","128.6806772,36.5172535","128.6790995,36.50815",,"127.6942104,37.1177706",,,,,"127.6028767,37.7292825","127.6028767,37.7292825",,"127.54339,37.6959069","127.6028767,37.7292825","128.2213142,37.4955938","127.9559441,37.396502",,"127.4788258,37.5035772",,"127.6007614,37.5009492","127.6684143,37.4004249","127.9735549,37.4311193",,"127.54339,37.6959069","128.0988376,37.4399739","128.6356108,36.5330088","127.9751402,37.4324677",,"128.453952,35.9607978",,"128.6356108,36.5330088"
"127.8484753,36.9623324","128.012737,37.8319843","127.0538756,35.8748437","128.0998428,36.7201412",,,,,,"127.8108055,36.8095671","128.6805739,36.5176575","128.679449,36.5084413",,"127.6963366,37.1168332",,,,,"127.6038164,37.7293808","127.6038164,37.7293808",,"127.5436229,37.6965107","127.6038164,37.7293808","128.2216773,37.4957151","127.956344,37.3963193",,"127.4798598,37.5039082",,"127.601599,37.5011829","127.6705076,37.4002867","127.9737866,37.4312996",,"127.5436229,37.6965107","128.0992043,37.4403073","128.636562,36.5346494","127.9752074,37.4325414",,"128.4542448,35.9594206",,"128.636562,36.5346494"
"127.848532,36.9627027","128.0131865,37.8324077","127.0541303,35.875437","128.098553,36.7210303",,,,,,"127.8103269,36.8095918","128.6805739,36.5176584","128.6797497,36.5087583",,"127.6977992,37.1161331",,,,,"127.6048198,37.7294736","127.6048198,37.7294736",,"127.5437796,37.6969163","127.6048198,37.7294736","128.2233041,37.4962991","127.9567446,37.3960518",,"127.4800601,37.5039704",,"127.6026368,37.5014497","127.6705527,37.400284","127.9742285,37.4316484",,"127.5437796,37.6969163","128.0997014,37.4408402","128.6373869,36.5360577","127.9752654,37.4326078",,"128.4549453,35.9560766",,"128.6373869,36.5360577"
"127.8485917,36.9634805","128.013437,37.832641","127.0541446,35.8754705","128.0981421,36.7213316",,,,,,"127.8100691,36.8096042","128.6805367,36.5180743","128.6799992,36.5090831",,"127.7037616,37.1132249",,,,,"127.6053623,37.7295128","127.6053623,37.7295128",,"127.5442117,37.6985908","127.6053623,37.7295128","128.2233994,37.4963328","127.9570449,37.3958352",,"127.4808452,37.5042085",,"127.602939,37.5015188","127.6720598,37.4001952","127.9744614,37.4318332",,"127.5442117,37.6985908","128.0997299,37.4408707","128.6380499,36.5372413","127.9753201,37.4326698",,"128.4554496,35.9536663",,"128.6380499,36.5372413"
"127.8486853,36.9655184","128.0141748,37.8333327","127.0545787,35.8764855","128.0973051,36.7219885",,,,,,"127.8097205,36.8096195","128.6805493,36.5184664","128.6802495,36.5094583",,"127.7052745,37.1124408",,,,,"127.6078524,37.7297116","127.6078524,37.7297116",,"127.544306,37.6988918","127.6078524,37.7297116","128.2245871,37.4967825","127.9573389,37.3954952",,"127.4815353,37.5043808",,"127.6034369,37.5016329","127.6747416,37.4000381","127.9747161,37.4320746",,"127.544306,37.6988918","128.0997928,37.440956","128.6380891,36.5373221","127.9754544,37.4328216",,"128.4557045,35.9525472",,"128.6380891,36.5373221"
"127.8486111,36.9677335","128.0143498,37.8334995","127.0551799,35.8779321","128.0958844,36.7231982",,,,,,"127.8088462,36.8096578","128.6806115,36.5188831","128.6804623,36.5098664",,"127.7059083,37.1120755",,,,,"127.6078989,37.729716","127.6078989,37.729716",,"127.5446608,37.7003608","127.6078989,37.729716","128.2271483,37.497715","127.9575773,37.3951292",,"127.4822153,37.504517",,"127.6047791,37.5018994","127.6758747,37.3999814","127.9748696,37.4322155",,"127.5446608,37.7003608","128.1000008,37.4412416","128.6385868,36.5383576","127.9759005,37.4334706",,"128.4557499,35.9523575",,"128.6385868,36.5383576"
"127.8485556,36.9683791","128.015212,37.8342664","127.0551864,35.8779492","128.0958155,36.7232634",,,,,,"127.8080235,36.8097113","128.6806768,36.5190628","128.6805191,36.5100064",,"127.7059746,37.112033",,,,,"127.6081497,37.7297374","127.6081497,37.7297374",,"127.544853,37.7010909","127.6081497,37.7297374","128.2285368,37.4982247","127.9577736,37.3947093",,"127.4828183,37.504591",,"127.6052465,37.5019918","127.6786775,37.399805","127.9751402,37.4324677",,"127.544853,37.7010909","128.1001749,37.4415247","128.6388184,36.5389125","127.976073,37.4337574",,"128.4561246,35.9505082",,"128.6388184,36.5389125"
"127.8484861,36.9691455","128.0155999,37.8346414","127.0558372,35.8794411","128.0956754,36.7233958",,,,,,"127.806674,36.8097996","128.6807875,36.5193664","128.6805353,36.5100468",,"127.7067118,37.1115999",,,,,"127.6095866,37.7298578","127.6095866,37.7298578",,"127.5448814,37.7011846","127.6095866,37.7298578","128.2293125,37.4985327","127.9578024,37.3946244",,"127.4828409,37.5045928",,"127.6052895,37.5020008","127.6799314,37.3997211","127.9752074,37.4325414",,"127.5448814,37.7011846","128.1003322,37.4418258","128.6391125,36.5396165","127.9762308,37.4340371",,"128.456474,35.9487726",,"128.6391125,36.5396165"
"127.8483414,36.9704323","128.0158495,37.8349161","127.0563908,35.8807036","128.0951085,36.7239332",,,,,,"127.8065496,36.809808","128.6808475,36.5194902","128.6805589,36.5101277",,"127.7071556,37.1112999",,,,,"127.6106615,37.7299992","127.6106615,37.7299992",,"127.5450723,37.7018136","127.6106615,37.7299992","128.2301519,37.4988763","127.9581009,37.3937309",,"127.4835661,37.5046452",,"127.60544,37.5020304","127.6821037,37.3995781","127.9752654,37.4326078",,"127.5450723,37.7018136","128.100431,37.4420245","128.639587,36.5409659","127.9764514,37.4344283",,"128.4564991,35.9486498",,"128.639587,36.5409659"
"127.8481097,36.9718383","128.016187,37.8354077","127.056649,35.8812915","128.0941539,36.7248953",,,,,,"127.8061798,36.8098513","128.6809466,36.5196974","128.6806744,36.5105241",,"127.7073398,37.1111698",,,,,"127.6111746,37.7300825","127.6111746,37.7300825",,"127.5452724,37.7024842","127.6111746,37.7300825","128.231511,37.4995043","127.9586523,37.3920829",,"127.4840119,37.5046633",,"127.6058622,37.5021256","127.6830606,37.3995198","127.9753201,37.4326698",,"127.5452724,37.7024842","128.1005866,37.4423996","128.6401499,36.5427076","127.9768034,37.435039",,"128.4567499,35.9476578",,"128.6401499,36.5427076"
"127.8480679,36.9720485","128.0164246,37.8359078","127.0567867,35.8816247","128.0932623,36.7258814",,,,,,"127.806154,36.8098541","128.6810998,36.5199249","128.6807373,36.5109166",,"127.7075746,37.1110044",,,,,"127.6128739,37.7303666","127.6128739,37.7303666",,"127.5454361,37.7029852","127.6128739,37.7303666","128.2325123,37.4999749","127.9589132,37.3913283",,"127.4840628,37.5046651",,"127.6063952,37.5022558","127.6847313,37.399419","127.9754544,37.4328216",,"127.5454361,37.7029852","128.1007252,37.4429064","128.6402728,36.5430886","127.9769097,37.4352179",,"128.4571495,35.9465908",,"128.6402728,36.5430886"
"127.8480514,36.9721314","128.0165115,37.8361408","127.0569614,35.8820833","128.0932423,36.7259032",,,,,,"127.805837,36.8099081","128.6813366,36.5202245","128.6807754,36.511147",,"127.7081374,37.1106077",,,,,"127.6143747,37.730741","127.6143747,37.730741",,"127.5456531,37.7035629","127.6143747,37.730741","128.2325499,37.4999999","127.9590903,37.3909202",,"127.4845595,37.5046471",,"127.6064337,37.5022639","127.6882717,37.3992016","127.9759005,37.4334706",,"127.5456531,37.7035629","128.1007828,37.4431819","128.6405748,36.5440241","127.9770332,37.4354445",,"128.4575748,35.9457246",,"128.6405748,36.5440241"
"127.8479559,36.972614","128.016925,37.8377415","127.0572213,35.8827569","128.0930413,36.7261205",,,,,,"127.8051492,36.8100577","128.6816622,36.5205575","128.6808289,36.5117297",,"127.7085609,37.1102914",,,,,"127.615409,37.7310095","127.615409,37.7310095",,"127.5458497,37.7040829","127.615409,37.7310095","128.2328865,37.5001771","127.9593049,37.3905426",,"127.4861741,37.5045879",,"127.6074059,37.5024775","127.6904747,37.399153","127.976073,37.4337574",,"127.5458497,37.7040829","128.1008056,37.4433494","128.6410368,36.5454332","127.9770606,37.4354949",,"128.4576857,35.9455461",,"128.6410368,36.5454332"
"127.8478302,36.9731417","128.0169881,37.8379945","127.0574743,35.8834908","128.0909371,36.7286164",,,,,,"127.8048637,36.8101549","128.6821242,36.5208991","128.6808499,36.5119332",,"127.7094941,37.1095299",,,,,"127.6160868,37.7312333","127.6160868,37.7312333",,"127.5461722,37.7047173","127.6160868,37.7312333","128.2333314,37.5004439","127.9593664,37.3904387",,"127.4878067,37.5045249",,"127.6084358,37.5027145","127.6920149,37.3992451","127.9762308,37.4340371",,"127.5461722,37.7047173","128.10082,37.4434611","128.6416743,36.5473833","127.9771487,37.4356532",,"128.4580991,35.9448829",,"128.6416743,36.5473833"
"127.847589,36.9741989","128.0170104,37.8380918","127.0574916,35.8835603","128.0899903,36.7297226",,,,,,"127.8045928,36.8102647","128.6824241,36.5210827","128.6808991,36.5127494",,"127.7104248,37.1086773",,,,,"127.6172314,37.7316396","127.6172314,37.7316396",,"127.5466992,37.705641","127.6172314,37.7316396","128.2338999,37.5008415","127.9594292,37.3903537",,"127.4892934,37.5044629",,"127.6089937,37.5028483","127.6934921,37.3994374","127.9764514,37.4344283",,"127.5466992,37.705641","128.1008516,37.4437386","128.6418814,36.5480141","127.9778495,37.4368997",,"128.4587374,35.944033",,"128.6418814,36.5480141"
"127.8472442,36.9757071","128.0170244,37.8381413","127.0575946,35.883961","128.0855333,36.7349263",,,,,,"127.8040591,36.8105356","128.6826177,36.5211836","128.6809623,36.5136746",,"127.710537,37.1085743",,,,,"127.6172371,37.7316414","127.6172371,37.7316414",,"127.5469013,37.705941","127.6172371,37.7316414","128.2340982,37.5009916","127.95975,37.3899865",,"127.4899598,37.5044422",,"127.6090922,37.5028672","127.6947481,37.3997166","127.9768034,37.435039",,"127.5469013,37.705941","128.1008572,37.4440117","128.6423436,36.5494385","127.9779298,37.4368975",,"128.460037,35.9423079",,"128.6423436,36.5494385"
"127.8469997,36.9767914","128.0170664,37.838306","127.0576586,35.8842083","128.0838726,36.7367365",,,,,,"127.8036812,36.8107844","128.6828069,36.5212818","128.6810291,36.5143194",,"127.71118,37.1078836",,,,,"127.6177935,37.7318571","127.6177935,37.7318571",,"127.5471705,37.7063411","127.6177935,37.7318571","128.2344542,37.5012977","127.9598241,37.3899087",,"127.4901635,37.5044359",,"127.6092495,37.5028977","127.6988061,37.4008834","127.9769097,37.4352179",,"127.5471705,37.7063411","128.1008506,37.4443091","128.6423599,36.5494825","127.9779962,37.4368594",,"128.4615943,35.9402615",,"128.6423599,36.5494825"
"127.8468677,36.9774129","128.0170839,37.8383717","127.0577888,35.8847146","128.0832445,36.737358",,,,,,"127.8035549,36.8108956","128.6836496,36.5216908","128.68105,36.5145166",,"127.7116244,37.1074078",,,,,"127.6186123,37.7321745","127.6186123,37.7321745",,"127.5474385,37.7067502","127.6186123,37.7321745","128.2348492,37.5016666","127.9599779,37.3897468",,"127.4907858,37.5044161",,"127.609838,37.5030134","127.6999888,37.4011987","127.9770332,37.4354445",,"127.5474385,37.7067502","128.1008078,37.4446185","128.6424417,36.5497233","127.9780479,37.4368168",,"128.4617743,35.9400247",,"128.6424417,36.5497233"
"127.8467675,36.9778819","128.0171237,37.838541","127.0578372,35.884978","128.0814489,36.738975",,,,,,"127.8033762,36.811053","128.6837475,36.5217385","128.6810868,36.5150328",,"127.7125239,37.1063028",,,,,"127.6195275,37.7325404","127.6195275,37.7325404",,"127.5474668,37.7067926","127.6195275,37.7325404","128.2352997,37.5021496","127.9602634,37.3895077",,"127.4918199,37.5043838",,"127.6125981,37.503466","127.7010797,37.4014051","127.9770606,37.4354949",,"127.5474668,37.7067926","128.1007301,37.4450741","128.6426776,36.5504152","127.9780623,37.4367672",,"128.4618551,35.9399177",,"128.6426776,36.5504152"
"127.8466453,36.978433","128.017524,37.8403635","127.0578936,35.885383","128.0806418,36.7396352",,,,,,"127.8031663,36.8112771","128.6840885,36.5219046","128.6810873,36.515433",,"127.7132862,37.1052026",,,,,"127.6196059,37.7325719","127.6196059,37.7325719",,"127.5476996,37.7071098","127.6196059,37.7325719","128.2356297,37.5025676","127.9605748,37.3892604",,"127.4933009,37.5043154",,"127.6151365,37.5038827","127.7019545,37.4015172","127.9771487,37.4356532",,"127.5476996,37.7071098","128.1003107,37.4466401","128.6428444,36.5508986","127.9771655,37.4352827",,"128.4622948,35.9393318",,"128.6428444,36.5508986"
"127.8465882,36.9787072","128.017721,37.8412252","127.0579117,35.8855165","128.0802009,36.7399817",,,,,,"127.8029375,36.81154","128.6846241,36.5221661","128.6810832,36.5155277",,"127.7139246,37.104108",,,,,"127.6208619,37.7330897","127.6208619,37.7330897",,"127.5481016,37.707654","127.6208619,37.7330897","128.2358119,37.502808","127.960954,37.3890129",,"127.4940725,37.5042857",,"127.6166621,37.5041831","127.7030338,37.4016244","127.9778495,37.4368997",,"127.5481016,37.707654","128.1002608,37.4469009","128.6430116,36.5513982","127.9770606,37.4354949",,"128.4623373,35.9392746",,"128.6430116,36.5513982"
"127.8463998,36.9795407","128.0177995,37.8415583","127.0579369,35.8869664","128.0796841,36.7403665",,,,,,"127.8026488,36.8119689","128.6856684,36.522684","128.6810744,36.5157577",,"127.7141733,37.103683",,,,,"127.621549,37.7333666","127.621549,37.7333666",,"127.548608,37.708264","127.621549,37.7333666","128.2363869,37.5035246","127.9628972,37.3879488",,"127.4942864,37.5042712",,"127.6168873,37.5042081","127.7041706,37.4016765","127.9779298,37.4368975",,"127.548608,37.708264","128.1002359,37.4470416","128.6430746,36.5515833","127.9769991,37.4355997",,"128.4628451,35.9386367",,"128.6430746,36.5515833"
"127.8461908,36.9805356","128.017987,37.8422163","127.0579323,35.8872008","128.0792552,36.7406841",,,,,,"127.8023784,36.8124807","128.6858496,36.5227741","128.6810243,36.5161332",,"127.7145504,37.1029152",,,,,"127.6224098,37.7336911","127.6224098,37.7336911",,"127.5489985,37.7086911","127.6224098,37.7336911","128.2368622,37.5041165","127.9635208,37.3875804",,"127.4944742,37.5042586",,"127.6187492,37.5046416","127.7052439,37.4016521","127.9779962,37.4368594",,"127.5489985,37.7086911","128.1002074,37.4472878","128.6436375,36.5533078","127.9768048,37.4352544",,"128.4628855,35.9385859",,"128.6436375,36.5533078"
"127.8461776,36.9805961","128.0181381,37.8425284","127.0579292,35.8873523","128.0791594,36.7407557",,,,,,"127.8018989,36.813433","128.6863989,36.5230535","128.6809118,36.5165246",,"127.7150053,37.1018137",,,,,"127.6227618,37.7338242","127.6227618,37.7338242",,"127.5497171,37.7093974","127.6227618,37.7338242","128.2374624,37.5047491","127.9641251,37.3872031",,"127.4948883,37.5042307",,"127.6195619,37.5048662","127.7065215,37.4015453","127.9780479,37.4368168",,"127.5497171,37.7093974","128.1001991,37.4476664","128.6442232,36.5551447","127.9767019,37.4350709",,"128.4635117,35.9377497",,"128.6442232,36.5551447"
"127.8458934,36.9818472","128.0187377,37.8437543","127.05792,35.8878138","128.0786089,36.7411334",,,,,,"127.8017187,36.8137859","128.6866229,36.5231631","128.680882,36.5166169",,"127.7151538,37.1013853",,,,,"127.6241621,37.7343833","127.6241621,37.7343833",,"127.5505265,37.7101208","127.6241621,37.7343833","128.2378096,37.5050823","127.9642072,37.3871523",,"127.4953612,37.5041983",,"127.6201381,37.5050702","127.7066728,37.4015252","127.9780623,37.4367672",,"127.5505265,37.7101208","128.1002083,37.4479683","128.6443497,36.5555411","127.9763498,37.4344585",,"128.4636867,35.9375499",,"128.6443497,36.5555411"
"127.845787,36.9824127","128.0190859,37.8444648","127.0579183,35.8879229","128.0785198,36.7411943",,,,,,"127.8013381,36.8145216","128.6877189,36.5236994","128.6807966,36.5168764",,"127.7152252,37.1011787",,,,,"127.624999,37.7347159","127.624999,37.7347159",,"127.5512247,37.7107298","127.624999,37.7347159","128.2378622,37.5051333","127.964377,37.3870218",,"127.4957244,37.5041514",,"127.6204494,37.5051744","127.7076622,37.4013937","127.9771655,37.4352827",,"127.5512247,37.7107298","128.1002749,37.4485241","128.6443989,36.5556938","127.9759498,37.4337561",,"128.4642249,35.9369578",,"128.6443989,36.5556938"
"127.8455894,36.9834472","128.0192711,37.8449353","127.0579043,35.8886369","128.077655,36.741788",,,,,,"127.8013303,36.8145378","128.6881139,36.5238919","128.6807165,36.5171197",,"127.7154995,37.1002912",,,,,"127.6256884,37.7349919","127.6256884,37.7349919",,"127.5521192,37.7114325","127.6256884,37.7349919","128.2381827,37.5053918","127.9646896,37.3867817",,"127.4963218,37.5040343",,"127.6205874,37.50515","127.7086165,37.4012199","127.9770606,37.4354949",,"127.5521192,37.7114325","128.1002761,37.4485277","128.6449736,36.5574597","127.9757989,37.4334954",,"128.4649874,35.9362998",,"128.6449736,36.5574597"
"127.8455154,36.9839874","128.019306,37.8450478","127.0578995,35.8889083","128.0773485,36.7419815",,,,,,"127.8010889,36.8150207","128.6897997,36.5247225","128.6806772,36.5172535",,"127.7158307,37.0992242",,,,,"127.6269115,37.7354827","127.6269115,37.7354827",,"127.5530568,37.7120549","127.6269115,37.7354827","128.2384743,37.5055937","127.965195,37.3863174",,"127.4964757,37.5039955",,"127.6207367,37.5051074","127.7098709,37.4009274","127.9769991,37.4355997",,"127.5530568,37.7120549","128.100434,37.4490515","128.6454793,36.5590171","127.9755125,37.4330648",,"128.4654149,35.9359916",,"128.6454793,36.5590171"
"127.8454719,36.9845491","128.0193867,37.8453828","127.0578937,35.8909576","128.0759992,36.7427913",,,,,,"127.8007042,36.8155644","128.6900743,36.5248577","128.6805739,36.5176575",,"127.7160747,37.0983332",,,,,"127.6272239,37.7356158","127.6272239,37.7356158",,"127.5539036,37.712589","127.6272239,37.7356158","128.2390492,37.5059578","127.9657823,37.3857418",,"127.4968128,37.5039099",,"127.6208802,37.5049811","127.714018,37.3999257","127.9768048,37.4352544",,"127.5539036,37.712589","128.1005369,37.4493367","128.645624,36.5595079","127.9753427,37.4328419",,"128.4657974,35.9357262",,"128.645624,36.5595079"
