0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"127.1570392,37.589651",,,,"127.9246197,36.2205972","129.2473331,35.5506164",,"128.5168496,36.0433898","128.5539374,36.220391","127.2532247,36.5328695","127.6104233,36.8305088",,"129.2473331,35.5506164","128.557349,36.2331498","129.2473331,35.5506164"
"127.1570433,37.5897412",,,,"127.9259181,36.2197722","129.2477996,35.5513724",,"128.5167532,36.043662","128.5539493,36.2209408","127.2536964,36.5331409","127.6103257,36.8304747",,"129.2477996,35.5513724","128.5577369,36.235841","129.2477996,35.5513724"
"127.1570486,37.5898259",,,,"127.9267065,36.2192834","129.2478007,35.5513741",,"128.5166726,36.0439584","128.554037,36.2215909","127.2539986,36.5333092","127.6101159,36.8304009",,"129.2478007,35.5513741","128.5579248,36.2371492","129.2478007,35.5513741"
"127.1571011,37.5907166",,,,"127.9280005,36.2184728","129.2483192,35.5521356",,"128.5165695,36.0444849","128.5541744,36.2221324","127.2543544,36.5334731","127.609988,36.830356",,"129.2483192,35.5521356","128.5579402,36.2372194","129.2483192,35.5521356"
"127.1570791,37.5915737",,,,"127.9285794,36.2181209","129.2486378,35.5525836",,"128.5164842,36.0451897","128.5546415,36.2235248","127.2549847,36.5337466","127.6095404,36.8302338",,"129.2486378,35.5525836","128.5581866,36.2383243","129.2486378,35.5525836"
"127.1569898,37.5925037",,,,"127.928963,36.2178788","129.2490708,35.5531651",,"128.5164908,36.0455268","128.5547023,36.2237442","127.255402,36.5339206","127.6087225,36.8299704",,"129.2490708,35.5531651","128.5585997,36.2394159","129.2490708,35.5531651"
"127.1569936,37.5931599",,,,"127.9296981,36.2174146","129.2496571,35.5538994",,"128.5165095,36.0457737","128.5550957,36.2250335","127.2560135,36.5341292","127.6084779,36.8298823",,"129.2496571,35.5538994","128.5588147,36.2398432","129.2496571,35.5538994"
"127.1569695,37.594218",,,,"127.930665,36.2168134","129.2496639,35.5539083",,"128.516558,36.0461844","128.5551608,36.2252412","127.2571074,36.5344145","127.6081738,36.8297491",,"129.2496639,35.5539083","128.5591017,36.2404113","129.2496639,35.5539083"
"127.1568866,37.5949992",,,,"127.9317859,36.2160998","129.2496684,35.5539146",,"128.5166729,36.0466531","128.5552491,36.2255244","127.2601535,36.5352383","127.6079707,36.8296457",,"129.2496684,35.5539146","128.559112,36.2404328","129.2496684,35.5539146"
"127.1567992,37.5955326",,,,"127.9326175,36.2155848","129.2499992,35.5543137",,"128.5166868,36.0467035","128.5554897,36.2262849","127.2640256,36.5362918","127.607505,36.8294189",,"129.2499992,35.5543137","128.5596278,36.2412982","129.2499992,35.5543137"
"127.1566247,37.5962748",,,,"127.9338214,36.2148051","129.2500548,35.5543823",,"128.5167464,36.0469293","128.5564764,36.2294099","127.2640725,36.5363045","127.6074399,36.8293802",,"129.2500548,35.5543823","128.5598373,36.2416497","129.2500548,35.5543823"
"127.1565363,37.5965404",,,,"127.9345844,36.2143596","129.2513167,35.5559993",,"128.5169152,36.0473669","128.5566135,36.2298459","127.2645402,36.5364317","127.6070246,36.8291029",,"129.2513167,35.5559993","128.5617771,36.2448645","129.2513167,35.5559993"
"127.1563304,37.5972239",,,,"127.9352109,36.2139733","129.2519613,35.556823",,"128.5169244,36.0473902","128.5566623,36.2299996","127.2654208,36.5367093","127.6067316,36.8288814",,"129.2519613,35.556823","128.5618603,36.2450089","129.2519613,35.556823"
"127.1562569,37.5974346",,,,"127.9360826,36.2134815","129.2527098,35.5577596",,"128.5171257,36.047769","128.5569999,36.231266","127.2658928,36.5368986","127.606058,36.828306",,"129.2527098,35.5577596","128.5621499,36.2455165","129.2527098,35.5577596"
"127.1559124,37.5982079",,,,"127.9366928,36.2131835","129.2532743,35.5584536",,"128.5172145,36.047935","128.557349,36.2331498","127.2663123,36.5370788","127.605665,36.827971",,"129.2532743,35.5584536","128.5623992,36.2459317","129.2532743,35.5584536"
"127.1554499,37.5990159",,,,"127.9374461,36.2127985","129.2536561,35.5589115",,"128.5172577,36.0480158","128.5577369,36.235841","127.2664718,36.5371477","127.6053383,36.8276873",,"129.2536561,35.5589115","128.5627294,36.2464796","129.2536561,35.5589115"
"127.1550115,37.5997492",,,,"127.9388159,36.2122535","129.2540932,35.559428",,"128.5172622,36.0480248","128.5579248,36.2371492","127.2667752,36.5372961","127.6052732,36.8276315",,"129.2540932,35.559428","128.5633522,36.2475153","129.2540932,35.559428"
"127.1546041,37.600379",,,,"127.9395967,36.2120225","129.2546081,35.5600191",,"128.5172804,36.0480535","128.5579402,36.2372194","127.2670239,36.5374435","127.6050038,36.8273974",,"129.2546081,35.5600191","128.5637245,36.2481332","129.2546081,35.5600191"
"127.154425,37.6006579",,,,"127.9403343,36.2118233","129.2549443,35.5604082",,"128.5176089,36.0485664","128.5581866,36.2383243","127.2673161,36.5376217","127.6044088,36.826894",,"129.2549443,35.5604082","128.564387,36.2492172","129.2549443,35.5604082"
"127.1541244,37.6009914",,,,"127.9429547,36.2111167","129.2554804,35.5610116",,"128.5176213,36.0485816","128.5585997,36.2394159","127.2675881,36.5378106","127.6042999,36.8268021",,"129.2554804,35.5610116","128.5648662,36.2499999","129.2554804,35.5610116"
"127.1536542,37.6014921",,,,"127.9436183,36.2110043","129.2577291,35.5634472",,"128.5177928,36.0487902","128.5588147,36.2398432","127.2678557,36.5380077","127.6042573,36.8268265",,"129.2577291,35.5634472","128.5649825,36.2502054","129.2577291,35.5634472"
"127.1533581,37.6018067",,,,"127.9443464,36.2109105","129.257816,35.563537",,"128.5180747,36.0491331","128.5591017,36.2404113","127.2680808,36.538183","127.6042169,36.8268427",,"129.257816,35.563537","128.5662843,36.2523853","129.257816,35.563537"
"127.1531795,37.6019774",,,,"127.9450157,36.210835","129.258358,35.5641025",,"128.5183939,36.0494351","128.559112,36.2404328","127.2682312,36.5383149","127.6041687,36.8268509",,"129.258358,35.5641025","128.5670291,36.2536237","129.258358,35.5641025"
"127.1524125,37.6027107",,,,"127.9457541,36.2107872","129.2593009,35.5650912",,"128.518662,36.0496492","128.5596278,36.2412982","127.2683783,36.5384568","127.6040947,36.8268474",,"129.2593009,35.5650912","128.5671065,36.2537519","129.2593009,35.5650912"
"127.1519894,37.6030663",,,,"127.9465136,36.2107275","129.2599195,35.5657331",,"128.5192248,36.0500744","128.5598373,36.2416497","127.268669,36.5387494","127.6040274,36.8268285",,"129.2599195,35.5657331","128.5683693,36.255842","129.2599195,35.5657331"
"127.1514014,37.6035595",,,,"127.949961,36.2104955","129.2601938,35.5660148",,"128.5199994,36.0505664","128.5617771,36.2448645","127.2691055,36.5392263","127.6039949,36.8268114",,"129.2601938,35.5660148","128.5684149,36.2559183","129.2601938,35.5660148"
"127.1470907,37.607152",,,,"127.951558,36.2104012","129.2612123,35.5670764",,"128.5211949,36.0510719","128.5618603,36.2450089","127.2693347,36.5395567","127.6039814,36.8267979",,"129.2612123,35.5670764","128.5684741,36.256016","129.2612123,35.5670764"
"127.1458498,37.6081659",,,,"127.9531194,36.2103096","129.2622454,35.5681494",,"128.5222336,36.0514687","128.5621499,36.2455165","127.2695115,36.5398112","127.603941,36.8267483",,"129.2622454,35.5681494","128.5692844,36.2574061","129.2622454,35.5681494"
"127.145249,37.6087166",,,,"127.9548589,36.2102282","129.2630236,35.5689719",,"128.5230169,36.0517686","128.5623992,36.2459317","127.2697039,36.5401028","127.6039241,36.8267024",,"129.2630236,35.5689719","128.5695865,36.2579245","129.2630236,35.5689719"
"127.1447893,37.6091308",,,,"127.9559189,36.2102007","129.2640666,35.5700403",,"128.5243735,36.0522781","128.5627294,36.2464796","127.2704232,36.5413167","127.6039218,36.8266555",,"129.2640666,35.5700403","128.5703124,36.2589998","129.2640666,35.5700403"
"127.1445707,37.6093591",,,,"127.9564941,36.2102094","129.2642962,35.570247",,"128.5258372,36.0528245","128.5633522,36.2475153","127.2707622,36.5418934","127.6039452,36.826596",,"129.2642962,35.570247","128.5705745,36.259358","129.2642962,35.570247"
"127.1440397,37.6099884",,,,"127.9572241,36.2102417","129.2646193,35.570538",,"128.5283022,36.0537031","128.5637245,36.2481332","127.271287,36.542759","127.6039654,36.8265653",,"129.2646193,35.570538","128.570974,36.2598413","129.2646193,35.570538"
"127.1435541,37.6106008",,,,"127.9579621,36.210302","129.2647442,35.5706506",,"128.5283424,36.0537181","128.564387,36.2492172","127.2716406,36.5433285","127.6040023,36.8265301",,"129.2647442,35.5706506","128.5716866,36.2605913","129.2647442,35.5706506"
"127.1431898,37.6111982",,,,"127.9588628,36.2104311","129.2651535,35.5709971",,"128.5301186,36.0543862","128.5648662,36.2499999","127.2721744,36.5441661","127.6038844,36.8263995",,"129.2651535,35.5709971","128.5723716,36.261273","129.2651535,35.5709971"
"127.1426151,37.6124412",,,,"127.9594242,36.2105497","129.2655881,35.571345",,"128.5303295,36.0544656","128.5649825,36.2502054","127.2725746,36.5448611","127.6038429,36.82635",,"129.2655881,35.571345","128.5726583,36.2615571","129.2655881,35.571345"
"127.1424498,37.6128995",,,,"127.9603865,36.2107408","129.2659284,35.5716177",,"128.5315757,36.0549345","128.5662843,36.2523853","127.2728514,36.5453529","127.6036553,36.8260995",,"129.2659284,35.5716177","128.5728896,36.2617849","129.2659284,35.5716177"
"127.1419365,37.6147916",,,,"127.9614125,36.2109748","129.2665782,35.5721122",,"128.5323253,36.0552832","128.5670291,36.2536237","127.2733819,36.5461887","127.603562,36.8259707",,"129.2665782,35.5721122","128.5735564,36.2624397","129.2665782,35.5721122"
"127.1418224,37.6151798",,,,"127.9629077,36.2113549","129.2671442,35.5725104",,"128.5330706,36.0557348","128.5671065,36.2537519","127.2737602,36.5467402","127.6034519,36.8258049",,"129.2671442,35.5725104","128.5741862,36.2630696","129.2671442,35.5725104"
"127.1416839,37.6157237",,,,"127.9636742,36.2115386","129.2678979,35.5730151",,"128.5334673,36.056019","128.5683693,36.255842","127.2739282,36.5469858","127.6034395,36.8257833",,"129.2678979,35.5730151","128.5742686,36.2631536","129.2678979,35.5730151"
"127.1416248,37.6159832",,,,"127.9661775,36.2121266","129.2686688,35.5734987",,"128.5339254,36.0564072","128.5684149,36.2559183","127.2742263,36.5474164","127.6031203,36.8252346",,"129.2686688,35.5734987","128.5746747,36.2636242","129.2686688,35.5734987"
"127.141537,37.6163416",,,,"127.9668448,36.2122773","129.2692627,35.5738632",,"128.53446,36.0569543","128.5684741,36.256016","127.2752535,36.5488454","127.6029573,36.8249336",,"129.2692627,35.5738632","128.575127,36.264216","129.2692627,35.5738632"
"127.1414489,37.6167578",,,,"127.9677884,36.2124936","129.2696853,35.574113",,"128.5348089,36.0574039","128.5692844,36.2574061","127.2753559,36.548988","127.6029214,36.8248597",,"129.2696853,35.574113","128.5752773,36.2644616","129.2696853,35.574113"
"127.1413934,37.6169784",,,,"127.9685715,36.2126726","129.2701558,35.5743811",,"128.5348452,36.0574604","128.5695865,36.2579245","127.2769062,36.551105","127.6023704,36.8237478",,"129.2701558,35.5743811","128.5754499,36.2647873","129.2701558,35.5743811"
"127.1408621,37.6190833",,,,"127.9691394,36.2127614","129.2704596,35.574547",,"128.5351002,36.0578548","128.5703124,36.2589998","127.2776284,36.5521602","127.6022288,36.8234631",,"129.2704596,35.574547","128.5756809,36.2653217","129.2704596,35.574547"
"127.1408459,37.6191454",,,,"127.9699622,36.2128592","129.2709712,35.5748271",,"128.5353437,36.0583062","128.5705745,36.259358","127.2778118,36.5524815","127.601941,36.8228954",,"129.2709712,35.5748271","128.5756867,36.2653333","129.2709712,35.5748271"
"127.1405142,37.6204901",,,,"127.9706588,36.2128808","129.2723318,35.575531",,"128.5353874,36.0584212","128.570974,36.2598413","127.2778385,36.5525284","127.601661,36.8223151",,"129.2723318,35.575531","128.5765873,36.2676078","129.2723318,35.575531"
"127.1401874,37.6220079",,,,"127.9708924,36.212888","129.2737068,35.5762833",,"128.5355885,36.0589433","128.5716866,36.2605913","127.2778841,36.5525925","127.6015868,36.8221736",,"129.2737068,35.5762833","128.5766623,36.2678019","129.2737068,35.5762833"
"127.1398724,37.6233995",,,,"127.9719679,36.2128324","129.2748667,35.5769424",,"128.5356281,36.0590863","128.5723716,36.261273","127.2782057,36.5530565","127.601407,36.8218997",,"129.2748667,35.5769424","128.578037,36.2713495","129.2748667,35.5769424"
"127.1392854,37.62599",,,,"127.9727893,36.212711","129.2752921,35.5772147",,"128.5356911,36.0593147","128.5726583,36.2615571","127.2785558,36.5537179","127.601316,36.8217754",,"129.2752921,35.5772147","128.5782994,36.2719746","129.2752921,35.5772147"
"127.1391243,37.6267159",,,,"127.9739831,36.2125314","129.2753559,35.5772561",,"128.5357609,36.0596423","128.5728896,36.2617849","127.2786681,36.5539255","127.6012049,36.8216637",,"129.2753559,35.5772561","128.5784508,36.2723771","129.2753559,35.5772561"
"127.1387948,37.6276019",,,,"127.9830336,36.2111077","129.275804,35.5775588",,"128.5358282,36.060115","128.5735564,36.2624397","127.2794528,36.5553766","127.6010859,36.8215583",,"129.275804,35.5775588","128.5787281,36.273113","129.275804,35.5775588"
"127.1387868,37.6276244",,,,"127.9843565,36.2109554","129.2759541,35.5776602",,"128.5358448,36.0604557","128.5741862,36.2630696","127.279782,36.5559379","127.6010174,36.8214971",,"129.2759541,35.5776602","128.5789869,36.2737994","129.2759541,35.5776602"
"127.1383873,37.6284325",,,,"127.9852628,36.210885","129.2759832,35.5776796",,"128.5358558,36.0607846","128.5742686,36.2631536","127.2798342,36.5560381","127.6008827,36.8213971",,"129.2759832,35.5776796","128.5801703,36.2769404","129.2759832,35.5776796"
"127.1380742,37.6289742",,,,"127.9852872,36.2108831","129.2764587,35.5780251",,"128.5358327,36.062074","128.5746747,36.2636242","127.2800487,36.5564577","127.6007514,36.8213323",,"129.2764587,35.5780251","128.580257,36.2771722","129.2764587,35.5780251"
"127.1372742,37.6301164",,,,"127.9857231,36.2108516","129.2769559,35.5783991",,"128.5357875,36.0635331","128.575127,36.264216","127.2804557,36.5571589","127.6004025,36.8211632",,"129.2769559,35.5783991","128.5810498,36.2792745","129.2769559,35.5783991"
"127.1366186,37.6309274",,,,"127.9858644,36.210842","129.2776346,35.5789544",,"128.5357373,36.0659749","128.5752773,36.2644616","127.2807136,36.5576327","127.5997664,36.8208743",,"129.2776346,35.5789544","128.581224,36.2798833","129.2776346,35.5789544"
"127.1365867,37.6309661",,,,"127.9864871,36.2107971","129.2783328,35.5796346",,"128.5357496,36.066916","128.5754499,36.2647873","127.2810675,36.558167","127.5989799,36.8205324",,"129.2783328,35.5796346","128.5813739,36.2806581","129.2783328,35.5796346"
"127.1362618,37.6313581",,,,"127.9872867,36.2107497","129.2791831,35.5805605",,"128.5358098,36.067863","128.5756809,36.2653217","127.2813013,36.5584559","127.5984997,36.8203165",,"129.2791831,35.5805605","128.5815118,36.2816161","129.2791831,35.5805605"
"127.1360497,37.6316161",,,,"127.9881598,36.2107272","129.2799489,35.5814562",,"128.5358364,36.0682829","128.5756867,36.2653333","127.2814951,36.558706","127.5977761,36.819988",,"129.2799489,35.5814562","128.5815138,36.2816746","129.2799489,35.5814562"
"127.1352743,37.6325745",,,,"127.9903756,36.2106685","129.2805431,35.5822236",,"128.5358893,36.0686782","128.5765873,36.2676078","127.2818003,36.5590293","127.5976718,36.8199358",,"129.2805431,35.5822236","128.5815498,36.2825911","129.2805431,35.5822236"
"127.1350118,37.6329496",,,,"127.9908305,36.2106568","129.2810026,35.5828415",,"128.5359239,36.0689412","128.5766623,36.2678019","127.2820444,36.5592794","127.5973531,36.8197901",,"129.2810026,35.5828415","128.5814872,36.2837826","129.2810026,35.5828415"
"127.1345992,37.6336658",,,,"127.9916069,36.2106391","129.2813181,35.5833327",,"128.536012,36.0696499","128.578037,36.2713495","127.282371,36.5595712","127.5964557,36.8194365",,"129.2813181,35.5833327","128.5813617,36.2850161","129.2813181,35.5833327"
"127.1343822,37.6342276",,,,"127.9933898,36.2105687","129.2813751,35.583413",,"128.536274,36.071","128.5782994,36.2719746","127.2831392,36.5601802","127.5961999,36.8193358",,"129.2813751,35.583413","128.5810864,36.2876618","129.2813751,35.583413"
"127.1342709,37.6347446",,,,"127.9939992,36.2105283","129.281658,35.5839308",,"128.5364746,36.0719854","128.5784508,36.2723771","127.2833499,36.5603483","127.5955257,36.819074",,"129.281658,35.5839308","128.5809907,36.2884776","129.281658,35.5839308"
"127.1338467,37.637121",,,,"127.9940736,36.2105172","129.2821254,35.5848029",,"128.5365364,36.0722914","128.5787281,36.273113","127.2843121,36.5611497","127.5954248,36.8190344",,"129.2821254,35.5848029","128.5809073,36.2893726","129.2821254,35.5848029"
"127.1338985,37.6374168",,,,"127.9947205,36.210419","129.2824446,35.5855599",,"128.5366867,36.0730825","128.5789869,36.2737994","127.2846444,36.561409","127.5952834,36.8189804",,"129.2824446,35.5855599","128.5808782,36.289683","129.2824446,35.5855599"
"127.1338515,37.63798",,,,"127.9955904,36.2102278","129.2824737,35.5856289",,"128.5368617,36.0739745","128.5801703,36.2769404","127.2847548,36.5614867","127.5949188,36.8188419",,"129.2824737,35.5856289","128.5808501,36.2899853","129.2824737,35.5856289"
"127.1338198,37.6382215",,,,"127.9963243,36.2100066","129.2825564,35.5858242",,"128.5369775,36.0749282","128.580257,36.2771722","127.2847849,36.5615084","127.593198,36.8181752",,"129.2825564,35.5858242","128.5808366,36.2901387","129.2825564,35.5858242"
