0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"127.1229992,37.4409825","127.1590551,35.9099587","127.1584504,37.5815051","127.1590551,35.9099587","127.6345001,36.2921958","129.2281247,35.2849517","126.7839838,35.2928426","128.66643,35.924396","128.5510891,35.989733","127.377488,36.4446597","127.7405107,36.9436193","126.7998142,37.3875201","129.2281247,35.2849517","128.5503818,36.0018966","129.2281247,35.2849517"
"127.1249997,37.4458148","127.1591102,35.9100427","127.158193,37.5818154","127.1591102,35.9100427","127.635062,36.2919409","129.2282747,35.2853363","126.7842342,35.2935077","128.6664256,35.9243978","128.5510386,35.9904376","127.3766172,36.4449419","127.7403241,36.9435827","126.7999724,37.3876346","129.2282747,35.2853363","128.5500863,36.0026204","129.2282747,35.2853363"
"127.1250456,37.4459096","127.1591531,35.9101114","127.157907,37.5821796","127.1591531,35.9101114","127.635279,36.2918226","129.2283846,35.2856458","126.7843422,35.2937293","128.666333,35.9244294","128.5509908,35.9911015","127.3757039,36.4452925","127.7393623,36.9434242","126.8000531,37.3877","129.2283846,35.2856458","128.5499332,36.0029562","129.2283846,35.2856458"
"127.1254582,37.4468294","127.1592093,35.9101936","127.157673,37.5825791","127.1592093,35.9101936","127.6359121,36.2914748","129.2285244,35.2861162","126.7846872,35.2942624","128.6644969,35.9250711","128.550987,35.9911493","127.3749993,36.4456145","127.738787,36.9433496","126.8001372,37.3877744","129.2285244,35.2861162","128.5498663,36.0030974","129.2285244,35.2861162"
"127.1257404,37.4475874","127.1593349,35.9103616","127.157439,37.5829849","127.1593349,35.9103616","127.6366496,36.2910249","129.2287851,35.2869509","126.7848807,35.2945295","128.6637944,35.9253177","128.5507744,35.9932743","127.3739338,36.44623","127.7375085,36.9431926","126.8002995,37.3879331","129.2287851,35.2869509","128.5498414,36.0031499","129.2287851,35.2869509"
"127.1259623,37.4484354","127.1598496,35.9110303","127.1573351,37.5831685","127.1598496,35.9110303","127.6372369,36.2906078","129.2288274,35.2872352","126.785359,35.2950418","128.6635673,35.9253983","128.5506868,35.9946995","127.3733316,36.446682","127.7372827,36.9431724","126.800462,37.3880747","129.2288274,35.2872352","128.5492824,36.0040807","129.2288274,35.2872352"
"127.1259767,37.4484923","127.1600713,35.9112816","127.1573214,37.5831946","127.1600713,35.9112816","127.6379875,36.2899749","129.2289534,35.2878348","126.7868973,35.2964521","128.6626498,35.9257255","128.5506747,35.9955408","127.3728555,36.4470926","127.734782,36.9429051","126.800637,37.3881992","129.2289534,35.2878348","128.5491685,36.0042764","129.2289534,35.2878348"
"127.1260146,37.4488394","127.1604744,35.9116244","127.1572494,37.5833332","127.1604744,35.9116244","127.6386057,36.2894549","129.2290042,35.2881","126.7876527,35.2972239","128.6621097,35.9259281","128.5506808,35.9959194","127.3721671,36.4477319","127.7330171,36.9427166","126.8008248,37.3882914","129.2290042,35.2881","128.5486002,36.0051848","129.2290042,35.2881"
"127.1260254,37.4489377","127.1609748,35.9120081","127.1571097,37.5836555","127.1609748,35.9120081","127.6388982,36.2892093","129.229091,35.2886667","126.787656,35.2972275","128.6618035,35.9260636","128.5507074,35.9975005","127.3715857,36.4484363","127.7329373,36.9427077","126.8010117,37.3883583","129.229091,35.2886667","128.5481938,36.0058356","129.229091,35.2886667"
"127.1260663,37.4493597","127.1618124,35.9125911","127.1569181,37.5841975","127.1618124,35.9125911","127.6392663,36.2889006","129.2291399,35.289106","126.7878463,35.2974793","128.661417,35.9262341","128.5507327,35.9985767","127.37123,36.4489507","127.7326182,36.9426678","126.8012249,37.3883965","129.2291399,35.289106","128.5474865,36.006966","129.2291399,35.289106"
"127.1260828,37.4501187","127.1621781,35.9128689","127.1567489,37.5847757","127.1621781,35.9128689","127.640118,36.2881567","129.2291765,35.2894814","126.7880905,35.2978531","128.6607446,35.926567","128.5507358,35.9998983","127.3709469,36.4494147","127.7321205,36.9426083","126.801525,37.3884379","129.2291765,35.2894814","128.5463255,36.0087062","129.2291765,35.2894814"
"127.1260477,37.4519483","127.1625073,35.9131178","127.1566334,37.5852648","127.1625073,35.9131178","127.6410953,36.2873045","129.229209,35.2898713","126.7885337,35.2986059","128.6600629,35.9269468","128.5507361,35.9999993","127.3707029,36.4498697","127.7318925,36.9425808","126.8018998,37.3884636","129.229209,35.2898713","128.5460859,36.0090464","129.229209,35.2898713"
"127.126026,37.4531399","127.1625482,35.9131504","127.1565665,37.5857703","127.1625482,35.9131504","127.6414811,36.2869696","129.2292199,35.2904869","126.7886702,35.2989647","128.6592482,35.9274785","128.5506917,36.0005019","127.3704901,36.4503445","127.7318902,36.9425808","126.8022872,37.3884659","129.2292199,35.2904869","128.5458195,36.009458","129.2292199,35.2904869"
"127.1259384,37.4539184","127.1633867,35.9137829","127.1565548,37.5858613","127.1633867,35.9137829","127.6415723,36.2868883","129.2292043,35.2911507","126.7887778,35.2992448","128.6583037,35.9281584","128.5505714,36.001216","127.3703005,36.4509267","127.7318352,36.9425737","126.8037727,37.3884683","129.2292043,35.2911507","128.5455364,36.0098662","129.2292043,35.2911507"
"127.1258236,37.4549456","127.1635126,35.9138987","127.1565422,37.5861298","127.1635126,35.9138987","127.6424995,36.2860659","129.229183,35.2915964","126.7888858,35.2997216","128.6580535,35.9283339","128.5503818,36.0018966","127.3701917,36.4512683","127.73157,36.9425427","126.8043307,37.3884698","129.229183,35.2915964","128.544779,36.010997","129.229183,35.2915964"
"127.1255965,37.4565006","127.1635964,35.9139873","127.1565606,37.5865734","127.1635964,35.9139873","127.6433489,36.28535","129.2291526,35.2919755","126.7889785,35.3003154","128.6575137,35.9287123","128.5500863,36.0026204","127.3700385,36.4521516","127.7309443,36.9424646","126.8051258,37.3884925","129.2291526,35.2919755","128.544392,36.0115197","129.2291526,35.2919755"
"127.1254878,37.4574377","127.1637597,35.9141735","127.156631,37.5870152","127.1637597,35.9141735","127.643995,36.2848245","129.2291162,35.292333","126.7890345,35.3007044","128.6564542,35.9294852","128.5499332,36.0029562","127.3699951,36.4527312","127.7294547,36.942326","126.8055738,37.3885375","129.2291162,35.292333","128.5441074,36.0119035","129.2291162,35.292333"
"127.1254077,37.4594592","127.163785,35.9142024","127.1570392,37.589651","127.163785,35.9142024","127.6443585,36.284522","129.2290525,35.2928532","126.7890524,35.301048","128.6559365,35.9298626","128.5498663,36.0030974","127.3699963,36.4533425","127.7294378,36.9423242","126.8107777,37.3885905","129.2290525,35.2928532","128.5439374,36.0121331","129.2290525,35.2928532"
"127.1254123,37.4598847","127.1639978,35.9144771","127.1570433,37.5897412","127.1639978,35.9144771","127.6447199,36.2842214","129.2289623,35.2933684","126.7890542,35.3014691","128.6553462,35.9302803","128.5498414,36.0031499","127.3700555,36.4539619","127.7285461,36.9422989","126.8134175,37.3886022","129.2289623,35.2933684","128.542949,36.0135075","129.2289623,35.2933684"
"127.1254146,37.4601118","127.1642865,35.9148575","127.1570486,37.5898259","127.1642865,35.9148575","127.6451191,36.2839297","129.2287883,35.2942337","126.7890024,35.3021072","128.654698,35.9306787","128.5492824,36.0040807","127.3703723,36.4560646","127.727788,36.9423084","126.8152843,37.3886626","129.2287883,35.2942337","128.542175,36.0145583","129.2287883,35.2942337"
"127.125417,37.4603128","127.1644583,35.9151221","127.1571011,37.5907166","127.1644583,35.9151221","127.6455729,36.283628","129.227673,35.2999665","126.7889467,35.3028228","128.6540117,35.9310504","128.5491685,36.0042764","127.370528,36.4570718","127.7276117,36.942316","126.8161389,37.3887207","129.227673,35.2999665","128.5420627,36.0147125","129.227673,35.2999665"
"127.1254488,37.4607321","127.1654615,35.9166666","127.1570791,37.5915737","127.1654615,35.9166666","127.6460835,36.283347","129.2276482,35.300093","126.7889004,35.3039622","128.6538939,35.9311056","128.5486002,36.0051848","127.3705909,36.4574784","127.7271312,36.9423602","126.8173038,37.3888203","129.2276482,35.300093","128.5415472,36.0154202","129.2276482,35.300093"
"127.1256279,37.4629139","127.1675745,35.9200193","127.1569898,37.5925037","127.1675745,35.9200193","127.6467353,36.283","129.2275314,35.3007041","126.7889094,35.3053256","128.6532707,35.9314001","128.5481938,36.0058356","127.3708846,36.4594107","127.7268864,36.9423832","126.8183397,37.3889453","129.2275314,35.3007041","128.5406871,36.0165997","129.2275314,35.3007041"
"127.1257437,37.4644124","127.1677694,35.9203236","127.1569936,37.5931599","127.1677694,35.9203236","127.6473428,36.2827378","129.2274686,35.3012676","126.7889104,35.3053346","128.6528666,35.9315879","128.5474865,36.006966","127.3709283,36.459949","127.7261366,36.9425081","126.8202247,37.3892455","129.2274686,35.3012676","128.5397614,36.0178491","129.2274686,35.3012676"
"127.1257755,37.4655049","127.1678597,35.9204483","127.1569695,37.594218","127.1678597,35.9204483","127.6479192,36.282518","129.2273986,35.3019069","126.7889786,35.3059599","128.652751,35.9316413","128.5463255,36.0087062","127.3709283,36.460644","127.7251748,36.9427109","126.8210872,37.3894271","129.2273986,35.3019069","128.5388185,36.0191492","129.2273986,35.3019069"
"127.1257432,37.4661015","127.1679776,35.9206181","127.1568866,37.5949992","127.1679776,35.9206181","127.6483799,36.282348","129.2273877,35.3022226","126.7890438,35.3063074","128.6516169,35.9321697","128.5460859,36.0090464","127.3708087,36.4614562","127.7225888,36.9432585","126.822111,37.3896412","129.2273877,35.3022226","128.5375868,36.0208494","129.2273877,35.3022226"
"127.1256982,37.4665025","127.1684149,35.9212838","127.1567992,37.5955326","127.1684149,35.9212838","127.6488217,36.2822059","129.2273658,35.3030533","126.7891733,35.306842","128.650877,35.9325149","128.5458195,36.009458","127.3706334,36.4621294","127.7213676,36.9434988","126.8231946,37.3898682","129.2273658,35.3030533","128.5372615,36.0212624","129.2273658,35.3030533"
"127.1256244,37.4670224","127.1686649,35.9216659","127.1566247,37.5962748","127.1686649,35.9216659","127.6504622,36.2817576","129.22737,35.3034066","126.7895515,35.3078712","128.6489986,35.9333956","128.5455364,36.0098662","127.3702704,36.4629674","127.7185433,36.9439574","126.8251326,37.3903074","129.22737,35.3034066","128.5364744,36.0222582","129.22737,35.3034066"
"127.1255799,37.4673287","127.1687134,35.9217427","127.1565363,37.5965404","127.1687134,35.9217427","127.6506391,36.2817231","129.2273812,35.3037752","126.7898507,35.3084924","128.6486958,35.9335374","128.544779,36.010997","127.3698003,36.4637513","127.7182032,36.9440139","126.8265395,37.3906264","129.2273812,35.3037752","128.5361998,36.0225644","129.2273812,35.3037752"
"127.1255437,37.4675494","127.1686123,35.9217992","127.1563304,37.5972239","127.1686123,35.9217992","127.6522498,36.2814082","129.2274858,35.3049701","126.7902268,35.3091411","128.6481386,35.9337969","128.544392,36.0115197","127.3691774,36.4644862","127.7178979,36.9440686","126.8289116,37.3911645","129.2274858,35.3049701","128.5360423,36.0227388","129.2274858,35.3049701"
"127.1253502,37.4687071","127.1682617,35.9221327","127.1562569,37.5974346","127.1682617,35.9221327","127.6528331,36.281311","129.2277365,35.3061079","126.7907076,35.309877","128.6472896,35.9341918","128.5441074,36.0119035","127.3687727,36.4649194","127.7159716,36.9444047","126.8289905,37.3911812","129.2277365,35.3061079","128.5352066,36.0235827","129.2277365,35.3061079"
"127.1252476,37.469317","127.1681226,35.922273","127.1559124,37.5982079","127.1681226,35.922273","127.6550393,36.2809421","129.227895,35.3067872","126.7914946,35.3109645","128.6452889,35.9351242","128.5439374,36.0121331","127.3684071,36.4652571","127.7144405,36.9446599","126.8290367,37.3911932","129.227895,35.3067872","128.5331365,36.0254325","129.227895,35.3067872"
"127.1252464,37.4693485","127.1680358,35.9223584","127.1554499,37.5990159","127.1680358,35.9223584","127.6560367,36.2807749","129.2279584,35.3070279","126.7921206,35.3118311","128.6449508,35.9352807","128.542949,36.0135075","127.3680495,36.4655235","127.7135851,36.9448021","126.8310358,37.3916335","129.2279584,35.3070279","128.5312617,36.0271165","129.2279584,35.3070279"
"127.1252383,37.4698253","127.1655476,35.924921","127.1550115,37.5997492","127.1655476,35.924921","127.6568448,36.2806215","129.2279716,35.3070764","126.7923563,35.3121814","128.6447867,35.9353571","128.542175,36.0145583","127.3672997,36.4660285","127.7132292,36.9448613","126.8315871,37.3917556","129.2279716,35.3070764","128.5303446,36.0280196","129.2279716,35.3070764"
"127.125253,37.4700471","127.1654741,35.9249993","127.1546041,37.600379","127.1654741,35.9249993","127.6572855,36.280538","129.2280263,35.3072722","126.7925948,35.312576","128.6444421,35.9355181","128.5420627,36.0147125","127.3667411,36.466347","127.7122952,36.9450171","126.8362656,37.3928618","129.2280263,35.3072722","128.5294449,36.0289054","129.2280263,35.3072722"
"127.1253114,37.4703609","127.1654351,35.9250479","127.154425,37.6006579","127.1654351,35.9250479","127.6616298,36.2797217","129.2281936,35.3077945","126.7929779,35.313304","128.6438018,35.9357803","128.5415472,36.0154202","127.3666216,36.4664154","127.7119989,36.9450672","126.8371867,37.3930806","129.2281936,35.3077945","128.5293583,36.0289918","129.2281936,35.3077945"
"127.1253224,37.4704349","127.1652425,35.925252","127.1541244,37.6009914","127.1652425,35.925252","127.662754,36.2795164","129.2285864,35.3088852","126.7932683,35.3140668","128.6433606,35.9359404","128.5406871,36.0165997","127.3660474,36.4666798","127.7117474,36.9451092","126.8377999,37.3932265","129.2285864,35.3088852","128.5287448,36.0296056","129.2285864,35.3088852"
"127.125341,37.4705584","127.1651901,35.9253077","127.1536542,37.6014921","127.1651901,35.9253077","127.6640464,36.2793407","129.2294721,35.3112788","126.7933877,35.3145021","128.6429359,35.9360815","128.5397614,36.0178491","127.365422,36.4669126","127.7114859,36.9451538","126.8385147,37.393399","129.2294721,35.3112788","128.5285938,36.0297764","129.2294721,35.3112788"
"127.1255567,37.4712901","127.1647814,35.925761","127.1533581,37.6018067","127.1647814,35.925761","127.6647745,36.2792675","129.2299037,35.3124338","126.7934933,35.3148886","128.6429094,35.9360899","128.5388185,36.0191492","127.3647206,36.4671705","127.7107245,36.9451912","126.8405105,37.3938284","129.2299037,35.3124338","128.5276995,36.0307334","129.2299037,35.3124338"
"127.1257601,37.4717685","127.1648101,35.9257863","127.1531795,37.6019774","127.1648101,35.9257863","127.6648969,36.2792556","129.2310075,35.3154067","126.7938665,35.3164994","128.6423238,35.9362298","128.5375868,36.0208494","127.364026,36.4673707","127.7101495,36.9451994","126.8417148,37.3940857","129.2310075,35.3154067","128.5273503,36.0311123","129.2310075,35.3154067"
"127.126064,37.4722959","127.1648355,35.9258207","127.1524125,37.6027107","127.1648355,35.9258207","127.6655148,36.2791962","129.2318954,35.317738","126.7945165,35.319301","128.6420123,35.9363049","128.5372615,36.0212624","127.3625039,36.4678098","127.7075572,36.9451166","126.843206,37.3943518","129.2318954,35.317738","128.5267365,36.031791","129.2318954,35.317738"
"127.1264099,37.4727738","127.1648419,35.9258721","127.1519894,37.6030663","127.1648419,35.9258721","127.6663687,36.2791599","129.2322958,35.3188186","126.7945879,35.3195684","128.641373,35.9364056","128.5364744,36.0222582","127.3618249,36.4680056","127.7053344,36.9450375","126.8440669,37.3944801","129.2322958,35.3188186","128.5263492,36.0322244","129.2322958,35.3188186"
"127.1264864,37.4728605","127.164825,35.9259297","127.1514014,37.6035595","127.164825,35.9259297","127.6672996,36.2791667","129.2333222,35.3215068","126.7947651,35.3200662","128.6411483,35.9364303","128.5361998,36.0225644","127.3611895,36.4681879","127.7048818,36.9450211","126.8450293,37.394626","129.2333222,35.3215068","128.526149,36.0324497","129.2333222,35.3215068"
"127.1268599,37.4732646","127.164775,35.9259756","127.1470907,37.607152","127.164775,35.9259756","127.6681993,36.2791744","129.2334312,35.3218199","126.7948709,35.3202995","128.6411085,35.9364352","128.5360423,36.0227388","127.3604323,36.4684367","127.7048245,36.9450203","126.8460131,37.3947793","129.2334312,35.3218199","128.5254367,36.033241","129.2334312,35.3218199"
"127.1269622,37.4733749","127.1647183,35.9259988","127.1458498,37.6081659","127.1647183,35.9259988","127.6684254,36.2791858","129.2335732,35.3221866","126.7951862,35.3208594","128.6406547,35.9364855","128.5352066,36.0235827","127.3592137,36.4689086","127.7042247,36.9449997","126.8504077,37.3954507","129.2335732,35.3221866","128.5250244,36.0337161","129.2335732,35.3221866"
"127.1273147,37.4736915","127.1646607,35.9259978","127.145249,37.6087166","127.1646607,35.9259978","127.6695857,36.2792464","129.2337811,35.3227498","126.795273,35.3209952","128.6406037,35.936486","128.5331365,36.0254325","127.3581792,36.4693698","127.704118,36.9449936","126.8512515,37.3955941","129.2337811,35.3227498","128.5248243,36.0339495","129.2337811,35.3227498"
"127.1274442,37.4738037","127.1646075,35.9259868","127.1447893,37.6091308","127.1646075,35.9259868","127.6696615,36.2792499","129.2340171,35.3232945","126.7953599,35.3211273","128.6404141,35.9364851","128.5312617,36.0271165","127.3560612,36.4703346","127.7036249,36.9449665","126.8533193,37.3959516","129.2340171,35.3232945","128.5245803,36.034222","129.2340171,35.3232945"
"127.1281485,37.4743143","127.1645555,35.9259614","127.1445707,37.6093591","127.1645555,35.9259614","127.670724,36.2793746","129.2342038,35.3236913","126.7955285,35.3213465","128.6399607,35.9364849","128.5303446,36.0280196","127.3555674,36.4705576","127.7028114,36.9448408","126.854964,37.3962355","129.2342038,35.3236913","128.5238494,36.0350415","129.2342038,35.3236913"
"127.1281507,37.4743152","127.1640989,35.9264659","127.1440397,37.6099884","127.1640989,35.9264659","127.6722621,36.2795581","129.2346578,35.3246025","126.795777,35.3216131","128.639852,35.9364814","128.5294449,36.0289054","127.354276,36.4711006","127.7023675,36.944719","126.8551276,37.3962634","129.2346578,35.3246025","128.5214892,36.0376716","129.2346578,35.3246025"
"127.1285882,37.4745933","127.1636248,35.9269163","127.1435541,37.6106008","127.1636248,35.9269163","127.6727555,36.2796043","129.2349915,35.3252387","126.7966191,35.3224556","128.639334,35.936462","128.5293583,36.0289918","127.3534562,36.4714106","127.7021742,36.9446661","126.8556743,37.396279","129.2349915,35.3252387","128.5209494,36.0382513","129.2349915,35.3252387"
"127.1286175,37.4746123","127.1629626,35.9275303","127.1431898,37.6111982","127.1629626,35.9275303","127.6732366,36.2796496","129.235234,35.3256193","126.7970632,35.3228766","128.6385599,35.936362","128.5287448,36.0296056","127.3526608,36.4717116","127.7017616,36.9445163","126.8561623,37.396288","129.235234,35.3256193","128.5201995,36.0390583","129.235234,35.3256193"
"127.1289737,37.4748451","127.1628491,35.9276408","127.1426151,37.6124412","127.1628491,35.9276408","127.6745998,36.2797999","129.2356372,35.3262663","126.7970675,35.3228811","128.6377476,35.9362273","128.5285938,36.0297764","127.3511642,36.4721966","127.7017537,36.9445127","126.856447,37.3962823","129.2356372,35.3262663","128.5196374,36.0397158","129.2356372,35.3262663"
"127.1296332,37.4752753","127.1627077,35.9277766","127.1424498,37.6128995","127.1627077,35.9277766","127.6749496,36.2798409","129.2357306,35.3264164","126.7977191,35.3234872","128.6377076,35.9362205","128.5276995,36.0307334","127.3496229,36.4726319","127.7013996,36.9443663","126.8568203,37.3962285","129.2357306,35.3264164","128.5189868,36.0403993","129.2357306,35.3264164"
"127.129977,37.475499","127.1624294,35.9280544","127.1419365,37.6147916","127.1624294,35.9280544","127.6771616,36.2801243","129.2358657,35.3266119","126.7996693,35.3253208","128.6374209,35.93617","128.5273503,36.0311123","127.3487719,36.4728553","127.7011893,36.9442657","126.8570173,37.3961791","129.2358657,35.3266119","128.5186488,36.0407826","129.2358657,35.3266119"
"127.1311067,37.4762353","127.1616102,35.9288437","127.1418224,37.6151798","127.1616102,35.9288437","127.6773988,36.2801537","129.2363819,35.327341","126.8007116,35.3263052","128.6368996,35.9360794","128.5267365,36.031791","127.3476507,36.4731126","127.7011241,36.9442289","126.8573993,37.3960252","129.2363819,35.327341","128.5182243,36.0412658","129.2363819,35.327341"
"127.1316715,37.476604","127.1608844,35.9295422","127.1416839,37.6157237","127.1608844,35.9295422","127.6779869,36.280225","129.2364531,35.3274293","126.8013916,35.3269385","128.6366863,35.9360444","128.5263492,36.0322244","127.3472833,36.4731933","127.7009812,36.9441462","126.8577037,37.3958376","129.2364531,35.3274293","128.5181313,36.041373","129.2364531,35.3274293"
"127.1318597,37.4767262","127.1607119,35.9297076","127.1416248,37.6159832","127.1607119,35.9297076","127.6786619,36.2803078","129.2366229,35.3276558","126.8026008,35.328077","128.6361364,35.9359613","128.526149,36.0324497","127.3453738,36.4735487","127.700664,36.9439583","126.8581091,37.3954684","129.2366229,35.3276558","128.517836,36.0417154","129.2366229,35.3276558"
"127.1324391,37.4771391","127.1605104,35.9299108","127.141537,37.6163416","127.1605104,35.9299108","127.6802746,36.2804992","129.2366727,35.32772","126.8038364,35.3292347","128.6358765,35.9359286","128.5254367,36.033241","127.3436968,36.4737593","127.7003827,36.9437587","126.8584461,37.3950313","129.2366727,35.32772","128.5176493,36.0419586","129.2366727,35.32772"
"127.1326814,37.4773111","127.1600495,35.9303747","127.1414489,37.6167578","127.1600495,35.9303747","127.6818997,36.2806996","129.2371171,35.3282843","126.8039488,35.3293417","128.6353584,35.9358992","128.5250244,36.0337161","127.3416124,36.4739504","127.7003737,36.9437515","126.858524,37.3948956","129.2371171,35.3282843","128.5174141,36.0423158","129.2371171,35.3282843"
"127.1333447,37.4778819","127.1597618,35.9307499","127.1413934,37.6169784","127.1597618,35.9307499","127.6830614,36.2808412","129.2379632,35.3292648","126.8041573,35.3295314","128.6351543,35.9358957","128.5248243,36.0339495","127.3368464,36.4742964","127.700197,36.9436121","126.8586905,37.394718","129.2379632,35.3292648","128.5173445,36.0424255","129.2379632,35.3292648"
"127.1338748,37.4784298","127.1597083,35.9308227","127.1408621,37.6190833","127.1597083,35.9308227","127.6844991,36.2808994","129.2392239,35.3306991","126.8046625,35.3300302","128.6347,35.9359072","128.5245803,36.034222","127.3356529,36.4743868","127.7000091,36.9434618","126.8587487,37.3946453","129.2392239,35.3306991","128.5170526,36.0429491","129.2392239,35.3306991"
"127.1341636,37.4788011","127.1595745,35.9310081","127.1408459,37.6191454","127.1595745,35.9310081","127.6856115,36.2809166","129.2400843,35.3316793","126.8052684,35.3305891","128.634069,35.9359718","128.5238494,36.0350415","127.335222,36.4744195","127.699776,36.9432351","126.8589096,37.3944623","129.2400843,35.3316793","128.5168496,36.0433898","129.2400843,35.3316793"
"127.1342255,37.4788806","127.1588952,35.9319844","127.1405142,37.6204901","127.1588952,35.9319844","127.6860435,36.2808889","129.2402658,35.3318849","126.805371,35.3306781","128.6334179,35.9361006","128.5214892,36.0376716","127.3305139,36.4747762","127.6995609,36.9429929","126.8590133,37.3943592","129.2402658,35.3318849","128.5167532,36.043662","129.2402658,35.3318849"
"127.1347643,37.4797025","127.1587747,35.9321581","127.1401874,37.6220079","127.1587747,35.9321581","127.6868874,36.2808344","129.2409409,35.3326839","126.8072856,35.3324789","128.633038,35.9362015","128.5209494,36.0382513","127.3296821,36.4748652","127.6993851,36.9427697","126.85933,37.3940518","129.2409409,35.3326839","128.5166726,36.0439584","129.2409409,35.3326839"
"127.1349928,37.480172","127.1587323,35.9322183","127.1398724,37.6233995","127.1587323,35.9322183","127.6878169,36.2807383","129.2415324,35.3333326","126.8081464,35.3333332","128.6324915,35.936359","128.5201995,36.0390583","127.3291673,36.4749321","127.6991957,36.9424995","126.8596984,37.3937734","129.2415324,35.3333326","128.5165695,36.0444849","129.2415324,35.3333326"
"127.1352052,37.4806945","127.1582003,35.9329598","127.1392854,37.62599","127.1582003,35.9329598","127.6884614,36.280648","129.2434397,35.3355175","126.8082413,35.3334392","128.631062,35.9367845","128.5196374,36.0397158","127.3285744,36.4750097","127.6990682,36.9422762","126.8601205,37.3935549","129.2434397,35.3355175","128.5164842,36.0451897","129.2434397,35.3355175"
"127.1354337,37.481602","127.1581557,35.9330263","127.1391243,37.6267159","127.1581557,35.9330263","127.6889478,36.280567","129.2458836,35.3383447","126.8086554,35.333906","128.6253988,35.9384705","128.5189868,36.0403993","127.3271093,36.4752627","127.6989599,36.9420573","126.8602282,37.3935068","129.2458836,35.3383447","128.5164908,36.0455268","129.2458836,35.3383447"
"127.1354658,37.4817589","127.1576871,35.9337328","127.1387948,37.6276019","127.1580307,35.9332153","127.6897257,36.2804098","129.247185,35.3400731","126.808993,35.3343218","128.6249992,35.9385896","128.5186488,36.0407826","127.3266269,36.4753512","127.6988503,36.9418222","126.8606328,37.3933521","129.247185,35.3400731","128.5165095,36.0457737","129.247185,35.3400731"
"127.1355453,37.4821531","127.1571193,35.9345489","127.1387868,37.6276244",,"127.690005,36.2803345","129.2473655,35.3403292","126.8094173,35.3348913","128.6246338,35.9386985","128.5182243,36.0412658","127.3257234,36.4755455","127.6987428,36.9415042","126.8607167,37.393321","129.2473655,35.3403292","128.516558,36.0461844","129.2473655,35.3403292"
"127.1357677,37.4834012","127.1569441,35.9348008","127.1383873,37.6284325",,"127.6920602,36.2797209","129.2479803,35.3411885","126.80974,35.3353738","128.6231798,35.9391304","128.5181313,36.041373","127.3233431,36.4762038","127.6982754,36.9401041","126.8610171,37.3932001","129.2479803,35.3411885","128.5166729,36.0466531","129.2479803,35.3411885"
"127.1358412,37.4838675","127.1569196,35.934835","127.1380742,37.6289742",,"127.6924385,36.279604","129.2484029,35.3418541","126.8097834,35.3354417","128.6227603,35.9392552","128.517836,36.0417154","127.320698,36.4769733","127.698169,36.9397843","126.8614382,37.3931041","129.2484029,35.3418541","128.5166868,36.0467035","129.2484029,35.3418541"
"127.1358456,37.4838981","127.1568069,35.9350033","127.1372742,37.6301164",,"127.6931995,36.2793575","129.2487717,35.3424771","126.8098855,35.3356036","128.6219352,35.9394648","128.5176493,36.0419586","127.3201094,36.4771167","127.6980852,36.9395149","126.8616994,37.3930704","129.2487717,35.3424771","128.5167464,36.0469293","129.2487717,35.3424771"
"127.1358654,37.4840181","127.1567154,35.9351383","127.1366186,37.6309274",,"127.6932061,36.2793548","129.2492885,35.343327","126.8102492,35.3361747","128.6217749,35.9395006","128.5174141,36.0423158","127.319313,36.4773111","127.6980558,36.9394347","126.8621135,37.3929978","129.2492885,35.343327","128.5169152,36.0473669","129.2492885,35.343327"
"127.1362911,37.4865035","127.1561954,35.9359158","127.1365867,37.6309661",,"127.6967986,36.2781914","129.249479,35.343693","126.8102741,35.3362271","128.6213304,35.9395796","128.5173445,36.0424255","127.3190841,36.4773486","127.6980173,36.9393176","126.8629463,37.3929824","129.249479,35.343693","128.5169244,36.0473902","129.249479,35.343693"
"127.1365661,37.4878673","127.1561117,35.9360409","127.1362618,37.6313581",,"127.6972381,36.2780491","129.2499991,35.3446961","126.8106393,35.3370154","128.6207482,35.9396481","128.5170526,36.0429491","127.318997,36.4773629","127.6978158,36.9387058","126.8633386,37.3929431","129.2499991,35.3446961","128.5171257,36.047769","129.2499991,35.3446961"
"127.1368272,37.4888478","127.1560894,35.9360733","127.1360497,37.6316161",,"127.6976865,36.2779023","129.2500888,35.3448778","126.8107527,35.337274","128.6205178,35.9396647","128.5168496,36.0433898","127.3189311,36.4773745","127.6976008,36.9380563","126.8636282,37.3928915","129.2500888,35.3448778","128.5172145,36.047935","129.2500888,35.3448778"
"127.1368283,37.4888523","127.1562255,35.9361422","127.1352743,37.6325745",,"127.6991873,36.2774328","129.2503817,35.3454965","126.8116477,35.3393015","128.6202664,35.9396824","128.5167532,36.043662","127.3188194,36.4773933","127.6974909,36.9376895","126.8639896,37.3927726","129.2503817,35.3454965","128.5172577,36.0480158","129.2503817,35.3454965"
"127.1368551,37.4889272","127.1570319,35.9365511","127.1350118,37.6329496",,"127.7005124,36.2770411","129.2506544,35.3460507","126.8119511,35.3399912","128.6196259,35.9397019","128.5166726,36.0439584","127.3185949,36.477429","127.697407,36.9373697","126.8642722,37.3926182","129.2506544,35.3460507","128.5172622,36.0480248","129.2506544,35.3460507"
