0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"127.1228203,37.4403663","128.5825124,35.2455662","128.5825124,35.2455662","128.524732,35.8497476","128.8473187,35.9257331","127.5943372,34.8462678","128.4728328,35.8984609","127.3793307,36.3527655","128.5437748,35.2389827","126.7576999,37.4632324","128.5221072,35.8499836","128.5221072,35.8499836","128.524732,35.8497476","126.4330728,34.8095437","126.7854121,37.3375405","126.7681028,37.4211229","128.5221072,35.8499836"
"127.1228559,37.440489","128.5828481,35.2456029","128.5828481,35.2456029","128.5248234,35.8497071","128.8473789,35.9257577","127.5939818,34.8472952","128.4731675,35.8991893","127.3794115,36.3531244","128.5421853,35.2393796","126.7584875,37.4629498","128.5220959,35.8500495","128.5220959,35.8500495","128.5248234,35.8497071","126.4331687,34.8094868","126.7855865,37.3376083","126.7685393,37.4215564","128.5220959,35.8500495"
"127.1229992,37.4409825","128.5832446,35.2456679","128.5832446,35.2456679","128.5249158,35.8496558","128.8483998,35.9261492","127.5935372,34.8487492","128.4733897,35.8995941","127.3794343,36.3534751","128.5420023,35.2394281","126.7609747,37.4621912","128.5220679,35.8502832","128.5220679,35.8502832","128.5249158,35.8496558","126.4333241,34.8093908","126.7860585,37.3378274","126.7688069,37.4218222","128.5220679,35.8502832"
"127.1249997,37.4458148","128.5835333,35.2457239","128.5835333,35.2457239","128.5250583,35.8495428","128.8492155,35.9264736","127.5929693,34.8505306","128.4734758,35.8997494","127.3794353,36.353586","128.5414393,35.2395772","126.7611936,37.462124","128.5220483,35.85091","128.5220483,35.85091","128.5250583,35.8495428","126.4337117,34.8091724","126.7864134,37.3380216","126.7698974,37.4228799","128.5220483,35.85091"
"127.1250456,37.4459096","128.5838531,35.2457995","128.5838531,35.2457995","128.5250814,35.8494471","128.8500244,35.9267827","127.5926881,34.8514317","128.4737166,35.9001442","127.3794361,36.3537546","128.5409741,35.2397219","126.7634675,37.4614334","128.5220645,35.8512281","128.5220645,35.8512281","128.5250814,35.8494471","126.4344621,34.8087145","126.7867701,37.3382662","126.7705811,37.4235764","128.5220645,35.8512281"
"127.1254582,37.4468294","128.5842194,35.245908","128.5842194,35.245908","128.5250909,35.8493235","128.8504094,35.9269344","127.5923578,34.8524518","128.4739242,35.9004454","127.379439,36.3540702","128.5402497,35.2399661","126.7638656,37.4613124","128.5221243,35.8518326","128.5221243,35.8518326","128.5250909,35.8493235","126.4346869,34.8085777","126.7870333,37.3384904","126.7709089,37.4239245","128.5221243,35.8518326"
"127.1257404,37.4475874","128.5847649,35.2460979","128.5847649,35.2460979","128.5250548,35.8491858","128.8510041,35.9271684","127.5919673,34.8534855","128.4742668,35.9009123","127.3794386,36.3543271","128.5393531,35.2403282","126.7672396,37.460286","128.5221545,35.8520243","128.5221545,35.8520243","128.5250548,35.8491858","126.4350297,34.8083597","126.7873073,37.3387652","126.77125,37.4242944","128.5221545,35.8520243"
"127.1259623,37.4484354","128.5852601,35.2463071","128.5852601,35.2463071","128.5249959,35.8490799","128.8520114,35.9276078","127.5915067,34.8544706","128.4746289,35.9013421","127.3794385,36.3543713","128.539011,35.2404754","126.7686924,37.4598398","128.5223157,35.8525946","128.5223157,35.8525946","128.5249959,35.8490799","126.4353771,34.8081229","126.7879464,37.3394658","126.7713975,37.4244665","128.5223157,35.8525946"
"127.1259767,37.4484923","128.5860628,35.2467408","128.5860628,35.2467408","128.52497,35.8490477","128.8526239,35.9279083","127.5909957,34.8553214","128.4749445,35.9016903","127.3794487,36.3549979","128.5380462,35.2409192","126.7714231,37.4590193","128.5229094,35.8542367","128.5229094,35.8542367","128.52497,35.8490477","126.435699,34.8077497","126.7879732,37.3394957","126.7714411,37.4245209","128.5229094,35.8542367"
"127.1260146,37.4488394","128.5862101,35.2468315","128.5862101,35.2468315","128.524428,35.8484915","128.854174,35.9287166","127.590099,34.8566612","128.4753284,35.9020884","127.3794497,36.3550745","128.5378473,35.2410101","126.772512,37.4587808","128.5231872,35.8549997","128.5231872,35.8549997","128.524428,35.8484915","126.435816,34.8075749","126.7881743,37.3397159","126.7715047,37.4246006","128.5231872,35.8549997"
"127.1260254,37.4489377","128.586998,35.2473122","128.586998,35.2473122","128.5243584,35.8484245","128.8547121,35.9290081","127.5894938,34.8574101","128.4756673,35.9024372","127.3794588,36.3556867","128.5376364,35.2411075","126.7731191,37.4586755","128.5243656,35.8581957","128.5243656,35.8581957","128.5243584,35.8484245","126.4359164,34.8074207","126.7889915,37.3406871","126.771633,37.4247781","128.5243656,35.8581957"
"127.1260663,37.4493597","128.5874846,35.2476153","128.5874846,35.2476153","128.523895,35.848121","128.8549993,35.929141","127.5886906,34.858206","128.4762922,35.9029713","127.3794619,36.3558579","128.5372125,35.2412996","126.773881,37.4585756","128.5250324,35.8600085","128.5250324,35.8600085","128.523895,35.848121","126.4359744,34.8073328","126.7891998,37.3409885","126.7716653,37.4248296","128.5250324,35.8600085"
"127.1260828,37.4501187","128.5875123,35.2476331","128.5875123,35.2476331","128.5236154,35.8479936","128.8555369,35.9293999","127.5885059,34.8583883","128.4765305,35.9031578","127.3794605,36.3560058","128.536937,35.2414165","126.7743426,37.4585478","128.525223,35.8605279","128.525223,35.8605279","128.5236154,35.8479936","126.4360245,34.8072575","126.7892621,37.3410863","126.7723018,37.4258566","128.525223,35.8605279"
"127.1260477,37.4519483","128.5878558,35.2478419","128.5878558,35.2478419","128.5234421,35.8479527","128.8556754,35.9294606","127.5879769,34.858817","128.4771187,35.9035903","127.3794576,36.3564926","128.5365337,35.2415967","126.7743483,37.4585479","128.5254248,35.8610663","128.5254248,35.8610663","128.5234421,35.8479527","126.4361072,34.807123","126.7893816,37.3413466","126.7723563,37.4259507","128.5254248,35.8610663"
"127.126026,37.4531399","128.5879633,35.2479067","128.5879633,35.2479067","128.5232827,35.8479523","128.8557993,35.929516","127.5869209,34.8596095","128.4776071,35.9039235","127.3794561,36.3567108","128.535975,35.2418214","126.775328,37.458489","128.525932,35.8625225","128.525932,35.8625225","128.5232827,35.8479523","126.4362132,34.8069562","126.7894227,37.3415325","126.7724291,37.4260124","128.525932,35.8625225"
"127.1259384,37.4539184","128.5883356,35.2481306","128.5883356,35.2481306","128.5231213,35.8479789","128.8563342,35.9297434","127.586383,34.8599472","128.4785021,35.9044355","127.3794548,36.3568379","128.5354246,35.2420137","126.7760249,37.4584554","128.5262149,35.8631539","128.5262149,35.8631539","128.5231213,35.8479789","126.4367109,34.806167","126.7894893,37.3418898","126.7726155,37.4262533","128.5262149,35.8631539"
"127.1258236,37.4549456","128.5893351,35.2487347","128.5893351,35.2487347","128.5230111,35.8480168","128.8563867,35.9297663","127.5852186,34.860673","128.478908,35.9046404","127.3794505,36.3574537","128.5349165,35.2421596","126.7777001,37.4583827","128.5264592,35.863553","128.5264592,35.863553","128.5230111,35.8480168","126.4373492,34.8051582","126.7894755,37.3434816","126.7727762,37.4264715","128.5264592,35.863553"
"127.1255965,37.4565006","128.5898792,35.2490634","128.5898792,35.2490634","128.5229055,35.8480772","128.857012,35.9300333","127.5837328,34.8615965","128.4797238,35.9050169","127.3794515,36.3575267","128.5340213,35.2424648","126.7801224,37.458228","128.5268388,35.864042","128.5268388,35.864042","128.5229055,35.8480772","126.4375865,34.8048077","126.789499,37.3436223","126.7733838,37.427565","128.5268388,35.864042"
"127.1254878,37.4574377","128.5899146,35.2490848","128.5899146,35.2490848","128.5227678,35.8482136","128.8575996,35.9302998","127.5821529,34.8626121","128.4801315,35.9051858","127.3794503,36.3575718","128.5329005,35.242826","126.7818105,37.4581184","128.527317,35.8645338","128.527317,35.8645338","128.5227678,35.8482136","126.4378736,34.8044179","126.7895808,37.3438094","126.7734127,37.4276202","128.527317,35.8645338"
"127.1254077,37.4594592","128.5903635,35.2493584","128.5903635,35.2493584","128.5227214,35.8483113","128.8586146,35.9307364","127.5812859,34.8631718","128.4803587,35.9052795","127.3794502,36.3576132","128.5326302,35.2429194","126.7824694,37.4580305","128.5273529,35.8645713","128.5273529,35.8645713","128.5227214,35.8483113","126.4379214,34.8043561","126.7897704,37.3440539","126.7734238,37.427641","128.5273529,35.8645713"
"127.1254123,37.4598847","128.5905485,35.2494686","128.5905485,35.2494686","128.5225672,35.8486336","128.8597123,35.9312081","127.5796055,34.8643217","128.4809219,35.9054805","127.3794499,36.357844","128.5320765,35.243109","126.7830976,37.4579649","128.5285738,35.8657104","128.5285738,35.8657104","128.5225672,35.8486336","126.4388003,34.8034179","126.7899821,37.3442346","126.7736468,37.4280687","128.5285738,35.8657104"
"127.1254146,37.4601118","128.5914239,35.2499999","128.5914239,35.2499999","128.5224987,35.8488199","128.8603489,35.931483","127.5784114,34.8650719","128.481556,35.90568","127.3794498,36.3578747","128.5310445,35.2434622","126.7842961,37.4578397","128.5295996,35.866669","128.5295996,35.866669","128.5224987,35.8488199","126.4389177,34.8032981","126.790925,37.3446945","126.7737312,37.4282296","128.5295996,35.866669"
"127.125417,37.4603128","128.5917498,35.2501998","128.5917498,35.2501998","128.5222758,35.849223","128.8606748,35.9316164","127.5742978,34.8676562","128.4822855,35.9058778","127.3790876,36.3578752","128.5306494,35.2435909","126.7844693,37.4578218","128.5298626,35.8669579","128.5298626,35.8669579","128.5222758,35.849223","126.4390606,34.8031524","126.7921124,37.3453245","126.7737589,37.4282848","128.5298626,35.8669579"
"127.1254488,37.4607321","128.591834,35.2502495","128.591834,35.2502495","128.5222652,35.8492619","128.8608367,35.931683","127.5734974,34.8681978","128.4830066,35.9060323","127.3783475,36.3578718","128.5302776,35.2437419","126.7852739,37.4577491","128.5301916,35.867387","128.5301916,35.867387","128.5222652,35.8492619","126.4391215,34.8030907","126.7921506,37.3453454","126.7738525,37.4284233","128.5301916,35.867387"
"127.1256279,37.4629139","128.5929278,35.2509177","128.5929278,35.2509177","128.5221628,35.8496531","128.8608546,35.9316901","127.5726292,34.8687384","128.4837152,35.9061609","127.3781625,36.357868","128.5297866,35.2439409","126.79009,37.4573455","128.5306534,35.8681529","128.5306534,35.8681529","128.5221628,35.8496531","126.439446,34.8026805","126.7921843,37.3453646","126.7739365,37.4285004","128.5306534,35.8681529"
"127.1257437,37.4644124","128.5931525,35.2510338","128.5931525,35.2510338","128.5221072,35.8499836","128.8612708,35.9318521","127.5720507,34.8691482","128.4847412,35.9063283","127.3780477,36.3578678","128.5294304,35.2441035","126.7903129,37.4573261","128.530984,35.8689615","128.530984,35.8689615","128.5221072,35.8499836","126.439466,34.8026536","126.7938646,37.3462886","126.7740128,37.4285586","128.530984,35.8689615"
"127.1257755,37.4655049","128.5936716,35.2513023","128.5936716,35.2513023","128.5220959,35.8500495","128.861912,35.9320747","127.5714647,34.8695769","128.4865125,35.9066311","127.3774659,36.3578781","128.5290742,35.2442742","126.7904883,37.4573137","128.5311107,35.8695068","128.5311107,35.8695068","128.5220959,35.8500495","126.4394894,34.8026241","126.7943375,37.3465492","126.7741556,37.4286388","128.5311107,35.8695068"
"127.1257432,37.4661015","128.5938563,35.2513863","128.5938563,35.2513863","128.5220679,35.8502832","128.8623491,35.9322248","127.5711596,34.869816","128.4868079,35.9066791","127.3766322,36.3578736","128.5287727,35.2444174","126.792424,37.4570693","128.5311447,35.8696525","128.5311447,35.8696525","128.5220679,35.8502832","126.4396097,34.8024448","126.7944864,37.3466826","126.7742919,37.4286838","128.5311447,35.8696525"
"127.1256982,37.4665025","128.5939824,35.2514419","128.5939824,35.2514419","128.5220483,35.85091","128.8633242,35.9325248","127.5707212,34.8701589","128.4877862,35.9068406","127.3761116,36.3578731","128.5283446,35.2446393","126.7938161,37.4568072","128.531613,35.8729672","128.531613,35.8729672","128.5220483,35.85091","126.4396643,34.8023668","126.794742,37.3467508","126.77454,37.4287412","128.531613,35.8729672"
"127.1256244,37.4670224","128.5941781,35.2515285","128.5941781,35.2515285","128.5220645,35.8512281","128.8633576,35.9325352","127.5702619,34.8705488","128.4883081,35.9069273","127.3758576,36.3578277","128.5282246,35.2447079","126.7940619,37.4567582","128.5317311,35.8738731","128.5317311,35.8738731","128.5220645,35.8512281","126.4399512,34.8018995","126.7949303,37.3467826","126.7763729,37.428784","128.5317311,35.8738731"
"127.1255799,37.4673287","128.5942367,35.2515523","128.5942367,35.2515523","128.5221243,35.8518326","128.8639617,35.9327249","127.5692943,34.8714051","128.4889355,35.9070313","127.3758464,36.3578277","128.5272668,35.2452778","126.7949052,37.4565379","128.5318177,35.8744909","128.5318177,35.8744909","128.5221243,35.8518326","126.4404754,34.8010042","126.7951886,37.3468076","126.7785499,37.4288829","128.5318177,35.8744909"
"127.1255437,37.4675494","128.5948599,35.2517947","128.5948599,35.2517947","128.5221545,35.8520243","128.8655719,35.933215","127.5681169,34.8725618","128.4906079,35.9073042","127.3749993,36.3578413","128.5264966,35.2457352","126.7955119,37.4563495","128.5318899,35.8751033","128.5318899,35.8751033","128.5221545,35.8520243","126.4410339,34.7999811","126.7953422,37.346804","126.7789994,37.4289163","128.5318899,35.8751033"
"127.1253502,37.4687071","128.5951625,35.2519028","128.5951625,35.2519028","128.5223157,35.8525946","128.8666248,35.9335249","127.5679726,34.872708","128.492449,35.9076072","127.3747307,36.3578401","128.5241873,35.2471244","126.7960553,37.4561545","128.5319033,35.8754503","128.5319033,35.8754503","128.5223157,35.8525946","126.4412724,34.799544","126.7955467,37.3467845","126.7792115,37.4289581","128.5319033,35.8754503"
"127.1252476,37.469317","128.5956121,35.2520701","128.5956121,35.2520701","128.5229094,35.8542367","128.8677625,35.9338662","127.5676227,34.8730599","128.4929454,35.907687","127.3746036,36.3578408","128.5239908,35.2472378","126.7961619,37.4561163","128.5318797,35.8758553","128.5318797,35.8758553","128.5229094,35.8542367","126.4413865,34.7993412","126.7959965,37.3467394","126.7794965,37.4290572","128.5318797,35.8758553"
"127.1252464,37.4693485","128.5960229,35.2522142","128.5960229,35.2522142","128.5231872,35.8549997","128.8685746,35.9340995","127.5675451,34.8731384","128.4942247,35.9079009","127.3744866,36.3578398","128.5238545,35.2473174","126.7970053,37.4557698","128.5317507,35.876501","128.5317507,35.876501","128.5231872,35.8549997","126.4423617,34.7976166","126.7972194,37.3466033","126.7797125,37.4291658","128.5317507,35.876501"
"127.1252383,37.4698253","128.5960495,35.2522266","128.5960495,35.2522266","128.5243656,35.8581957","128.8697737,35.934469","127.5674401,34.8732448","128.4958827,35.9081747","127.3744175,36.3578406","128.5230866,35.247791","126.7970745,37.4557414","128.5315566,35.8772483","128.5315566,35.8772483","128.5243656,35.8581957","126.4449499,34.7930078","126.7976993,37.3465972","126.7798745,37.4292488","128.5315566,35.8772483"
"127.125253,37.4700471","128.59639,35.2523741","128.59639,35.2523741","128.5250324,35.8600085","128.8698729,35.9344994","127.5672805,34.873409","128.4963036,35.9082506","127.3743941,36.3578406","128.5223745,35.2482415","126.7976196,37.4554905","128.5314393,35.8775982","128.5314393,35.8775982","128.5250324,35.8600085","126.4451615,34.7926165","126.7980309,37.3466325","126.7800284,37.4293471","128.5314393,35.8775982"
"127.1253114,37.4703609","128.5965239,35.2524369","128.5965239,35.2524369","128.525223,35.8605279","128.87001,35.934542","127.5665808,34.8741263","128.4971445,35.9084086","127.3743116,36.3578414","128.521809,35.2486331","126.7979625,37.4553329","128.5312891,35.8778934","128.5312891,35.8778934","128.525223,35.8605279","126.4452241,34.7925079","126.7983387,37.3466767","126.780411,37.4295189","128.5312891,35.8778934"
"127.1253224,37.4704349","128.5965847,35.2524652","128.5965847,35.2524652","128.5254248,35.8610663","128.8700523,35.934555","127.5657554,34.8749663","128.4982866,35.9086326","127.3741567,36.3578449","128.521673,35.248746","126.7987285,37.4549148","128.5311474,35.8781525","128.5311474,35.8781525","128.5254248,35.8610663","126.4480808,34.7874695","126.7987606,37.3468315","126.7807998,37.4297583","128.5311474,35.8781525"
"127.125341,37.4705584","128.5969702,35.2526889","128.5969702,35.2526889","128.525932,35.8625225","128.8701281,35.9345794","127.5640563,34.8766941","128.4991558,35.9088381","127.3741556,36.3578449","128.521487,35.2489","126.7993687,37.4545211","128.5311343,35.8781724","128.5311343,35.8781724","128.525932,35.8625225","126.4485303,34.7866762","126.7990582,37.3470072","126.7812489,37.4299494","128.5311343,35.8781724"
"127.1255567,37.4712901","128.5973097,35.2529185","128.5973097,35.2529185","128.5262149,35.8631539","128.870146,35.9345855","127.5631302,34.8776387","128.4999998,35.9090655","127.373965,36.3578474","128.5213345,35.2490113","126.7999203,37.454171","128.5310454,35.8783156","128.5310454,35.8783156","128.5262149,35.8631539","126.4485739,34.7866","126.7992479,37.3471192","126.7816997,37.430091","128.5310454,35.8783156"
"127.1257601,37.4717685","128.5976517,35.2531786","128.5976517,35.2531786","128.5264592,35.863553","128.8702051,35.9346056","127.5626437,34.8781304","128.5013393,35.9094817","127.3725751,36.3578576","128.5211615,35.2491534","126.8006994,37.4535582","128.5308989,35.8785522","128.5308989,35.8785522","128.5264592,35.863553","126.4488187,34.7861675","126.7994182,37.3472672","126.7822618,37.4301746","128.5308989,35.8785522"
"127.126064,37.4722959","128.5976718,35.2531974","128.5976718,35.2531974","128.5268388,35.864042","128.8704413,35.9346786","127.5619526,34.8788288","128.5016298,35.9095793","127.3716243,36.3578665","128.5209115,35.2493728","126.8009706,37.4533299","128.530625,35.8789639","128.530625,35.8789639","128.5268388,35.864042","126.4489619,34.7859081","126.7997027,37.3475131","126.7827237,37.4302108","128.530625,35.8789639"
"127.1264099,37.4727738","128.5978633,35.2533796","128.5978633,35.2533796","128.527317,35.8645338","128.8706052,35.9347308","127.5617678,34.8790354","128.5022986,35.9098028","127.3713122,36.3578662","128.5205935,35.2497001","126.8014197,37.4529351","128.5304583,35.8792646","128.5304583,35.8792646","128.527317,35.8645338","126.450712,34.7827825","126.7998868,37.3477422","126.783167,37.4301882","128.5304583,35.8792646"
"127.1264864,37.4728605","128.5978778,35.2533939","128.5978778,35.2533939","128.5273529,35.8645713","128.8712116,35.9349249","127.5614027,34.8794377","128.5024189,35.9098459","127.3710893,36.357866","128.5203159,35.25","126.8014871,37.4528661","128.5303625,35.8794746","128.5303625,35.8794746","128.5273529,35.8645713","126.4510128,34.7822459","126.8000369,37.3479991","126.7846873,37.4299378","128.5303625,35.8794746"
"127.1268599,37.4732646","128.5979916,35.2535173","128.5979916,35.2535173","128.5285738,35.8657104","128.8717288,35.9350885","127.5613075,34.8795559","128.5030245,35.9100627","127.3708664,36.3578666","128.5200636,35.250306","126.8019656,37.4523461","128.5300425,35.8800895","128.5300425,35.8800895","128.5285738,35.8657104","126.4514869,34.7813996","126.8002615,37.3484908","126.7849692,37.4298909","128.5300425,35.8800895"
"127.1269622,37.4733749","128.5983216,35.2538659","128.5983216,35.2538659","128.5295996,35.866669","128.8720163,35.9351763","127.5610244,34.8798744","128.5032137,35.9101305","127.3708619,36.3578666","128.5198756,35.2505636","126.8029216,37.4513062","128.5297951,35.8804892","128.5297951,35.8804892","128.5295996,35.866669","126.4515173,34.7808931","126.8004741,37.3490662","126.7859484,37.42973","128.5297951,35.8804892"
"127.1273147,37.4736915","128.5988621,35.2544083","128.5988621,35.2544083","128.5298626,35.8669579","128.8727496,35.9353996","127.5605401,34.8805068","128.5038486,35.9103812","127.3689994,36.3578664","128.5197827,35.250697","126.8032037,37.4509996","128.5297222,35.8805935","128.5297222,35.8805935","128.5298626,35.8669579","126.4515186,34.7807038","126.8008777,37.3497356","126.7865375,37.4297047","128.5297222,35.8805935"
"127.1274442,37.4738037","128.599089,35.2546082","128.599089,35.2546082","128.5301916,35.867387","128.8729067,35.9354456","127.5602416,34.8809271","128.5046363,35.91071","127.3688601,36.3578653","128.5195354,35.2510489","126.8032299,37.4509736","128.5288227,35.8817084","128.5288227,35.8817084","128.5301916,35.867387","126.4515092,34.7805883","126.801044,37.349943","126.7887372,37.4293331","128.5288227,35.8817084"
"127.1281485,37.4743143","128.5993798,35.2548157","128.5993798,35.2548157","128.5306534,35.8681529","128.8735117,35.9356244","127.5598514,34.8815333","128.5053617,35.9110231","127.36882,36.3578662","128.5193136,35.2514159","126.8032562,37.4509467","128.5282562,35.882191","128.5282562,35.882191","128.5306534,35.8681529","126.4514965,34.7804691","126.8012408,37.3501515","126.7908122,37.4289832","128.5282562,35.882191"
"127.1281507,37.4743152","128.5995218,35.2549109","128.5995218,35.2549109","128.530984,35.8689615","128.8736621,35.9356695","127.5593837,34.8823803","128.5061748,35.9114337","127.3687386,36.3578661","128.5185311,35.2530058","126.803569,37.4506259","128.5277981,35.8828342","128.5277981,35.8828342","128.530984,35.8689615","126.4514926,34.7804303","126.8013866,37.3502578","126.791695,37.428856","128.5277981,35.8828342"
"127.1285882,37.4745933","128.5997071,35.2550381","128.5997071,35.2550381","128.5311107,35.8695068","128.8736833,35.9356756","127.5587193,34.8837973","128.5068531,35.911786","127.3686717,36.3578669","128.5183312,35.2534601","126.8051879,37.4490382","128.527562,35.8831662","128.527562,35.8831662","128.5311107,35.8695068","126.4514797,34.7803265","126.8017615,37.3504908","126.7920289,37.4288076","128.527562,35.8831662"
"127.1286175,37.4746123","128.600065,35.2552495","128.600065,35.2552495","128.5311447,35.8696525","128.8749994,35.9360743","127.558326,34.8846478","128.507546,35.9121561","127.3686171,36.357866","128.5179443,35.2543371","126.8053123,37.4489164","128.5271747,35.8837158","128.5271747,35.8837158","128.5311447,35.8696525","126.4514624,34.7802254","126.8022743,37.3507165","126.7924624,37.4287417","128.5271747,35.8837158"
"127.1289737,37.4748451","128.6000805,35.2552583","128.6000805,35.2552583","128.531613,35.8729672","128.8750986,35.9361047","127.5578222,34.8856562","128.5084717,35.9127055","127.3685034,36.3578658","128.5174868,35.2553742","126.8055781,37.4486556","128.5268369,35.8842389","128.5268369,35.8842389","128.531613,35.8729672","126.4513704,34.7800677","126.802637,37.3508078","126.7931743,37.4286414","128.5268369,35.8842389"
"127.1296332,37.4752753","128.6004438,35.2554651","128.6004438,35.2554651","128.5317311,35.8738731","128.8759848,35.9363876","127.556196,34.8888519","128.5090055,35.9130274","127.3684856,36.3578658","128.5173381,35.2557037","126.8056865,37.4485499","128.5265845,35.8846783","128.5265845,35.8846783","128.5317311,35.8738731","126.451197,34.7798642","126.8030418,37.3508706","126.79368,37.428593","128.5265845,35.8846783"
"127.129977,37.475499","128.601574,35.2561293","128.601574,35.2561293","128.5318177,35.8744909","128.8767439,35.9366304","127.5555457,34.8901111","128.5100166,35.9136653","127.368412,36.3578666","128.5171841,35.2560458","126.8069535,37.447245","128.5263023,35.8853073","128.5263023,35.8853073","128.5318177,35.8744909","126.4511082,34.7797967","126.8032507,37.3508673","126.7938542,37.4285742","128.5263023,35.8853073"
"127.1311067,37.4762353","128.6019253,35.2563362","128.6019253,35.2563362","128.5318899,35.8751033","128.8770489,35.9366413","127.5549893,34.8912313","128.5105909,35.914031","127.3682582,36.3578836","128.5171243,35.2561933","126.807038,37.4471526","128.526114,35.8858255","128.526114,35.8858255","128.5318899,35.8751033","126.4506994,34.7795497","126.8035025,37.3508643","126.794362,37.4285412","128.526114,35.8858255"
"127.1316715,37.476604","128.602587,35.2567413","128.602587,35.2567413","128.5319033,35.8754503","128.8773372,35.9367074","127.5545236,34.8919304","128.5115753,35.9146583","127.3681099,36.3578997","128.5169312,35.25657","126.8070494,37.447141","128.5260181,35.8862032","128.5260181,35.8862032","128.5319033,35.8754503","126.44875,34.7790081","126.8049326,37.3506717","126.7950992,37.4285158","128.5260181,35.8862032"
"127.1318597,37.4767262","128.603476,35.2572841","128.603476,35.2572841","128.5318797,35.8758553","128.8777995,35.9367743","127.5542218,34.8923571","128.5134703,35.9158567","127.3679293,36.3579184","128.5167642,35.2568428","126.8081247,37.4460161","128.5259017,35.8868903","128.5259017,35.8868903","128.5318797,35.8758553","126.4482371,34.7788576","126.8052378,37.3506302","126.795662,37.4285165","128.5259017,35.8868903"
"127.1324391,37.4771391","128.6035214,35.2573116","128.6035214,35.2573116","128.5317507,35.876501","128.8780373,35.9368076","127.5539572,34.8927026","128.5147408,35.9166664","127.3666741,36.3580495","128.5166639,35.2569969","126.8086439,37.4454963","128.5256777,35.8885042","128.5256777,35.8885042","128.5317507,35.876501","126.4479649,34.7787777","126.8058946,37.3505422","126.7965491,37.4285326","128.5256777,35.8885042"
"127.1326814,37.4773111","128.6040123,35.257602","128.6040123,35.257602","128.5315566,35.8772483","128.8784623,35.9368325","127.5532912,34.8935081","128.5149777,35.9168177","127.3663786,36.3580853","128.5163392,35.2574956","126.8088117,37.4453161","128.5257231,35.8891863","128.5257231,35.8891863","128.5315566,35.8772483","126.4478985,34.7787582","126.8083951,37.3503486","126.7980148,37.4286774","128.5257231,35.8891863"
"127.1333447,37.4778819","128.6045986,35.2579501","128.6045986,35.2579501","128.5314393,35.8775982","128.8785922,35.9368436","127.5529259,34.8938951","128.5150246,35.9168471","127.366159,36.3581112","128.5162497,35.2576325","126.8088642,37.4452651","128.5256554,35.8901254","128.5256554,35.8901254","128.5314393,35.8775982","126.4436904,34.7776009","126.8090699,37.3503877","126.7982068,37.4286984","128.5256554,35.8901254"
"127.1338748,37.4784298","128.6046252,35.2579652","128.6046252,35.2579652","128.5312891,35.8778934","128.8787499,35.936858","127.5525234,34.8942975","128.5150603,35.9168702","127.365829,36.3581514","128.5156615,35.2584165","126.8093619,37.4447416","128.525749,35.8905078","128.525749,35.8905078","128.5312891,35.8778934","126.4435358,34.7775581","126.8114189,37.3503284","126.798699,37.4287581","128.525749,35.8905078"
"127.1341636,37.4788011","128.6061031,35.2588118","128.6061031,35.2588118","128.5311474,35.8781525","128.8789123,35.9368913","127.5522324,34.8945366","128.5160157,35.9174752","127.3658223,36.3581514","128.5154407,35.2586897","126.8101301,37.4439348","128.5258994,35.8908329","128.5258994,35.8908329","128.5311474,35.8781525","126.4432253,34.7774769","126.8118119,37.350318","126.7995996,37.4289076","128.5258994,35.8908329"
"127.1342255,37.4788806","128.6062106,35.2588785","128.6062106,35.2588785","128.5311343,35.8781724","128.8793494,35.9369746","127.5518648,34.8948388","128.5168716,35.918017","127.3657454,36.3581531","128.5151696,35.258994","126.8111667,37.4428331","128.5261499,35.8911832","128.5261499,35.8911832","128.5311343,35.8781724","126.4429498,34.7774033","126.8130247,37.3503044","126.7998861,37.4289661","128.5261499,35.8911832"
"127.1347643,37.4797025","128.6063182,35.2589487","128.6063182,35.2589487","128.5310454,35.8783156","128.8795869,35.9370494","127.5514349,34.8951655","128.5182483,35.9188924","127.3653743,36.3581517","128.5150481,35.259124","126.8112752,37.4427166","128.5265873,35.8916826","128.5265873,35.8916826","128.5310454,35.8783156","126.4407368,34.7768024","126.8154175,37.3502668","126.8005867,37.4291082","128.5265873,35.8916826"
"127.1349928,37.480172","128.6065532,35.2590935","128.6065532,35.2590935","128.5308989,35.8785522","128.8798415,35.9371601","127.5513857,34.8952025","128.5188895,35.9192801","127.3653118,36.358158","128.5146454,35.2595322","126.8114396,37.4425418","128.5270497,35.8919662","128.5270497,35.8919662","128.5308989,35.8785522","126.4385772,34.7762155","126.8156704,37.3502674","126.8013498,37.4293245","128.5270497,35.8919662"
"127.1352052,37.4806945","128.607017,35.2594067","128.607017,35.2594067","128.530625,35.8789639","128.8802622,35.9373833","127.5509995,34.8954966","128.5194024,35.9196066","127.3645504,36.3582527","128.5144335,35.2597305","126.812048,37.4418945","128.5273997,35.8921246","128.5273997,35.8921246","128.530625,35.8789639","126.4382995,34.776141","126.8170244,37.350241","126.8017409,37.4294458","128.5273997,35.8921246"
