0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
"127.7880453,37.7560026","127.527253,37.3718831","128.284316,35.0412125","129.0141681,35.896956","126.6628831,34.7030519","127.4399154,37.6491408",,"127.5236706,37.2607203","127.4935825,37.6644418","127.1296077,37.8009774","126.8691719,34.6929818","127.1296077,37.8009774","127.1073999,37.6434995","127.9047767,37.361502","127.3913889,37.3391394",,"127.7440269,37.3989617",,"128.0893725,35.1158943",,"127.8059223,37.275991","127.25352,37.5412792","127.6205874,37.50515","127.6964742,37.7457742","127.26116,37.4505968","127.6212663,37.3881716","127.7592285,37.7611773",,"127.7592285,37.7611773","127.6964742,37.7457742","127.5452724,37.7024842","127.7592285,37.7611773",,"127.1023047,37.8162395","127.4627425,37.3789473","128.5862911,36.3010785","127.4399154,37.6491408",,"127.1274597,37.8482156","127.4045733,37.6382184","127.6964742,37.7457742","127.8105214,37.3978233","127.3253419,37.9765656","127.2392381,37.9520939","127.7592285,37.7611773","128.5869493,36.3212165","127.6964742,37.7457742","127.6676348,37.400472","127.6964742,37.7457742","127.3253419,37.9765656","127.8105214,37.3978233","128.5869493,36.3212165"
"127.7883584,37.7559406","127.5270813,37.3719183","128.2823925,35.042426","129.0141103,35.8970028","126.66239,34.7032316","127.4406988,37.6491042",,"127.5236027,37.2600199","127.4937343,37.6650448","127.1296359,37.8010207","126.8686413,34.6928465","127.1296359,37.8010207","127.1073493,37.6436408","127.9050766,37.3609962","127.391372,37.3391205",,"127.7443186,37.3990449",,"128.0890278,35.1157238",,"127.8062828,37.2761524","127.2538149,37.541114","127.6207367,37.5051074","127.6987438,37.746395","127.2618085,37.4503845","127.6224138,37.3887734","127.7599302,37.7612146",,"127.7599302,37.7612146","127.6987438,37.746395","127.5454361,37.7029852","127.7599302,37.7612146",,"127.1023197,37.8164226","127.4629278,37.3789302","128.5878369,36.3029161","127.4406988,37.6491042",,"127.1271135,37.8481117","127.4046945,37.6382843","127.6987438,37.746395","127.8139449,37.3967768","127.3254428,37.9767505","127.2393508,37.9527467","127.7599302,37.7612146","128.5867999,36.3219328","127.6987438,37.746395","127.6679827,37.4004463","127.6987438,37.746395","127.3254428,37.9767505","127.8139449,37.3967768","128.5867999,36.3219328"
"127.7885116,37.7559078","127.5269063,37.3720103","128.2813359,35.0430423","129.0136563,35.8973664","126.6609798,34.7037124","127.4408665,37.6490962",,"127.523562,37.2596612","127.4941334,37.6664644","127.1301195,37.8017685","126.8681117,34.6927157","127.1301195,37.8017685","127.1073365,37.6437165","127.9054777,37.3601944","127.3911838,37.3388959",,"127.7450717,37.3992219",,"128.0867435,35.1145635",,"127.8067202,37.2763712","127.2540711,37.5410009","127.6208802,37.5049811","127.6998773,37.7466428","127.2623767,37.4502009","127.6227542,37.3889561","127.7603958,37.7612243",,"127.7603958,37.7612243","127.6998773,37.7466428","127.5456531,37.7035629","127.7603958,37.7612243",,"127.102336,37.816556","127.4658443,37.3786661","128.5881693,36.3033531","127.4408665,37.6490962",,"127.1268875,37.8480867","127.4070471,37.6395652","127.6998773,37.7466428","127.8142348,37.3966823","127.325613,37.977014","127.239399,37.9529415","127.7603958,37.7612243","128.5860864,36.3239829","127.6998773,37.7466428","127.6684143,37.4004249","127.6998773,37.7466428","127.325613,37.977014","127.8142348,37.3966823","128.5860864,36.3239829"
"127.7891866,37.7557916","127.5267753,37.3721546","128.2807406,35.0433897","129.0133676,35.8976224","126.6605221,34.7038436","127.4420093,37.6490337",,"127.5234217,37.2584335","127.4941708,37.6666663","127.1303403,37.8021334","126.8673348,34.6925016","127.1303403,37.8021334","127.1073374,37.6437579","127.905672,37.3597863","127.3910971,37.3387371",,"127.7460948,37.3994253",,"128.0851399,35.1137498",,"127.8070978,37.2765793","127.2544847,37.5408558","127.620888,37.5049153","127.7011494,37.7469498","127.2626868,37.4500996","127.6249997,37.3901571","127.7609827,37.7612221",,"127.7609827,37.7612221","127.7011494,37.7469498","127.5458497,37.7040829","127.7609827,37.7612221",,"127.1023535,37.8166714","127.468204,37.3784405","128.5883497,36.3035912","127.4420093,37.6490337",,"127.1266044,37.8480984","127.4074775,37.6397981","127.7011494,37.7469498","127.8169426,37.3957944","127.3257491,37.9772233","127.2395489,37.9533825","127.7609827,37.7612221","128.5852329,36.3263021","127.7011494,37.7469498","127.6705076,37.4002867","127.7011494,37.7469498","127.3257491,37.9772233","127.8169426,37.3957944","128.5852329,36.3263021"
"127.7898707,37.7556863","127.5267189,37.372306","128.2803948,35.0435768","129.0129158,35.898105","126.6598041,34.7040163","127.44305,37.6489657",,"127.523407,37.2582965","127.4942886,37.667062","127.1304068,37.8022435","126.8667957,34.6923283","127.1304068,37.8022435","127.1073496,37.6437994","127.9060594,37.3589548","127.3910104,37.338573",,"127.7467403,37.3995122",,"128.0810352,35.1116659",,"127.8073658,37.276749","127.2549436,37.5407215","127.6208913,37.5048855","127.7034704,37.7476885","127.2651901,37.4493213","127.6286519,37.3920866","127.7618012,37.7611987",,"127.7618012,37.7611987","127.7034704,37.7476885","127.5461722,37.7047173","127.7618012,37.7611987",,"127.1024329,37.8169196","127.4703332,37.3782571","128.5885558,36.3039211","127.44305,37.6489657",,"127.1263348,37.8481336","127.4082545,37.6402503","127.7034704,37.7476885","127.8196761,37.3948631","127.3258747,37.9775651","127.239559,37.9534051","127.7618012,37.7611987","128.5848067,36.3274599","127.7034704,37.7476885","127.6705527,37.400284","127.7034704,37.7476885","127.3258747,37.9775651","127.8196761,37.3948631","128.5848067,36.3274599"
"127.7899989,37.7556662","127.5266817,37.3724619","128.2790674,35.0443076","129.0123832,35.8988221","126.6593936,34.7041154","127.4435,37.6489361",,"127.5233413,37.2573644","127.4943929,37.6673793","127.1304473,37.8023131","126.8656297,34.6918993","127.1304473,37.8023131","127.1073994,37.6438158","127.9062643,37.3584168","127.3908608,37.3381952",,"127.7474025,37.3995722",,"128.0806838,35.1114791",,"127.8077493,37.277022","127.2553684,37.5406431","127.6208844,37.5047675","127.7037249,37.7477854","127.2658069,37.449127","127.6295169,37.3925373","127.7622983,37.7611597",,"127.7622983,37.7611597","127.7037249,37.7477854","127.5466992,37.705641","127.7622983,37.7611597",,"127.1024463,37.8169521","127.4715204,37.3781348","128.5886299,36.3040394","127.4435,37.6489361",,"127.1261891,37.8481746","127.4084833,37.6403757","127.7037249,37.7477854","127.8212779,37.3943008","127.3259086,37.977676","127.2396144,37.9535296","127.7622983,37.7611597","128.5845995,36.3280243","127.7037249,37.7477854","127.6720598,37.4001952","127.7037249,37.7477854","127.3259086,37.977676","127.8212779,37.3943008","128.5845995,36.3280243"
"127.7903642,37.7556157","127.5266468,37.3728","128.2774481,35.0452477","129.0119534,35.8995857","126.6532645,34.7054157","127.444721,37.6488322",,"127.5233368,37.2572491","127.4946616,37.6679498","127.1304744,37.8023519","126.863901,34.691241","127.1304744,37.8023519","127.1074152,37.6438249","127.9063345,37.3582598","127.3907471,37.3379851",,"127.7479088,37.3995936",,"128.0804117,35.1113343",,"127.8080312,37.2772683","127.2561294,37.5405437","127.6208401,37.5046945","127.7046158,37.7481236","127.2675655,37.4485806","127.630322,37.3929339","127.7631529,37.7610722",,"127.7631529,37.7610722","127.7046158,37.7481236","127.5469013,37.705941","127.7631529,37.7610722",,"127.1024934,37.8170694","127.4723935,37.3780521","128.5886367,36.3040493","127.444721,37.6488322",,"127.1260216,37.8482678","127.4088854,37.6405978","127.7046158,37.7481236","127.823464,37.3935179","127.3260835,37.9783513","127.2396336,37.9535729","127.7631529,37.7610722","128.5839832,36.3297815","127.7046158,37.7481236","127.6747416,37.4000381","127.7046158,37.7481236","127.3260835,37.9783513","127.823464,37.3935179","128.5839832,36.3297815"
"127.7907035,37.7555689","127.5265826,37.3733751","128.2752946,35.0463949","129.0117102,35.9001396","126.6513199,34.7058386","127.4452992,37.6487829",,"127.5233368,37.2572355","127.4947206,37.6680697","127.1305307,37.802444","126.8602508,34.6897457","127.1305307,37.802444","127.1074559,37.6438458","127.9066745,37.3572328","127.390674,37.3377867",,"127.7489945,37.399594",,"128.0787617,35.1104576",,"127.8082609,37.2774579","127.2562709,37.5405251","127.620728,37.5046027","127.7050294,37.7482807","127.2692822,37.4480477","127.6314097,37.3934465","127.7634752,37.7610345",,"127.7634752,37.7610345","127.7050294,37.7482807","127.5471705,37.7063411","127.7634752,37.7610345",,"127.1023569,37.8171023","127.4756173,37.3777482","128.5888522,36.304489","127.4452992,37.6487829",,"127.1257868,37.8483996","127.4091641,37.6407512","127.7050294,37.7482807","127.8257798,37.392694","127.326142,37.9786236","127.23969,37.9536992","127.7634752,37.7610345","128.5837367,36.3304833","127.7050294,37.7482807","127.6758747,37.3999814","127.7050294,37.7482807","127.326142,37.9786236","127.8257798,37.392694","128.5837367,36.3304833"
"127.7910189,37.7555275","127.5265657,37.3735409","128.2729459,35.0477841","129.011396,35.901329","126.6509982,34.7059058","127.4464533,37.6486833",,"127.5232959,37.2561773","127.4949371,37.6685159","127.1305611,37.8024937","126.8595999,34.6894844","127.1305611,37.8024937","127.1074807,37.643872","127.9076996,37.3540447","127.3906358,37.3376451",,"127.7492849,37.3995961",,"128.0784596,35.1102553",,"127.8087897,37.2779549","127.256656,37.5404556","127.6205332,37.5045082","127.7057293,37.7485309","127.2699363,37.4478281","127.6320496,37.3937333","127.7640006,37.7609721",,"127.7640006,37.7609721","127.7057293,37.7485309","127.5474385,37.7067502","127.7640006,37.7609721",,"127.1023244,37.8170147","127.4765785,37.3776573","128.5890273,36.30483","127.4464533,37.6486833",,"127.1255623,37.848507","127.4095458,37.6409615","127.7057293,37.7485309","127.8288571,37.3916362","127.3262252,37.9790734","127.2397284,37.9537876","127.7640006,37.7609721","128.5834749,36.3312916","127.7057293,37.7485309","127.6786775,37.399805","127.7057293,37.7485309","127.3262252,37.9790734","127.8288571,37.3916362","128.5834749,36.3312916"
"127.7922526,37.7554389","127.5264003,37.3752572","128.271824,35.0484603","129.0106207,35.9042579","126.6494075,34.7061977","127.4474123,37.6485999",,"127.5233744,37.2549081","127.4951616,37.6688999","127.1305961,37.8025497","126.857246,34.6885071","127.1305961,37.8025497","127.1074895,37.6439333","127.9082228,37.3524664","127.3905988,37.3374783",,"127.7499989,37.3995694",,"128.0779103,35.1098512",,"127.8090468,37.2781968","127.2567693,37.540426","127.6204076,37.5044858","127.7061463,37.7486663","127.2702023,37.4477439","127.6345482,37.3947572","127.7658181,37.7606219",,"127.7658181,37.7606219","127.7061463,37.7486663","127.5474668,37.7067926","127.7658181,37.7606219",,"127.1022998,37.8169489","127.4774031,37.3775818","128.5893495,36.3056492","127.4474123,37.6485999",,"127.1251818,37.8486752","127.4098494,37.6411195","127.7061463,37.7486663","127.8295543,37.3914144","127.3262578,37.9792655","127.2397589,37.9538544","127.7658181,37.7606219","128.5833139,36.3320558","127.7061463,37.7486663","127.6799314,37.3997211","127.7061463,37.7486663","127.3262578,37.9792655","127.8295543,37.3914144","128.5833139,36.3320558"
"127.7934331,37.7554071","127.5263089,37.3755276","128.2709594,35.0489816","129.009671,35.9069374","126.6488825,34.7062779","127.4485097,37.6484887",,"127.5235556,37.2536127","127.4954122,37.6692992","127.1308496,37.802966","126.8562263,34.6880896","127.1308496,37.802966","127.107456,37.6440495","127.9084005,37.3519213","127.3904988,37.3371447",,"127.7525498,37.399491",,"128.0772747,35.1093493",,"127.811914,37.2808781","127.2568361,37.5404091","127.6202604,37.5044571","127.7065542,37.748799","127.2736662,37.4466536","127.634754,37.3948417","127.7673213,37.7603093",,"127.7673213,37.7603093","127.7065542,37.748799","127.5476996,37.7071098","127.7673213,37.7603093",,"127.1022641,37.8168289","127.4778459,37.3775386","128.589587,36.3065495","127.4485097,37.6484887",,"127.1250429,37.8487199","127.4108372,37.6416493","127.7065542,37.748799","127.8307931,37.3910422","127.3262642,37.9794565","127.2399622,37.9543082","127.7673213,37.7603093","128.5832888,36.3321723","127.7065542,37.748799","127.6821037,37.3995781","127.7065542,37.748799","127.3262642,37.9794565","127.8307931,37.3910422","128.5832888,36.3321723"
"127.7944695,37.7554","127.5261524,37.3769302","128.2704885,35.0492812","129.009496,35.9074697","126.6484748,34.7063264","127.4486537,37.6484743",,"127.5237481,37.2525968","127.4955766,37.6695281","127.1308507,37.8029678","126.8553786,34.6877425","127.1308507,37.8029678","127.1073898,37.6441304","127.9084571,37.3517364","127.3904606,37.3370032",,"127.7527215,37.3994852",,"128.0762219,35.1084977",,"127.812376,37.2813096","127.2571296,37.5403141","127.6195372,37.5043164","127.7066371,37.7488259","127.2741302,37.446494","127.636443,37.3955049","127.7684092,37.760086",,"127.7684092,37.760086","127.7066371,37.7488259","127.5481016,37.707654","127.7684092,37.760086",,"127.1022019,37.8165673","127.4781079,37.3775152","128.5896614,36.3070167","127.4486537,37.6484743",,"127.1249997,37.8487305","127.4110966,37.6417703","127.7066371,37.7488259","127.8325773,37.3906226","127.3262445,37.9796007","127.240395,37.9552203","127.7684092,37.760086","128.5832424,36.332683","127.7066371,37.7488259","127.6830606,37.3995198","127.7066371,37.7488259","127.3262445,37.9796007","127.8325773,37.3906226","128.5832424,36.332683"
"127.7950996,37.7554128","127.5261175,37.3772124","128.2696739,35.0497526","129.009052,35.9088284","126.6444238,34.7067336","127.4490392,37.6484501",,"127.5237683,37.2525238","127.4957773,37.6697616","127.1308856,37.8030283","126.8536276,34.6870226","127.1308856,37.8030283","127.1072998,37.6442247","127.9096067,37.3480214","127.3904484,37.336895",,"127.753126,37.3994807",,"128.0749999,35.1074665",,"127.8134553,37.2823298","127.2573813,37.5401984","127.6181984,37.504087","127.7076766,37.7491188","127.2749722,37.4462036","127.6389358,37.396352","127.7694769,37.7599042",,"127.7694769,37.7599042","127.7076766,37.7491188","127.548608,37.708264","127.7694769,37.7599042",,"127.1021791,37.8163563","127.4787212,37.3774576","128.5896706,36.3071131","127.4490392,37.6484501",,"127.1249496,37.8487358","127.4115871,37.6419996","127.7076766,37.7491188","127.833137,37.3904939","127.3262145,37.9797746","127.2408232,37.9561388","127.7694769,37.7599042","128.583199,36.3333333","127.7076766,37.7491188","127.6847313,37.399419","127.7076766,37.7491188","127.3262145,37.9797746","127.833137,37.3904939","128.583199,36.3333333"
"127.7959024,37.7554532","127.5260352,37.3776496","128.2690653,35.0501018","129.0087735,35.9096839","126.6437987,34.706786","127.4496989,37.6484162",,"127.5238483,37.2522435","127.4959621,37.6699743","127.1311638,37.8035059","126.8533958,34.6869276","127.1311638,37.8035059","127.1071792,37.6443081","127.9097306,37.3475459","127.3904349,37.3368283",,"127.7534378,37.3994755",,"128.0744779,35.1070371",,"127.8135176,37.28239","127.2578405,37.5399514","127.6180581,37.5040628","127.7083525,37.7492879","127.275709,37.4459148","127.6402292,37.3968787","127.7699216,37.7598284",,"127.7699216,37.7598284","127.7083525,37.7492879","127.5489985,37.7086911","127.7699216,37.7598284",,"127.1021774,37.8162517","127.4830281,37.3770653","128.5896864,36.3072914","127.4496989,37.6484162",,"127.1247179,37.8487026","127.4115984,37.642005","127.7083525,37.7492879","127.8357811,37.3901169","127.3261777,37.9799287","127.2408717,37.9562398","127.7699216,37.7598284","128.5831986,36.3333865","127.7083525,37.7492879","127.6882717,37.3992016","127.7083525,37.7492879","127.3261777,37.9799287","127.8357811,37.3901169","128.5831986,36.3333865"
"127.7962646,37.7554874","127.525866,37.3784771","128.267624,35.0508692","129.0085349,35.9106614","126.6426828,34.7068891","127.4501252,37.6484227",,"127.5241896,37.2510292","127.4963,37.6703249","127.1313244,37.8038742","126.853288,34.6868892","127.1313244,37.8038742","127.1070974,37.6443322","127.9105563,37.3443026","127.3904395,37.3367967",,"127.7554262,37.3994487",,"128.074362,35.1069411",,"127.8144169,37.2832539","127.2581514,37.539742","127.6180491,37.5040898","127.7085558,37.7493326","127.2764537,37.4456349","127.6453771,37.3989042","127.7699375,37.7598257",,"127.7699375,37.7598257","127.7085558,37.7493326","127.5497171,37.7093974","127.7699375,37.7598257",,"127.1021839,37.8160949","127.4849212,37.3769051","128.5897156,36.308025","127.4501252,37.6484227",,"127.1244975,37.8486812","127.4124821,37.6424104","127.7085558,37.7493326","127.8365399,37.3900255","127.3260375,37.9804602","127.2408909,37.9562841","127.7699375,37.7598257","128.5831967,36.3334893","127.7085558,37.7493326","127.6904747,37.399153","127.7085558,37.7493326","127.3260375,37.9804602","127.8365399,37.3900255","128.5831967,36.3334893"
"127.7975139,37.7556204","127.5255231,37.3797102","128.2665431,35.0513738","129.0084055,35.9111985","126.6410793,34.7070365","127.4505537,37.6484345",,"127.5245185,37.2499997","127.496749,37.6707495","127.1313612,37.8040212","126.8518192,34.6863899","127.1313612,37.8040212","127.1069909,37.6443345","127.9106595,37.3439777","127.3904645,37.3366796",,"127.7587082,37.3993992",,"128.0739867,35.1066246",,"127.8145369,37.2833689","127.2582717,37.5396486","127.6179681,37.5043666","127.7094803,37.7495212","127.2765228,37.4456062","127.6458859,37.3991019","127.7708418,37.7596713",,"127.7708418,37.7596713","127.7094803,37.7495212","127.5505265,37.7101208","127.7708418,37.7596713",,"127.1022103,37.8158418","127.4865274,37.376762","128.5896621,36.3089828","127.4505537,37.6484345",,"127.124385,37.8486826","127.4128956,37.6425729","127.7094803,37.7495212","127.8379053,37.3899558","127.3259963,37.9805557","127.2412327,37.9568607","127.7708418,37.7596713","128.5831873,36.3339329","127.7094803,37.7495212","127.6920149,37.3992451","127.7094803,37.7495212","127.3259963,37.9805557","127.8379053,37.3899558","128.5831873,36.3339329"
