0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
"127.7634752,37.7610345","127.5180528,37.3725853","128.3070868,35.024487","129.0344034,35.8922682","126.6833922,34.6977319","127.4224637,37.6467817",,"127.5253455,37.2849036","127.4830043,37.6521861","127.1261822,37.7912035","126.8965247,34.7033257","127.1261822,37.7912035","127.1108607,37.6445565","127.8933928,37.3844508","127.3936781,37.3433267",,"127.7076622,37.4013937",,"128.0970995,35.1273578",,"127.7935414,37.2713099","127.2418495,37.5468328","127.601599,37.5011829","127.6690989,37.7410162","127.2499994,37.4639663","127.5962496,37.3836228","127.7369172,37.7561598",,"127.7369172,37.7561598","127.6690989,37.7410162","127.5340108,37.6845622","127.7369172,37.7561598",,"127.1040041,37.8101245","127.4172538,37.3792631","128.5810864,36.2876618","127.4224637,37.6467817",,"127.1318991,37.8478321","127.3846221,37.6318849","127.6690989,37.7410162","127.7778111,37.4014687","127.3126625,37.9643579","127.2337841,37.9444153","127.7369172,37.7561598","128.5886367,36.3040493","127.6690989,37.7410162","127.6320496,37.3937333","127.6690989,37.7410162","127.3126625,37.9643579","127.7778111,37.4014687","128.5886367,36.3040493"
"127.7640006,37.7609721","127.5185589,37.3726537","128.3068528,35.0246581","129.0338498,35.8923411","126.6827256,34.6980096","127.4234993,37.6473078",,"127.5254243,37.2845088","127.4835733,37.6524151","127.1261919,37.7913072","126.8938084,34.7019289","127.1261919,37.7913072","127.1107793,37.6445112","127.893521,37.3839203","127.3934323,37.3431056",,"127.7086165,37.4012199",,"128.0970246,35.1267161",,"127.7939053,37.2714856","127.2421625,37.5466829","127.6026368,37.5014497","127.6711995,37.7413827","127.2502248,37.4631997","127.5978053,37.3837748","127.7369695,37.7561741",,"127.7369695,37.7561741","127.6711995,37.7413827","127.534333,37.6847721","127.7369695,37.7561741",,"127.10409,37.8106421","127.4192623,37.3791347","128.5809907,36.2884776","127.4234993,37.6473078",,"127.1318502,37.8478292","127.3857768,37.6319996","127.6711995,37.7413827","127.7779695,37.4015125","127.313249,37.9651745","127.2339221,37.9446463","127.7369695,37.7561741","128.5888522,36.304489","127.6711995,37.7413827","127.6345482,37.3947572","127.6711995,37.7413827","127.313249,37.9651745","127.7779695,37.4015125","128.5888522,36.304489"
"127.7658181,37.7606219","127.5210821,37.3730093","128.3062484,35.0251671","129.0331186,35.8924028","126.6822358,34.6981894","127.4246991,37.647908",,"127.5255133,37.2840653","127.4837853,37.6525116","127.1261991,37.7914613","126.8936648,34.7018533","127.1261991,37.7914613","127.110664,37.6444558","127.8937307,37.382755","127.393323,37.3429658",,"127.7098709,37.4009274",,"128.096949,35.1262747",,"127.7942137,37.271621","127.2424923,37.5465647","127.602939,37.5015188","127.673299,37.741733","127.2505702,37.4620188","127.5984233,37.3838337","127.7377921,37.7563815",,"127.7377921,37.7563815","127.673299,37.741733","127.5354947,37.6855992","127.7377921,37.7563815",,"127.1040704,37.8115352","127.4197638,37.3790981","128.5809073,36.2893726","127.4246991,37.647908",,"127.1317217,37.8478423","127.3872373,37.6322479","127.673299,37.741733","127.7784343,37.4016421","127.3137246,37.965708","127.2341532,37.944937","127.7377921,37.7563815","128.5890273,36.30483","127.673299,37.741733","127.634754,37.3948417","127.673299,37.741733","127.3137246,37.965708","127.7784343,37.4016421","128.5890273,36.30483"
"127.7673213,37.7603093","127.5222432,37.3731596","128.3056736,35.0256876","129.0324464,35.892414","126.6821306,34.6982257","127.4249484,37.648029",,"127.5256056,37.2834749","127.4845119,37.6528415","127.1263111,37.7940232","126.8932253,34.701623","127.1263111,37.7940232","127.1101959,37.6442325","127.8940727,37.3807646","127.3932836,37.3429",,"127.714018,37.3999257",,"128.0967865,35.1256749",,"127.7946193,37.2717949","127.2427124,37.5464245","127.6034369,37.5016329","127.6748727,37.7419794","127.2508745,37.4609414","127.5992344,37.3838962","127.7398439,37.7568866",,"127.7398439,37.7568866","127.6748727,37.7419794","127.5366192,37.6865497","127.7398439,37.7568866",,"127.1040416,37.8122481","127.4204529,37.3790472","128.5808782,36.289683","127.4249484,37.648029",,"127.1316364,37.8478583","127.3890568,37.6326814","127.6748727,37.7419794","127.7811262,37.402392","127.314391,37.9664715","127.2342359,37.9450409","127.7398439,37.7568866","128.5893495,36.3056492","127.6748727,37.7419794","127.636443,37.3955049","127.6748727,37.7419794","127.314391,37.9664715","127.7811262,37.402392","128.5893495,36.3056492"
"127.7684092,37.760086","127.5223121,37.3731686","128.3048914,35.0265169","129.0320825,35.892388","126.681665,34.6983831","127.4253653,37.6482491",,"127.5256754,37.2830521","127.4853246,37.6532409","127.1263186,37.7941098","126.8918003,34.7008954","127.1263186,37.7941098","127.110067,37.6441681","127.8942145,37.3804423","127.3932306,37.3428125",,"127.7151053,37.3996597",,"128.0967025,35.1254328",,"127.7953491,37.2720725","127.2435995,37.5458992","127.6047791,37.5018994","127.6749125,37.7419857","127.2513366,37.4593496","127.6000037,37.383964","127.7414869,37.7572997",,"127.7414869,37.7572997","127.6749125,37.7419857","127.5370935,37.6869903","127.7414869,37.7572997",,"127.1040336,37.8124752","127.4223212,37.3789898","128.5808501,36.2899853","127.4253653,37.6482491",,"127.1314202,37.8478955","127.3901739,37.6329799","127.6749125,37.7419857","127.7827524,37.4027829","127.3144364,37.9665248","127.2351199,37.9460983","127.7414869,37.7572997","128.589587,36.3065495","127.6749125,37.7419857","127.6389358,37.396352","127.6749125,37.7419857","127.3144364,37.9665248","127.7827524,37.4027829","128.589587,36.3065495"
"127.7694769,37.7599042","127.5223618,37.3731749","128.3041801,35.0273125","129.0315799,35.892353","126.6816475,34.6983893","127.4257143,37.6484206",,"127.5257204,37.2826158","127.4860649,37.6536782","127.1263195,37.7941512","126.8914914,34.7007333","127.1263195,37.7941512","127.1099415,37.6441118","127.8944114,37.3792167","127.3931631,37.3426853",,"127.7162456,37.3993745",,"128.0966195,35.1251888",,"127.796158,37.2724139","127.2440248,37.5456576","127.6052465,37.5019918","127.6761762,37.7421821","127.2515366,37.4587326","127.6012001,37.3840712","127.7417482,37.7573658",,"127.7417482,37.7573658","127.6761762,37.7421821","127.5373624,37.6872408","127.7417482,37.7573658",,"127.1040063,37.8126959","127.4234676,37.3790248","128.5808366,36.2901387","127.4257143,37.6484206",,"127.1311119,37.8479495","127.3906678,37.6330993","127.6761762,37.7421821","127.7840288,37.4029674","127.3151996,37.9672659","127.2355063,37.9465543","127.7417482,37.7573658","128.5896614,36.3070167","127.6761762,37.7421821","127.6402292,37.3968787","127.6761762,37.7421821","127.3151996,37.9672659","127.7840288,37.4029674","128.5896614,36.3070167"
"127.7699216,37.7598284","127.5230858,37.3732758","128.3035213,35.0279877","129.0301542,35.8921341","126.6812598,34.6985111","127.4258027,37.6484567",,"127.525744,37.2823751","127.4861555,37.653735","127.1263226,37.7942125","126.8908255,34.7004044","127.1263226,37.7942125","127.1097165,37.6440029","127.8948478,37.376722","127.3931462,37.3426429",,"127.717447,37.3990902",,"128.0965367,35.124981",,"127.7969218,37.2727419","127.2446123,37.5453317","127.6052895,37.5020008","127.6772377,37.7423004","127.2517077,37.4582696","127.6013176,37.3840819","127.7417618,37.7573694",,"127.7417618,37.7573694","127.6772377,37.7423004","127.5376415,37.6875003","127.7417618,37.7573694",,"127.1039745,37.8129013","127.4312443,37.3792225","128.580825,36.2902659","127.4258027,37.6484567",,"127.130874,37.8480244","127.3913306,37.6332658","127.6772377,37.7423004","127.7853861,37.4030614","127.3157994,37.9677743","127.2356582,37.946734","127.7417618,37.7573694","128.5896706,36.3071131","127.6772377,37.7423004","127.6453771,37.3989042","127.6772377,37.7423004","127.3157994,37.9677743","127.7853861,37.4030614","128.5896706,36.3071131"
"127.7699375,37.7598257","127.52416,37.373427","128.3028158,35.0287101","129.0285426,35.8919247","126.6808361,34.6986273","127.4262741,37.6486499",,"127.5257811,37.2819136","127.4869468,37.654229","127.126332,37.7943901","126.8884886,34.6992601","127.126332,37.7943901","127.1095932,37.6439421","127.895073,37.3757117","127.3929482,37.3421416",,"127.7197287,37.3985407",,"128.0961123,35.1241246",,"127.7969602,37.2727607","127.2446951,37.5452859","127.60544,37.5020304","127.6774943,37.7423288","127.2518115,37.4579913","127.603106,37.3842444","127.7418107,37.7573819",,"127.7418107,37.7573819","127.6774943,37.7423288","127.5396048,37.6896485","127.7418107,37.7573819",,"127.103927,37.8130877","127.431783,37.3792426","128.5807969,36.2908954","127.4262741,37.6486499",,"127.1306621,37.8481247","127.3945868,37.6340827","127.6774943,37.7423288","127.7860618,37.4030724","127.3165118,37.9683666","127.2365739,37.9478293","127.7418107,37.7573819","128.5896864,36.3072914","127.6774943,37.7423288","127.6458859,37.3991019","127.6774943,37.7423288","127.3165118,37.9683666","127.7860618,37.4030724","128.5896864,36.3072914"
"127.7708418,37.7596713","127.5247044,37.3735044","128.3013643,35.0300425","129.0281344,35.8918965","126.680431,34.6987373","127.4270368,37.648891",,"127.5257933,37.281489","127.4875271,37.6546437","127.1263351,37.7944406","126.8840347,34.6969255","127.1263351,37.7944406","127.1093388,37.6438277","127.8952628,37.37509","127.3928233,37.3418575",,"127.7227646,37.397794",,"128.0955917,35.123156",,"127.7975682,37.2730557","127.2447303,37.545268","127.6058622,37.5021256","127.6778689,37.7423616","127.2520131,37.4575564","127.6033489,37.3842667","127.7420652,37.7574463",,"127.7420652,37.7574463","127.6778689,37.7423616","127.540649,37.6909713","127.7420652,37.7574463",,"127.1039027,37.8131706","127.4333847,37.3792544","128.5807749,36.2913995","127.4270368,37.648891",,"127.1304867,37.8481999","127.3949153,37.6341668","127.6778689,37.7423616","127.7869306,37.4030514","127.3166754,37.968503","127.237059,37.9483982","127.7420652,37.7574463","128.5897156,36.308025","127.6778689,37.7423616","127.6460985,37.3991846","127.6778689,37.7423616","127.3166754,37.968503","127.7869306,37.4030514","128.5897156,36.308025"
"127.7722101,37.7594383","127.5253538,37.3735529","128.3008502,35.0304977","129.0277618,35.8918805","126.6799201,34.6988448","127.4276453,37.6490663",,"127.5258551,37.2806642","127.488061,37.6550241","127.1263391,37.7945587","126.8827512,34.6962616","127.1263391,37.7945587","127.1092472,37.6437859","127.8953896,37.3747029","127.3927108,37.3416077",,"127.7241995,37.3974407",,"128.0949355,35.1219753",,"127.7990441,37.2737813","127.2449491,37.5451711","127.6063952,37.5022558","127.67944,37.7424394","127.2525796,37.4565237","127.6048639,37.3844024","127.7421118,37.7574579",,"127.7421118,37.7574579","127.67944,37.7424394","127.5413869,37.6920076","127.7421118,37.7574579",,"127.1038492,37.8133921","127.4334638,37.3792562","128.5807898,36.2918348","127.4276453,37.6490663",,"127.1301749,37.8482665","127.3959373,37.6344282","127.67944,37.7424394","127.7881122,37.4029782","127.3180672,37.9696633","127.2371089,37.9484623","127.7421118,37.7574579","128.5896621,36.3089828","127.67944,37.7424394","127.6466582,37.399402","127.67944,37.7424394","127.3180672,37.9696633","127.7881122,37.4029782","128.5896621,36.3089828"
"127.7746574,37.7590225","127.5255628,37.373552","128.2994989,35.0315499","129.0274804,35.8918814","126.6773413,34.6992683","127.4279366,37.6491413",,"127.5256785,37.2789561","127.4885893,37.6554577","127.1263498,37.7946885","126.8826882,34.6962289","127.1263498,37.7946885","127.1089179,37.643674","127.8954718,37.3744529","127.3926578,37.3415149",,"127.725604,37.3970883",,"128.0948211,35.1217775",,"127.8003347,37.2744108","127.245169,37.5450814","127.6064337,37.5022639","127.6798237,37.7424452","127.2532195,37.4555173","127.6048944,37.3844033","127.7437218,37.7578728",,"127.7437218,37.7578728","127.6798237,37.7424452","127.5416252,37.6923563","127.7437218,37.7578728",,"127.1038331,37.8134371","127.4368003,37.3793338","128.5807991,36.2920998","127.4279366,37.6491413",,"127.1300509,37.8482805","127.3959871,37.6344408","127.6798237,37.7424452","127.788651,37.4029399","127.3181581,37.9697365","127.2371758,37.9485427","127.7437218,37.7578728","128.589162,36.3121075","127.6798237,37.7424452","127.6481801,37.3999923","127.6798237,37.7424452","127.3181581,37.9697365","127.788651,37.4029399","128.589162,36.3121075"
"127.7751282,37.758934","127.5259174,37.3735402","128.2982586,35.0324083","129.0272246,35.8918847","126.6773052,34.6992744","127.4287118,37.6492995",,"127.5253934,37.2763385","127.4898532,37.6566936","127.126367,37.7948824","126.8819102,34.6958669","127.126367,37.7948824","127.1086475,37.6435838","127.8957621,37.3737994","127.3925981,37.3414328",,"127.7279365,37.3965484",,"128.0945507,35.1212676",,"127.800693,37.2745739","127.2453776,37.5449944","127.6074059,37.5024775","127.6807249,37.7424582","127.2536996,37.4549496","127.6068218,37.3845809","127.7447739,37.7581329",,"127.7447739,37.7581329","127.6807249,37.7424582","127.5418966,37.692815","127.7447739,37.7581329",,"127.1037045,37.8136872","127.442196,37.3794708","128.5808273,36.292287","127.4287118,37.6492995",,"127.1299941,37.8482867","127.3965717,37.6345964","127.6807249,37.7424582","127.7889786,37.4029166","127.3186489,37.970141","127.2371996,37.9485716","127.7447739,37.7581329","128.5889997,36.3129329","127.6807249,37.7424582","127.6495435,37.4004215","127.6807249,37.7424582","127.3186489,37.970141","127.7889786,37.4029166","128.5889997,36.3129329"
"127.7765566,37.7586836","127.5262133,37.3735203","128.2975376,35.0328955","129.026794,35.8919046","126.672998,34.699918","127.4294871,37.6494081",,"127.5251727,37.2740409","127.4900028,37.6568486","127.1263876,37.7950753","126.880848,34.6954043","127.1263876,37.7950753","127.1084745,37.6435075","127.8959867,37.3733497","127.3924348,37.3411514",,"127.7289528,37.3963698",,"128.0941549,35.1205653",,"127.8011583,37.2747395","127.2455964,37.5449102","127.6084358,37.5027145","127.682012,37.742458","127.2542611,37.4543901","127.6080747,37.3846978","127.7456964,37.758332",,"127.7456964,37.758332","127.682012,37.742458","127.5423054,37.6935476","127.7456964,37.758332",,"127.1036277,37.813806","127.4429404,37.3794901","128.5808874,36.2926913","127.4294871,37.6494081",,"127.1295973,37.8483016","127.396659,37.6346199","127.682012,37.742458","127.7900514,37.402758","127.3208623,37.9719993","127.2372166,37.9485933","127.7456964,37.758332","128.5888745,36.313383","127.682012,37.742458","127.6510832,37.4008089","127.682012,37.742458","127.3208623,37.9719993","127.7900514,37.402758","128.5888745,36.313383"
"127.7781415,37.7583969","127.5267475,37.3734219","128.2962059,35.0337122","129.0262123,35.8919616","126.6701257,34.7004251","127.4301355,37.6494472",,"127.5251308,37.2736758","127.4900119,37.6568576","127.1264775,37.7954965","126.8791659,34.6947726","127.1264775,37.7954965","127.1082292,37.6433751","127.896299,37.3728079","127.392347,37.340981",,"127.7292441,37.3963349",,"128.0939392,35.1201813",,"127.8012261,37.2747628","127.2459228,37.5447964","127.6089937,37.5028483","127.6833629,37.7425398","127.2547523,37.4539017","127.6086904,37.3847559","127.7463428,37.7584586",,"127.7463428,37.7584586","127.6833629,37.7425398","127.5424734,37.6938477","127.7463428,37.7584586",,"127.103417,37.8141117","127.4469038,37.3796272","128.5810497,36.293475","127.4301355,37.6494472",,"127.1292676,37.8483195","127.3968618,37.6346742","127.6833629,37.7425398","127.7907322,37.4026455","127.3211349,37.9722295","127.237679,37.9491459","127.7463428,37.7584586","128.5885116,36.3142833","127.6833629,37.7425398","127.6526938,37.4011286","127.6833629,37.7425398","127.3211349,37.9722295","127.7907322,37.4026455","128.5885116,36.3142833"
"127.779158,37.7582124","127.5271631,37.3733263","128.2953395,35.0342372","129.0257746,35.8920158","126.6694769,34.7005595","127.430462,37.6494664",,"127.5251048,37.2734415","127.4907226,37.657695","127.1266206,37.7959377","126.8791245,34.694758","127.1266206,37.7959377","127.1081806,37.643347","127.8965744,37.372358","127.3922615,37.3407826",,"127.7306039,37.3961746",,"128.0936534,35.1196723",,"127.8015017,37.2748585","127.2469779,37.5444436","127.6090922,37.5028672","127.6848366,37.7427249","127.2551979,37.4535213","127.6105286,37.3849426","127.746637,37.7585166",,"127.746637,37.7585166","127.6848366,37.7427249","127.5426403,37.6942028","127.746637,37.7585166",,"127.1031061,37.8144649","127.4472732,37.3796399","128.5812246,36.2940495","127.430462,37.6494664",,"127.1291789,37.8483238","127.3970963,37.6347411","127.6848366,37.7427249","127.7929212,37.4021651","127.3214872,37.9725248","127.2377243,37.9491992","127.746637,37.7585166","128.5882935,36.3146982","127.6848366,37.7427249","127.6538512,37.4012903","127.6848366,37.7427249","127.3214872,37.9725248","127.7929212,37.4021651","128.5882935,36.3146982"
"127.7794495,37.7581595","127.5274251,37.3732207","128.2940741,35.0350075","129.0253883,35.8920919","126.6690719,34.7006613","127.4309449,37.6494676",,"127.5249973,37.2724725","127.4909969,37.6580574","127.1267621,37.7962644","126.876955,34.6940354","127.1267621,37.7962644","127.1081026,37.6433026","127.897124,37.3716162","127.3921614,37.3405328",,"127.7319155,37.3961422",,"128.0935437,35.1195187",,"127.8018146,37.2749632","127.2480897,37.544071","127.6092495,37.5028977","127.6876243,37.743191","127.2556172,37.453213","127.6113228,37.3850545","127.7471902,37.7586236",,"127.7471902,37.7586236","127.6876243,37.743191","127.543148,37.6952806","127.7471902,37.7586236",,"127.1028752,37.8147399","127.4488782,37.3796758","128.5814303,36.2945903","127.4309449,37.6494676",,"127.1289653,37.8483105","127.3973874,37.6348242","127.6876243,37.743191","127.7935218,37.4020419","127.3236371,37.9743162","127.2382956,37.9498674","127.7471902,37.7586236","128.587625,36.3159664","127.6876243,37.743191","127.6554807,37.4014107","127.6876243,37.743191","127.3236371,37.9743162","127.7935218,37.4020419","128.587625,36.3159664"
"127.7807156,37.7579158","127.5276634,37.3730891","128.2933995,35.0354159","129.0243027,35.8923861","126.668565,34.7008031","127.4310197,37.6494676",,"127.5249668,37.2722003","127.4915739,37.6589417","127.1271132,37.7969082","126.876118,34.69384","127.1271132,37.7969082","127.1079467,37.6432138","127.8980481,37.370389","127.3921107,37.3404075",,"127.7326454,37.396166",,"128.0930747,35.1188582",,"127.8021782,37.275056","127.2481327,37.5440557","127.609838,37.5030134","127.6885896,37.7433995","127.2557646,37.4531042","127.6121499,37.3851835","127.7481741,37.7588379",,"127.7481741,37.7588379","127.6885896,37.7433995","127.54339,37.6959069","127.7481741,37.7588379",,"127.1027516,37.8148999","127.4511451,37.3797408","128.5816624,36.2951075","127.4310197,37.6494676",,"127.1286871,37.8482582","127.3980117,37.6350249","127.6885896,37.7433995","127.7942828,37.4019102","127.3244996,37.9750205","127.2384872,37.9500913","127.7481741,37.7588379","128.5873874,36.3165076","127.6885896,37.7433995","127.6566739,37.4014632","127.6885896,37.7433995","127.3244996,37.9750205","127.7942828,37.4019102","128.5873874,36.3165076"
"127.7812532,37.7577802","127.5278519,37.3728925","128.2913043,35.0366559","129.0237162,35.8925964","126.667944,34.7009882","127.4317996,37.649469",,"127.524788,37.2706914","127.4919242,37.659533","127.1274342,37.7974554","126.8749996,34.6937405","127.1274342,37.7974554","127.1077951,37.6431448","127.8987123,37.3695557","127.3920164,37.3400892",,"127.7331663,37.3961758",,"128.0927856,35.1184962",,"127.8026139,37.2751549","127.2493828,37.5436194","127.6125981,37.503466","127.6891587,37.7435725","127.2558495,37.4530458","127.6123375,37.3852104","127.7487354,37.758971",,"127.7487354,37.758971","127.6891587,37.7435725","127.5436229,37.6965107","127.7487354,37.758971",,"127.1026359,37.8150834","127.4525898,37.3797423","128.581888,36.2955598","127.4317996,37.649469",,"127.1283941,37.8481987","127.3987412,37.6353067","127.6891587,37.7435725","127.7956446,37.4016824","127.3246075,37.975109","127.2385517,37.9501807","127.7487354,37.758971","128.587335,36.3166641","127.6891587,37.7435725","127.658128,37.4014415","127.6891587,37.7435725","127.3246075,37.975109","127.7956446,37.4016824","128.587335,36.3166641"
"127.782858,37.7573753","127.5279727,37.3727176","128.2903421,35.0372663","129.0232056,35.8927786","126.6676198,34.7010897","127.4333867,37.6494077",,"127.5243979,37.2673932","127.4921996,37.6600828","127.1281914,37.79868","126.8745751,34.693713","127.1281914,37.79868","127.1077746,37.6431744","127.9000249,37.3678999","127.3919342,37.3399205",,"127.7345642,37.3962912",,"128.0924991,35.1181748",,"127.8029741,37.2752306","127.249817,37.5434356","127.6151365,37.5038827","127.6899868,37.7438082","127.2561181,37.4528607","127.6138053,37.38551","127.7491137,37.7590675",,"127.7491137,37.7590675","127.6899868,37.7438082","127.5437796,37.6969163","127.7491137,37.7590675",,"127.1025085,37.8153191","127.4539408,37.3797004","128.5818995,36.2955831","127.4333867,37.6494077",,"127.1281294,37.8481636","127.400335,37.6359787","127.6899868,37.7438082","127.7971494,37.4013631","127.3248723,37.9753248","127.2386876,37.9503676","127.7491137,37.7590675","128.5872248,36.3169914","127.6899868,37.7438082","127.6581743,37.4014396","127.6899868,37.7438082","127.3248723,37.9753248","127.7971494,37.4013631","128.5872248,36.3169914"
"127.7839683,37.7570707","127.5280065,37.3725166","128.2900381,35.0374594","129.0182424,35.8948825","126.6672352,34.7012232","127.4334808,37.6494032",,"127.5242632,37.2660105","127.4925363,37.6609139","127.1282331,37.7987468","126.8742292,34.6936896","127.1282331,37.7987468","127.1077382,37.6431986","127.9011624,37.3664575","127.3918982,37.3398484",,"127.7359263,37.396539",,"128.0920292,35.117701",,"127.803937,37.2754211","127.2499995,37.5433494","127.6166621,37.5041831","127.690632,37.7440127","127.256279,37.4527493","127.6147794,37.385738","127.75,37.7592838",,"127.75,37.7592838","127.690632,37.7440127","127.5442117,37.6985908","127.75,37.7592838",,"127.1024499,37.8154406","127.4551065,37.3796414","128.5823117,36.2962411","127.4334808,37.6494032",,"127.1279646,37.8481613","127.4005128,37.6360645","127.690632,37.7440127","127.7994321,37.4008913","127.3251734,37.9755785","127.2387838,37.9505291","127.75,37.7592838","128.5870501,36.3177295","127.690632,37.7440127","127.6590838,37.4014068","127.690632,37.7440127","127.3251734,37.9755785","127.7994321,37.4008913","128.5870501,36.3177295"
"127.7859982,37.7565178","127.5279952,37.3723877","128.2887246,35.0383661","129.0178039,35.8950684","126.6663365,34.7015625","127.434042,37.6493765",,"127.5241206,37.2645638","127.4927505,37.6614114","127.1285936,37.7993329","126.8724443,34.6935217","127.1285936,37.7993329","127.1076826,37.6432084","127.9013497,37.3662243","127.391834,37.3397203",,"127.7367075,37.3967033",,"128.0912983,35.1170905",,"127.8044066,37.2755208","127.2501639,37.5432741","127.6168873,37.5042081","127.691292,37.7442207","127.256833,37.4524106","127.6158451,37.3860426","127.7542223,37.7603239",,"127.7542223,37.7603239","127.691292,37.7442207","127.544306,37.6988918","127.7542223,37.7603239",,"127.1024096,37.8155486","127.4573092,37.379443","128.5828747,36.2970077","127.434042,37.6493765",,"127.1278691,37.8481781","127.4011675,37.6363805","127.691292,37.7442207","127.8018264,37.4003525","127.3253166,37.9756986","127.2388087,37.9505715","127.7542223,37.7603239","128.5870491,36.3177331","127.691292,37.7442207","127.6604449,37.4012428","127.691292,37.7442207","127.3253166,37.9756986","127.8018264,37.4003525","128.5870491,36.3177331"
"127.7865063,37.7563795","127.5279454,37.3721858","128.2873017,35.0392878","129.0159669,35.8958813","126.6653244,34.7019902","127.4348276,37.6493391",,"127.5239826,37.2633514","127.4928797,37.6618495","127.1286578,37.7994394","126.8717341,34.6934459","127.1286578,37.7994394","127.1076327,37.6432073","127.9019836,37.3654343","127.3917845,37.3396374",,"127.7374583,37.3969028",,"128.0910314,35.1169052",,"127.8048199,37.2756171","127.2507819,37.5429482","127.6187492,37.5046416","127.6914874,37.7442826","127.257166,37.4522229","127.6167538,37.3863274","127.7553222,37.7606018",,"127.7553222,37.7606018","127.6914874,37.7442826","127.5446608,37.7003608","127.7553222,37.7606018",,"127.102383,37.8156242","127.457769,37.3793999","128.5848993,36.2994162","127.4348276,37.6493391",,"127.1278475,37.8481826","127.4030159,37.6373708","127.6914874,37.7442826","127.8024856,37.4002048","127.3252786,37.9758779","127.2389467,37.9508323","127.7553222,37.7606018","128.5869992,36.3184746","127.6914874,37.7442826","127.6635568,37.4008518","127.6914874,37.7442826","127.3252786,37.9758779","127.8024856,37.4002048","128.5869992,36.3184746"
"127.7866526,37.7563422","127.5278765,37.3720885","128.2861084,35.0400458","129.0157299,35.8960024","126.6643231,34.7024261","127.4350691,37.6493284",,"127.5239589,37.2631405","127.4930849,37.6625354","127.128695,37.7994972","126.8704583,34.6932346","127.128695,37.7994972","127.1075965,37.6431982","127.9020688,37.365324","127.3916966,37.3394958",,"127.7387589,37.3972959",,"128.0907557,35.1167144",,"127.8051609,37.2757145","127.251239,37.5426859","127.6195619,37.5048662","127.692286,37.7445229","127.2588305,37.4514376","127.6175065,37.3865736","127.7563117,37.7608097",,"127.7563117,37.7608097","127.692286,37.7445229","127.544853,37.7010909","127.7563117,37.7608097",,"127.1023539,37.8157602","127.4590533,37.379285","128.5852934,36.2998859","127.4350691,37.6493284",,"127.1278065,37.8481914","127.403204,37.6374737","127.692286,37.7445229","127.8035049,37.3999607","127.3252509,37.9760256","127.23902,37.9510155","127.7563117,37.7608097","128.5870286,36.3199483","127.692286,37.7445229","127.6640042,37.4007989","127.692286,37.7445229","127.3252509,37.9760256","127.8035049,37.3999607","128.5870286,36.3199483"
"127.787299,37.7561793","127.5275624,37.3719236","128.2856932,35.0403118","129.0152241,35.8962603","126.6636146,34.7027431","127.4361733,37.6492758",,"127.5237746,37.2615874","127.4934657,37.6639749","127.1287243,37.7995415","126.8699514,34.6931418","127.1287243,37.7995415","127.1075694,37.6431774","127.9028315,37.3643353","127.391691,37.3394895",,"127.7417401,37.3982498",,"128.090406,35.1164718",,"127.8051846,37.2757225","127.2515611,37.542482","127.6201381,37.5050702","127.6935946,37.7449182","127.258937,37.4513909","127.6187058,37.3870231","127.7574523,37.7610064",,"127.7574523,37.7610064","127.6935946,37.7449182","127.5448814,37.7011846","127.7574523,37.7610064",,"127.1023305,37.8158845","127.4613012,37.3790784","128.585735,36.300412","127.4361733,37.6492758",,"127.1276017,37.8482359","127.4035256,37.6376488","127.6935946,37.7449182","127.8070808,37.3988508","127.3252436,37.9762338","127.2391458,37.9515015","127.7574523,37.7610064","128.5870348,36.320234","127.6935946,37.7449182","127.664822,37.4007031","127.6935946,37.7449182","127.3252436,37.9762338","127.8070808,37.3988508","128.5870348,36.320234"
"127.7877924,37.7560645","127.5274099,37.3718885","128.2854796,35.0404421","129.0146073,35.8966314","126.6631452,34.702941","127.4393203,37.6491693",,"127.5236988,37.2609465","127.4935791,37.6644264","127.1287953,37.7996535","126.8697518,34.6931056","127.1287953,37.7996535","127.1075066,37.6432664","127.9045137,37.3619427","127.3915715,37.339337",,"127.7433664,37.3987747",,"128.0899146,35.116191",,"127.8055551,37.2758451","127.2521136,37.5421316","127.6204494,37.5051744","127.6941898,37.7450948","127.260112,37.4509408","127.6196632,37.3874233","127.7585642,37.76115",,"127.7585642,37.76115","127.6941898,37.7450948","127.5450723,37.7018136","127.7585642,37.76115",,"127.1023171,37.8160431","127.4621303,37.379002","128.5859446,36.300667","127.4393203,37.6491693",,"127.1275494,37.8482384","127.4041157,37.6379693","127.6941898,37.7450948","127.8088029,37.3983542","127.325266,37.9763925","127.2391958,37.9518306","127.7585642,37.76115","128.5870366,36.3203665","127.6941898,37.7450948","127.6657143,37.4005991","127.6941898,37.7450948","127.325266,37.9763925","127.8088029,37.3983542","128.5870366,36.3203665"
