0,1,2,3,4,5,6,7,8,9
"128.6900219,35.276592","128.6604921,35.9115641","127.1266872,35.9695491","128.4860998,35.9186496","128.5501608,35.9519842","128.9036262,35.9843716","127.3248031,36.3774507","128.5563383,35.9589197","128.6900219,35.276592","128.6604921,35.9115641"
"128.690599,35.2767378","128.6606326,35.9115474","127.1270246,35.9690245","128.4858705,35.9191086","128.5502744,35.9522744","128.9034421,35.9848128","127.3231819,36.3805072","128.5563575,35.959117","128.690599,35.2767378","128.6606326,35.9115474"
"128.6922181,35.2771546","128.6609922,35.9115051","127.1283248,35.9665826","128.4855617,35.9196746","128.5504491,35.9529075","128.9032957,35.9855628","127.3230206,36.380809","128.5563383,35.9593371","128.6922181,35.2771546","128.6609922,35.9115051"
"128.6929245,35.277337","128.6611615,35.9114909","127.1283383,35.9665546","128.4855335,35.9197298","128.5505621,35.9537333","128.9030764,35.9870258","127.3229993,36.3808495","128.5562519,35.9595912","128.6929245,35.277337","128.6611615,35.9114909"
"128.6945833,35.2777643","128.662262,35.9114911","127.1283842,35.9664556","128.4847105,35.9212846","128.5506248,35.9546992","128.9029025,35.9882295","127.3229008,36.3810306","128.5561199,35.9599214","128.6945833,35.2777643","128.662262,35.9114911"
"128.6948957,35.277845","128.6630746,35.9115833","127.1285265,35.9661531","128.4846748,35.9213579","128.550682,35.9557535","128.9027999,35.9885724","127.3228169,36.3811846","128.556021,35.9601576","128.6948957,35.277845","128.6630746,35.9115833"
"128.6949122,35.2778494","128.6634624,35.9116579","127.1285388,35.9661261","128.483836,35.9229867","128.5507023,35.9561157","128.9027905,35.988605","127.3223869,36.381971","128.556021,35.9601585","128.6949122,35.2778494","128.6634624,35.9116579"
"128.6961407,35.2781699","128.6636873,35.9117243","127.1285556,35.9660865","128.4835123,35.9236159","128.5507231,35.9565186","128.9026559,35.988959","127.3222135,36.3822529","128.5555378,35.9613483","128.6961407,35.2781699","128.6636873,35.9117243"
"128.6970975,35.2784075","128.6638866,35.9117909","127.1285982,35.9659974","128.4821356,35.9262985","128.5508492,35.9585829","128.9022907,35.9896385","127.3219258,36.3827393","128.5553867,35.9617463","128.6970975,35.2784075","128.6638866,35.9117909"
"128.6974174,35.278481","128.664074,35.9118756","127.1285982,35.9659965","128.4820121,35.926533","128.5509374,35.9606413","128.9015227,35.9907465","127.3215779,36.3832346","128.5549676,35.9627462","128.6974174,35.278481","128.664074,35.9118756"
"128.6983019,35.2786634","128.6643301,35.91203","127.1286553,35.9658704","128.4819135,35.9267106","128.5509651,35.9612216","128.901037,35.9915094","127.3212671,36.3836128","128.5547962,35.9630353","128.6983019,35.2786634","128.6643301,35.91203"
"128.699133,35.2787985","128.6646882,35.9122681","127.1287573,35.9656507","128.4812239,35.9279577","128.5511623,35.9646413","128.9002245,35.992799","127.3210647,36.383864","128.5545992,35.9633156","128.699133,35.2787985","128.6646882,35.9122681"
"128.700285,35.2789268","128.6648072,35.9123733","127.129009,35.9651872","128.4805992,35.9288075","128.5512034,35.9654767","128.8990446,35.9946447","127.3208467,36.3841225","128.5545143,35.9634345","128.700285,35.2789268","128.6648072,35.9123733"
"128.7005733,35.2789411","128.6649874,35.9125663","127.1291833,35.9649146","128.4799873,35.9294328","128.5512142,35.9657119","128.8983451,35.9957392","127.3201558,36.3849283","128.5544859,35.9634699","128.7005733,35.2789411","128.6649874,35.9125663"
"128.701448,35.2789793","128.6652244,35.9129328","127.1293285,35.9646869","128.4793366,35.9299745","128.5513618,35.9687245","128.8975041,35.9970553","127.3192268,36.3859997","128.5543023,35.9636752","128.701448,35.2789793","128.6652244,35.9129328"
"128.7030335,35.278978","128.6656497,35.9138996","127.1297516,35.9640959","128.4784868,35.9305494","128.5513494,35.970891","128.897273,35.9974158","127.3187314,36.3866264","128.5540351,35.9639282","128.7030335,35.278978","128.6656497,35.9138996"
"128.7057237,35.2789557","128.6660116,35.9145416","127.1298376,35.9639753","128.4778499,35.9308576","128.5512741,35.9722332","128.8968177,35.9981433","127.3186542,36.3867246","128.5538235,35.9641086","128.7057237,35.2789557","128.6660116,35.9145416"
"128.7057941,35.278955","128.6662248,35.9147992","127.1300394,35.9637334","128.4771114,35.9311999","128.551186,35.9736178","128.8965004,35.9985806","127.3185167,36.386911","128.5535512,35.9643129","128.7057941,35.278955","128.6662248,35.9147992"
"128.7071188,35.2789445","128.6665244,35.9153498","127.1302491,35.9634807","128.4752866,35.931908","128.5510648,35.9755194","128.8963102,35.9988064","127.318435,36.3870182","128.5531265,35.9645655","128.7071188,35.2789445","128.6665244,35.9153498"
"128.7109052,35.2789138","128.666837,35.9160329","127.1311034,35.9624546","128.4734498,35.9326324","128.5510242,35.9763915","128.8961511,35.9989687","127.3184037,36.3870596","128.5524659,35.9649337","128.7109052,35.2789138","128.666837,35.9160329"
"128.7123894,35.2789062","128.6670868,35.916666","127.1313007,35.9622235","128.4705934,35.9337456","128.5509351,35.9777888","128.8961424,35.9989769","127.3182829,36.3872244","128.5523268,35.9650629","128.7123894,35.2789062","128.6670868,35.916666"
"128.7126016,35.278905","128.6673689,35.9176108","127.1313688,35.9621435","128.4698994,35.9340162","128.5509241,35.9779575","128.8958771,35.9992243","127.3182627,36.3872541","128.5522203,35.9651423","128.7126016,35.278905","128.6673689,35.9176108"
"128.7130018,35.278901","128.6673698,35.9178272","127.1319051,35.9615185","128.4673503,35.9350646","128.5508912,35.9799989","128.8956978,35.9993724","127.3181296,36.3874351","128.5518828,35.9653625","128.7130018,35.278901","128.6673698,35.9178272"
"128.7163088,35.2788723","128.6674326,35.9180249","127.1323897,35.9610367","128.4668123,35.9353159","128.550882,35.980557","128.8954998,35.9995343","127.3180771,36.3875099","128.5516657,35.9655556","128.7163088,35.2788723","128.6674326,35.9180249"
"128.7197487,35.2788421","128.6674872,35.9181993","127.1324309,35.9609999","128.4665504,35.9354713","128.5510866,35.9838576","128.8953093,35.9996736","127.3179629,36.3876792","128.551507,35.9657923","128.7197487,35.2788421","128.6674872,35.9181993"
"128.7200258,35.2788393","128.6675611,35.918552","127.1325835,35.9608642","128.4664844,35.9355133","128.55116,35.9859648","128.8950535,35.9998271","127.3176452,36.388152","128.5514144,35.9660059","128.7200258,35.2788393","128.6675611,35.918552"
"128.7206898,35.2788335","128.6676261,35.9191292","127.1326047,35.9608454","128.4660817,35.9357645","128.5511912,35.9871411","128.8947281,35.9999994","127.3176183,36.3881925","128.5513783,35.9662054","128.7206898,35.2788335","128.6676261,35.9191292"
"128.7212802,35.2788285","128.6676497,35.9196744","127.1326191,35.9608319","128.4658101,35.9359443","128.5511743,35.9881266","128.8943443,36.0001914","127.3166821,36.389446","128.5513812,35.9665931","128.7212802,35.2788285","128.6676497,35.9196744"
"128.7236723,35.2787971","128.6676455,35.9199206","127.1326514,35.960804","128.4655332,35.9361485","128.5511198,35.9892829","128.8934502,36.000639","127.3163923,36.3898477","128.5514901,35.9699576","128.7236723,35.2787971","128.6676455,35.9199206"
"128.7240878,35.278792","128.6676371,35.9203994","127.1327182,35.9607438","128.4651991,35.936391","128.5511117,35.9894245","128.8926232,36.0010525","127.3158397,36.3906122","128.5514892,35.9701406","128.7240878,35.278792","128.6676371,35.9203994"
"128.7245957,35.2787859","128.667633,35.9206492","127.1327684,35.9606998","128.4644621,35.9370496","128.5510891,35.989733","128.8905107,36.0021201","127.3158296,36.3906257","128.5514888,35.9701947","128.7245957,35.2787859","128.667633,35.9206492"
"128.7247683,35.2787842","128.6676274,35.9209485","127.1333828,35.9602112","128.4638743,35.9376665","128.5510386,35.9904376","128.8884546,36.0031843","127.3153262,36.3913209","128.5514874,35.9707564","128.7247683,35.2787842","128.6676274,35.9209485"
"128.7258484,35.2787327","128.6676241,35.9210991","127.1336554,35.9600191","128.4637125,35.9378499","128.5509908,35.9911015","128.8882281,36.0033014","127.3148317,36.3920152","128.551487,35.9708096","128.7258484,35.2787327","128.6676241,35.9210991"
"128.7263403,35.2786907","128.6676411,35.922033","127.1347145,35.959274","128.4630368,35.9387227","128.550987,35.9911493","128.8879587,36.0034406","127.31475,36.3921296","128.5514513,35.971716","128.7263403,35.2786907","128.6676411,35.922033"
"128.7266687,35.278663","128.6677492,35.9229749","127.1354321,35.958774","128.4627139,35.9391544","128.5507744,35.9932743","128.885859,36.0044827","127.3145968,36.3923349","128.5514213,35.9720435","128.7266687,35.278663","128.6677492,35.9229749"
"128.7281357,35.2784615","128.6678569,35.9235166","127.1355222,35.9587112","128.4625241,35.9394074","128.5506868,35.9946995","128.8842637,36.0053206","127.3141672,36.392913","128.5513158,35.9727882","128.7281357,35.2784615","128.6678569,35.9235166"
"128.7286624,35.2783886","128.6678617,35.9235409","127.1355845,35.9586708","128.4625,35.9394374","128.5506747,35.9955408","128.8831321,36.005962","127.3131859,36.3943161","128.5511033,35.97541","128.7286624,35.2783886","128.6678617,35.9235409"
"128.7298471,35.2781358","128.66797,35.9238942","127.1356468,35.9586286","128.4619618,35.9401242","128.5506808,35.9959194","128.8824453,36.0064676","127.3122607,36.3955624","128.5510648,35.9755194","128.7298471,35.2781358","128.66797,35.9238942"
"128.7308074,35.2778708","128.6681307,35.92442","127.1361374,35.958283","128.4617872,35.9403573","128.5507074,35.9975005","128.8817871,36.0070882","127.3122305,36.3956083","128.5510242,35.9763915","128.7308074,35.2778708","128.6681307,35.92442"
"128.7311249,35.2777829","128.6684498,35.9252409","127.1365279,35.9580236","128.4602621,35.9423998","128.5507327,35.9985767","128.881724,36.0071601","127.3121556,36.3957001","128.5509351,35.9777888","128.7311249,35.2777829","128.6684498,35.9252409"
"128.7315537,35.2776369","128.6688747,35.9260247","127.1372408,35.9575569","128.458949,35.9441161","128.5507358,35.9998983","128.8800885,36.0092587","127.3120996,36.3957695","128.5509241,35.9779575","128.7315537,35.2776369","128.6688747,35.9260247"
"128.7318371,35.2775412","128.669437,35.9268748","127.1373754,35.9574672","128.4583373,35.9449666","128.5507361,35.9999993","128.8794768,36.0100068","127.3120829,36.3957902","128.5508912,35.9799989","128.7318371,35.2775412","128.669437,35.9268748"
"128.7329813,35.277085","128.6701123,35.9277166","127.1381762,35.9569467","128.4577997,35.9457995","128.5506917,36.0005019","128.8793224,36.0101835","127.3120571,36.3958244","128.550882,35.980557","128.7329813,35.277085","128.6701123,35.9277166"
"128.7347788,35.2762029","128.6706995,35.9282996","127.1383864,35.9568247","128.4573741,35.9466413","128.5505714,36.001216","128.8789949,36.0105587","127.3120415,36.3958451","128.5510866,35.9838576","128.7347788,35.2762029","128.6706995,35.9282996"
"128.7348367,35.2761744","128.6711344,35.928701","127.1386276,35.9566857","128.4569866,35.9476992","128.5503818,36.0018966","128.8783643,36.0111754","127.3119755,36.3959406","128.55116,35.9859648","128.7348367,35.2761744","128.6711344,35.928701"
"128.7375184,35.2748081","128.672243,35.9295377","127.1388211,35.9565781","128.456737,35.9486992","128.5500863,36.0026204","128.8779877,36.0115304","127.3119262,36.3960189","128.5511912,35.9871411","128.7375184,35.2748081","128.672243,35.9295377"
"128.7380181,35.2745514","128.6726293,35.929798","127.1392313,35.9563602","128.4563245,35.9505408","128.5499332,36.0029562","128.8776721,36.0118243","127.311327,36.3971151","128.5511743,35.9881266","128.7380181,35.2745514","128.6726293,35.929798"
"128.7396185,35.273728","128.672797,35.9298947","127.1397024,35.9561452","128.4559741,35.9523747","128.5498663,36.0030974","128.8775859,36.0119046","127.3107622,36.3982394","128.5511198,35.9892829","128.7396185,35.273728","128.672797,35.9298947"
"128.7412624,35.2728826","128.6731984,35.9301278","127.14007,35.9560273","128.4558377,35.9530177","128.5498414,36.0031499","128.8763738,36.0130328","127.3104597,36.3987942","128.5511117,35.9894245","128.7412624,35.2728826","128.6731984,35.9301278"
"128.7412701,35.2728789","128.6737873,35.9304494","127.1404087,35.955922","128.4555868,35.9541935","128.5492824,36.0040807","128.8763541,36.0130492","127.3104048,36.3989005","128.5510891,35.989733","128.7412701,35.2728789","128.6737873,35.9304494"
"128.7425115,35.2722413","128.6740755,35.9305962","127.1406908,35.9558389","128.4551937,35.95608","128.5491685,36.0042764","128.8752801,36.0140776","127.3101317,36.3993346","128.5510386,35.9904376","128.7425115,35.2722413","128.6740755,35.9305962"
"128.7431081,35.2719295","128.675237,35.9311068","127.1420807,35.955496","128.4544348,35.959732","128.5486002,36.0051848","128.8749996,36.0143467","127.3100657,36.3994283","128.5509908,35.9911015","128.7431081,35.2719295","128.675237,35.9311068"
"128.7439491,35.2714908","128.6760203,35.931458","127.1427645,35.9553276","128.4540367,35.9616663","128.5481938,36.0058356","128.8728633,36.0163789","127.3093007,36.4003277","128.550987,35.9911493","128.7439491,35.2714908","128.6760203,35.931458"
"128.7450873,35.270866","128.67651,35.9316623","127.143143,35.9552386","128.4538239,35.9625993","128.5474865,36.006966","128.8723865,36.0169757","127.3089092,36.4007877","128.5507744,35.9932743","128.7450873,35.270866","128.67651,35.9316623"
"128.7466622,35.2698246","128.678224,35.9324244","127.1437169,35.9551195","128.453549,35.9634408","128.5463255,36.0087062","128.8722694,36.017133","127.3083825,36.4013666","128.5506868,35.9946995","128.7466622,35.2698246","128.678224,35.9324244"
"128.7477683,35.2689711","128.6819866,35.9340833","127.1438845,35.9550848","128.4532368,35.9641249","128.5460859,36.0090464","128.8718857,36.0179172","127.3064402,36.4034784","128.5506747,35.9955408","128.7477683,35.2689711","128.6819866,35.9340833"
"128.7485164,35.2683548","128.6835187,35.9347569","127.1447436,35.9549061","128.4530869,35.9643911","128.5458195,36.009458","128.871599,36.0185993","127.3055901,36.4045012","128.5506808,35.9959194","128.7485164,35.2683548","128.6835187,35.9347569"
"128.7499994,35.267134","128.6846289,35.9352427","127.1449556,35.9548617","128.4526364,35.9651078","128.5455364,36.0098662","128.8712565,36.0193858","127.304458,36.4058634","128.5507074,35.9975005","128.7499994,35.267134","128.6846289,35.9352427"
"128.7504994,35.2666951","128.6855116,35.9356316","127.145038,35.9550251","128.4521121,35.9656827","128.544779,36.010997","128.8711615,36.0196041","127.3044423,36.4058832","128.5507327,35.9985767","128.7504994,35.2666951","128.6855116,35.9356316"
"128.7509811,35.2662736","128.68815,35.9368163","127.1450206,35.9551946","128.4515619,35.9662244","128.544392,36.0115197","128.8705478,36.0210148","127.3041078,36.4063253","128.5507358,35.9998983","128.7509811,35.2662736","128.68815,35.9368163"
"128.7515342,35.265781","128.6895123,35.9374744","127.145016,35.955236","128.4510742,35.9666159","128.5441074,36.0119035","128.8699415,36.0221432","127.3037866,36.4067503","128.5507361,35.9999993","128.7515342,35.265781","128.6895123,35.9374744"
"128.7520929,35.2652297","128.6910539,35.9383309","127.144853,35.9562336","128.4505242,35.9669908","128.5439374,36.0121331","128.8699404,36.0221459","127.3036735,36.4069133","128.5506917,36.0005019","128.7520929,35.2652297","128.6910539,35.9383309"
"128.7524958,35.2648324","128.6911623,35.9383912","127.1447994,35.956558","128.4497997,35.9674329","128.542949,36.0135075","128.8699026,36.0222086","127.3035235,36.4071303","128.5505714,36.001216","128.7524958,35.2648324","128.6911623,35.9383912"
"128.7527459,35.2645864","128.6927747,35.9393831","127.1445617,35.9578746","128.4469496,35.968925","128.542175,36.0145583","128.8696477,36.0226108","127.302937,36.4079768","128.5503818,36.0018966","128.7527459,35.2645864","128.6927747,35.9393831"
"128.7532668,35.2640004","128.6944746,35.9405833","127.1445333,35.9580341","128.4447366,35.9700991","128.5420627,36.0147125","128.8693136,36.0230537","127.3023828,36.4088224","128.5500863,36.0026204","128.7532668,35.2640004","128.6944746,35.9405833"
"128.7540097,35.2630568","128.6969662,35.9423814","127.1444241,35.9586414","128.4414619,35.9718162","128.5415472,36.0154202","128.868691,36.0238253","127.3015039,36.4105933","128.5499332,36.0029562","128.7540097,35.2630568","128.6969662,35.9423814"
"128.7542476,35.2627297","128.6991619,35.9439579","127.1443638,35.958973","128.4409395,35.9720935","128.5406871,36.0165997","128.8680996,36.0244081","127.3013693,36.4108645","128.5498663,36.0030974","128.7542476,35.2627297","128.6991619,35.9439579"
"128.754862,35.2617983","128.6992493,35.9440246","127.1443411,35.9590983","128.4389468,35.9731531","128.5397614,36.0178491","128.8676234,36.0248499","127.3012572,36.4110897","128.5498414,36.0031499","128.754862,35.2617983","128.6992493,35.9440246"
"128.7552131,35.2611788","128.699525,35.9442166","127.1442876,35.959401","128.4363334,35.9745331","128.5388185,36.0191492","128.8670553,36.025308","127.3011461,36.4113446","128.5492824,36.0040807","128.7552131,35.2611788","128.699525,35.9442166"
"128.7554542,35.2607056","128.7014833,35.945635","127.1442364,35.9596912","128.4349961,35.9753116","128.5375868,36.0208494","128.8663204,36.0258086","127.3009711,36.4117482","128.5491685,36.0042764","128.7554542,35.2607056","128.7014833,35.945635"
"128.7556644,35.2602932","128.7027332,35.9465402","127.1441033,35.9604373","128.4345621,35.9755665","128.5372615,36.0212624","128.8659398,36.0260726","127.3007758,36.4122401","128.5486002,36.0051848","128.7556644,35.2602932","128.7027332,35.9465402"
"128.7559379,35.2597106","128.7028622,35.9466345","127.1440806,35.9605635","128.4341594,35.9758446","128.5364744,36.0222582","128.8656938,36.0262214","127.3005153,36.4128969","128.5481938,36.0058356","128.7559379,35.2597106","128.7028622,35.9466345"
"128.7563331,35.2588211","128.7044866,35.9478163","127.1440612,35.9606716","128.4339119,35.9760161","128.5361998,36.0225644","128.8653686,36.0264117","127.3003502,36.4133699","128.5474865,36.006966","128.7563331,35.2588211","128.7044866,35.9478163"
"128.7565573,35.2583157","128.7053654,35.9483728","127.1435945,35.9606387","128.4331625,35.976616","128.5360423,36.0227388","128.8647199,36.0267644","127.3001995,36.4138592","128.5463255,36.0087062","128.7565573,35.2583157","128.7053654,35.9483728"
"128.7565753,35.2582767","128.7058939,35.9487074","127.1435842,35.9607","128.4331054,35.9766688","128.5352066,36.0235827","128.864414,36.0269175","127.3000836,36.414244","128.5460859,36.0090464","128.7565753,35.2582767","128.7058939,35.9487074"
"128.7570736,35.2571544","128.7059745,35.9487579","127.143582,35.9607099","128.4328739,35.9768833","128.5331365,36.0254325","128.8638932,36.0271569","127.3000351,36.4144485","128.5458195,36.009458","128.7570736,35.2571544","128.7059745,35.9487579"
"128.7573168,35.2564658","128.7067559,35.949181","127.1435307,35.9610054","128.4326501,35.977096","128.5312617,36.0271165","128.8606638,36.0285243","127.2999744,36.4146504","128.5455364,36.0098662","128.7573168,35.2564658","128.7067559,35.949181"
"128.757419,35.2561762","128.707174,35.9494076","127.1434886,35.9612478","128.4324132,35.9773233","128.5303446,36.0280196","128.8590018,36.0292003","127.2997771,36.4154407","128.544779,36.010997","128.757419,35.2561762","128.707174,35.9494076"
"128.7576483,35.2555111","128.7085991,35.9500829","127.1434262,35.9613144","128.4321686,35.9775533","128.5294449,36.0289054","128.8564889,36.0302231","127.2996823,36.4158913","128.544392,36.0115197","128.7576483,35.2555111","128.7085991,35.9500829"
"128.7578643,35.2547596","128.7092537,35.9503297","127.1433518,35.9613313","128.4311539,35.9787061","128.5293583,36.0289918","128.8541664,36.0311608","127.2996551,36.4160481","128.5441074,36.0119035","128.7578643,35.2547596","128.7092537,35.9503297"
"128.7583624,35.2529971","128.7098827,35.9505685","127.1432765,35.9613229","128.4307965,35.9791588","128.5287448,36.0296056","128.8521407,36.0319905","127.2995643,36.4166664","128.5439374,36.0121331","128.7583624,35.2529971","128.7098827,35.9505685"
"128.7586163,35.2517115","128.710675,35.9508292","127.143026,35.9612979","128.43065,35.979333","128.5285938,36.0297764","128.8497888,36.0329654","127.2994687,36.4173866","128.542949,36.0135075","128.7586163,35.2517115","128.710675,35.9508292"
"128.7587253,35.2511585","128.7114048,35.9510608","127.1430204,35.9612933","128.4299554,35.9804518","128.5276995,36.0307334","128.849759,36.0329775","127.2992761,36.4185601","128.542175,36.0145583","128.7587253,35.2511585","128.7114048,35.9510608"
"128.7589109,35.2502964","128.7119114,35.9512035",,"128.4294875,35.9814147","128.5273503,36.0311123","128.8488092,36.0333803","127.2989777,36.4196324","128.5420627,36.0147125","128.7589109,35.2502964","128.7119114,35.9512035"
"128.7589745,35.2499991","128.7127041,35.9514119",,"128.4291062,35.9823841","128.5267365,36.031791","128.8478591,36.0337705","127.2987678,36.4201486","128.5415472,36.0154202","128.7589745,35.2499991","128.7127041,35.9514119"
"128.7593628,35.2480322","128.714225,35.9518247",,"128.4288374,35.9833915","128.5263492,36.0322244","128.8447678,36.0349998","127.2983251,36.4209412","128.5406871,36.0165997","128.7593628,35.2480322","128.714225,35.9518247"
"128.7600119,35.2447994","128.7167998,35.952491",,"128.4286558,35.9843656","128.526149,36.0324497","128.842846,36.0356902","127.2982019,36.4211357","128.5397614,36.0178491","128.7600119,35.2447994","128.7167998,35.952491"
"128.7602091,35.2438353","128.7169323,35.9525257",,"128.42861,35.9846274","128.5254367,36.033241","128.8421992,36.0359075","127.2978427,36.4215877","128.5388185,36.0191492","128.7602091,35.2438353","128.7169323,35.9525257"
"128.7608783,35.2405618","128.7199314,35.9533058",,"128.4283046,35.9870595","128.5250244,36.0337161","128.8414792,36.0361247","127.2978002,36.4216417","128.5375868,36.0208494","128.7608783,35.2405618","128.7199314,35.9533058"
"128.7610991,35.2397083","128.7199536,35.9533109",,"128.4279616,35.9897831","128.5248243,36.0339495","128.8410595,36.036243","127.2973862,36.4220954","128.5372615,36.0212624","128.7610991,35.2397083","128.7199536,35.9533109"
"128.7611991,35.2393511","128.7202565,35.9533899",,"128.427799,35.9911493","128.5245803,36.034222","128.840379,36.0364336","127.2969288,36.4225499","128.5364744,36.0222582","128.7611991,35.2393511","128.7202565,35.9533899"
"128.7613995,35.2388081","128.7205236,35.9534593",,"128.4277865,35.9912242","128.5238494,36.0350415","128.8402343,36.036474","127.2961742,36.4231706","128.5361998,36.0225644","128.7613995,35.2388081","128.7205236,35.9534593"
"128.7616521,35.2381562","128.7207741,35.9535244",,"128.4276996,35.9919497","128.5214892,36.0376716","128.8395135,36.0366498","127.2943914,36.4245352","128.5360423,36.0227388","128.7616521,35.2381562","128.7207741,35.9535244"
"128.7618722,35.2376833","128.7219342,35.9538317",,"128.4275615,35.9930408","128.5209494,36.0382513","128.8395025,36.0366517","127.2922889,36.4260957","128.5352066,36.0235827","128.7618722,35.2376833","128.7219342,35.9538317"
"128.7623712,35.236762","128.7246281,35.9545877",,"128.4273366,35.9951495","128.5201995,36.0390583","128.8388389,36.0367916","127.2917903,36.4264663","128.5331365,36.0254325","128.7623712,35.236762","128.7246281,35.9545877"
"128.7630119,35.2357699","128.7248562,35.9546377",,"128.4270623,35.9973992","128.5196374,36.0397158","128.8379142,36.0369849","127.2916003,36.4266066","128.5312617,36.0271165","128.7630119,35.2357699","128.7248562,35.9546377"
"128.763447,35.2351991","128.7280808,35.9554359",,"128.4270286,35.997651","128.5189868,36.0403993","128.8370134,36.0371473","127.2912717,36.4268494","128.5303446,36.0280196","128.763447,35.2351991","128.7280808,35.9554359"
"128.764192,35.2343429","128.7307955,35.9560275",,"128.4269369,35.9983495","128.5186488,36.0407826","128.8355777,36.0373779","127.2902288,36.4276193","128.5294449,36.0289054","128.764192,35.2343429","128.7307955,35.9560275"
"128.7647122,35.2338073","128.7328027,35.9563909",,"128.4268496,35.9993248","128.5182243,36.0412658","128.8349116,36.0374331","127.2899794,36.4278217","128.5293583,36.0289918","128.7647122,35.2338073","128.7328027,35.9563909"
"128.765613,35.233008","128.7353524,35.95671",,"128.4267998,35.9999995","128.5181313,36.041373","128.8342302,36.0375092","127.2899101,36.4278784","128.5287448,36.0296056","128.765613,35.233008","128.7353524,35.95671"
"128.7664088,35.2323821","128.7377775,35.9568518",,"128.4267993,36.00005","128.517836,36.0417154","128.8329855,36.0376159","127.2892885,36.428383","128.5285938,36.0297764","128.7664088,35.2323821","128.7377775,35.9568518"
"128.7666578,35.2322118","128.7399588,35.9568671",,"128.4267746,36.0008832","128.5176493,36.0419586","128.8323401,36.037651","127.2885559,36.4290849","128.5276995,36.0307334","128.7666578,35.2322118","128.7399588,35.9568671"
"128.7669688,35.2319993","128.7408287,35.956832",,"128.4268121,36.0015248","128.5174141,36.0423158","128.8322092,36.0376552","127.2881027,36.4295737","128.5273503,36.0311123","128.7669688,35.2319993","128.7408287,35.956832"
"128.7673441,35.2317565","128.7412853,35.9568146",,"128.4268868,36.0022167","128.5173445,36.0424255","128.831963,36.0376678","127.2877064,36.4301003","128.5267365,36.031791","128.7673441,35.2317565","128.7412853,35.9568146"
"128.7676707,35.2315565","128.7425087,35.9567659",,"128.4270116,36.0029243","128.5170526,36.0429491","128.8269014,36.0377952","127.2872851,36.4307622","128.5263492,36.0322244","128.7676707,35.2315565","128.7425087,35.9567659"
"128.7680192,35.231359","128.7452403,35.9565131",,"128.4273237,36.0041832","128.5168496,36.0433898","128.8268282,36.037796","127.2868602,36.4315232","128.526149,36.0324497","128.7680192,35.231359","128.7452403,35.9565131"
"128.7685268,35.2310706","128.7475962,35.9562038",,"128.4274304,36.0045818","128.5167532,36.043662","128.8242207,36.0378519","127.2866917,36.4319313","128.5254367,36.033241","128.7685268,35.2310706","128.7475962,35.9562038"
"128.7693305,35.2306762","128.7499991,35.9557857",,"128.4282012,36.0075834","128.5166726,36.0439584","128.8240986,36.0378541","127.2865003,36.4325558","128.5250244,36.0337161","128.7693305,35.2306762","128.7499991,35.9557857"
"128.7703796,35.2302315","128.7503317,35.9557128",,"128.4282396,36.0077336","128.5165695,36.0444849","128.8222841,36.0378705","127.2863861,36.4331235","128.5248243,36.0339495","128.7703796,35.2302315","128.7503317,35.9557128"
"128.7712372,35.229907","128.7545109,35.9547992",,"128.4285281,36.008871","128.5164842,36.0451897","128.8212892,36.0378527","127.2862516,36.4337525","128.5245803,36.034222","128.7712372,35.229907","128.7545109,35.9547992"
"128.7714647,35.2298379","128.7565847,35.9543339",,"128.4296489,36.0132249","128.5164908,36.0455268","128.8205458,36.0378023","127.2862083,36.4344962","128.5238494,36.0350415","128.7714647,35.2298379","128.7565847,35.9543339"
"128.7722346,35.2296025","128.7583747,35.9539329",,"128.4300243,36.0146663","128.5165095,36.0457737","128.8193217,36.0376814","127.2861682,36.4357069","128.5214892,36.0376716","128.7722346,35.2296025","128.7583747,35.9539329"
"128.7728397,35.2294402","128.7594646,35.9536538",,"128.430156,36.0153018","128.516558,36.0461844","128.8168592,36.0373794","127.2861633,36.436246","128.5209494,36.0382513","128.7728397,35.2294402","128.7594646,35.9536538"
"128.7730017,35.229397","128.7599947,35.9535175",,"128.4305362,36.0167711","128.5166729,36.0466531","128.8160785,36.0372897","127.2861589,36.4366535","128.5201995,36.0390583","128.7730017,35.229397","128.7599947,35.9535175"
"128.7731528,35.2293648","128.7606495,35.9533492",,"128.4307075,36.017848","128.5166868,36.0467035","128.8159618,36.0372766","127.2861525,36.4373386","128.5196374,36.0397158","128.7731528,35.2293648","128.7606495,35.9533492"
"128.7743436,35.2291277","128.7623495,35.952941",,"128.4307081,36.0178949","128.5167464,36.0469293","128.815151,36.0371836","127.2861493,36.4376992","128.5189868,36.0403993","128.7743436,35.2291277","128.7623495,35.952941"
"128.7775815,35.2285409","128.7631744,35.9527998",,"128.4307114,36.0180833","128.5169152,36.0473669","128.8148928,36.0372045","127.286146,36.4380815","128.5186488,36.0407826","128.7775815,35.2285409","128.7631744,35.9527998"
"128.7785657,35.2283105","128.7646122,35.9525746",,"128.4307033,36.018526","128.5169244,36.0473902","128.8129896,36.0371622","127.2861351,36.4392264","128.5182243,36.0412658","128.7785657,35.2283105","128.7646122,35.9525746"
"128.7794286,35.2280534","128.7657614,35.952466",,"128.4306996,36.0187749","128.5171257,36.047769","128.8126266,36.0371617","127.2861338,36.4392841","128.5181313,36.041373","128.7794286,35.2280534","128.7657614,35.952466"
