0,1,2,3,4,5,6,7,8,9,10,11,12,13
"127.3831805,37.6318952","127.1232874,36.6152489",,"127.3250742,37.372816","127.2827495,37.1388464","127.1838868,37.4062508","128.2254957,36.2982888","128.5293583,36.0289918","128.542949,36.0135075","126.9043972,37.3222053","126.9906148,37.4047252","127.4306367,36.4843577","126.9043972,37.3222053","127.2248936,37.5117064"
"127.3835443,37.6318829","127.1234894,36.6151152",,"127.325234,37.3730452","127.2827233,37.138959","127.185668,37.4053533","128.225301,36.2990337","128.5287448,36.0296056","128.542175,36.0145583","126.909804,37.322866","126.9912236,37.4044132","127.4305032,36.4863311","126.909804,37.322866","127.2253937,37.510808"
"127.3846221,37.6318849","127.123679,36.6149896",,"127.3256415,37.3736281","127.2826447,37.1392969","127.1884202,37.4040472","128.2251617,36.2995079","128.5285938,36.0297764","128.5420627,36.0147125","126.9134372,37.3232996","126.9916624,37.4041907","127.4301864,36.4909999","126.9134372,37.3232996","127.2255759,37.5104695"
"127.3857768,37.6319996","127.1241219,36.6147485",,"127.3258421,37.3738502","127.2825445,37.1396708","127.1888978,37.4038529","128.2234069,36.3054632","128.5276995,36.0307334","128.5415472,36.0154202","126.9137663,37.3233544","126.9937656,37.4031117","127.4300239,36.4928749","126.9137663,37.3233544","127.2258014,37.5100824"
"127.3872373,37.6322479","127.1246518,36.6145347",,"127.3260721,37.3740182","127.2824239,37.1401186","127.1893709,37.4036603","128.2233874,36.3055291","128.5273503,36.0311123","128.5406871,36.0165997","126.9148992,37.3235412","126.9937906,37.4030992","127.4299731,36.4935231","126.9148992,37.3235412","127.2272303,37.5076322"
"127.3890568,37.6326814","127.124905,36.6144517",,"127.3262931,37.3741546","127.2820328,37.1414295","127.1904006,37.4033052","128.2232244,36.3060827","128.5267365,36.031791","128.5397614,36.0178491","126.9162492,37.3238246","126.9953428,37.4022955","127.4299155,36.4942344","126.9162492,37.3238246","127.229182,37.5048344"
"127.3901739,37.6329799","127.124999,36.6144232",,"127.3267974,37.3744068","127.2816773,37.1424997","127.1912545,37.4030857","128.2231618,36.3062995","128.5263492,36.0322244","128.5388185,36.0191492","126.917862,37.3242661","126.9971022,37.401417","127.4297743,36.4961167","126.917862,37.3242661","127.2295333,37.5043629"
"127.3906678,37.6330993","127.1254122,36.6143172",,"127.3268764,37.3744322","127.2811881,37.1438302","127.1917895,37.4029546","128.2220995,36.309958","128.526149,36.0324497","128.5375868,36.0208494","126.9188934,37.324593","126.9980111,37.4010053","127.4297437,36.4965304","126.9188934,37.324593","127.2300721,37.5036646"
"127.3913306,37.6332658","127.1258174,36.6142382",,"127.3269859,37.3744666","127.2810043,37.1443292","127.1922622,37.4028585","128.2215495,36.3117995","128.5254367,36.033241","128.5372615,36.0212624","126.918899,37.3245948","126.9986115,37.4007564","127.4296499,36.4977916","126.918899,37.3245948","127.2315149,37.5017029"
"127.3945868,37.6340827","127.1262896,36.6141856",,"127.3272308,37.3745345","127.280664,37.1451723","127.1927405,37.4027795","128.2214989,36.311991","128.5250244,36.0337161","128.5364744,36.0222582","126.9205288,37.3251923","126.9999992,37.4002196","127.4294994,36.4999993","126.9205288,37.3251923","127.2323496,37.5005168"
"127.3949153,37.6341668","127.1266855,36.6141697",,"127.3274533,37.3745727","127.2803273,37.1459677","127.1928999,37.4027529","128.221203,36.312997","128.5248243,36.0339495","128.5361998,36.0225644","126.9216116,37.3255915","127.0002313,37.4001359","127.4294121,36.5014742","126.9216116,37.3255915","127.2327248,37.4999994"
"127.3959373,37.6344282","127.127012,36.6141689",,"127.328901,37.374656","127.2798513,37.1470196","127.193204,37.4027023","128.220937,36.3139912","128.5245803,36.034222","128.5360423,36.0227388","126.9224928,37.3259221","127.0006831,37.3999954","127.4293782,36.5019033","126.9224928,37.3259221","127.2337991,37.4985416"
"127.3959871,37.6344408","127.128119,36.6141949",,"127.3306458,37.3747567","127.2797041,37.1473159","127.1937162,37.402618","128.2208245,36.3144832","128.5238494,36.0350415","128.5352066,36.0235827","126.9227066,37.3260061","127.0011133,37.3998611","127.4293612,36.5021304","126.9227066,37.3260061","127.233998,37.4982708"
"127.3965717,37.6345964","127.1286423,36.6141975",,"127.3307972,37.3747659","127.279422,37.1478806","127.1941774,37.4025633","128.2207241,36.3149499","128.5214892,36.0376716","128.5331365,36.0254325","126.9227505,37.3260225","127.0018559,37.3996443","127.4292991,36.5029165","126.9227505,37.3260225","127.2354497,37.496291"
"127.396659,37.6346199","127.1291926,36.6141875",,"127.3334888,37.3747193","127.278798,37.1491117","127.1943718,37.4025439","128.2206625,36.3153911","128.5209494,36.0382513","128.5312617,36.0271165","126.9248292,37.3268151","127.0022815,37.3995199","127.4291624,36.5046825","126.9248292,37.3268151","127.2359966,37.4955035"
"127.3968618,37.6346742","127.1296938,36.6141241",,"127.3359668,37.3747164","127.2786791,37.1493224","127.1949393,37.4024859","128.220624,36.3158079","128.5201995,36.0390583","128.5303446,36.0280196","126.9253121,37.3269869","127.0028668,37.3993511","127.4289249,36.5079576","126.9253121,37.3269869","127.2367412,37.4944804"
"127.3970963,37.6347411","127.1303171,36.6140395",,"127.3366897,37.374694","127.2783112,37.1499743","127.1952353,37.402475","128.2205876,36.3162093","128.5196374,36.0397158","128.5294449,36.0289054","126.9255531,37.3270701","127.0038536,37.39911","127.4288773,36.5086752","126.9255531,37.3270701","127.2372185,37.4938703"
"127.3973874,37.6348242","127.1309876,36.6139055",,"127.3374634,37.3746933","127.277716,37.1509711","127.1953879,37.4024672","128.2205866,36.3162246","128.5189868,36.0403993","128.5293583,36.0289918","126.928275,37.3280414","127.0050213,37.3988445","127.4288615,36.5089078","126.928275,37.3280414","127.2373276,37.4937101"
"127.3980117,37.6350249","127.1321164,36.6135781",,"127.3396038,37.3746484","127.2775349,37.1512727","127.1965609,37.4024252","128.2205615,36.3166413","128.5186488,36.0407826","128.5287448,36.0296056","126.9283865,37.3280771","127.0059046,37.3986977","127.4288373,36.5096993","126.9283865,37.3280771","127.2377665,37.4930711"
"127.3987412,37.6353067","127.1327277,36.6134096",,"127.3426806,37.3745876","127.2766139,37.1527601","127.1974026,37.4024436","128.2205623,36.3170992","128.5182243,36.0412658","128.5285938,36.0297764","126.9285419,37.3281256","127.0075637,37.3984549","127.4288489,36.510416","126.9285419,37.3281256","127.2380485,37.4926481"
"127.400335,37.6359787","127.134758,36.6128082",,"127.3445206,37.3745513","127.2765279,37.1528979","127.1993006,37.4024863","128.2205992,36.3178329","128.5181313,36.041373","128.5276995,36.0307334","126.9288369,37.3282217","127.0085293,37.3983409","127.4288742,36.5108325","126.9288369,37.3282217","127.2383547,37.4921197"
"127.4005128,37.6360645","127.1398665,36.6112912",,"127.3488703,37.3744614","127.2760841,37.1536741","127.2016448,37.4025499","128.2211274,36.3229377","128.517836,36.0417154","128.5273503,36.0311123","126.9293616,37.3283829","127.0096111,37.3982498","127.4291373,36.5125915","126.9293616,37.3283829","127.2386338,37.4915596"
"127.4011675,37.6363805","127.1416922,36.6106468",,"127.3497254,37.3744436","127.2757817,37.1542711","127.2021679,37.4025683","128.2211372,36.3230332","128.5176493,36.0419586","128.5267365,36.031791","126.9304116,37.3286493","127.0120396,37.3981661","127.4293538,36.5139755","126.9304116,37.3286493","127.2388469,37.4910959"
"127.4030159,37.6373708","127.1427713,36.610156",,"127.3516726,37.3744019","127.2757488,37.1543369","127.2044185,37.40261","128.2211753,36.3234179","128.5174141,36.0423158","128.5263492,36.0322244","126.9305244,37.3286688","127.0140017,37.3982265","127.4293994,36.5142658","126.9305244,37.3286688","127.238888,37.4910068"
"127.403204,37.6374737","127.1437284,36.6096702",,"127.3548465,37.3743697","127.2752934,37.1552636","127.2054251,37.4026288","128.2214115,36.3258416","128.5173445,36.0424255","128.526149,36.0324497","126.9312368,37.3287912","127.0151108,37.3982833","127.4294116,36.5143415","126.9312368,37.3287912","127.2391118,37.4904006"
"127.4035256,37.6376488","127.1443058,36.609351",,"127.3557636,37.37437","127.2749285,37.1560056","127.2059628,37.402649","128.2214494,36.3264409","128.5170526,36.0429491","128.5254367,36.033241","126.9319665,37.3288785","127.0157261,37.3983435","127.4294994,36.5148329","126.9319665,37.3288785","127.2392651,37.4899133"
"127.4041157,37.6379693","127.1453062,36.6087085",,"127.3568218,37.3744217","127.2744466,37.1571108","127.2061605,37.4026577","128.2214671,36.3266725","128.5168496,36.0433898","128.5250244,36.0337161","126.9323523,37.3289074","127.0165526,37.3984235","127.4297614,36.5165","126.9323523,37.3289074","127.2397163,37.4883162"
"127.4045733,37.6382184","127.1453398,36.608687",,"127.3578167,37.3744761","127.2741925,37.1577278","127.2065379,37.4026559","128.2214834,36.3268662","128.5167532,36.043662","128.5248243,36.0339495","126.9325972,37.3289158","127.0180697,37.3986496","127.4299248,36.5173664","126.9325972,37.3289158","127.2401528,37.4867262"
"127.4046945,37.6382843","127.145719,36.6084186",,"127.3595671,37.374654","127.2741358,37.1578647","127.2067583,37.4026546","128.2215617,36.3278664","128.5166726,36.0439584","128.5245803,36.034222","126.9328589,37.328927","127.0188078,37.3987626","127.4300494,36.5178831","126.9328589,37.328927","127.240233,37.4864326"
"127.4070471,37.6395652","127.146336,36.607985",,"127.3623292,37.3749385","127.2738917,37.1585042","127.2077471,37.4026066","128.2215998,36.333333","128.5165695,36.0444849","128.5238494,36.0350415","126.9335623,37.3289078","127.0198203,37.3989173","127.4302121,36.518333","126.9335623,37.3289078","127.2402623,37.4861415"
"127.4074775,37.6397981","127.1471879,36.607269",,"127.3643212,37.37514","127.2738225,37.1586862","127.2085981,37.4025411","128.2216371,36.3343497","128.5164842,36.0451897","128.5214892,36.0376716","126.934749,37.3288666","127.0233277,37.3993749","127.4303748,36.5187163","126.934749,37.3288666","127.2407717,37.4843832"
"127.4082545,37.6402503","127.1476767,36.6067503",,"127.3659259,37.3753104","127.2733206,37.1600653","127.2095907,37.4024092","128.2216743,36.3350076","128.5164908,36.0455268","128.5209494,36.0382513","126.9362249,37.3287826","127.0262463,37.3995228","127.4310116,36.5198408","126.9362249,37.3287826","127.2409491,37.4837922"
"127.4084833,37.6403757","127.1485631,36.605819",,"127.3677508,37.3755044","127.2732854,37.1601625","127.2105981,37.402217","128.2216781,36.3350509","128.5165095,36.0457737","128.5201995,36.0390583","126.9373033,37.3287247","127.0274224,37.3995176","127.4319497,36.5211666","126.9373033,37.3287247","127.2413386,37.4826871"
"127.4088854,37.6405978","127.1496184,36.6046321",,"127.3700951,37.3758099","127.2727028,37.1617587","127.2115662,37.4019778","128.2217493,36.3357662","128.516558,36.0461844","128.5196374,36.0397158","126.937808,37.3286973","127.0281263,37.399515","127.4324114,36.5220161","126.937808,37.3286973","127.2415869,37.4821703"
"127.4091641,37.6407512","127.1509613,36.6031432",,"127.3712468,37.3760284","127.2716694,37.1645755","127.2119939,37.4018337","128.2218418,36.3362516","128.5166729,36.0466531","128.5189868,36.0403993","126.9415028,37.3284985","127.0284721,37.3995136","127.4324482,36.5221171","126.9415028,37.3284985","127.2417943,37.4817462"
"127.4095458,37.6409615","127.1513467,36.6027152",,"127.3724018,37.3762775","127.2712856,37.165624","127.2124577,37.401678","128.2219696,36.3368152","128.5166868,36.0467035","128.5186488,36.0407826","126.9423158,37.3284546","127.0299954,37.3994557","127.4326064,36.5225472","126.9423158,37.3284546","127.2420173,37.4813591"
"127.4098494,37.6411195","127.1522928,36.601692",,"127.3725678,37.3763191","127.270904,37.1666662","127.2127881,37.4015499","128.2222371,36.3376664","128.5167464,36.0469293","128.5182243,36.0412658","126.9448431,37.3283042","127.0320529,37.3992647","127.4326866,36.5227681","126.9448431,37.3283042","127.242279,37.4809099"
"127.4108372,37.6416493","127.1533475,36.6006196",,"127.3735173,37.3765049","127.2708881,37.1667103","127.2134818,37.4012821","128.2225616,36.3384163","128.5169152,36.0473669","128.5181313,36.041373","126.9450678,37.3282908","127.0321954,37.3992445","127.4327745,36.5231666","126.9450678,37.3282908","127.2427234,37.48027"
"127.4110966,37.6417703","127.1541345,36.5998935",,"127.3749997,37.376877","127.2704361,37.1679327","127.2144427,37.4008319","128.2228369,36.3390331","128.5169244,36.0473902","128.517836,36.0417154","126.9459103,37.3282326","127.032719,37.3991718","127.4328246,36.5234326","126.9459103,37.3282326","127.2428189,37.4801314"
"127.4115871,37.6419996","127.1556453,36.5985546",,"127.3760746,37.3771269","127.26934,37.170926","127.2152455,37.400376","128.2231839,36.3396882","128.5171257,36.047769","128.5176493,36.0419586","126.9471503,37.3281473","127.0334393,37.3990709","127.4328622,36.5238743","126.9471503,37.3281473","127.2434051,37.4793836"
"127.4115984,37.642005","127.1581134,36.5966668",,"127.3790599,37.3778051","127.2686142,37.1729077","127.2156622,37.4001291","128.2233495,36.3399991","128.5172145,36.047935","128.5174141,36.0423158","126.9481851,37.3280323","127.0362489,37.3985655","127.4328618,36.5242575","126.9481851,37.3280323","127.2442557,37.4783444"
"127.4124821,37.6424104","127.1600114,36.5952145",,"127.3794043,37.3778884","127.2683325,37.1736769","127.2159521,37.3999576","128.223812,36.3407248","128.5172577,36.0480158","128.5173445,36.0424255","126.9487987,37.3279405","127.0380177,37.3982768","127.4327742,36.5248912","126.9487987,37.3279405","127.2446827,37.4778432"
"127.4128956,37.6425729","127.1608984,36.5946022",,"127.3801133,37.3780613","127.2681439,37.1741985","127.2170156,37.3992652","128.2244249,36.3415748","128.5172622,36.0480248","128.5170526,36.0429491","126.9505042,37.3276311","127.038547,37.3981896","127.4326867,36.5252995","126.9505042,37.3276311","127.2449508,37.4775076"
"127.4129636,37.6425991","127.1613883,36.5943016",,"127.3804972,37.3781554","127.2677247,37.1753551","127.2184256,37.3983735","128.2247749,36.3420577","128.5172804,36.0480535","128.5168496,36.0433898","126.9515511,37.3273989","127.0392278,37.3980787","127.4322367,36.5264163","126.9515511,37.3273989","127.2453996,37.4768992"
"127.4134349,37.6428176","127.1621506,36.5938151",,"127.3818296,37.3784804","127.2672351,37.176708","127.2194807,37.3977937","128.2255999,36.3431832","128.5176089,36.0485664","128.5167532,36.043662","126.9524119,37.3271496","127.0403043,37.3979251","127.4311211,36.5286243","126.9524119,37.3271496","127.2459875,37.4759577"
"127.4154618,37.6436663","127.1629155,36.5932584",,"127.3845519,37.3791149","127.2672305,37.1767224","127.2203363,37.3974081","128.2268366,36.3448408","128.5176213,36.0485816","128.5166726,36.0439584","126.9533529,37.3268854","127.0407566,37.3978611","127.4306365,36.5295833","126.9533529,37.3268854","127.2462741,37.4754743"
"127.4171896,37.6443643","127.1638947,36.5925246",,"127.3857555,37.3793955","127.2668476,37.1777727","127.2209665,37.3971636","128.2289036,36.3476941","128.5177928,36.0487902","128.5165695,36.0444849","126.9547581,37.3264349","127.0414554,37.3977611","127.4304249,36.5301159","126.9547581,37.3264349","127.2466998,37.4746829"
"127.4173279,37.6444185","127.164875,36.5917899",,"127.3894309,37.3802508","127.266842,37.177788","127.2220081,37.3968956","128.2289499,36.3477578","128.5180747,36.0491331","128.5164842,36.0451897","126.9556172,37.3261026","127.0460252,37.3972442","127.4303107,36.5304972","126.9556172,37.3261026","127.2467716,37.4745181"
"127.4181119,37.6447246","127.1652451,36.5915124",,"127.3898193,37.3803305","127.2665113,37.1787213","127.2232358,37.3966731","128.2294368,36.3484581","128.5183939,36.0494351","128.5164908,36.0455268","126.956147,37.3258806","127.048225,37.3970462","127.430232,36.5309605","126.956147,37.3258806","127.2469084,37.4742056"
"127.4189742,37.6450992","127.1652653,36.5914971",,"127.3898566,37.3803377","127.2665022,37.1787492","127.2237478,37.396613","128.2305226,36.3499227","128.518662,36.0496492","128.5165095,36.0457737","126.9576192,37.3252077","127.0485177,37.3970194","127.4302174,36.5310462","126.9576192,37.3252077","127.2472368,37.4733996"
"127.4200867,37.6456075","127.1658452,36.5910516",,"127.3911676,37.3806211","127.2662678,37.1794897","127.2253664,37.3964248","128.2305372,36.3499415","128.5192248,36.0500744","128.516558,36.0461844","126.9581378,37.3249712","127.0512755,37.3968469","127.430205,36.5312436","126.9581378,37.3249712","127.2474411,37.4728565"
"127.421137,37.6461075","127.1667683,36.590342",,"127.392621,37.3808333","127.2661391,37.1799537","127.2258739,37.3963656","128.2306874,36.3501489","128.5199994,36.0505664","128.5166729,36.0466531","126.95971,37.3241933","127.0537921,37.3967392","127.4301959,36.531377","126.95971,37.3241933","127.2475565,37.4724899"
"127.4216695,37.6463783","127.1669488,36.5902109",,"127.3935268,37.3809252","127.2660411,37.1803095","127.2268698,37.3962183","128.2317115,36.3515661","128.5211949,36.0510719","128.5166868,36.0467035","126.9601099,37.3239941","127.0553194,37.3965764","127.43023,36.531972","126.9601099,37.3239941","127.2477877,37.4716665"
"127.4224637,37.6467817","127.1670195,36.5901606",,"127.3943253,37.3809845","127.265904,37.1809204","127.2275242,37.3961215","128.2328282,36.3531198","128.5222336,36.0514687","128.5167464,36.0469293","126.9603013,37.3238985","127.0561506,37.3964524","127.4302622,36.5322416","126.9603013,37.3238985","127.2478621,37.4713999"
"127.4234993,37.6473078","127.1676194,36.5897242",,"127.395012,37.3810131","127.2657336,37.1817584","127.2293772,37.3957779","128.2340273,36.3547649","128.5230169,36.0517686","128.5169152,36.0473669","126.9636752,37.3222788","127.0564129,37.3964138","127.4304119,36.5334416","126.9636752,37.3222788","127.2479571,37.4710711"
"127.4246991,37.647908","127.1687662,36.5889764",,"127.3953272,37.3810278","127.2656441,37.1822927","127.2307408,37.3954637","128.234637,36.3556068","128.5243735,36.0522781","128.5169244,36.0473902","126.9654215,37.3214502","127.0584695,37.3961493","127.4304373,36.5337166","126.9654215,37.3214502","127.2482855,37.4699297"
"127.4249484,37.648029","127.1691866,36.588717",,"127.3960919,37.3810357","127.2655188,37.1834526","127.2311661,37.3953412","128.2348617,36.3559164","128.5258372,36.0528245","128.5171257,36.047769","126.9656174,37.3213573","127.0592451,37.3960503","127.4305073,36.534208","126.9656174,37.3213573","127.2486219,37.4687623"
"127.4253653,37.6482491","127.1707626,36.5879651",,"127.3965177,37.3810306","127.2654741,37.1840763","127.2333645,37.3947197","128.2353624,36.3566499","128.5283022,36.0537031","128.5172145,36.047935","126.9660226,37.3211951","127.0595616,37.3960217","127.4305661,36.5346209","126.9660226,37.3211951","127.2487431,37.4683668"
"127.4257143,37.6484206","127.1717114,36.5875124",,"127.3966589,37.3810325","127.2654604,37.1848596","127.2337592,37.3946124","128.2355875,36.3570082","128.5283424,36.0537181","128.5172577,36.0480158","126.9665082,37.3209918","127.0601243,37.3960103","127.4306616,36.5352908","126.9665082,37.3209918","127.2488095,37.4681317"
"127.4258027,37.6484567","127.1719221,36.5873922",,"127.3976801,37.3810163","127.2654637,37.1852526","127.2345983,37.3943835","128.236271,36.3581003","128.5301186,36.0543862","128.5172622,36.0480248","126.9669712,37.3207992","127.0609581,37.3960134","127.4312821,36.5397527","126.9669712,37.3207992","127.2488837,37.4679065"
"127.4262741,37.6486499","127.1726269,36.5869894",,"127.3985092,37.3809458","127.265465,37.1855519","127.2348629,37.3943111","128.236837,36.3591416","128.5303295,36.0544656","128.5172804,36.0480535","126.9675448,37.3206026","127.0612877,37.3960525","127.4313366,36.5400908","126.9675448,37.3206026","127.2493371,37.466258"
"127.4270368,37.648891","127.1730519,36.5866849",,"127.4005427,37.3807727","127.2654666,37.1857682","127.2349975,37.3942727","128.2368825,36.359236","128.5315757,36.0549345","128.5176089,36.0485664","126.9681341,37.3204213","127.0626154,37.3962097","127.4314997,36.5413909","126.9681341,37.3204213","127.2495772,37.4654527"
"127.4276453,37.6490663","127.1732538,36.5865178",,"127.4011098,37.3807362","127.2654806,37.1859765","127.2380474,37.3934213","128.2372178,36.3599281","128.5323253,36.0552832","128.5176213,36.0485816","126.9698594,37.3199982","127.0632824,37.3963312","127.4317497,36.5429416","126.9698594,37.3199982","127.2497956,37.4647221"
"127.4279366,37.6491413","127.1736218,36.5861979",,"127.4013108,37.3807192","127.2655076,37.1863569","127.2396543,37.392967","128.2373009,36.3601097","128.5330706,36.0557348","128.5177928,36.0487902","126.9701689,37.3199563","127.0634969,37.3963707","127.4318587,36.5434114","126.9701689,37.3199563","127.2499994,37.4639663"
"127.4287118,37.6492995","127.1740474,36.585742",,"127.4020892,37.3806631","127.2655205,37.1865526","127.2405928,37.3927338","128.2376926,36.3609872","128.5334673,36.056019","128.5180747,36.0491331","126.9712116,37.3198249","127.064238,37.3965691","127.431999,36.5440164","126.9712116,37.3198249","127.2502248,37.4631997"
"127.4294871,37.6494081","127.1742743,36.5854757",,"127.4028743,37.3805934","127.2655677,37.1869682","127.2410032,37.3926491","128.2379313,36.3616014","128.5339254,36.0564072","128.5183939,36.0494351","126.9712917,37.3198207","127.0649662,37.3968431","127.432137,36.5445907","126.9712917,37.3198207","127.2505702,37.4620188"
"127.4301355,37.6494472","127.1744384,36.5852724",,"127.4042378,37.3804611","127.265571,37.1869917","127.2416611,37.3925405","128.2381242,36.3620744","128.53446,36.0569543","128.518662,36.0496492","126.9723124,37.3197658","127.0661872,37.3973018","127.432274,36.5451578","126.9723124,37.3197658","127.2508745,37.4609414"
"127.430462,37.6494664","127.1746431,36.5849809",,"127.4052377,37.3803276","127.2655852,37.1871089","127.2420126,37.3924827","128.2383374,36.3626997","128.5348089,36.0574039","128.5192248,36.0500744","126.9735559,37.3198056","127.0674121,37.3978489","127.4323374,36.5454833","126.9735559,37.3198056","127.2513366,37.4593496"
"127.4309449,37.6494676","127.1748445,36.5846668",,"127.4083952,37.3799759","127.2656754,37.1878464","127.2422737,37.3924373","128.2384239,36.3630075","128.5348452,36.0574604","128.5199994,36.0505664","126.9750078,37.3198968","127.0680094,37.3981152","127.4324118,36.5459828","126.9750078,37.3198968","127.2515366,37.4587326"
"127.4310197,37.6494676","127.1750428,36.5842779",,"127.4092357,37.3799008","127.2657982,37.1885741","127.2431667,37.3923077","128.238462,36.3631497","128.5351002,36.0578548","128.5211949,36.0510719","126.9765835,37.3200372","127.0688275,37.3984806","127.4324662,36.546421","126.9765835,37.3200372","127.2517077,37.4582696"
"127.4317996,37.649469","127.1751727,36.5839583",,"127.4117729,37.3796413","127.2660439,37.1896464","127.2440437,37.3921996","128.238699,36.3639244","128.5353437,36.0583062","128.5222336,36.0514687","126.9770256,37.3200815","127.0703289,37.3990963","127.4324914,36.5469475","126.9770256,37.3200815","127.2518115,37.4579913"
"127.4333867,37.6494077","127.1751818,36.5839321",,"127.4128799,37.3795583","127.2662456,37.1903435","127.2454269,37.3920854","128.2388854,36.3646625","128.5353874,36.0584212","128.5230169,36.0517686","126.9771339,37.3200901","127.0712929,37.399445","127.4324619,36.5474415","126.9771339,37.3200901","127.2520131,37.4575564"
"127.4334808,37.6494032","127.175253,36.5837322",,"127.4146975,37.3794325","127.266259,37.1903922","127.2488393,37.3918818","128.2390499,36.365316","128.5355885,36.0589433","128.5243735,36.0522781","126.9772749,37.3201015","127.0724097,37.3997528","127.4323999,36.5480914","126.9772749,37.3201015","127.2525796,37.4565237"
"127.434042,37.6493765","127.1752598,36.5837133",,"127.415878,37.3793505","127.2663348,37.190652","127.2499998,37.3918058","128.2391702,36.3660112","128.5356281,36.0590863","128.5258372,36.0528245","126.9784187,37.320194","127.0728407,37.3998634","127.4321998,36.5495076","126.9784187,37.320194","127.2532195,37.4555173"
"127.4348276,37.6493391","127.1753199,36.583507",,"127.4172538,37.3792631","127.2664865,37.1911697","127.252723,37.3916276","128.2392395,36.3665039","128.5356911,36.0593147","128.5283022,36.0537031","126.9791599,37.3202423","127.0743491,37.4000374","127.4320998,36.5500746","126.9791599,37.3202423","127.2536996,37.4549496"
"127.4350691,37.6493284","127.1753587,36.5833331",,"127.4192623,37.3791347","127.2668351,37.1921268","127.2542,37.3914901","128.2394103,36.3678326","128.5357609,36.0596423","128.5283424,36.0537181","126.9800287,37.3202777","127.0744982,37.4000551","127.4320122,36.5506326","126.9800287,37.3202777","127.2542611,37.4543901"
"127.4361733,37.6492758","127.175409,36.5830565",,"127.4197638,37.3790981","127.2670185,37.1925716","127.255321,37.3913744","128.2394251,36.3679821","128.5358282,36.060115","128.5301186,36.0543862","126.9805117,37.3202843","127.0760602,37.4001608","127.4319624,36.5513411","126.9805117,37.3202843","127.2547523,37.4539017"
"127.4393203,37.6491693","127.1754559,36.5825356",,"127.4204529,37.3790472","127.2671572,37.192909","127.2562998,37.3912484","128.2394617,36.3685499","128.5358448,36.0604557","128.5303295,36.0544656","126.9810286,37.3202911","127.0772461,37.4002281","127.4319742,36.5519244","126.9810286,37.3202911","127.2551979,37.4535213"
"127.4399154,37.6491408","127.1754787,36.5818919",,"127.4223212,37.3789898","127.2671885,37.1929838","127.2572379,37.3910935","128.2395,36.3695332","128.5358558,36.0607846","128.5315757,36.0549345","126.9812035,37.3202937","127.0781076,37.4003258","127.432053,36.5524852","126.9812035,37.3202937","127.2556172,37.453213"
"127.4406988,37.6491042","127.1754891,36.5810157",,"127.4234676,37.3790248","127.2679113,37.194642","127.2574877,37.3910498","128.2395035,36.369672","128.5358327,36.062074","128.5323253,36.0552832","126.9820534,37.3202821","127.0782838,37.4003445","127.4320775,36.5526628","126.9820534,37.3202821","127.2557646,37.4531042"
"127.4408665,37.6490962","127.1754748,36.5801665",,"127.4312443,37.3792225","127.2681418,37.1951716","127.2594421,37.3907077","128.2394648,36.3727689","128.5357875,36.0635331","128.5330706,36.0557348","126.9832106,37.3202312","127.0784848,37.4003668","127.4321996,36.5535328","126.9832106,37.3202312","127.2558495,37.4530458"
"127.4420093,37.6490337","127.1754629,36.5789963",,"127.431783,37.3792426","127.2683712,37.1956778","127.2609603,37.3903944","128.2394621,36.3729484","128.5357373,36.0659749","128.5334673,36.056019","126.9843015,37.3201386","127.0787817,37.4004039","127.4325873,36.5561159","126.9843015,37.3201386","127.2561181,37.4528607"
"127.44305,37.6489657","127.1754606,36.5787475",,"127.4333847,37.3792544","127.2686734,37.1963445","127.2624097,37.390043","128.2394592,36.3732279","128.5357496,36.066916","128.5339254,36.0564072","126.9849376,37.3200504","127.0796069,37.4005403","127.4326461,36.5566118","126.9849376,37.3200504","127.256279,37.4527493"
"127.4435,37.6489361","127.1754766,36.5775909",,"127.4334638,37.3792562","127.2692392,37.1977861","127.2635505,37.3897443","128.2394345,36.3750959","128.5358098,36.067863","128.53446,36.0569543","126.9855905,37.3199586","127.0810933,37.4008268","127.4326617,36.5567497","126.9855905,37.3199586","127.256833,37.4524106"
"127.444721,37.6488322","127.1754803,36.5772339",,"127.4368003,37.3793338","127.2694438,37.1983282","127.2645884,37.389448","128.2394494,36.3756079","128.5358364,36.0682829","128.5348089,36.0574039","126.9861352,37.3198618","127.0828292,37.4013584","127.4326749,36.5568867","126.9861352,37.3198618","127.257166,37.4522229"
"127.4452992,37.6487829","127.1754894,36.5758654",,"127.442196,37.3794708","127.2695978,37.1988081","127.2670524,37.3886615","128.2394617,36.3759666","128.5358893,36.0686782","128.5348452,36.0574604","126.9863725,37.3198114","127.0831628,37.4014975","127.4326982,36.5571383","126.9863725,37.3198114","127.2588305,37.4514376"
"127.4464533,37.6486833","127.1754991,36.5748891",,"127.4429404,37.3794901","127.2697217,37.1991941","127.2680147,37.3883524","128.2395369,36.376966","128.5359239,36.0689412","128.5351002,36.0578548","126.986394,37.319807","127.0845629,37.4020802","127.4326993,36.55715","126.986394,37.319807","127.258937,37.4513909"
"127.4474123,37.6485999","127.1755015,36.5732439",,"127.4469038,37.3796272","127.2699938,37.200142","127.2715009,37.3872243","128.2395999,36.3776165","128.536012,36.0696499","128.5353437,36.0583062","126.9867433,37.3197328","127.0866992,37.4031531","127.4327,36.5576413","126.9867433,37.3197328","127.260112,37.4509408"
