0,1,2,3,4,5,6,7,8,9,10,11,12,13
"127.9924197,37.8061854",,,,"127.7926144,37.2707524","128.0490239,37.4490708","127.8558502,36.7901764","128.658787,36.4916575","128.6561912,36.4828627","127.6398873,37.1581416","127.9046164,37.386953",,"127.6398873,37.1581416","127.9619259,37.4143007"
"127.9924619,37.8062221",,,,"127.7929197,37.2709527","128.0507103,37.4488628","127.8547936,36.7904816","128.659137,36.4920661","128.6561546,36.4829541","127.6410798,37.156843","127.9052816,37.3871319",,"127.6410798,37.156843","127.9620822,37.4147246"
"127.9927008,37.8064365",,,,"127.7932532,37.2711501","128.052549,37.4486037","127.853897,36.7907511","128.6595497,36.4924912","128.6560545,36.4833545","127.6420304,37.1556736","127.9060801,37.3873193",,"127.6420304,37.1556736","127.9621225,37.4148525"
"127.9930392,37.8067623",,,,"127.7935414,37.2713099","128.0527015,37.4485858","127.8517468,36.7913831","128.660162,36.4930495","128.6559917,36.4838626","127.6425855,37.1549915","127.9066399,37.387431",,"127.6425855,37.1549915","127.9622574,37.4152783"
"127.9933548,37.8070755",,,,"127.7939053,37.2714856","128.0542092,37.4483733","127.85142,36.7914778","128.6609124,36.4935831","128.6559914,36.4845171","127.643665,37.1535759","127.9072856,37.3875604",,"127.643665,37.1535759","127.9623373,37.4155908"
"127.9938992,37.8076158",,,,"127.7942137,37.271621","128.0550337,37.448263","127.8507518,36.791688","128.6609666,36.4936177","128.6560229,36.4847556","127.6438739,37.1532745","127.907834,37.3876513",,"127.6438739,37.1532745","127.9623477,37.4156304"
"127.9941054,37.8078791",,,,"127.7946193,37.2717949","128.0609947,37.4474507","127.849807,36.7919631","128.6614422,36.4939178","128.6561379,36.4852882","127.6443299,37.1526204","127.9087634,37.3878067",,"127.6443299,37.1526204","127.9623835,37.4157637"
"127.9943496,37.8082079",,,,"127.7953491,37.2720725","128.0627351,37.4472216","127.8491288,36.7921841","128.6618739,36.4941912","128.656324,36.4857912","127.6453664,37.1511003","127.9091884,37.3878503",,"127.6453664,37.1511003","127.9625291,37.4164616"
"127.9944186,37.8083356",,,,"127.796158,37.2724139","128.0637934,37.4470822","127.8481073,36.7925792","128.6627245,36.4947076","128.6564643,36.4862117","127.6455338,37.150854","127.9102577,37.3879647",,"127.6455338,37.150854","127.9625699,37.4166661"
"127.9945992,37.8086665",,,,"127.7969218,37.2727419","128.0659064,37.4467801","127.8473141,36.7929214","128.6630369,36.4949164","128.6566115,36.4866565","127.6469374,37.1487745","127.9106859,37.3879858",,"127.6469374,37.1487745","127.9625827,37.4167282"
"127.9949744,37.8094076",,,,"127.7969602,37.2727607","128.0667263,37.4466626","127.8458581,36.7936522","128.6633864,36.4951411","128.6566874,36.4868821","127.6471384,37.1484912","127.9116159,37.3880303",,"127.6471384,37.1484912","127.9626189,37.4169111"
"127.9951994,37.809925",,,,"127.7975682,37.2730557","128.0675597,37.4465486","127.8444644,36.7943044","128.663517,36.4952128","128.6570998,36.4881077","127.6474079,37.1480933","127.9124226,37.38805",,"127.6474079,37.1480933","127.9627144,37.4177373"
"127.9952283,37.8099879",,,,"127.7990441,37.2737813","128.0695632,37.446274","127.8421233,36.7954218","128.6638998,36.4954245","128.6573117,36.4887745","127.6481939,37.1469313","127.912879,37.3880593",,"127.6481939,37.1469313","127.9627285,37.4178264"
"127.9953851,37.8103343",,,,"127.8003347,37.2744108","128.0713836,37.4460146","127.8416961,36.7956259","128.6652615,36.4962162","128.6575495,36.4894492","127.6492348,37.145394","127.9134483,37.3880437",,"127.6492348,37.145394","127.962745,37.4179372"
"127.9954289,37.8104314",,,,"127.800693,37.2745739","128.071841,37.4459439","127.8410082,36.7959686","128.6662203,36.4968676","128.657712,36.4898659","127.6498882,37.1444341","127.9140999,37.3880144",,"127.6498882,37.1444341","127.962752,37.4179751"
"127.9955246,37.810641",,,,"127.8011583,37.2747395","128.0722926,37.4458669","127.8403697,36.7963058","128.6665638,36.4971437","128.6579495,36.4903666","127.6508998,37.1429499","127.9151739,37.387962",,"127.6508998,37.1429499","127.9627602,37.41803"
"127.9959742,37.8116162",,,,"127.8012261,37.2747628","128.0728512,37.4457434","127.8397234,36.7966637","128.6669296,36.4975602","128.6580989,36.4906581","127.6518766,37.1415208","127.9160354,37.387876",,"127.6518766,37.1415208","127.962806,37.4182994"
"127.9967654,37.8130567",,,,"127.8015017,37.2748585","128.0732372,37.4456568","127.8392214,36.7969716","128.6671272,36.4977846","128.658787,36.4916575","127.652851,37.140071","127.9170288,37.3877481",,"127.652851,37.140071","127.962933,37.4189208"
"127.9970178,37.8135901",,,,"127.8018146,37.2749632","128.0737574,37.4455281","127.8385532,36.7974432","128.6673375,36.4981025","128.659137,36.4920661","127.6532799,37.1394413","127.9179305,37.3875908",,"127.6532799,37.1394413","127.9629761,37.4191343"
"127.9972199,37.8142463",,,,"127.8021782,37.275056","128.0743767,37.445353","127.8367303,36.7986572","128.6676508,36.4987449","128.6595497,36.4924912","127.6548964,37.137054","127.9193489,37.3873073",,"127.6548964,37.137054","127.9630435,37.4196225"
"127.9974673,37.815052",,,,"127.8026139,37.2751549","128.0750635,37.4451297","127.8349184,36.7998514","128.667963,36.4998281","128.660162,36.4930495","127.6565813,37.1345882","127.9214823,37.386822",,"127.6565813,37.1345882","127.9630783,37.419946"
"127.9977818,37.8158654",,,,"127.8029741,37.2752306","128.0774618,37.4443113","127.8344265,36.8001521","128.6680124,36.4999998","128.6609124,36.4935831","127.6566812,37.1344402","127.9215715,37.3868036",,"127.6566812,37.1344402","127.9631974,37.4207559"
"127.9980125,37.8163791",,,,"127.803937,37.2754211","128.0779523,37.4441439","127.8339983,36.8003967","128.6683492,36.5012324","128.6609666,36.4936177","127.6571885,37.1336851","127.921779,37.3867542",,"127.6571885,37.1336851","127.9633614,37.4215079"
"127.9980908,37.8165347",,,,"127.8044066,37.2755208","128.0799196,37.4434538","127.8333172,36.8007655","128.6687619,36.5026915","128.6614422,36.4939178","127.6587498,37.1313916","127.9226906,37.3865445",,"127.6587498,37.1313916","127.9636803,37.422463"
"127.9982324,37.8168153",,,,"127.8048199,37.2756171","128.080533,37.4432389","127.8324748,36.8011573","128.6688404,36.5029341","128.6618739,36.4941912","127.6587959,37.1313338","127.9233247,37.3864007",,"127.6587959,37.1313338","127.9638744,37.4229553"
"127.9982623,37.8168747",,,,"127.8051609,37.2757145","128.0821362,37.4426848","127.8319332,36.8013778","128.6689247,36.5031992","128.6627245,36.4947076","127.6590103,37.1310631","127.9243311,37.3861907",,"127.6590103,37.1310631","127.9640755,37.4234953"
"127.9983566,37.8170401",,,,"127.8051846,37.2757225","128.0823132,37.4426235","127.8313356,36.8016103","128.6690115,36.5034742","128.6630369,36.4949164","127.6592259,37.1307906","127.9254008,37.385985",,"127.6592259,37.1307906","127.9641249,37.4236195"
"127.9985369,37.817316",,,,"127.8055551,37.2758451","128.0832273,37.4422747","127.8303214,36.8019521","128.6690875,36.5036997","128.6633864,36.4951411","127.6596425,37.1302654","127.9254742,37.3859712",,"127.6596425,37.1302654","127.9641825,37.4237941"
"127.9989871,37.8178748",,,,"127.8059223,37.275991","128.0837537,37.4420801","127.8299252,36.8020875","128.6692998,36.5040826","128.663517,36.4952128","127.6604086,37.1294603","127.926937,37.3857667",,"127.6604086,37.1294603","127.9642046,37.4239004"
"127.9991015,37.8179896",,,,"127.8062828,37.2761524","128.0842123,37.441885","127.8286536,36.8025147","128.6694741,36.5043828","128.6638998,36.4954245","127.6611322,37.1287887","127.9274574,37.385699",,"127.6611322,37.1287887","127.9643196,37.424219"
"127.9992868,37.8181664",,,,"127.8067202,37.2763712","128.0844106,37.4417975","127.8283301,36.8026229","128.6696243,36.5045716","128.6652615,36.4962162","127.6615918,37.1283779","127.9276019,37.3856805",,"127.6615918,37.1283779","127.9643621,37.4243369"
"127.9995598,37.8183915",,,,"127.8070978,37.2765793","128.0846416,37.4416954","127.8271637,36.8030245","128.6697996,36.5047916","128.6662203,36.4968676","127.6617727,37.1282316","127.9293139,37.3855986",,"127.6617727,37.1282316","127.9644127,37.4244747"
"127.9999995,37.8187249",,,,"127.8073658,37.276749","128.0847666,37.4416407","127.8265524,36.8032191","128.670237,36.5052164","128.6665638,36.4971437","127.6625348,37.1276753","127.9296042,37.3856011",,"127.6625348,37.1276753","127.9644493,37.4245529"
"128.0002497,37.8189248",,,,"127.8077493,37.277022","128.0854241,37.4412994","127.8261752,36.8033491","128.671024,36.5057992","128.6669296,36.4975602","127.6632116,37.1272137","127.9296754,37.3856072",,"127.6632116,37.1272137","127.9644871,37.4246312"
"128.0011756,37.8197564",,,,"127.8080312,37.2772683","128.0879183,37.440054","127.8260969,36.8033763","128.6712109,36.5059001","128.6671272,36.4977846","127.6632453,37.1271912","127.929967,37.3856313",,"127.6632453,37.1271912","127.9649067,37.4254056"
"128.0012476,37.819821",,,,"127.8082609,37.2774579","128.0880118,37.4400075","127.8256705,36.8035506","128.6713494,36.5059745","128.6673375,36.4981025","127.6636309,37.1269391","127.9303368,37.3856958",,"127.6636309,37.1269391","127.9649923,37.4255396"
"128.001474,37.8200246",,,,"127.8087897,37.2779549","128.089463,37.4392558","127.8255698,36.8035959","128.6717674,36.5061506","128.6676508,36.4987449","127.664175,37.1266085","127.9306854,37.3858171",,"127.664175,37.1266085","127.9651498,37.4257887"
"128.0021368,37.8207501",,,,"127.8090468,37.2781968","128.089749,37.4391083","127.8252945,36.8037211","128.6717753,36.5061542","128.667963,36.4998281","127.6646901,37.1263427","127.9309912,37.3859629",,"127.6646901,37.1263427","127.965273,37.4259757"
"128.0023497,37.8209826",,,,"127.811914,37.2808781","128.0903617,37.4388249","127.8243637,36.8041527","128.6720619,36.5062749","128.6680124,36.4999998","127.6652985,37.1260471","127.9311909,37.3861181",,"127.6652985,37.1260471","127.9658661,37.4266557"
"128.0026734,37.8213075",,,,"127.812376,37.2813096","128.0909491,37.4386246","127.8231065,36.8048196","128.6720899,36.5062836","128.6683492,36.5012324","127.6659294,37.1257821","127.9313841,37.3863247",,"127.6659294,37.1257821","127.9663232,37.4270937"
"128.0027501,37.8213838",,,,"127.8134553,37.2823298","128.0916992,37.4384162","127.8198904,36.8064924","128.6727371,36.5064747","128.6687619,36.5026915","127.6664457,37.1255696","127.9315116,37.3864928",,"127.6664457,37.1255696","127.9667166,37.4274699"
"128.0027993,37.8214331",,,,"127.8135176,37.28239","128.0921868,37.4383246","127.8197853,36.8065477","128.6734066,36.5065898","128.6688404,36.5029341","127.6670317,37.1253542","127.9316063,37.3866538",,"127.6670317,37.1253542","127.9675223,37.4281797"
"128.002861,37.8214924",,,,"127.8144169,37.2832539","128.092643,37.4382673","127.8174831,36.8077555","128.6734615,36.5065991","128.6689247,36.5031992","127.6673624,37.1252329","127.931738,37.3869706",,"127.6673624,37.1252329","127.9680865,37.4285731"
"128.0029835,37.8216225",,,,"127.8145369,37.2833689","128.0927729,37.4382567","127.8173791,36.8078072","128.6743115,36.5066908","128.6690115,36.5034742","127.6682894,37.1249378","127.9318568,37.3873948",,"127.6682894,37.1249378","127.9685311,37.4288255"
"128.0030716,37.8217159",,,,"127.8147387,37.283591","128.093174,37.438225","127.8168342,36.80808","128.6756874,36.5068495","128.6690875,36.5036997","127.6691028,37.1247031","127.9321997,37.3886888",,"127.6691028,37.1247031","127.9689631,37.4290348"
"128.0033279,37.8219843",,,,"127.8147829,37.2836396","128.0936475,37.4382109","127.8160612,36.8084652","128.6765244,36.5069665","128.6692998,36.5040826","127.6703044,37.1243958","127.9325053,37.3895683",,"127.6703044,37.1243958","127.9695716,37.4292847"
"128.0034011,37.8220525",,,,"127.8148884,37.2837772","128.0941121,37.4382167","127.815647,36.8086321","128.6771621,36.5071162","128.6694741,36.5043828","127.6703753,37.1243777","127.9327908,37.3902974",,"127.6703753,37.1243777","127.9719214,37.4301785"
"128.0044365,37.8230908",,,,"127.8149156,37.2838123","128.0947909,37.4382844","127.8152889,36.8087674","128.6773799,36.5071979","128.6696243,36.5045716","127.670706,37.1242916","127.9343926,37.3941927",,"127.670706,37.1242916","127.9724349,37.4304162"
"128.0058996,37.8247024",,,,"127.8150267,37.2839526","128.0952787,37.4383577","127.8152351,36.8087874","128.6777618,36.507341","128.6697996,36.5047916","127.6723025,37.1238782","127.9344782,37.3945529",,"127.6723025,37.1238782","127.972816,37.4306311"
"128.0062535,37.8251083",,,,"127.8150857,37.2840264","128.0956319,37.4384262","127.8147101,36.8089754","128.6778945,36.5074028","128.670237,36.5052164","127.6782685,37.1223027","127.9346796,37.3949857",,"127.6782685,37.1223027","127.9728523,37.4306516"
"128.0065181,37.8254118",,,,"127.8151424,37.2840983","128.0957418,37.4384563","127.8145466,36.8090218","128.6780238,36.5074647","128.671024,36.5057992","127.6804195,37.1217352","127.9348297,37.3953619",,"127.6804195,37.1217352","127.9733732,37.4309777"
"128.0067631,37.8256929",,,,"127.8152037,37.2841946","128.0962414,37.4385917","127.8144492,36.8090491","128.6781284,36.5075132","128.6712109,36.5059001","127.6827977,37.1211078","127.9349616,37.3956914",,"127.6827977,37.1211078","127.9734686,37.4310521"
"128.0085267,37.8276807",,,,"127.8155136,37.2846499","128.0965508,37.4386965","127.814251,36.8091055","128.6786366,36.5078165","128.6713494,36.5059745","127.6900547,37.1191908","127.9351998,37.3962575",,"127.6900547,37.1191908","127.9735549,37.4311193"
"128.0086561,37.8278262",,,,"127.8157183,37.2850442","128.0968445,37.4388077","127.8140684,36.8091538","128.6790995,36.50815","128.6717674,36.5061506","127.6910367,37.1189079","127.9354494,37.3968244",,"127.6910367,37.1189079","127.9737866,37.4312996"
"128.0088072,37.8279878",,,,"127.8158288,37.2853089","128.0971711,37.4389467","127.8137011,36.8092377","128.679449,36.5084413","128.6717753,36.5061542","127.6919433,37.1186144","127.9357237,37.3973696",,"127.6919433,37.1186144","127.9742285,37.4316484"
"128.008853,37.8280372",,,,"127.8160921,37.2862312","128.0975297,37.439117","127.8130849,36.8093574","128.6797497,36.5087583","128.6720619,36.5062749","127.6925618,37.1183916","127.9358823,37.3976404",,"127.6925618,37.1183916","127.9744614,37.4318332"
"128.0100744,37.8293415",,,,"127.8161579,37.2865799","128.0979213,37.4393223","127.8126928,36.8094116","128.6799992,36.5090831","128.6720899,36.5062836","127.693927,37.1178756","127.9359051,37.3976772",,"127.693927,37.1178756","127.9747161,37.4320746"
"128.0118868,37.8311326",,,,"127.8162111,37.2871693","128.0983248,37.4395889","127.8125661,36.8094227","128.6802495,36.5094583","128.6727371,36.5064747","127.6940957,37.1178122","127.9360808,37.3979659",,"127.6940957,37.1178122","127.9748696,37.4322155"
"128.0123366,37.8316075",,,,"127.816372,37.2905716","128.0988376,37.4399739","127.8118299,36.809504","128.6804623,36.5098664","128.6734066,36.5065898","127.6942104,37.1177706","127.9361367,37.3980577",,"127.6942104,37.1177706","127.9751402,37.4324677"
"128.012737,37.8319843",,,,"127.8163972,37.2911827","128.0992043,37.4403073","127.8108055,36.8095671","128.6805191,36.5100064","128.6734615,36.5065991","127.6963366,37.1168332","127.936337,37.3983165",,"127.6963366,37.1168332","127.9752074,37.4325414"
"128.0131865,37.8324077",,,,"127.816473,37.2923119","128.0997014,37.4408402","127.8103269,36.8095918","128.6805353,36.5100468","128.6743115,36.5066908","127.6977992,37.1161331","127.9366489,37.3987165",,"127.6977992,37.1161331","127.9752654,37.4326078"
"128.013437,37.832641",,,,"127.8166303,37.2932498","128.0997299,37.4408707","127.8100691,36.8096042","128.6805589,36.5101277","128.6756874,36.5068495","127.7037616,37.1132249","127.9370367,37.3991414",,"127.7037616,37.1132249","127.9753201,37.4326698"
"128.0141748,37.8333327",,,,"127.816762,37.2937092","128.0997928,37.440956","127.8097205,36.8096195","128.6806744,36.5105241","128.6765244,36.5069665","127.7052745,37.1124408","127.9374374,37.3994743",,"127.7052745,37.1124408","127.9754544,37.4328216"
"128.0143498,37.8334995",,,,"127.8171539,37.2948646","128.1000008,37.4412416","127.8088462,36.8096578","128.6807373,36.5109166","128.6771621,36.5071162","127.7059083,37.1120755","127.9379186,37.3998403",,"127.7059083,37.1120755","127.9759005,37.4334706"
"128.015212,37.8342664",,,,"127.8171778,37.2949349","128.1001749,37.4415247","127.8080235,36.8097113","128.6807754,36.511147","128.6773799,36.5071979","127.7059746,37.112033","127.9383008,37.4000949",,"127.7059746,37.112033","127.976073,37.4337574"
"128.0155999,37.8346414",,,,"127.817609,37.2960434","128.1003322,37.4418258","127.806674,36.8097996","128.6808289,36.5117297","128.6777618,36.507341","127.7067118,37.1115999","127.9385616,37.4002534",,"127.7067118,37.1115999","127.9762308,37.4340371"
"128.0158495,37.8349161",,,,"127.8177379,37.2963747","128.100431,37.4420245","127.8065496,36.809808","128.6808499,36.5119332","128.6778945,36.5074028","127.7071556,37.1112999","127.9390253,37.4005158",,"127.7071556,37.1112999","127.9764514,37.4344283"
"128.016187,37.8354077",,,,"127.8178622,37.2966926","128.1005866,37.4423996","127.8061798,36.8098513","128.6808991,36.5127494","128.6780238,36.5074647","127.7073398,37.1111698","127.9391839,37.4005928",,"127.7073398,37.1111698","127.9768034,37.435039"
