smiles,FP,xtb_homo_ev,xtb_lumo_ev,xtb_gap_ev,xtb_mol_c6_au,xtb_mol_c8_au,xtb_charge_mean,xtb_charge_std,xtb_charge_min,xtb_charge_max,xtb_charge_range,xtb_charge_abs_mean,xtb_charge_abs_max,xtb_charge_median,xtb_charge_q25,xtb_charge_q75,xtb_radius_gyration,xtb_max_distance,xtb_mean_dist_from_com,xtb_charge_iqr,xtb_charge_skew_proxy,xtb_charge_tail_ratio,xtb_softness_inv_gap,xtb_electronegativity,xtb_geom_compactness_rg_over_maxdist,xtb_geom_com_ratio,xtb_hardness_gap_half,xtb_dispersion_balance_c8_c6,xtb_size_density_proxy,xtb_charge_extreme_balance,xtb_total_energy,xtb_dipole_debye,xtb_inertia_1,xtb_inertia_2
O=C1OC2CCCC1O2,362.95,0.05138289,0.05138289,0.05138289,4683.349203,114196.0344,1.18E-09,0.351902704,-0.56991843,0.39319962,0.96311805,0.329086442,0.56991843,-0.11377585,-0.24064274,0.34974021,2.053282901,5.28740778,2.029793258,0.59038295,0.323316217,1.73181984,19.46173133,-0.05138289,0.388334508,0.383891945,0.025691445,24.38341226,885.7552506,0.689922626,-29.15064555,-0.779,193.3638664,278.4686204
N#Cc1ccccc1C#N,426.45,0.04542032,0.04542032,0.04542032,5292.318763,139648.6712,7.14E-10,0.186275179,-0.13487357,0.37112685,0.50600042,0.165971755,0.37112685,-0.099886255,-0.130331578,0.152213713,2.562530806,6.701862811,2.259499935,0.28254529,0.536229553,2.236084387,22.0165776,-0.04542032,0.382360976,0.337145059,0.02271016,26.38704837,789.6787673,2.751664763,-24.91288453,0.433,258.2290173,374.0558169
O=C(O)C1CCCCC1,380.15,0.09064146,0.09064146,0.09064146,7237.986922,165863.3668,-4.76E-10,0.302168881,-0.56059012,0.38084745,0.94143757,0.283086147,0.56059012,-0.12036563,-0.22484695,0.28312411,2.038599536,6.148978483,2.129641218,0.50797106,0.398338932,1.980281005,11.03247896,-0.09064146,0.331534667,0.346340652,0.04532073,22.9156765,1177.10396,0.679368823,-29.26378292,-0.296,164.0234419,445.1767222
C=CC(=O)OCCCC,312.55,0.07243081,0.07243081,0.07243081,7084.859948,164463.1863,-9.52E-10,0.306193705,-0.52092659,0.38658544,0.90751203,0.29413786,0.52092659,0.19003329,-0.27802182,0.29629134,2.08086712,5.944049069,2.137896765,0.57431316,-0.620630953,1.771028694,13.8062794,-0.07243081,0.350075697,0.359670107,0.036215405,23.21332919,1191.924876,0.742111168,-29.21710382,-0.118,173.5774372,655.76944
C=CCCCCC(=O)O,386.45,0.08078324,0.08078324,0.08078324,7139.255875,163539.276,9.52E-10,0.285837687,-0.51799178,0.38747218,0.90546396,0.265189204,0.51799178,-0.12123536,-0.20923323,0.30189593,2.121860146,6.863335488,2.252788054,0.51112916,0.424140574,1.953291358,12.37880531,-0.08078324,0.309158739,0.328235165,0.04039162,22.90704786,1040.202084,0.748027662,-29.21957095,0.494,162.1282073,801.7414896
O=C(O)CC1CCCC1,387.15,0.0703841,0.0703841,0.0703841,6273.360452,139093.0767,-2.64E-18,0.264708273,-0.50419107,0.54881139,1.05300246,0.229404418,0.54881139,-0.07585824,-0.18192549,0.22382866,1.967543464,7.324757905,2.324963714,0.40575415,0.286572986,2.392331388,14.20775431,-0.0703841,0.268615494,0.31741168,0.03519205,22.17202053,856.4597675,1.08849883,-29.26533573,0.522,163.9515176,490.1071508
CC1CCCCOC1=O,359.15,0.03266085,0.03266085,0.03266085,7213.750209,165344.9974,-4.76E-10,0.278334803,-0.48325864,0.3666855,0.84994414,0.261730352,0.48325864,-0.11250079,-0.22787889,0.27008884,2.146615789,5.904040817,2.178188758,0.49796773,0.404192319,1.846398923,30.61769672,-0.03266085,0.363584171,0.36893186,0.016330425,22.92080993,1221.832713,0.758776915,-29.25791145,-1.155,216.1049684,326.7494828
C=COC(=O)CCCC,311.55,0.08879805,0.08879805,0.08879805,7030.080063,162633.3565,4.76E-10,0.300864995,-0.55112823,0.32683733,0.87796556,0.2828919,0.55112823,0.04796437,-0.24262578,0.298661,2.09756691,6.027143379,2.165619755,0.54128678,-0.159421569,1.948193748,11.26150856,-0.08879805,0.348020078,0.359311139,0.044399025,23.13392664,1166.403322,0.593033186,-29.22025884,-0.145,129.2675869,714.7334595
O=COC1CCCCC1,326.45,0.06912398,0.06912398,0.06912398,7206.910833,165871.9202,7.93E-18,0.297876825,-0.54030037,0.32794655,0.86824692,0.285894538,0.54030037,0.20700197,-0.24356839,0.28135046,2.089938573,5.186340511,2.165330397,0.52491885,-0.694924722,1.889859014,14.46675958,-0.06912398,0.402969795,0.417506408,0.03456199,23.01567538,1389.594612,0.606970804,-29.26365085,0.175,148.6516722,499.4879462
C#CC(OCC)OCC,305.35,0.08441273,0.08441273,0.08441273,7180.332045,164791.9171,-4.76E-10,0.282620553,-0.52708497,0.35617088,0.88325585,0.26374094,0.52708497,-0.09727176,-0.21831089,0.2895213,2.14200915,6.159837483,2.252938186,0.50783219,0.344177939,1.998495073,11.84655442,-0.08441273,0.347737932,0.365746368,0.042206365,22.95045912,1165.669072,0.675737121,-29.15041293,0.217,297.9590012,420.1688153
CCOC(=O)C1CCC1,316.35,0.09041758,0.09041758,0.09041758,7061.20628,163654.6869,-4.76E-10,0.29563044,-0.54901815,0.36381131,0.91282946,0.283428906,0.54901815,0.22079651,-0.24792352,0.2733956,2.041781581,6.099415757,2.12051938,0.52131912,-0.746866629,1.937057717,11.05979611,-0.09041758,0.334750354,0.347659426,0.04520879,23.17659057,1157.68568,0.662658074,-29.23290028,-0.048,122.3464213,592.473868
CCOC1CCC=CO1,297.55,0.04925808,0.04925808,0.04925808,7212.31315,165631.7066,-4.76E-10,0.290718202,-0.52981374,0.35329469,0.88310843,0.273439433,0.52981374,-0.10812693,-0.22510552,0.2718319,2.112744015,6.485485462,2.187260341,0.49693742,0.371930374,1.937590839,20.30123789,-0.04925808,0.325764976,0.337254683,0.02462904,22.96512966,1112.069897,0.666828101,-29.2254185,0.19,118.5268999,564.3950649
C=CCOC(=O)CCC,314.85,0.03646172,0.03646172,0.03646172,7136.735205,164263.1668,4.76E-10,0.280779306,-0.53954004,0.38561438,0.92515442,0.264929533,0.53954004,0.17210407,-0.22349005,0.24958662,2.061890565,6.111402433,2.102716236,0.47307667,-0.612951402,2.036541695,27.42602379,-0.03646172,0.337384191,0.344064437,0.01823086,23.0165702,1167.773728,0.714709477,-29.21534157,-0.83,189.8694913,627.5248105
C=CC(=O)OCCCC,310,0.07243081,0.07243081,0.07243081,7084.859948,164463.1863,-9.52E-10,0.306193705,-0.52092659,0.38658544,0.90751203,0.29413786,0.52092659,0.19003329,-0.27802182,0.29629134,2.08086712,5.944049069,2.137896765,0.57431316,-0.620630953,1.771028694,13.8062794,-0.07243081,0.350075697,0.359670107,0.036215405,23.21332919,1191.924876,0.742111168,-29.21710382,-0.118,173.5774372,655.76944
O=NN1CCCCCC1,376.35,0.03926341,0.03926341,0.03926341,6692.325559,152467.7775,4.76E-10,0.282818565,-0.53700105,0.33011482,0.86711587,0.261692245,0.53700105,0.08214266,-0.2306028,0.26089409,2.161007641,5.823691922,2.137667271,0.49149689,-0.290442954,2.052032721,25.46900537,-0.03926341,0.371071765,0.367063935,0.019631705,22.78248064,1149.155149,0.614737755,-28.78651172,-0.712,161.4816043,427.3922486
CN1CCCN(C)C1=O,358.45,0.04516731,0.04516731,0.04516731,6798.582044,153843.4769,-4.76E-10,0.281817629,-0.5549895,0.35172469,0.90671419,0.2676542,0.5549895,0.18630501,-0.22921653,0.24104919,2.179094069,5.198759685,2.150089848,0.47026572,-0.661083593,2.073531815,22.13990605,-0.04516731,0.41915653,0.413577464,0.022583655,22.62875934,1307.731547,0.63375017,-28.92302326,0.789,228.2964053,287.8542013
CCCCCC(=O)CC,319.15,0.08424748,0.08424748,0.08424748,9978.910579,220134.3862,4.00E-10,0.257129228,-0.56337144,0.38587114,0.94924258,0.236610621,0.56337144,0.01527348,-0.23887622,0.23326556,2.162948097,6.157759041,2.266161966,0.47214178,-0.059400014,2.381006555,11.86979124,-0.08424748,0.351255722,0.368017318,0.04212374,22.05996181,1620.542557,0.684932023,-29.35077021,0.355,113.8368304,846.8186322
CCCCC(C=O)CC,323.15,0.13906458,0.13906458,0.13906458,9589.795843,205970.0803,4.00E-10,0.255163635,-0.52454214,0.32784728,0.85238942,0.243478735,0.52454214,-0.09055482,-0.20805188,0.23830418,2.079401432,6.186265863,2.302205415,0.44635606,0.354889208,2.15436531,7.190903679,-0.13906458,0.336131922,0.37214783,0.06953229,21.47804642,1550.175187,0.625016095,-29.33522933,-0.281,255.4432041,588.6379895
CC(=O)CCCC(C)C,317.75,0.0439405,0.0439405,0.0439405,10321.88605,224229.6137,4.00E-10,0.246809802,-0.51641444,0.36520963,0.88162407,0.229735612,0.51641444,-0.08251787,-0.21113654,0.24829256,2.085810727,6.846166887,2.368701504,0.4594291,0.334337897,2.247864127,22.75804781,-0.0439405,0.304668402,0.345989448,0.02197025,21.72370559,1507.688349,0.707202591,-29.35505589,0.686,119.7457369,900.72106
CC(O)C1CCCCC1,346.15,0.07587152,0.07587152,0.07587152,9748.940328,206058.7962,4.00E-10,0.254288609,-0.4997644,0.36314159,0.86290599,0.241854885,0.4997644,-0.14862047,-0.19537683,0.26306199,2.027564517,6.483979349,2.318336112,0.45843882,0.584455872,2.06638125,13.18017617,-0.07587152,0.312703728,0.357548349,0.03793576,21.13653271,1503.542779,0.726625566,-29.36789329,0.312,174.5234514,474.6808798
CC(C)=CCCC(C)O,340.95,0.07455297,0.07455297,0.07455297,10371.04525,225679.573,4.00E-10,0.256404058,-0.54436762,0.38024628,0.9246139,0.243459152,0.54436762,-0.1003334,-0.22327081,0.23598488,2.08598202,6.362728407,2.30937674,0.45925569,0.391309722,2.235971071,13.41328186,-0.07455297,0.327843951,0.362953845,0.037276485,21.76054271,1629.968244,0.698510099,-29.33135043,-0.071,143.3637925,784.4343762
CCCCC(C)C(C)=O,317.75,0.14896002,0.14896002,0.14896002,10026.13216,218076.5968,8.00E-10,0.250220045,-0.53505095,0.30290299,0.83795394,0.237447751,0.53505095,-0.09794225,-0.22043729,0.23938793,2.18239156,6.435148975,2.348919569,0.45982522,0.39142448,2.253341829,6.713210699,-0.14896002,0.339136136,0.365014016,0.07448001,21.75082009,1558.026426,0.566119899,-29.35174638,-0.105,172.1281155,669.3877296
CCCCCCC1CO1,310.35,0.06718186,0.06718186,0.06718186,9940.65347,216498.0638,4.44E-18,0.24857617,-0.49700435,0.36300703,0.86001138,0.23133109,0.49700435,-0.06472453,-0.23013165,0.24793164,2.106847028,6.397672342,2.33409927,0.47806329,0.260381073,2.14845462,14.88497044,-0.06718186,0.329314619,0.364835701,0.03359093,21.77905753,1553.792214,0.730390046,-29.33071494,-0.152,97.36893165,965.7217505
C=CC(O)CCCCC,334.25,0.05272684,0.05272684,0.05272684,10050.28401,220535.3919,-8.00E-10,0.250895961,-0.51519765,0.31632373,0.83152138,0.233997016,0.51519765,-0.09181284,-0.2257943,0.2715511,2.172450636,6.644916563,2.406553322,0.4973454,0.365939885,2.201727436,18.96567289,-0.05272684,0.326934223,0.362164566,0.02636342,21.94319998,1512.477081,0.613985196,-29.32080257,0.431,162.6856325,772.0184666
CC1(O)CCCCCC1,344.75,0.08701392,0.08701392,0.08701392,9361.865148,201750.0011,-4.00E-10,0.242251382,-0.49954345,0.30789262,0.80743607,0.221946518,0.49954345,-0.01727215,-0.21296503,0.25342793,2.094100009,5.645936829,2.313270238,0.46639296,0.071298456,2.250737946,11.49241409,-0.08701392,0.370903903,0.409723011,0.04350696,21.55019304,1658.159741,0.616348027,-29.36782035,0.145,207.3039742,381.6982662
OCCC1CCCCC1,359.85,0.09370942,0.09370942,0.09370942,9593.164015,207292.3589,1.20E-09,0.240126191,-0.48160391,0.34458874,0.82619265,0.224314992,0.48160391,0.03441343,-0.21961197,0.22647083,2.211389531,5.912932484,2.323982602,0.4460828,-0.143313933,2.146998312,10.67128577,-0.09370942,0.373992014,0.393033847,0.04685471,21.60834096,1622.40378,0.715502372,-29.35937655,0.389,201.8025508,477.6585541
C=COCCCCCC,282.95,0.03808032,0.03808032,0.03808032,10270.32603,224385.4049,-4.00E-10,0.252491311,-0.50726654,0.36049935,0.86776589,0.24166925,0.50726654,-0.12362912,-0.2293727,0.2407551,2.138158001,6.458910584,2.330809838,0.4701278,0.489637126,2.099011521,26.26028353,-0.03808032,0.331040037,0.360867333,0.01904016,21.84793396,1590.101906,0.710670469,-29.32443956,-0.483,112.4870859,1034.793073
CC1CCC(O)CC1C,351.45,0.03709122,0.03709122,0.03709122,10378.65295,225415.7373,-4.00E-10,0.240891246,-0.44848576,0.36110647,0.80959223,0.226217068,0.44848576,-0.09102492,-0.2157147,0.23032829,2.130342943,6.908420478,2.374559924,0.44604299,0.377867278,1.98254607,26.96055832,-0.03709122,0.308369033,0.343719658,0.01854561,21.71917091,1502.319233,0.805168195,-29.36780642,0.349,195.1574913,429.0080796
CCCCC(=O)C(C)C,317.35,0.12440665,0.12440665,0.12440665,9897.695727,217471.51,4.00E-10,0.240616473,-0.52039967,0.34610841,0.86650808,0.212396012,0.52039967,0.00255629,-0.21981746,0.24949111,2.196008765,7.708734682,2.413541798,0.46930857,-0.010623918,2.450138607,8.038155517,-0.12440665,0.284872791,0.313091823,0.062203325,21.97193327,1283.95854,0.665081917,-29.35337106,0.057,125.9091739,824.5463432
CCCC(=O)C(C)CC,317.75,0.05033477,0.05033477,0.05033477,10141.97906,218334.6503,-2.22E-18,0.239092392,-0.48241471,0.33448253,0.81689724,0.226189506,0.48241471,-0.11596596,-0.20017563,0.23573571,2.099538423,7.017206428,2.365879446,0.43591134,0.485025722,2.132789967,19.8669826,-0.05033477,0.299198612,0.337154033,0.025167385,21.52781513,1445.301512,0.693350603,-29.35423937,0.644,193.9792559,632.5469556
CCC1(O)CCCCC1,341.35,0.07057932,0.07057932,0.07057932,9402.059073,202690.0732,-8.00E-10,0.249821562,-0.54413928,0.46330122,1.0074405,0.232586421,0.54413928,-0.11526517,-0.21711564,0.22610448,2.041429961,6.843246038,2.323738181,0.44322012,0.461389995,2.339514397,14.16845614,-0.07057932,0.298313103,0.339566657,0.03528966,21.55805145,1373.918024,0.851438661,-29.37653402,0.206,206.3511251,431.935954
CCCCCC(=O)CC,326,0.08402499,0.08402499,0.08402499,9978.629333,220125.3136,4.00E-10,0.257115725,-0.56327925,0.38591336,0.94919261,0.236594578,0.56327925,0.01533136,-0.23888715,0.2333639,2.162891775,6.158412437,2.266180282,0.47225105,-0.059628246,2.380778354,11.90122129,-0.08402499,0.351209309,0.367981246,0.042012495,22.05967436,1620.324951,0.685119077,-29.35077021,0.355,113.8368304,846.8186322
CCC(=O)CC(C)CC,316,0.14988389,0.14988389,0.14988389,10811.05679,234613.943,0,0.270676867,-0.57984868,0.32295705,0.90280573,0.258522931,0.57984868,0.1770696,-0.25019812,0.24610653,2.091861808,6.606124182,2.277566919,0.49630465,-0.654173377,2.242929389,6.671831109,-0.14988389,0.316654933,0.344765986,0.074941945,21.70129595,1636.52037,0.556967811,-29.3535914,-0.045,164.2025789,672.3673352
CC1CN(C)CCN1C,304.25,0.01766843,0.01766843,0.01766843,9720.228845,209674.9626,4.00E-10,0.216492908,-0.37742931,0.27229704,0.64972635,0.205562799,0.37742931,-0.06224301,-0.20839163,0.20768559,2.423860072,6.662040952,2.452132914,0.41607722,0.287506002,1.836077891,56.59812445,-0.01766843,0.363831458,0.368075329,0.008834215,21.57099035,1459.046697,0.72145176,-28.99866864,0.24,192.0588469,407.3522996
CC(C)N1CCNCC1,329.55,0.06553682,0.06553682,0.06553682,9260.893461,199325.6492,4.00E-10,0.206327403,-0.40012588,0.29948069,0.69960657,0.184156461,0.40012588,0.00816029,-0.19846459,0.20873423,2.294350873,7.180344894,2.47352747,0.40719882,-0.039550198,2.172749614,15.25859814,-0.06553682,0.319532127,0.344485886,0.03276841,21.52337138,1289.756077,0.748466183,-28.97745892,-1.281,166.7383443,475.0582539
CCN1CCCC(N)C1,333.75,0.02317826,0.02317826,0.02317826,9720.078851,210152.4102,-4.00E-10,0.220282004,-0.36452074,0.28310396,0.6476247,0.209603215,0.36452074,0.02278565,-0.22194208,0.20756142,2.413129116,6.602331675,2.442544147,0.4295035,-0.103438547,1.739098994,43.14387706,-0.02317826,0.365496499,0.369951748,0.01158913,21.62044295,1472.219108,0.776647057,-28.98565903,-0.305,170.99477,496.4346946
CCCC(C)C(C)CC,333.15,0.109108,0.109108,0.109108,13788.00762,290593.6588,-1.03E-09,0.218600911,-0.26214726,0.30671778,0.56886504,0.21354158,0.30671778,-0.11940875,-0.23450598,0.22216574,2.215973269,7.084684641,2.527334911,0.45667172,0.546240857,1.436337502,9.16523078,-0.109108,0.312783614,0.356732168,0.054554,21.07582667,1946.170976,1.170020926,-29.48351766,-0.018,230.0533608,633.4031259
CCC(C)CC(C)CC,328.05,0.15847143,0.15847143,0.15847143,13774.94576,290164.7195,-3.45E-10,0.212150217,-0.24663274,0.30252704,0.54915978,0.2040506,0.30252704,-0.0854345,-0.23278713,0.21966415,2.285618954,7.841834265,2.55318101,0.45245128,0.402707577,1.482607939,6.310285709,-0.15847143,0.291464838,0.325584669,0.079235715,21.06467238,1756.59741,1.226629684,-29.48333525,-0.056,183.9614486,711.3384553
CCC(CC)(CC)CC,305.95,0.20680534,0.20680534,0.20680534,13697.62539,286331.0857,-1.03E-09,0.223972169,-0.25746126,0.3277963,0.58525756,0.214155222,0.3277963,-0.03822173,-0.23170065,0.20498353,2.175619658,7.111105871,2.510692029,0.43668418,0.170653922,1.530648173,4.83546508,-0.20680534,0.30594674,0.353066327,0.10340267,20.90370247,1926.22999,1.273186886,-29.47618587,-0.197,309.3638518,391.6183942
CCCCCC(C)(C)C,297.55,0.02047281,0.02047281,0.02047281,13642.59435,287304.1541,-3.45E-10,0.200365976,-0.23350558,0.26428625,0.49779183,0.1882538,0.26428625,-0.07453711,-0.21138042,0.22328788,2.290803359,6.984118599,2.534888838,0.4346683,0.372004825,1.403882681,48.84527331,-0.02047281,0.328001784,0.362950428,0.010236405,21.05934889,1953.373809,1.131819848,-29.48947138,-0.002,137.3801688,912.5052706
CC(C)CCCC(C)C,326.25,0.01885347,0.01885347,0.01885347,13795.44948,290498.7441,-6.90E-10,0.216746138,-0.2653942,0.28932626,0.55472046,0.208699455,0.28932626,-0.10495602,-0.21978586,0.24526912,2.428061827,8.00548127,2.620166842,0.46505498,0.484234783,1.386329733,53.0406339,-0.01885347,0.30329992,0.327296605,0.009426735,21.05757733,1723.250484,1.09017552,-29.48862272,0.138,135.0657409,916.4539124
CCC(C)CCC(C)C,327.35,0.01996664,0.01996664,0.01996664,13343.24608,283680.0272,-1.91E-18,0.205710574,-0.26016823,0.29104976,0.55121799,0.190274608,0.29104976,-0.03700843,-0.2307008,0.22552072,2.268881243,6.80200148,2.539661517,0.45622152,0.179905336,1.529630063,50.08353934,-0.01996664,0.333560828,0.373369739,0.00998332,21.26019602,1961.664683,1.118698313,-29.48418201,-0.011,145.6306626,794.9987394
CCCC(CC)CCC,297.15,0.11288134,0.11288134,0.11288134,14239.43876,296379.942,4.79E-18,0.216500924,-0.23205264,0.28349447,0.51554711,0.211548814,0.28349447,-0.12586233,-0.21348417,0.24414676,2.208004775,6.904752301,2.531188077,0.45763093,0.581347774,1.340090091,8.858860109,-0.11288134,0.319780447,0.366586369,0.05644067,20.81401852,2062.266412,1.221681727,-29.48330114,-0.371,321.7304763,572.8587032
CCCCCC(C)CC,298.45,0.06698761,0.06698761,0.06698761,13840.67554,291109.8917,-3.45E-10,0.218271428,-0.2711326,0.29969918,0.57083178,0.211918652,0.29969918,-0.12209877,-0.21994705,0.2366547,2.226074782,7.326642377,2.526329891,0.45660175,0.559389613,1.414218036,14.92813372,-0.06698761,0.30383287,0.34481414,0.033493805,21.03292507,1889.088457,1.105360182,-29.48263857,-0.316,131.8431261,908.8176865
CCCCC(C)C(C)C,333.25,0.01370751,0.01370751,0.01370751,13758.54248,291029.6078,3.45E-10,0.22290697,-0.28890221,0.29230222,0.58120443,0.218322682,0.29230222,0.11244171,-0.24506954,0.21893395,2.181889298,7.108531005,2.472704506,0.46400349,-0.504433351,1.338854111,72.95270986,-0.01370751,0.306939549,0.347850281,0.006853755,21.15264813,1935.497287,1.011768723,-29.48455237,-0.168,177.6180688,753.022953
CCCC(C)(CC)CC,302.35,0.03619919,0.03619919,0.03619919,13689.74199,288899.0894,1.03E-09,0.215001363,-0.24927758,0.31169983,0.56097741,0.207083793,0.31169983,-0.08124697,-0.23227085,0.22193141,2.210286127,6.884614386,2.53072764,0.45420226,0.377890493,1.505186982,27.62492752,-0.03619919,0.321047194,0.367591778,0.018099595,21.10332609,1988.454433,1.250412612,-29.48025956,,300.4086773,471.2698996
CCCCC(C)(C)CC,300.35,0.10910726,0.10910726,0.10910726,14166.1563,296471.9952,6.90E-10,0.224414667,-0.26399533,0.28091808,0.54491341,0.220771877,0.28091808,-0.10423704,-0.23323854,0.22398279,2.19556085,6.641391618,2.506148989,0.45722133,0.464484083,1.272435984,9.165292942,-0.10910726,0.33058747,0.377352991,0.05455363,20.92818891,2133.010236,1.06410246,-29.48630859,0.04,194.4428242,698.1540395
CCCCC(CC)CC,298.25,0.00872474,0.00872474,0.00872474,13832.2185,288950.8356,3.45E-10,0.226819284,-0.27607625,0.29267769,0.56875394,0.219433218,0.29267769,-0.00879632,-0.23397732,0.21891963,2.235076593,6.768291857,2.500565014,0.45289695,0.038781184,1.333789356,114.616596,-0.00872474,0.330227573,0.369452894,0.00436237,20.88969572,2043.679379,1.060133532,-29.48245121,0.022,240.3584995,665.6108667
CCCC(CC)C(C)C,330.45,0.09120482,0.09120482,0.09120482,13209.77783,277479.227,3.45E-10,0.227708371,-0.2815518,0.30433147,0.58588327,0.221797077,0.30433147,-0.09972149,-0.24594443,0.23347174,2.189888015,6.76789393,2.4807009,0.47941617,0.43793511,1.372116685,10.96433281,-0.09120482,0.323570085,0.366539565,0.04560241,21.00559378,1951.829914,1.080907563,-29.48169838,-0.119,274.982302,500.6276954
CCCCC(C)CCC,297.35,0.1107275,0.1107275,0.1107275,13707.98791,288944.4926,3.45E-10,0.215997168,-0.25076135,0.2977736,0.54853495,0.2074701,0.2977736,-0.08309206,-0.22994434,0.21443762,2.225684252,7.276015057,2.555670238,0.44438196,0.384690508,1.435260307,9.031180149,-0.1107275,0.305893299,0.35124587,0.05536375,21.07854883,1883.996639,1.187478054,-29.48029469,-0.312,204.993298,719.4721595
CCC(CC)CC(C)C,325.35,0.01573311,0.01573311,0.01573311,13882.59792,291673.341,7.66E-18,0.216342675,-0.24985946,0.33370241,0.58356187,0.211060721,0.33370241,-0.12630641,-0.22128279,0.21626144,2.214390711,7.737325289,2.576895275,0.43754423,0.583825683,1.58107301,63.56022426,-0.01573311,0.286195892,0.333047297,0.007866555,21.00999703,1794.237336,1.335560439,-29.48072605,-0.104,251.4988009,554.7412243
CCCCCCC(C)C,298.35,0.09381382,0.09381382,0.09381382,14151.33578,296677.5233,3.45E-10,0.228549173,-0.28014843,0.31166559,0.59181402,0.22299932,0.31166559,-0.10673367,-0.23953295,0.23523148,2.189617053,7.437300939,2.516503313,0.47476443,0.46700528,1.397607802,10.65941031,-0.09381382,0.294410173,0.338362443,0.04690691,20.96463032,1902.751536,1.112501648,-29.4854924,-0.024,131.8860956,986.1634123
CCC(C)C(CC)CC,297,0.11950832,0.11950832,0.11950832,14059.54517,295796.0415,3.45E-10,0.231273604,-0.27592269,0.33957941,0.6155021,0.226466749,0.33957941,0.09043688,-0.24969133,0.22073935,2.182753114,6.7615944,2.464970629,0.47043068,-0.391038485,1.499466973,8.367618254,-0.11950832,0.322816334,0.364554642,0.05975416,21.03880587,2079.32395,1.230704912,-29.47890049,0.115,351.6414285,404.4727068
Oc1cccc(Cl)c1,350.05,0.25065372,0.25065372,0.25065372,3708.853393,101234.2702,1.07E-17,0.294919281,-0.43705856,0.63698035,1.07403891,0.266749538,0.63698035,-0.19270626,-0.21962906,0.22447229,1.599709171,4.755970201,1.92402156,0.44410135,0.65342035,2.387934216,3.989567759,-0.25065372,0.336358115,0.4045487,0.12532686,27.29530112,779.8310831,1.457425637,-24.00513048,1.078,145.4695448,425.6550805
Oc1ccccc1Cl,337.05,0.04844894,0.04844894,0.04844894,3759.644693,102666.7047,7.69E-10,0.294266145,-0.45766582,0.61534569,1.07301151,0.265417965,0.61534569,-0.18697855,-0.20502736,0.20550625,1.598244753,4.737849481,1.92335545,0.41053361,0.63540626,2.318402558,20.64028645,-0.04844894,0.337335485,0.405955372,0.02422447,27.30755512,793.5340091,1.344530579,-24.00556844,0.229,170.1685487,328.1872209
Oc1ccc(Cl)cc1,388,0.3504705,0.3504705,0.3504705,4093.887758,114328.8239,-7.69E-10,0.275470695,-0.51907393,0.37176271,0.89083664,0.254771918,0.51907393,-0.173427,-0.18882589,0.29379708,1.96918844,4.504940766,2.010434448,0.48262297,0.629566057,2.037406378,2.853307197,-0.3504705,0.437117499,0.446273226,0.17523525,27.92671188,908.7550693,0.716203779,-24.00486068,-1.027,89.96518871,518.0522665
CCS(=O)(=O)Cl,326.45,0.11013598,0.11013598,0.11013598,2952.370066,84450.80389,-5.05E-18,0.449941425,-0.57761247,1.13330629,1.71091876,0.346797164,1.13330629,-0.07727047,-0.255158725,0.238202825,1.705831819,6.412109564,2.392015242,0.49336155,0.171734509,3.267922604,9.079684949,-0.11013598,0.266032856,0.373046533,0.05506799,28.60441002,460.4366218,1.962053018,-22.75976411,-0.772,124.4149931,302.833955
O=C(Cl)OCCl,298.65,0.4850255,0.4850255,0.4850255,1836.722289,56772.54465,0,0.362049843,-0.46208867,0.52107006,0.98315873,0.339215558,0.52107006,-0.013399015,-0.306214553,0.325638128,1.394117923,3.505239818,1.609480491,0.63185268,0.037008758,1.536103072,2.061747269,-0.4850255,0.397723978,0.459164158,0.24251275,30.90970529,523.9933312,1.127640849,-22.53210154,0.001,84.15636596,479.8154543
Nc1ccc(F)cc1F,335.15,0.0041031,0.0041031,0.0041031,3904.51157,97600.57026,1.43E-09,0.281767661,-0.40967879,0.40489078,0.81456957,0.255114739,0.40967879,-0.127279555,-0.1522452,0.34446349,2.611183778,7.166321477,2.380062567,0.49670869,0.451718114,1.605860925,243.7181643,-0.0041031,0.364368775,0.33211775,0.00205155,24.99687054,544.8418107,0.988312771,-27.77181594,0.039,165.6947352,391.6291807
c1ccc2ncccc2c1,374.15,0.06733539,0.06733539,0.06733539,6843.634836,177715.5678,-5.88E-10,0.214806205,-0.24002772,0.30176112,0.54178884,0.208861078,0.30176112,-0.15133535,-0.17648421,0.2391018,2.387932371,6.803760808,2.258391954,0.41558601,0.704520381,1.444793461,14.85103153,-0.06733539,0.350972416,0.331932885,0.033667695,25.96800853,1005.860586,1.257192794,-25.74070097,0.184,156.6870455,397.8688391
c1ccc2cnccc2c1,374.25,0.01919558,0.01919558,0.01919558,6814.337356,177061.6836,5.88E-10,0.217973982,-0.25967596,0.31969314,0.5793691,0.212199702,0.31969314,-0.15764517,-0.17012234,0.23810315,2.312611747,5.971503914,2.239612126,0.40822549,0.7232293,1.506567339,52.09532611,-0.01919558,0.387274593,0.37504993,0.00959779,25.98369795,1141.142576,1.231123359,-25.74036252,-0.744,155.8206745,407.6890903
